date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,SO2_mean
2011-02-02,19.192,25.558,6.367,10.292,10.317,5.302
2011-02-03,29.146,52.325,23.179,17.5,14.066,4.808
2011-02-04,24.575,53.542,28.967,25.375,23.1,3.886
2011-02-05,18.7,22.092,3.392,29.5,26.942,2.438
2011-02-06,34.809,75.739,40.93,45.333,35.717,1.924
2011-02-07,25.967,48.133,22.167,21.25,17.817,2.26
2011-02-08,14.85,19.88,5.03,7.708,9.102,2.226
2011-02-09,19.433,28.142,8.708,11.792,10.683,2.219
2011-02-10,23.691,40.1,16.408,18.0,14.208,2.656
2011-02-11,14.533,18.367,3.833,13.583,11.592,2.062
2011-02-12,10.983,12.7,1.717,13.25,12.358,2.344
2011-02-13,31.922,52.009,20.087,21.833,16.25,1.5
2011-02-14,37.233,84.742,47.508,32.875,20.375,1.958
2011-02-15,30.899,66.646,35.747,33.958,26.7,3.966
2011-02-16,23.008,32.442,9.433,12.75,12.192,3.365
2011-02-17,17.267,22.392,5.125,10.917,11.125,4.011
2011-02-18,13.783,17.25,3.467,10.708,10.2,2.364
2011-02-19,14.25,17.083,2.833,12.25,11.183,2.073
2011-02-20,26.462,41.318,14.856,15.292,13.946,2.163
2011-02-21,31.158,54.293,23.135,22.45,22.594,4.667
2011-02-22,27.05,38.208,11.158,39.208,34.57,2.636
2011-02-23,28.039,46.856,18.817,47.792,35.285,2.589
2011-02-24,26.725,33.008,6.283,35.333,38.215,4.073
2011-02-25,26.466,35.658,9.192,42.917,34.0,3.344
2011-02-26,11.709,13.125,1.416,11.167,12.014,3.302
2011-02-27,18.243,23.026,4.783,12.458,12.805,1.946
2011-02-28,27.008,36.158,9.15,17.25,17.611,2.0
2011-03-01,34.147,52.7,18.552,31.136,27.621,3.365
2011-03-02,32.621,76.399,43.778,37.625,31.35,2.981
2011-03-03,15.919,18.512,2.593,12.75,17.056,2.8
2011-03-04,27.4,34.575,7.175,38.25,33.521,2.573
2011-03-05,42.697,87.662,44.965,26.917,24.631,1.814
2011-03-06,34.642,68.484,33.842,24.083,26.611,4.802
2011-03-07,24.533,29.942,5.408,26.625,33.75,3.885
2011-03-08,30.083,38.492,8.408,26.75,34.438,5.021
2011-03-09,26.825,33.558,6.733,26.458,24.375,2.604
2011-03-10,15.925,18.992,3.067,12.708,13.597,2.084
2011-03-11,9.733,11.425,1.692,10.917,14.646,2.448
2011-03-12,17.191,21.261,4.07,12.739,12.965,2.152
2011-03-13,18.117,22.258,4.142,12.083,14.027,1.917
2011-03-14,29.308,43.75,14.442,17.833,17.896,1.51
2011-03-15,26.233,41.375,15.142,18.478,22.424,2.969
2011-03-16,21.242,28.083,6.842,16.125,20.75,1.562
2011-03-17,32.783,57.808,25.025,31.25,29.562,1.135
2011-03-18,24.808,34.458,9.65,20.292,22.618,3.219
2011-03-19,14.215,17.143,2.928,9.958,13.12,1.959
2011-03-20,17.812,22.114,4.302,9.083,14.725,2.208
2011-03-21,17.073,20.76,3.688,11.208,14.35,1.639
2011-03-22,32.927,55.854,22.927,18.875,24.634,2.584
2011-03-23,35.354,51.094,15.74,29.083,25.425,1.069
2011-03-24,23.906,36.26,12.354,11.625,13.383,1.82
2011-03-25,10.104,11.25,1.146,12.222,13.383,1.639
2011-03-26,17.815,21.718,3.902,10.444,12.717,2.186
2011-03-27,29.869,40.233,10.364,16.833,21.038,1.944
2011-03-28,29.049,43.369,14.32,28.208,32.441,3.316
2011-03-29,25.85,32.542,6.692,20.667,23.951,2.333
2011-03-30,28.245,48.428,20.183,22.792,27.148,2.364
2011-03-31,10.692,11.65,0.958,7.833,15.724,1.667
2011-04-01,30.225,41.075,10.85,23.708,25.194,3.875
2011-04-02,25.0,33.442,8.442,26.583,31.757,4.208
2011-04-03,10.108,10.958,0.85,10.792,12.806,2.656
2011-04-04,17.693,21.081,3.388,10.619,12.614,2.097
2011-04-05,22.521,27.415,4.894,17.261,20.56,2.572
2011-04-06,32.892,46.167,13.275,26.0,31.444,4.312
2011-04-07,23.008,32.033,9.025,19.208,24.076,2.198
2011-04-08,11.075,12.142,1.067,13.25,21.125,1.0
2011-04-09,13.8,17.341,3.542,12.917,24.111,2.052
2011-04-10,14.409,15.325,0.917,28.542,37.25,3.604
2011-04-11,25.6,35.513,9.913,29.708,38.347,5.924
2011-04-12,18.279,21.23,2.951,21.609,28.403,2.384
2011-04-13,37.016,55.842,18.825,32.042,38.792,5.865
2011-04-14,36.558,56.425,19.867,32.167,41.521,6.115
2011-04-15,29.325,38.275,8.95,29.5,38.43,2.677
2011-04-16,17.608,22.067,4.458,29.083,41.736,2.625
2011-04-17,8.775,9.975,1.2,16.292,21.854,1.417
2011-04-18,17.835,24.887,7.052,22.0,27.646,2.457
2011-04-19,18.458,21.973,3.514,10.478,14.229,2.194
2011-04-20,14.25,17.133,2.883,6.583,9.854,2.688
2011-04-21,23.492,31.858,8.367,16.75,20.424,3.167
2011-04-22,24.457,32.319,7.862,21.083,27.969,1.781
2011-04-23,7.183,7.808,0.625,10.625,19.535,0.26
2011-04-24,13.667,15.117,1.45,15.333,20.181,3.729
2011-04-25,25.559,34.774,9.215,19.739,23.194,2.526
2011-04-26,23.208,35.592,12.383,23.667,32.945,2.281
2011-04-27,8.142,9.108,0.967,28.792,45.417,0.521
2011-04-28,19.183,21.858,2.675,16.917,21.216,2.208
2011-04-29,16.433,18.742,2.308,15.042,18.174,0.927
2011-04-30,18.467,23.042,4.575,22.458,28.868,2.438
2011-05-01,8.308,9.075,0.767,14.792,23.792,0.021
2011-05-02,14.704,17.096,2.391,68.25,114.021,3.184
2011-05-03,20.233,23.133,2.9,60.458,100.285,3.146
2011-05-04,17.142,21.8,4.658,34.25,52.903,4.958
2011-05-05,13.378,14.983,1.604,20.417,29.201,3.073
2011-05-06,12.096,13.543,1.447,27.087,40.143,0.871
2011-05-07,10.35,11.808,1.458,16.417,24.702,3.302
2011-05-08,14.025,15.383,1.358,29.208,40.034,4.854
2011-05-09,18.583,20.878,2.295,31.125,46.153,2.641
2011-05-10,23.42,35.882,12.462,26.458,51.265,2.778
2011-05-11,22.008,27.067,5.058,9.292,18.167,1.073
2011-05-12,19.525,26.95,7.425,10.042,18.18,1.719
2011-05-13,16.42,19.696,3.277,36.522,68.021,2.51
2011-05-14,16.758,22.45,5.692,27.125,47.452,3.75
2011-05-15,13.183,15.034,1.85,23.417,38.257,2.812
2011-05-16,13.339,16.122,2.783,23.708,39.368,2.087
2011-05-17,22.55,27.15,4.6,27.833,40.792,2.969
2011-05-18,24.442,33.833,9.392,26.083,34.486,4.334
2011-05-19,24.283,32.892,8.608,32.333,44.382,4.146
2011-05-20,21.57,27.573,6.003,37.087,52.333,5.067
2011-05-21,17.125,20.792,3.667,26.0,42.722,3.385
2011-05-22,10.767,12.625,1.858,11.542,24.132,3.052
2011-05-23,27.33,36.322,8.991,12.75,21.125,1.804
2011-05-24,16.605,20.773,4.168,7.208,14.008,0.869
2011-05-25,17.217,19.983,2.767,16.0,25.396,2.416
2011-05-26,13.304,17.322,4.017,16.13,24.806,0.828
2011-05-27,13.667,15.458,1.792,13.542,24.486,0.521
2011-05-28,27.25,35.55,8.3,14.958,33.104,2.74
2011-05-29,10.7,14.45,3.75,6.208,24.153,1.135
2011-05-30,12.33,15.33,3.0,4.958,20.875,2.087
2011-05-31,11.867,14.975,3.108,8.792,16.257,2.49
2011-06-01,9.758,11.55,1.791,22.042,31.354,0.229
2011-06-02,18.617,27.767,9.15,11.25,20.535,0.646
2011-06-03,26.838,43.586,16.748,24.818,40.768,3.848
2011-06-04,18.967,26.592,7.625,38.875,57.848,4.229
2011-06-05,15.317,17.75,2.433,39.708,52.361,4.073
2011-06-06,19.53,22.417,2.887,29.0,39.0,2.826
2011-06-07,19.869,25.254,5.385,28.875,38.128,1.493
2011-06-08,14.734,18.417,3.683,20.917,31.93,2.49
2011-06-09,11.883,13.475,1.592,20.083,31.84,2.531
2011-06-10,21.025,27.775,6.75,27.75,44.146,3.044
2011-06-11,14.375,18.267,3.892,18.25,27.694,3.604
2011-06-12,16.075,17.583,1.508,24.792,34.722,4.427
2011-06-13,19.889,23.58,3.691,17.522,26.784,5.348
2011-06-14,18.517,21.5,2.983,16.333,26.048,4.02
2011-06-15,18.725,25.4,6.675,17.833,27.007,3.906
2011-06-16,16.518,20.976,4.457,19.083,30.282,0.859
2011-06-17,15.787,19.901,4.114,12.217,21.854,1.664
2011-06-18,13.075,15.15,2.075,12.75,26.854,0.364
2011-06-19,14.233,17.633,3.4,17.292,36.236,1.906
2011-06-20,11.617,15.182,3.565,12.167,24.806,0.424
2011-06-21,14.016,20.033,6.017,13.792,24.496,1.047
2011-06-22,21.633,34.325,12.692,26.458,41.222,3.969
2011-06-23,13.908,21.992,8.083,22.917,40.326,3.718
2011-06-24,9.783,13.925,4.142,16.333,30.299,3.51
2011-06-25,10.625,15.642,5.017,17.875,33.91,6.198
2011-06-26,2.459,3.875,1.417,12.0,27.292,0.708
2011-06-27,4.554,7.022,2.467,11.875,27.576,0.891
2011-06-28,14.012,21.66,7.648,18.364,34.889,4.151
2011-06-29,18.979,30.114,11.136,19.125,35.174,6.802
2011-06-30,20.125,32.865,12.74,27.583,45.708,9.156
2011-07-01,14.521,23.292,8.771,18.625,34.062,6.365
2011-07-02,11.417,16.042,4.625,16.458,31.826,5.417
2011-07-03,11.104,13.052,1.948,26.042,45.299,4.479
2011-07-04,7.095,8.508,1.413,24.409,44.539,0.761
2011-07-05,14.167,16.489,2.323,18.222,28.919,2.047
2011-07-06,14.275,18.183,3.908,,33.153,2.385
2011-07-07,10.683,16.383,5.7,,23.535,0.323
2011-07-08,10.142,18.708,8.567,,28.153,0.594
2011-07-09,10.942,16.258,5.317,14.556,33.708,1.844
2011-07-10,6.85,9.033,2.183,14.417,26.125,1.552
2011-07-11,7.165,13.861,6.696,8.458,18.767,2.641
2011-07-12,7.8,14.991,7.192,9.783,19.174,1.594
2011-07-13,8.108,14.167,6.059,9.273,20.271,1.656
2011-07-14,8.658,14.35,5.692,11.087,19.569,2.188
2011-07-15,13.891,19.703,5.812,16.783,28.132,3.058
2011-07-16,8.3,12.2,3.9,11.583,25.153,2.25
2011-07-17,7.541,10.117,2.575,12.5,24.82,1.948
2011-07-18,5.304,9.383,4.078,11.375,23.753,0.663
2011-07-19,2.875,4.642,1.767,8.292,24.528,0.167
2011-07-20,6.1,8.1,2.0,6.417,17.021,0.281
2011-07-21,11.336,18.227,6.892,14.458,24.112,1.222
2011-07-22,9.892,11.792,1.9,18.0,27.5,0.906
2011-07-23,16.842,20.592,3.75,23.458,37.559,4.595
2011-07-24,10.142,12.133,1.992,25.833,40.25,2.125
2011-07-25,14.235,20.302,6.066,17.913,31.493,1.222
2011-07-26,11.717,18.4,6.683,11.333,23.187,0.969
2011-07-27,13.692,22.967,9.275,11.292,24.076,0.802
2011-07-28,14.372,31.019,16.647,15.458,26.236,4.552
2011-07-29,12.533,22.925,10.392,13.0,23.833,5.552
2011-07-30,11.933,15.908,3.975,18.375,28.945,4.667
2011-07-31,7.375,8.467,1.092,16.333,25.972,1.333
2011-08-01,8.183,10.261,2.078,16.625,27.132,1.554
2011-08-02,18.056,23.966,5.91,23.083,35.042,1.286
2011-08-03,11.595,20.515,8.92,19.87,31.724,2.986
2011-08-04,14.409,21.342,6.933,16.583,27.111,2.917
2011-08-05,7.992,11.1,3.108,9.333,20.389,1.281
2011-08-06,9.483,11.942,2.458,15.708,27.042,1.334
2011-08-07,12.208,15.233,3.025,15.292,28.25,2.094
2011-08-08,17.904,23.061,5.156,22.958,37.632,4.076
2011-08-09,21.167,27.53,6.363,25.5,44.198,7.354
2011-08-10,16.508,19.642,3.134,28.913,49.326,5.73
2011-08-11,13.033,17.492,4.458,16.625,30.153,4.302
2011-08-12,14.9,17.442,2.542,22.0,34.518,5.104
2011-08-13,9.95,11.642,1.692,18.25,32.467,3.979
2011-08-14,5.983,6.692,0.709,29.625,47.923,2.302
2011-08-15,9.548,11.652,2.105,25.75,41.451,3.804
2011-08-16,15.392,17.75,2.358,22.25,37.965,4.5
2011-08-17,15.98,20.274,4.294,27.391,42.361,3.253
2011-08-18,17.195,26.459,9.264,27.625,43.408,3.924
2011-08-19,17.633,21.833,4.2,15.208,27.076,4.917
2011-08-20,16.017,19.508,3.492,9.0,21.993,1.594
2011-08-21,15.158,19.183,4.025,13.25,28.257,1.031
2011-08-22,13.87,17.539,3.67,15.75,25.486,1.859
2011-08-23,6.592,8.2,1.608,23.792,36.312,0.386
2011-08-24,7.5,14.125,6.625,11.167,22.257,0.062
2011-08-25,7.327,11.736,4.41,6.652,14.833,0.085
2011-08-26,15.084,27.742,12.659,13.0,26.479,3.187
2011-08-27,7.067,13.342,6.275,14.833,24.951,0.854
2011-08-28,9.25,11.6,2.35,24.167,37.306,2.229
2011-08-29,14.07,17.783,3.713,22.625,35.347,2.717
2011-08-30,17.433,21.258,3.825,25.0,37.333,4.75
2011-08-31,15.8,21.483,5.684,11.958,24.416,1.927
2011-09-01,7.245,13.824,6.579,8.409,19.614,0.407
2011-09-02,4.0,6.525,2.525,15.417,27.729,0.104
2011-09-03,1.317,1.75,0.433,25.375,42.118,0.01
2011-09-04,2.058,2.592,0.533,12.25,28.0,0.0
2011-09-05,16.861,23.652,6.791,7.875,17.208,2.685
2011-09-06,19.253,22.795,3.542,9.083,18.017,4.475
2011-09-07,25.692,35.208,9.517,16.125,23.903,4.344
2011-09-08,17.01,21.726,4.715,18.87,29.11,3.0
2011-09-09,17.225,20.05,2.825,23.25,36.458,2.51
2011-09-10,12.842,20.058,7.217,19.375,30.0,2.927
2011-09-11,6.75,9.742,2.992,10.583,19.111,2.052
2011-09-12,10.018,16.705,6.687,11.0,21.59,2.511
2011-09-13,13.667,24.008,10.342,16.458,26.333,3.281
2011-09-14,18.958,30.3,11.342,18.792,30.59,5.073
2011-09-15,11.527,20.89,9.363,11.208,21.48,1.805
2011-09-16,8.177,16.75,8.573,9.708,20.472,1.154
2011-09-17,3.531,5.25,1.719,10.625,21.646,0.152
2011-09-18,5.906,8.386,2.479,8.875,20.889,0.665
2011-09-19,14.642,25.62,10.978,15.333,27.32,4.717
2011-09-20,12.947,37.793,24.847,9.042,24.909,2.03
2011-09-21,8.396,10.375,1.979,8.833,20.548,2.183
2011-09-22,13.479,16.74,3.26,6.75,15.097,5.313
2011-09-23,12.26,14.75,2.49,7.875,16.437,2.336
2011-09-24,20.052,25.25,5.198,15.917,20.674,1.21
2011-09-25,16.364,20.448,4.083,18.875,24.958,0.796
2011-09-26,29.329,47.419,18.09,28.0,31.653,2.277
2011-09-27,26.036,60.262,34.226,27.125,33.444,3.614
2011-09-28,26.667,42.167,15.5,27.875,33.93,3.719
2011-09-29,21.729,27.656,5.927,28.0,35.861,2.052
2011-09-30,28.229,36.698,8.468,34.208,41.917,3.084
2011-10-01,11.354,13.458,2.104,11.167,17.521,2.864
2011-10-02,12.323,14.688,2.364,8.292,13.757,3.271
2011-10-03,16.207,21.065,4.859,6.0,13.049,2.837
2011-10-04,19.29,25.727,6.438,13.0,17.196,1.468
2011-10-05,33.696,52.892,19.196,22.958,25.79,2.112
2011-10-06,21.53,27.944,6.414,11.25,16.701,3.188
2011-10-07,22.075,25.633,3.558,31.042,38.083,3.833
2011-10-08,22.067,26.583,4.517,26.083,31.778,2.729
2011-10-09,19.917,23.583,3.667,38.542,39.507,3.906
2011-10-10,22.87,28.287,5.417,36.708,44.014,2.87
2011-10-11,35.275,50.258,14.983,47.417,54.479,3.698
2011-10-12,32.122,51.592,19.47,48.913,53.979,4.117
2011-10-13,45.2,92.783,47.583,59.833,63.445,5.323
2011-10-14,24.275,63.575,39.3,47.292,56.174,4.635
2011-10-15,12.233,15.1,2.867,9.667,24.875,0.917
2011-10-16,11.8,13.275,1.475,20.708,27.174,3.719
2011-10-17,23.22,34.841,11.621,26.87,32.792,2.504
2011-10-18,24.191,31.683,7.492,15.75,20.5,2.24
2011-10-19,26.008,38.633,12.625,20.208,24.896,1.177
2011-10-20,29.933,48.092,18.158,34.375,38.576,2.49
2011-10-21,36.691,61.421,24.73,45.917,48.422,3.658
2011-10-22,13.875,19.85,5.975,16.875,27.382,0.646
2011-10-23,12.9,14.825,1.925,10.75,17.062,1.76
2011-10-24,24.652,37.809,13.156,11.958,15.07,3.142
2011-10-25,21.467,39.975,18.508,16.625,21.048,3.104
2011-10-26,15.45,19.667,4.217,9.375,12.952,1.448
2011-10-27,25.764,34.605,8.841,22.217,23.382,1.602
2011-10-28,36.8,61.291,24.492,34.208,33.993,3.167
2011-10-29,30.683,47.758,17.075,34.083,36.09,4.416
2011-10-30,22.775,27.575,4.8,37.958,39.195,1.302
2011-10-31,22.023,31.014,8.991,12.542,16.542,2.011
2011-11-01,27.592,43.7,16.108,18.542,20.396,2.084
2011-11-02,32.458,57.375,24.917,32.591,30.556,3.278
2011-11-03,30.683,58.108,27.425,45.083,43.646,6.271
2011-11-04,32.506,67.416,34.911,49.125,49.858,5.414
2011-11-05,37.425,61.442,24.017,53.917,62.236,4.136
2011-11-06,19.858,26.992,7.133,18.667,27.403,2.969
2011-11-07,18.269,23.479,5.21,5.786,13.028,1.743
2011-11-08,20.812,27.552,6.74,,15.625,1.771
2011-11-09,25.01,40.042,15.031,,14.792,0.782
2011-11-10,31.552,52.448,20.896,35.75,27.973,0.468
2011-11-11,30.573,62.438,31.865,24.208,25.444,0.844
2011-11-12,24.25,44.542,20.292,17.5,20.778,3.812
2011-11-13,17.406,30.323,12.916,20.667,24.174,2.542
2011-11-14,27.774,41.452,13.678,38.375,41.972,3.728
2011-11-15,19.092,24.134,5.042,13.417,17.07,3.188
2011-11-16,21.167,27.85,6.683,10.542,12.979,2.948
2011-11-17,28.494,40.658,12.164,14.708,17.715,2.639
2011-11-18,41.422,107.913,66.491,43.217,45.999,4.62
2011-11-19,28.867,76.825,47.958,31.458,43.226,5.531
2011-11-20,13.083,17.833,4.75,13.958,17.34,3.802
2011-11-21,18.554,24.402,5.848,6.708,9.271,1.5
2011-11-22,27.886,49.594,21.708,15.958,14.438,0.875
2011-11-23,30.542,80.427,49.885,34.125,28.084,0.906
2011-11-24,18.567,28.792,10.225,17.708,18.431,2.323
2011-11-25,20.608,27.992,7.383,6.792,9.778,0.635
2011-11-26,24.833,42.756,17.922,15.125,13.715,0.562
2011-11-27,25.338,45.912,20.574,35.875,29.84,0.833
2011-11-28,39.329,130.671,91.342,51.667,47.736,4.37
2011-11-29,40.379,124.71,84.33,62.0,58.674,4.975
2011-11-30,36.617,88.508,51.892,42.208,42.84,4.864
2011-12-01,21.083,31.983,10.9,9.083,10.68,2.614
2011-12-02,27.617,54.292,26.675,17.75,14.208,2.406
2011-12-03,22.117,46.95,24.833,19.875,18.18,2.573
2011-12-04,9.175,10.8,1.625,5.833,8.34,1.281
2011-12-05,21.027,30.614,9.587,11.174,11.964,2.283
2011-12-06,33.733,63.678,29.944,19.042,20.324,2.578
2011-12-07,32.833,78.05,45.217,27.792,26.931,3.594
2011-12-08,30.342,70.459,40.117,27.083,24.917,4.052
2011-12-09,18.075,33.092,15.017,9.917,11.389,2.677
2011-12-10,26.525,40.733,14.208,16.833,17.785,2.833
2011-12-11,13.258,15.825,2.567,15.125,15.785,2.583
2011-12-12,25.8,51.278,25.478,23.13,23.097,3.565
2011-12-13,28.067,50.658,22.592,16.792,17.556,2.271
2011-12-14,32.633,63.933,31.3,17.875,19.139,3.844
2011-12-15,27.833,77.283,49.45,29.375,29.083,4.094
2011-12-16,15.992,21.116,5.125,7.542,10.986,2.729
2011-12-17,15.975,21.775,5.8,8.167,7.952,1.99
2011-12-18,16.65,27.883,11.233,11.083,11.889,1.427
2011-12-19,22.377,34.362,11.985,10.391,10.437,1.511
2011-12-20,25.463,44.931,19.468,12.375,11.964,1.692
2011-12-21,35.183,85.175,49.992,22.833,20.93,2.406
2011-12-22,31.687,88.0,56.313,34.917,34.243,3.566
2011-12-23,15.475,20.24,4.765,5.542,8.506,1.966
2011-12-24,21.679,34.817,13.138,10.667,10.999,2.155
2011-12-25,11.291,13.467,2.175,5.667,7.308,1.977
2011-12-26,19.201,25.808,6.606,8.083,8.649,2.113
2011-12-27,25.566,44.52,18.954,10.667,11.552,2.151
2011-12-28,26.925,41.367,14.442,10.917,10.399,1.495
2011-12-29,23.162,37.267,14.105,21.458,23.315,4.509
2011-12-30,10.292,12.067,1.775,7.667,9.07,1.671
2011-12-31,14.967,17.925,2.958,11.833,12.326,1.177
2012-01-01,10.833,11.834,1.0,14.625,14.0,1.7
2012-01-02,13.097,15.68,2.583,22.0,22.916,1.942
2012-01-03,7.979,8.979,1.0,5.542,8.646,2.759
2012-01-04,11.514,13.222,1.708,3.458,5.5,2.725
2012-01-05,23.049,30.486,7.438,10.0,9.23,1.967
2012-01-06,20.306,32.229,11.924,18.542,18.666,2.959
2012-01-07,30.72,48.811,18.091,19.182,18.788,2.366
2012-01-08,28.431,59.66,31.229,23.792,24.458,2.267
2012-01-09,27.271,50.174,22.903,17.25,19.875,2.47
2012-01-10,18.187,22.188,4.0,8.167,10.354,2.983
2012-01-11,22.611,28.882,6.271,8.125,11.271,2.675
2012-01-12,37.34,72.555,35.215,28.667,29.334,2.567
2012-01-13,30.396,50.979,20.583,37.875,37.875,2.817
2012-01-14,22.652,26.92,4.268,18.208,23.062,1.963
2012-01-15,18.028,21.771,3.743,9.458,14.521,3.992
2012-01-16,33.118,55.583,22.465,16.25,19.77,3.533
2012-01-17,22.562,30.882,8.319,18.542,23.166,3.933
2012-01-18,18.646,23.57,4.924,4.333,11.688,2.992
2012-01-19,23.958,35.153,11.194,14.083,20.625,3.433
2012-01-20,12.833,14.049,1.215,21.417,28.416,4.35
2012-01-21,42.241,74.647,32.406,32.043,33.229,3.645
2012-01-22,30.326,49.132,18.806,23.75,20.958,2.208
2012-01-23,28.549,37.146,8.597,14.625,16.666,2.933
2012-01-24,28.514,58.868,30.354,30.875,25.77,2.507
2012-01-25,16.868,19.903,3.035,17.542,19.146,3.633
2012-01-26,11.938,13.729,1.792,8.75,9.812,2.35
2012-01-27,13.132,14.972,1.84,10.167,9.834,2.883
2012-01-28,19.035,23.36,4.325,9.458,13.334,3.722
2012-01-29,24.374,33.13,8.756,15.833,17.104,4.37
2012-01-30,24.104,30.507,6.403,32.375,38.334,5.658
2012-01-31,41.812,69.708,27.896,36.417,37.521,4.667
2012-02-01,49.313,114.104,64.792,57.375,56.875,6.08
2012-02-02,29.41,51.174,21.764,44.792,47.792,2.2
2012-02-03,13.66,15.25,1.59,14.458,17.438,3.183
2012-02-04,32.801,52.303,19.502,23.136,22.386,1.801
2012-02-05,25.104,31.097,5.993,16.833,21.188,3.765
2012-02-06,30.465,44.729,14.264,23.333,19.979,1.95
2012-02-07,26.847,52.083,25.236,25.042,22.335,3.192
2012-02-08,16.431,20.486,4.055,7.417,10.416,2.842
2012-02-09,18.507,23.104,4.597,11.667,12.208,4.633
2012-02-10,15.896,18.16,2.264,19.792,22.646,4.2
2012-02-11,16.196,18.174,1.978,21.333,23.52,5.118
2012-02-12,26.917,34.215,7.299,25.833,26.166,3.5
2012-02-13,22.45,27.369,4.919,19.826,20.104,3.445
2012-02-14,31.556,45.854,14.299,13.833,15.771,2.792
2012-02-15,28.889,43.125,14.236,15.5,15.083,2.325
2012-02-16,13.215,15.694,2.479,9.0,13.0,3.892
2012-02-17,15.889,18.125,2.236,9.208,11.188,2.75
2012-02-18,34.297,54.892,20.594,23.042,19.812,1.14
2012-02-19,21.26,25.288,4.028,14.913,19.021,3.679
2012-02-20,22.268,30.61,8.341,11.167,12.479,3.427
2012-02-21,20.799,25.944,5.146,12.917,14.854,4.05
2012-02-22,22.326,28.188,5.861,20.458,20.562,3.075
2012-02-23,18.535,21.41,2.875,17.0,20.75,4.258
2012-02-24,12.403,13.722,1.319,12.542,14.854,2.492
2012-02-25,18.283,22.645,4.362,6.667,9.834,3.104
2012-02-26,30.417,40.194,9.778,22.292,24.542,5.092
2012-02-27,27.618,37.222,9.604,37.833,36.666,3.008
2012-02-28,27.917,34.611,6.694,21.667,26.938,3.95
2012-02-29,,,,,,
2012-03-01,34.694,63.34,28.646,29.875,34.438,1.65
2012-03-02,14.375,15.938,1.562,21.083,29.396,3.425
2012-03-03,11.722,12.778,1.056,11.708,16.584,3.583
2012-03-04,23.188,29.292,6.104,12.136,14.546,2.7
2012-03-05,21.451,25.382,3.93,23.292,28.02,4.558
2012-03-06,33.41,56.125,22.715,29.833,34.375,4.767
2012-03-07,36.934,55.221,18.286,42.083,55.312,3.262
2012-03-08,39.528,62.18,22.653,39.5,51.458,4.858
2012-03-09,26.132,28.5,2.368,45.792,63.125,5.967
2012-03-10,22.18,25.986,3.806,25.0,39.104,2.5
2012-03-11,20.391,24.536,4.145,8.125,12.958,2.948
2012-03-12,36.507,52.722,16.215,17.458,22.854,3.95
2012-03-13,30.909,54.662,23.753,18.652,34.584,2.639
2012-03-14,16.757,19.326,2.569,10.375,16.208,2.617
2012-03-15,32.521,44.299,11.778,17.708,22.396,3.942
2012-03-16,25.597,39.09,13.493,29.208,39.812,3.967
2012-03-17,13.486,14.139,0.653,32.25,43.062,3.208
2012-03-18,10.768,12.036,1.268,34.25,61.854,0.582
2012-03-19,27.084,33.861,6.778,20.0,33.521,2.05
2012-03-20,38.368,58.264,19.896,30.958,49.479,3.75
2012-03-21,15.912,18.658,2.746,6.333,12.104,2.021
2012-03-22,36.22,51.298,15.079,14.818,22.5,5.346
2012-03-23,16.965,18.389,1.424,15.875,23.208,3.383
2012-03-24,19.278,22.028,2.75,21.417,29.375,4.25
