date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-04-13,36.597,53.042,16.445,,7.458,32.208,20.567,14.638,8.1,195.833,5.167,33.583,229.417
2011-04-14,37.879,54.225,16.346,,8.739,38.939,22.9,16.796,10.1,193.292,5.455,30.667,223.958
2011-04-15,32.868,45.078,12.21,,8.292,41.111,20.3,17.25,15.367,191.478,4.792,29.87,221.348
2011-04-16,18.528,26.708,8.181,,5.438,36.403,18.867,14.961,8.8,191.5,4.208,22.917,214.417
2011-04-17,10.792,13.555,2.764,,4.958,16.18,20.333,13.725,7.133,188.087,2.917,11.696,199.783
2011-04-18,21.139,28.305,7.167,,5.146,25.68,22.333,15.572,11.2,187.792,3.609,21.042,208.833
2011-04-19,18.779,25.605,6.826,,4.354,15.389,15.3,11.542,9.6,189.917,3.542,16.292,206.208
2011-04-20,13.528,18.917,5.389,,3.354,8.444,13.533,10.676,8.3,190.208,3.25,13.042,203.25
2011-04-21,32.043,45.71,13.667,,5.975,21.85,20.5,13.972,6.633,193.913,4.455,27.304,221.217
2011-04-22,41.611,56.319,14.708,,6.042,35.625,16.5,14.503,13.1,196.458,5.0,39.875,236.333
2011-04-23,25.111,34.653,9.542,,3.917,23.528,15.933,13.742,10.333,192.667,4.292,26.083,218.75
2011-04-24,20.222,28.82,8.597,,5.375,24.986,17.833,12.943,7.4,194.435,4.25,22.13,216.565
2011-04-25,26.764,37.25,10.486,,6.021,23.917,17.733,13.475,9.1,193.583,4.348,23.583,217.167
2011-04-26,28.903,40.125,11.222,,6.896,34.736,22.967,17.307,10.967,191.875,4.083,24.25,216.125
2011-04-27,26.736,36.889,10.153,,6.333,35.889,24.3,19.997,14.2,187.292,4.0,22.708,210.0
2011-04-28,20.116,29.002,8.886,,6.13,28.391,18.3,14.169,10.967,189.417,4.545,19.917,209.333
2011-04-29,23.201,30.233,7.032,,6.854,19.875,18.333,14.428,8.833,192.042,4.583,17.375,209.417
2011-04-30,25.361,31.333,5.972,,7.146,28.278,23.467,18.16,12.0,191.167,3.833,21.0,212.167
2011-05-01,21.625,29.347,7.722,,5.688,33.0,19.7,17.563,15.467,194.609,4.75,30.261,224.87
2011-05-02,18.222,25.0,6.778,,6.166,113.972,23.6,18.71,13.6,190.917,4.217,24.25,215.167
2011-05-03,21.995,26.153,4.158,,7.458,119.806,20.8,17.638,14.3,192.208,4.208,19.542,211.75
2011-05-04,19.042,25.194,6.153,,8.625,82.903,23.133,18.214,12.867,192.25,4.542,19.625,211.875
2011-05-05,15.153,18.083,2.93,,7.375,28.695,24.333,18.4,13.467,188.667,3.292,12.625,201.292
2011-05-06,22.14,26.619,4.48,,7.108,34.826,24.867,19.554,14.3,189.5,3.545,20.542,210.042
2011-05-07,10.791,13.097,2.306,,4.731,20.528,27.267,21.569,18.467,184.958,2.208,11.083,196.042
2011-05-08,13.944,17.028,3.083,,6.666,33.431,27.033,22.293,18.567,188.043,3.083,14.348,202.391
2011-05-09,22.014,28.417,6.403,,7.521,43.319,27.333,22.267,16.933,189.208,3.739,19.75,208.958
2011-05-10,22.445,45.458,23.014,,6.126,44.264,24.833,22.824,21.833,183.625,3.083,24.208,207.833
2011-05-11,23.889,45.222,21.333,,3.916,19.375,22.7,21.549,20.1,184.25,3.083,26.458,210.708
2011-05-12,21.227,30.44,9.212,,3.26,18.959,23.333,21.5,20.433,186.182,3.0,26.818,213.0
2011-05-13,23.846,34.197,10.351,,6.521,44.834,24.033,21.165,18.167,190.042,3.958,23.125,213.167
2011-05-14,18.472,23.806,5.333,,7.614,37.222,24.867,20.578,16.567,192.667,4.125,18.708,211.375
2011-05-15,20.931,26.597,5.667,,6.688,32.375,24.8,20.504,14.267,192.13,3.542,19.217,211.348
2011-05-16,28.903,36.125,7.222,,6.958,37.805,25.367,21.451,17.433,190.875,4.0,24.417,215.292
2011-05-17,28.808,37.035,8.227,,7.208,41.014,25.267,20.724,16.967,189.417,4.458,23.25,212.667
2011-05-18,39.305,49.042,9.736,,8.125,39.0,26.233,20.838,14.767,191.056,4.667,27.611,218.667
2011-05-19,31.993,40.856,8.864,,8.478,40.914,27.033,22.012,16.767,187.4,4.217,35.6,223.0
2011-05-20,24.458,35.417,10.958,,7.23,35.972,27.1,22.664,18.867,183.792,3.25,25.583,209.375
2011-05-21,19.889,32.07,12.181,,6.875,26.695,28.133,24.118,20.3,181.042,3.25,23.708,204.75
2011-05-22,10.43,16.181,5.75,,5.688,15.958,24.1,21.124,17.3,185.348,2.667,8.783,194.13
2011-05-23,16.083,22.931,6.847,,3.854,14.375,17.5,16.189,14.933,189.375,2.87,8.917,198.292
2011-05-24,19.486,26.333,6.847,,3.938,12.944,23.633,18.835,14.833,190.417,3.292,12.167,202.583
2011-05-25,30.347,41.222,10.875,,6.916,23.455,27.9,21.375,15.967,190.833,3.5,21.583,212.417
2011-05-26,17.598,22.659,5.061,,6.263,27.284,24.4,21.16,18.333,189.542,2.652,11.208,200.75
2011-05-27,12.442,15.812,3.369,,3.375,15.097,20.333,18.61,17.7,189.292,2.25,8.333,197.625
2011-05-28,19.375,25.75,6.375,,2.896,14.278,21.1,19.911,18.1,192.375,3.5,16.875,209.25
2011-05-29,9.083,12.5,3.417,,2.166,12.292,21.0,19.839,17.333,183.87,2.417,12.957,196.826
2011-05-30,7.055,10.264,3.208,,2.646,12.194,20.7,18.422,16.967,184.125,2.609,11.333,195.458
2011-05-31,16.373,22.547,6.174,,3.938,15.583,23.133,19.615,15.8,187.625,3.5,20.917,208.542
2011-06-01,17.819,23.486,5.667,,3.334,17.194,20.133,18.61,17.467,188.542,2.913,18.958,207.5
2011-06-02,23.583,34.412,10.829,,3.778,26.137,24.5,20.518,17.367,190.043,3.913,25.957,216.0
2011-06-03,28.014,37.583,9.569,,5.438,43.917,27.1,23.054,19.567,191.833,4.458,30.75,222.583
2011-06-04,22.056,29.958,7.903,,6.416,49.125,28.367,24.215,21.2,189.125,4.375,24.667,213.792
2011-06-05,19.389,23.736,4.347,,6.438,33.819,25.367,22.974,20.767,186.043,3.375,12.696,198.739
2011-06-06,33.806,42.514,8.708,,7.584,43.43,27.7,23.535,17.9,192.042,5.174,27.542,219.583
2011-06-07,24.403,30.917,6.514,,6.312,40.208,26.767,23.383,21.2,190.542,4.0,21.875,212.417
2011-06-08,21.847,26.847,5.0,,5.646,28.306,27.7,23.176,19.367,186.042,3.042,16.583,202.625
2011-06-09,26.203,36.0,9.797,,6.044,29.246,27.4,24.476,22.167,185.364,3.565,16.591,201.955
2011-06-10,30.272,42.687,12.415,,6.354,44.514,25.9,24.068,21.767,189.292,4.75,25.208,214.5
2011-06-11,17.153,23.986,6.833,,3.646,25.444,25.333,23.251,21.4,186.542,3.875,18.042,204.583
2011-06-12,21.764,26.875,5.111,,4.584,44.357,25.133,21.943,20.0,193.304,4.708,23.261,216.565
2011-06-13,26.472,36.791,10.319,,4.688,32.087,25.767,22.596,19.6,190.083,4.304,22.0,212.083
2011-06-14,13.334,18.598,5.264,,5.0,28.195,27.967,24.022,21.167,189.167,4.167,18.042,207.208
2011-06-15,21.917,30.472,8.555,,6.562,22.542,27.733,23.632,19.5,189.208,3.375,16.0,205.208
2011-06-16,20.217,26.667,6.449,,4.36,27.966,22.4,20.993,19.1,190.208,3.348,17.042,207.25
2011-06-17,26.625,34.222,7.597,,2.521,22.903,26.833,23.156,19.333,190.833,4.292,24.125,214.958
2011-06-18,27.444,36.0,8.556,,2.812,34.75,24.7,22.936,21.833,192.542,4.333,24.667,217.208
2011-06-19,20.097,26.069,5.972,,2.688,34.056,26.667,23.872,22.033,193.696,4.458,22.565,216.261
2011-06-20,27.264,40.945,13.681,,2.396,24.625,25.067,23.197,21.767,190.583,4.13,28.208,218.792
2011-06-21,26.917,47.389,20.472,,3.104,30.111,29.533,26.022,22.9,186.792,3.75,27.125,213.917
2011-06-22,23.014,46.195,23.181,,6.312,45.542,31.567,27.59,24.233,184.077,3.75,30.462,214.538
2011-06-23,12.667,30.014,17.348,,4.326,39.232,31.833,28.41,25.967,,2.652,,
2011-06-24,12.397,29.915,17.518,,4.98,39.945,32.367,29.075,26.333,178.375,2.333,25.75,204.125
2011-06-25,9.972,23.236,13.264,,5.417,36.931,33.567,30.088,27.133,177.375,2.208,19.667,197.042
2011-06-26,9.93,20.361,10.431,,5.562,33.083,34.233,29.912,26.467,179.304,2.5,17.435,196.739
2011-06-27,11.556,26.569,15.014,,5.666,32.958,32.8,30.265,28.0,177.792,2.304,17.25,195.042
2011-06-28,14.158,32.619,18.461,,6.812,37.055,33.8,30.279,27.3,176.458,2.458,14.333,190.792
2011-06-29,21.204,38.044,16.839,,8.896,49.375,35.967,31.336,27.3,179.458,3.25,25.333,204.792
2011-06-30,25.741,37.918,12.177,,9.348,50.082,34.9,30.903,27.7,182.25,3.565,25.708,207.958
2011-07-01,26.972,52.736,25.764,,6.104,42.264,28.567,27.086,25.833,183.13,3.625,28.13,211.261
2011-07-02,20.417,29.861,9.445,,4.834,37.417,30.333,28.068,25.867,182.458,3.708,22.125,204.583
2011-07-03,18.097,23.861,5.764,,4.875,57.111,32.0,28.485,25.7,185.13,3.542,18.739,203.87
2011-07-04,19.847,32.417,12.569,,4.229,51.097,31.367,28.265,24.667,179.042,2.739,17.25,196.292
2011-07-05,23.912,33.421,9.509,,4.688,44.153,31.167,27.971,24.8,189.375,4.167,23.375,212.75
2011-07-06,21.072,30.07,8.999,,3.934,43.391,32.667,27.582,24.667,189.333,3.522,23.75,213.083
2011-07-07,18.361,43.153,24.792,,2.958,39.07,26.7,25.774,24.233,179.917,3.167,20.75,200.667
2011-07-08,15.275,35.875,20.6,,3.833,34.514,33.4,29.565,26.033,179.542,3.292,23.5,203.042
2011-07-09,11.778,26.903,15.125,,4.021,25.444,34.7,30.888,28.167,177.833,2.625,16.667,194.5
2011-07-10,10.25,19.625,9.375,,3.854,23.917,36.2,30.954,27.1,177.913,2.25,13.435,191.348
2011-07-11,13.556,27.111,13.556,,4.125,25.833,34.467,30.557,28.0,178.542,2.435,14.25,192.792
2011-07-12,17.298,48.022,30.725,,4.146,28.166,30.7,27.944,25.5,183.333,3.5,27.458,210.792
2011-07-13,15.0,34.812,19.812,,3.544,25.304,33.133,29.008,24.767,179.958,2.435,16.792,196.75
2011-07-14,15.472,33.208,17.736,,3.708,24.486,33.833,29.989,27.233,178.042,2.333,12.5,190.542
2011-07-15,20.764,34.528,13.764,,3.958,27.209,34.633,30.464,26.267,180.917,3.125,19.167,200.083
2011-07-16,23.389,33.986,10.597,,6.125,38.761,35.967,30.914,27.1,182.458,3.292,21.083,203.542
2011-07-17,8.917,13.806,4.889,,3.25,25.916,36.333,31.447,27.067,178.087,1.667,9.652,187.739
2011-07-18,6.639,12.0,5.361,,1.479,30.75,29.7,27.95,26.833,174.5,1.652,8.542,183.042
2011-07-19,5.653,10.542,4.889,,1.458,20.139,28.5,27.342,25.067,173.208,1.542,6.292,179.5
2011-07-20,6.389,10.667,4.278,,1.688,23.056,32.733,29.739,28.0,173.167,2.25,11.042,184.208
2011-07-21,8.414,14.785,6.371,,2.068,23.058,28.967,27.447,26.167,179.875,3.304,13.708,193.583
2011-07-22,22.536,35.593,13.057,,4.146,31.264,27.833,26.032,24.2,183.75,3.25,17.958,201.708
2011-07-23,18.917,25.25,6.333,,5.146,40.431,32.4,28.157,24.933,183.667,3.0,13.792,197.458
2011-07-24,13.375,17.403,4.028,,5.083,39.097,31.767,27.901,23.933,183.304,2.417,12.478,195.783
2011-07-25,20.986,30.0,9.014,,4.792,38.541,31.9,28.36,26.133,186.667,3.208,22.75,209.417
2011-07-26,19.752,30.568,10.816,,4.312,27.222,32.467,28.633,25.2,184.292,2.583,20.333,204.625
2011-07-27,15.139,33.07,17.93,,4.292,25.889,31.7,29.062,27.667,178.25,2.375,15.708,193.958
2011-07-28,18.0,33.275,15.275,,4.379,33.811,33.367,29.165,26.733,179.545,3.174,19.455,199.0
2011-07-29,24.583,38.431,13.847,,5.104,38.819,33.433,29.414,25.967,183.091,3.792,30.5,213.591
2011-07-30,18.153,28.347,10.194,,4.146,35.889,31.3,28.882,27.067,181.696,4.25,28.783,210.478
2011-07-31,10.958,13.653,2.694,,3.812,37.93,33.667,29.167,25.867,183.957,2.783,13.0,196.957
2011-08-01,10.847,15.014,4.167,,3.646,41.444,33.2,29.026,26.1,183.917,2.5,12.042,195.958
2011-08-02,11.792,16.389,4.597,,3.52,31.792,32.9,28.992,25.933,183.667,2.458,12.667,196.333
2011-08-03,14.556,24.0,9.444,,4.334,28.014,34.433,29.682,25.633,179.042,2.625,17.375,196.417
2011-08-04,10.029,17.174,7.145,,4.049,24.577,35.033,30.624,26.6,177.455,1.773,10.909,188.364
2011-08-05,14.44,25.212,10.772,,2.729,23.139,30.667,28.092,26.467,178.708,2.25,15.5,194.208
2011-08-06,13.069,29.757,16.687,,3.458,23.056,33.833,29.828,26.3,178.792,2.5,20.583,199.375
2011-08-07,11.125,23.125,12.0,,4.125,21.653,34.433,30.435,27.367,176.522,2.391,14.609,191.13
2011-08-08,18.94,35.389,16.449,,4.771,25.0,35.433,30.858,28.067,177.792,2.542,19.667,197.458
2011-08-09,30.635,47.058,16.424,,6.688,44.542,36.467,31.576,27.533,183.75,3.958,28.375,212.125
2011-08-10,23.806,36.875,13.069,,6.334,49.611,35.9,31.622,28.267,178.833,3.167,21.292,200.125
2011-08-11,19.015,30.898,11.884,,4.772,39.971,34.5,31.218,29.0,178.917,3.043,19.167,198.083
2011-08-12,15.125,19.764,4.639,,4.25,37.236,34.8,31.276,28.5,181.083,3.25,17.833,198.917
2011-08-13,12.5,16.056,3.555,,4.27,36.028,36.467,32.0,28.433,179.125,2.75,12.0,191.125
2011-08-14,9.278,13.111,3.833,,4.605,43.666,34.733,31.15,28.867,177.565,2.435,9.957,187.522
2011-08-15,12.458,17.819,5.361,,5.986,36.625,34.267,30.729,28.733,179.833,2.417,10.417,190.25
2011-08-16,15.694,21.778,6.083,,6.688,43.597,34.4,31.014,29.033,180.958,2.625,11.75,192.708
2011-08-17,18.792,29.403,10.611,,7.021,43.986,34.567,31.308,29.133,178.667,2.625,15.0,193.667
2011-08-18,18.491,30.504,12.013,,5.826,46.379,34.9,30.962,28.933,177.182,2.87,14.364,191.545
2011-08-19,19.18,29.269,10.089,,4.542,29.653,31.833,29.049,26.7,187.958,3.542,17.708,205.667
2011-08-20,15.646,19.312,3.666,,4.042,28.472,29.367,26.256,24.533,189.042,3.125,18.917,207.958
2011-08-21,14.688,19.375,4.688,,3.375,32.181,26.9,25.118,24.2,190.609,3.565,21.522,212.13
2011-08-22,20.73,28.916,8.188,,4.75,26.861,31.767,27.904,23.9,189.792,3.75,22.375,212.167
2011-08-23,16.044,24.262,8.218,,4.708,35.903,32.033,28.708,26.067,181.875,3.333,18.25,200.125
2011-08-24,16.688,29.917,13.229,,4.73,32.847,35.333,30.465,26.833,181.042,3.083,26.667,207.708
2011-08-25,13.454,26.614,13.159,,3.78,24.554,32.6,29.271,26.9,180.522,2.739,21.087,201.609
2011-08-26,15.405,28.553,13.148,,3.166,25.875,34.0,29.215,26.033,180.875,3.0,22.833,203.708
2011-08-27,14.646,19.834,5.188,,2.979,30.319,34.1,28.797,26.4,180.25,2.458,16.375,196.625
2011-08-28,10.938,14.521,3.583,,4.146,40.667,35.2,29.983,25.8,182.435,2.522,15.304,197.739
2011-08-29,10.854,16.104,5.25,,3.896,35.93,35.267,30.625,26.433,182.583,2.542,15.167,197.75
2011-08-30,12.125,16.584,4.458,,3.667,30.236,35.0,31.028,27.133,182.458,2.5,15.708,198.167
2011-08-31,8.896,13.458,4.562,,3.312,31.569,33.667,29.871,26.967,177.833,1.958,10.958,188.792
2011-09-01,7.928,18.12,10.192,,2.0,29.304,31.233,28.449,26.533,175.043,1.783,9.87,184.913
2011-09-02,5.928,9.475,3.546,,1.958,30.75,29.7,28.478,26.733,174.917,1.583,5.792,180.708
2011-09-03,4.574,6.564,1.99,,1.854,26.903,29.167,27.125,23.333,175.667,1.375,4.0,179.667
2011-09-04,12.042,14.688,2.646,,2.354,19.792,26.0,24.789,22.567,182.348,2.609,13.087,195.435
2011-09-05,17.896,26.364,8.468,,3.167,21.764,27.333,25.344,22.833,186.409,4.0,21.727,208.136
