date,PM25_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2013-09-27,,7.5,11.208,3.708,0.208,8.375
2013-09-28,,7.167,13.083,5.917,0.125,9.083
2013-09-29,,6.333,8.333,2.0,0.208,16.667
2013-09-30,,12.864,17.5,4.636,0.0,32.417
2013-10-01,,13.583,17.708,4.125,0.0,35.083
2013-10-02,,7.792,10.833,3.042,0.0,31.125
2013-10-03,,4.917,6.583,1.667,0.083,29.304
2013-10-04,,8.625,12.375,3.75,0.042,30.667
2013-10-05,,13.208,20.708,7.5,0.208,32.042
2013-10-06,,6.625,8.708,2.083,0.125,36.208
2013-10-07,,8.273,9.909,1.636,0.304,45.5
2013-10-08,,8.833,11.833,3.0,0.25,51.667
2013-10-09,,10.917,13.542,2.625,0.042,37.125
2013-10-10,,8.167,12.083,3.917,0.083,30.583
2013-10-11,,12.917,18.667,5.75,0.0,37.792
2013-10-12,,6.417,8.458,2.042,0.0,33.042
2013-10-13,,1.375,2.375,1.0,0.0,28.042
2013-10-14,,5.591,7.455,1.864,0.174,30.375
2013-10-15,,6.917,12.292,5.375,0.417,33.292
2013-10-16,,5.958,8.167,2.208,0.0,27.792
2013-10-17,,4.458,5.917,1.458,0.042,26.458
2013-10-18,,11.75,15.958,4.208,0.208,19.87
2013-10-19,,11.542,20.0,8.458,0.042,7.333
2013-10-20,,11.708,16.083,4.375,0.25,9.333
2013-10-21,,16.636,21.682,5.045,0.13,16.417
2013-10-22,,12.875,17.083,4.208,0.375,29.958
2013-10-23,,8.542,12.417,3.875,0.875,36.0
2013-10-24,,10.167,14.583,4.417,0.417,37.708
2013-10-25,,12.667,15.375,2.708,0.042,31.417
2013-10-26,,5.417,6.958,1.542,0.0,30.292
2013-10-27,,1.0,1.958,0.958,0.0,28.25
2013-10-28,,7.545,9.636,2.091,0.348,26.625
2013-10-29,,15.417,26.125,10.708,0.917,35.917
2013-10-30,,21.0,33.458,12.458,1.333,38.5
2013-10-31,,10.167,18.25,8.083,0.167,36.875
2013-11-01,,5.417,7.083,1.667,0.0,33.333
2013-11-02,,14.0,29.125,15.125,0.625,36.125
2013-11-03,,17.083,31.292,14.208,1.042,37.25
2013-11-04,,12.5,19.591,7.091,0.174,32.875
2013-11-05,,12.417,21.625,9.208,0.208,34.87
2013-11-06,,19.417,36.917,17.5,1.292,40.833
2013-11-07,,23.917,43.25,19.333,0.375,44.417
2013-11-08,,4.0,5.5,1.5,0.167,30.417
2013-11-09,,10.292,14.875,4.583,0.25,28.333
2013-11-10,,8.708,13.583,4.875,0.042,29.583
2013-11-11,,6.136,8.364,2.227,0.0,27.833
2013-11-12,,10.375,12.875,2.5,0.25,24.458
2013-11-13,,8.542,11.667,3.125,0.042,30.917
2013-11-14,,14.167,25.125,10.958,0.583,28.25
2013-11-15,,20.583,72.458,51.875,0.125,35.667
2013-11-16,,14.125,22.375,8.25,0.958,37.625
2013-11-17,,14.5,33.292,18.792,0.292,34.375
2013-11-18,,18.773,44.773,26.0,1.261,35.348
2013-11-19,,19.042,43.5,24.458,0.333,33.833
2013-11-20,,15.292,33.417,18.125,0.375,31.292
2013-11-21,,11.375,20.042,8.667,0.625,28.0
2013-11-22,,10.625,14.583,3.958,0.625,30.833
2013-11-23,,9.208,16.333,7.125,0.667,28.125
2013-11-24,,7.333,9.792,2.458,0.167,32.75
2013-11-25,,20.864,46.455,25.591,0.913,38.792
2013-11-26,,12.333,16.167,3.833,0.792,33.25
2013-11-27,,9.292,11.25,1.958,0.875,32.542
2013-11-28,,7.333,9.583,2.25,0.458,28.042
2013-11-29,,24.375,49.875,25.5,1.5,33.083
2013-11-30,,21.083,40.667,19.583,1.0,32.208
2013-12-01,,6.792,8.625,1.833,0.792,26.292
2013-12-02,,8.364,11.5,3.136,0.696,31.75
2013-12-03,,15.542,39.75,24.208,1.083,33.042
2013-12-04,,20.667,48.833,28.167,0.958,19.87
2013-12-05,,20.417,70.708,50.292,0.708,7.833
2013-12-06,,22.625,56.5,33.875,0.708,7.25
2013-12-07,,13.458,24.833,11.375,0.333,7.417
2013-12-08,,6.083,8.25,2.167,0.417,8.167
2013-12-09,,21.955,46.773,24.818,1.217,6.708
2013-12-10,,20.5,43.75,23.25,0.125,7.667
2013-12-11,,10.583,16.125,5.542,0.375,9.833
2013-12-12,,15.042,29.958,14.917,0.792,19.708
2013-12-13,,15.167,20.292,5.125,0.5,30.167
2013-12-14,,5.375,7.375,2.0,0.542,30.917
2013-12-15,,2.333,3.625,1.292,0.208,25.125
2013-12-16,,8.182,10.955,2.773,0.043,26.125
2013-12-17,,20.167,32.25,12.083,0.667,28.0
2013-12-18,,21.917,39.75,17.833,0.75,29.5
2013-12-19,,21.125,30.417,9.292,0.458,25.609
2013-12-20,,10.458,12.75,2.292,1.042,27.792
2013-12-21,,14.208,19.292,5.083,0.75,29.042
2013-12-22,,5.875,7.375,1.5,0.208,26.833
2013-12-23,,8.364,11.045,2.682,0.217,26.25
2013-12-24,,21.125,36.083,14.958,0.25,30.375
2013-12-25,,20.333,46.583,26.25,0.375,26.958
2013-12-26,,25.208,61.542,36.333,1.458,37.458
2013-12-27,,29.083,54.208,25.125,0.542,39.333
2013-12-28,,4.375,5.833,1.458,0.417,29.5
2013-12-29,,12.0,15.042,3.042,0.708,30.792
2013-12-30,,11.682,16.318,4.636,0.957,28.792
2013-12-31,,15.458,24.75,9.292,1.208,29.958
2014-01-01,,12.083,15.292,3.208,0.333,40.208
2014-01-02,,23.5,42.125,18.625,0.208,42.833
2014-01-03,,19.167,31.292,12.125,0.292,39.208
2014-01-04,,27.792,47.292,19.5,1.125,40.25
2014-01-05,,32.636,58.818,26.182,0.435,47.458
2014-01-06,,31.75,72.458,40.708,0.625,50.458
2014-01-07,,7.5,11.417,3.917,1.667,38.348
2014-01-08,,3.0,4.542,1.542,0.833,34.083
2014-01-09,,3.875,5.417,1.542,0.458,32.583
2014-01-10,,2.5,3.625,1.125,0.167,33.208
2014-01-11,,5.417,7.083,1.667,0.333,31.75
2014-01-12,,15.455,19.818,4.364,0.174,33.375
2014-01-13,,12.792,18.208,5.417,0.125,30.375
2014-01-14,,9.625,12.708,3.083,0.875,33.375
2014-01-15,,30.292,45.5,15.208,0.667,47.75
2014-01-16,,25.167,39.125,13.958,0.708,43.208
2014-01-17,,14.833,22.958,8.125,0.083,34.875
2014-01-18,,3.042,4.542,1.5,0.208,34.542
2014-01-19,,24.273,41.955,17.682,0.522,38.261
2014-01-20,,14.667,27.083,12.417,0.417,33.292
2014-01-21,,23.875,46.917,23.042,1.458,36.25
2014-01-22,,27.042,43.167,16.125,0.333,39.417
2014-01-23,,11.375,15.875,4.5,0.25,36.167
2014-01-24,,4.167,5.792,1.625,0.5,38.292
2014-01-25,,19.417,27.583,8.167,0.333,38.5
2014-01-26,,30.818,49.045,18.227,0.348,41.917
2014-01-27,,17.625,31.542,13.917,0.375,50.333
2014-01-28,,11.958,15.667,3.708,0.667,35.75
2014-01-29,,20.625,32.167,11.542,0.667,39.333
2014-01-30,,25.292,37.042,11.75,1.167,41.583
2014-01-31,,11.917,15.583,3.667,0.458,36.917
2014-02-01,,1.583,2.958,1.375,0.042,35.125
2014-02-02,,2.364,3.864,1.5,0.261,33.583
2014-02-03,,12.792,17.667,4.875,0.208,36.5
2014-02-04,,25.083,45.125,20.042,0.333,38.75
2014-02-05,,26.208,48.875,22.667,0.333,39.042
2014-02-06,,25.0,46.125,21.125,0.292,38.13
2014-02-07,,24.958,49.042,24.083,0.542,37.917
2014-02-08,,23.458,30.25,6.792,0.25,46.625
2014-02-09,,14.591,22.455,7.864,0.348,36.292
2014-02-10,,16.667,25.25,8.583,0.333,38.458
2014-02-11,,30.875,55.708,24.833,0.667,46.458
2014-02-12,,31.5,56.083,24.583,0.167,51.542
2014-02-13,,23.583,34.833,11.25,0.125,57.042
2014-02-14,,4.208,5.833,1.625,0.208,35.875
2014-02-15,,1.333,2.375,1.042,0.083,31.917
2014-02-16,,11.045,15.5,4.455,0.391,35.0
2014-02-17,,20.542,35.167,14.625,0.583,40.292
2014-02-18,,12.75,15.167,2.417,0.583,37.0
2014-02-19,,10.958,13.958,3.0,0.375,38.958
2014-02-20,,11.958,15.542,3.583,0.792,31.217
2014-02-21,,15.667,21.875,6.208,0.375,33.042
2014-02-22,,9.042,10.708,1.667,0.333,42.708
2014-02-23,,16.091,20.318,4.227,0.609,49.917
2014-02-24,,8.917,11.208,2.292,0.667,41.042
2014-02-25,,12.167,15.167,3.0,0.708,36.583
2014-02-26,,7.5,9.5,2.0,0.167,36.375
2014-02-27,,14.708,20.958,6.25,0.083,28.542
2014-02-28,,3.75,5.292,1.542,0.0,29.625
2014-03-01,,14.75,19.292,4.542,0.25,32.708
2014-03-02,,9.727,13.318,3.591,0.261,31.913
2014-03-03,,18.917,26.792,7.875,0.875,40.5
2014-03-04,,25.5,35.5,10.0,0.125,37.625
2014-03-05,,11.917,14.333,2.417,0.125,35.333
2014-03-06,,14.25,21.0,6.75,0.208,35.417
2014-03-07,,8.125,10.375,2.25,0.375,35.333
2014-03-08,,7.542,9.167,1.625,0.167,32.875
2014-03-09,,20.318,25.773,5.455,0.043,42.708
2014-03-10,,11.875,14.917,3.042,0.042,34.583
2014-03-11,,8.25,10.708,2.458,0.083,27.833
2014-03-12,,8.083,10.0,1.917,0.208,35.417
2014-03-13,,15.167,22.917,7.75,0.417,31.833
2014-03-14,,11.375,15.25,3.875,0.125,31.667
2014-03-15,,13.042,16.125,3.083,0.583,33.458
2014-03-16,,27.636,37.5,9.864,0.957,45.542
2014-03-17,,28.1,35.5,7.4,1.333,56.75
2014-03-18,,,,,1.312,41.222
2014-03-19,,7.889,9.111,1.222,0.0,46.208
2014-03-20,,7.208,7.5,0.292,0.083,35.913
2014-03-21,,4.708,4.792,0.083,0.125,43.75
2014-03-22,,3.333,3.333,0.0,0.125,37.042
2014-03-23,,9.364,10.409,1.045,0.083,39.208
2014-03-24,,6.417,7.792,1.375,0.174,32.625
2014-03-25,,3.25,4.5,1.25,0.083,34.125
2014-03-26,,16.0,19.625,3.625,0.792,36.0
2014-03-27,,15.333,18.75,3.417,1.083,51.417
2014-03-28,,16.458,18.333,1.875,1.417,80.0
2014-03-29,,13.125,14.458,1.333,1.125,64.708
2014-03-30,,11.409,13.545,2.136,0.542,55.375
2014-03-31,,8.458,9.583,1.125,0.391,55.208
2014-04-01,,2.708,3.75,1.042,0.0,30.261
2014-04-02,,7.5,9.208,1.708,0.292,33.167
2014-04-03,,5.292,6.667,1.375,0.25,34.75
2014-04-04,,9.167,10.833,1.667,0.0,29.625
2014-04-05,,2.292,3.292,1.0,0.042,29.208
2014-04-06,,2.208,3.208,1.0,0.125,29.25
2014-04-07,,2.773,3.727,0.955,0.087,33.75
2014-04-08,,2.958,4.125,1.167,0.083,29.333
2014-04-09,,8.583,10.417,1.833,1.208,34.083
2014-04-10,,9.25,10.667,1.417,0.333,35.208
2014-04-11,,4.125,5.458,1.333,0.042,31.542
2014-04-12,,1.917,2.917,1.0,0.042,27.417
2014-04-13,,5.792,7.083,1.292,0.167,31.458
2014-04-14,,9.818,13.182,3.364,0.696,39.458
2014-04-15,,12.875,15.583,2.708,1.375,40.833
2014-04-16,,4.333,5.417,1.083,0.042,41.875
2014-04-17,,9.583,12.417,2.833,0.333,37.792
2014-04-18,,5.333,6.542,1.208,0.25,22.826
2014-04-19,,7.792,9.375,1.583,0.333,14.542
2014-04-20,,6.958,8.75,1.792,0.792,13.083
2014-04-21,,7.5,9.0,1.5,0.478,12.667
2014-04-22,,8.0,10.625,2.625,0.625,14.208
2014-04-23,,8.25,11.0,2.75,0.667,14.0
2014-04-24,,9.667,12.208,2.542,0.708,15.458
2014-04-25,,7.375,8.542,1.167,1.042,20.708
2014-04-26,,9.167,10.625,1.458,0.792,35.458
2014-04-27,,7.333,8.792,1.458,0.958,49.375
2014-04-28,,3.591,4.682,1.091,0.348,40.417
2014-04-29,,5.25,7.0,1.75,0.167,32.083
2014-04-30,,6.292,8.125,1.833,0.25,35.667
2014-05-01,,4.958,6.0,1.042,0.042,34.217
2014-05-02,,6.208,8.208,2.0,0.167,39.083
2014-05-03,,3.667,4.625,0.958,0.083,32.625
2014-05-04,,3.25,4.208,0.958,0.042,38.5
2014-05-05,,5.364,6.591,1.227,0.087,41.667
2014-05-06,,3.458,4.5,1.042,0.083,40.292
2014-05-07,,5.375,6.708,1.333,0.042,38.125
2014-05-08,,6.917,8.292,1.375,0.708,47.333
2014-05-09,,7.208,8.458,1.25,0.0,40.083
2014-05-10,,6.125,7.625,1.5,0.167,35.875
2014-05-11,,5.458,7.042,1.583,0.125,34.333
2014-05-12,,7.136,9.091,1.955,0.478,38.875
2014-05-13,,6.542,7.667,1.125,0.0,46.625
2014-05-14,,7.167,8.542,1.375,0.25,46.458
2014-05-15,,5.708,7.25,1.542,0.417,50.708
2014-05-16,,4.792,6.0,1.208,0.0,37.625
2014-05-17,,1.542,2.708,1.167,0.042,27.333
2014-05-18,,1.125,2.083,0.958,0.0,32.375
2014-05-19,,3.273,4.0,0.727,0.0,31.739
2014-05-20,,5.708,6.375,0.667,0.0,36.917
2014-05-21,,5.542,5.75,0.208,0.042,38.125
2014-05-22,,3.625,3.958,0.333,0.0,34.083
2014-05-23,,4.417,5.042,0.625,0.208,30.042
2014-05-24,,6.292,7.042,0.75,0.125,37.042
2014-05-25,,4.5,4.708,0.208,0.0,32.375
2014-05-26,,3.318,3.591,0.273,0.0,29.792
2014-05-27,,4.958,5.333,0.375,0.0,30.625
2014-05-28,,4.292,4.792,0.5,0.0,30.875
2014-05-29,,5.0,5.667,0.667,0.042,41.25
2014-05-30,,6.0,6.333,0.333,0.042,47.542
2014-05-31,,5.708,6.125,0.417,0.167,36.875
2014-06-01,,3.417,3.583,0.167,0.042,36.375
2014-06-02,,6.273,7.0,0.727,0.13,41.25
2014-06-03,,7.333,8.125,0.792,0.667,49.417
2014-06-04,,6.042,6.792,0.75,0.25,44.565
2014-06-05,,3.667,4.0,0.333,0.0,39.792
2014-06-06,,3.043,3.391,0.348,0.0,34.348
2014-06-07,,2.25,2.417,0.167,0.0,32.167
2014-06-08,,2.75,3.0,0.25,0.0,30.167
2014-06-09,,4.409,5.364,0.955,0.0,28.25
2014-06-10,,3.833,4.875,1.042,0.0,32.667
2014-06-11,,4.0,5.0,1.0,0.0,29.958
2014-06-12,,4.375,5.542,1.167,0.0,35.458
2014-06-13,,3.375,4.333,0.958,0.0,34.833
2014-06-14,,3.125,3.917,0.792,0.0,32.583
2014-06-15,,4.042,5.333,1.292,0.0,35.75
2014-06-16,,3.455,4.273,0.818,0.0,37.208
2014-06-17,,4.0,4.875,0.875,0.0,30.833
2014-06-18,,4.75,5.708,0.958,0.0,31.87
2014-06-19,,5.042,6.208,1.167,0.0,37.792
2014-06-20,,4.375,5.958,1.583,0.0,34.458
2014-06-21,,3.25,4.25,1.0,0.0,33.583
2014-06-22,,3.375,4.417,1.042,0.0,39.0
2014-06-23,,3.318,4.227,0.909,0.0,35.375
2014-06-24,,3.042,3.833,0.792,0.0,38.458
2014-06-25,,4.167,5.25,1.083,0.0,39.625
2014-06-26,,3.833,4.583,0.75,0.0,41.917
2014-06-27,,3.0,3.375,0.375,0.0,39.208
2014-06-28,,3.188,4.438,1.25,0.0,39.125
2014-06-29,,2.083,2.958,0.875,0.0,38.792
2014-06-30,,3.682,4.682,1.0,0.0,36.208
2014-07-01,,5.167,6.583,1.417,0.125,43.583
2014-07-02,,4.333,5.75,1.417,0.083,37.696
2014-07-03,,3.25,4.125,0.875,0.0,42.583
2014-07-04,,3.167,3.792,0.625,0.0,37.458
2014-07-05,,2.833,3.417,0.583,0.0,36.458
2014-07-06,,2.75,3.208,0.458,0.0,41.583
2014-07-07,,3.682,4.5,0.818,0.043,42.75
2014-07-08,,4.125,5.458,1.333,0.0,45.0
2014-07-09,,3.917,5.208,1.292,0.0,37.375
2014-07-10,,5.667,7.042,1.375,0.0,33.917
2014-07-11,,4.542,5.792,1.25,0.0,39.417
2014-07-12,,2.833,3.958,1.125,0.083,37.042
2014-07-13,,2.167,2.917,0.75,0.0,31.375
2014-07-14,,3.273,4.182,0.909,0.0,35.083
2014-07-15,,6.167,7.333,1.167,0.083,44.083
2014-07-16,,7.25,9.083,1.833,0.292,43.417
2014-07-17,,5.958,8.0,2.042,0.083,42.542
2014-07-18,,4.125,5.167,1.042,0.0,53.174
2014-07-19,,3.208,4.25,1.042,0.0,50.042
2014-07-20,,2.25,3.167,0.917,0.0,43.167
2014-07-21,,2.045,2.955,0.909,0.0,42.0
2014-07-22,,3.167,4.417,1.25,0.0,40.042
2014-07-23,,7.083,9.542,2.458,0.125,47.458
2014-07-24,,5.5,6.958,1.458,0.083,45.75
2014-07-25,,5.042,6.708,1.667,0.042,71.542
2014-07-26,,8.833,10.083,1.25,0.167,119.083
2014-07-27,,3.583,4.25,0.667,0.0,83.333
2014-07-28,,3.455,4.364,0.909,0.0,37.458
2014-07-29,,4.833,7.792,2.958,0.083,47.667
2014-07-30,,7.333,9.458,2.125,0.125,60.458
2014-07-31,,6.917,9.0,2.083,0.167,57.458
2014-08-01,,6.083,7.917,1.833,0.167,57.913
2014-08-02,,4.833,6.417,1.583,0.083,55.375
2014-08-03,,2.542,3.542,1.0,0.0,46.5
2014-08-04,,4.318,5.545,1.227,0.043,41.0
2014-08-05,,6.958,9.583,2.625,0.167,46.458
2014-08-06,,4.917,6.042,1.125,0.167,38.542
2014-08-07,,5.417,6.917,1.5,0.0,42.333
2014-08-08,,9.583,10.667,1.083,0.0,42.708
2014-08-09,,4.25,5.25,1.0,0.0,41.875
2014-08-10,,2.708,3.125,0.417,0.0,40.417
2014-08-11,,4.955,6.091,1.136,0.0,41.833
2014-08-12,,6.917,8.583,1.667,0.25,49.542
2014-08-13,,7.875,11.042,3.167,0.083,45.75
2014-08-14,,4.542,5.958,1.417,0.0,42.25
2014-08-15,,4.667,5.958,1.292,0.0,43.875
2014-08-16,,3.25,4.042,0.792,0.0,40.417
2014-08-17,,2.667,3.0,0.333,0.0,43.833
2014-08-18,,3.955,4.864,0.909,0.043,43.826
2014-08-19,,6.042,7.667,1.625,0.0,45.583
2014-08-20,,6.042,7.458,1.417,0.0,46.958
2014-08-21,,4.625,5.792,1.167,0.042,48.292
2014-08-22,,5.292,6.417,1.125,0.0,49.417
2014-08-23,,6.333,7.5,1.167,0.0,49.167
2014-08-24,,4.292,5.75,1.458,0.042,58.958
2014-08-25,,2.091,2.773,0.682,0.0,43.333
2014-08-26,,2.792,3.458,0.667,0.0,44.458
2014-08-27,,4.667,6.875,2.208,0.0,44.417
2014-08-28,,5.708,8.333,2.625,0.0,47.792
2014-08-29,,5.25,7.833,2.583,0.042,50.208
2014-08-30,,4.958,7.417,2.458,0.0,54.5
2014-08-31,,3.5,4.583,1.083,0.0,34.375
2014-09-01,,4.364,6.227,1.864,0.13,37.792
2014-09-02,,4.75,6.5,1.75,0.208,42.667
2014-09-03,,4.0,5.167,1.167,0.0,49.391
2014-09-04,,4.833,6.417,1.583,0.083,45.13
2014-09-05,,7.667,9.958,2.292,0.0,44.739
2014-09-06,,4.625,6.417,1.792,0.042,38.833
2014-09-07,,3.125,4.375,1.25,0.292,38.542
2014-09-08,,3.682,5.364,1.682,0.174,40.833
2014-09-09,,3.75,5.375,1.625,0.042,45.0
2014-09-10,,2.5,3.708,1.208,0.042,37.833
2014-09-11,,4.75,6.083,1.333,0.042,41.0
2014-09-12,,4.042,5.292,1.25,0.0,45.375
2014-09-13,,3.5,5.417,1.917,0.042,44.208
2014-09-14,,4.417,7.958,3.542,0.042,42.292
2014-09-15,,3.727,5.455,1.727,0.13,43.333
2014-09-16,,7.208,9.583,2.375,0.125,43.0
2014-09-17,,5.792,8.75,2.958,0.042,39.292
2014-09-18,,6.958,11.458,4.5,0.167,35.217
2014-09-19,,3.375,5.0,1.625,0.25,37.667
2014-09-20,,3.917,5.583,1.667,0.167,37.0
2014-09-21,,6.458,9.125,2.667,0.708,39.708
2014-09-22,,7.045,10.591,3.545,0.217,39.625
2014-09-23,,7.917,11.75,3.833,0.208,42.375
2014-09-24,,7.083,12.25,5.167,0.167,40.542
2014-09-25,,8.042,10.125,2.083,0.167,41.083
2014-09-26,,6.208,8.583,2.375,0.042,38.333
2014-09-27,,6.375,10.958,4.583,0.375,41.5
2014-09-28,,6.042,8.375,2.333,0.083,40.333
2014-09-29,,7.5,10.091,2.591,0.043,42.958
2014-09-30,,4.542,9.333,4.792,0.042,42.958
2014-10-01,,6.958,10.542,3.583,0.375,37.417
2014-10-02,,7.625,11.75,4.125,0.167,43.652
2014-10-03,,13.042,19.75,6.708,0.083,48.667
2014-10-04,,2.875,4.083,1.208,0.042,36.125
2014-10-05,,4.125,5.708,1.583,0.125,41.167
2014-10-06,,13.727,21.136,7.409,0.13,43.667
2014-10-07,,9.5,16.667,7.167,0.333,44.667
2014-10-08,,13.042,22.875,9.833,0.292,47.875
2014-10-09,,10.833,18.5,7.667,0.167,53.042
2014-10-10,,6.667,9.708,3.042,0.0,49.708
2014-10-11,,4.792,6.125,1.333,0.125,46.125
2014-10-12,,7.542,10.708,3.167,0.042,43.417
2014-10-13,,6.773,11.909,5.136,0.13,49.083
2014-10-14,,8.375,10.542,2.167,0.125,47.75
2014-10-15,,7.75,11.458,3.708,0.167,45.375
2014-10-16,,11.125,21.375,10.25,0.083,42.75
2014-10-17,,11.875,20.125,8.25,0.083,33.13
2014-10-18,,4.0,5.167,1.167,0.333,35.417
2014-10-19,,8.917,12.417,3.5,0.458,38.333
2014-10-20,,21.273,53.591,32.318,1.478,51.833
2014-10-21,,10.583,23.292,12.708,0.5,54.125
2014-10-22,,8.625,13.0,4.375,0.5,42.042
2014-10-23,,12.5,21.083,8.583,0.25,34.75
2014-10-24,,15.333,35.75,20.417,0.625,42.0
2014-10-25,,13.125,25.333,12.208,0.667,40.958
2014-10-26,,11.083,16.708,5.625,0.625,48.708
2014-10-27,,7.0,11.455,4.455,0.0,40.458
2014-10-28,,7.708,10.0,2.292,0.167,29.917
2014-10-29,,3.583,4.958,1.375,0.083,29.667
2014-10-30,,12.5,22.333,9.833,0.75,34.333
2014-10-31,,14.667,24.75,10.083,0.792,40.625
2014-11-01,,11.042,14.792,3.75,0.375,51.375
2014-11-02,,10.458,12.333,1.875,0.083,49.292
2014-11-03,,4.909,6.273,1.364,0.348,32.792
2014-11-04,,3.75,5.083,1.333,0.333,32.917
2014-11-05,,9.417,14.042,4.625,0.333,34.522
2014-11-06,,17.75,38.375,20.625,0.917,36.708
2014-11-07,,2.125,3.417,1.292,0.083,36.583
2014-11-08,,9.333,18.125,8.792,0.25,42.583
2014-11-09,,15.542,22.167,6.625,0.792,36.083
2014-11-10,,18.818,40.682,21.864,0.087,42.042
2014-11-11,,17.375,32.917,15.542,0.25,40.0
2014-11-12,,13.75,21.083,7.333,0.125,48.75
2014-11-13,,8.875,11.0,2.125,0.25,36.958
2014-11-14,,8.25,10.708,2.458,0.667,37.0
2014-11-15,,6.708,8.917,2.208,0.208,31.042
2014-11-16,,3.5,4.958,1.458,0.167,30.083
2014-11-17,,16.273,25.455,9.182,0.522,35.417
2014-11-18,,15.5,26.667,11.167,0.458,32.783
2014-11-19,,12.167,18.792,6.625,0.542,38.0
2014-11-20,,17.958,36.333,18.375,1.208,38.208
2014-11-21,,22.375,52.833,30.458,1.833,43.667
2014-11-22,,20.042,38.958,18.917,0.875,44.833
2014-11-23,,2.375,3.583,1.208,0.958,32.208
2014-11-24,,15.955,28.273,12.318,1.13,34.208
2014-11-25,,10.625,17.542,6.917,0.917,34.5
2014-11-26,,16.917,34.0,17.083,0.708,35.042
2014-11-27,,18.625,41.417,22.792,0.75,39.542
2014-11-28,,18.667,38.5,19.833,0.625,47.417
2014-11-29,,18.458,27.375,8.917,1.208,44.958
2014-11-30,,16.458,31.5,15.042,0.667,46.292
2014-12-01,,16.045,21.818,5.773,0.261,42.583
2014-12-02,,6.708,8.625,1.917,0.583,33.958
2014-12-03,,12.542,16.583,4.042,0.667,33.958
2014-12-04,,19.708,34.375,14.667,1.083,39.375
2014-12-05,,20.5,35.042,14.542,0.583,34.87
2014-12-06,,19.75,39.5,19.75,0.333,35.292
2014-12-07,,13.042,19.875,6.833,0.333,31.75
2014-12-08,,21.318,31.818,10.5,1.0,33.167
2014-12-09,,14.625,29.125,14.5,0.667,31.875
2014-12-10,,19.458,36.125,16.667,0.917,32.458
2014-12-11,,21.042,37.292,16.25,0.417,35.792
2014-12-12,,8.167,10.417,2.25,1.208,35.458
2014-12-13,,17.625,26.167,8.542,1.125,38.125
2014-12-14,,12.625,22.0,9.375,0.583,35.5
2014-12-15,,17.409,28.818,11.409,0.739,36.5
2014-12-16,,27.375,53.917,26.542,0.417,37.542
2014-12-17,,9.208,17.5,8.292,0.458,35.75
2014-12-18,,8.125,10.542,2.417,0.625,34.958
2014-12-19,,38.458,85.917,47.458,0.833,40.652
2014-12-20,,37.333,74.75,37.417,0.958,50.125
2014-12-21,,14.375,18.667,4.292,1.167,43.375
2014-12-22,,6.909,8.818,1.909,1.174,32.583
2014-12-23,,5.083,7.208,2.125,0.583,34.25
2014-12-24,,15.208,29.042,13.833,1.125,37.5
2014-12-25,,28.958,63.292,34.333,1.0,43.833
2014-12-26,,32.208,72.875,40.667,0.625,41.833
2014-12-27,,10.375,17.917,7.542,0.542,35.708
2014-12-28,,25.292,48.125,22.833,1.167,43.25
2014-12-29,,37.818,86.182,48.364,0.652,49.542
2014-12-30,,21.125,31.917,10.792,1.417,53.583
2014-12-31,,23.125,31.0,7.875,0.458,49.417
2015-01-01,,11.042,14.0,2.958,,34.333
2015-01-02,,19.667,25.75,6.083,,40.875
2015-01-03,,4.792,5.958,1.167,,44.333
2015-01-04,,8.125,11.375,3.25,,36.292
2015-01-05,,10.364,14.227,3.864,,33.208
2015-01-06,,11.458,15.042,3.583,,35.435
2015-01-07,,11.792,15.042,3.25,,34.458
2015-01-08,,14.5,22.292,7.792,,33.958
2015-01-09,,15.708,20.167,4.458,,35.458
2015-01-10,,10.5,14.833,4.333,,36.25
2015-01-11,,7.542,9.625,2.083,,37.292
2015-01-12,,15.818,20.455,4.636,,32.917
2015-01-13,,21.708,33.083,11.375,,33.333
2015-01-14,,20.208,28.667,8.458,,34.833
2015-01-15,,29.375,58.958,29.583,,35.667
2015-01-16,,28.542,53.417,24.875,,42.583
2015-01-17,,27.792,49.833,22.042,,36.667
2015-01-18,,25.542,46.125,20.583,,35.826
2015-01-19,,9.5,12.0,2.5,,35.333
2015-01-20,,4.625,6.042,1.417,,34.167
2015-01-21,,4.167,5.625,1.458,,31.25
2015-01-22,,9.125,15.583,6.458,,33.458
2015-01-23,,11.333,16.167,4.833,,31.917
2015-01-24,,20.333,28.458,8.125,,34.542
2015-01-25,,24.042,41.208,17.167,,34.042
2015-01-26,,37.273,78.273,41.0,,39.667
2015-01-27,,18.125,39.0,20.875,,41.25
2015-01-28,,8.083,10.125,2.042,,39.833
2015-01-29,,7.125,10.667,3.542,,39.583
2015-01-30,,16.25,22.0,5.75,,39.875
2015-01-31,,10.958,13.667,2.708,,35.417
2015-02-01,,19.042,27.833,8.792,,34.739
2015-02-02,,21.955,32.5,10.545,,43.708
2015-02-03,,20.917,31.125,10.208,,40.458
2015-02-04,,31.5,47.667,16.167,,43.625
2015-02-05,,18.125,31.708,13.583,,45.208
2015-02-06,,17.25,26.375,9.125,,37.083
2015-02-07,,14.625,19.292,4.667,,36.042
2015-02-08,,6.583,8.167,1.583,,38.417
2015-02-09,,19.636,23.636,4.0,,40.75
2015-02-10,,6.417,7.875,1.458,,43.625
2015-02-11,,4.25,5.417,1.167,,35.292
