date,PM25_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean,CH4_mean,NMHC_mean,SO2_mean,THC_mean
2012-11-04,5.416,9.283,10.218,12.875,2.656,175.87,6.957,0.0,182.826
2012-11-05,7.77,12.108,17.593,26.326,8.733,176.609,10.609,0.174,187.217
2012-11-06,11.14,17.936,20.408,31.797,11.388,175.435,11.609,0.0,187.043
2012-11-07,9.292,12.433,13.906,17.679,3.774,178.261,7.609,0.042,185.87
2012-11-08,6.417,9.297,14.364,18.927,4.562,176.391,5.087,0.0,181.478
2012-11-09,5.708,9.425,11.625,15.698,4.073,173.957,4.13,0.0,178.087
2012-11-10,3.479,5.792,10.834,14.26,3.427,174.304,5.087,0.208,179.391
2012-11-11,6.416,9.217,8.364,11.823,3.458,174.217,5.87,0.125,180.087
2012-11-12,9.125,13.65,14.059,19.21,5.15,172.826,6.435,0.043,179.261
2012-11-13,17.458,25.1,19.094,27.802,8.708,178.957,10.217,0.5,189.174
2012-11-14,2.604,5.983,9.267,12.169,2.902,175.304,3.652,0.0,178.957
2012-11-15,4.021,7.083,14.948,20.344,5.396,178.913,7.087,0.0,186.0
2012-11-16,5.062,8.458,20.729,36.979,16.25,178.478,12.478,0.125,190.957
2012-11-17,8.458,12.817,18.479,27.646,9.167,176.565,11.391,0.083,187.957
2012-11-18,7.438,8.783,3.469,4.688,1.219,176.826,2.217,0.458,179.043
2012-11-19,8.958,12.708,17.049,24.9,7.851,176.174,6.391,0.913,182.565
2012-11-20,6.438,9.133,10.292,15.0,4.708,176.217,3.565,0.208,179.783
2012-11-21,4.639,7.414,10.041,13.914,3.873,176.524,4.238,0.0,180.762
2012-11-22,11.578,16.458,26.864,56.344,29.481,180.957,17.913,0.667,198.87
2012-11-23,9.042,12.825,13.625,23.75,10.125,178.435,11.522,0.292,189.957
2012-11-24,6.292,8.25,6.573,8.0,1.427,175.435,3.087,0.0,178.522
2012-11-25,5.458,9.258,13.438,17.885,4.448,176.217,6.261,0.125,182.478
2012-11-26,7.542,12.117,18.872,27.127,8.255,173.609,7.609,0.348,181.217
2012-11-27,3.812,6.225,7.083,10.042,2.958,177.304,2.522,0.042,179.826
2012-11-28,6.0,9.517,19.547,29.472,9.926,176.087,6.261,0.5,182.348
2012-11-29,11.326,15.313,13.978,19.315,5.337,176.692,8.769,0.217,185.462
2012-11-30,9.854,14.642,14.906,20.729,5.823,177.167,9.333,0.625,186.5
2012-12-01,7.52,9.617,5.667,6.74,1.073,175.957,3.087,0.542,179.043
2012-12-02,6.208,9.1,16.073,21.812,5.74,176.957,7.609,0.0,184.565
2012-12-03,16.48,18.86,21.574,31.174,9.6,176.909,10.5,0.545,187.409
2012-12-04,7.896,12.679,17.498,32.256,14.758,177.0,12.565,0.042,189.565
2012-12-05,2.47,6.006,13.397,17.966,4.569,177.13,5.13,0.0,182.261
2012-12-06,3.479,7.4,14.146,23.188,9.042,176.348,6.696,0.042,183.043
2012-12-07,4.23,6.133,17.292,26.927,9.636,176.957,8.435,0.0,185.391
2012-12-08,6.812,10.233,14.364,21.334,6.969,175.391,6.174,0.167,181.565
2012-12-09,4.084,7.358,8.823,10.604,1.781,175.391,3.783,0.0,179.174
2012-12-10,4.438,7.358,14.245,19.916,5.671,177.478,5.174,0.0,182.652
2012-12-11,4.625,8.183,19.165,29.573,10.408,178.087,7.522,1.833,185.609
2012-12-12,7.229,10.194,21.331,31.878,10.547,178.1,8.8,1.0,186.9
2012-12-13,9.521,13.033,21.531,34.167,12.636,177.913,10.043,0.25,187.957
2012-12-14,11.188,13.908,27.666,49.615,21.948,178.087,15.739,0.667,193.826
2012-12-15,12.708,17.225,26.865,42.24,15.375,178.478,15.391,0.167,193.87
2012-12-16,10.979,13.842,6.188,7.552,1.365,177.087,3.609,0.833,180.696
2012-12-17,21.188,26.236,24.329,35.19,10.86,177.435,8.565,1.087,186.0
2012-12-18,8.27,12.525,11.333,15.521,4.187,176.696,6.174,0.0,182.87
2012-12-19,3.542,4.658,7.904,10.94,3.036,175.783,2.739,0.0,178.522
2012-12-20,3.392,5.241,14.074,21.167,7.093,178.0,11.5,0.217,189.5
2012-12-21,7.834,10.842,20.114,28.364,8.25,,,0.125,
2012-12-22,11.584,14.133,20.646,29.968,9.323,,,0.125,
2012-12-23,5.98,7.817,5.823,7.24,1.417,,,0.042,
2012-12-24,5.146,7.125,10.708,13.084,2.376,,,0.174,
2012-12-25,5.229,7.65,17.5,25.584,8.083,,,0.292,
2012-12-26,2.729,4.858,4.566,6.664,2.098,,,0.458,
2012-12-27,4.304,4.936,14.562,21.896,7.333,,,0.087,
2012-12-28,11.229,12.767,18.781,25.229,6.448,,,0.75,
2012-12-29,10.146,12.817,15.583,19.344,3.76,,,0.417,
2012-12-30,10.896,14.767,17.416,25.302,7.886,,,0.125,
2012-12-31,4.208,6.383,6.011,6.912,0.901,,,0.522,
2013-01-01,6.32,9.347,5.609,6.529,0.92,175.739,3.391,1.256,179.13
2013-01-02,3.07,7.132,4.233,5.317,1.083,175.783,2.522,0.375,178.304
2013-01-03,5.028,9.681,10.183,13.917,3.733,174.87,4.0,0.667,178.87
2013-01-04,5.667,9.757,11.283,14.283,3.0,177.0,6.696,0.625,183.696
2013-01-05,1.861,6.264,10.108,12.817,2.709,176.826,5.522,0.444,182.348
2013-01-06,3.319,7.153,15.762,26.244,10.482,178.957,8.0,0.84,186.957
2013-01-07,5.515,10.159,22.47,36.671,14.201,176.045,7.591,1.063,183.636
2013-01-08,11.743,15.886,30.746,60.985,30.239,178.217,17.13,1.559,195.348
2013-01-09,8.914,13.036,10.892,13.363,2.471,176.087,7.522,0.99,183.609
2013-01-10,2.319,5.68,10.8,14.816,4.017,175.522,4.043,0.695,179.565
2013-01-11,5.556,8.632,15.483,20.867,5.383,175.87,5.522,0.944,181.391
2013-01-12,4.333,7.326,14.167,19.167,5.0,175.565,9.391,0.847,184.957
2013-01-13,3.083,6.167,7.031,8.646,1.616,175.0,2.783,0.101,177.783
2013-01-14,4.375,8.0,13.258,19.583,6.325,174.739,3.783,0.125,178.522
2013-01-15,6.819,9.694,22.093,37.588,15.495,176.957,9.13,0.294,186.087
2013-01-16,6.097,9.465,16.45,28.058,11.608,177.043,7.217,0.528,184.261
2013-01-17,9.542,12.75,18.953,27.0,8.047,176.826,6.783,0.589,183.609
2013-01-18,9.486,12.229,19.283,25.783,6.5,176.348,8.565,0.333,184.913
2013-01-19,2.097,5.458,6.942,8.208,1.267,175.783,2.957,0.056,178.739
2013-01-20,6.266,10.049,21.719,34.78,13.062,176.522,7.783,0.928,184.304
2013-01-21,14.333,18.17,16.338,21.585,5.246,177.783,6.0,1.736,183.783
2013-01-22,5.972,9.827,8.44,11.446,3.006,177.409,3.364,0.607,180.773
2013-01-23,6.861,9.854,15.2,21.333,6.133,177.043,5.739,0.458,182.783
2013-01-24,13.514,18.702,31.314,59.597,28.283,181.652,17.957,1.306,199.609
2013-01-25,17.014,21.75,33.592,68.934,35.342,178.478,20.522,1.403,199.0
2013-01-26,7.347,11.757,10.367,14.941,4.575,177.609,6.174,0.778,183.783
2013-01-27,5.447,8.357,14.462,23.975,9.512,177.773,6.091,0.223,183.864
2013-01-28,7.278,9.5,17.433,28.55,11.117,174.957,7.609,0.875,182.565
2013-01-29,6.042,9.403,10.278,15.307,5.029,175.609,5.087,0.236,180.696
2013-01-30,12.778,15.75,24.24,37.77,13.531,175.783,12.522,0.986,188.304
2013-01-31,7.028,9.937,8.502,12.215,3.713,177.348,3.348,0.597,180.696
2013-02-01,10.583,14.458,21.142,31.55,10.408,176.783,8.13,1.0,184.913
2013-02-02,20.375,24.82,21.433,28.892,7.458,177.826,11.304,1.181,189.13
2013-02-03,21.167,26.528,28.034,48.224,20.189,180.174,14.13,1.379,194.304
2013-02-04,5.93,9.48,6.719,9.061,2.342,175.043,3.043,0.347,178.087
2013-02-05,5.472,6.905,5.97,8.211,2.24,175.957,2.217,0.306,178.174
2013-02-06,6.097,7.306,15.125,23.45,8.325,175.783,4.435,0.264,180.217
2013-02-07,6.694,8.949,16.93,23.596,6.666,176.043,6.0,0.232,182.043
2013-02-08,6.195,9.18,9.867,11.692,1.825,175.174,4.087,0.208,179.261
2013-02-09,1.306,3.611,5.392,6.05,0.658,174.348,2.522,0.028,176.87
2013-02-10,6.978,8.525,25.098,42.944,17.846,178.955,9.773,0.837,188.727
2013-02-11,4.139,6.229,13.425,16.45,3.025,176.87,4.957,0.528,181.826
2013-02-12,4.278,6.017,16.817,21.508,4.691,176.696,14.826,0.56,191.522
2013-02-13,4.681,7.438,11.492,14.758,3.266,175.261,6.391,0.486,181.652
2013-02-14,10.361,12.59,20.808,30.467,9.658,177.609,9.913,0.688,187.522
2013-02-15,2.472,6.458,6.584,8.017,1.433,170.913,2.522,0.375,173.435
2013-02-16,8.167,11.347,2.808,3.608,0.8,175.609,1.522,0.861,177.13
2013-02-17,18.583,20.889,9.683,12.411,2.727,176.217,3.348,2.234,179.565
2013-02-18,10.083,12.693,10.293,13.297,3.004,174.913,2.478,0.694,177.391
2013-02-19,6.637,8.997,9.87,12.542,2.672,174.783,3.217,0.347,178.0
2013-02-20,8.542,12.058,20.725,32.175,11.45,175.913,6.522,0.569,182.435
2013-02-21,9.361,11.557,13.725,17.583,3.858,175.174,4.261,0.218,179.435
2013-02-22,6.917,9.257,15.55,19.758,4.208,176.391,5.696,0.097,182.087
2013-02-23,7.722,10.375,17.192,20.966,3.775,178.826,8.565,0.375,187.391
2013-02-24,10.195,13.134,23.264,33.489,10.225,180.667,12.714,0.389,193.381
2013-02-25,24.181,26.375,22.891,38.058,15.167,177.261,7.609,1.556,184.87
2013-02-26,52.069,56.132,20.77,25.508,4.739,178.522,6.174,2.499,184.696
2013-02-27,56.139,63.299,30.192,38.842,8.65,179.136,14.045,1.583,193.182
2013-02-28,25.782,29.933,14.483,19.25,4.767,178.174,6.783,0.792,184.957
2013-03-01,15.889,20.549,14.442,17.992,3.55,176.087,5.391,0.597,181.478
2013-03-02,11.653,15.743,9.35,10.825,1.475,175.652,3.87,0.403,179.522
2013-03-03,9.986,12.208,7.481,9.719,2.238,176.261,2.522,0.043,178.783
2013-03-04,15.028,18.549,18.558,27.042,8.483,175.957,4.826,1.139,180.783
2013-03-05,17.95,20.768,23.896,31.137,7.24,176.391,10.913,0.476,187.304
2013-03-06,9.653,11.752,6.516,8.783,2.267,176.391,2.478,0.069,178.87
2013-03-07,10.835,12.879,8.641,11.712,3.071,175.455,3.273,0.328,178.727
2013-03-08,7.389,10.493,6.183,8.925,2.742,174.435,2.348,0.153,176.783
2013-03-09,6.972,10.306,5.775,7.85,2.075,173.522,2.174,0.139,175.696
2013-03-10,7.5,10.292,9.428,12.629,3.201,175.739,3.957,0.085,179.696
2013-03-11,5.611,8.972,10.425,14.033,3.608,175.261,2.913,0.014,178.174
2013-03-12,15.0,18.972,19.884,24.001,4.117,176.652,7.087,0.678,183.739
2013-03-13,17.681,21.222,16.842,21.141,4.3,175.304,6.739,0.472,182.043
2013-03-14,3.972,6.118,8.288,10.424,2.136,176.261,3.174,0.0,179.435
2013-03-15,6.514,8.667,12.358,15.483,3.125,175.739,5.0,0.014,180.739
2013-03-16,20.097,22.41,12.392,15.392,3.0,181.4,10.4,0.959,191.8
2013-03-17,25.37,29.166,18.989,24.867,5.878,,,0.774,
2013-03-18,27.222,35.042,26.183,38.383,12.2,,,1.209,
2013-03-19,9.295,12.407,6.631,8.439,1.808,,,0.119,
2013-03-20,5.222,9.667,14.534,19.226,4.692,,,0.25,
2013-03-21,0.958,4.389,5.933,7.233,1.3,,,0.0,
2013-03-22,5.806,9.083,6.442,8.542,2.1,,,0.0,
2013-03-23,9.583,12.493,9.342,11.083,1.741,,,0.055,
2013-03-24,20.922,22.701,21.839,28.798,6.959,,,0.8,
2013-03-25,23.236,27.34,11.158,13.025,1.867,,,1.514,
2013-03-26,26.847,31.444,19.494,24.747,5.253,,,1.209,
2013-03-27,34.014,41.722,15.442,18.15,2.708,,,0.648,
2013-03-28,33.492,37.746,24.193,30.264,6.072,,,1.06,
2013-03-29,28.472,35.75,36.7,51.517,14.816,,,2.236,
2013-03-30,17.25,23.57,6.925,7.517,0.592,,,0.32,
2013-03-31,9.667,12.458,4.534,5.853,1.32,,,0.0,
2013-04-01,13.042,16.592,12.986,16.376,3.39,177.043,4.522,0.822,181.565
2013-04-02,23.708,30.992,29.052,36.99,7.937,177.13,12.783,2.666,189.913
2013-04-03,6.334,12.833,9.444,10.212,0.768,173.478,4.478,0.021,177.957
2013-04-04,16.712,21.145,7.902,9.421,1.519,176.087,4.087,0.37,180.174
2013-04-05,21.834,28.547,16.526,20.488,3.962,176.435,5.652,0.812,182.087
2013-04-06,24.792,38.291,12.302,15.625,3.323,173.652,4.826,1.0,178.478
2013-04-07,2.042,6.958,5.156,6.26,1.104,171.391,3.435,0.125,174.826
2013-04-08,5.087,8.932,3.873,5.224,1.35,176.227,1.773,0.0,178.0
2013-04-09,11.25,15.858,15.937,20.229,4.292,174.696,4.609,1.021,179.304
2013-04-10,10.25,13.75,7.136,8.745,1.61,175.87,2.609,0.233,178.478
2013-04-11,7.625,11.258,7.886,9.729,1.844,175.217,2.304,0.208,177.522
2013-04-12,6.938,10.108,9.562,11.76,2.198,175.826,3.087,0.042,178.913
2013-04-13,8.229,12.933,13.448,16.812,3.364,176.0,4.565,0.229,180.565
2013-04-14,17.396,25.142,13.438,15.927,2.49,175.261,7.174,0.979,182.435
2013-04-15,8.292,13.767,8.257,10.444,2.187,175.391,2.957,0.362,178.348
2013-04-16,9.78,17.664,12.254,15.236,2.982,174.826,4.696,0.256,179.522
2013-04-17,18.056,25.738,11.699,16.492,4.793,176.0,7.667,0.238,183.667
2013-04-18,11.292,19.808,12.0,15.479,3.479,172.913,3.0,0.333,175.913
2013-04-19,7.708,10.625,5.698,7.354,1.656,175.478,2.217,0.0,177.696
2013-04-20,9.354,12.425,8.896,11.781,2.886,175.391,2.478,0.208,177.87
2013-04-21,2.396,6.025,6.886,8.125,1.24,173.652,3.435,0.0,177.087
2013-04-22,13.308,20.508,11.884,14.39,2.506,176.217,4.174,0.0,180.391
2013-04-23,24.667,26.433,18.781,22.063,3.281,176.783,7.391,0.73,184.174
2013-04-24,19.686,31.242,17.505,21.369,3.863,174.0,6.652,1.148,180.652
2013-04-25,15.542,18.717,9.646,11.438,1.792,175.0,4.043,0.188,179.043
2013-04-26,18.392,21.623,20.096,24.716,4.621,175.857,7.143,0.5,183.0
2013-04-27,9.23,12.467,6.208,7.625,1.417,175.522,2.348,0.0,177.87
2013-04-28,10.958,13.108,4.25,4.812,0.563,174.522,1.696,0.104,176.217
2013-04-29,20.417,23.358,14.825,16.726,1.9,175.522,5.652,0.812,181.174
2013-04-30,20.854,28.25,12.552,15.625,3.073,175.043,5.0,0.604,180.043
2013-05-01,11.416,21.808,10.93,14.818,3.888,173.609,2.957,0.411,176.565
2013-05-02,1.5,6.075,5.688,8.01,2.323,173.174,1.435,0.0,174.609
2013-05-03,-0.562,4.883,4.75,6.094,1.344,173.739,1.696,0.0,175.435
2013-05-04,7.292,9.467,6.198,7.427,1.23,174.304,2.652,0.0,176.957
2013-05-05,19.25,22.592,11.177,12.614,1.438,174.87,5.957,1.042,180.826
2013-05-06,17.958,21.442,11.064,13.316,2.252,175.217,6.435,0.724,181.652
2013-05-07,0.722,4.86,3.557,5.049,1.493,173.478,1.13,0.0,174.609
2013-05-08,5.5,9.392,4.968,6.646,1.678,172.348,1.348,0.0,173.696
2013-05-09,10.912,15.426,15.581,19.916,4.334,172.545,5.364,0.724,177.909
2013-05-10,12.166,17.842,15.194,19.454,4.26,172.684,5.211,0.671,177.895
2013-05-11,13.646,20.067,12.271,14.677,2.406,172.304,6.043,0.25,178.348
2013-05-12,11.104,18.525,10.0,13.375,3.375,174.304,4.913,0.021,179.217
2013-05-13,12.062,17.605,12.382,16.312,3.931,171.261,3.217,0.063,174.478
2013-05-14,24.666,31.201,13.024,16.726,3.703,175.957,6.043,0.416,182.0
2013-05-15,18.956,24.787,15.089,19.24,4.151,172.739,5.0,0.642,177.739
2013-05-16,18.75,25.883,15.532,20.385,4.854,173.957,7.826,0.375,181.783
2013-05-17,8.792,11.167,8.521,10.198,1.677,172.739,3.348,0.229,176.087
2013-05-18,19.77,25.458,18.698,22.677,3.979,175.522,9.87,1.229,185.391
2013-05-19,21.417,28.542,13.812,15.448,1.636,174.391,5.739,2.125,180.13
2013-05-20,13.458,22.541,14.067,18.617,4.55,171.696,5.957,0.345,177.652
2013-05-21,18.854,22.642,12.677,17.0,4.323,172.957,5.391,0.562,178.348
2013-05-22,23.109,28.87,16.228,20.652,4.423,174.65,9.4,1.35,184.05
2013-05-23,12.146,16.447,4.767,5.892,1.125,174.857,3.476,0.125,178.333
2013-05-24,7.146,13.692,7.188,9.533,2.345,174.0,2.652,0.381,176.652
2013-05-25,7.812,13.883,6.458,8.76,2.302,171.783,1.261,0.584,173.043
2013-05-26,14.27,20.825,7.156,8.729,1.573,171.522,2.783,1.25,174.304
2013-05-27,21.333,27.767,9.762,13.643,3.881,173.217,3.826,0.726,177.043
2013-05-28,14.5,24.409,8.812,12.406,3.594,171.783,3.217,0.875,175.0
2013-05-29,15.021,27.142,13.013,17.534,4.52,170.913,4.13,0.863,175.043
2013-05-30,16.042,29.325,16.406,25.375,8.969,174.652,9.13,0.833,183.783
2013-05-31,18.917,25.858,10.021,12.896,2.875,174.304,4.696,0.438,179.0
2013-06-01,16.5,20.85,10.073,13.198,3.125,173.783,4.913,0.625,178.696
2013-06-02,9.916,13.75,6.584,8.49,1.906,170.391,1.87,0.354,172.261
2013-06-03,9.938,14.525,7.978,11.716,3.738,172.696,2.783,0.214,175.478
2013-06-04,18.062,21.992,11.614,17.042,5.427,171.348,3.217,1.146,174.565
2013-06-05,27.25,30.014,12.101,16.263,4.162,171.565,3.783,1.517,175.348
2013-06-06,29.084,34.031,11.98,16.192,4.212,173.652,6.478,0.916,180.13
2013-06-07,17.696,22.168,9.542,13.873,4.332,172.0,3.5,0.239,175.5
2013-06-08,9.584,15.008,9.188,13.177,3.99,172.174,4.0,0.208,176.174
2013-06-09,18.834,20.909,6.74,7.802,1.062,173.261,3.304,0.646,176.565
2013-06-10,22.666,26.475,10.511,13.355,2.844,173.783,4.087,1.085,177.87
2013-06-11,21.438,29.9,9.122,12.08,2.958,170.652,2.0,0.104,172.652
2013-06-12,13.146,18.608,11.425,18.522,7.097,167.739,2.826,0.132,170.565
2013-06-13,7.979,12.317,9.823,16.208,6.385,167.87,3.609,0.062,171.478
2013-06-14,11.292,14.617,10.864,17.125,6.26,168.522,3.13,0.062,171.652
2013-06-15,14.396,21.267,15.427,28.49,13.063,171.478,8.957,0.438,180.435
2013-06-16,10.708,16.867,7.24,9.177,1.938,169.609,3.043,0.146,172.652
2013-06-17,11.708,15.383,9.705,14.174,4.468,169.565,3.043,0.322,172.609
2013-06-18,21.354,29.942,18.26,30.177,11.917,175.826,11.522,0.542,187.348
2013-06-19,11.896,16.512,13.408,16.356,2.948,177.957,6.783,0.413,184.739
2013-06-20,14.826,19.498,11.852,15.055,3.203,174.952,5.286,0.391,180.238
2013-06-21,14.0,17.55,9.792,13.135,3.344,176.217,3.087,0.354,179.304
2013-06-22,18.896,22.625,8.958,11.677,2.719,175.174,3.304,0.98,178.478
2013-06-23,14.708,17.867,7.938,10.146,2.208,175.957,4.087,0.73,180.043
2013-06-24,13.48,16.242,8.182,11.575,3.394,177.043,3.609,0.701,180.652
2013-06-25,17.708,20.675,8.99,12.729,3.74,175.826,3.13,0.854,178.957
2013-06-26,17.0,23.167,8.448,11.312,2.864,175.217,4.087,1.087,179.304
2013-06-27,10.375,14.692,6.875,9.344,2.469,172.609,2.304,0.167,174.913
2013-06-28,9.348,16.647,8.614,12.708,4.094,170.13,4.13,0.25,174.261
2013-06-29,9.02,13.383,7.729,11.333,3.604,173.957,2.304,0.27,176.261
2013-06-30,16.562,24.342,6.875,9.146,2.271,170.435,1.913,0.729,172.348
2013-07-01,19.478,27.02,8.971,12.264,3.293,174.955,6.636,0.492,181.591
2013-07-02,11.812,17.925,8.438,12.469,4.031,175.478,3.348,0.52,178.826
2013-07-03,13.146,21.059,11.728,17.61,5.882,172.13,3.174,0.871,175.304
2013-07-04,18.334,25.78,16.397,22.377,5.98,178.261,8.391,1.042,186.652
2013-07-05,21.125,31.802,20.938,36.864,15.927,178.261,12.217,0.958,190.478
2013-07-06,19.021,29.042,16.438,26.812,10.375,175.217,11.565,0.396,186.783
2013-07-07,13.77,17.516,9.177,10.906,1.729,176.696,7.304,0.375,184.0
2013-07-08,12.354,15.858,15.974,22.459,6.486,175.522,9.0,0.318,184.522
2013-07-09,16.854,19.1,16.625,24.99,8.364,173.913,10.696,1.262,184.609
2013-07-10,16.0,17.992,10.939,16.454,5.515,168.565,7.391,0.35,175.957
2013-07-11,19.396,28.425,17.99,27.218,9.229,169.174,7.391,0.562,176.565
2013-07-12,12.02,14.992,13.323,18.021,4.698,172.478,4.87,0.542,177.348
2013-07-13,20.208,26.983,14.406,21.115,6.708,174.13,7.435,0.666,181.565
2013-07-14,16.396,22.142,6.573,8.125,1.552,177.826,4.478,0.354,182.304
2013-07-15,10.042,12.692,6.672,7.998,1.326,171.609,3.478,0.402,175.087
2013-07-16,11.729,14.214,7.538,11.042,3.505,175.174,3.217,0.125,178.391
2013-07-17,13.456,15.861,8.965,12.71,3.745,174.857,2.048,0.119,176.905
2013-07-18,5.333,7.016,8.434,10.816,2.383,172.826,2.957,0.0,175.783
2013-07-19,6.042,7.343,6.052,8.948,2.896,173.739,3.261,0.375,177.0
2013-07-20,9.792,12.55,6.552,8.823,2.271,172.609,2.391,0.521,175.0
2013-07-21,15.854,18.475,7.583,9.468,1.886,172.391,3.304,1.062,175.696
2013-07-22,10.312,14.508,10.986,17.358,6.372,168.174,3.304,0.334,171.478
2013-07-23,10.896,14.15,8.49,13.177,4.688,169.913,2.913,0.396,172.826
2013-07-24,9.188,10.558,9.437,14.538,5.101,166.304,2.087,0.2,168.391
2013-07-25,8.771,13.775,14.333,23.948,9.615,166.696,3.087,0.208,169.783
2013-07-26,13.688,19.792,14.636,24.114,9.48,170.565,8.478,0.375,179.043
2013-07-27,15.166,22.725,15.24,21.156,5.917,170.957,6.522,0.458,177.478
2013-07-28,13.208,18.966,7.823,9.521,1.698,172.304,3.348,0.396,175.652
2013-07-29,13.174,17.443,10.203,13.762,3.559,171.286,3.619,0.108,174.905
2013-07-30,13.396,18.258,10.552,13.052,2.5,176.957,6.174,0.021,183.13
2013-07-31,13.021,17.392,12.332,20.618,8.287,171.0,4.739,0.238,175.739
2013-08-01,6.792,9.983,9.766,19.005,9.24,165.478,3.174,0.312,168.652
2013-08-02,11.188,15.408,8.354,14.823,6.469,167.043,2.609,0.5,169.652
2013-08-03,11.292,13.141,9.552,15.385,5.833,170.043,4.652,0.333,174.696
2013-08-04,12.167,14.4,5.521,7.719,2.198,171.261,3.522,0.5,174.783
2013-08-05,26.896,36.625,10.01,12.859,2.849,175.087,4.739,0.7,179.826
2013-08-06,21.812,39.192,15.968,22.285,6.316,179.217,7.435,0.312,186.652
2013-08-07,20.521,28.692,16.284,21.982,5.699,179.478,8.957,0.76,188.435
2013-08-08,36.208,47.706,14.542,18.375,3.834,181.087,8.391,0.938,189.478
2013-08-09,38.666,62.118,20.925,26.328,5.403,184.522,12.0,1.604,196.522
2013-08-10,43.375,59.833,9.594,11.521,1.927,176.217,5.957,0.146,182.174
2013-08-11,50.625,74.975,10.542,11.729,1.188,181.696,5.696,1.292,187.391
2013-08-12,41.457,53.034,8.004,9.569,1.565,179.0,7.682,0.286,186.682
2013-08-13,28.75,33.108,6.521,7.854,1.333,178.435,4.957,0.188,183.391
2013-08-14,29.416,39.188,5.162,6.376,1.213,179.565,3.435,0.199,183.0
2013-08-15,30.896,45.281,5.406,6.656,1.25,179.304,3.391,0.542,182.696
2013-08-16,35.416,52.792,7.094,8.49,1.396,184.609,5.826,0.417,190.435
2013-08-17,33.542,50.667,8.927,10.74,1.812,184.739,7.087,0.625,191.826
2013-08-18,26.792,39.01,8.604,9.854,1.25,180.565,5.826,0.792,186.391
2013-08-19,25.083,36.386,11.726,16.069,4.343,178.217,5.913,1.086,184.13
2013-08-20,19.435,30.78,15.121,22.532,7.411,178.913,8.13,0.229,187.043
2013-08-21,22.676,29.069,12.165,17.754,5.589,176.55,6.45,1.024,183.0
2013-08-22,25.673,34.828,12.894,17.557,4.663,176.87,7.043,0.724,183.913
2013-08-23,20.708,28.692,15.76,21.094,5.333,181.435,9.0,0.646,190.435
2013-08-24,15.167,17.316,8.708,11.552,2.844,177.13,5.435,0.042,182.565
2013-08-25,17.021,19.058,7.948,9.26,1.312,178.043,6.043,0.167,184.087
2013-08-26,11.5,12.809,8.828,11.864,3.035,178.826,4.217,0.532,183.043
2013-08-27,9.456,12.746,11.979,15.76,3.781,175.909,4.682,0.625,180.591
2013-08-28,7.417,10.142,8.172,10.587,2.415,177.522,4.913,0.0,182.435
2013-08-29,9.646,12.925,10.479,14.886,4.406,179.043,5.957,0.729,185.0
2013-08-30,14.938,19.55,11.594,14.917,3.323,177.478,6.739,0.416,184.217
2013-08-31,14.27,20.467,8.834,11.666,2.833,177.435,3.783,0.646,181.217
2013-09-01,13.188,15.0,6.24,7.604,1.364,176.0,4.783,0.0,180.783
2013-09-02,10.292,14.275,10.288,13.051,2.764,170.909,5.136,0.296,176.045
2013-09-03,14.584,21.683,11.221,15.326,4.105,171.043,4.478,0.354,175.522
2013-09-04,11.25,25.907,7.862,13.626,5.765,166.318,2.136,0.354,168.455
2013-09-05,9.106,14.915,10.651,15.548,4.898,172.174,6.217,0.0,178.391
2013-09-06,9.75,12.35,8.667,12.406,3.74,174.826,3.87,0.25,178.696
2013-09-07,9.625,13.942,10.979,13.979,3.0,175.043,4.217,0.021,179.261
2013-09-08,4.938,7.334,7.49,8.479,0.99,174.174,3.783,0.0,177.957
2013-09-09,8.562,10.45,10.122,14.065,3.943,176.13,4.783,0.065,180.913
2013-09-10,10.354,12.842,10.26,14.75,4.49,174.565,4.348,0.354,178.913
2013-09-11,10.146,13.042,9.669,13.99,4.322,174.261,3.043,0.45,177.304
2013-09-12,12.958,18.05,15.829,21.214,5.385,177.87,8.174,0.48,186.043
2013-09-13,13.834,20.05,12.417,18.521,6.104,176.609,6.13,0.188,182.739
2013-09-14,17.896,29.122,11.458,16.156,4.698,174.478,6.609,0.666,181.087
2013-09-15,11.23,19.55,8.5,12.177,3.677,173.913,7.304,0.229,181.217
2013-09-16,8.583,23.708,2.612,3.731,1.118,168.565,1.609,0.0,170.174
2013-09-17,6.77,12.815,12.024,17.048,5.024,174.478,5.304,0.084,179.783
2013-09-18,11.166,15.283,15.962,21.503,5.541,175.522,8.783,0.561,184.304
2013-09-19,13.43,19.567,11.8,14.55,2.75,175.217,5.739,0.614,180.957
2013-09-20,22.362,27.961,15.494,18.927,3.434,176.619,8.19,0.792,184.81
2013-09-21,24.312,29.808,15.906,19.01,3.104,175.826,9.391,0.688,185.217
2013-09-22,16.854,23.242,6.854,8.208,1.354,174.739,5.087,0.584,179.826
2013-09-23,4.688,11.95,5.367,6.751,1.384,172.609,2.261,0.106,174.87
2013-09-24,9.188,19.908,9.562,14.156,4.594,171.174,2.913,0.562,174.087
2013-09-25,15.604,26.65,15.908,25.642,9.733,171.348,7.696,0.258,179.043
2013-09-26,5.583,9.25,5.854,7.229,1.375,173.87,3.043,0.0,176.913
2013-09-27,6.304,10.774,10.128,13.392,3.264,175.957,4.913,0.208,180.87
2013-09-28,8.334,12.15,8.531,11.208,2.677,174.261,3.783,0.354,178.043
