date,PM25_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean,CH4_mean,NMHC_mean,SO2_mean,THC_mean
2015-01-24,7.49,8.514,6.042,7.208,1.167,194.696,4.696,0.639,199.391
2015-01-25,5.989,7.602,19.535,30.987,11.453,196.261,9.0,0.643,205.261
2015-01-26,10.573,12.042,31.117,57.908,26.792,202.87,19.0,1.194,221.87
2015-01-27,8.875,9.972,22.083,37.075,14.992,198.696,13.696,1.07,212.391
2015-01-28,13.073,14.764,17.6,27.583,9.983,197.522,11.957,1.028,209.478
2015-01-29,8.427,10.652,11.36,14.266,2.906,195.478,7.261,0.82,202.739
2015-01-30,13.406,15.222,16.908,23.416,6.508,197.652,11.174,0.847,208.826
2015-01-31,9.386,10.847,13.441,17.05,3.608,197.739,7.174,0.681,204.913
2015-02-01,5.562,6.882,14.102,18.871,4.769,195.435,7.826,0.415,203.261
2015-02-02,6.531,7.536,19.232,27.969,8.737,195.609,11.348,0.487,206.957
2015-02-03,6.177,7.868,16.657,22.196,5.54,195.87,8.0,0.584,203.87
2015-02-04,7.636,9.847,27.987,47.115,19.128,199.87,21.174,0.764,221.043
2015-02-05,9.416,11.542,18.508,27.433,8.925,195.652,7.043,0.778,202.696
2015-02-06,8.438,10.264,9.283,10.9,1.617,194.391,5.13,0.556,199.522
2015-02-07,5.302,6.993,8.008,9.492,1.483,196.478,8.696,0.542,205.174
2015-02-08,7.375,9.556,18.511,26.986,8.475,198.174,5.565,0.781,203.739
2015-02-09,10.926,13.658,17.449,26.656,9.207,197.682,7.318,0.97,205.0
2015-02-10,10.131,12.411,7.058,9.6,2.542,196.565,6.826,0.774,203.391
2015-02-11,7.26,8.833,7.883,9.492,1.608,197.043,5.652,0.667,202.696
2015-02-12,11.771,15.125,26.45,43.35,16.9,200.348,15.087,1.194,215.435
2015-02-13,27.177,32.952,25.658,36.333,10.675,200.478,15.261,1.111,215.739
2015-02-14,11.948,18.872,11.992,16.842,4.85,198.043,12.565,0.792,210.609
2015-02-15,3.198,5.617,5.283,7.129,1.846,195.522,4.913,0.226,200.435
2015-02-16,3.688,5.642,13.767,19.667,5.9,195.0,6.826,0.194,201.826
2015-02-17,5.073,7.125,11.208,16.429,5.22,195.522,6.348,0.409,201.87
2015-02-18,7.998,12.256,23.052,39.55,16.499,199.333,12.944,0.658,212.278
2015-02-19,13.271,16.209,16.685,27.804,11.12,195.217,10.348,0.946,205.565
2015-02-20,21.427,26.042,19.067,24.425,5.358,197.522,13.217,0.708,210.739
2015-02-21,4.636,6.108,5.9,7.008,1.108,192.696,4.217,0.375,196.913
2015-02-22,8.844,11.041,11.205,14.621,3.415,195.696,10.478,0.81,206.174
2015-02-23,9.852,12.833,14.197,18.342,4.146,195.652,9.652,0.861,205.304
2015-02-24,5.886,7.257,5.1,6.536,1.435,193.957,4.435,0.362,198.391
2015-02-25,4.344,6.358,13.999,19.239,5.24,194.826,6.261,0.333,201.087
2015-02-26,8.64,10.596,12.533,16.285,3.752,195.087,6.565,0.771,201.652
2015-02-27,12.719,14.535,10.742,13.858,3.117,195.0,6.739,0.903,201.739
2015-02-28,9.562,10.069,5.283,6.367,1.083,194.174,4.174,0.847,198.348
2015-03-01,6.24,7.653,7.001,9.236,2.235,193.696,5.478,0.333,199.174
2015-03-02,8.688,9.389,15.433,21.969,6.536,195.522,7.13,0.49,202.652
2015-03-03,19.792,21.347,14.75,18.283,3.533,198.13,17.304,0.778,215.435
2015-03-04,14.927,17.708,16.475,21.85,5.375,198.609,9.957,1.153,208.565
2015-03-05,14.886,18.0,11.383,14.558,3.175,197.043,6.478,1.042,203.522
2015-03-06,20.771,26.292,9.092,10.567,1.475,196.739,8.478,1.042,205.217
2015-03-07,19.594,26.437,18.415,26.688,8.272,197.565,14.261,0.94,211.826
2015-03-08,15.0,20.594,10.585,14.114,3.529,195.0,5.0,0.694,200.0
2015-03-09,9.266,12.906,5.213,6.246,1.033,195.636,5.0,0.366,200.636
2015-03-10,11.177,12.958,5.383,6.433,1.05,196.0,6.348,0.0,202.348
2015-03-11,11.636,16.442,7.926,10.2,2.274,195.87,6.783,0.277,202.652
2015-03-12,9.386,11.285,11.692,15.108,3.417,197.043,6.87,0.57,203.913
2015-03-13,9.021,11.062,7.667,9.258,1.592,195.652,5.957,0.916,201.609
2015-03-14,14.448,16.917,14.594,18.388,3.794,196.174,8.435,0.768,204.609
2015-03-15,15.864,18.139,8.067,9.883,1.817,195.957,7.174,0.861,203.13
2015-03-16,11.927,15.792,16.601,21.019,4.419,195.0,8.261,1.062,203.261
2015-03-17,12.364,15.452,23.867,34.675,10.808,195.522,10.87,1.68,206.391
2015-03-18,22.313,28.722,27.175,33.542,6.367,197.565,15.435,2.917,213.0
2015-03-19,22.135,28.437,22.0,27.808,5.808,196.13,12.304,1.917,208.435
2015-03-20,14.396,18.132,3.892,4.516,0.625,195.087,5.435,0.667,200.522
2015-03-21,4.886,7.222,4.958,5.992,1.034,194.261,3.739,0.169,198.0
2015-03-22,12.213,15.145,12.669,16.046,3.377,194.261,6.0,0.722,200.261
2015-03-23,7.552,9.544,6.412,8.411,1.999,194.174,6.174,0.369,200.348
2015-03-24,4.378,6.19,6.352,7.935,1.583,194.05,5.2,0.1,199.25
2015-03-25,2.808,4.485,7.456,9.989,2.533,194.0,6.3,0.101,200.3
2015-03-26,4.677,7.292,16.367,22.492,6.125,196.087,9.913,0.486,206.0
2015-03-27,6.136,8.986,10.358,12.584,2.225,195.435,7.87,0.778,203.304
2015-03-28,10.426,13.707,14.422,17.975,3.553,194.136,9.455,1.027,203.591
2015-03-29,14.26,17.972,13.1,16.442,3.342,194.609,8.087,0.931,202.696
2015-03-30,18.073,22.354,12.912,16.113,3.202,194.565,8.696,1.356,203.261
2015-03-31,18.166,21.958,15.675,20.15,4.475,196.217,8.087,1.0,204.304
2015-04-01,27.271,35.354,21.203,25.983,4.78,196.826,12.609,1.351,209.435
2015-04-02,12.0,14.875,11.717,15.333,3.617,193.0,5.826,0.555,198.826
2015-04-03,11.458,18.0,14.467,19.358,4.892,193.739,10.174,0.722,203.913
2015-04-04,7.49,11.611,6.225,7.842,1.616,191.0,6.826,0.472,197.826
2015-04-05,7.521,11.465,10.225,11.425,1.2,193.174,8.826,0.278,202.0
2015-04-06,8.979,13.535,10.545,14.016,3.47,192.0,8.304,0.283,200.304
2015-04-07,10.864,13.465,6.183,7.442,1.258,192.348,5.435,0.194,197.783
2015-04-08,10.384,12.234,6.982,9.144,2.162,192.522,6.304,0.397,198.826
2015-04-09,8.148,10.517,8.996,11.978,2.982,192.217,6.652,0.557,198.87
2015-04-10,8.042,11.423,14.375,18.433,4.058,192.652,9.609,0.292,202.261
2015-04-11,5.614,6.952,9.225,10.992,1.766,191.043,8.348,0.153,199.391
2015-04-12,11.49,15.201,8.792,11.517,2.725,192.217,8.348,0.583,200.565
2015-04-13,12.062,17.146,10.732,13.879,3.147,191.13,5.0,0.438,196.13
2015-04-14,6.75,10.542,14.683,17.8,3.117,190.87,8.696,0.389,199.565
2015-04-15,5.198,7.18,9.598,12.241,2.643,190.739,6.522,0.312,197.261
2015-04-16,21.542,26.924,15.717,19.05,3.333,194.217,10.652,0.945,204.87
2015-04-17,20.136,28.035,8.055,9.465,1.41,192.783,6.957,0.375,199.739
2015-04-18,19.375,34.736,10.183,13.2,3.017,193.652,8.0,0.611,201.652
2015-04-19,21.5,32.611,14.75,17.333,2.583,193.0,7.609,1.972,200.609
2015-04-20,23.365,37.347,15.24,17.832,2.591,194.13,8.957,0.638,203.087
2015-04-21,10.677,16.098,9.052,10.804,1.752,192.857,7.714,0.119,200.571
2015-04-22,17.093,25.406,12.365,15.776,3.412,192.714,8.0,0.528,200.714
2015-04-23,20.458,30.215,10.092,12.258,2.167,192.087,7.478,0.583,199.565
2015-04-24,18.427,26.889,11.208,14.367,3.158,191.565,10.348,0.556,201.913
2015-04-25,18.51,27.528,7.925,9.333,1.408,192.522,9.826,0.375,202.348
2015-04-26,15.427,25.708,13.158,15.508,2.35,193.957,10.217,0.958,204.174
2015-04-27,28.337,38.623,22.078,27.453,5.375,198.545,17.773,1.743,216.318
2015-04-28,29.521,36.57,25.33,29.559,4.228,197.455,18.364,2.187,215.818
2015-04-29,29.364,36.55,13.096,15.14,2.044,194.522,12.783,1.633,207.304
2015-04-30,21.99,30.076,9.158,11.95,2.792,190.348,8.174,0.944,198.522
2015-05-01,13.625,19.236,12.317,15.392,3.075,189.652,8.826,1.028,198.478
2015-05-02,20.968,26.389,11.675,15.075,3.4,189.913,8.217,1.306,198.13
2015-05-03,20.51,27.812,5.433,6.817,1.383,188.696,7.435,0.847,196.13
2015-05-04,15.166,23.576,5.475,7.073,1.598,188.13,5.957,1.051,194.087
2015-05-05,11.292,18.25,3.833,4.717,0.883,191.609,6.957,0.389,198.565
2015-05-06,12.198,20.354,7.013,8.547,1.534,192.304,8.261,0.779,200.565
2015-05-07,16.219,23.347,11.858,14.159,2.3,192.739,9.348,1.18,202.087
2015-05-08,23.136,36.978,12.949,15.132,2.183,192.696,9.783,1.188,202.478
2015-05-09,19.479,27.139,11.492,13.167,1.675,192.913,10.609,0.792,203.522
2015-05-10,11.896,17.368,5.975,6.767,0.792,192.826,7.087,0.0,199.913
2015-05-11,9.24,13.864,10.881,14.109,3.228,191.522,6.739,0.83,198.261
2015-05-12,15.651,26.95,15.222,18.459,3.236,193.348,10.478,1.592,203.826
2015-05-13,14.172,21.124,6.831,8.322,1.49,191.273,9.273,0.719,200.545
2015-05-14,20.74,27.896,6.383,7.5,1.117,190.913,8.087,1.111,199.0
2015-05-15,19.25,27.056,8.242,10.225,1.983,193.174,9.913,0.944,203.087
2015-05-16,14.99,22.958,9.092,11.433,2.342,192.087,7.304,0.403,199.391
2015-05-17,17.604,21.597,6.95,8.175,1.225,191.826,7.87,0.486,199.696
2015-05-18,19.125,26.084,9.896,12.556,2.66,190.87,9.217,0.772,200.087
2015-05-19,8.666,15.243,10.55,12.158,1.608,189.217,9.391,0.306,198.609
2015-05-20,14.766,21.245,10.301,13.632,3.331,190.391,9.261,0.566,199.652
2015-05-21,8.229,12.287,6.945,8.495,1.55,190.478,7.478,0.0,197.957
2015-05-22,11.212,14.062,10.501,12.927,2.426,192.143,9.238,0.41,201.381
2015-05-23,20.166,25.722,11.617,12.725,1.108,192.217,9.174,1.417,201.391
2015-05-24,21.886,26.611,11.208,12.192,0.983,194.565,10.13,1.597,204.696
2015-05-25,21.781,27.847,7.773,9.639,1.867,191.739,8.435,0.912,200.174
2015-05-26,23.177,31.424,11.974,15.024,3.05,191.652,10.478,0.765,202.13
2015-05-27,19.646,24.785,9.601,11.787,2.186,190.435,12.522,0.847,202.957
2015-05-28,18.323,28.368,9.058,11.833,2.775,188.522,10.13,0.694,198.652
2015-05-29,20.902,34.152,8.44,11.193,2.753,187.957,6.13,0.583,194.087
2015-05-30,8.354,11.743,4.867,6.567,1.7,184.913,8.0,0.445,192.913
2015-05-31,10.531,13.41,2.608,3.258,0.65,187.957,1.478,0.056,189.435
2015-06-01,10.302,13.403,7.028,9.005,1.977,190.261,7.13,0.63,197.391
2015-06-02,19.292,24.708,15.658,18.692,3.033,195.304,11.348,2.097,206.652
2015-06-03,19.937,28.458,15.276,19.938,4.662,193.783,12.522,1.284,206.304
2015-06-04,3.719,7.771,4.717,6.375,1.658,189.609,7.087,0.042,196.696
2015-06-05,8.437,13.083,15.933,20.475,4.542,191.87,11.957,1.278,203.826
2015-06-06,9.136,13.222,8.375,10.508,2.133,190.565,7.217,0.597,197.783
2015-06-07,7.719,11.736,6.0,8.067,2.067,189.696,3.739,0.569,193.435
2015-06-08,11.562,16.486,5.898,8.057,2.159,188.652,4.043,0.64,192.696
2015-06-09,5.604,11.324,6.752,8.44,1.688,187.652,11.913,0.142,199.565
2015-06-10,12.152,16.45,8.224,9.895,1.671,189.773,5.545,0.227,195.318
2015-06-11,14.25,18.896,10.217,12.95,2.733,190.739,7.696,0.709,198.435
2015-06-12,14.021,22.597,10.243,13.377,3.133,186.826,17.391,0.366,204.217
2015-06-13,15.729,24.618,9.425,12.242,2.817,189.609,10.174,0.736,199.783
2015-06-14,25.24,34.32,8.45,9.975,1.525,197.174,13.478,0.903,210.652
2015-06-15,35.208,48.292,9.782,12.103,2.321,202.043,9.13,1.237,211.174
2015-06-16,34.156,47.194,10.659,13.108,2.449,200.652,11.261,1.222,211.913
2015-06-17,23.865,32.771,7.555,9.363,1.807,193.435,4.043,1.249,197.478
2015-06-18,9.875,17.979,4.959,6.831,1.872,186.13,7.609,0.472,193.739
2015-06-19,9.646,17.257,5.408,7.183,1.775,185.87,12.304,0.292,198.174
2015-06-20,9.302,14.736,7.308,9.758,2.45,189.391,10.435,0.514,199.826
2015-06-21,10.813,16.861,5.775,6.659,0.883,196.478,6.391,0.75,202.87
2015-06-22,8.954,14.39,6.117,8.081,1.964,188.81,7.571,0.346,196.381
2015-06-23,13.922,20.291,11.676,14.172,2.496,192.13,8.957,1.022,201.087
2015-06-24,19.854,25.238,7.749,9.792,2.043,195.087,8.696,0.506,203.783
2015-06-25,13.375,19.389,6.469,9.271,2.802,187.261,4.609,0.333,191.87
2015-06-26,9.334,15.611,6.433,9.067,2.633,188.043,7.261,0.389,195.304
2015-06-27,3.563,7.076,5.642,7.233,1.592,186.826,6.739,0.0,193.565
2015-06-28,2.771,8.028,1.509,2.1,0.592,189.565,5.13,0.0,194.696
2015-06-29,7.261,11.51,5.929,8.593,2.664,190.913,7.652,0.47,198.565
2015-06-30,12.198,18.826,7.855,10.396,2.542,190.435,7.0,0.667,197.435
2015-07-01,9.281,15.056,6.834,8.759,1.925,186.783,5.739,0.266,192.522
2015-07-02,12.302,17.861,9.775,12.825,3.05,190.609,7.87,0.458,198.478
2015-07-03,19.573,25.583,12.659,15.925,3.267,197.217,9.217,0.805,206.435
2015-07-04,22.927,31.41,10.75,13.142,2.392,194.957,7.174,0.653,202.13
2015-07-05,19.75,26.694,6.967,8.408,1.442,200.565,6.522,0.653,207.087
2015-07-06,17.427,23.611,6.678,8.427,1.749,192.348,7.87,0.564,200.217
2015-07-07,15.833,21.667,10.65,13.05,2.4,196.476,9.143,0.972,205.619
2015-07-08,12.868,18.166,8.713,11.453,2.74,194.182,6.182,0.101,200.364
2015-07-09,9.966,13.323,6.279,8.556,2.278,188.783,7.739,0.167,196.522
2015-07-10,15.479,21.208,8.792,11.483,2.692,192.478,8.348,0.611,200.826
2015-07-11,19.917,26.326,12.05,14.7,2.65,198.783,11.478,0.514,210.261
2015-07-12,18.948,24.438,7.633,8.85,1.217,194.826,9.565,0.625,204.391
2015-07-13,24.49,33.653,12.278,14.722,2.444,196.87,12.217,0.598,209.087
2015-07-14,22.438,34.84,16.365,21.658,5.293,191.957,12.783,0.917,204.739
2015-07-15,21.219,35.167,13.413,18.003,4.59,184.087,8.435,1.242,192.522
2015-07-16,9.584,18.618,13.25,19.117,5.867,186.304,6.478,0.541,192.783
2015-07-17,12.25,29.778,9.001,15.02,6.019,180.304,5.696,0.472,186.0
2015-07-18,17.417,35.174,10.117,16.208,6.092,184.609,9.348,0.444,193.957
2015-07-19,11.854,18.389,7.6,10.092,2.492,189.217,7.478,0.847,196.696
2015-07-20,11.51,16.437,6.401,8.814,2.413,186.739,7.261,1.066,194.0
2015-07-21,18.207,28.315,8.212,11.68,3.469,190.5,11.545,1.702,202.045
2015-07-22,19.883,29.186,9.499,12.254,2.755,185.783,9.087,1.036,194.87
2015-07-23,10.99,17.694,12.092,17.183,5.091,186.304,8.87,0.445,195.174
2015-07-24,9.448,15.82,15.125,21.775,6.65,190.739,11.304,0.917,202.043
2015-07-25,14.417,22.146,12.225,16.725,4.5,186.174,8.435,0.958,194.609
2015-07-26,17.396,24.181,6.725,9.308,2.583,183.304,9.087,0.945,192.391
2015-07-27,20.979,29.806,9.937,14.269,4.332,184.478,9.652,0.672,194.13
2015-07-28,17.792,30.68,6.104,8.029,1.925,179.87,6.783,0.153,186.652
2015-07-29,16.826,26.036,8.26,11.024,2.764,183.652,7.87,0.339,191.522
2015-07-30,20.042,29.743,7.958,10.475,2.517,182.522,5.0,0.444,187.522
2015-07-31,27.688,41.993,10.633,13.383,2.75,192.174,8.565,0.722,200.739
2015-08-01,33.042,46.889,10.75,12.975,2.225,194.043,10.913,0.569,204.957
2015-08-02,31.792,47.299,5.841,6.666,0.825,193.0,8.652,0.389,201.652
2015-08-03,31.146,49.014,7.92,9.569,1.649,192.652,8.696,0.329,201.348
2015-08-04,36.422,56.69,11.669,14.262,2.593,197.182,11.545,0.71,208.727
2015-08-05,33.267,50.576,12.319,14.544,2.225,193.609,11.652,0.814,205.261
2015-08-06,38.25,49.18,11.375,13.792,2.417,188.739,10.913,1.0,199.652
2015-08-07,33.979,45.756,7.786,9.48,1.693,188.783,7.913,0.75,196.696
2015-08-08,8.708,17.458,6.033,8.283,2.25,188.174,6.87,0.333,195.043
2015-08-09,10.667,18.729,3.167,4.267,1.1,185.522,4.13,0.139,189.652
2015-08-10,14.042,26.104,4.664,8.295,3.632,182.217,6.609,0.494,188.826
2015-08-11,14.135,23.848,6.767,9.892,3.125,186.217,6.435,0.389,192.652
2015-08-12,12.177,18.768,9.633,12.802,3.169,192.13,8.435,0.116,200.565
2015-08-13,10.416,16.66,5.942,7.492,1.55,191.826,7.13,0.083,198.957
2015-08-14,4.364,7.708,2.567,3.033,0.467,185.087,7.304,0.0,192.391
2015-08-15,7.469,11.222,3.825,5.108,1.283,185.783,8.87,0.347,194.652
2015-08-16,9.458,13.806,2.892,3.9,1.008,185.478,5.13,0.472,190.609
2015-08-17,6.854,14.535,5.446,7.05,1.603,183.261,6.13,0.333,189.391
2015-08-18,7.456,12.294,7.224,9.989,2.765,187.952,6.857,0.237,194.81
2015-08-19,11.339,13.744,5.713,6.809,1.096,187.217,6.261,0.0,193.478
2015-08-20,13.938,18.875,9.858,12.342,2.483,190.304,8.348,0.347,198.652
2015-08-21,14.787,22.912,11.446,13.901,2.455,190.304,4.478,0.196,194.783
2015-08-22,12.854,21.808,9.708,12.758,3.05,192.783,9.478,0.111,202.261
2015-08-23,5.451,13.208,3.758,4.3,0.542,187.261,5.043,0.0,192.304
2015-08-24,8.628,15.894,5.838,8.453,2.616,189.0,4.25,0.203,193.25
2015-08-25,7.75,12.15,6.908,9.258,2.35,,,0.299,
2015-08-26,8.979,16.858,7.341,9.895,2.554,,,0.157,
2015-08-27,6.0,9.408,8.325,10.375,2.05,189.2,14.133,0.103,203.333
2015-08-28,10.652,17.183,7.583,10.258,2.675,188.913,12.957,0.028,201.87
2015-08-29,10.01,15.125,8.8,11.258,2.458,189.043,10.478,0.0,199.522
2015-08-30,7.417,10.992,5.392,6.083,0.692,191.783,9.043,0.028,200.826
2015-08-31,9.104,14.517,10.708,13.673,2.964,189.565,19.826,0.101,209.391
2015-09-01,9.938,15.589,10.675,14.533,3.858,191.174,14.739,0.137,205.913
2015-09-02,12.177,17.866,8.024,11.672,3.648,191.261,12.652,0.042,203.913
2015-09-03,11.048,16.734,9.836,13.0,3.164,190.3,8.85,0.434,199.15
2015-09-04,11.896,15.155,10.642,13.808,3.167,194.13,10.0,0.02,204.13
2015-09-05,11.969,14.767,9.058,11.642,2.583,194.435,9.522,0.292,203.957
2015-09-06,9.396,12.733,5.625,6.517,0.892,197.565,8.87,0.014,206.435
2015-09-07,6.5,9.15,8.172,9.97,1.797,192.348,7.957,0.029,200.304
2015-09-08,4.801,7.115,8.21,10.052,1.842,190.087,6.435,0.0,196.522
2015-09-09,7.863,18.335,5.766,7.917,2.151,188.409,8.045,0.149,196.455
2015-09-10,9.115,25.525,7.333,10.567,3.233,184.696,8.261,0.069,192.957
2015-09-11,7.104,12.892,10.483,14.65,4.167,191.522,15.913,0.222,207.435
2015-09-12,11.532,18.792,10.442,15.208,4.767,193.045,16.136,0.583,209.182
2015-09-13,11.75,17.633,6.283,7.417,1.133,,,0.5,
2015-09-14,6.26,8.233,11.068,14.021,2.952,194.304,12.087,0.506,206.391
2015-09-15,10.573,12.433,9.667,12.2,2.533,194.261,7.435,0.431,201.696
2015-09-16,11.562,14.542,9.987,12.556,2.57,195.652,9.261,0.202,204.913
2015-09-17,9.312,12.133,12.342,16.133,3.792,199.826,9.348,0.125,209.174
2015-09-18,4.5,6.175,7.325,9.092,1.767,190.565,8.652,0.042,199.217
2015-09-19,6.386,7.842,7.642,10.316,2.675,190.522,8.609,0.056,199.13
2015-09-20,5.635,7.908,6.467,7.775,1.308,189.783,8.217,0.014,198.0
2015-09-21,9.292,12.592,6.534,8.183,1.649,190.261,8.348,0.461,198.609
2015-09-22,11.542,14.383,7.008,8.517,1.508,191.522,7.913,0.333,199.435
2015-09-23,14.896,18.508,9.207,11.468,2.261,191.913,8.696,0.698,200.609
2015-09-24,14.206,18.986,8.105,10.757,2.652,192.952,8.524,0.449,201.476
2015-09-25,8.188,10.908,12.9,15.775,2.875,189.087,10.174,0.333,199.261
2015-09-26,4.5,7.025,10.4,13.017,2.617,188.652,9.609,0.43,198.261
2015-09-27,9.74,12.017,7.092,8.892,1.8,189.957,9.522,0.333,199.478
2015-09-28,13.565,16.148,10.205,15.177,4.971,191.174,9.435,0.2,200.609
2015-09-29,6.031,8.583,6.158,9.458,3.3,190.174,7.043,0.014,197.217
2015-09-30,4.802,7.392,6.203,8.625,2.422,190.304,8.174,0.0,198.478
2015-10-01,9.916,15.3,9.417,12.708,3.292,191.696,8.391,0.556,200.087
2015-10-02,8.834,12.967,7.283,9.683,2.4,189.348,5.565,0.0,194.913
2015-10-03,9.104,13.108,9.925,14.192,4.267,191.87,9.304,0.0,201.174
2015-10-04,7.344,10.642,3.767,4.667,0.9,190.435,7.565,0.014,198.0
2015-10-05,7.446,10.238,9.765,13.269,3.504,192.435,9.522,0.0,201.957
2015-10-06,7.958,10.308,10.242,13.867,3.625,191.522,8.696,0.236,200.217
2015-10-07,7.122,8.584,4.876,6.137,1.261,188.625,6.5,0.182,195.125
2015-10-08,6.611,12.125,3.71,5.66,1.95,,,0.125,
2015-10-09,14.838,17.998,14.072,17.334,3.261,194.857,25.857,0.125,220.714
2015-10-10,27.74,34.358,15.508,19.183,3.675,195.0,17.957,0.528,212.957
2015-10-11,22.792,30.308,10.925,13.625,2.7,194.957,16.435,0.319,211.391
2015-10-12,9.5,12.308,6.718,8.758,2.039,192.739,7.174,0.308,199.913
2015-10-13,4.448,5.908,8.275,12.375,4.1,191.783,8.565,0.236,200.348
2015-10-14,5.948,8.883,10.394,14.69,4.297,191.696,7.174,0.0,198.87
2015-10-15,7.062,8.75,11.325,15.65,4.325,193.565,9.261,0.0,202.826
2015-10-16,10.625,13.933,14.517,19.791,5.275,192.522,11.261,0.306,203.783
2015-10-17,17.188,21.117,11.733,14.8,3.067,191.087,9.609,0.528,200.696
2015-10-18,24.24,30.3,11.417,14.167,2.75,193.174,11.13,0.431,204.304
2015-10-19,18.536,23.727,8.747,11.422,2.674,191.174,9.522,0.284,200.696
2015-10-20,13.0,17.701,8.875,12.183,3.308,191.565,8.652,0.111,200.217
2015-10-21,10.408,14.55,7.084,9.749,2.665,192.261,5.217,0.306,197.478
2015-10-22,11.267,15.164,9.342,11.994,2.652,190.095,7.905,0.127,198.0
2015-10-23,10.216,13.802,10.268,13.535,3.267,190.957,8.391,0.355,199.348
2015-10-24,22.24,25.903,9.508,13.267,3.758,193.13,10.0,0.292,203.13
2015-10-25,10.166,14.437,1.883,2.983,1.1,191.174,4.913,0.0,196.087
2015-10-26,9.344,12.486,8.999,12.038,3.038,191.217,6.261,0.0,197.478
2015-10-27,15.837,20.837,19.875,27.509,7.633,193.652,13.174,0.694,206.826
2015-10-28,14.74,21.792,10.346,14.324,3.977,191.87,9.826,0.069,201.696
2015-10-29,9.302,12.937,9.625,13.283,3.659,191.696,7.348,0.194,199.043
2015-10-30,6.802,8.715,8.741,13.05,4.308,192.348,6.609,0.028,198.957
2015-10-31,11.688,14.188,10.075,12.958,2.883,193.304,7.522,0.0,200.826
2015-11-01,10.25,12.799,10.2,13.117,2.917,193.391,8.174,0.042,201.565
2015-11-02,11.344,15.104,12.595,16.283,3.688,194.174,9.13,0.217,203.304
2015-11-03,7.021,10.306,12.217,16.275,4.058,193.043,10.261,0.292,203.304
2015-11-04,10.067,13.498,17.302,27.731,10.429,193.652,12.696,0.712,206.348
2015-11-05,14.698,20.722,20.383,35.075,14.692,196.304,21.435,0.833,217.739
2015-11-06,14.986,19.187,19.579,27.763,8.183,192.957,16.391,1.005,209.348
2015-11-07,20.905,26.743,13.725,17.625,3.9,193.043,9.13,0.764,202.174
2015-11-08,14.073,18.979,12.35,16.083,3.733,194.0,12.87,0.514,206.87
2015-11-09,9.437,15.222,13.835,25.751,11.916,195.773,15.909,0.159,211.682
2015-11-10,2.677,5.201,6.383,9.033,2.65,190.783,6.261,0.014,197.043
2015-11-11,3.146,6.09,6.912,8.992,2.08,191.043,6.696,0.139,197.739
2015-11-12,4.979,7.215,13.875,18.617,4.742,191.957,8.957,0.5,200.913
2015-11-13,6.25,8.452,13.233,17.7,4.467,192.0,9.304,0.431,201.304
2015-11-14,5.333,9.729,12.6,17.45,4.85,192.391,12.304,0.111,204.696
2015-11-15,3.646,7.611,10.958,14.192,3.233,191.826,13.522,0.0,205.348
2015-11-16,4.767,8.026,8.893,12.452,3.558,188.913,6.739,0.374,195.652
2015-11-17,13.25,21.014,23.025,40.275,17.25,193.913,19.0,0.736,212.913
2015-11-18,8.405,13.158,12.537,19.192,6.654,193.739,9.435,0.29,203.174
2015-11-19,7.6,10.577,10.443,14.321,3.878,192.462,5.385,0.211,197.846
2015-11-20,8.781,12.396,15.033,20.758,5.725,192.941,10.059,0.236,203.0
2015-11-21,7.531,9.812,10.55,20.033,9.483,195.522,10.478,0.305,206.0
2015-11-22,8.646,10.456,7.083,9.183,2.1,193.87,7.087,0.458,200.957
2015-11-23,5.302,8.167,5.886,7.14,1.255,192.696,6.087,0.0,198.783
2015-11-24,3.208,5.743,8.967,13.25,4.283,192.609,7.087,0.014,199.696
2015-11-25,4.323,7.625,8.83,11.617,2.787,191.435,4.478,0.044,195.913
2015-11-26,3.076,6.526,13.942,18.183,4.242,193.13,9.739,0.222,202.87
2015-11-27,3.375,7.229,11.408,18.317,6.908,193.217,8.0,0.417,201.217
2015-11-28,4.584,7.875,9.225,11.692,2.467,191.957,6.304,0.278,198.261
2015-11-29,5.25,8.028,12.067,15.809,3.742,194.652,8.478,0.32,203.13
2015-11-30,11.084,14.479,21.603,41.62,20.018,199.174,15.087,0.441,214.261
2015-12-01,5.75,7.965,8.908,12.05,3.142,193.13,6.0,0.306,199.13
2015-12-02,8.312,11.903,19.322,31.728,12.406,196.87,11.435,0.452,208.304
2015-12-03,9.75,14.375,12.292,20.175,7.883,195.435,9.217,0.347,204.652
2015-12-04,1.218,4.174,9.025,12.092,3.067,194.0,4.957,0.097,198.957
2015-12-05,1.917,4.16,11.267,15.2,3.933,190.783,5.217,0.014,196.0
2015-12-06,4.687,7.764,4.525,6.008,1.483,192.304,4.565,0.028,196.87
2015-12-07,4.59,6.744,13.025,18.368,5.343,194.174,8.261,0.145,202.435
2015-12-08,5.573,8.521,16.65,27.583,10.933,195.261,10.826,0.319,206.087
2015-12-09,7.156,9.708,22.204,42.705,20.501,197.739,14.913,0.481,212.652
2015-12-10,9.892,12.205,21.438,32.15,10.712,196.0,14.636,0.423,210.636
2015-12-11,4.344,6.514,9.483,11.75,2.267,190.957,6.739,0.0,197.696
2015-12-12,10.188,12.924,16.008,22.4,6.392,196.739,11.174,0.472,207.913
2015-12-13,13.552,16.014,10.716,13.242,2.525,197.261,10.217,0.375,207.478
