date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean
2011-01-01,9.653,13.708,4.055,,3.292,9.174,2.333
2011-01-02,15.68,26.625,10.945,,3.542,11.486,2.958
2011-01-03,12.306,20.653,8.347,,4.84,8.882,1.833
2011-01-04,14.764,24.181,9.417,,4.396,12.174,2.261
2011-01-05,13.861,27.333,13.472,,4.198,12.208,3.167
2011-01-06,11.072,20.58,9.507,,3.677,12.674,5.958
2011-01-07,21.347,39.306,17.958,,7.364,13.139,3.5
2011-01-08,15.597,26.125,10.528,,4.99,14.688,3.5
2011-01-09,14.333,23.875,9.542,,5.864,13.757,2.957
2011-01-10,16.819,31.667,14.847,,6.826,11.659,2.625
2011-01-11,14.889,28.403,13.514,,6.698,10.799,2.125
2011-01-12,15.012,25.987,10.976,,5.24,11.375,2.625
2011-01-13,17.305,32.181,14.875,,9.083,18.65,3.083
2011-01-14,15.875,30.375,14.5,,6.875,13.604,2.739
2011-01-15,11.694,21.917,10.222,,6.469,12.764,2.25
2011-01-16,15.264,30.125,14.861,,5.562,14.361,2.917
2011-01-17,18.944,35.972,17.028,,5.656,12.236,4.083
2011-01-18,22.028,42.375,20.347,,5.323,12.354,6.292
2011-01-19,22.056,40.569,18.514,,4.375,12.778,5.478
2011-01-20,16.195,26.25,10.056,,4.042,10.542,3.708
2011-01-21,6.222,8.292,2.069,,2.792,12.917,1.917
2011-01-22,1.417,2.375,0.958,,2.073,12.18,1.625
2011-01-23,17.421,32.188,14.768,,8.031,13.778,2.739
2011-01-24,13.986,24.833,10.847,,5.38,14.822,4.435
2011-01-25,13.111,21.694,8.583,,4.656,16.007,5.042
2011-01-26,16.278,26.917,10.639,,6.594,14.146,3.375
2011-01-27,16.695,29.5,12.806,,6.479,13.528,3.167
2011-01-28,15.639,28.694,13.056,,8.864,13.417,2.792
2011-01-29,16.903,30.431,13.528,,7.823,12.334,3.174
2011-01-30,13.472,28.167,14.694,,3.906,11.625,4.958
2011-01-31,10.805,17.111,6.305,,4.167,12.257,4.583
2011-02-01,10.458,14.389,3.93,,4.187,8.778,2.417
2011-02-02,14.083,23.972,9.889,,6.573,11.222,3.292
2011-02-03,13.07,22.819,9.75,,5.136,12.132,3.522
2011-02-04,9.916,15.972,6.056,,3.948,13.431,3.417
2011-02-05,9.5,17.069,7.569,,4.334,13.549,3.542
2011-02-06,17.71,29.913,12.203,,3.636,16.944,4.667
2011-02-07,16.847,24.792,7.945,,3.875,19.847,3.792
2011-02-08,11.514,20.486,8.972,,5.229,16.764,5.261
