date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-29,187.052,72.0,59.792,43.0,11.615,9.948,12.114,2.167,12.75,0.0,4.042,13.391,9.4,5.112,1.5,198.666,2.75
2011-01-30,187.646,67.0,54.292,38.0,13.104,13.385,19.281,5.896,11.818,0.0,3.666,15.652,8.1,4.858,1.5,200.75,3.625
2011-01-31,187.323,56.0,43.167,32.0,12.469,14.156,18.781,4.625,8.73,0.0,4.533,13.967,7.6,3.908,-0.1,199.792,3.522
2011-02-01,188.998,71.0,51.667,38.0,11.222,8.916,10.115,1.198,21.938,1.0,5.487,24.112,8.9,5.367,0.0,200.221,3.458
2011-02-02,187.99,54.0,43.375,32.0,8.114,5.875,6.834,0.958,5.208,0.0,3.408,10.033,2.4,0.792,-0.8,196.104,2.174
2011-02-03,188.552,64.0,49.292,35.0,10.615,10.427,13.073,2.646,7.312,0.0,3.508,10.992,5.3,1.796,-2.8,199.167,2.917
2011-02-04,188.174,63.0,46.5,36.0,9.721,8.222,9.691,1.47,15.167,0.0,5.05,19.725,8.3,5.367,1.9,197.895,2.875
2011-02-05,189.521,87.0,64.25,50.0,13.24,12.542,14.385,1.844,39.646,3.0,4.692,40.225,7.0,4.142,1.1,202.76,4.208
2011-02-06,189.17,91.0,84.667,77.0,20.178,19.562,26.39,6.829,57.334,9.0,3.7,72.283,7.7,5.792,4.1,209.348,5.0
2011-02-07,188.344,92.0,75.25,47.0,18.427,18.518,28.287,9.768,13.938,21.0,4.2,22.908,10.0,7.425,4.8,206.771,4.739
2011-02-08,187.326,66.0,46.0,39.0,7.901,6.398,7.666,1.269,4.729,0.0,3.468,10.929,4.6,2.283,-0.5,195.227,2.167
2011-02-09,188.313,59.0,46.417,35.0,8.958,7.677,9.271,1.594,6.729,0.0,3.267,10.567,5.7,3.021,0.0,197.27,2.5
2011-02-10,187.594,70.0,56.75,45.0,12.75,13.573,19.25,5.677,12.792,0.0,4.058,14.717,7.2,3.812,-1.0,200.344,3.5
2011-02-11,186.838,71.0,48.5,33.0,11.087,9.884,12.44,2.556,7.23,0.0,4.008,11.283,8.3,4.896,0.5,197.926,2.792
2011-02-12,187.594,67.0,47.375,27.0,11.292,9.708,11.188,1.479,7.438,0.0,3.167,12.075,9.8,4.596,0.8,198.885,3.0
2011-02-13,188.427,88.0,72.333,51.0,16.75,20.427,25.323,4.896,21.521,7.0,2.573,26.324,5.3,4.438,3.4,205.177,4.417
2011-02-14,188.438,90.0,88.25,86.0,22.271,21.208,35.99,14.781,16.125,16.0,2.666,26.625,6.8,5.854,4.9,210.708,5.13
2011-02-15,187.945,91.0,83.208,63.0,20.07,20.0,29.948,9.948,13.458,9.0,3.192,23.959,8.4,6.696,4.7,208.016,4.913
2011-02-16,186.104,70.0,57.875,44.0,11.146,9.927,12.344,2.416,11.875,0.0,4.317,15.975,10.1,5.55,3.2,197.25,2.75
2011-02-17,186.448,64.0,48.292,33.0,8.292,7.865,9.177,1.312,8.834,0.0,3.359,13.65,5.8,4.033,1.8,194.74,2.333
2011-02-18,189.303,88.0,60.667,40.0,9.555,7.554,8.848,1.294,11.104,0.0,2.8,13.425,5.0,1.679,-0.5,198.859,2.583
2011-02-19,188.656,87.0,57.0,33.0,9.625,8.573,10.427,1.854,9.834,3.0,3.127,12.625,6.9,2.258,-3.2,198.281,2.792
2011-02-20,187.382,78.0,60.333,44.0,13.457,14.897,19.433,4.536,15.105,0.0,4.471,15.608,8.0,3.783,-0.9,200.84,3.25
2011-02-21,186.604,86.0,67.167,55.0,18.448,22.408,31.738,9.33,20.771,2.0,5.042,23.325,8.4,5.346,1.9,205.052,4.348
2011-02-22,186.08,88.0,81.75,75.0,17.846,20.094,25.264,5.17,37.522,5.0,3.946,47.006,7.3,5.908,4.4,203.926,3.636
2011-02-23,187.438,92.0,78.417,54.0,20.792,20.56,31.042,10.481,23.708,24.0,4.825,36.225,13.6,9.029,5.9,208.229,4.333
2011-02-24,189.771,77.0,61.958,41.0,16.688,15.719,19.552,3.833,37.875,0.0,5.75,39.9,10.6,7.567,4.4,206.458,4.625
2011-02-25,187.474,89.0,74.333,60.0,15.168,15.165,17.71,2.545,32.729,7.0,4.992,37.692,10.1,7.812,5.9,202.642,3.75
2011-02-26,186.906,73.0,57.792,42.0,9.302,7.792,8.677,0.886,8.521,0.0,3.233,13.092,7.3,5.462,1.5,196.208,2.875
2011-02-27,188.729,75.0,58.875,38.0,13.354,13.927,18.354,4.428,14.438,0.0,3.293,16.408,8.4,3.729,-0.6,202.083,3.583
2011-02-28,188.698,87.0,66.292,47.0,13.396,13.302,18.917,5.614,14.413,10.0,3.045,16.9,6.9,3.117,-0.6,202.094,3.348
2011-03-01,186.419,89.0,80.917,71.0,23.645,22.692,37.832,15.14,29.312,0.0,4.608,39.667,10.1,7.221,3.3,210.064,4.708
2011-03-02,185.406,89.0,82.917,70.0,24.479,23.771,39.5,15.729,26.27,2.0,6.005,43.633,12.9,9.996,7.8,209.886,4.583
2011-03-03,187.352,86.0,62.0,43.0,11.693,10.011,10.946,0.935,14.958,0.0,3.817,20.542,12.1,9.608,7.6,199.046,3.375
2011-03-04,189.021,88.0,77.375,60.0,11.49,8.708,9.167,0.458,20.125,7.0,2.417,26.567,7.8,6.508,5.8,200.51,3.208
2011-03-05,188.886,92.0,85.792,74.0,21.773,20.208,29.258,9.05,13.625,11.0,4.434,22.858,11.2,8.8,6.0,210.658,4.542
2011-03-06,189.719,92.0,71.625,55.0,22.562,16.239,27.646,11.406,15.896,7.0,5.533,27.075,17.8,12.85,8.9,212.281,4.826
2011-03-07,192.078,80.0,63.333,54.0,18.319,16.369,19.314,2.946,36.708,0.0,4.661,44.834,11.1,9.808,7.3,210.397,5.208
2011-03-08,192.021,84.0,74.833,64.0,21.312,16.906,23.0,6.094,39.75,1.0,3.908,44.442,10.1,8.029,5.0,213.333,5.125
2011-03-09,190.02,89.0,84.583,79.0,17.198,15.625,17.167,1.542,20.062,14.0,2.559,26.946,7.8,6.529,5.6,207.218,4.958
2011-03-10,188.162,88.0,68.75,51.0,14.802,11.359,13.717,2.359,17.25,0.0,2.725,22.75,11.1,7.675,5.0,202.964,4.083
2011-03-11,187.99,81.0,55.375,34.0,11.969,8.75,9.552,0.802,20.542,0.0,5.962,26.858,11.4,6.171,1.8,199.958,3.125
2011-03-12,187.875,68.0,55.417,43.0,9.708,6.979,7.792,0.812,10.816,0.0,3.355,14.508,7.1,4.317,2.3,197.583,2.125
2011-03-13,187.76,66.0,50.292,31.0,11.323,11.844,13.594,1.75,11.166,0.0,4.25,14.975,8.9,4.838,1.9,199.084,2.522
2011-03-14,187.425,73.0,48.083,24.0,14.826,16.51,20.396,3.886,14.875,0.0,5.705,20.004,11.6,6.388,1.0,202.251,2.833
2011-03-15,188.948,71.0,49.458,33.0,12.0,10.958,11.792,0.834,28.73,0.0,6.05,37.258,13.9,9.671,4.1,200.948,3.208
2011-03-16,188.364,87.0,66.958,52.0,15.195,18.26,20.917,2.656,23.0,1.0,4.095,27.598,7.8,5.912,2.7,203.559,3.167
2011-03-17,186.454,89.0,79.125,60.0,22.908,22.511,26.25,3.739,23.729,2.0,5.783,42.442,17.4,11.767,7.8,209.361,4.458
2011-03-18,189.572,91.0,83.917,75.0,22.352,20.796,24.256,3.46,28.312,3.0,4.542,42.342,13.6,12.033,10.0,211.924,4.875
2011-03-19,187.729,87.0,60.167,41.0,13.021,11.268,12.275,1.008,8.833,0.0,4.855,14.675,11.6,9.108,5.4,200.75,2.833
2011-03-20,188.894,79.0,59.917,37.0,16.535,13.75,16.969,3.219,15.375,0.0,5.248,21.878,12.9,7.829,3.1,205.429,3.217
2011-03-21,188.771,71.0,55.792,35.0,16.542,15.073,17.5,2.427,13.625,0.0,4.342,18.917,12.7,7.575,3.1,205.312,3.125
2011-03-22,187.13,72.0,49.833,31.0,18.3,18.935,22.763,3.828,14.417,0.0,5.872,20.808,16.4,10.308,2.8,205.43,3.167
2011-03-23,188.292,92.0,84.583,52.0,21.156,19.438,21.552,2.114,16.542,35.0,3.525,26.958,13.7,9.05,7.6,209.448,3.125
2011-03-24,189.102,72.0,56.583,44.0,12.578,6.608,7.185,0.576,24.714,0.0,4.579,29.667,12.8,10.188,8.4,201.68,3.833
2011-03-25,190.653,57.0,41.917,33.0,11.302,6.719,7.135,0.417,10.438,0.0,4.217,16.908,10.7,8.179,5.0,201.917,2.208
2011-03-26,190.25,85.0,57.0,33.0,12.533,9.875,10.854,0.979,11.917,3.0,3.356,17.641,11.0,6.638,2.9,203.1,2.458
2011-03-27,190.885,74.0,49.375,26.0,17.344,16.625,20.104,3.479,23.229,0.0,5.756,28.722,16.6,9.283,1.9,208.229,3.652
2011-03-28,189.083,61.0,45.833,31.0,14.104,12.229,13.344,1.115,25.826,0.0,6.117,35.483,17.7,12.883,6.0,203.188,3.0
2011-03-29,189.624,69.0,50.625,27.0,17.739,17.584,20.24,2.656,20.73,0.0,5.569,28.351,15.1,10.171,4.2,207.362,3.333
2011-03-30,187.386,71.0,52.833,38.0,18.094,17.729,23.51,5.781,17.521,0.0,6.325,26.542,19.6,14.042,7.0,205.479,2.583
2011-03-31,186.32,89.0,52.667,25.0,13.346,8.967,9.587,0.62,11.292,20.0,4.125,20.508,18.7,11.842,4.8,199.666,2.083
2011-04-01,186.198,69.0,53.042,31.0,18.542,24.542,29.083,4.542,,0.0,7.392,37.875,18.0,11.917,5.8,204.74,4.739
2011-04-02,185.675,63.0,46.958,20.0,14.473,16.118,17.971,1.852,,0.0,6.583,32.967,18.5,13.358,8.2,200.148,3.542
2011-04-03,185.698,63.0,50.458,39.0,7.24,5.677,6.167,0.49,,0.0,3.367,15.458,11.5,9.054,7.0,192.938,2.167
2011-04-04,186.516,61.0,40.917,21.0,10.16,8.837,10.385,1.548,,0.0,3.535,11.967,14.7,9.033,3.0,196.676,2.458
2011-04-05,187.312,59.0,44.75,32.0,12.864,15.051,17.125,2.074,,0.0,4.825,16.975,14.3,8.592,2.3,200.177,2.913
2011-04-06,185.916,64.0,50.375,31.0,15.458,18.25,21.781,3.531,,0.0,6.2,20.933,18.0,12.071,4.8,201.375,3.042
2011-04-07,184.548,64.0,50.542,38.0,15.626,16.598,20.466,3.869,,0.0,7.113,19.344,19.6,15.804,10.7,200.173,2.304
2011-04-08,184.346,88.0,68.917,55.0,18.763,24.938,28.031,3.094,,0.0,6.684,25.399,16.9,14.975,12.9,203.11,2.875
2011-04-09,185.863,91.0,69.958,41.0,18.313,19.101,22.386,3.285,,3.0,6.433,35.812,20.1,15.104,12.4,204.176,3.417
2011-04-10,187.656,75.0,43.417,14.0,16.354,12.844,14.083,1.24,,0.0,6.617,26.408,20.5,13.95,7.4,204.01,3.375
2011-04-11,187.427,68.0,44.583,16.0,13.677,12.302,13.604,1.302,,0.0,7.475,31.252,19.8,13.696,8.4,201.104,3.167
2011-04-12,187.094,68.0,45.417,18.0,13.177,14.062,16.104,2.042,,0.0,5.808,23.433,16.1,10.629,4.6,200.271,3.13
2011-04-13,186.864,66.0,41.25,12.0,13.281,12.813,14.562,1.75,,0.0,6.392,22.025,20.7,14.238,6.7,200.146,3.042
2011-04-14,187.146,56.0,41.208,27.0,16.427,16.896,18.896,2.0,,0.0,8.975,37.883,19.7,14.271,8.3,203.573,4.0
2011-04-15,187.479,82.0,67.083,56.0,24.469,31.375,36.313,4.938,,0.0,8.683,49.564,15.2,13.054,10.9,211.948,4.958
2011-04-16,188.697,84.0,66.583,53.0,23.578,20.491,34.366,13.875,,0.0,7.267,57.508,17.7,13.412,10.1,212.275,5.167
2011-04-17,187.188,75.0,56.333,41.0,12.125,9.594,10.417,0.823,,0.0,4.967,19.933,14.1,10.812,6.0,199.313,2.5
2011-04-18,186.612,86.0,63.583,37.0,16.864,19.727,24.265,4.538,,12.0,5.59,25.375,15.3,11.662,9.4,203.476,3.167
2011-04-19,187.312,65.0,55.167,44.0,9.01,6.113,6.794,0.682,,1.0,4.117,11.3,14.2,11.012,9.2,196.323,2.304
2011-04-20,186.704,67.0,52.917,36.0,10.703,9.693,10.938,1.245,,0.0,4.494,10.615,16.2,11.679,8.4,197.406,2.333
2011-04-21,187.645,73.0,58.083,38.0,20.275,18.734,24.01,5.276,,0.0,5.572,24.235,18.7,13.162,6.5,207.92,3.318
2011-04-22,187.182,87.0,74.167,65.0,24.996,27.698,33.646,5.948,,0.0,7.551,42.781,15.1,13.442,12.0,212.178,3.375
2011-04-23,185.415,91.0,75.958,52.0,16.113,16.862,20.349,3.487,,13.0,5.033,35.708,17.1,13.671,11.7,201.528,3.083
2011-04-24,187.271,57.0,44.083,30.0,9.156,5.823,6.26,0.437,,0.0,5.567,24.867,17.5,14.508,11.9,196.427,2.667
2011-04-25,187.427,55.0,36.917,18.0,9.917,8.479,9.229,0.75,,0.0,6.549,23.896,19.1,15.533,11.6,197.344,2.792
2011-04-26,186.792,60.0,43.875,29.0,17.802,21.865,24.802,2.937,,0.0,8.041,24.542,22.4,16.408,9.9,204.594,3.4
2011-04-27,184.406,87.0,65.417,41.0,15.906,17.458,20.708,3.25,,6.0,6.633,31.533,24.3,17.267,12.0,200.312,2.708
2011-04-28,186.666,87.0,54.542,34.0,11.0,7.906,8.636,0.729,,0.0,4.508,22.242,17.0,14.329,12.0,197.667,2.739
2011-04-29,188.114,70.0,48.375,30.0,13.74,13.031,14.427,1.396,,0.0,5.267,17.108,20.7,15.133,8.9,201.854,3.083
2011-04-30,187.317,76.0,55.542,37.0,18.96,18.662,21.525,2.863,,0.0,8.117,32.133,21.3,16.454,11.0,206.277,3.875
2011-05-01,184.584,90.0,59.125,22.0,13.449,13.024,14.567,1.544,,3.0,6.583,50.109,24.3,18.771,14.9,198.032,2.727
2011-05-02,188.083,60.0,45.583,28.0,16.052,15.314,18.364,3.051,,0.0,7.042,107.042,22.9,16.85,10.7,204.135,3.455
2011-05-03,188.198,84.0,70.083,58.0,18.208,20.386,25.125,4.74,,1.0,6.459,95.533,17.5,14.708,12.4,206.406,3.875
2011-05-04,187.208,87.0,62.375,31.0,17.313,15.948,18.968,3.021,,0.0,6.767,66.708,22.8,16.262,9.7,204.521,3.667
2011-05-05,187.625,68.0,58.292,44.0,15.854,15.386,16.74,1.354,,0.0,7.725,42.292,20.8,16.512,13.2,203.479,3.522
2011-05-06,186.504,76.0,61.208,40.0,15.449,15.991,18.75,2.758,,0.0,6.631,35.545,22.2,17.433,11.6,201.953,2.875
2011-05-07,183.801,83.0,68.292,50.0,13.91,15.107,17.749,2.642,,0.0,6.625,20.933,24.2,19.479,15.8,197.71,2.25
2011-05-08,183.375,84.0,66.917,46.0,16.448,14.917,17.062,2.146,,0.0,6.417,27.025,27.8,21.567,17.4,199.823,2.458
2011-05-09,186.865,80.0,63.208,46.0,57.927,22.208,27.021,4.812,,0.0,9.905,44.847,26.2,21.0,15.7,244.792,3.708
2011-05-10,178.844,91.0,81.542,63.0,24.177,18.49,26.656,8.167,,28.0,8.133,48.754,26.4,22.296,20.0,203.021,2.696
2011-05-11,175.104,92.0,85.833,72.0,44.99,13.292,21.208,7.916,,7.0,4.483,23.092,23.9,21.917,20.5,220.094,2.0
2011-05-12,178.834,93.0,85.333,67.0,24.24,22.886,37.188,14.302,,18.0,5.175,36.425,22.9,20.396,18.6,203.073,2.826
2011-05-13,186.281,76.0,47.542,32.0,11.771,7.302,8.083,0.781,,0.0,6.909,41.783,21.5,19.796,18.3,198.052,2.375
2011-05-14,187.243,44.0,31.25,22.0,11.316,6.748,7.39,0.642,,0.0,6.85,30.933,24.8,20.896,17.1,198.559,2.458
2011-05-15,188.042,54.0,39.042,25.0,16.188,11.344,12.188,0.844,,0.0,8.083,31.542,23.2,19.096,13.6,204.229,3.208
2011-05-16,187.328,61.0,46.625,33.0,19.624,17.179,19.05,1.87,,0.0,9.966,37.2,24.2,19.783,14.9,206.951,3.083
2011-05-17,187.365,67.0,52.292,21.0,17.084,15.394,17.137,1.743,,0.0,8.675,40.15,25.6,19.704,15.1,204.448,2.875
2011-05-18,188.448,68.0,50.333,23.0,17.927,17.698,19.99,2.292,,0.0,7.883,33.108,25.5,19.067,12.4,206.375,3.375
2011-05-19,188.228,67.0,52.167,29.0,18.19,16.861,18.706,1.846,,0.0,8.724,35.583,25.6,19.796,14.3,206.418,3.5
2011-05-20,186.684,73.0,56.875,41.0,18.604,16.729,19.146,2.417,,0.0,8.523,36.836,25.8,20.942,14.9,205.287,2.75
2011-05-21,184.433,75.0,66.5,55.0,21.667,22.633,28.752,6.119,,0.0,9.625,40.15,26.8,22.325,18.8,206.1,2.5
2011-05-22,183.344,84.0,75.417,61.0,16.136,12.667,15.521,2.854,,0.0,5.625,20.767,25.6,20.817,18.7,199.479,2.042
2011-05-23,186.75,91.0,84.292,71.0,12.604,6.761,7.406,0.646,,30.0,2.582,11.099,18.8,14.554,12.9,199.354,2.042
2011-05-24,186.902,92.0,78.667,58.0,15.324,9.073,10.406,1.333,,19.0,3.158,12.269,20.7,16.608,13.2,202.227,2.435
2011-05-25,188.614,88.0,72.375,56.0,19.062,16.479,20.625,4.146,,0.0,6.242,26.742,22.5,18.696,14.2,207.677,3.125
2011-05-26,187.833,88.0,81.208,69.0,17.073,17.375,21.396,4.021,,13.0,5.017,32.775,19.8,17.667,16.5,204.906,2.652
2011-05-27,187.302,90.0,84.333,73.0,14.24,14.354,15.688,1.333,,1.0,3.817,26.033,20.2,17.512,16.2,201.542,2.125
2011-05-28,187.663,92.0,90.333,87.0,20.401,15.846,17.97,2.124,,25.0,2.958,27.425,18.2,17.225,16.7,208.064,3.042
2011-05-29,186.792,94.0,92.25,87.0,21.617,11.531,13.688,2.156,,187.0,3.058,11.383,18.0,17.038,15.7,208.408,2.667
2011-05-30,185.458,86.0,66.833,51.0,13.354,7.886,8.885,1.0,,7.0,5.019,14.683,22.6,18.6,15.2,198.812,1.875
2011-05-31,186.538,85.0,71.125,58.0,15.077,14.076,17.99,3.914,,0.0,5.383,15.083,21.0,18.171,14.0,201.615,2.833
2011-06-01,185.379,82.0,73.583,58.0,16.014,22.214,26.38,4.167,,0.0,8.708,35.775,23.5,19.767,17.2,201.393,3.348
2011-06-02,185.292,86.0,75.042,59.0,17.264,21.542,27.219,5.677,,0.0,8.575,48.85,23.8,20.296,17.6,202.556,3.13
2011-06-03,186.33,84.0,74.958,59.0,25.403,21.231,28.088,6.857,,0.0,9.719,58.542,24.2,20.517,17.4,211.733,3.667
2011-06-04,184.471,85.0,67.542,47.0,21.842,16.953,20.081,3.128,,0.0,8.567,47.467,26.5,21.925,16.9,206.312,3.542
2011-06-05,183.236,83.0,73.417,58.0,18.042,15.666,18.104,2.437,,0.0,7.167,42.467,24.8,20.675,17.8,201.278,2.5
2011-06-06,183.091,88.0,64.708,37.0,18.202,19.052,24.104,5.052,,0.0,7.74,35.721,27.0,22.071,16.4,201.293,2.958
2011-06-07,183.615,90.0,75.917,59.0,16.75,19.821,21.73,1.908,,2.0,7.943,44.253,22.6,20.142,18.0,200.364,3.043
2011-06-08,182.198,92.0,85.083,73.0,15.417,14.927,16.333,1.406,,10.0,5.022,37.567,22.4,19.9,18.0,197.615,3.0
2011-06-09,181.886,93.0,75.875,62.0,15.698,13.177,16.104,2.927,,0.0,6.125,35.558,26.2,22.329,18.2,197.584,3.0
2011-06-10,182.198,93.0,85.0,76.0,18.302,20.844,26.302,5.458,,19.0,5.925,46.892,23.6,21.112,19.6,200.5,3.333
2011-06-11,181.167,94.0,88.875,77.0,16.08,16.53,19.208,2.678,,39.0,4.167,19.425,24.5,21.35,20.1,197.247,2.792
2011-06-12,180.969,93.0,90.917,85.0,14.094,14.854,17.854,3.0,,44.0,4.391,25.008,22.4,20.5,19.0,195.062,2.833
2011-06-13,181.291,93.0,76.542,53.0,14.85,12.027,14.577,2.55,,0.0,5.867,24.058,26.3,21.712,18.3,196.14,2.583
2011-06-14,184.636,82.0,65.667,46.0,14.479,13.218,14.583,1.365,,0.0,6.242,42.117,25.5,22.333,19.7,199.114,3.522
2011-06-15,186.382,79.0,71.583,60.0,19.502,23.515,28.906,5.39,,0.0,9.123,48.171,24.0,21.475,18.9,205.884,3.917
2011-06-16,184.365,93.0,90.667,85.0,13.771,13.073,14.114,1.042,,45.0,3.65,28.608,19.6,18.725,18.0,198.136,3.043
2011-06-17,184.192,93.0,85.583,73.0,16.5,12.799,14.225,1.426,,3.0,5.067,27.825,23.3,20.708,18.6,200.692,3.333
2011-06-18,185.964,93.0,88.125,77.0,21.909,20.434,25.179,4.745,,9.0,6.383,48.7,22.5,20.683,20.0,207.874,4.417
2011-06-19,183.729,92.0,84.875,73.0,15.531,12.302,13.323,1.021,,2.0,4.525,34.242,23.4,20.671,18.9,199.26,2.917
2011-06-20,183.364,94.0,89.333,75.0,20.969,18.542,22.156,3.614,,35.0,4.786,31.212,23.7,21.196,19.6,204.334,3.522
2011-06-21,180.708,94.0,78.167,55.0,20.688,19.886,27.99,8.104,,12.0,7.625,33.692,30.2,24.767,20.6,201.396,2.833
2011-06-22,177.962,87.0,75.833,67.0,17.727,15.614,22.542,6.927,,0.0,8.775,30.226,28.8,25.762,23.0,195.688,2.5
2011-06-23,177.031,88.0,72.875,55.0,19.531,15.968,25.0,9.032,,0.0,9.117,35.075,32.0,27.088,23.3,196.562,2.304
2011-06-24,175.333,87.0,68.333,47.0,16.188,12.656,20.823,8.166,,0.0,9.636,30.367,32.8,28.117,22.9,191.521,1.875
2011-06-25,175.125,91.0,71.083,49.0,11.705,8.352,12.271,3.918,,11.0,7.608,25.783,32.3,27.792,23.6,186.83,1.167
2011-06-26,176.178,93.0,78.667,46.0,14.038,8.891,13.336,4.446,,42.0,5.125,17.683,31.6,26.596,23.6,190.216,1.5
2011-06-27,176.396,90.0,75.958,57.0,14.24,9.719,13.458,3.74,,6.0,4.996,18.817,29.5,26.762,25.0,190.636,2.087
2011-06-28,177.177,88.0,71.5,52.0,15.24,11.52,17.797,6.277,,0.0,8.15,33.892,31.6,27.629,23.8,192.417,1.917
2011-06-29,178.293,84.0,71.625,56.0,14.912,11.4,16.037,4.637,,0.0,7.264,33.265,31.6,27.842,24.2,193.204,1.75
2011-06-30,178.146,86.0,67.625,49.0,14.5,14.177,19.427,5.25,,0.0,7.992,31.367,31.8,27.742,24.4,192.646,1.87
2011-07-01,179.25,93.0,80.292,65.0,13.531,11.844,15.302,3.458,,35.0,4.4,52.717,29.0,25.608,23.1,192.781,1.958
2011-07-02,185.569,88.0,72.125,54.0,16.17,12.676,14.898,2.222,,0.0,6.142,66.383,32.0,27.188,23.9,201.738,2.875
2011-07-03,183.823,84.0,79.167,71.0,15.5,11.854,14.302,2.448,,0.0,5.508,52.592,28.9,26.479,25.1,199.323,2.625
2011-07-04,180.156,94.0,75.167,46.0,15.386,11.188,14.792,3.604,,71.0,4.683,30.266,34.1,27.092,23.5,195.542,1.957
2011-07-05,188.656,92.0,63.917,38.0,17.646,13.458,15.281,1.823,,0.0,6.042,29.85,30.9,25.796,20.4,206.302,2.625
2011-07-06,193.364,94.0,78.25,61.0,25.031,23.156,27.219,4.062,,18.0,8.408,53.883,26.0,23.167,20.8,218.396,3.625
