date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-24,6.437,8.110800000000001,1.6740000000000002,1.0664,,191.75,2.625,8.875,200.625
2011-01-25,8.7584,10.750200000000001,1.9916,2.2418,,193.333,3.417,9.75,203.083
2011-01-26,8.541,10.505,1.9637999999999998,1.65,,194.667,3.0,10.75,205.417
2011-01-27,11.5582,13.8834,2.3251999999999997,3.4665999999999997,,195.5,2.812,10.042,205.542
2011-01-28,11.626,14.258199999999999,2.6323999999999996,3.3945999999999996,,195.417,0.333,11.292,206.708
2011-01-29,8.9916,10.3248,1.3332000000000002,1.4752,,194.375,0.0,9.75,204.125
2011-01-30,13.658199999999999,18.6916,5.0332,2.856,,196.958,0.208,14.583,211.542
2011-01-31,13.763,17.278,3.5147999999999997,2.5834,,194.417,0.042,13.542,207.958
2011-02-01,12.6834,17.1,4.4164,2.9479999999999995,,194.208,2.182,17.083,211.292
2011-02-02,7.058400000000001,9.0582,2.0,1.4916,,193.167,1.958,10.417,203.583
2011-02-03,11.4078,14.626,3.2186,2.1332,,195.083,2.625,12.208,207.292
2011-02-04,11.716800000000001,15.000200000000001,3.2832,3.45,,195.25,2.75,11.833,207.083
2011-02-05,12.844400000000002,14.762800000000002,1.9183999999999997,4.0832,,197.542,4.625,14.333,211.875
2011-02-06,20.233600000000003,26.2668,6.0332,2.7168,,196.696,5.739,18.435,215.13
2011-02-07,16.2208,20.1456,3.925,2.1024000000000003,,197.391,4.87,19.174,216.565
2011-02-08,7.4918000000000005,9.3166,1.825,1.5917999999999999,,194.333,2.375,12.292,206.625
2011-02-09,10.1166,12.5584,2.4416,1.8885999999999998,,196.25,3.25,12.583,208.833
2011-02-10,11.0974,13.910000000000002,2.8124,1.9582000000000002,,196.292,3.708,15.417,211.708
2011-02-11,7.941800000000001,9.5248,1.5834,1.527,,188.652,3.333,11.522,200.174
2011-02-12,9.908199999999999,11.533199999999999,1.625,1.9582000000000002,,191.125,4.833,13.667,204.792
2011-02-13,23.6386,31.1762,7.5372,1.6334,,193.458,6.917,23.75,217.208
2011-02-14,20.5166,27.7586,7.2416,1.2082000000000002,,191.125,6.25,19.25,210.375
2011-02-15,16.3872,21.544400000000003,5.1576,1.6001999999999998,,195.478,5.217,19.739,215.217
2011-02-16,11.125,14.15,3.025,1.1918,,192.208,3.792,14.792,207.0
2011-02-17,10.318200000000001,13.631799999999998,3.3134,1.884,,192.208,3.958,14.292,206.5
2011-02-18,8.1584,10.125,1.9666000000000001,1.4834,,194.833,4.292,12.542,207.375
2011-02-19,7.8834,9.1502,1.2668,1.2349999999999999,,190.13,4.875,11.652,201.783
2011-02-20,13.404399999999999,16.7306,3.3260000000000005,1.6583999999999999,,190.5,6.667,23.417,213.917
2011-02-21,17.9918,23.1584,5.1668,3.1184000000000003,,189.667,6.417,22.458,212.125
2011-02-22,20.1834,22.9918,2.8085999999999998,2.6666,,188.958,7.083,17.875,206.833
2011-02-23,16.1666,21.35,5.183400000000001,1.4664,,194.826,7.208,19.783,214.609
2011-02-24,13.2166,14.900200000000002,1.6834,2.9916,,196.542,5.087,17.708,214.25
2011-02-25,14.4722,16.901999999999997,2.4298,1.5916000000000001,,194.708,5.458,19.75,214.458
2011-02-26,7.4666,8.5168,1.0498,0.9414,,193.833,4.5,25.167,219.0
2011-02-27,10.880799999999999,13.472199999999997,2.5916,1.0336,,191.522,5.25,29.174,220.696
2011-02-28,14.925,17.9584,3.0334,1.15,,192.542,5.708,14.958,207.5
2011-03-01,21.587200000000003,27.9938,6.4064000000000005,1.775,,189.783,7.875,27.87,217.652
2011-03-02,21.9832,29.166800000000002,7.183400000000001,1.9764,,192.783,7.833,20.652,213.435
2011-03-03,8.9582,10.175,1.2164,1.2916,,193.875,6.708,13.0,206.875
2011-03-04,13.025,14.45,1.425,1.175,,197.167,4.609,15.667,212.833
2011-03-05,22.1418,31.2332,9.0916,1.6666,,197.417,6.208,24.167,221.583
2011-03-06,22.6484,33.358,10.7092,2.2502,,197.174,6.417,23.261,220.435
2011-03-07,13.3834,15.3584,1.975,2.5666,,199.917,6.375,16.125,216.042
2011-03-08,13.7536,15.790600000000001,2.037,2.3204000000000002,,199.292,7.417,16.167,215.458
2011-03-09,13.1,14.758199999999999,1.6583999999999999,1.1918,,197.917,7.375,15.458,213.375
2011-03-10,7.058400000000001,8.0502,0.9916,0.7798,,190.087,5.667,12.609,202.696
2011-03-11,7.3316,8.0658,0.7342,2.4918,,191.125,6.125,12.75,203.875
2011-03-12,7.837999999999999,9.0882,1.25,1.6212,,191.917,5.958,12.042,203.958
2011-03-13,11.9334,13.6998,1.7668,2.175,,193.042,6.792,15.458,208.5
2011-03-14,15.8154,18.6692,2.8536,3.2620000000000005,,192.739,4.391,17.13,209.87
2011-03-15,13.408199999999999,16.200200000000002,2.7918,2.9918,,194.167,4.478,17.083,211.25
2011-03-16,11.164,13.1798,2.0158,1.5584,,192.208,3.333,11.5,203.708
2011-03-17,9.9084,10.875,0.9666,1.5166,,187.333,3.958,13.625,200.958
2011-03-18,14.504399999999999,15.9638,1.4592,1.4891999999999999,,197.0,6.625,19.174,216.174
2011-03-19,8.145199999999999,9.8036,1.6583999999999999,0.7904,,194.833,4.167,14.458,209.292
2011-03-20,9.9895,11.9375,1.948,1.6542000000000001,,195.042,4.292,14.542,209.583
2011-03-21,11.309000000000001,12.774,1.4647999999999999,1.5916000000000001,,196.417,4.875,15.458,211.875
2011-03-22,16.725,19.8168,3.0916,2.9684,,189.609,4.478,18.0,207.609
2011-03-23,17.738,19.936799999999998,2.1988,1.375,,186.208,4.333,18.667,204.875
2011-03-24,5.8888,6.3982,0.5092,1.4666000000000001,,186.333,4.25,12.125,198.458
2011-03-25,5.775,6.183400000000001,0.4084,1.3252000000000002,,189.25,3.292,11.833,201.083
2011-03-26,9.1508,10.5614,1.4103999999999999,1.7271999999999998,,195.13,4.0,12.304,207.435
2011-03-27,11.996799999999999,13.762,1.765,2.1704,,195.792,4.75,16.292,212.083
2011-03-28,10.375,11.558200000000001,1.1832,2.6098,,193.917,4.792,15.792,209.708
2011-03-29,12.0584,13.7834,1.725,1.7166000000000001,,195.042,4.833,16.542,211.583
2011-03-30,10.133199999999999,12.041599999999999,1.9085999999999999,1.341,,187.826,4.542,16.652,204.478
2011-03-31,5.5864,6.042,0.45599999999999996,0.725,,184.542,2.913,13.833,198.375
2011-04-01,16.6864,18.44,1.7530000000000001,2.925,,188.875,4.364,31.208,220.083
2011-04-02,11.8776,13.1274,1.2502,2.4084,,187.5,3.875,9.917,197.417
2011-04-03,5.1666,5.8082,0.6416,0.9667999999999999,,182.391,2.125,3.739,186.13
2011-04-04,7.5464,8.9504,1.4038,1.0,,183.417,2.25,5.125,188.542
2011-04-05,12.9864,14.49,1.5033999999999998,1.7757999999999998,,184.333,3.083,9.458,193.792
2011-04-06,12.383199999999999,14.0832,1.6998000000000002,2.4334,,183.208,2.958,20.917,204.125
2011-04-07,7.766800000000001,8.9418,1.175,1.0844,,187.565,1.708,9.478,197.043
2011-04-08,5.2501999999999995,5.875,0.625,0.43339999999999995,,184.542,1.625,5.167,189.708
2011-04-09,10.4582,11.9398,1.4816,0.9666,,186.167,2.75,8.833,195.0
2011-04-10,10.0584,10.6416,0.5833999999999999,2.4166,,188.75,2.75,7.0,195.75
2011-04-11,11.873999999999999,13.5494,1.6751999999999998,3.15,,182.478,3.0,8.348,190.826
2011-04-12,9.4068,10.530800000000001,1.124,1.3082,,183.167,2.042,6.458,189.625
2011-04-13,12.908199999999999,14.575,1.6670000000000003,2.4526,,182.583,2.583,12.958,195.542
2011-04-14,13.6046,14.8954,1.2906,3.3248000000000006,,182.375,2.708,9.875,192.25
2011-04-15,20.0678,22.081200000000003,2.0134,4.1688,,189.304,3.75,14.435,203.739
2011-04-16,11.8666,13.8084,1.9418,1.7084,,189.875,3.125,8.875,198.75
2011-04-17,6.7082,7.2334000000000005,0.525,1.084,,188.083,1.875,2.875,190.958
2011-04-18,14.5334,17.3334,2.8002000000000002,1.5,,188.042,3.042,11.625,199.667
2011-04-19,5.825,6.4590000000000005,0.6342,0.6582,,182.826,1.625,4.435,187.261
2011-04-20,8.0832,9.1416,1.0584,0.775,,184.083,1.917,5.25,189.333
2011-04-21,12.2462,14.481799999999998,2.2358000000000002,1.7084,,184.458,2.542,9.042,193.5
2011-04-22,13.484800000000002,16.8076,3.3230000000000004,0.9416,,184.542,2.708,16.667,201.208
2011-04-23,6.1415999999999995,6.816599999999999,0.6752,0.38839999999999997,,190.652,1.833,7.739,198.391
2011-04-24,8.22,8.8234,0.6033999999999999,1.1166,,189.333,2.625,5.875,195.208
2011-04-25,10.966800000000001,12.135200000000001,1.1682000000000001,1.2794,,189.792,2.917,8.333,198.125
2011-04-26,7.341800000000001,8.525,1.1832,2.1668,,188.292,2.167,7.125,195.417
2011-04-27,5.7334000000000005,6.4584,0.725,0.6304000000000001,,178.652,1.625,6.348,185.0
2011-04-28,8.85,9.8166,0.9667999999999999,1.0417999999999998,,181.417,2.458,6.0,187.417
2011-04-29,8.4994,9.091800000000001,0.5922,1.2833999999999999,,183.458,2.208,6.25,189.708
2011-04-30,5.941599999999999,6.6334,0.6916,1.5333999999999999,,183.0,1.667,7.0,190.0
2011-05-01,5.2134,5.6823999999999995,0.469,0.8417999999999999,,183.826,1.708,4.652,188.478
2011-05-02,10.643,11.9252,1.2824,1.8168,,188.652,3.208,9.696,198.348
2011-05-03,10.8084,11.7834,0.975,1.0932,,188.917,3.458,10.5,199.417
2011-05-04,8.341,9.2706,0.9296,1.5586,,187.333,2.958,6.792,194.125
2011-05-05,8.6614,9.24,0.5786,1.2056,,182.13,2.458,6.913,189.043
2011-05-06,8.0166,9.241800000000001,1.225,1.0333999999999999,,181.458,2.333,9.125,190.583
2011-05-07,6.3666,7.3416,0.975,0.7842,,177.125,1.917,6.375,183.5
2011-05-08,8.1,9.175,1.0752,1.2002000000000002,,177.375,2.208,7.625,185.0
2011-05-09,10.8308,12.619,1.7882000000000002,1.4782,,186.435,3.208,11.0,197.435
2011-05-10,15.8426,21.871000000000002,6.0286,1.8085999999999998,,181.875,2.958,15.167,197.042
2011-05-11,14.208400000000001,23.1266,8.9184,1.0168,,179.5,2.875,13.833,193.333
2011-05-12,11.0532,15.0636,4.01,0.4418,,177.667,2.292,11.458,189.125
2011-05-13,7.136799999999999,8.0964,0.9596,0.7293999999999999,,187.652,2.708,6.13,193.783
2011-05-14,7.0902,7.4403999999999995,0.3502,1.1667999999999998,,189.458,2.333,3.583,193.042
2011-05-15,7.4597999999999995,7.9536,0.49380000000000007,1.5468,,191.208,2.0,6.0,197.208
2011-05-16,8.9336,9.7666,0.8333999999999999,1.4667999999999999,,190.125,2.167,8.5,198.625
2011-05-17,10.8252,11.791599999999999,0.9666,1.4914,,181.652,2.5,11.522,193.174
2011-05-18,11.775,13.4332,1.6585999999999999,1.7833999999999999,,182.708,2.792,10.542,193.25
2011-05-19,9.1264,10.3904,1.2637999999999998,1.3584,,182.542,2.565,18.792,201.333
2011-05-20,9.600200000000001,11.3332,1.7334,1.0084,,180.542,2.875,11.542,192.083
2011-05-21,9.589400000000001,11.855599999999999,2.2664,0.8,,184.087,2.5,9.652,193.739
2011-05-22,6.333,7.7224,1.3896000000000002,0.3584,,183.125,1.875,4.75,187.875
2011-05-23,8.899799999999999,10.025,1.125,0.39059999999999995,,186.833,2.25,5.75,192.583
2011-05-24,8.6738,9.947399999999998,1.2736,0.5833999999999999,,186.792,2.417,6.375,193.167
2011-05-25,9.0758,11.2586,2.183,0.9277999999999998,,183.435,2.583,11.304,194.739
2011-05-26,9.6084,10.524799999999999,0.9166000000000001,0.75,,179.542,2.292,8.833,188.375
2011-05-27,10.616800000000001,12.2668,1.65,0.515,,178.792,2.75,8.667,187.458
2011-05-28,16.5084,18.916800000000002,2.4082,0.5082,,182.542,3.792,17.542,200.083
2011-05-29,7.9384,9.1236,1.1852,0.0,,185.826,1.667,6.913,192.739
2011-05-30,4.85,5.6,0.75,0.5332,,184.417,1.042,4.542,188.958
2011-05-31,6.3742,7.8914,1.5173999999999999,0.9464,,185.875,1.5,6.292,192.167
2011-06-01,6.4848,7.247800000000001,0.763,0.5416000000000001,,184.375,1.167,7.042,191.417
2011-06-02,9.991800000000001,13.0666,3.075,0.6736,,180.571,2.522,12.524,193.095
2011-06-03,8.472800000000001,10.3498,1.8768,0.9166000000000001,,179.875,3.208,10.917,190.792
2011-06-04,7.137600000000001,8.1824,1.0448,1.0084,,179.542,2.75,9.625,189.167
2011-06-05,7.9582,8.742,0.7832000000000001,0.7747999999999999,,180.083,2.667,10.125,190.208
2011-06-06,11.2,13.125,1.925,1.6188000000000002,,189.565,3.458,12.304,201.87
2011-06-07,7.725,8.5,0.7748,0.8583999999999999,,187.0,2.417,9.542,196.542
2011-06-08,9.0166,10.0312,1.0144,0.8582000000000001,,184.167,2.5,10.25,194.417
2011-06-09,7.3584000000000005,8.7752,1.4166,0.7318,,185.667,2.125,9.75,195.417
2011-06-10,12.195400000000001,14.258199999999999,2.0628,1.4212,,180.478,2.708,13.217,193.696
2011-06-11,9.7684,11.1018,1.3334,0.5582,,178.708,3.167,16.792,195.5
2011-06-12,11.25,12.317,1.0666,1.0193999999999999,,184.167,3.792,12.542,196.708
2011-06-13,9.251999999999999,10.5592,1.3072,1.425,,179.042,2.542,9.5,188.542
2011-06-14,9.439400000000001,10.2644,0.825,0.8976,,188.409,2.833,11.909,200.318
2011-06-15,10.2666,11.8916,1.625,1.175,,190.0,2.458,11.292,201.292
2011-06-16,10.1834,10.9498,0.7667999999999999,0.7442,,187.167,2.5,10.083,197.25
2011-06-17,10.9586,12.3918,1.4334,1.1418,,188.958,2.708,13.167,202.125
2011-06-18,14.0274,15.830000000000002,1.8028,1.3584,,181.174,2.917,11.913,193.087
2011-06-19,6.7584,7.5498,0.7916000000000001,0.5584,,181.208,2.583,8.667,189.875
2011-06-20,11.483,15.0926,3.6098,0.48319999999999996,,180.625,2.792,14.917,195.542
2011-06-21,10.298,13.505200000000002,3.2074,1.1168,,178.333,2.292,11.875,190.208
2011-06-22,11.7248,17.725,6.0,2.005,,184.522,2.458,13.391,197.913
2011-06-23,8.4162,14.215,5.7984,0.9334,,188.708,2.042,14.708,203.417
2011-06-24,7.8758,13.245,5.3692,0.8661999999999999,,183.417,1.958,12.292,195.708
2011-06-25,5.6084000000000005,10.9666,5.3582,0.775,,180.167,1.417,9.375,189.542
2011-06-26,2.7334,4.0334,1.3,0.244,,170.261,1.0,6.174,176.435
2011-06-27,2.2918,4.0082,1.7166000000000001,0.1002,,169.375,1.0,10.167,179.542
2011-06-28,7.0924000000000005,11.8514,4.759,0.8836,,175.167,1.833,10.292,185.458
2011-06-29,7.5834,10.8168,3.2332,1.7416,,175.417,1.5,9.833,185.25
2011-06-30,10.2818,14.1768,3.8948,1.7164000000000001,,181.652,2.292,11.696,193.348
2011-07-01,9.3142,12.7074,3.393,1.2084,,183.522,2.435,12.565,196.087
2011-07-02,8.8918,10.158199999999999,1.2666,1.203,,186.333,3.5,10.708,197.042
2011-07-03,8.267,9.5668,1.2996,1.725,,187.208,2.708,10.167,197.375
2011-07-04,8.4598,10.8624,2.4024,0.6839999999999999,,182.391,2.708,13.522,195.913
2011-07-05,8.4164,9.175,0.7584000000000001,1.0832000000000002,,181.292,2.667,11.125,192.417
2011-07-06,9.4024,11.4822,2.0798,1.1434000000000002,,182.167,2.667,13.417,195.583
2011-07-07,14.158199999999999,22.2752,8.1166,0.8832000000000001,,183.542,3.667,21.667,205.208
2011-07-08,4.3632,9.650200000000002,5.2872,0.19460000000000002,,185.174,1.917,11.913,197.087
2011-07-09,5.6415999999999995,9.9,4.2582,0.5668,,186.333,1.833,11.167,197.5
2011-07-10,5.159000000000001,7.6106,2.4514,0.7582,,184.042,1.042,7.333,191.375
2011-07-11,3.8880000000000003,7.2665999999999995,3.3786,0.39180000000000004,,182.083,1.0,7.458,189.542
2011-07-12,5.05,10.3582,5.3082,0.41419999999999996,,175.348,1.208,11.957,187.304
2011-07-13,4.6613999999999995,8.7422,4.0812,0.6418,,174.667,1.167,12.125,186.792
2011-07-14,4.985,8.9434,3.9579999999999997,0.626,,173.667,1.444,10.875,184.542
2011-07-15,7.4164,9.583200000000001,2.1666,1.125,,176.826,3.417,14.261,191.087
2011-07-16,6.1415999999999995,8.1752,2.0332,0.8396000000000001,,183.739,2.667,9.522,193.261
2011-07-17,3.6832000000000003,4.8584000000000005,1.1751999999999998,0.9582,,177.417,0.917,5.875,183.292
2011-07-18,5.7742,8.647200000000002,2.873,0.425,,176.75,1.667,6.667,183.417
2011-07-19,1.5834,2.575,0.9917999999999999,0.033600000000000005,,171.042,0.458,2.792,173.833
2011-07-20,4.9924,6.8982,1.9058,0.3084,,181.174,1.417,10.478,191.652
2011-07-21,8.0916,9.7584,1.6666,0.6332,,184.222,1.625,6.0,190.222
2011-07-22,7.019800000000001,8.5322,1.5122,0.2688,,184.0,1.375,9.889,193.889
2011-07-23,7.3831999999999995,8.9332,1.55,1.0166,,188.542,2.083,10.583,199.125
2011-07-24,4.9844,6.021800000000001,1.0373999999999999,0.6696,,186.375,,15.667,202.042
2011-07-25,4.7918,6.625,1.8332000000000002,0.05,,184.542,,7.292,191.833
2011-07-26,4.8378,7.1188,2.281,0.32880000000000004,,177.043,,10.217,187.261
2011-07-27,5.9916,9.5584,3.5665999999999998,0.21680000000000002,,175.667,,11.583,187.25
2011-07-28,8.482,12.154599999999999,3.6724000000000006,1.353,,177.333,,13.5,190.833
2011-07-29,9.788,11.8776,2.0896,1.725,,176.833,2.583,12.333,189.167
2011-07-30,8.064400000000001,9.5518,1.4876,1.4334,,180.652,2.773,12.696,193.348
2011-07-31,5.9488,7.0192000000000005,1.0702,0.6748,,187.667,,10.25,197.917
2011-08-01,5.646,7.1048,1.4584,0.6482,,186.783,2.357,11.652,198.435
2011-08-02,5.774800000000001,8.0582,2.2834,1.2917999999999998,,183.0,3.13,9.125,192.125
2011-08-03,3.6997999999999998,6.003,2.3038,0.7352000000000001,,171.826,1.739,9.522,181.348
2011-08-04,6.753,9.880199999999999,3.1270000000000002,1.2334,,173.25,2.261,22.542,195.792
2011-08-05,6.106,9.3108,3.2048,0.6898,,174.042,2.261,27.75,201.792
2011-08-06,2.675,4.925,2.2498,0.016800000000000002,,170.583,1.696,11.542,182.125
2011-08-07,3.3986000000000005,5.9656,2.567,0.4252000000000001,,180.783,,9.652,190.435
2011-08-08,6.806,10.9164,4.110200000000001,0.6918,,183.091,3.0,10.227,193.318
2011-08-09,9.2914,11.5212,2.23,1.8836,,185.208,3.375,11.083,196.292
2011-08-10,8.4492,10.5334,2.0848,1.4082000000000001,,185.375,3.0,8.917,194.292
2011-08-11,10.509,12.663599999999999,2.1544,1.8885999999999998,,177.652,3.042,12.652,190.304
2011-08-12,9.375,10.7334,1.358,1.7584,,177.542,3.458,11.458,189.0
2011-08-13,7.2665999999999995,8.15,0.8835999999999998,1.5904,,176.708,3.333,17.5,194.208
2011-08-14,6.775,8.2164,1.4414,0.7247999999999999,,177.542,2.292,11.417,188.958
2011-08-15,6.325,7.8831999999999995,1.5584,0.8478,,183.304,2.208,8.261,191.565
2011-08-16,7.4582,9.1414,1.6834,0.8333999999999999,,187.083,2.542,9.833,196.917
2011-08-17,8.3598,10.7452,2.3853999999999997,0.9082000000000001,,185.708,2.333,12.083,197.792
2011-08-18,7.4319999999999995,10.0308,2.599,0.8666,,184.5,2.632,15.792,200.292
2011-08-19,8.543800000000001,9.808000000000002,1.2642,0.875,,185.957,3.417,8.652,194.609
2011-08-20,10.2726,11.765600000000001,1.4928000000000001,1.1082,,187.167,4.125,8.625,195.792
2011-08-21,7.241,8.2954,1.0544,0.3628,,190.292,3.75,9.167,199.458
2011-08-22,9.0748,11.0666,1.9916,0.6334,,186.167,4.375,11.625,197.792
2011-08-23,7.5001999999999995,10.4498,2.95,0.5578,,187.261,3.5,10.0,197.261
2011-08-24,3.35,4.9918,1.6416,0.3166,,178.208,0.958,4.333,182.542
2011-08-25,4.6948,7.836,3.1418,0.26739999999999997,,177.75,1.083,5.792,183.542
2011-08-26,6.3252,11.5832,5.2582,0.3758,,182.458,2.571,10.833,193.292
2011-08-27,4.3612,7.196600000000001,2.8354,0.43339999999999995,,175.0,2.333,9.435,184.435
2011-08-28,4.9084,6.2416,1.3334,0.7832,,175.167,2.25,11.792,186.958
2011-08-29,6.944800000000001,8.8676,1.9228,0.7163999999999999,,177.083,3.0,12.042,189.125
2011-08-30,9.0878,10.651399999999999,1.564,0.7832,,178.958,3.5,12.958,191.917
2011-08-31,9.3856,11.2606,1.8748,0.9187999999999998,,185.87,3.238,15.565,201.435
2011-09-01,10.0,16.1166,6.1166,0.2584,,186.174,3.174,14.565,200.739
2011-09-02,4.6,6.941800000000001,2.3416,0.025,,176.792,1.957,5.667,182.458
2011-09-03,2.8334,3.4582,0.625,0.125,,176.458,1.435,4.833,181.292
2011-09-04,6.5834,8.3084,1.7248,0.2358,,179.0,2.609,10.652,189.652
2011-09-05,5.3666,6.483199999999999,1.1166,0.4,,176.292,1.957,5.542,181.833
2011-09-06,6.792400000000001,7.959999999999999,1.1676,0.7166,,182.292,2.217,7.917,190.208
2011-09-07,8.3916,9.875,1.4832,1.0748,,184.458,2.957,11.167,195.625
2011-09-08,6.393,7.734999999999999,1.342,0.9916,,188.652,2.478,13.0,201.652
2011-09-09,4.3808,6.566599999999999,2.1856,0.2334,,186.292,2.13,14.875,201.167
2011-09-10,3.4638,6.1492,2.6856,0.3714,,182.375,1.391,10.583,192.958
2011-09-11,2.4752,3.5584000000000002,1.0832000000000002,0.2,,181.292,1.0,6.75,188.042
2011-09-12,5.2166,8.200199999999999,2.9834,0.6508,,176.391,1.739,8.0,184.391
2011-09-13,5.3332,7.9084,2.575,0.6916,,175.958,2.087,9.208,185.167
2011-09-14,5.4332,7.9584,2.525,0.5442,,175.875,2.167,9.042,184.917
2011-09-15,5.1418,8.3332,3.1916,0.675,,175.375,2.0,10.167,185.542
2011-09-16,6.3552,9.4718,3.1168,0.9084,,178.478,2.25,7.652,186.13
2011-09-17,3.5834,5.175,1.5916000000000001,0.35019999999999996,,175.625,1.583,5.958,181.583
2011-09-18,2.4396,3.6597999999999997,1.2202,0.1584,,179.083,1.217,5.875,184.958
2011-09-19,4.878400000000001,7.6622,2.7838,0.1998,,185.667,2.292,8.542,194.208
2011-09-20,11.8732,16.1144,4.2414000000000005,0.05920000000000001,,181.609,3.083,13.174,194.783
2011-09-21,4.558400000000001,5.5332,0.9747999999999999,0.2832,,174.625,1.917,5.625,180.25
2011-09-22,5.125,6.2665999999999995,1.1418,0.42560000000000003,,177.0,1.917,5.958,182.958
2011-09-23,5.941599999999999,6.8414,0.9,0.625,,178.458,2.217,5.792,184.25
2011-09-24,7.8584000000000005,9.0584,1.2002000000000002,0.654,,188.391,3.042,7.435,195.826
2011-09-25,8.408199999999999,9.6668,1.2582,0.9416,,188.333,3.333,8.417,196.75
2011-09-26,15.750799999999998,19.9994,4.248,0.8332,,191.958,4.583,16.333,208.292
2011-09-27,10.993,13.3546,2.3618,0.7242,,188.917,3.542,11.042,199.958
2011-09-28,11.687000000000001,13.683600000000002,1.9968,1.0714000000000001,,182.826,3.348,17.565,200.391
2011-09-29,8.7206,10.506,1.7856,0.5696,,181.0,2.75,11.727,192.727
2011-09-30,10.3312,12.653,2.3218,0.2536,,181.708,3.042,13.917,195.625
2011-10-01,6.825,8.0832,1.2586,0.45,,180.5,2.417,6.208,186.708
2011-10-02,6.0918,6.9666,0.875,0.7647999999999999,,186.739,2.333,3.609,190.348
2011-10-03,6.4166,7.85,1.4334,0.4,,187.375,2.391,4.0,191.375
2011-10-04,10.6,12.8584,2.2584,0.5782,,189.261,3.167,10.696,199.957
2011-10-05,13.4834,17.3166,3.8332,0.35,,189.5,3.875,13.792,203.292
2011-10-06,7.5908,8.8032,1.2126,0.7,,186.87,2.458,8.826,195.696
2011-10-07,8.8586,9.7834,0.925,1.408,,190.667,3.542,9.208,199.875
2011-10-08,10.583,11.9906,1.4076,0.9833999999999999,,192.25,4.261,11.375,203.625
2011-10-09,8.0402,8.928,0.8878,1.5333999999999999,,192.292,4.083,11.708,204.0
2011-10-10,8.330400000000001,9.405199999999999,1.0746,0.9782,,181.522,3.417,10.565,192.087
2011-10-11,13.9502,16.7752,2.8251999999999997,2.0835999999999997,,182.208,4.5,15.25,197.458
2011-10-12,12.0082,14.1778,2.1694000000000004,2.0426,,182.375,4.625,13.667,196.042
2011-10-13,9.948,11.198,1.25,1.0416,,181.708,3.957,14.0,195.708
2011-10-14,6.718500000000001,7.61475,0.89575,0.63525,,182.565,2.792,9.522,192.087
2011-10-15,10.28125,12.47925,2.19775,0.7395,,183.75,3.958,16.625,200.375
2011-10-16,5.202500000000001,5.6259999999999994,0.42350000000000004,1.396,,187.167,3.208,5.458,192.625
2011-10-17,7.54175,8.375,0.83325,1.80225,,188.667,3.625,8.667,197.333
2011-10-18,8.1245,8.93375,0.80925,1.33325,,189.435,2.87,5.522,194.957
2011-10-19,11.944199999999999,13.763200000000001,1.8190000000000002,1.075,,189.292,3.208,8.25,197.542
2011-10-20,13.403,16.2244,2.8212,0.9456,,189.708,3.792,12.417,202.125
2011-10-21,15.4084,20.3334,4.9248,1.5918,,189.375,3.75,14.875,204.25
