date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,RAIN_sum
2011-01-01,204.542,87.0,66.667,51.0,13.875,15.297714285714287,18.053428571428572,2.755857142857143,26.75,3.773857142857143,19.363142857142858,100.5,57.354,13.0,218.417,
2011-01-02,195.917,87.0,56.917,34.0,12.417,13.446428571428571,15.791714285714287,2.345142857142857,19.208,3.864142857142857,14.374857142857142,111.0,70.021,42.5,208.333,
2011-01-03,192.826,62.0,35.25,21.0,5.0,8.035571428571428,8.696571428571428,0.6608571428571429,6.583,3.2684285714285717,4.577428571428571,103.0,63.8125,21.5,197.826,
2011-01-04,194.5,74.0,50.042,32.0,8.083,9.18442857142857,10.714285714285714,1.5298571428571428,13.417,3.1727142857142856,9.321428571428571,114.0,51.125,-13.5,202.583,
2011-01-05,195.208,57.0,31.958,19.0,5.458,9.351142857142857,10.464285714285714,1.1131428571428572,7.542,2.3408571428571427,5.297714285714286,97.0,44.5625,-12.0,200.667,
2011-01-06,197.833,76.0,50.708,32.0,10.0,14.841857142857142,17.837142857142858,2.995285714285714,12.708,2.4252857142857143,8.571571428571428,88.0,35.979,-2.0,207.833,
2011-01-07,198.75,56.0,37.333,23.0,5.875,12.636714285714286,14.308857142857144,1.6721428571428572,10.375,3.836,6.767857142857143,87.5,56.771,22.5,204.625,
2011-01-08,198.375,61.0,39.208,24.0,7.125,9.309714285714287,10.535714285714286,1.2262857142857142,9.042,3.351,6.255857142857143,92.0,49.7295,8.0,205.5,
2011-01-09,203.875,84.0,62.792,41.0,16.625,20.755857142857142,26.232142857142858,5.4761428571428565,26.792,4.904571428571429,19.87485714285714,97.5,41.5835,-3.0,220.5,
2011-01-10,200.043,88.0,70.125,40.0,19.435,20.256428571428575,27.607142857142858,7.351,29.5,3.488285714285714,23.416571428571427,105.5,52.9375,2.0,219.478,
2011-01-11,195.875,88.0,65.25,34.0,23.125,20.150857142857145,31.458428571428573,11.307428571428572,20.833,4.033571428571428,13.591285714285714,100.5,51.4585,7.5,219.0,
2011-01-12,194.625,59.0,39.458,27.0,10.167,13.053571428571429,14.922714285714287,1.869142857142857,12.0,3.398857142857143,4.909666666666666,60.0,28.4375,0.5,204.792,
2011-01-13,195.75,77.0,60.625,39.0,17.917,19.035571428571426,27.166571428571427,8.131,21.087,2.7087142857142856,14.357857142857142,102.5,41.5,-15.5,213.667,
2011-01-14,197.25,69.0,47.833,29.0,11.333,12.864142857142857,14.924857142857144,2.060714285714286,16.375,3.5535714285714284,8.0,82.0,36.958,-9.0,208.583,
2011-01-15,198.25,71.0,49.042,31.0,11.125,10.94057142857143,12.363142857142858,1.4227142857142856,21.417,3.083142857142857,9.922857142857142,66.5,32.25,-14.0,209.375,
2011-01-16,198.5,52.0,45.042,39.0,9.417,17.446428571428573,20.232142857142858,2.7858571428571426,18.083,7.042571428571429,12.915428571428572,52.0,40.104,21.0,207.917,
2011-01-17,195.391,78.0,51.667,33.0,7.565,12.297714285714287,13.946285714285713,1.6488571428571428,14.333,5.4557142857142855,9.720428571428572,72.5,36.6045,-15.5,202.957,
2011-01-18,201.292,84.0,68.875,43.0,20.167,23.964142857142857,35.08914285714285,11.125,31.0,5.119,23.261857142857142,87.0,28.771,-27.0,221.458,
2011-01-19,199.292,84.0,62.0,49.0,16.458,20.601285714285716,29.327428571428573,8.726285714285714,31.042,4.376142857142858,22.476142857142857,102.0,62.5,25.0,215.75,
2011-01-20,193.875,89.0,83.25,65.0,5.917,13.56914285714286,14.862428571428572,1.2932857142857144,19.458,3.138428571428572,17.910571428571426,60.5,39.6875,32.0,199.792,
2011-01-21,194.958,91.0,83.667,74.0,9.292,15.748142857142856,17.184428571428572,1.4364285714285714,11.583,2.416571428571429,11.119,43.0,40.1875,36.5,204.25,
2011-01-22,196.75,93.0,89.542,78.0,8.875,12.845142857142857,14.375,1.5298571428571428,10.708,1.967142857142857,10.714285714285714,75.0,51.646,21.5,205.625,
2011-01-23,195.875,94.0,83.125,61.0,14.417,16.014714285714284,23.321142857142856,7.306285714285714,14.375,2.462,10.387428571428572,94.0,50.375,13.0,210.292,
2011-01-24,196.652,89.0,62.375,34.0,9.391,11.898857142857143,13.925857142857142,2.027,12.958,2.7941428571428566,7.553428571428571,47.5,22.2915,-5.0,206.043,
2011-01-25,197.375,90.0,69.708,34.0,15.125,15.166571428571428,22.630714285714284,7.464285714285714,19.458,2.024,10.249857142857142,85.5,29.542,-9.0,212.5,
2011-01-26,198.333,89.0,54.333,26.0,11.958,14.619142857142858,17.529857142857143,2.9108571428571426,15.917,3.4464285714285716,7.434571428571429,60.5,18.9585,-22.5,210.292,
2011-01-27,200.042,81.0,60.958,37.0,12.958,15.25,22.023857142857143,6.7738571428571435,15.333,3.2114285714285713,9.273857142857143,81.5,19.1875,-39.0,213.0,
2011-01-28,199.792,83.0,49.25,29.0,8.792,11.631428571428572,13.711,2.0795714285714286,16.792,3.6902857142857144,9.256,51.5,19.042,-22.0,208.583,
2011-01-29,197.792,40.0,31.75,22.0,7.333,7.958285714285714,8.523714285714286,0.5655714285714286,9.833,3.5892857142857144,5.5120000000000005,59.5,30.771,8.0,205.125,
2011-01-30,195.458,53.0,34.333,24.0,11.042,11.648857142857143,13.44057142857143,1.7918571428571428,8.556,4.005,5.571428571428571,62.5,30.125,-8.0,206.5,
2011-01-31,197.739,76.0,50.25,30.0,12.435,14.131,19.208285714285715,5.077571428571429,,3.2632857142857143,7.416714285714286,86.5,25.146,-40.5,210.174,
2011-02-01,192.417,71.0,45.792,33.0,8.0,5.78,5.982142857142857,0.20228571428571426,19.0,2.625,10.851285714285714,111.5,61.0835,-28.0,200.417,0.0
2011-02-02,193.875,60.0,30.792,18.0,8.042,11.434571428571429,13.202428571428571,1.7678571428571428,7.583,3.479142857142857,6.101285714285715,59.5,21.75,-19.0,201.917,0.0
2011-02-03,196.333,77.0,45.417,16.0,9.458,9.51457142857143,11.82942857142857,2.315,11.5,2.5064285714285717,8.095285714285714,62.0,11.5625,-36.0,205.792,0.0
2011-02-04,195.75,82.0,55.958,32.0,10.042,9.65542857142857,12.110857142857144,2.4555714285714285,12.583,2.0654285714285714,9.654857142857143,107.0,42.6875,-31.5,205.792,0.0
2011-02-05,200.167,78.0,52.542,32.0,10.5,10.595142857142857,11.881,1.2855714285714284,16.667,3.4467142857142856,12.55942857142857,95.0,40.3335,-7.0,210.667,0.0
2011-02-06,204.083,93.0,86.333,77.0,18.125,29.654714285714284,39.339285714285715,9.684571428571429,30.25,2.7638571428571432,37.345285714285716,52.0,42.5835,7.0,222.208,8.0
2011-02-07,200.87,96.0,91.917,87.0,18.609,19.956,31.363428571428575,11.407714285714286,29.292,1.3932857142857142,42.63128571428571,174.0,113.854,51.0,219.478,42.0
2011-02-08,195.625,93.0,59.25,37.0,18.792,13.005857142857142,14.499857142857142,1.494,9.043,3.0595714285714286,9.767857142857142,90.0,62.6045,29.0,214.417,0.0
2011-02-09,195.083,58.0,41.667,26.0,10.458,8.214428571428572,9.470285714285714,1.256,4.625,1.9584285714285714,5.053714285714285,81.0,44.4165,-3.0,205.542,0.0
2011-02-10,196.542,77.0,57.5,32.0,12.875,12.625,15.720142857142857,3.0952857142857146,7.75,2.739857142857143,9.346857142857143,86.5,38.521,-6.5,209.417,0.0
2011-02-11,198.583,88.0,56.542,29.0,12.125,11.384714285714285,13.150714285714287,1.766142857142857,12.333,3.317,13.077285714285713,84.0,44.2915,8.0,210.708,0.0
2011-02-12,201.542,76.0,42.167,25.0,10.917,11.680666666666667,13.590333333333334,1.9098333333333333,9.583,4.392714285714286,8.172714285714287,91.0,48.25,-9.0,212.458,0.0
2011-02-13,203.208,85.0,54.542,34.0,16.583,22.951333333333334,28.819333333333333,5.868166666666667,19.875,6.492857142857143,21.575999999999997,86.0,49.979,5.0,219.792,0.0
2011-02-14,201.13,91.0,85.125,63.0,20.739,30.583333333333332,37.493,6.909666666666666,37.583,3.5755714285714286,36.762,60.5,51.5625,45.0,221.87,7.0
2011-02-15,200.542,93.0,68.875,40.0,16.875,27.833333333333332,35.993,8.159666666666666,30.167,5.172714285714286,34.39942857142857,109.5,75.1875,50.5,217.417,1.0
2011-02-16,193.292,89.0,69.5,40.0,7.292,13.625,15.0835,1.4583333333333333,14.833,3.474428571428571,14.715333333333334,54.0,26.271,11.0,200.583,1.0
2011-02-17,191.458,92.0,69.625,31.0,10.292,15.857,20.023500000000002,4.1665,18.167,4.893857142857143,16.215166666666665,80.0,38.729,11.0,201.75,4.0
2011-02-18,190.458,87.0,42.875,18.0,5.625,9.957666666666666,11.058,1.1005,8.583,4.166714285714286,9.097333333333333,67.0,29.729,1.5,196.083,1.0
2011-02-19,192.25,73.0,47.958,24.0,6.0,8.5695,9.757,1.1875,8.25,4.155,8.208333333333334,67.5,13.5625,-29.5,198.25,2.0
2011-02-20,194.75,81.0,56.667,20.0,8.625,15.416857142857143,19.43614285714286,4.019142857142858,12.375,4.931571428571429,10.027714285714286,97.5,35.354,-27.0,203.375,0.0
