date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,PM25_mean
2011-04-20,15.875,17.514,1.639,2.833,18.806,
2011-04-21,30.036,40.105,10.069,3.541,29.028,
2011-04-22,35.403,44.653,9.25,5.375,41.5,
2011-04-23,8.444,9.042,0.597,1.444,24.945,
2011-04-24,5.306,5.5,0.194,1.514,27.694,
2011-04-25,10.111,10.819,0.708,2.028,25.194,
2011-04-26,13.361,15.25,1.889,1.734,25.915,
2011-04-27,9.986,10.875,0.889,1.319,33.278,
2011-04-28,8.555,9.222,0.667,1.375,22.139,
2011-04-29,19.07,21.639,2.57,3.194,20.125,
2011-04-30,18.264,19.806,1.542,5.083,38.945,
2011-05-01,6.792,7.833,1.042,1.597,82.486,
2011-05-02,10.778,12.222,1.444,1.875,164.847,
2011-05-03,22.903,25.167,2.264,3.181,132.292,
2011-05-04,18.278,20.486,2.208,3.958,71.361,
2011-05-05,16.422,18.173,1.752,3.596,42.681,
2011-05-06,14.981,16.777,1.796,1.583,29.083,
2011-05-07,19.333,21.25,1.917,2.361,23.764,
2011-05-08,27.764,36.195,8.43,5.097,42.722,
2011-05-09,20.944,32.82,11.875,3.819,55.819,
2011-05-10,14.506,35.399,20.893,1.115,30.168,
2011-05-11,18.111,41.347,23.236,1.333,22.847,
2011-05-12,13.625,25.528,11.903,0.972,40.306,
2011-05-13,5.75,6.264,0.514,1.847,43.736,
2011-05-14,5.709,5.917,0.208,3.584,34.806,
2011-05-15,15.75,18.236,2.486,3.236,31.875,
2011-05-16,21.305,24.861,3.555,3.625,37.625,
2011-05-17,13.224,13.767,0.543,2.625,40.276,
2011-05-18,27.847,32.111,4.264,3.5,31.486,
2011-05-19,23.086,26.62,3.535,4.403,35.57,
2011-05-20,17.375,22.18,4.805,3.555,30.236,
2011-05-21,15.931,22.944,7.014,3.486,21.792,
2011-05-22,12.625,13.639,1.014,2.139,28.375,
2011-05-23,12.097,12.667,0.569,1.153,11.514,
2011-05-24,9.278,10.222,0.944,1.445,7.278,
2011-05-25,13.083,14.167,1.083,2.833,16.305,
2011-05-26,13.431,13.944,0.514,1.794,19.778,
2011-05-27,15.861,17.292,1.431,1.736,24.264,
2011-05-28,19.639,22.653,3.014,1.222,13.417,
2011-05-29,10.458,11.125,0.666,0.931,12.584,
2011-05-30,9.819,10.694,0.875,1.639,22.361,
2011-05-31,18.708,22.153,3.444,2.055,13.889,
2011-06-01,27.069,36.208,9.139,3.875,24.847,
2011-06-02,23.82,31.404,7.584,4.476,43.388,
2011-06-03,19.972,24.445,4.472,3.805,48.333,
2011-06-04,24.278,28.986,4.708,4.958,41.042,
2011-06-05,19.208,22.319,3.111,3.278,36.014,
2011-06-06,25.805,31.68,5.875,4.347,42.833,
2011-06-07,10.083,10.722,0.639,2.207,26.403,
2011-06-08,15.403,17.083,1.681,2.0,16.708,
2011-06-09,21.236,24.347,3.111,4.389,39.944,
2011-06-10,24.25,30.097,5.847,3.042,45.68,
2011-06-11,22.542,25.458,2.917,2.167,19.833,
2011-06-12,20.528,23.778,3.25,1.806,23.111,
2011-06-13,10.708,11.972,1.264,0.764,30.181,
2011-06-14,18.653,20.389,1.736,2.306,55.033,
2011-06-15,20.195,25.333,5.139,3.111,46.083,
2011-06-16,13.527,14.217,0.69,0.901,11.111,
2011-06-17,24.25,27.931,3.681,1.486,17.0,
2011-06-18,26.903,33.042,6.139,2.556,29.722,
2011-06-19,13.986,15.347,1.361,1.07,17.459,
2011-06-20,16.792,21.889,5.097,1.528,13.82,
2011-06-21,27.541,38.417,10.875,5.444,28.097,
2011-06-22,18.653,36.208,17.556,3.625,24.972,
2011-06-23,6.32,14.222,7.903,2.027,17.778,
2011-06-24,7.583,12.264,4.681,2.875,21.264,
2011-06-25,10.125,17.611,7.486,2.153,25.639,
2011-06-26,7.681,13.847,6.167,1.292,18.055,
2011-06-27,11.556,13.542,1.986,0.889,10.639,
2011-06-28,14.194,23.472,9.278,2.764,27.195,
2011-06-29,17.945,31.569,13.625,5.443,30.014,
2011-06-30,17.762,31.833,14.071,3.635,30.931,
2011-07-01,7.486,10.458,2.972,0.944,29.125,
2011-07-02,11.319,12.847,1.528,0.875,38.389,
2011-07-03,6.25,7.972,1.722,0.639,38.319,
2011-07-04,5.903,6.722,0.82,0.445,23.417,
2011-07-05,10.597,11.389,0.792,2.111,34.5,
2011-07-06,17.0,20.25,3.25,1.139,24.042,
2011-07-07,4.43,6.042,1.611,0.616,11.254,
2011-07-08,11.639,23.681,12.042,2.695,26.139,
2011-07-09,13.764,31.903,18.139,3.069,22.806,
2011-07-10,10.694,18.43,7.736,2.681,23.264,
2011-07-11,14.486,22.958,8.472,2.43,16.986,
2011-07-12,10.403,19.556,9.153,2.056,14.681,
2011-07-13,9.667,16.055,6.389,1.694,13.333,
2011-07-14,9.366,15.667,6.301,2.972,15.083,
2011-07-15,12.695,18.75,6.055,3.167,18.139,
2011-07-16,13.708,19.695,5.986,3.222,21.75,
2011-07-17,11.431,17.305,5.875,2.014,19.917,
2011-07-18,10.014,13.167,3.153,2.028,21.611,
2011-07-19,7.097,8.917,1.819,1.542,15.305,
2011-07-20,7.292,8.472,1.18,1.306,34.265,
2011-07-21,11.542,13.583,2.042,1.486,16.778,
2011-07-22,13.167,17.083,3.916,1.889,25.347,
2011-07-23,11.416,14.708,3.292,1.875,21.195,
2011-07-24,24.57,31.139,6.569,4.43,25.625,
2011-07-25,16.639,20.472,3.834,2.778,40.972,
2011-07-26,12.917,16.757,3.84,2.236,24.042,
2011-07-27,14.597,20.931,6.334,2.486,18.94,
2011-07-28,17.591,31.011,13.42,6.301,27.903,
2011-07-29,8.583,15.805,7.222,1.306,18.722,
2011-07-30,7.417,9.667,2.25,1.903,17.292,
2011-07-31,12.361,14.986,2.625,3.07,29.778,
2011-08-01,18.667,26.486,7.819,2.819,38.847,
2011-08-02,12.736,16.986,4.25,2.333,45.695,
2011-08-03,7.847,15.264,7.417,1.875,14.555,
2011-08-04,6.194,8.375,2.18,1.582,13.528,
2011-08-05,9.625,11.805,2.18,2.153,21.083,
2011-08-06,6.333,11.139,4.805,0.986,16.306,
2011-08-07,5.708,12.875,7.167,1.111,15.278,
2011-08-08,10.903,21.556,10.653,2.083,24.486,
2011-08-09,17.903,29.008,11.106,3.764,34.407,
2011-08-10,7.964,14.061,6.097,1.342,19.944,
2011-08-11,5.258,7.356,2.098,0.741,11.986,
2011-08-12,7.889,11.195,3.305,1.389,12.139,
2011-08-13,9.292,13.167,3.875,1.639,15.861,
2011-08-14,2.819,3.389,0.569,0.5,9.278,
2011-08-15,4.417,4.708,0.292,0.417,20.111,
2011-08-16,4.958,5.542,0.583,0.389,21.306,
2011-08-17,4.319,4.833,0.514,0.417,27.917,
2011-08-18,5.833,6.228,0.395,0.476,21.15,
2011-08-19,8.417,9.056,0.639,1.0,17.319,
2011-08-20,12.861,13.931,1.07,1.125,18.181,
2011-08-21,9.042,9.486,0.444,0.597,10.639,
2011-08-22,15.333,17.597,2.264,0.875,12.166,
2011-08-23,18.875,25.736,6.861,0.625,18.236,
2011-08-24,13.643,25.79,12.147,1.483,25.23,
2011-08-25,10.764,16.355,5.591,2.154,32.919,
2011-08-26,11.611,16.319,4.708,1.917,15.306,
2011-08-27,12.375,19.389,7.014,1.972,21.042,
2011-08-28,11.389,14.903,3.514,2.264,23.82,
2011-08-29,15.972,21.028,5.056,2.778,28.367,
2011-08-30,16.541,23.472,6.931,3.411,32.306,
2011-08-31,16.236,20.278,4.042,3.333,36.597,
2011-09-01,16.611,22.347,5.736,2.722,30.278,
2011-09-02,8.611,13.292,4.68,1.681,13.042,
2011-09-03,5.861,6.347,0.486,1.166,19.278,
2011-09-04,6.278,6.667,0.389,1.028,24.764,
2011-09-05,9.778,10.778,1.0,1.389,14.472,
2011-09-06,16.528,20.153,3.625,2.069,14.069,
2011-09-07,20.641,25.597,4.955,2.409,21.153,
2011-09-08,17.073,20.754,3.681,2.567,29.736,
2011-09-09,12.736,16.833,4.097,1.75,36.194,
2011-09-10,7.611,10.375,2.764,1.542,21.056,
2011-09-11,6.528,11.25,4.722,1.417,12.458,
2011-09-12,10.589,16.465,5.876,1.965,14.335,
2011-09-13,12.12,19.529,7.409,1.592,17.328,
2011-09-14,13.569,22.833,9.264,1.694,19.236,
2011-09-15,9.75,13.028,3.278,1.667,17.917,
2011-09-16,8.778,12.569,3.792,1.209,15.236,
2011-09-17,7.736,9.625,1.889,0.986,12.944,
2011-09-18,8.431,10.417,1.986,0.958,18.639,
2011-09-19,8.139,8.597,0.458,0.986,8.278,
2011-09-20,8.375,8.764,0.389,0.694,4.75,
2011-09-21,6.986,7.486,0.5,0.889,11.528,
2011-09-22,8.019,8.905,0.887,1.09,10.611,
2011-09-23,14.736,17.25,2.514,1.528,12.986,
2011-09-24,18.014,22.667,4.653,1.611,14.93,
2011-09-25,16.569,18.764,2.195,2.361,17.903,
2011-09-26,21.181,26.25,5.069,2.458,25.805,
2011-09-27,17.889,24.028,6.139,1.93,24.347,
2011-09-28,21.0,25.958,4.958,2.014,26.958,
2011-09-29,17.862,23.54,5.678,2.003,28.412,
2011-09-30,11.736,12.583,0.847,1.167,22.25,
2011-10-01,14.917,17.431,2.514,1.528,15.181,
2011-10-02,9.722,10.222,0.5,1.403,13.653,
2011-10-03,11.597,14.597,3.0,1.041,11.972,
2011-10-04,17.556,23.069,5.514,1.361,11.389,
2011-10-05,15.028,16.458,1.431,1.056,12.847,
2011-10-06,14.394,17.15,2.756,1.364,22.097,
2011-10-07,18.917,22.736,3.819,1.93,39.917,
2011-10-08,22.028,28.306,6.278,1.986,26.069,
2011-10-09,19.625,23.625,4.0,2.347,45.583,
2011-10-10,23.236,30.222,6.986,2.306,47.861,
2011-10-11,23.722,34.347,10.625,2.347,44.167,
2011-10-12,27.127,32.995,5.868,1.768,46.4,
2011-10-13,21.264,25.514,4.25,2.458,46.889,
2011-10-14,16.584,19.611,3.028,1.431,31.695,
2011-10-15,11.222,13.403,2.18,0.917,14.028,
2011-10-16,5.847,6.111,0.264,2.666,29.736,
2011-10-17,15.792,17.667,1.875,1.778,22.431,
2011-10-18,19.417,26.236,6.819,1.458,15.717,
2011-10-19,22.861,33.111,10.25,1.569,17.195,
2011-10-20,20.62,33.874,13.254,1.815,24.833,
2011-10-21,21.278,24.361,3.083,1.472,24.792,
2011-10-22,8.861,10.153,1.292,0.611,9.417,
2011-10-23,10.792,11.986,1.194,1.111,12.0,
2011-10-24,17.139,21.944,4.806,1.75,15.042,
2011-10-25,10.736,12.319,1.583,1.319,12.653,
2011-10-26,16.734,25.364,8.63,1.024,11.431,
2011-10-27,18.236,26.778,8.542,1.222,14.236,
2011-10-28,29.292,40.319,11.028,1.305,23.319,
2011-10-29,22.847,32.084,9.236,1.444,31.25,
2011-10-30,19.611,21.347,1.736,1.014,21.18,
2011-10-31,16.889,21.416,4.528,0.903,15.847,
2011-11-01,19.931,29.097,9.166,1.389,17.403,
2011-11-02,14.291,16.5,2.208,1.514,18.705,
2011-11-03,22.427,33.805,11.378,2.301,24.903,
2011-11-04,19.847,26.375,6.528,2.18,30.792,
2011-11-05,14.069,17.431,3.361,0.972,18.653,
2011-11-06,15.861,18.972,3.111,1.07,10.82,
2011-11-07,16.069,22.417,6.347,1.111,15.542,
2011-11-08,18.236,27.069,8.833,1.111,13.847,
2011-11-09,15.5,18.5,3.0,1.264,13.222,
2011-11-10,12.945,13.917,0.972,1.583,10.195,
2011-11-11,24.785,40.035,15.25,2.159,18.389,
2011-11-12,19.625,36.208,16.583,1.875,21.014,
2011-11-13,13.5,14.069,0.57,3.333,40.403,
2011-11-14,20.611,24.361,3.75,2.611,43.458,
2011-11-15,21.253,27.668,6.415,3.083,18.444,
2011-11-16,24.722,42.25,17.528,1.347,12.542,
2011-11-17,22.462,34.884,12.422,1.849,23.153,
2011-11-18,20.139,24.055,3.917,0.847,19.389,
2011-11-19,13.722,18.722,5.0,1.042,14.917,
2011-11-20,6.486,6.805,0.319,1.709,10.986,
2011-11-21,12.889,14.917,2.028,1.528,7.139,
2011-11-22,23.092,40.443,17.351,1.254,10.586,
2011-11-23,16.042,21.375,5.333,1.667,18.639,
2011-11-24,10.583,12.181,1.597,0.917,8.014,
2011-11-25,19.805,24.486,4.681,1.903,14.222,
2011-11-26,22.014,35.694,13.681,2.305,19.125,
2011-11-27,20.555,33.153,12.597,3.806,30.486,
2011-11-28,21.722,32.389,10.667,2.041,35.125,
2011-11-29,28.069,55.972,27.903,4.125,33.556,
2011-11-30,22.625,49.611,26.986,2.542,34.056,
2011-12-01,8.254,9.367,1.113,0.947,3.917,
2011-12-02,14.375,19.764,5.389,0.959,6.556,
2011-12-03,12.195,14.389,2.195,0.875,7.292,
2011-12-04,10.611,11.75,1.139,0.792,7.945,
2011-12-05,18.764,30.042,11.278,1.347,15.736,
2011-12-06,26.442,47.067,20.625,1.884,18.055,
2011-12-07,21.464,31.016,9.552,1.361,15.426,
2011-12-08,18.458,21.903,3.444,2.458,24.153,
2011-12-09,13.986,16.264,2.278,1.014,10.653,
2011-12-10,8.069,9.125,1.056,0.833,9.708,
2011-12-11,11.778,13.639,1.861,1.167,17.472,
2011-12-12,17.639,21.556,3.917,1.305,24.083,
2011-12-13,26.792,53.125,26.333,1.972,28.181,
2011-12-14,24.28,42.409,18.129,1.952,19.457,
2011-12-15,16.177,17.836,1.659,4.012,27.014,
2011-12-16,9.541,11.097,1.556,1.375,7.278,
2011-12-17,10.597,12.153,1.556,1.208,6.791,
2011-12-18,11.625,12.736,1.111,1.611,14.375,
2011-12-19,16.153,19.986,3.833,1.986,9.833,
2011-12-20,23.861,34.213,10.352,1.473,10.136,
2011-12-21,27.587,49.538,21.951,3.473,20.022,
2011-12-22,13.556,15.042,1.486,4.069,24.764,
2011-12-23,12.819,14.417,1.597,1.528,9.111,
2011-12-24,10.597,12.055,1.458,2.181,8.597,
2011-12-25,4.347,5.111,0.764,1.514,7.917,
2011-12-26,10.944,12.611,1.667,1.403,6.528,
2011-12-27,23.722,38.222,14.5,1.681,11.782,
2011-12-28,30.028,65.847,35.82,1.639,13.83,
2011-12-29,23.712,43.542,19.83,2.717,19.681,
2011-12-30,13.333,14.709,1.375,1.542,9.695,
2011-12-31,16.403,21.389,4.986,1.139,7.25,
2012-01-01,5.347,5.805,0.458,1.236,12.5,
2012-01-02,6.18,6.444,0.264,3.431,28.806,
2012-01-03,5.903,6.222,0.319,1.764,7.972,
2012-01-04,10.806,12.375,1.569,0.847,8.611,
2012-01-05,14.222,21.722,7.5,1.125,7.014,
2012-01-06,12.181,13.209,1.028,1.333,12.958,
2012-01-07,20.834,29.431,8.597,1.764,20.903,
2012-01-08,24.5,37.847,13.347,1.861,18.75,
2012-01-09,13.611,14.875,1.264,5.091,21.333,
2012-01-10,12.934,14.623,1.689,1.864,7.603,
2012-01-11,27.819,41.639,13.819,1.208,9.986,
2012-01-12,23.889,38.111,14.222,1.333,15.986,
2012-01-13,18.083,21.972,3.889,1.583,25.319,
2012-01-14,12.111,13.5,1.389,2.875,26.056,
2012-01-15,14.633,17.13,2.498,2.444,26.347,
2012-01-16,28.458,44.889,16.431,1.875,31.792,
2012-01-17,13.234,14.569,1.335,2.244,27.133,
2012-01-18,21.334,25.5,4.167,0.833,14.29,
2012-01-19,13.75,14.916,1.167,1.278,14.333,
2012-01-20,20.083,24.792,4.708,1.764,23.083,
2012-01-21,23.097,27.75,4.653,2.639,35.278,
2012-01-22,16.486,18.569,2.083,1.181,19.514,
2012-01-23,24.014,34.097,10.083,1.305,11.0,
2012-01-24,11.893,18.289,6.396,1.992,30.319,
2012-01-25,7.044,7.838,0.794,2.589,19.111,
2012-01-26,9.153,10.0,0.847,5.305,24.819,
2012-01-27,8.181,8.917,0.736,1.389,8.931,
2012-01-28,13.583,15.478,1.895,1.273,9.534,
2012-01-29,28.139,48.0,19.861,2.264,17.903,
2012-01-30,32.195,53.445,21.25,4.042,37.119,
2012-01-31,31.625,47.403,15.778,3.986,48.514,
2012-02-01,31.764,45.583,13.819,2.986,41.208,
2012-02-02,12.653,17.445,4.792,1.708,23.875,
2012-02-03,19.431,24.069,4.639,2.181,14.625,
2012-02-04,19.222,22.736,3.514,2.042,23.347,
2012-02-05,19.833,25.681,5.847,2.292,21.695,
2012-02-06,16.5,21.278,4.778,1.736,20.236,
2012-02-07,7.22,8.034,0.813,1.871,20.292,
2012-02-08,12.083,13.806,1.722,1.236,7.944,
2012-02-09,17.944,22.375,4.431,1.097,12.792,
2012-02-10,13.333,14.778,1.444,2.403,21.014,
2012-02-11,13.403,14.917,1.514,2.584,21.201,
2012-02-12,27.486,38.319,10.833,1.959,20.097,
2012-02-13,15.542,18.514,2.972,3.653,24.153,
2012-02-14,31.986,54.278,22.291,3.153,21.709,
2012-02-15,20.52,24.054,3.534,2.811,22.42,
2012-02-16,14.986,16.861,1.875,1.611,10.708,
2012-02-17,17.097,19.778,2.68,1.875,10.945,
2012-02-18,20.319,23.778,3.458,1.278,15.162,
2012-02-19,15.1,17.197,2.097,1.347,13.334,
2012-02-20,16.014,19.083,3.07,1.514,9.181,
2012-02-21,20.986,25.766,4.78,5.46,35.661,
2012-02-22,18.819,23.403,4.583,4.667,46.444,
2012-02-23,9.792,10.472,0.681,4.375,43.0,
2012-02-24,10.361,11.097,0.736,2.486,12.57,
2012-02-25,23.653,29.514,5.861,2.944,18.944,
2012-02-26,24.583,27.583,3.0,3.583,25.111,
2012-02-27,21.417,26.639,5.222,2.694,29.236,
2012-02-28,32.595,45.152,12.557,3.306,33.291,
2012-02-29,,,,,,
2012-03-01,23.639,32.318,8.679,2.966,25.181,
2012-03-02,9.5,10.042,0.542,2.0,22.958,
2012-03-03,15.042,16.917,1.875,1.5,19.75,
2012-03-04,14.542,16.111,1.57,4.986,40.802,
2012-03-05,21.153,27.5,6.347,3.458,43.664,
2012-03-06,23.222,30.556,7.333,1.709,19.458,
2012-03-07,21.005,32.61,11.605,2.648,32.167,
2012-03-08,9.181,11.366,2.185,3.208,48.542,
2012-03-09,18.444,24.708,6.264,4.611,66.808,
2012-03-10,8.556,11.917,3.361,1.583,35.528,
2012-03-11,19.069,22.417,3.347,1.444,21.028,
2012-03-12,34.736,48.347,13.611,4.139,25.07,
2012-03-13,20.811,27.587,6.776,3.188,25.459,
2012-03-14,9.611,10.458,0.847,1.083,15.5,
2012-03-15,27.958,42.347,14.389,2.486,19.569,
2012-03-16,20.5,26.903,6.403,1.68,20.875,
2012-03-17,28.167,32.611,4.444,2.889,35.176,
2012-03-18,9.806,10.694,0.889,1.986,23.625,
2012-03-19,26.306,30.056,3.75,4.847,58.276,
2012-03-20,25.028,31.681,6.653,4.292,51.903,
2012-03-21,13.357,14.635,1.277,1.515,12.5,
2012-03-22,26.819,35.847,9.028,1.597,15.779,
2012-03-23,21.639,24.069,2.43,2.722,37.514,
2012-03-24,20.0,24.042,4.042,3.333,39.597,
2012-03-25,12.458,13.083,0.625,2.416,25.0,
2012-03-26,19.542,23.042,3.5,1.604,14.491,
2012-03-27,20.472,22.736,2.264,1.938,18.972,
2012-03-28,24.396,36.633,12.237,3.318,28.648,
2012-03-29,19.944,21.403,1.458,3.666,33.353,
2012-03-30,19.514,23.153,3.639,2.5,23.736,
2012-03-31,15.472,16.764,1.291,2.104,18.889,
2012-04-01,7.889,8.25,0.361,2.569,17.486,
2012-04-02,21.278,25.417,4.139,3.153,18.43,
2012-04-03,8.309,8.629,0.32,1.82,25.153,
2012-04-04,6.778,7.25,0.472,2.181,17.097,
2012-04-05,7.332,7.65,0.318,2.494,33.417,
2012-04-06,6.57,7.125,0.556,1.819,14.653,
2012-04-07,8.625,9.264,0.639,1.333,12.458,
2012-04-08,21.014,24.833,3.819,2.778,20.028,
2012-04-09,18.694,21.264,2.57,3.583,32.444,
2012-04-10,34.694,49.069,14.375,5.486,41.597,
2012-04-11,17.108,22.892,5.784,1.24,30.542,
2012-04-12,15.514,17.844,2.33,2.16,22.128,
2012-04-13,24.653,28.319,3.667,2.569,16.889,
2012-04-14,15.086,16.26,1.174,2.105,18.35,
2012-04-15,20.389,24.806,4.417,3.139,24.583,
2012-04-16,27.556,33.236,5.68,5.181,25.069,
2012-04-17,22.25,27.972,5.722,3.449,31.333,
2012-04-18,24.903,30.597,5.694,3.958,30.847,
2012-04-19,23.391,28.601,5.21,3.725,30.834,
2012-04-20,17.861,19.5,1.639,1.875,23.806,
2012-04-21,9.445,10.736,1.292,1.736,15.097,
2012-04-22,7.889,8.514,0.625,0.847,10.194,
2012-04-23,12.958,15.278,2.319,2.236,41.403,
2012-04-24,30.306,39.361,9.056,4.528,58.115,
2012-04-25,26.548,32.509,5.961,3.231,45.035,
2012-04-26,9.403,9.958,0.556,0.958,12.361,
2012-04-27,27.403,32.361,4.959,3.555,19.306,
2012-04-28,32.153,41.5,9.347,5.597,27.5,
2012-04-29,19.056,21.347,2.292,3.486,27.833,
2012-04-30,10.361,11.028,0.667,1.014,16.194,
2012-05-01,11.958,14.194,2.236,2.014,17.208,
2012-05-02,16.264,19.694,3.43,1.222,18.111,
2012-05-03,6.722,7.039,0.317,1.135,13.833,
2012-05-04,6.93,7.569,0.639,1.278,13.042,
2012-05-05,6.278,6.444,0.167,2.014,24.708,
2012-05-06,8.875,9.111,0.236,2.208,25.791,
2012-05-07,10.514,10.792,0.278,3.792,74.708,
2012-05-08,27.25,29.958,2.708,7.319,98.875,
2012-05-09,19.29,23.563,4.273,3.889,38.023,
2012-05-10,12.578,13.357,0.779,2.363,36.097,
2012-05-11,8.083,8.861,0.778,1.0,8.042,
