date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2012-10-26,99.0,74.917,39.0,15.611,30.861,15.25,1.042,18.5,23.9,17.712,11.8,192.583,,13.875,206.458
2012-10-27,93.0,64.958,51.0,10.75,14.819,4.069,1.0,23.389,21.8,18.425,14.5,191.25,,11.542,202.792
2012-10-28,99.0,80.0,57.0,5.792,7.056,1.264,1.0,14.111,18.9,17.0,15.7,186.542,,8.75,195.292
2012-10-29,99.0,71.208,36.0,12.5,19.528,7.028,1.583,11.639,25.2,18.108,12.9,188.208,,11.0,199.208
2012-10-30,98.0,71.667,34.0,14.806,33.75,18.944,1.208,17.278,21.6,16.562,12.5,192.13,,14.435,206.565
2012-10-31,90.0,61.667,27.0,16.302,25.374,9.072,1.042,18.694,22.2,15.467,10.5,191.417,,13.625,205.042
2012-11-01,92.0,59.083,32.0,13.111,24.631,11.52,1.609,16.403,20.6,14.496,8.5,189.682,,11.5,201.182
2012-11-02,72.0,47.083,25.0,6.49,7.726,1.236,2.125,10.597,18.9,13.942,10.9,186.708,,8.25,194.958
2012-11-03,67.0,47.875,28.0,6.227,7.533,1.306,1.0,13.681,19.7,13.488,10.2,187.375,,9.958,197.333
2012-11-04,92.0,68.958,36.0,10.931,15.334,4.403,1.0,17.708,21.3,14.075,7.4,190.0,,12.625,202.625
2012-11-05,93.0,73.458,58.0,13.722,19.972,6.25,1.417,20.236,21.3,17.117,11.9,190.958,,13.833,204.792
2012-11-06,99.0,94.625,82.0,16.675,23.006,6.331,1.0,18.486,19.2,16.871,14.6,185.375,,15.417,200.792
2012-11-07,86.0,62.125,35.0,11.795,13.272,1.476,2.227,18.833,19.7,15.188,12.3,189.583,,12.792,202.375
2012-11-08,70.0,58.417,38.0,10.111,11.222,1.111,1.958,19.084,20.7,15.646,12.1,188.652,,10.13,198.783
2012-11-09,70.0,51.167,32.0,10.681,12.459,1.778,1.833,16.291,22.7,16.408,12.9,187.375,,11.292,198.667
2012-11-10,79.0,52.792,28.0,13.473,17.566,4.092,1.0,21.806,21.9,15.358,11.0,189.042,,13.875,202.917
2012-11-11,98.0,77.708,58.0,5.667,6.903,1.236,1.0,11.861,15.8,14.358,13.1,186.125,,8.5,194.625
2012-11-12,88.0,61.917,39.0,10.083,13.611,3.528,2.125,14.639,21.8,16.783,12.6,186.333,,9.833,196.167
2012-11-13,84.0,57.75,35.0,13.941,16.406,2.466,2.458,25.542,18.5,14.008,10.7,188.583,,12.0,200.583
2012-11-14,73.0,57.75,32.0,10.853,12.5,1.646,2.273,15.361,16.4,11.567,7.8,188.25,,9.25,197.5
2012-11-15,78.0,59.25,36.0,8.681,10.125,1.444,2.5,7.764,15.6,10.317,7.0,189.348,,10.391,199.739
2012-11-16,91.0,68.708,34.0,17.952,36.936,18.984,1.042,12.027,17.9,10.771,3.6,192.217,,13.217,205.435
2012-11-17,99.0,91.917,73.0,12.811,24.935,12.124,1.0,14.397,18.0,12.6,8.2,190.318,,13.591,203.909
2012-11-18,85.0,51.583,32.0,5.291,7.166,1.875,1.0,11.264,17.7,13.517,7.2,187.25,,9.0,196.25
2012-11-19,94.0,69.792,33.0,14.167,28.014,13.847,1.125,14.0,18.0,11.792,7.2,192.5,,15.292,207.792
2012-11-20,79.0,52.75,32.0,9.794,11.087,1.293,2.333,15.639,17.4,13.083,10.1,187.0,,9.75,196.75
2012-11-21,85.0,62.125,35.0,15.48,21.347,5.867,1.091,12.931,17.7,12.575,8.1,189.208,,13.25,202.458
2012-11-22,90.0,69.083,40.0,20.57,28.847,8.278,2.0,17.014,17.5,13.242,9.2,189.917,,19.917,209.833
2012-11-23,99.0,89.792,81.0,14.5,20.931,6.431,1.0,15.694,15.4,12.179,9.3,188.125,,14.708,202.833
2012-11-24,95.0,70.292,33.0,10.326,13.163,2.837,1.0,13.917,17.1,12.704,9.1,190.087,,12.696,202.783
2012-11-25,94.0,81.235,49.0,12.357,17.518,5.161,1.0,14.042,16.2,9.994,6.8,193.583,,12.792,206.375
2012-11-26,99.0,90.667,66.0,12.097,15.347,3.25,1.0,15.43,18.4,13.25,9.5,193.0,,12.25,205.25
2012-11-27,76.0,48.167,29.0,8.765,12.065,3.3,2.875,11.093,14.8,10.567,5.6,188.545,,16.091,204.636
2012-11-28,89.0,67.0,32.0,18.783,35.715,16.931,1.136,11.542,15.3,9.825,5.3,193.208,,22.333,215.542
2012-11-29,97.0,67.458,42.0,16.875,23.222,6.347,1.417,15.458,18.3,11.808,7.4,190.0,,19.792,209.792
2012-11-30,99.0,80.417,45.0,16.334,36.153,19.819,1.083,16.347,17.0,10.917,5.4,191.5,,15.792,207.292
2012-12-01,98.0,60.083,33.0,8.395,12.843,4.448,1.0,11.028,14.1,9.679,5.1,189.217,,12.304,201.522
2012-12-02,98.0,81.875,55.0,10.681,15.208,4.528,1.0,11.458,9.8,6.417,1.7,192.625,,11.833,204.458
2012-12-03,99.0,78.917,50.0,12.752,25.067,12.314,1.0,10.19,16.4,10.192,3.9,191.875,,14.0,205.875
2012-12-04,99.0,69.5,45.0,10.422,12.669,2.247,1.833,9.347,15.6,10.321,5.5,187.208,,8.833,196.042
2012-12-05,73.0,60.208,41.0,11.886,13.693,1.807,1.318,12.403,12.5,8.246,4.8,188.625,,11.542,200.167
2012-12-06,99.0,59.375,28.0,11.875,17.931,6.056,1.708,10.666,13.4,8.212,4.5,189.75,,10.083,199.833
2012-12-07,68.0,54.542,31.0,11.695,13.417,1.722,2.417,10.542,12.7,7.242,4.0,188.708,,11.542,200.25
2012-12-08,84.0,56.25,33.0,10.595,16.432,5.837,1.292,14.32,12.0,6.938,2.3,190.565,,10.565,201.13
2012-12-09,75.0,52.0,29.0,6.625,7.972,1.347,1.167,10.764,8.6,4.142,0.9,189.833,,9.542,199.375
2012-12-10,79.0,61.625,36.0,9.25,10.555,1.305,2.667,8.472,8.5,3.967,1.5,189.208,,9.125,198.333
2012-12-11,77.0,61.042,38.0,9.981,11.289,1.308,2.083,8.292,10.5,5.417,2.2,188.708,,11.625,200.333
2012-12-12,78.0,51.083,19.0,12.098,14.645,2.548,2.182,7.333,13.0,6.538,2.2,188.375,,12.333,200.708
2012-12-13,81.0,48.458,15.0,16.542,27.611,11.069,1.125,8.958,13.2,6.325,0.9,190.208,4.75,15.917,206.125
2012-12-14,91.0,65.417,23.0,23.0,57.847,34.847,2.042,13.681,14.6,6.883,-0.5,195.417,4.913,22.417,217.833
2012-12-15,99.0,98.042,86.0,20.303,34.004,13.701,1.0,15.972,13.8,10.812,6.4,191.609,4.375,18.522,210.13
2012-12-16,99.0,72.0,35.0,8.805,13.25,4.444,1.0,11.639,19.8,13.838,9.9,188.083,3.75,12.458,200.542
2012-12-17,99.0,80.292,64.0,13.833,21.278,7.444,1.0,14.69,15.5,13.112,9.9,189.25,3.375,13.292,202.542
2012-12-18,99.0,72.083,46.0,16.832,20.419,3.587,2.417,17.25,15.6,11.292,7.6,188.25,3.417,15.167,203.417
2012-12-19,50.0,34.417,19.0,8.388,9.518,1.13,3.409,6.458,12.2,7.158,3.6,187.375,2.0,7.083,194.458
2012-12-20,77.0,49.458,28.0,13.903,15.556,1.653,3.458,8.917,11.7,6.025,1.3,189.458,2.333,11.625,201.083
2012-12-21,88.0,68.458,39.0,22.25,35.528,13.278,1.083,15.292,12.4,7.196,-0.4,190.542,3.957,15.917,206.458
2012-12-22,99.0,85.583,65.0,7.619,9.056,1.437,1.0,8.236,13.4,10.175,6.8,185.87,2.375,9.522,195.391
2012-12-23,68.0,49.917,26.0,4.695,5.722,1.028,1.0,13.625,13.7,8.538,5.1,188.667,3.042,7.833,196.5
2012-12-24,75.0,55.708,33.0,9.361,10.931,1.569,1.0,10.431,9.0,4.725,0.9,189.75,3.042,10.083,199.833
2012-12-25,78.0,55.75,36.0,12.192,13.925,1.734,5.25,13.459,9.6,5.046,0.9,190.542,2.917,9.208,199.75
2012-12-26,70.0,40.583,22.0,6.655,7.726,1.071,6.864,9.278,8.8,5.104,1.2,188.917,2.167,7.0,195.917
2012-12-27,73.0,44.25,25.0,17.319,25.875,8.556,1.417,11.208,10.3,3.917,-0.4,191.167,3.5,15.083,206.25
2012-12-28,98.0,79.958,55.0,17.583,37.778,20.194,1.542,13.445,9.0,4.967,-1.6,192.833,4.217,14.625,207.458
2012-12-29,99.0,86.875,67.0,11.665,14.774,3.109,1.0,9.917,12.2,9.5,7.2,188.478,3.208,10.739,199.217
2012-12-30,99.0,92.958,78.0,6.639,8.431,1.792,1.0,9.264,13.2,11.046,9.2,187.167,3.0,9.667,196.833
2012-12-31,78.0,55.333,32.0,2.875,3.875,1.0,1.0,8.278,9.3,6.483,2.9,187.875,2.375,6.875,194.75
2013-01-01,73.0,59.083,36.0,5.968,7.171,1.203,1.409,26.75,13.4,8.283,4.7,193.292,3.625,10.0,203.292
2013-01-02,70.0,46.042,30.0,4.125,5.278,1.153,1.083,19.139,13.2,8.808,5.9,190.75,2.958,7.0,197.75
2013-01-03,78.0,48.5,25.0,7.111,8.403,1.292,1.042,15.472,13.9,7.862,2.1,191.208,2.957,9.583,200.792
2013-01-04,69.0,45.917,27.0,5.806,7.264,1.458,1.0,15.486,15.2,9.212,5.4,190.167,3.042,9.25,199.417
2013-01-05,70.0,50.208,37.0,6.486,8.153,1.667,1.0,11.208,11.1,6.592,2.2,191.458,2.958,9.375,200.833
2013-01-06,94.0,50.125,14.0,12.312,21.483,9.17,2.583,11.018,13.1,5.779,0.2,194.0,3.375,11.652,205.652
2013-01-07,75.0,65.667,48.0,18.444,36.556,18.111,1.5,14.486,11.8,6.371,0.8,196.292,4.083,15.917,212.208
2013-01-08,99.0,83.042,57.0,18.15,33.711,15.561,1.136,15.639,13.2,8.854,5.0,193.375,4.208,17.667,211.042
2013-01-09,99.0,69.5,33.0,12.15,15.206,3.055,1.333,8.472,15.2,9.354,4.0,188.875,2.917,13.125,202.0
2013-01-10,74.0,40.0,21.0,6.938,8.083,1.146,3.958,7.986,9.1,4.475,1.4,189.042,2.043,8.375,197.417
2013-01-11,82.0,63.625,35.0,6.312,7.375,1.062,1.0,11.18,9.2,4.712,1.5,189.917,2.5,9.667,199.583
2013-01-12,82.0,60.292,35.0,4.938,5.938,1.0,1.0,17.055,10.7,5.958,2.3,189.708,2.958,8.542,198.25
2013-01-13,80.0,44.5,17.0,5.18,6.226,1.046,1.0,13.18,10.5,5.962,2.1,190.304,2.708,8.217,198.522
2013-01-14,77.0,52.583,35.0,11.257,15.243,3.986,1.042,12.889,9.9,4.725,-0.1,192.208,3.625,14.0,206.208
2013-01-15,71.0,53.5,39.0,12.238,13.542,1.304,1.0,13.181,7.3,5.608,2.1,190.708,3.375,10.833,201.542
2013-01-16,92.0,61.292,27.0,13.75,22.896,9.146,1.318,11.174,13.1,5.304,-1.2,195.208,4.042,15.458,210.667
2013-01-17,87.0,53.458,23.0,10.771,12.631,1.86,2.708,9.611,13.2,6.708,1.9,193.682,3.217,11.227,204.909
2013-01-18,75.0,52.167,27.0,13.5,17.896,4.396,1.25,16.722,11.1,6.083,2.3,195.0,3.792,12.458,207.458
2013-01-19,74.0,37.25,14.0,3.084,4.084,1.0,1.042,9.556,8.2,4.575,0.8,192.458,2.375,7.708,200.167
2013-01-20,71.0,47.0,26.0,14.422,19.453,5.03,2.667,12.458,13.3,5.533,-2.5,194.125,3.208,13.167,207.292
2013-01-21,74.0,57.167,36.0,10.396,11.604,1.208,4.917,22.833,11.1,7.45,4.1,193.5,4.167,12.583,206.083
2013-01-22,79.0,51.042,24.0,10.27,12.646,2.375,3.583,14.014,12.1,5.746,1.3,193.917,3.667,12.0,205.917
2013-01-23,79.0,49.5,22.0,12.458,16.417,3.958,1.409,14.32,12.6,5.854,0.9,193.917,3.75,12.583,206.5
2013-01-24,90.0,62.792,32.0,19.738,31.633,11.895,1.458,18.125,14.5,7.817,2.7,200.435,4.609,21.435,221.87
2013-01-25,74.0,56.167,38.0,17.388,20.722,3.334,2.25,21.417,15.0,9.971,5.1,192.667,3.875,21.583,214.25
2013-01-26,99.0,61.0,24.0,6.68,8.0,1.319,1.0,15.556,14.4,9.267,2.8,190.125,2.542,9.625,199.75
2013-01-27,87.0,50.087,26.0,12.093,17.664,5.57,1.0,10.755,11.9,5.417,-1.3,191.917,2.958,11.167,203.083
2013-01-28,93.0,57.542,26.0,13.792,21.667,7.875,4.0,15.805,14.8,8.379,1.8,192.417,2.875,13.542,205.958
2013-01-29,77.0,41.125,16.0,13.25,17.722,4.472,1.583,15.472,16.1,9.208,3.5,191.125,2.75,13.958,205.083
2013-01-30,99.0,87.833,65.0,26.028,58.361,32.333,1.273,21.931,12.6,8.671,2.6,197.375,5.542,24.542,221.917
2013-01-31,99.0,52.292,23.0,9.486,10.625,1.139,3.083,19.792,14.3,10.708,6.1,190.478,2.913,9.913,200.391
2013-02-01,82.0,50.583,19.0,14.728,21.161,6.433,1.417,20.0,16.7,8.929,0.8,193.625,3.875,13.375,207.0
2013-02-02,99.0,88.5,75.0,14.041,19.3,5.26,1.0,25.072,17.6,11.017,5.6,194.565,4.696,14.696,209.261
2013-02-03,99.0,84.208,61.0,15.881,24.54,8.659,1.167,33.028,18.6,13.158,5.7,194.208,5.125,16.667,210.875
2013-02-04,91.0,54.958,32.0,8.926,10.484,1.558,4.375,14.861,14.4,9.962,3.6,189.083,3.042,9.75,198.833
2013-02-05,45.0,31.167,19.0,6.27,7.443,1.173,3.375,9.014,8.4,3.446,0.3,191.087,2.083,6.609,197.696
2013-02-06,72.0,46.75,36.0,19.361,26.069,6.708,1.318,12.625,8.5,3.804,-0.3,194.167,3.375,15.0,209.167
2013-02-07,91.0,67.375,50.0,19.314,35.883,16.57,1.167,13.834,8.7,5.408,0.4,195.208,3.522,12.292,207.5
2013-02-08,99.0,91.5,73.0,8.619,9.98,1.362,1.0,8.417,7.4,4.725,2.6,189.875,2.667,8.625,198.5
2013-02-09,98.0,65.25,37.0,6.556,7.931,1.375,1.0,7.153,12.5,7.496,3.3,190.542,2.375,7.667,198.208
2013-02-10,88.0,69.583,53.0,14.029,21.181,7.152,1.0,12.139,10.0,6.65,3.1,193.042,3.125,8.625,201.667
2013-02-11,88.0,60.583,35.0,14.014,19.597,5.584,1.0,13.486,11.0,6.838,3.8,193.875,3.25,10.0,203.875
2013-02-12,83.0,59.042,31.0,18.633,27.015,8.383,1.0,12.833,13.8,7.892,3.3,193.913,3.667,13.87,207.783
2013-02-13,89.0,68.917,52.0,18.736,30.389,11.653,1.0,13.681,11.0,7.108,2.6,193.792,3.5,14.458,208.25
2013-02-14,95.0,87.042,65.0,8.208,9.931,1.722,1.0,8.5,7.2,5.829,4.7,189.667,2.217,7.208,196.875
2013-02-15,99.0,73.917,51.0,4.127,5.271,1.144,1.0,6.75,10.9,7.512,5.3,186.75,1.833,5.75,192.5
2013-02-16,60.0,39.125,20.0,2.958,4.0,1.042,1.0,11.278,14.0,8.288,4.5,188.792,1.75,5.958,194.75
2013-02-17,48.0,39.083,26.0,8.087,9.302,1.215,3.375,27.964,14.6,8.042,3.0,192.583,2.917,7.25,199.833
2013-02-18,60.0,42.958,32.0,13.375,15.722,2.347,1.042,17.937,12.4,7.104,4.5,191.333,2.875,9.333,200.667
2013-02-19,92.0,66.25,48.0,21.297,30.066,8.769,1.125,17.319,9.8,6.158,3.5,192.478,3.167,11.609,204.087
2013-02-20,93.0,76.667,55.0,20.389,34.875,14.486,1.0,21.111,11.0,6.617,3.2,193.667,3.583,13.417,207.083
2013-02-21,94.0,47.958,16.0,14.0,25.333,11.333,2.792,17.722,14.0,6.85,1.5,193.583,3.261,11.042,204.625
2013-02-22,67.0,42.875,30.0,10.659,13.13,2.471,1.0,12.736,11.9,6.075,1.1,191.542,2.833,10.167,201.708
2013-02-23,88.0,59.125,32.0,13.125,16.681,3.556,1.0,15.681,13.2,6.904,1.7,193.25,3.25,10.708,203.958
2013-02-24,83.0,62.042,36.0,20.047,30.59,10.543,1.083,19.236,14.9,7.058,1.4,194.333,3.708,13.042,207.375
2013-02-25,80.0,46.875,24.0,17.653,26.82,9.167,4.375,32.792,15.8,8.954,2.0,194.542,4.292,12.417,206.958
2013-02-26,84.0,64.042,45.0,24.366,36.799,12.433,1.708,34.903,14.3,8.85,1.5,194.913,5.0,14.217,209.13
2013-02-27,99.0,91.958,65.0,16.167,18.528,2.361,1.0,24.0,16.1,11.783,9.8,188.75,3.542,9.875,198.625
2013-02-28,99.0,74.25,36.0,11.806,13.667,1.861,1.0,15.847,21.6,15.712,12.4,186.667,3.435,9.667,196.333
2013-03-01,97.0,83.917,56.0,13.877,17.932,4.056,1.0,33.083,18.4,13.883,11.4,190.833,4.375,10.125,200.958
2013-03-02,99.0,97.25,91.0,9.597,11.333,1.736,1.0,14.097,11.3,9.5,8.7,190.625,4.333,8.875,199.5
2013-03-03,98.0,80.375,58.0,13.504,19.902,6.398,1.0,10.833,11.3,8.454,5.6,193.5,3.667,30.792,224.292
2013-03-04,92.0,68.292,41.0,11.709,15.375,3.666,1.0,14.215,12.9,8.858,5.9,192.042,2.958,11.417,203.458
2013-03-05,99.0,92.708,66.0,10.198,12.035,1.837,1.0,7.74,11.3,9.408,6.8,187.478,2.625,8.348,195.826
2013-03-06,59.0,35.083,18.0,7.056,8.167,1.111,3.318,12.57,11.8,6.217,2.3,189.875,2.167,5.917,195.792
2013-03-07,68.0,44.167,20.0,11.389,12.819,1.431,3.5,14.556,11.1,5.388,1.4,191.625,2.652,9.625,201.25
2013-03-08,81.0,47.875,23.0,5.752,6.81,1.058,1.0,10.764,11.0,6.304,2.2,190.625,2.375,7.875,198.5
2013-03-09,52.0,37.458,20.0,6.028,7.042,1.014,1.0,14.236,12.3,7.854,4.7,189.708,2.458,7.167,196.875
2013-03-10,66.0,38.583,24.0,8.087,9.504,1.417,3.083,13.528,9.6,4.954,1.5,191.042,2.333,7.125,198.167
2013-03-11,53.0,32.25,16.0,9.014,10.403,1.389,1.125,10.5,13.1,6.788,0.9,191.5,2.333,8.458,199.958
2013-03-12,56.0,37.833,17.0,19.321,21.73,2.409,2.417,29.181,18.0,12.046,6.0,192.304,4.125,14.13,206.435
2013-03-13,99.0,93.167,62.0,14.903,20.07,5.167,1.0,25.958,18.0,13.454,7.8,187.5,2.917,12.625,200.125
2013-03-14,78.0,53.167,32.0,6.82,7.917,1.097,3.208,7.778,14.4,9.85,5.6,186.542,3.043,7.167,193.708
2013-03-15,59.0,40.958,20.0,8.509,10.199,1.69,1.0,13.236,14.7,8.546,3.6,188.458,3.0,8.75,197.208
2013-03-16,61.0,43.875,29.0,8.347,9.361,1.014,1.542,34.0,16.7,11.246,5.0,191.083,3.708,8.542,199.625
2013-03-17,74.0,44.25,26.0,16.78,19.482,2.703,1.583,31.973,18.5,11.704,5.3,191.792,4.375,13.625,205.417
2013-03-18,99.0,85.333,62.0,19.509,29.162,9.653,1.0,39.343,18.2,13.762,8.4,190.087,3.75,13.696,203.783
2013-03-19,76.0,63.917,45.0,9.466,11.077,1.611,1.0,38.903,16.1,12.279,8.9,188.125,3.917,8.917,197.042
2013-03-20,99.0,89.125,70.0,10.972,12.667,1.694,1.0,14.75,12.9,11.321,9.8,186.083,3.708,7.75,193.833
2013-03-21,73.0,48.875,30.0,4.194,5.208,1.014,1.0,8.667,11.9,8.479,5.4,185.875,2.0,6.542,192.417
2013-03-22,49.0,34.875,17.0,4.329,5.445,1.116,1.0,10.805,15.9,9.45,4.2,187.25,2.0,7.167,194.417
2013-03-23,50.0,33.167,19.0,5.972,7.097,1.125,1.042,17.389,19.2,11.871,5.4,188.375,2.375,7.875,196.25
2013-03-24,82.0,46.542,17.0,14.225,16.554,2.33,1.083,25.347,17.8,12.221,5.3,189.348,2.875,9.261,198.609
2013-03-25,88.0,54.875,27.0,21.833,30.181,8.347,4.958,31.93,22.0,15.029,6.1,192.217,3.667,14.652,206.87
2013-03-26,99.0,87.208,54.0,20.485,24.223,3.739,1.042,29.986,16.7,14.442,12.5,189.083,3.333,16.0,205.083
2013-03-27,99.0,86.625,42.0,15.792,19.75,3.958,1.318,20.889,23.3,15.517,11.4,187.75,3.167,15.583,203.333
2013-03-28,99.0,70.25,33.0,15.347,20.472,5.125,1.0,21.875,21.0,14.292,8.9,189.708,3.391,10.292,200.0
2013-03-29,99.0,71.458,44.0,11.894,17.605,5.711,1.0,25.194,20.9,16.229,10.7,188.227,2.833,14.5,202.727
2013-03-30,99.0,89.875,63.0,3.597,4.958,1.361,1.0,17.208,17.8,15.354,12.5,178.833,2.167,10.083,188.917
2013-03-31,68.0,39.667,16.0,7.236,8.389,1.153,2.458,11.444,21.9,15.808,11.4,182.125,2.583,12.792,194.917
2013-04-01,91.0,70.583,47.0,10.847,14.361,3.514,1.0,19.639,17.0,12.688,6.8,207.875,3.25,10.917,218.792
2013-04-02,99.0,96.542,90.0,12.513,14.845,2.331,1.0,13.569,14.4,13.358,11.9,185.417,3.261,10.583,196.0
2013-04-03,99.0,76.0,43.0,7.711,8.949,1.237,3.364,7.306,19.1,14.25,11.4,183.75,2.167,7.792,191.542
2013-04-04,96.0,72.083,42.0,14.167,21.875,7.708,1.0,13.403,21.5,15.892,8.2,186.958,2.958,10.25,197.208
2013-04-05,99.0,77.292,48.0,15.667,23.57,7.903,1.0,18.375,22.2,17.396,11.8,187.708,2.696,9.708,197.417
2013-04-06,99.0,91.167,66.0,8.083,9.444,1.361,1.0,19.111,20.0,16.458,14.6,184.609,2.167,7.348,191.957
2013-04-07,99.0,75.625,44.0,3.125,4.139,1.014,1.0,13.875,20.1,14.083,8.3,183.958,2.25,7.458,191.417
2013-04-08,60.0,38.042,19.0,6.264,7.264,1.0,3.625,12.833,20.0,13.321,7.5,188.042,2.167,7.417,195.458
2013-04-09,88.0,58.792,27.0,15.515,21.323,5.808,2.292,19.32,21.3,14.762,6.5,189.333,2.583,13.292,202.625
2013-04-10,56.0,37.375,21.0,7.307,8.321,1.014,3.955,22.222,17.6,13.862,11.1,188.826,2.417,8.304,197.13
2013-04-11,69.0,48.125,27.0,7.569,8.597,1.028,3.625,18.944,15.2,10.838,7.1,190.25,2.792,8.542,198.792
2013-04-12,66.0,44.958,29.0,10.014,11.264,1.25,3.542,20.625,16.4,10.842,5.6,190.625,2.826,12.417,203.042
2013-04-13,79.0,47.167,21.0,9.5,10.583,1.083,1.0,15.139,17.5,11.896,5.7,190.625,2.583,8.917,199.542
2013-04-14,87.0,66.917,43.0,10.805,13.153,2.347,1.042,26.847,19.9,15.154,7.2,188.913,2.667,7.957,196.87
2013-04-15,88.0,46.25,20.0,7.056,8.111,1.056,3.583,30.211,23.6,19.462,15.9,184.625,2.458,8.0,192.625
2013-04-16,81.0,47.625,22.0,14.822,16.572,1.75,1.125,23.829,24.5,18.958,13.7,185.083,2.333,11.292,196.375
2013-04-17,88.0,72.0,58.0,17.549,26.457,8.908,1.409,33.264,23.0,19.546,15.3,185.667,2.458,11.417,197.083
2013-04-18,95.0,72.875,40.0,13.625,21.056,7.431,1.042,23.153,25.8,19.417,13.7,184.913,2.042,10.217,195.13
2013-04-19,90.0,44.5,13.0,8.097,9.111,1.014,2.083,20.458,22.6,17.862,13.8,186.167,3.174,8.708,194.875
2013-04-20,88.0,54.208,37.0,9.792,10.972,1.181,1.0,18.403,14.4,12.442,10.8,189.5,3.292,8.875,198.375
2013-04-21,99.0,76.542,42.0,4.528,5.542,1.014,1.0,8.25,20.2,13.088,9.8,187.625,2.875,7.417,195.042
2013-04-22,68.0,47.0,23.0,7.181,8.361,1.18,1.0,13.028,18.3,13.0,7.1,188.087,2.958,8.043,196.13
2013-04-23,76.0,53.292,30.0,12.107,14.486,2.379,1.042,17.264,19.8,14.933,9.8,189.5,2.958,8.583,198.083
2013-04-24,99.0,85.792,65.0,12.04,13.837,1.797,1.045,20.695,19.0,16.333,14.0,186.083,2.958,8.583,194.667
2013-04-25,99.0,77.083,50.0,11.458,13.194,1.736,1.125,18.778,21.5,17.721,14.0,185.417,3.125,12.25,197.667
2013-04-26,99.0,59.708,28.0,13.111,21.722,8.611,3.083,25.576,23.0,16.346,11.3,188.609,3.043,8.435,197.043
2013-04-27,64.0,40.792,24.0,3.944,4.944,1.0,1.0,16.278,19.8,14.717,9.9,188.625,2.75,6.667,195.292
2013-04-28,68.0,32.958,15.0,6.958,7.972,1.014,1.167,17.806,23.6,16.658,10.2,189.292,2.458,7.708,197.0
2013-04-29,90.0,64.625,29.0,10.944,13.653,2.708,1.083,22.125,22.7,17.075,8.6,190.917,3.0,9.167,200.083
2013-04-30,94.0,82.958,69.0,11.207,12.388,1.181,1.833,30.403,21.0,17.821,15.3,187.304,3.083,11.391,198.696
2013-05-01,95.0,53.792,25.0,9.456,11.098,1.642,2.619,16.092,22.6,16.508,11.8,186.0,2.458,8.042,194.042
2013-05-02,64.0,40.875,23.0,6.289,7.442,1.153,1.917,8.653,21.5,15.554,9.9,186.5,2.167,8.333,194.833
2013-05-03,65.0,42.167,14.0,6.903,7.944,1.042,1.0,12.042,21.8,15.671,9.3,188.417,2.174,6.958,195.375
2013-05-04,77.0,48.375,22.0,6.569,7.639,1.07,1.0,15.5,22.6,16.688,9.6,187.565,2.708,6.87,194.435
2013-05-05,89.0,62.042,34.0,8.43,9.611,1.181,1.0,20.5,21.2,16.804,10.2,188.208,3.125,6.542,194.75
2013-05-06,96.0,58.792,28.0,9.653,12.028,2.375,1.0,27.722,23.9,18.812,11.4,187.042,3.083,7.75,194.792
2013-05-07,72.0,48.375,16.0,6.489,7.692,1.203,1.208,18.819,23.9,18.175,14.0,184.083,2.458,7.208,191.292
2013-05-08,72.0,43.625,19.0,14.154,17.322,3.167,1.091,13.486,24.4,17.688,10.4,186.304,2.25,10.0,196.304
2013-05-09,82.0,53.292,28.0,20.444,27.347,6.903,1.292,18.125,25.9,19.217,11.5,187.583,2.5,10.375,197.958
2013-05-10,99.0,74.25,39.0,20.569,31.167,10.597,1.542,25.444,24.4,18.767,13.2,186.333,2.957,11.25,197.583
2013-05-11,99.0,99.0,99.0,15.472,17.306,1.833,1.0,13.736,20.1,17.846,15.8,180.958,3.208,10.208,191.167
2013-05-12,99.0,84.0,60.0,6.75,8.0,1.25,1.0,14.653,23.1,19.371,15.9,184.348,2.667,8.13,192.478
2013-05-13,99.0,78.333,49.0,10.667,15.583,4.917,1.0,14.806,26.2,20.579,15.5,181.708,2.167,6.75,188.458
2013-05-14,99.0,81.917,58.0,12.716,22.014,9.298,1.0,24.403,25.2,20.608,15.9,180.792,2.458,9.208,190.0
2013-05-15,99.0,77.292,52.0,12.234,19.174,6.94,1.0,22.805,24.4,20.467,16.7,173.458,2.417,7.583,181.042
2013-05-16,92.0,59.125,32.0,12.514,14.472,1.958,1.292,27.947,27.8,22.192,16.9,181.522,2.625,8.435,189.957
2013-05-17,87.0,65.25,42.0,9.217,10.69,1.473,1.0,23.486,24.3,20.133,16.2,181.333,2.739,7.733,189.067
2013-05-18,79.0,60.958,38.0,6.25,7.278,1.028,1.0,21.069,24.2,20.4,16.7,185.583,2.042,7.333,192.917
2013-05-19,99.0,77.458,49.0,8.875,10.486,1.611,1.0,15.194,21.7,18.096,14.7,184.583,1.958,8.333,192.917
2013-05-20,99.0,93.167,83.0,7.583,9.167,1.583,1.0,12.333,23.4,20.138,15.8,180.875,2.208,8.792,189.667
2013-05-21,99.0,77.042,38.0,12.59,14.817,2.227,1.125,31.903,29.3,22.729,18.2,185.25,3.208,14.0,199.25
2013-05-22,98.0,75.583,53.0,14.646,21.201,6.554,1.045,39.982,27.3,22.217,16.7,190.042,3.5,11.667,201.708
