date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,PM25_mean,THC_mean,CO_mean
2011-03-03,2.926,3.722,0.795,2.13,,192.801,9.652,13.318,202.453,4.682
2011-03-04,4.042,5.883,1.842,1.658,,202.146,20.792,21.083,222.938,6.792
2011-03-05,7.723,11.211,3.488,2.142,,200.229,19.146,23.833,219.375,6.708
2011-03-06,3.866,5.213,1.348,1.878,,192.408,12.364,18.833,204.771,5.905
2011-03-07,5.185,6.829,1.644,4.08,,200.637,15.366,35.958,216.003,6.833
2011-03-08,4.809,7.025,2.217,2.408,,201.958,14.0,41.167,215.958,7.458
2011-03-09,4.592,6.392,1.8,2.3,,198.396,12.895,32.917,211.292,7.792
2011-03-10,2.95,4.317,1.367,2.008,,195.521,9.584,17.0,205.104,4.875
2011-03-11,2.517,3.258,0.742,5.025,,196.834,9.167,28.292,206.0,5.0
2011-03-12,3.778,5.23,1.452,7.739,,197.107,8.706,13.083,205.812,4.458
2011-03-13,4.914,6.34,1.426,5.355,,192.955,11.591,14.917,204.545,2.0
2011-03-14,5.606,7.41,1.804,5.168,,194.438,9.688,18.583,204.125,2.0
2011-03-15,6.253,7.743,1.49,7.005,,197.682,11.21,36.792,208.892,2.792
2011-03-16,7.177,9.692,2.516,2.583,,196.084,12.438,53.083,208.521,4.125
2011-03-17,3.92,5.102,1.183,1.233,,193.114,11.263,20.905,204.376,3.375
2011-03-18,4.45,5.5,1.05,2.725,,198.812,14.48,28.458,213.292,4.0
2011-03-19,4.482,5.995,1.513,3.226,,199.053,11.692,22.913,210.744,3.5
2011-03-20,6.558,8.4,1.842,4.475,,198.583,12.98,24.083,211.562,5.5
2011-03-21,5.792,7.833,2.042,4.942,,198.688,11.979,21.208,210.666,5.583
2011-03-22,4.817,6.367,1.55,10.917,,192.062,9.188,23.625,201.25,4.292
2011-03-23,5.173,7.344,2.171,2.383,,189.583,11.708,21.458,201.292,5.75
2011-03-24,2.917,3.667,0.75,2.308,,189.083,7.354,26.958,196.438,5.417
2011-03-25,2.555,3.169,0.614,2.242,,191.688,6.542,14.042,198.229,4.167
2011-03-26,4.313,5.769,1.456,3.749,,193.89,8.303,11.0,202.193,2.348
2011-03-27,4.359,5.72,1.361,4.183,,194.854,9.75,12.25,204.604,1.333
2011-03-28,4.925,6.042,1.117,4.275,,193.021,9.958,25.435,202.979,2.208
2011-03-29,5.608,6.825,1.217,4.258,,193.5,10.458,28.292,203.958,2.25
2011-03-30,4.117,5.375,1.258,3.292,,189.375,9.812,21.875,199.188,2.167
2011-03-31,3.117,4.025,0.908,2.842,,189.73,8.688,16.583,198.416,1.917
2011-04-01,4.125,5.108,0.983,6.708,,196.021,12.146,37.333,208.167,5.792
2011-04-02,3.6,4.467,0.867,5.933,,194.979,12.042,32.75,207.02,5.25
2011-04-03,4.484,5.242,0.758,4.142,,195.666,10.854,28.625,206.52,5.542
2011-04-04,3.825,4.875,1.05,3.242,,196.396,10.229,10.167,206.625,4.792
2011-04-05,4.05,5.266,1.217,2.75,,196.417,11.896,12.042,208.312,4.292
2011-04-06,3.323,4.531,1.208,2.112,,194.479,11.729,10.833,206.208,4.083
2011-04-07,2.986,4.307,1.321,2.476,,193.604,11.958,9.583,205.562,4.304
2011-04-08,4.0,5.9,1.9,2.9,,195.354,16.145,11.125,211.5,5.292
2011-04-09,3.367,4.467,1.1,4.742,,197.084,13.208,21.667,210.292,6.125
2011-04-10,3.033,3.783,0.75,4.592,,195.98,11.688,29.042,207.666,5.292
2011-04-11,3.756,4.708,0.951,4.288,,195.72,11.402,34.292,207.121,5.417
2011-04-12,4.117,5.236,1.12,3.688,,197.979,12.52,22.708,210.5,5.273
2011-04-13,4.292,5.317,1.025,3.625,,196.333,11.5,21.792,207.833,5.0
2011-04-14,4.099,4.917,0.817,5.046,,195.104,11.688,27.458,206.792,5.042
2011-04-15,5.591,7.45,1.859,4.692,,197.021,16.854,25.292,213.875,6.125
2011-04-16,4.7,5.55,0.85,3.85,,199.104,14.146,51.792,213.25,6.167
2011-04-17,4.367,5.075,0.708,3.808,,194.688,10.979,31.458,205.666,5.125
2011-04-18,3.075,4.2,1.125,1.95,,194.02,11.083,22.042,205.104,4.875
2011-04-19,2.983,4.133,1.15,2.8,,196.062,10.334,12.833,206.396,5.042
2011-04-20,3.93,5.158,1.228,3.537,,195.396,16.334,14.667,211.729,4.857
2011-04-21,4.045,5.047,1.002,4.537,,191.334,11.0,23.792,202.334,4.292
2011-04-22,3.616,4.742,1.125,3.366,,176.908,15.84,18.958,192.747,4.75
2011-04-23,2.375,3.208,0.833,1.717,,182.708,11.792,17.167,194.5,4.417
2011-04-24,2.8,3.542,0.742,2.108,,188.333,12.542,26.0,200.875,5.167
2011-04-25,3.425,4.583,1.158,1.953,,186.667,13.5,26.667,200.167,5.125
2011-04-26,4.381,5.722,1.34,6.182,,188.286,14.714,27.125,203.0,5.0
2011-04-27,3.963,5.698,1.735,3.649,,191.934,12.696,24.875,204.629,5.25
2011-04-28,2.658,3.717,1.058,1.133,,190.271,9.354,18.792,199.625,4.875
2011-04-29,4.1,4.842,0.742,2.633,,191.604,9.167,17.0,200.771,4.083
2011-04-30,3.6,4.7,1.1,3.075,,189.312,11.792,18.625,201.104,4.417
2011-05-01,2.583,3.367,0.783,1.908,,187.021,10.375,29.625,197.396,4.333
2011-05-02,4.828,5.897,1.069,4.191,,190.688,13.396,61.875,204.084,4.783
2011-05-03,5.783,7.333,1.55,2.55,,190.938,10.854,66.0,201.792,6.125
2011-05-04,4.242,5.45,1.208,3.792,,189.02,7.958,44.0,196.979,4.833
2011-05-05,3.067,4.067,1.0,1.883,,186.25,7.833,23.542,194.084,4.208
2011-05-06,4.413,6.089,1.676,1.052,,186.604,8.77,16.773,195.375,4.375
2011-05-07,3.702,5.255,1.552,1.05,,186.021,10.208,7.208,196.229,4.542
2011-05-08,3.302,4.364,1.062,2.55,,183.208,8.916,16.792,192.125,3.583
2011-05-09,5.263,7.016,1.753,3.161,,182.542,14.438,28.333,196.979,3.542
2011-05-10,3.677,7.74,4.062,2.733,,177.666,17.02,19.083,194.688,4.0
2011-05-11,4.695,8.303,3.608,3.658,,174.02,13.021,14.458,187.042,3.208
2011-05-12,2.779,3.872,1.093,1.767,,172.089,8.226,9.708,180.314,2.917
2011-05-13,3.337,4.607,1.269,1.818,,178.938,6.458,22.208,185.396,4.304
2011-05-14,4.108,5.1,0.992,7.167,,182.23,8.146,26.875,190.375,5.042
2011-05-15,3.95,4.6,0.65,4.233,,183.25,7.896,26.333,191.146,4.375
2011-05-16,4.837,5.936,1.1,5.083,,184.542,7.667,33.875,192.208,4.583
2011-05-17,4.117,5.283,1.167,4.727,,186.761,8.992,45.292,195.752,4.958
2011-05-18,3.432,4.298,0.866,7.455,,184.479,7.834,30.042,192.312,4.652
2011-05-19,3.228,4.457,1.229,2.493,,182.208,7.375,20.75,189.584,4.167
2011-05-20,4.158,5.875,1.717,1.642,,180.688,8.354,12.583,189.042,3.917
2011-05-21,3.159,5.058,1.9,1.992,,176.604,8.896,7.833,185.5,4.0
2011-05-22,2.867,4.55,1.683,1.95,,175.938,8.812,11.0,184.75,3.917
2011-05-23,4.516,6.0,1.483,1.217,,178.604,10.354,8.25,188.958,5.0
2011-05-24,4.425,6.458,2.033,1.033,,179.938,11.834,5.75,191.771,5.542
2011-05-25,3.185,3.994,0.808,1.259,,178.041,8.375,11.75,186.416,3.458
2011-05-26,2.418,3.08,0.662,1.092,,178.934,6.887,7.875,185.822,3.045
2011-05-27,3.996,5.544,1.548,1.051,,184.116,12.342,4.913,196.458,5.833
2011-05-28,4.683,6.483,1.8,1.05,,184.771,18.125,6.625,202.896,6.292
2011-05-29,2.067,2.658,0.592,1.142,,184.042,9.521,3.565,193.562,3.5
2011-05-30,3.7,5.219,1.519,4.677,,184.28,9.652,16.125,193.932,4.25
2011-05-31,3.557,4.795,1.238,4.29,,180.634,7.314,15.917,187.949,3.667
2011-06-01,4.438,6.078,1.64,2.232,,182.52,12.188,17.4,194.708,4.833
2011-06-02,3.226,4.52,1.294,3.23,,181.625,8.771,,190.396,4.05
2011-06-03,3.142,4.3,1.158,2.45,,177.209,8.208,,185.417,3.792
2011-06-04,3.183,4.225,1.042,3.233,,178.333,8.75,,187.083,3.542
2011-06-05,3.208,4.092,0.883,1.441,,178.333,9.02,,187.354,4.0
2011-06-06,3.142,4.15,1.008,2.825,,179.02,7.75,,186.771,3.875
2011-06-07,4.658,6.367,1.708,1.425,,179.708,10.0,,189.708,5.417
2011-06-08,3.187,4.018,0.83,2.091,,176.75,8.0,,184.75,4.409
2011-06-09,2.468,3.493,1.025,3.148,,178.334,9.917,,188.25,4.208
2011-06-10,3.313,5.002,1.689,2.083,,178.938,10.938,,189.875,5.667
2011-06-11,3.799,5.776,1.977,1.201,,176.089,12.067,,188.156,4.667
2011-06-12,4.042,4.833,0.792,1.2,,176.959,10.396,,187.354,4.292
2011-06-13,3.958,5.133,1.175,2.725,,175.541,7.833,,183.375,3.875
2011-06-14,4.463,5.701,1.238,3.858,,177.77,8.23,,186.0,4.652
2011-06-15,3.958,5.708,1.75,1.542,,179.896,9.75,,189.646,6.833
2011-06-16,6.2,8.158,1.958,1.592,,180.396,12.604,,193.0,6.0
2011-06-17,4.219,5.443,1.225,2.592,,177.209,9.292,,186.5,4.917
2011-06-18,5.263,6.99,1.727,1.675,,177.307,10.548,,187.854,5.042
2011-06-19,3.767,4.517,0.75,1.317,,176.146,8.625,,184.771,4.875
2011-06-20,6.4,9.067,2.667,1.608,,177.438,13.27,,190.708,5.708
2011-06-21,5.033,8.35,3.317,3.1,,172.209,11.625,,183.833,4.125
2011-06-22,3.455,6.831,3.377,2.523,,171.11,11.74,13.429,182.85,4.375
2011-06-23,4.142,7.99,3.848,4.686,,181.341,13.553,13.75,194.894,4.545
2011-06-24,3.425,6.558,3.133,3.859,,183.438,10.875,13.167,194.312,4.125
2011-06-25,2.758,5.058,2.3,1.975,,184.604,8.562,10.375,193.166,3.167
2011-06-26,1.761,3.088,1.326,2.13,,179.666,4.812,8.125,184.48,2.125
2011-06-27,3.393,5.42,2.027,3.943,,186.583,10.688,12.083,197.271,4.75
2011-06-28,2.31,4.133,1.823,3.28,,186.562,9.396,11.958,195.958,2.5
2011-06-29,1.852,3.434,1.582,2.517,,184.562,7.521,10.917,192.084,1.625
2011-06-30,2.651,4.314,1.663,2.743,,193.771,8.542,15.042,202.312,2.167
2011-07-01,3.328,5.361,2.033,2.026,,200.86,11.046,11.875,211.905,3.25
2011-07-02,3.908,4.733,0.825,3.058,,208.604,9.979,17.125,218.584,2.0
2011-07-03,3.8,4.6,0.8,2.617,,215.958,12.48,21.0,228.438,2.625
2011-07-04,3.8,5.643,1.843,3.001,,203.841,15.818,15.625,219.66,4.391
2011-07-05,3.592,4.267,0.675,2.842,,190.166,9.646,17.875,199.812,3.667
2011-07-06,3.933,6.358,2.425,1.637,,191.688,15.105,10.083,206.792,6.292
2011-07-07,3.932,8.023,4.091,2.747,,189.125,15.73,10.542,204.854,5.042
2011-07-08,2.7,5.308,2.609,3.109,,185.938,13.188,9.542,199.125,3.667
2011-07-09,3.133,5.467,2.333,2.692,,183.625,9.396,7.167,193.021,2.5
2011-07-10,1.883,2.55,0.667,2.567,,185.896,8.812,6.625,194.708,2.333
2011-07-11,2.133,3.25,1.117,1.875,,185.521,9.229,6.375,194.75,2.458
2011-07-12,1.847,3.168,1.321,1.857,,184.354,8.812,4.75,193.166,2.5
2011-07-13,3.025,4.766,1.741,1.823,,184.988,10.316,5.125,195.304,3.0
2011-07-14,1.983,3.783,1.8,2.625,,187.146,11.125,5.625,198.271,2.5
2011-07-15,1.917,3.684,1.767,1.933,,185.854,10.625,6.958,196.479,2.583
2011-07-16,1.793,3.32,1.527,2.28,,185.312,9.458,8.333,194.77,2.591
2011-07-17,1.617,2.775,1.158,2.008,,184.333,9.125,8.125,193.458,2.583
2011-07-18,1.617,2.608,0.992,2.498,,179.5,6.25,5.417,185.75,2.0
2011-07-19,1.983,3.117,1.133,1.917,,178.854,8.812,3.042,187.667,2.958
2011-07-20,2.184,3.75,1.566,2.198,,183.621,10.022,6.958,193.644,3.25
2011-07-21,2.948,4.524,1.576,2.812,,186.792,10.375,7.958,197.167,3.261
2011-07-22,4.7,6.992,2.292,1.958,,189.75,9.5,12.625,199.25,3.5
2011-07-23,1.742,2.475,0.733,1.823,,190.666,9.271,15.833,199.938,3.292
2011-07-24,1.359,2.008,0.65,1.865,,190.958,9.542,21.958,200.5,3.0
2011-07-25,2.243,3.501,1.258,1.823,,190.669,8.911,12.083,199.58,3.286
2011-07-26,2.782,4.359,1.577,1.341,,192.104,11.208,12.25,203.312,3.958
2011-07-27,3.104,5.424,2.32,3.169,,189.583,9.52,9.917,199.104,3.0
2011-07-28,2.967,5.825,2.858,2.529,,187.438,9.73,9.875,197.166,2.542
2011-07-29,3.433,5.242,1.808,3.427,,187.042,10.084,23.708,197.125,2.792
2011-07-30,3.458,4.8,1.342,3.354,,186.084,9.958,26.0,196.042,2.667
2011-07-31,3.017,3.892,0.875,2.0,,186.938,9.688,18.5,196.625,3.125
2011-08-01,2.446,3.621,1.176,1.553,,187.271,10.125,24.583,197.396,2.667
2011-08-02,1.842,3.017,1.175,1.312,,186.166,9.729,18.0,195.896,2.708
2011-08-03,1.66,2.901,1.241,1.363,,185.479,8.584,7.458,194.062,2.333
2011-08-04,1.636,2.024,0.387,1.326,,181.228,7.788,8.292,189.016,2.043
2011-08-05,2.383,3.408,1.025,1.344,,182.708,8.75,5.708,191.458,3.0
2011-08-06,1.775,2.592,0.817,1.031,,179.167,6.792,7.125,185.958,2.083
2011-08-07,1.775,2.716,0.942,1.177,,179.562,6.438,4.667,186.0,2.125
2011-08-08,2.856,4.571,1.715,1.456,,184.584,12.334,6.333,196.917,3.0
2011-08-09,2.66,5.034,2.374,1.731,,191.003,13.25,13.739,204.253,2.75
2011-08-10,2.887,4.601,1.715,1.927,,190.5,13.979,24.75,204.479,3.455
2011-08-11,3.148,4.279,1.13,2.458,,187.521,12.02,31.708,199.542,3.708
2011-08-12,3.575,4.733,1.158,2.76,,175.222,10.542,26.125,185.764,3.708
2011-08-13,2.583,3.7,1.117,2.521,,184.416,10.833,23.667,195.25,3.292
2011-08-14,1.85,2.884,1.033,1.625,,188.688,11.479,8.625,200.167,3.875
2011-08-15,1.8,2.767,0.967,1.0,,192.521,11.604,7.5,204.125,4.833
2011-08-16,3.05,4.25,1.2,2.01,,190.75,11.229,12.458,201.98,3.667
2011-08-17,2.314,3.768,1.454,1.425,,185.962,12.544,14.25,198.506,4.042
2011-08-18,2.836,3.943,1.107,1.64,,193.625,12.688,16.625,206.312,4.182
2011-08-19,3.273,4.032,0.758,1.588,,195.25,10.875,17.542,206.125,4.042
2011-08-20,4.433,5.475,1.042,2.6,,198.417,11.812,25.167,210.229,4.208
2011-08-21,2.667,3.867,1.2,1.242,,198.5,12.896,22.625,211.396,5.042
2011-08-22,3.345,4.98,1.636,2.34,,199.8,10.848,22.833,210.648,4.542
2011-08-23,3.04,5.166,2.125,2.504,,185.728,9.704,10.917,195.432,3.522
2011-08-24,2.967,5.256,2.289,2.574,,187.854,10.958,11.583,198.812,3.542
2011-08-25,3.183,6.275,3.092,1.458,,187.167,12.375,9.833,199.542,3.833
2011-08-26,2.942,5.417,2.475,1.817,,190.479,11.354,8.042,201.833,3.625
2011-08-27,2.392,3.967,1.575,2.175,,185.77,8.73,10.5,194.5,2.75
2011-08-28,2.1,3.033,0.933,2.025,,186.958,8.562,13.833,195.521,2.375
2011-08-29,2.732,3.988,1.256,2.125,,187.357,9.646,15.167,197.003,2.591
2011-08-30,3.649,5.273,1.624,2.68,,186.354,10.812,12.458,197.167,2.708
2011-08-31,4.145,5.366,1.221,1.834,,188.25,12.02,16.333,200.271,3.5
2011-09-01,4.8,5.742,0.942,2.491,,186.125,17.125,16.375,203.25,4.208
2011-09-02,3.171,3.995,0.823,1.717,,181.221,10.67,4.292,191.892,3.25
2011-09-03,2.271,3.404,1.133,1.733,,183.416,10.042,2.75,193.458,3.0
2011-09-04,2.183,2.925,0.742,2.2,,188.125,10.708,5.042,198.834,3.083
2011-09-05,3.155,4.205,1.05,1.911,,191.834,8.646,8.167,200.48,3.417
2011-09-06,4.792,5.992,1.2,2.792,,195.354,7.875,11.667,203.229,3.25
2011-09-07,5.117,6.317,1.2,3.479,,196.678,8.61,16.458,205.289,3.292
2011-09-08,3.151,4.208,1.057,1.923,,194.97,7.54,15.292,202.51,2.682
2011-09-09,2.617,4.267,1.65,1.5,,191.188,6.604,17.583,197.792,2.583
2011-09-10,1.433,2.483,1.05,1.325,,185.333,5.542,9.042,190.875,2.167
2011-09-11,1.5,2.658,1.158,2.225,,188.104,5.917,7.25,194.021,2.083
2011-09-12,3.367,5.242,1.875,1.608,,192.938,10.854,5.583,203.792,4.458
2011-09-13,2.833,3.593,0.761,2.017,,190.375,7.02,6.917,197.396,2.667
2011-09-14,2.327,3.241,0.914,2.123,,189.766,6.7,9.917,196.466,2.417
2011-09-15,2.431,3.548,1.117,1.628,,189.604,7.458,10.417,197.062,2.87
2011-09-16,3.392,4.933,1.542,1.85,,187.916,7.875,6.292,195.792,3.75
2011-09-17,3.0,4.542,1.542,1.425,,188.604,10.75,6.417,199.354,4.167
2011-09-18,2.292,2.933,0.642,1.208,,182.938,5.458,11.167,188.396,2.042
2011-09-19,2.783,3.492,0.708,1.425,,192.5,8.125,6.667,200.625,3.5
2011-09-20,2.567,3.033,0.467,1.4,,184.688,5.729,6.75,190.416,2.75
2011-09-21,2.807,4.024,1.217,1.646,,191.614,10.276,5.958,201.89,4.478
2011-09-22,3.487,4.813,1.326,1.825,,195.854,8.625,7.542,204.479,4.083
2011-09-23,3.708,4.8,1.092,1.783,,194.729,6.438,7.875,201.167,3.458
2011-09-24,4.583,5.958,1.375,2.017,,196.104,7.354,11.667,203.458,3.792
2011-09-25,4.108,5.183,1.075,2.067,,195.028,6.812,14.917,201.84,3.792
2011-09-26,5.467,7.649,2.181,1.427,,195.73,12.125,12.25,207.854,4.667
2011-09-27,4.3,5.808,1.508,2.033,,193.271,8.666,11.958,201.938,4.0
2011-09-28,4.35,6.067,1.717,1.9,,198.372,11.36,13.75,209.732,4.542
2011-09-29,3.268,4.608,1.341,2.097,,193.585,8.875,13.75,202.46,3.958
2011-09-30,3.992,5.867,1.875,1.583,,197.0,11.605,16.417,208.604,4.833
2011-10-01,3.825,4.667,0.842,1.883,,197.792,8.584,14.375,206.375,4.417
2011-10-02,3.483,4.075,0.592,1.9,,196.98,7.084,14.25,204.062,3.958
2011-10-03,4.766,5.866,1.1,2.521,,195.833,7.125,11.125,202.958,4.042
2011-10-04,5.263,7.664,2.401,1.362,,195.354,8.084,13.083,203.438,4.565
2011-10-05,6.635,9.292,2.656,1.271,,195.646,10.771,5.708,206.416,5.417
2011-10-06,5.293,7.517,2.223,3.281,,199.847,12.056,14.368,211.903,5.167
2011-10-07,5.743,6.889,1.147,3.833,,203.334,11.334,43.565,214.667,6.167
2011-10-08,5.667,6.875,1.208,3.475,,200.542,9.73,48.417,210.27,5.208
2011-10-09,4.442,5.267,0.825,3.025,,200.542,8.271,50.458,208.812,4.625
2011-10-10,3.667,4.5,0.833,1.625,,198.104,7.708,34.0,205.812,3.792
2011-10-11,4.508,5.833,1.325,2.2,,196.396,8.729,26.875,205.125,4.25
2011-10-12,8.853,10.179,1.327,2.77,,196.945,9.4,43.542,206.345,4.917
2011-10-13,7.601,9.099,1.498,1.646,,194.958,8.312,48.958,203.271,4.0
2011-10-14,5.494,8.112,2.618,2.091,,191.396,10.021,16.292,201.416,4.5
2011-10-15,4.608,7.217,2.608,1.333,,196.854,14.562,7.636,211.417,6.042
2011-10-16,1.892,2.558,0.667,1.917,,198.416,7.312,,205.729,4.208
2011-10-17,3.326,4.65,1.324,2.558,,199.375,9.02,,208.396,4.833
2011-10-18,3.897,5.086,1.189,2.928,,197.792,9.042,13.923,206.834,4.091
2011-10-19,5.317,6.633,1.317,1.917,,195.854,7.958,17.667,203.812,3.833
2011-10-20,6.309,8.233,1.925,1.968,,197.708,11.562,23.042,209.27,4.667
2011-10-21,7.757,9.217,1.46,1.572,,197.748,17.334,9.478,215.082,3.261
2011-10-22,3.3,4.475,1.175,1.517,,194.812,10.896,4.708,205.708,1.833
2011-10-23,2.817,3.583,0.767,2.0,,195.604,11.146,8.625,206.75,1.542
2011-10-24,4.556,5.976,1.42,3.57,,193.354,9.592,16.25,202.947,1.625
2011-10-25,3.817,5.144,1.327,3.13,,197.375,12.521,15.917,209.896,2.958
2011-10-26,3.608,4.758,1.15,2.083,,196.646,7.458,10.083,204.104,1.917
2011-10-27,5.639,7.156,1.518,2.134,,195.729,6.354,13.583,202.084,2.591
2011-10-28,6.637,8.838,2.202,1.275,,195.354,20.084,17.5,215.438,5.5
2011-10-29,5.017,6.367,1.35,1.308,,192.208,7.25,16.208,199.458,5.375
2011-10-30,3.258,4.192,0.933,1.05,,190.208,6.458,14.875,196.667,5.167
2011-10-31,2.703,3.452,0.75,1.645,,192.282,14.476,11.042,206.758,4.708
2011-11-01,4.325,5.925,1.6,1.433,,193.583,11.02,16.333,204.604,4.5
2011-11-02,5.317,7.258,1.942,1.183,,195.562,10.375,15.0,205.938,5.042
2011-11-03,3.892,5.625,1.734,1.408,,196.562,11.896,12.917,208.458,4.917
2011-11-04,4.917,7.477,2.56,1.264,,197.176,15.612,14.5,212.788,5.375
2011-11-05,5.542,7.55,2.009,1.408,,198.375,21.5,10.833,219.875,6.25
2011-11-06,4.042,5.325,1.283,1.483,,195.25,10.625,10.792,205.875,4.625
2011-11-07,3.072,4.305,1.233,1.342,,197.854,10.812,13.208,208.667,4.667
2011-11-08,4.105,5.254,1.149,1.905,,196.916,9.688,14.667,206.604,4.565
2011-11-09,4.923,6.268,1.345,2.583,,196.042,11.062,11.417,207.104,4.333
2011-11-10,6.742,8.525,1.783,1.325,,194.0,7.292,14.708,201.292,5.125
2011-11-11,11.75,15.808,4.058,1.975,,192.125,10.333,21.708,202.458,6.333
2011-11-12,7.158,9.3,2.142,2.316,,196.292,10.292,29.333,206.583,5.208
