date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean
2011-01-01,188.0,73.5,54.166,32.5,14.083,13.375,16.458,3.084,,0.625,18.146,8.35,3.298,-0.25,202.083,4.0
2011-01-02,186.417,77.0,53.271,33.0,11.458,11.666,15.354,3.688,,0.5,13.896,11.05,3.808,-1.6,197.875,3.167
2011-01-03,184.917,56.0,35.146,18.0,7.542,9.104,11.729,2.625,,0.375,7.771,10.45,5.146,-0.35,192.458,3.125
2011-01-04,186.375,76.0,54.77,34.5,13.083,14.709,21.784,7.074,,0.792,10.986,7.0,2.398,-2.45,199.458,4.542
2011-01-05,188.545,59.0,38.271,19.0,10.136,14.98,22.208,7.229,,0.0,8.854,8.95,2.883,-2.9,198.682,3.958
2011-01-06,190.208,64.5,44.146,23.0,17.375,27.438,52.188,24.75,,0.583,12.375,9.95,3.517,-2.65,207.583,4.417
2011-01-07,189.417,59.5,39.375,18.5,10.417,13.731,22.198,8.468,,0.167,10.417,9.15,4.008,-0.35,199.833,3.0
2011-01-08,189.458,52.5,36.271,19.5,7.833,9.0,12.021,3.02,,0.042,8.125,9.55,4.202,-1.7,197.292,2.667
2011-01-09,190.5,73.5,53.334,32.0,18.958,20.562,37.562,17.0,,0.417,18.854,8.9,2.994,-2.05,209.458,4.667
2011-01-10,190.583,76.5,56.542,32.5,21.208,30.042,57.312,27.271,,0.833,21.354,9.45,3.448,-2.4,211.792,5.5
2011-01-11,190.364,76.5,51.792,27.5,13.727,18.977,40.204,21.228,,1.0,18.0,9.95,3.252,-1.1,204.091,4.0
2011-01-12,186.136,60.0,39.146,20.0,9.409,21.062,37.812,16.75,,0.087,10.125,6.75,1.392,-3.6,195.545,3.75
2011-01-13,186.625,72.5,47.584,22.5,17.083,27.438,62.166,34.729,,0.708,16.676,10.9,3.1,-4.4,203.708,5.417
2011-01-14,186.542,62.5,44.104,25.0,8.167,15.586,26.524,10.938,,0.792,12.458,7.7,2.912,-1.75,194.708,5.0
2011-01-15,187.667,67.0,50.562,36.0,10.208,15.875,22.48,6.604,,0.792,15.666,5.95,2.154,-2.2,197.875,4.833
2011-01-16,185.217,54.0,43.688,31.0,8.261,20.932,33.66,12.728,,0.773,21.122,5.25,3.065,1.75,193.478,3.0
2011-01-17,185.458,66.5,47.792,30.0,18.208,29.458,56.396,26.938,,1.542,25.334,7.45,2.823,-1.9,203.667,6.304
2011-01-18,186.125,75.0,56.812,35.0,20.042,31.631,71.15,39.518,,1.875,24.458,8.35,1.688,-4.55,206.167,5.875
2011-01-19,189.261,85.5,62.666,35.5,20.435,22.604,49.271,26.666,,0.478,21.958,9.3,3.783,-2.85,209.696,4.333
2011-01-20,187.875,91.5,87.625,73.0,9.042,18.833,31.479,12.646,,0.292,17.188,2.8,1.565,0.5,196.917,3.125
2011-01-21,188.417,92.0,88.25,80.5,9.542,17.39,26.274,8.884,,0.042,11.896,3.8,2.675,1.3,197.958,3.917
2011-01-22,193.25,92.5,86.792,75.0,17.125,15.271,32.166,16.896,,0.167,14.055,7.4,4.298,1.45,210.375,3.958
2011-01-23,195.042,91.5,83.334,60.5,20.875,22.125,57.604,35.479,,0.375,15.875,7.75,3.835,0.3,215.917,5.333
2011-01-24,194.708,88.5,69.208,43.0,15.083,22.292,38.25,15.958,,0.5,12.604,4.2,0.783,-2.0,209.792,3.783
2011-01-25,193.5,87.0,64.334,31.0,15.75,22.301,46.556,24.256,,0.708,13.458,8.7,1.729,-3.45,209.25,3.667
2011-01-26,193.273,84.0,54.98,29.0,21.455,23.413,49.978,26.566,,0.636,13.13,5.4,0.433,-3.5,214.727,5.087
2011-01-27,194.208,80.0,58.916,34.5,21.542,24.188,52.75,28.562,,1.167,14.604,6.1,-0.104,-5.6,215.75,5.875
2011-01-28,193.5,80.0,52.146,29.5,17.625,16.973,31.134,14.161,,1.25,14.98,5.45,0.123,-4.2,211.125,3.792
2011-01-29,191.167,53.0,32.979,17.0,12.167,9.875,12.771,2.896,,1.125,10.104,6.25,1.652,-2.25,203.333,2.583
2011-01-30,190.708,60.5,38.48,23.5,19.5,19.27,34.104,14.834,,1.042,10.708,6.1,1.242,-3.35,210.208,2.958
2011-01-31,190.708,69.5,47.104,26.0,21.042,25.542,52.854,27.312,,1.125,13.646,8.5,1.335,-5.45,211.75,4.87
2011-02-01,191.167,74.0,50.77,29.5,24.042,23.65,51.84,28.19,,2.208,18.708,9.95,1.84,-5.0,215.208,3.792
2011-02-02,189.174,57.0,32.833,14.5,8.043,16.458,28.771,12.312,,1.348,10.292,4.25,0.406,-3.0,197.217,3.292
2011-02-03,192.167,67.0,41.646,18.0,15.458,27.542,51.188,23.646,,1.0,13.73,7.05,0.273,-6.3,207.625,5.125
