date,NO2_mean,NOX_mean,NO_mean,SPM_mean,SO2_mean
2011-01-01,12.708,18.5,5.792,16.75,1.75
2011-01-02,10.087,18.87,8.783,10.854,2.042
2011-01-03,5.833,7.75,1.917,9.792,3.125
2011-01-04,8.167,11.333,3.167,13.542,8.708
2011-01-05,8.292,11.458,3.167,6.521,2.75
2011-01-06,18.625,28.958,10.333,11.542,14.125
2011-01-07,9.833,14.208,4.375,5.834,5.292
2011-01-08,9.583,12.917,3.333,5.354,9.167
2011-01-09,15.522,22.348,6.826,5.417,21.042
2011-01-10,21.217,36.609,15.391,19.916,14.917
2011-01-11,14.5,29.917,15.417,14.855,13.458
2011-01-12,12.083,17.375,5.292,6.104,9.583
2011-01-13,18.708,39.917,21.208,13.042,21.375
2011-01-14,11.25,16.083,4.833,12.02,31.042
2011-01-15,10.208,14.667,4.458,10.979,16.458
2011-01-16,17.261,25.304,8.043,10.27,13.875
2011-01-17,17.208,25.25,8.042,12.667,11.25
2011-01-18,26.292,66.333,40.042,22.334,20.292
2011-01-19,31.667,83.042,51.375,27.98,11.667
2011-01-20,22.667,33.625,10.958,14.292,3.667
2011-01-21,20.917,30.833,9.917,13.688,4.583
2011-01-22,12.333,17.417,5.083,9.188,12.917
2011-01-23,11.478,21.913,10.435,8.458,10.458
2011-01-24,9.417,14.333,4.917,6.583,10.833
2011-01-25,7.708,11.0,3.292,10.395,16.083
2011-01-26,9.167,14.083,4.917,7.0,17.75
2011-01-27,14.625,32.583,17.958,12.75,22.167
2011-01-28,13.25,19.833,6.583,14.75,23.292
2011-01-29,6.167,9.375,3.208,7.584,13.333
2011-01-30,13.455,20.045,6.591,7.166,15.292
2011-01-31,14.875,21.792,6.917,8.75,22.083
2011-02-01,15.458,35.25,19.792,12.0,15.917
2011-02-02,9.565,12.87,3.304,8.422,13.667
2011-02-03,17.708,36.583,18.875,9.604,19.375
2011-02-04,14.0,32.583,18.583,15.312,18.833
2011-02-05,12.875,17.542,4.667,19.375,20.042
2011-02-06,24.391,55.522,31.13,26.042,7.042
2011-02-07,20.333,38.792,18.458,14.271,11.875
2011-02-08,8.625,12.792,4.167,6.084,21.042
2011-02-09,9.833,14.0,4.167,7.02,14.708
2011-02-10,14.292,22.875,8.583,10.688,20.917
2011-02-11,8.833,12.792,3.958,8.604,19.375
2011-02-12,6.583,9.417,2.833,9.146,21.708
2011-02-13,22.652,33.957,11.304,12.542,10.875
2011-02-14,27.25,56.958,29.708,16.229,3.167
2011-02-15,21.125,43.333,22.208,18.396,18.667
2011-02-16,15.083,20.792,5.708,9.604,22.125
2011-02-17,9.667,13.25,3.583,7.583,23.333
2011-02-18,6.792,9.583,2.792,6.521,11.625
2011-02-19,9.792,12.792,3.0,8.896,13.208
2011-02-20,17.696,26.304,8.609,9.812,13.042
2011-02-21,22.417,41.583,19.167,15.438,28.75
2011-02-22,17.667,24.5,6.833,23.938,20.75
2011-02-23,22.478,33.696,11.217,26.188,14.333
2011-02-24,19.0,24.667,5.667,25.646,39.625
2011-02-25,22.708,30.583,7.875,22.438,15.208
2011-02-26,8.125,11.417,3.292,6.542,14.25
2011-02-27,9.087,13.217,4.13,8.188,9.75
2011-02-28,14.667,20.0,5.333,11.584,8.958
2011-03-01,21.375,33.125,11.75,20.584,17.583
2011-03-02,20.625,60.042,39.417,26.062,10.208
2011-03-03,9.125,12.5,3.375,12.312,14.333
2011-03-04,18.25,25.125,6.875,27.854,13.458
2011-03-05,28.409,49.364,20.955,16.479,3.5
2011-03-06,21.667,44.0,22.333,17.288,10.444
2011-03-07,13.25,17.042,3.792,22.084,18.083
2011-03-08,19.583,25.375,5.792,23.916,23.375
2011-03-09,19.333,25.917,6.583,18.604,11.292
2011-03-10,10.542,15.0,4.458,9.438,11.292
2011-03-11,4.708,7.417,2.708,8.834,17.25
2011-03-12,10.391,14.348,3.957,7.771,16.833
2011-03-13,8.458,12.167,3.708,8.208,18.542
2011-03-14,15.417,20.167,4.75,12.0,25.5
2011-03-15,15.417,29.333,13.917,14.729,19.75
2011-03-16,13.167,17.625,4.458,13.812,16.667
2011-03-17,19.792,28.125,8.333,19.438,7.333
2011-03-18,17.875,25.0,7.125,19.146,16.833
2011-03-19,7.609,11.391,3.783,8.542,14.958
2011-03-20,7.125,11.417,4.292,9.354,11.333
