date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-01,20.208,30.042,9.834,9.5,3.083,,200.913,5.625,22.13,223.043
2011-01-02,10.891,15.152,4.261,10.375,3.292,,196.565,4.043,11.043,207.609
2011-01-03,12.958,19.542,6.584,14.292,2.917,,196.87,4.0,10.696,207.565
2011-01-04,9.958,13.104,3.146,20.708,5.083,,196.0,4.375,9.478,205.478
2011-01-05,17.754,28.379,10.625,7.083,2.583,,196.174,4.458,14.783,210.957
2011-01-06,28.502,65.772,37.27,13.217,2.609,,201.826,6.174,36.391,238.217
2011-01-07,16.279,25.13,8.85,4.292,2.333,,197.174,4.125,20.13,217.304
2011-01-08,17.396,26.792,9.396,6.167,2.333,,200.565,4.833,18.478,219.043
2011-01-09,22.174,41.087,18.913,14.75,3.292,,204.435,6.13,24.478,228.913
2011-01-10,30.338,73.08,42.742,26.333,3.417,,205.391,8.083,39.522,244.913
2011-01-11,23.292,52.865,29.572,20.75,3.333,,200.435,5.958,25.957,226.391
2011-01-12,23.854,41.118,17.264,5.625,2.708,,197.652,4.25,22.478,220.13
2011-01-13,28.875,73.896,45.021,14.217,3.478,,202.545,6.667,36.318,238.864
2011-01-14,13.438,17.175,3.738,16.542,3.792,,197.391,4.542,18.739,216.13
2011-01-15,15.479,23.25,7.771,8.75,3.125,,196.913,4.25,16.522,213.435
2011-01-16,19.757,26.764,7.006,9.167,3.0,,195.217,3.696,14.696,209.913
2011-01-17,24.954,52.106,27.154,11.292,3.042,,197.0,4.917,22.087,219.087
2011-01-18,28.962,61.476,32.513,9.375,3.167,,198.826,5.375,25.957,224.783
2011-01-19,27.383,47.472,20.089,10.391,3.417,,198.222,4.043,27.222,225.444
2011-01-20,19.012,25.252,6.24,3.0,2.435,,190.4,3.792,30.8,221.2
2011-01-21,18.771,23.396,4.625,8.167,2.375,,189.826,3.792,20.348,210.174
2011-01-22,19.812,33.292,13.48,7.125,2.542,,193.565,5.375,27.609,221.174
2011-01-23,14.946,22.817,7.872,1.417,2.417,,192.826,3.87,18.13,210.957
2011-01-24,17.148,29.159,12.011,3.542,2.458,,192.391,3.708,16.565,208.957
2011-01-25,16.861,25.007,8.146,13.292,3.5,,192.826,4.292,15.435,208.261
2011-01-26,20.792,33.875,13.084,6.083,3.0,,194.826,4.083,21.826,216.652
2011-01-27,25.94,48.0,22.059,18.826,3.522,,196.217,5.75,24.522,220.739
2011-01-28,22.854,38.104,15.25,16.25,3.333,,196.87,6.042,28.87,225.739
2011-01-29,12.458,15.75,3.292,5.542,2.542,,191.739,3.375,11.739,203.478
2011-01-30,24.044,40.0,15.956,6.958,2.583,,196.522,5.0,23.174,219.696
2011-01-31,22.125,37.979,15.855,6.125,2.75,,192.783,4.458,46.043,238.826
2011-02-01,27.416,59.396,31.98,16.25,3.105,,196.565,5.783,35.957,232.522
2011-02-02,15.25,24.646,9.396,7.25,2.958,,193.13,3.667,16.0,209.13
2011-02-03,27.761,52.457,24.696,12.652,3.217,,198.652,6.5,25.391,224.043
2011-02-04,22.729,39.312,16.584,21.333,4.25,,196.522,5.542,25.609,222.13
2011-02-05,22.479,33.792,11.312,30.792,5.542,,197.043,6.042,21.565,218.609
