date,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2012-08-08,9.0625,10.9375,1.875,14.1665,306.0,262.5625,229.0,198.333,2.125,8.958,207.292
2012-08-09,8.917,10.8545,1.9375,13.396,318.0,265.0,229.5,196.125,2.125,10.958,207.083
2012-08-10,11.271,13.125,1.854,26.542,327.5,274.3125,221.0,195.0,2.25,12.417,207.417
2012-08-11,11.146,13.3125,2.1665,45.146,337.5,280.77099999999996,246.5,197.542,3.208,15.667,213.208
2012-08-12,5.9165,7.5835,1.6665,24.1665,326.5,281.83349999999996,246.0,192.375,2.083,8.375,200.75
2012-08-13,7.3335,9.625,2.2915,18.479,351.0,302.417,261.5,193.792,2.042,10.75,204.542
2012-08-14,6.25,8.0835,1.8335,14.729,314.5,276.7705,237.5,194.958,1.833,8.625,203.583
2012-08-15,7.021,8.9165,1.896,30.75,323.0,282.64599999999996,254.5,197.458,2.333,9.417,206.875
2012-08-16,6.9165,9.854,2.9375,17.542,359.5,306.208,257.5,198.208,2.0,11.042,209.25
2012-08-17,8.5625,11.542,2.979,19.208,360.5,292.60400000000004,240.5,197.375,1.792,11.792,209.167
2012-08-18,9.5835,12.271,2.6875,19.5625,308.0,266.875,238.5,197.25,2.042,12.708,209.958
2012-08-19,6.75,9.1875,2.4375,20.25,343.0,284.79150000000004,249.0,193.5,1.708,11.333,204.833
2012-08-20,8.875,12.0,3.125,16.583,344.5,292.16650000000004,246.5,196.25,1.792,14.458,210.708
2012-08-21,11.3335,13.729,2.396,17.6875,353.0,298.52099999999996,240.0,196.667,2.083,15.5,212.167
2012-08-22,13.375,16.6045,3.229,22.6455,355.5,300.1455,253.0,200.083,1.958,19.167,219.25
2012-08-23,12.773,20.0,7.2275,17.625,358.0,302.7295,259.5,197.591,2.091,21.5,219.091
2012-08-24,13.6875,18.9585,5.271,20.8335,353.5,299.83349999999996,248.5,198.833,2.125,20.292,219.125
2012-08-25,12.146,14.5415,2.3955,19.7295,351.5,299.1875,245.5,197.875,2.125,18.083,215.958
2012-08-26,8.4375,10.083,1.646,15.646,352.5,297.1045,250.5,195.625,1.792,14.792,210.417
2012-08-27,11.0205,13.75,2.7295,16.1875,356.0,296.91650000000004,243.5,195.417,1.875,15.167,210.583
2012-08-28,10.6875,13.354,2.6665,15.979,346.5,292.2295,252.0,199.875,2.0,14.417,214.292
2012-08-29,12.5835,14.7705,2.1875,25.4165,338.0,294.41650000000004,248.0,200.773,2.125,17.136,217.909
2012-08-30,16.7085,20.375,3.667,32.4165,355.5,304.6875,263.5,199.625,2.542,20.333,219.958
2012-08-31,12.625,14.479500000000002,1.854,28.292,352.5,298.2705,266.5,190.292,2.167,13.25,203.542
2012-09-01,10.0625,13.3335,3.2705,12.625,328.5,270.083,243.5,192.25,1.917,7.708,199.958
2012-09-02,6.625,8.375,1.75,11.6045,273.5,247.625,231.0,191.625,1.708,7.292,198.917
2012-09-03,10.125,12.125,2.0,12.146,313.5,261.91650000000004,221.5,190.958,1.625,8.0,198.958
2012-09-04,11.4585,13.542,2.0835,20.1665,330.5,266.4375,234.5,191.542,2.25,10.875,202.417
2012-09-05,13.777999999999999,17.544,3.7670000000000003,20.201,338.0,277.89599999999996,220.0,199.818,2.545,17.955,217.773
2012-09-06,17.8335,21.9375,4.1045,24.4375,318.0,255.0,224.5,202.5,3.167,23.583,226.083
2012-09-07,11.75,14.4165,2.6665,14.0,313.5,263.52099999999996,205.0,194.25,2.333,11.417,205.667
2012-09-08,9.5205,10.583,1.0625,31.042,315.5,272.72900000000004,240.5,193.417,2.667,18.25,211.667
2012-09-09,7.167,8.5,1.3335,19.125,318.5,278.3125,244.0,190.958,2.083,9.792,200.75
2012-09-10,10.4585,12.4165,1.9585,23.5835,324.0,280.54150000000004,243.0,190.583,2.083,13.5,204.083
2012-09-11,12.9795,16.3125,3.3335,20.7255,328.5,258.4375,211.0,191.542,2.583,17.208,208.75
2012-09-12,13.1875,16.0415,2.854,18.271,323.5,255.25,206.5,194.167,2.583,19.75,213.917
2012-09-13,13.3335,15.4165,2.083,20.9585,337.0,277.64599999999996,220.0,192.917,2.625,14.25,207.167
2012-09-14,14.354,15.6875,1.3335,28.3335,322.5,275.22900000000004,236.5,199.625,2.583,16.583,216.208
2012-09-15,12.354,14.8335,2.479,26.2705,323.5,270.4375,228.5,192.667,2.542,13.958,206.625
2012-09-16,8.3955,10.604,2.2085,22.875,298.0,268.14599999999996,235.0,196.125,2.917,12.375,208.5
2012-09-17,6.25,7.3125,1.0625,16.292,312.5,272.4375,242.5,186.833,1.667,5.833,192.667
2012-09-18,8.375,10.4165,2.0415,17.875,323.5,273.16650000000004,244.5,186.5,1.667,8.0,194.5
2012-09-19,13.9585,18.0,4.042,16.25,275.0,252.792,238.0,189.625,2.375,14.833,204.458
2012-09-20,9.4465,14.930499999999999,5.4845,15.542000000000002,306.0,256.375,224.5,192.304,2.217,13.304,205.609
2012-09-21,11.5625,14.0625,2.5,19.5625,275.0,236.5,206.5,195.917,2.5,13.458,209.375
2012-09-22,7.625,8.875,1.25,13.0625,253.5,223.77100000000002,200.0,194.708,2.125,11.25,205.958
2012-09-23,7.896,8.9585,1.0625,13.1875,204.0,188.9375,177.0,195.667,2.375,8.708,204.375
2012-09-24,12.4,20.195999999999998,7.796,8.6625,283.0,221.60399999999998,171.0,196.667,2.174,8.083,204.75
2012-09-25,16.28,19.136499999999998,2.856,12.625,231.5,204.375,179.0,192.5,2.136,10.0,202.5
2012-09-26,10.417,12.875,2.4585,10.854,260.5,211.27100000000002,157.0,193.833,2.292,9.042,202.875
2012-09-27,10.2085,12.9585,2.75,14.0835,250.0,205.41649999999998,158.5,197.042,2.0,10.667,207.708
2012-09-28,11.6875,15.667000000000002,3.979,11.6045,253.0,218.52100000000002,181.0,194.5,2.542,10.625,205.125
2012-09-29,8.979,15.229,6.25,11.7705,292.0,244.14600000000002,196.0,194.958,2.375,14.417,209.375
2012-09-30,4.271,4.292,0.021,27.1665,289.0,242.3125,222.0,189.042,2.0,5.792,194.833
2012-10-01,6.8004999999999995,8.078,1.278,8.9585,326.5,262.52099999999996,214.0,188.619,1.87,7.714,196.333
2012-10-02,8.646,10.604,1.9580000000000002,11.1665,255.5,224.22899999999998,206.5,191.458,2.25,7.792,199.25
2012-10-03,12.3545,14.957999999999998,2.6045,16.1455,242.5,212.85399999999998,191.0,194.083,2.667,12.208,206.292
2012-10-04,11.3125,14.354,3.0415,9.6875,293.0,230.8125,182.5,192.167,2.458,17.458,209.625
2012-10-05,13.4795,16.2705,2.792,13.6455,290.0,230.0625,172.5,195.542,2.5,12.792,208.333
2012-10-06,12.354,15.9375,3.5835,18.5,264.0,220.83350000000002,181.0,194.458,2.875,12.833,207.292
2012-10-07,5.7295,6.4585,0.729,10.729,215.5,184.85399999999998,165.0,191.958,2.167,6.208,198.167
2012-10-08,7.0205,8.479,1.4585,9.3335,230.0,181.75,131.5,195.667,1.958,6.625,202.292
2012-10-09,11.0835,14.375,3.292,12.6675,235.5,187.41649999999998,150.0,193.167,2.333,8.708,201.875
2012-10-10,12.7915,16.4165,3.625,11.5835,222.5,184.85399999999998,143.0,195.333,2.125,12.417,207.75
2012-10-11,10.417,12.375,1.9585,11.7915,262.5,207.1875,167.5,191.417,1.958,8.75,200.167
2012-10-12,7.521,9.1665,1.6455000000000002,9.604,231.5,184.79149999999998,144.5,190.292,1.958,4.083,194.375
2012-10-13,7.646,8.875,1.229,13.4795,235.0,178.35399999999998,118.0,190.667,2.417,4.292,194.958
2012-10-14,7.979,8.646,0.667,23.1875,212.0,167.708,119.0,194.417,2.75,9.0,203.417
2012-10-15,10.3955,12.8955,2.5,18.917,273.5,194.85399999999998,123.0,192.625,2.542,6.75,199.375
2012-10-16,14.792,16.375,1.5835,21.8335,223.0,171.1045,127.0,195.625,2.667,14.292,209.917
2012-10-17,16.0,18.1455,2.146,23.646,209.5,154.0,110.0,194.208,3.125,12.75,206.958
2012-10-18,21.0625,33.2915,12.229,19.896,189.5,167.08350000000002,137.5,198.542,4.167,27.5,226.042
2012-10-19,8.0215,9.696,1.674,6.8035,203.5,153.292,106.5,190.478,1.909,5.043,195.522
2012-10-20,15.271,18.1665,2.896,13.9585,200.0,144.72899999999998,75.0,195.292,3.083,12.333,207.625
2012-10-21,8.7705,9.9795,1.208,16.0,264.5,181.33350000000002,105.5,192.917,2.75,8.333,201.25
2012-10-22,17.271,20.104,2.833,32.1455,218.5,167.8545,118.0,194.792,3.667,14.167,208.958
2012-10-23,15.75,20.5625,4.8125,24.354,196.0,160.9375,142.0,194.958,3.167,13.625,208.583
2012-10-24,7.8125,9.6875,1.875,7.2915,193.0,145.875,107.5,189.833,1.917,8.625,198.458
2012-10-25,16.9585,22.0,5.0415,15.25,197.5,147.625,108.5,194.042,2.833,14.0,208.042
2012-10-26,15.479,18.7915,3.3125,18.8955,233.0,169.10399999999998,101.0,193.125,2.75,11.833,204.958
2012-10-27,15.229,18.8335,3.6045,18.8335,188.5,161.25,124.0,195.083,3.042,11.833,206.917
2012-10-28,12.854,15.1875,2.333,13.9165,139.0,131.95850000000002,127.0,195.792,3.083,10.625,206.417
2012-10-29,8.282499999999999,10.7605,2.4785,9.75,211.0,158.625,115.0,192.13,2.261,5.957,198.087
2012-10-30,18.479,28.021,9.542,15.8125,161.0,121.9795,87.5,197.583,3.792,17.792,215.375
2012-10-31,18.625,29.875,11.25,13.9375,160.5,120.4165,82.0,197.167,3.833,18.625,215.792
2012-11-01,17.6455,28.208,10.5625,19.7705,163.0,118.958,63.0,196.042,3.708,14.958,211.0
2012-11-02,6.146,7.625,1.4794999999999998,5.2915,167.0,122.8335,90.0,191.833,2.083,1.833,193.667
2012-11-03,7.271,8.375,1.1045,7.625,170.0,114.9375,69.0,193.083,2.167,2.917,196.0
2012-11-04,10.354,12.354,2.0,10.1045,199.0,127.271,76.5,196.25,2.958,7.917,204.167
2012-11-05,24.229,30.8125,6.5835,23.0835,167.0,122.646,76.5,197.75,4.167,18.667,216.417
2012-11-06,26.021,36.2085,10.1875,43.8125,144.5,132.4375,118.5,199.292,4.958,21.625,220.917
2012-11-07,13.4585,18.646,5.1875,8.729,217.5,144.52100000000002,100.5,195.208,3.625,11.083,206.292
2012-11-08,10.6875,13.354,2.667,5.8955,209.5,142.04149999999998,73.5,192.0,2.667,6.375,198.375
2012-11-09,7.9375,9.5835,1.646,11.5835,194.5,142.7295,105.0,190.75,2.5,3.167,193.917
2012-11-10,7.6665,9.167,1.5,14.25,184.5,134.042,89.0,191.208,2.167,3.708,194.917
2012-11-11,15.667000000000002,18.9375,3.271,20.8335,134.0,103.75,69.5,196.833,3.5,13.333,210.167
2012-11-12,12.6265,17.083,4.4565,12.3215,194.0,139.5,106.5,191.87,3.0,16.696,208.565
2012-11-13,17.6875,25.604,7.9165,19.625,164.5,121.5,73.0,195.542,3.958,15.333,210.875
2012-11-14,8.625,11.0625,2.4375,7.083,165.0,113.0,71.0,191.75,2.417,4.458,196.208
2012-11-15,10.375,13.1875,2.8125,5.0205,140.0,91.9375,52.0,195.25,3.0,3.75,199.0
2012-11-16,15.9375,21.458,5.5205,9.0205,166.5,107.667,64.0,195.667,3.375,11.75,207.417
2012-11-17,21.708,29.854,8.146,23.833,115.5,88.0415,55.0,198.083,4.417,18.542,216.625
2012-11-18,3.521,4.396,0.875,5.9585,143.0,107.8125,65.0,192.333,2.583,1.5,193.833
2012-11-19,20.354,26.4165,6.0625,13.1665,101.5,66.354,38.5,199.25,3.875,15.125,214.375
2012-11-20,11.8335,17.083,5.25,9.6875,169.5,98.8125,30.5,194.458,2.833,6.708,201.167
2012-11-21,10.854,14.9375,4.0835,6.625,130.5,87.521,55.0,195.5,2.667,3.958,199.458
2012-11-22,27.1665,42.083,14.9165,24.6455,151.0,89.2085,47.0,200.375,4.667,23.042,223.417
2012-11-23,18.583,24.3545,5.7705,20.479,139.5,97.104,48.5,197.292,3.958,16.417,213.708
2012-11-24,7.5625,9.229,1.6669999999999998,5.9375,145.0,98.1045,52.5,192.958,2.625,2.917,195.875
2012-11-25,11.375,12.8955,1.5205,12.021,110.0,66.896,29.0,197.167,2.625,8.083,205.25
2012-11-26,19.435000000000002,26.695500000000003,7.260999999999999,21.4375,120.0,77.271,47.0,196.955,4.174,13.955,210.909
2012-11-27,6.708,9.0625,2.354,4.0415,119.0,82.4585,42.5,193.333,2.375,2.917,196.25
2012-11-28,21.4375,39.7295,18.2915,11.5625,92.5,45.333,-2.0,200.667,4.5,19.083,219.75
2012-11-29,29.9375,58.5,28.5625,29.7085,156.5,79.5415,8.0,203.542,6.042,39.458,243.0
2012-11-30,25.292,56.7705,31.4795,31.7915,91.0,74.271,44.5,203.667,7.042,38.0,241.667
2012-12-01,11.896,33.8545,21.9585,19.417,91.0,46.4795,17.5,205.5,4.75,18.292,223.792
2012-12-02,8.8335,9.9585,1.125,10.25,64.0,36.9165,3.5,197.25,2.667,4.667,201.917
2012-12-03,19.354,26.3125,6.9585,15.6875,89.5,57.1455,22.0,197.0,3.833,11.0,208.0
2012-12-04,13.6875,18.6875,5.0,7.5415,156.0,91.4165,45.5,193.208,3.167,8.5,201.708
2012-12-05,24.792,36.854,12.0625,12.271,120.5,65.646,3.5,201.0,4.167,23.13,224.13
2012-12-06,15.4375,41.25,25.8125,10.354,143.0,69.0625,11.5,200.375,4.125,19.292,219.667
2012-12-07,16.9165,24.625,7.7085,8.9375,131.0,61.6665,13.0,196.458,3.708,10.833,207.292
2012-12-08,15.4165,30.0835,14.6665,9.0,137.0,46.479,-7.5,199.042,3.917,15.25,214.292
2012-12-09,10.4375,13.521,3.0835,8.375,94.5,28.083,-23.0,198.458,3.75,8.208,206.667
2012-12-10,12.433,15.519,3.0860000000000003,4.9585,73.5,29.333,-16.0,197.364,3.174,5.636,203.0
2012-12-11,11.25,14.625,3.375,5.8125,108.0,53.8955,16.0,195.917,2.958,5.5,201.417
2012-12-12,15.1665,19.083,3.9165,7.3335,97.0,42.4165,5.5,196.625,3.25,6.667,203.292
2012-12-13,15.896,18.5835,2.6875,10.0,101.0,43.9585,0.5,196.458,3.25,6.25,202.708
2012-12-14,31.6665,59.896,28.2295,25.7295,97.0,31.271,-29.5,205.708,6.417,26.458,232.167
2012-12-15,32.5,54.9375,22.4375,40.875,123.5,69.0625,13.5,206.25,6.75,40.167,246.417
2012-12-16,9.1665,15.8125,6.6455,16.2085,154.0,105.583,49.0,197.583,3.917,12.667,210.25
2012-12-17,30.75,59.3335,28.5835,40.3125,75.0,51.25,19.0,203.875,7.5,33.375,237.25
2012-12-18,12.0625,20.6875,8.625,11.5795,135.5,82.25,44.0,195.261,3.833,12.478,207.739
2012-12-19,8.1875,10.3125,2.125,3.729,70.5,34.1455,6.0,194.958,2.583,2.083,197.042
2012-12-20,10.667,13.5415,2.875,6.8335,103.0,41.4795,-4.0,195.583,2.792,4.333,199.917
2012-12-21,21.708,33.229,11.521,13.0625,82.5,47.729,0.0,199.708,4.375,16.458,216.167
2012-12-22,18.8125,29.229,10.4165,18.521,113.5,61.5,16.5,197.25,4.167,17.292,214.542
2012-12-23,9.771,11.0625,1.292,15.7085,98.5,52.9585,8.0,197.292,3.708,8.083,205.375
2012-12-24,5.9795,7.229,1.25,5.792,67.5,32.0625,-12.5,195.833,2.625,2.167,198.0
2012-12-25,17.9585,26.8955,8.9375,8.5,91.5,26.0625,-49.0,200.792,3.958,10.167,210.958
2012-12-26,4.8795,6.4885,1.6085,5.943,49.0,19.9165,-15.5,195.565,2.174,1.174,196.739
2012-12-27,13.146,16.479,3.333,6.542,78.0,19.9585,-23.5,196.792,2.792,4.75,201.542
2012-12-28,23.729,35.1875,11.4585,19.625,66.0,34.4165,-4.5,202.083,4.292,15.0,217.083
2012-12-29,17.1455,22.25,5.104,19.375,90.0,57.833,16.0,200.875,3.958,13.917,214.792
2012-12-30,13.4585,16.75,3.2915,27.229,96.5,69.479,55.0,197.833,4.458,13.5,211.333
2012-12-31,5.104,5.9165,0.8125,3.875,120.0,70.1665,12.5,194.792,3.458,4.208,199.0
2013-01-01,7.8125,8.6875,0.875,11.7085,141.5,57.6665,-3.0,195.458,3.417,4.875,200.333
2013-01-02,3.1875,3.5835,0.396,8.1455,90.0,54.396,12.5,192.375,2.25,0.333,192.708
2013-01-03,10.4165,12.333,1.9165,13.4375,76.5,34.1875,-3.0,197.458,3.458,5.833,203.292
2013-01-04,6.8955,8.1875,1.2915,6.5,112.0,46.0835,-6.0,196.292,3.042,2.708,199.0
2013-01-05,4.3545,5.0625,0.7085,5.292,78.0,33.396,5.0,192.75,2.375,0.333,193.083
2013-01-06,8.3125,10.0205,1.7080000000000002,4.75,85.5,25.146,-6.0,193.875,2.75,1.0,194.875
2013-01-07,21.739,31.109,9.3695,12.979,71.0,21.0835,-16.5,198.318,3.739,14.318,212.636
2013-01-08,26.5205,39.271,12.75,21.8955,99.0,44.2915,-21.5,197.125,3.875,20.208,217.333
2013-01-09,8.5835,10.208,1.625,9.729,101.0,52.646,0.5,192.0,1.958,4.292,196.292
2013-01-10,10.75,13.75,3.0,5.0,59.0,13.4375,-19.5,192.167,1.958,2.0,194.167
2013-01-11,13.396,16.271,2.875,6.9795,90.5,27.083,-25.0,193.167,2.75,4.292,197.458
2013-01-12,13.5205,15.271,1.75,13.3125,100.5,34.9585,-26.0,195.75,3.333,7.875,203.625
2013-01-13,3.396,4.208,0.8125,4.896,58.0,28.8125,-5.0,190.583,1.875,0.208,190.792
2013-01-14,9.0205,11.0835,2.0625,5.6665,67.5,16.7085,-18.0,192.333,2.25,1.333,193.667
2013-01-15,27.1665,46.542,19.375,17.25,46.0,4.0415,-17.0,203.696,4.833,19.696,223.391
2013-01-16,14.354,17.042,2.6875,5.417,99.5,36.2295,-9.5,193.0,2.792,5.583,198.583
2013-01-17,11.5,13.833,2.3335,5.5835,88.0,32.271,-1.5,194.292,2.792,3.125,197.417
2013-01-18,18.7085,24.1045,5.396,17.0835,94.5,27.229,-21.5,198.208,4.333,12.125,210.333
2013-01-19,4.8125,5.625,0.8125,8.7085,47.0,19.958,1.0,193.292,2.208,1.958,195.25
2013-01-20,22.572000000000003,34.657,12.085,12.1675,64.5,17.896,-22.5,199.182,3.87,16.682,215.864
2013-01-21,17.521,29.917,12.396,16.5,109.5,43.479,-27.0,198.542,4.125,13.917,212.458
2013-01-22,10.125,11.7915,1.6665,12.354,78.5,35.542,5.0,194.542,3.292,2.292,196.833
2013-01-23,8.9375,10.4375,1.5,10.458,88.5,39.4585,-1.0,193.5,2.375,1.458,194.958
2013-01-24,25.0625,37.0415,11.9795,14.520499999999998,96.5,32.0415,-27.0,199.917,4.542,16.417,216.333
2013-01-25,34.9375,72.354,37.4165,33.396,92.5,36.0625,-19.0,210.667,7.625,42.208,252.875
2013-01-26,11.6665,16.271,4.604,16.2295,119.0,46.583,1.5,197.292,3.5,12.75,210.042
2013-01-27,14.5625,19.0,4.4375,10.4375,78.5,21.3125,-13.5,195.667,2.917,8.75,204.417
2013-01-28,20.479,30.0415,9.5625,13.0415,122.5,48.979,-36.0,195.292,3.5,11.625,206.917
2013-01-29,15.0,17.6875,2.6875,13.6625,127.5,66.625,23.5,193.087,2.75,9.261,202.348
2013-01-30,30.0625,42.8125,12.75,21.7085,92.0,48.9795,1.5,198.167,5.125,22.542,220.708
2013-01-31,7.021,8.458,1.4375,12.958,114.0,77.396,31.5,190.792,2.5,2.792,193.583
2013-02-01,22.75,34.0835,11.3335,19.375,102.5,46.146,-10.5,198.542,4.583,16.042,214.583
2013-02-02,24.2705,30.625,6.3545,36.0415,134.0,61.271,4.0,204.292,5.833,25.208,229.5
2013-02-03,34.5835,64.354,29.7705,47.542,149.0,76.271,2.0,213.833,7.75,44.625,258.458
2013-02-04,9.75,11.396,1.6455000000000002,8.9585,89.0,33.625,-14.5,192.5,2.667,4.542,197.042
2013-02-05,5.5435,7.1305,1.587,7.051,32.5,-4.0205,-32.5,192.87,2.304,0.478,193.348
2013-02-06,6.125,7.646,1.5205000000000002,5.3545,51.0,6.104,-32.5,193.375,2.375,0.458,193.833
2013-02-07,13.375,16.479,3.104,7.208,68.5,22.6875,-13.0,194.625,3.208,5.667,200.292
2013-02-08,14.0205,15.729,1.7085,13.708,7.5,-8.604,-19.0,195.042,2.958,4.875,199.917
2013-02-09,6.2295,7.0,0.7705,5.479,80.5,34.354,-1.5,192.0,2.333,1.625,193.625
2013-02-10,12.0835,14.9165,2.8335,9.271,88.0,32.479,-17.5,193.5,3.375,3.208,196.708
2013-02-11,8.5,9.4375,0.9375,7.75,64.0,26.3125,-11.5,193.083,2.667,2.708,195.792
2013-02-12,14.792,18.875,4.0835,9.6875,71.0,36.9585,13.5,194.125,3.375,5.917,200.042
2013-02-13,7.979,9.6875,1.7085,8.5,92.0,44.5835,11.5,192.792,2.458,1.417,194.208
2013-02-14,18.646,22.292,3.646,13.604,23.0,4.7295,-7.0,195.167,3.0,6.292,201.458
2013-02-15,6.9165,7.6875,0.7705,5.4795,46.5,20.4795,-4.5,191.5,2.458,2.042,193.542
2013-02-16,3.3545,3.9795,0.625,9.0205,72.0,44.4375,10.5,190.375,2.458,0.375,190.75
2013-02-17,6.5,7.6875,1.1875,16.5835,93.5,35.5205,-5.0,194.083,3.667,1.5,195.583
2013-02-18,6.0,7.4375,1.4375,8.9795,56.5,17.2295,-9.5,192.333,2.75,0.542,192.875
2013-02-19,6.979,8.771,1.7919999999999998,9.625,63.0,17.9585,-19.5,191.958,2.792,0.417,192.375
2013-02-20,18.521,22.979,4.458,19.354,52.5,17.0205,-25.5,195.292,4.167,8.542,203.833
2013-02-21,9.083,10.3335,1.25,11.5205,61.5,20.375,-9.0,193.125,3.292,1.25,194.375
2013-02-22,8.4165,9.604,1.1875,8.1875,74.5,21.7705,-21.5,191.833,2.875,1.167,193.0
2013-02-23,8.0205,8.7085,0.6875,9.3955,91.0,28.5,-23.0,192.417,3.125,1.542,193.958
2013-02-24,19.6045,23.7295,4.125,18.208,78.0,35.7915,-1.0,195.417,4.042,10.375,205.792
2013-02-25,17.771,24.2085,6.4375,24.521,135.0,54.854,-16.5,196.542,4.708,6.875,203.417
2013-02-26,20.5325,22.310499999999998,1.778,46.2645,126.0,74.9165,33.5,198.0,5.417,13.227,211.227
2013-02-27,31.125,35.521,4.396,60.0625,102.5,70.3125,39.0,199.375,6.375,23.792,223.167
2013-02-28,12.4585,13.729,1.271,29.2295,164.5,115.854,72.0,190.458,4.25,5.5,195.958
2013-03-01,17.0415,18.625,1.5835,50.979,93.5,78.3545,64.0,195.417,5.208,10.333,205.75
2013-03-02,9.292,10.0,0.7085,17.3335,61.0,47.8125,34.5,193.292,4.167,4.875,198.167
2013-03-03,7.833,9.479,1.646,8.667,97.5,51.604,15.5,191.292,3.0,0.542,191.833
2013-03-04,17.687,20.908,3.2215,11.0985,89.5,42.4375,-22.0,196.864,3.696,10.273,207.136
2013-03-05,20.958,25.646,4.6875,24.104,76.5,51.979,34.0,195.458,4.708,13.417,208.875
2013-03-06,4.7085,5.9585,1.25,7.2915,66.0,31.9375,1.5,191.333,3.0,0.167,191.5
2013-03-07,7.083,8.5625,1.479,10.0205,71.5,25.333,-13.0,193.333,3.167,0.792,194.125
2013-03-08,9.2705,10.146,0.875,10.0415,101.5,36.958,-21.0,193.667,3.25,1.417,195.083
2013-03-09,7.625,7.854,0.22949999999999998,13.271,96.5,49.0415,11.0,193.583,3.208,3.292,196.875
2013-03-10,5.0835,6.0,0.917,8.0415,67.5,25.75,-8.5,193.167,3.125,0.292,193.458
2013-03-11,11.0,12.3335,1.3330000000000002,6.6875,99.0,42.0,-15.5,193.5,3.5,3.292,196.792
2013-03-12,28.354,30.75,2.396,39.9585,170.0,90.479,3.0,198.792,5.292,17.375,216.167
2013-03-13,29.0,32.1455,3.146,53.125,108.5,85.5415,45.5,199.625,5.667,27.625,227.25
2013-03-14,4.271,4.917,0.646,5.146,119.5,83.479,34.5,188.875,3.0,0.333,189.208
2013-03-15,7.729,8.5415,0.8125,8.3545,124.0,69.4375,17.5,191.667,3.25,3.417,195.083
2013-03-16,7.5205,7.875,0.3545,14.646,169.0,80.854,2.5,192.542,3.708,3.208,195.75
2013-03-17,14.5625,15.75,1.1875,34.479,163.5,102.167,23.5,193.958,4.583,5.875,199.833
2013-03-18,14.5205,16.0835,1.5625,28.6875,205.5,127.479,51.5,191.458,4.667,9.625,201.083
2013-03-19,6.5625,7.0625,0.5,19.4585,141.0,102.6875,71.0,190.625,3.208,1.542,192.167
2013-03-20,18.695500000000003,23.2175,4.522,21.643500000000003,83.0,71.646,54.5,193.652,3.783,13.391,207.043
2013-03-21,4.0,5.1875,1.1875,7.6665,128.0,75.1875,37.5,188.625,1.708,1.208,189.833
2013-03-22,4.4375,5.4165,0.9795,7.354,125.5,72.1665,22.0,190.583,1.625,0.625,191.208
2013-03-23,5.8125,6.271,0.4585,10.3125,159.0,94.083,14.0,191.542,2.083,0.417,191.958
2013-03-24,13.4795,15.083,1.6044999999999998,16.104,196.5,121.7295,36.5,192.125,2.542,5.917,198.042
2013-03-25,14.6455,16.6875,2.042,20.2085,225.0,144.70850000000002,64.0,191.0,2.542,6.833,197.833
2013-03-26,19.9375,23.25,3.3125,26.9585,180.0,139.3545,102.0,194.167,2.833,15.0,209.167
2013-03-27,23.9375,33.4795,9.5415,25.7085,126.5,104.208,64.5,196.042,4.125,17.833,213.875
2013-03-28,14.646,16.354,1.7080000000000002,25.271,220.5,141.625,60.5,190.833,2.708,10.5,201.333
2013-03-29,20.625,23.2085,2.5835,30.167,227.0,151.58350000000002,75.5,197.167,3.25,19.667,216.833
2013-03-30,14.1875,15.75,1.5625,26.1875,153.5,128.89600000000002,116.5,193.417,3.25,14.958,208.375
2013-03-31,3.5655,4.4345,0.8694999999999999,10.462,180.5,133.7705,107.5,189.391,1.957,0.826,190.217
2013-04-01,13.294,15.206,1.911,22.9795,155.5,101.979,34.5,199.227,3.043,12.364,211.591
2013-04-02,24.354,29.1665,4.8125,32.25,104.5,93.646,78.5,202.375,4.125,16.958,219.333
2013-04-03,8.917,10.3545,1.4375,5.6045,154.5,121.75,97.0,194.792,2.458,4.708,199.5
2013-04-04,11.1665,12.4375,1.271,12.0415,225.0,166.1045,103.5,194.667,2.5,11.0,205.667
2013-04-05,13.271,14.8335,1.5625,26.625,216.5,160.208,104.0,196.625,3.167,9.833,206.458
2013-04-06,9.1455,10.0625,0.917,29.25,194.5,153.64600000000002,130.5,195.958,2.542,8.708,204.667
2013-04-07,4.6875,5.5625,0.875,8.479,197.0,145.85399999999998,87.5,194.5,2.042,8.125,202.625
2013-04-08,4.3955,5.1455,0.75,7.4375,170.5,120.0625,74.5,195.292,2.042,0.917,196.208
2013-04-09,20.646,26.021,5.375,18.417,197.0,127.5,46.0,200.583,3.083,14.292,214.875
2013-04-10,7.021,7.771,0.75,12.3335,170.0,115.3125,60.0,197.167,2.75,4.333,201.5
2013-04-11,11.8335,13.229,1.3955,12.963999999999999,136.0,88.875,48.0,198.542,2.792,8.333,206.875
2013-04-12,11.146,12.9165,1.771,11.021,156.5,93.396,28.0,198.625,3.0,4.667,203.292
2013-04-13,8.354,9.2085,0.854,8.75,168.5,111.208,44.5,198.167,2.583,3.417,201.583
2013-04-14,12.542,13.542,1.0,16.2085,208.5,136.5625,59.5,200.167,3.167,12.5,212.667
2013-04-15,12.104,13.0835,0.979,17.167,219.0,152.16649999999998,101.5,198.333,2.625,10.125,208.458
2013-04-16,17.583,19.4165,1.8335,20.4165,201.5,147.2705,91.0,199.542,2.875,14.958,214.5
