date,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,17.146,25.354,8.208,20.958
2011-01-02,9.026,12.064,3.038,9.604
2011-01-03,10.208,12.73,2.521,8.146
2011-01-04,9.146,11.73,2.584,18.166
2011-01-05,12.396,17.208,4.812,6.771
2011-01-06,21.118,38.585,17.468,15.443
2011-01-07,10.188,14.145,3.958,4.166
2011-01-08,11.0,14.708,3.708,7.792
2011-01-09,12.328,16.884,4.556,12.334
2011-01-10,23.688,45.584,21.896,23.98
2011-01-11,15.78,31.938,16.157,19.222
2011-01-12,16.354,27.542,11.188,7.916
2011-01-13,19.416,40.438,21.02,15.208
2011-01-14,9.729,15.688,5.958,10.666
2011-01-15,8.208,11.084,2.875,11.084
2011-01-16,17.53,26.746,9.216,14.042
2011-01-17,17.75,27.812,10.062,14.146
2011-01-18,29.292,54.167,24.875,26.771
2011-01-19,30.188,55.625,25.438,40.5
2011-01-20,22.564,34.88,12.316,16.924
2011-01-21,19.625,27.542,7.916,17.521
2011-01-22,9.188,12.125,2.938,7.438
2011-01-23,13.1,21.786,8.686,6.771
2011-01-24,9.72,15.298,5.579,4.792
2011-01-25,12.229,17.812,5.583,9.188
2011-01-26,11.98,19.646,7.666,5.25
2011-01-27,19.708,36.584,16.875,16.229
2011-01-28,14.354,21.292,6.938,17.458
2011-01-29,9.312,12.021,2.708,8.479
2011-01-30,18.896,36.206,17.31,9.812
2011-01-31,19.625,32.208,12.583,9.229
2011-02-01,18.347,37.021,18.674,14.312
2011-02-02,14.354,20.175,5.821,4.542
2011-02-03,27.604,52.312,24.708,15.584
2011-02-04,21.125,41.75,20.625,25.354
2011-02-05,12.458,15.667,3.208,28.729
2011-02-06,28.478,46.044,17.566,34.927
2011-02-07,16.542,25.188,8.646,14.646
2011-02-08,5.312,9.02,3.708,4.667
2011-02-09,12.167,19.875,7.708,9.07
2011-02-10,14.23,24.5,10.27,12.084
2011-02-11,6.771,9.458,2.688,8.875
2011-02-12,6.479,8.125,1.646,9.542
2011-02-13,21.59,31.84,10.25,17.312
2011-02-14,32.042,62.062,30.021,21.271
2011-02-15,19.334,38.708,19.375,24.812
2011-02-16,10.354,16.0,5.646,8.584
2011-02-17,9.479,15.854,6.375,6.958
2011-02-18,8.5,11.521,3.021,7.708
2011-02-19,9.792,12.542,2.75,10.354
2011-02-20,20.898,34.472,13.574,11.458
2011-02-21,22.166,35.688,13.521,16.125
2011-02-22,24.229,31.48,7.25,35.354
2011-02-23,17.646,26.625,8.98,34.208
2011-02-24,15.305,19.218,3.913,30.916
2011-02-25,15.125,20.0,4.875,28.188
2011-02-26,4.354,5.271,0.916,8.458
2011-02-27,12.72,18.938,6.218,9.812
2011-02-28,20.77,26.834,6.062,13.188
2011-03-01,27.375,39.625,12.25,22.271
2011-03-02,25.458,43.479,18.021,27.0
2011-03-03,7.062,9.042,1.98,13.312
2011-03-04,16.458,19.312,2.854,39.666
2011-03-05,28.428,40.044,11.616,24.604
2011-03-06,27.598,45.315,17.718,21.085
2011-03-07,12.917,17.625,4.708,30.938
2011-03-08,18.04,22.842,4.802,31.409
2011-03-09,15.188,20.5,5.312,23.812
2011-03-10,6.5,8.812,2.312,10.292
2011-03-11,4.938,6.104,1.166,10.666
2011-03-12,9.135,13.128,3.992,10.166
2011-03-13,12.27,17.104,4.834,11.084
2011-03-14,23.021,34.5,11.479,17.27
2011-03-15,17.146,23.229,6.083,19.062
2011-03-16,20.354,26.458,6.104,19.25
2011-03-17,25.104,32.854,7.75,30.458
2011-03-18,15.73,20.396,4.666,18.875
2011-03-19,5.68,8.688,3.008,9.396
2011-03-20,7.104,9.792,2.688,9.729
2011-03-21,8.416,11.625,3.208,10.23
2011-03-22,21.0,29.738,8.739,18.688
2011-03-23,28.75,39.958,11.208,27.812
2011-03-24,14.646,19.917,5.271,8.188
2011-03-25,4.458,5.354,0.896,8.208
2011-03-26,9.216,13.528,4.311,9.875
2011-03-27,19.318,25.451,6.132,21.271
2011-03-28,18.854,25.229,6.375,27.5
2011-03-29,20.271,24.104,3.834,22.708
2011-03-30,30.48,41.604,11.125,30.208
2011-03-31,11.25,13.146,1.896,17.854
2011-04-01,25.208,33.167,7.958,19.271
2011-04-02,21.458,31.167,9.708,28.604
2011-04-03,7.083,9.167,2.083,8.166
2011-04-04,14.565,22.174,7.609,8.229
2011-04-05,23.792,32.042,8.25,16.688
2011-04-06,25.318,33.5,8.182,23.82
2011-04-07,24.375,33.708,9.333,27.555
2011-04-08,26.542,37.208,10.667,34.604
2011-04-09,16.917,25.0,8.083,25.708
2011-04-10,10.042,11.958,1.917,31.208
2011-04-11,20.304,29.609,9.304,32.792
2011-04-12,16.792,23.833,7.042,24.667
2011-04-13,28.958,37.625,8.667,29.916
2011-04-14,25.25,31.833,6.583,31.75
2011-04-15,32.875,46.083,13.208,43.042
2011-04-16,13.667,20.5,6.833,32.73
2011-04-17,8.167,9.333,1.167,16.916
2011-04-18,17.87,25.609,7.739,29.416
2011-04-19,11.352,14.83,3.479,12.75
2011-04-20,8.104,11.77,3.666,4.458
2011-04-21,19.771,24.218,4.446,15.021
2011-04-22,33.828,45.258,11.43,44.812
2011-04-23,14.771,16.583,1.812,19.208
2011-04-24,9.5,10.938,1.438,15.396
2011-04-25,17.636,26.114,8.477,20.025
2011-04-26,25.375,33.292,7.916,28.375
2011-04-27,18.698,24.509,5.81,43.166
2011-04-28,13.521,17.77,4.25,15.0
2011-04-29,12.292,14.875,2.584,15.188
2011-04-30,20.834,26.646,5.812,27.208
2011-05-01,11.562,13.02,1.458,31.792
2011-05-02,9.53,12.714,3.183,101.584
2011-05-03,14.5,17.438,2.938,89.979
2011-05-04,11.312,13.938,2.625,48.688
2011-05-05,10.021,11.0,0.98,22.479
2011-05-06,17.324,21.335,4.012,40.786
2011-05-07,10.708,11.479,0.771,20.604
2011-05-08,12.062,13.583,1.521,36.625
2011-05-09,23.467,27.564,4.098,45.144
2011-05-10,25.604,38.084,12.479,60.896
2011-05-11,17.542,20.229,2.688,11.312
2011-05-12,21.062,28.375,7.312,15.521
2011-05-13,9.98,12.625,2.646,61.166
2011-05-14,15.458,20.5,5.042,46.875
2011-05-15,10.833,11.729,0.896,31.812
2011-05-16,20.683,25.378,4.696,39.333
2011-05-17,19.562,24.458,4.896,40.312
2011-05-18,17.312,21.125,3.812,29.292
2011-05-19,20.666,24.354,3.688,36.188
2011-05-20,19.438,23.333,3.896,52.729
2011-05-21,16.542,19.625,3.084,48.208
2011-05-22,10.021,12.166,2.146,19.438
2011-05-23,18.272,24.955,6.682,16.396
2011-05-24,13.812,16.666,2.854,9.875
2011-05-25,17.595,19.26,1.665,22.208
2011-05-26,19.104,21.875,2.771,23.625
2011-05-27,14.729,16.458,1.729,26.354
2011-05-28,16.271,20.729,4.458,24.792
2011-05-29,8.062,10.0,1.938,15.646
2011-05-30,6.64,9.48,2.838,16.355
2011-05-31,7.062,8.875,1.812,9.521
2011-06-01,17.062,19.708,2.646,34.896
2011-06-02,21.375,30.333,8.958,12.66
2011-06-03,21.333,26.958,5.625,35.958
2011-06-04,17.958,22.708,4.75,67.75
2011-06-05,14.166,15.854,1.688,60.125
2011-06-06,15.59,19.386,3.796,34.375
2011-06-07,23.396,31.25,7.854,39.083
2011-06-08,13.248,15.768,2.52,32.773
2011-06-09,13.271,14.083,0.812,34.458
2011-06-10,20.584,24.875,4.292,42.417
2011-06-11,10.688,13.854,3.166,25.042
2011-06-12,8.0,9.188,1.188,32.042
2011-06-13,11.79,15.202,3.412,20.292
2011-06-14,8.23,10.875,2.646,18.583
2011-06-15,14.875,18.479,3.604,22.625
2011-06-16,18.417,21.771,3.354,34.458
2011-06-17,10.723,12.872,2.15,12.328
2011-06-18,16.5,19.166,2.667,26.729
2011-06-19,12.312,13.938,1.625,38.188
2011-06-20,21.255,26.063,4.808,31.667
2011-06-21,20.021,25.104,5.083,25.479
2011-06-22,23.116,30.058,6.942,42.233
2011-06-23,18.396,28.52,10.125,36.958
2011-06-24,12.998,21.59,8.593,29.271
2011-06-25,9.708,13.542,3.833,31.25
2011-06-26,5.958,8.667,2.708,27.688
2011-06-27,8.182,12.689,4.507,24.104
2011-06-28,11.438,16.916,5.48,32.083
2011-06-29,11.942,18.03,6.088,30.938
2011-06-30,12.334,17.958,5.625,34.583
2011-07-01,14.542,20.104,5.562,32.292
2011-07-02,9.646,14.542,4.896,17.875
2011-07-03,9.988,11.328,1.339,24.834
2011-07-04,12.06,15.22,3.159,49.75
2011-07-05,10.812,13.479,2.666,24.625
2011-07-06,14.742,18.136,3.394,26.345
2011-07-07,16.458,25.916,9.458,21.98
2011-07-08,15.693,24.276,8.584,31.878
2011-07-09,13.854,18.625,4.77,31.354
2011-07-10,7.334,9.604,2.27,24.688
2011-07-11,10.544,17.888,7.343,16.521
2011-07-12,9.908,14.75,4.842,16.771
2011-07-13,9.146,13.938,4.792,16.771
2011-07-14,11.916,17.5,5.583,17.416
2011-07-15,12.146,15.625,3.48,23.166
