date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,PM25_mean
2013-01-30,195.3545,4.9795,91.0,62.583,18.0,12.875,16.171200000000002,25.2519,9.0807,1.0,2.5380000000000003,,141.0,112.542,25.0,208.22899999999998,7.542
2013-01-31,193.66649999999998,4.769,92.0,73.125,61.0,10.0205,11.406899999999998,17.3928,5.9861,0.0,1.68675,,98.0,59.292,7.0,203.6875,15.625
2013-02-01,198.583,5.10875,90.0,64.042,28.0,14.042000000000002,18.8141,26.4172,7.603,0.0,2.521,,122.0,60.292,0.0,212.625,16.375
2013-02-02,194.5,4.771,95.0,78.333,59.0,13.5835,11.556099999999999,15.553,3.9968999999999992,0.0,1.37475,,171.0,126.958,70.0,208.08350000000002,15.417
2013-02-03,194.4205,6.18275,98.0,89.417,60.0,17.433,18.4692,32.1082,13.638900000000001,4.0,3.02825,,162.0,89.375,23.0,211.8535,17.792
2013-02-04,192.9125,3.66675,98.0,95.917,91.0,9.758,9.2982,14.6598,5.3614,0.0,1.47925,,18.0,-7.208,-31.0,202.6705,3.208
2013-02-05,197.0625,3.9605,98.0,90.708,71.0,9.729,11.0067,17.873,6.866200000000001,0.0,1.295,,-9.0,-23.625,-32.0,206.792,5.708
2013-02-06,198.35250000000002,3.9895,95.0,84.125,70.0,10.1875,14.0391,21.7119,7.6729,0.0,2.81625,,1.0,-15.917,-31.0,208.54000000000002,6.75
2013-02-07,196.83350000000002,4.1395,89.0,76.375,65.0,9.375,12.8316,19.5113,6.679900000000001,0.0,3.929,,20.0,1.75,-23.0,206.20850000000002,7.625
2013-02-08,199.6455,4.94225,98.0,94.375,67.0,13.5625,17.1404,25.8695,8.729099999999999,0.0,0.8125,,17.0,5.5,-10.0,213.208,4.583
2013-02-09,197.333,4.11475,98.0,94.208,76.0,11.375,12.7517,18.617,5.8651,0.0,0.66675,,47.0,21.333,9.0,208.708,2.292
2013-02-10,196.441,4.95825,97.0,81.667,61.0,8.688,12.4294,19.8384,7.4089,0.0,1.6055,,33.0,13.208,-1.0,205.1295,7.958
2013-02-11,196.17950000000002,3.40625,93.0,71.5,54.0,11.494,8.6154,12.910300000000001,4.2948,0.0,0.8434999999999999,,24.0,5.458,-13.0,207.673,6.333
2013-02-12,192.125,3.9699999999999998,93.0,72.583,52.0,8.375,13.0748,19.4244,6.350099999999999,0.0,3.326,,64.0,29.667,3.0,200.5,5.833
2013-02-13,193.042,6.448,94.0,82.417,66.0,7.25,12.441300000000002,19.995399999999997,7.5541,0.0,2.173,,34.0,21.292,11.0,200.29149999999998,6.708
2013-02-14,191.79149999999998,3.9922500000000003,98.0,90.167,76.0,8.646,13.8897,20.5183,6.6288,0.0,2.92525,,28.0,12.917,5.0,200.4375,7.167
2013-02-15,191.1455,5.2525,98.0,96.875,92.0,7.104,13.4546,21.185499999999998,7.7309,0.0,0.65625,,44.0,29.833,11.0,198.25,2.792
2013-02-16,192.6045,3.7915,92.0,72.083,49.0,6.1875,8.8552,12.458,3.6028,0.0,1.6252499999999999,,70.0,41.625,12.0,198.79149999999998,16.917
2013-02-17,195.61950000000002,5.8495,97.0,77.833,62.0,8.313,15.848500000000001,23.300600000000003,7.4521,0.0,3.0065,,59.0,34.375,12.0,203.933,24.0
2013-02-18,194.66649999999998,4.36475,95.0,81.958,67.0,6.4525,11.1169,16.821800000000003,5.705,0.0,1.6247500000000001,,20.0,5.958,-6.0,201.119,12.625
2013-02-19,195.5625,4.41675,92.0,73.583,53.0,4.042,11.612,17.5078,5.8957,0.0,1.589,,35.0,9.25,-9.0,199.60399999999998,8.1
2013-02-20,195.58350000000002,4.729,82.0,69.0,50.0,4.1045,14.781799999999999,22.2011,7.4193,0.0,1.65575,,52.0,21.0,-12.0,199.6875,12.857
2013-02-21,195.7335,5.162,97.0,78.417,51.0,4.025,13.2453,20.284299999999998,7.0393,0.0,1.3512499999999998,,40.0,14.375,-4.0,199.75900000000001,12.208
2013-02-22,195.33350000000002,4.60425,83.0,70.167,44.0,4.3125,12.868100000000002,19.0928,6.2247,0.0,1.21875,,51.0,19.875,-4.0,199.64600000000002,7.292
2013-02-23,196.27100000000002,3.8053333333333335,86.0,70.292,43.0,3.542,10.3411,14.2531,3.9119,0.0,1.21875,,65.0,24.75,-7.0,199.8125,8.708
2013-02-24,196.138,4.654999999999999,87.0,66.375,39.0,4.9175,16.105333333333334,23.988666666666667,7.883444444444446,0.0,1.7329999999999999,,81.0,27.167,-19.0,201.055,11.625
2013-02-25,199.192,7.78125,89.0,72.208,54.0,10.279,18.9998,25.1498,6.1501,0.0,6.34375,,102.0,65.667,30.0,209.471,53.417
2013-02-26,199.16649999999998,7.427,95.0,74.417,51.0,8.6045,17.8048,24.6667,6.861700000000001,0.0,4.05175,,116.0,67.333,18.0,207.77100000000002,64.583
2013-02-27,197.20850000000002,7.729,98.0,87.083,72.0,12.229,23.4762,33.7354,10.2591,2.0,2.6420000000000003,,137.0,95.25,59.0,209.4375,30.208
2013-02-28,191.58350000000002,5.4975000000000005,98.0,87.75,74.0,7.4795,12.7854,18.0006,5.2152,0.0,1.072,,115.0,91.875,66.0,199.0625,23.208
2013-03-01,193.8545,5.610666666666667,96.0,87.5,71.0,7.5,11.424222222222223,16.348444444444443,4.924222222222222,4.0,1.00025,,99.0,64.792,50.0,201.35399999999998,21.0
2013-03-02,190.9375,3.847,97.0,88.125,74.0,4.667,6.605555555555556,9.448888888888888,2.843222222222222,5.0,0.573,,82.0,56.542,36.0,195.60399999999998,8.708
2013-03-03,192.539,3.9583333333333335,97.0,78.542,58.0,5.3919999999999995,9.683333333333334,15.123444444444443,5.440111111111111,0.0,1.43275,,53.0,34.333,14.0,197.9315,9.5
2013-03-04,196.0685,5.055666666666666,81.0,58.042,26.0,10.8805,16.858888888888888,23.95711111111111,7.098222222222223,0.0,2.75,,105.0,52.792,-9.0,206.949,12.75
2013-03-05,193.5625,5.726333333333334,98.0,90.583,69.0,10.958,14.020111111111113,20.391666666666666,6.371333333333333,0.0,1.3175,,86.0,60.875,19.0,204.52100000000002,10.625
2013-03-06,192.926,4.9446666666666665,97.0,67.667,41.0,7.2825,8.622555555555557,12.721333333333334,4.0985555555555555,0.0,2.0155,,51.0,17.167,-5.0,200.20850000000002,12.625
2013-03-07,194.1175,5.864666666666667,98.0,80.667,54.0,7.4995,11.257666666666667,17.485111111111113,6.227666666666667,0.0,1.728,,39.0,10.292,-12.0,201.61700000000002,9.417
2013-03-08,194.72899999999998,5.055666666666666,98.0,92.625,74.0,8.354,13.881,20.346777777777778,6.465777777777777,0.0,1.351,,35.0,11.833,0.0,203.08350000000002,10.167
2013-03-09,194.8125,4.9303333333333335,98.0,83.292,42.0,7.5415,8.942555555555556,12.245222222222221,3.302777777777778,0.0,1.0077500000000001,,93.0,28.833,-5.0,202.35399999999998,11.583
2013-03-10,193.652,5.222,98.0,91.417,71.0,8.748000000000001,10.196222222222222,15.815444444444445,5.619000000000001,0.0,1.13025,,23.0,1.208,-12.0,202.4,6.75
2013-03-11,195.1155,4.376333333333333,96.0,65.0,42.0,10.0115,11.98688888888889,18.280444444444445,6.293666666666667,0.0,2.45825,,85.0,43.542,-20.0,205.1265,8.043
2013-03-12,194.2045,3.916,73.0,57.625,46.0,11.2555,13.114444444444445,17.086222222222222,3.9716666666666662,0.0,4.428,,144.0,104.333,76.0,205.45999999999998,21.375
2013-03-13,193.6875,3.8689999999999998,98.0,94.208,69.0,8.8955,13.986222222222223,19.409222222222223,5.423,22.0,2.42875,,78.0,61.0,23.0,202.583,8.625
2013-03-14,192.5435,4.1765,98.0,95.125,78.0,9.964500000000001,12.03711111111111,18.554555555555552,6.517555555555556,0.0,2.3705,,44.0,24.542,3.0,202.50799999999998,8.958
2013-03-15,194.333,4.798,96.0,71.875,44.0,12.125,13.091333333333333,18.91166666666667,5.820333333333333,0.0,1.04025,,84.0,43.667,-7.0,206.45850000000002,12.333
2013-03-16,195.6455,5.2085,96.0,70.958,55.0,12.0835,11.758333333333333,14.305111111111112,2.546555555555555,0.0,2.59875,,122.0,92.833,33.0,207.72899999999998,34.583
2013-03-17,198.5625,6.042,96.0,71.958,38.0,15.271,20.977333333333334,28.90811111111111,7.930666666666667,0.0,4.013,,156.0,85.0,13.0,213.83350000000002,38.042
2013-03-18,194.5625,5.229,96.0,82.208,51.0,14.5,15.827888888888888,21.278555555555556,5.450666666666667,1.0,2.2605,,153.0,105.458,57.0,209.0625,26.417
2013-03-19,195.16899999999998,4.3149999999999995,97.0,75.75,54.0,10.786000000000001,13.697,18.620777777777775,4.923555555555556,0.0,2.1295,,103.0,68.25,29.0,205.95600000000002,15.333
2013-03-20,193.10399999999998,4.2915,98.0,92.333,75.0,11.3545,15.11111111111111,21.351777777777777,6.240666666666666,0.0,2.1535,,69.0,58.958,45.0,204.45850000000002,8.25
2013-03-21,191.924,3.6465,98.0,79.708,58.0,8.189499999999999,7.636333333333334,10.95111111111111,3.3146666666666667,0.0,1.0145,,59.0,42.75,17.0,200.1135,6.375
2013-03-22,196.04149999999998,4.0415,90.0,69.458,41.0,10.9795,10.838000000000001,15.930666666666667,5.092666666666666,0.0,1.34575,,98.0,48.083,6.0,207.02100000000002,7.333
2013-03-23,197.20850000000002,4.77,93.0,69.792,39.0,12.583,10.961888888888888,14.196888888888887,3.2351111111111113,0.0,1.6012499999999998,,140.0,82.75,20.0,209.79149999999998,15.417
2013-03-24,196.22899999999998,11.514000000000001,91.0,54.875,27.0,12.9375,16.710333333333335,21.700222222222223,4.989777777777778,0.0,4.3004999999999995,,179.0,116.292,35.0,209.167,29.87
2013-03-25,191.91649999999998,5.5553333333333335,74.0,51.833,38.0,13.104,12.899111111111111,16.335333333333335,3.4362222222222223,0.0,3.034,,181.0,154.25,123.0,205.02100000000002,21.75
2013-03-26,190.5455,5.5,98.0,84.833,68.0,12.79,16.724222222222224,23.163333333333334,6.438888888888889,0.0,1.3725,,164.0,132.458,116.0,203.33499999999998,17.0
2013-03-27,189.58350000000002,5.606000000000001,98.0,89.917,70.0,10.25,11.770222222222223,15.997555555555557,4.227222222222221,0.0,2.167,,146.0,111.125,72.0,199.83350000000002,20.333
2013-03-28,194.424,7.052,97.0,66.792,31.0,15.0045,15.314222222222222,20.234444444444446,4.920111111111111,0.0,1.679,,185.0,119.917,48.0,209.42849999999999,26.208
2013-03-29,193.7295,7.819333333333333,81.0,51.625,26.0,19.6875,15.465333333333332,20.489,5.023444444444444,0.0,1.7815,,235.0,165.708,110.0,213.417,17.833
2013-03-30,190.02100000000002,5.152666666666667,98.0,97.375,92.0,12.896,8.791111111111112,11.490111111111112,2.6991111111111112,1.0,0.7395,,144.0,110.708,87.0,202.917,11.583
2013-03-31,191.16649999999998,6.552,98.0,77.25,51.0,10.3545,9.452333333333334,12.904111111111112,3.451666666666666,0.0,1.08325,,117.0,95.583,60.0,201.52100000000002,15.583
2013-04-01,195.167,4.24225,94.0,71.792,40.0,6.75,11.823699999999999,16.2887,4.465,0.0,1.09475,,135.0,88.083,29.0,201.917,10.792
2013-04-02,194.208,6.26825,95.0,66.0,34.0,10.479,16.9497,22.5768,5.6273,1.0,1.5625,,205.0,132.792,65.0,204.6875,17.042
2013-04-03,190.45850000000002,6.9555,98.0,97.25,95.0,9.583,14.1143,19.5034,5.3893,22.0,0.80025,,115.0,105.667,98.0,200.04149999999998,14.292
2013-04-04,192.9785,6.000249999999999,97.0,78.708,57.0,9.739,13.1227,17.6804,4.5576,0.0,1.06225,,157.0,116.417,74.0,202.7175,17.958
2013-04-05,194.1045,5.6579999999999995,93.0,70.167,40.0,9.458,14.488800000000001,19.281200000000002,4.7923,0.0,1.79175,,211.0,133.583,62.0,203.5625,26.917
2013-04-06,193.89600000000002,6.896,97.0,77.583,51.0,14.625,19.8876,29.395799999999998,9.5083,8.0,1.573,,191.0,138.708,103.0,208.52100000000002,15.333
2013-04-07,187.70850000000002,3.3855,98.0,94.625,74.0,6.7705,4.7957,7.0165999999999995,2.2209,46.0,0.3895,,141.0,88.458,50.0,194.47899999999998,4.333
2013-04-08,191.9375,5.27075,81.0,59.417,46.0,8.3335,11.0283,15.783199999999999,4.7548,0.0,1.1125,,139.0,97.042,62.0,200.27100000000002,8.458
2013-04-09,193.14600000000002,5.7757499999999995,95.0,66.583,29.0,10.583,12.874,17.8384,4.9646,5.0,1.6355,,182.0,109.958,57.0,203.72899999999998,15.208
2013-04-10,192.89600000000002,5.20825,97.0,84.5,66.0,8.229,11.8148,16.8103,4.9952,13.0,0.96025,,98.0,72.875,50.0,201.125,12.292
2013-04-11,192.9565,6.1355,97.0,85.167,60.0,12.238999999999999,11.614700000000001,16.153,4.5384,14.0,1.226,,93.0,58.792,26.0,205.196,11.083
2013-04-12,194.10399999999998,5.606999999999999,96.0,92.875,86.0,11.0835,14.113,19.9322,5.8192,10.0,1.0835,,69.0,51.333,34.0,205.1875,9.667
2013-04-13,195.042,6.54175,97.0,69.0,39.0,11.521,12.897300000000001,17.3684,4.4711,0.0,1.15625,,141.0,87.042,28.0,206.5625,14.5
2013-04-14,192.0,4.698,96.0,43.542,26.0,12.5625,10.009444444444444,13.194444444444445,3.1852222222222224,9.0,1.9137499999999998,,236.0,167.375,46.0,204.5625,17.958
2013-04-15,189.358,6.0,97.0,64.875,46.0,10.0,10.903,14.9692,4.0661000000000005,7.0,1.3185,,143.0,104.917,57.0,199.358,8.333
2013-04-16,190.0625,7.48175,89.0,49.208,22.0,12.270499999999998,15.355699999999999,20.9082,5.5525,0.0,2.25,,272.0,178.125,66.0,202.33350000000002,20.292
2013-04-17,188.4315,4.45325,92.0,70.917,32.0,10.143,11.727,15.5337,3.8064999999999998,0.0,1.45,,224.0,160.125,110.0,198.5745,23.0
2013-04-18,190.96949999999998,6.47925,97.0,87.833,72.0,9.1875,11.9854,17.559199999999997,5.5738,10.0,0.83925,,172.0,133.292,83.0,200.15699999999998,17.75
2013-04-19,191.29149999999998,4.8092500000000005,92.0,63.542,37.0,4.7085,9.9128,13.8624,3.9496,0.0,0.58325,,111.0,86.667,54.0,196.0,14.958
2013-04-20,193.70850000000002,4.48975,96.0,77.458,54.0,4.7085,10.182300000000001,14.467400000000001,4.2852,5.0,0.44825000000000004,,101.0,60.917,35.0,198.41649999999998,11.0
2013-04-21,193.667,4.08325,97.0,90.75,62.0,3.75,8.839400000000001,12.5006,3.6611999999999996,13.0,0.14750000000000002,,85.0,53.542,32.0,197.41649999999998,4.375
2013-04-22,195.8125,5.55225,88.0,66.375,39.0,5.417,12.367799999999999,17.166999999999998,4.7991,0.0,0.624,,131.0,79.333,27.0,201.22899999999998,10.708
2013-04-23,196.10399999999998,6.76225,83.0,48.417,22.0,8.979,18.2988,24.9332,6.6342,0.0,1.24975,,186.0,121.75,30.0,205.083,11.292
2013-04-24,194.8125,6.6884999999999994,98.0,90.083,50.0,11.0625,19.906299999999998,28.123400000000004,8.217,21.0,0.6855,,149.0,133.292,110.0,205.875,8.292
2013-04-25,193.326,5.927,98.0,73.25,45.0,11.087,14.7213,19.8001,5.079,0.0,0.9884999999999999,,179.0,134.417,81.0,204.413,14.609
2013-04-26,192.0625,5.904249999999999,95.0,81.625,66.0,11.9165,12.4025,16.5464,4.1439,9.0,1.0,,138.0,113.083,80.0,203.9795,13.0
2013-04-27,193.1875,6.77075,92.0,75.375,46.0,11.0205,11.6333,15.5666,3.9333,3.0,0.8122499999999999,,148.0,112.125,89.0,204.20850000000002,15.0
2013-04-28,193.83350000000002,5.4375,96.0,64.333,33.0,8.8125,9.1418,12.2584,3.1165,0.0,0.61675,,171.0,118.042,72.0,202.64600000000002,10.917
2013-04-29,194.75,18.5,84.0,43.792,19.0,14.7915,15.2159,20.8281,5.612299999999999,0.0,1.7157499999999999,,245.0,176.875,65.0,209.54149999999998,13.5
2013-04-30,189.83350000000002,5.3675,98.0,71.292,38.0,10.208,11.1622,14.7999,3.6380000000000003,16.0,1.36475,,223.0,153.292,113.0,200.04149999999998,13.917
2013-05-01,188.4795,4.31525,95.0,84.833,73.0,6.042,8.3198,12.8356,4.516,6.0,0.3815,,111.0,94.042,71.0,194.5205,2.435
2013-05-02,191.886,4.521,97.0,79.875,54.0,8.421,9.530100000000001,15.098400000000002,5.5683,4.0,0.3645,,123.0,84.583,62.0,200.30700000000002,3.625
2013-05-03,192.45850000000002,4.814500000000001,95.0,69.958,45.0,7.4375,8.017199999999999,11.726,3.7085999999999997,0.0,0.5,,147.0,103.708,63.0,199.89600000000002,5.333
2013-05-04,193.54149999999998,6.61425,91.0,66.625,38.0,10.770499999999998,9.3792,13.366499999999998,3.9875,0.0,0.71875,,165.0,116.542,57.0,204.3125,5.833
2013-05-05,193.35399999999998,6.80225,93.0,70.417,50.0,10.0415,9.8666,12.9458,3.0791999999999997,0.0,0.77825,,180.0,135.375,80.0,203.39600000000002,18.792
2013-05-06,191.02100000000002,3.64575,83.0,61.792,30.0,9.271,7.847799999999999,9.8243,1.9765000000000001,0.0,1.1400000000000001,,233.0,154.042,98.0,200.29149999999998,20.0
2013-05-07,189.79149999999998,2.9375,88.0,66.25,52.0,6.229,6.8102,10.162899999999999,3.3528999999999995,0.0,0.542,,141.0,108.583,60.0,196.0205,5.542
2013-05-08,192.2705,3.66225,90.0,65.833,32.0,7.9165,10.0286,14.980799999999999,4.9521,0.0,0.66475,,163.0,108.083,47.0,200.1875,4.542
2013-05-09,193.652,6.89575,90.0,47.833,15.0,13.239,16.798000000000002,23.633,6.834999999999999,0.0,1.377,,241.0,160.25,74.0,206.891,8.208
2013-05-10,192.0285,6.36425,96.0,55.625,28.0,16.051000000000002,19.474899999999998,27.1276,7.6526,3.0,1.479,,254.0,183.083,127.0,208.0795,13.708
2013-05-11,191.7295,8.2395,98.0,93.042,68.0,16.9375,15.720699999999999,22.9251,7.2040999999999995,22.0,0.40625,,218.0,172.333,135.0,208.66649999999998,10.958
2013-05-12,193.95850000000002,4.5835,97.0,71.125,40.0,11.375,10.8876,14.1958,3.3083,0.0,1.13525,,236.0,170.208,106.0,205.33350000000002,18.333
2013-05-13,195.4675,7.448,83.0,53.542,21.0,14.611999999999998,14.880099999999999,19.1797,4.2996,0.0,2.18025,,285.0,207.375,127.0,210.0795,30.125
2013-05-14,197.822,6.54175,91.0,63.833,40.0,15.2825,16.4193,20.8213,4.4022,0.0,1.9375,,267.0,204.167,131.0,213.10399999999998,46.958
2013-05-15,192.45850000000002,7.36275,91.0,63.25,24.0,13.4585,14.5187,18.8942,4.375400000000001,0.0,1.6219999999999999,,291.0,208.125,156.0,205.91649999999998,32.083
2013-05-16,190.9615,4.6375,95.0,86.292,79.0,9.2255,9.6077,13.3625,3.7545,0.0,0.534,,164.0,147.625,128.0,200.1875,23.458
2013-05-17,190.8125,3.784,88.0,66.875,33.0,7.3545,8.2196,11.9404,3.7209000000000003,0.0,0.6872499999999999,,210.0,153.208,114.0,198.16649999999998,8.083
2013-05-18,193.20850000000002,6.885249999999999,94.0,63.083,38.0,9.5415,11.6084,16.0209,4.4125,0.0,0.8955,,250.0,188.667,105.0,202.75,15.167
2013-05-19,194.0,4.76025,97.0,79.75,53.0,10.208,10.6791,13.9832,3.3044,16.0,0.6315,,216.0,170.375,146.0,204.208,16.75
2013-05-20,190.85399999999998,7.76025,97.0,82.583,57.0,11.771,11.8454,16.9862,5.1407,0.0,0.6105,,228.0,188.542,156.0,202.625,6.625
2013-05-21,193.39600000000002,6.46875,94.0,78.375,63.0,14.521,13.1938,18.0285,4.8347,0.0,0.7395,,227.0,191.208,146.0,207.917,20.875
2013-05-22,193.75,6.32075,88.0,65.458,41.0,10.7705,13.4829,18.2946,4.8118,0.0,1.22325,,254.0,192.833,137.0,204.5205,27.792
2013-05-23,194.9565,5.035,91.0,68.917,45.0,8.630500000000001,12.4555,16.9771,4.5216,0.0,1.14075,,225.0,184.708,138.0,203.5865,18.875
2013-05-24,194.125,4.02,81.0,56.625,34.0,7.9795,12.6841,17.7599,5.075699999999999,0.0,1.06225,,250.0,190.875,116.0,202.10399999999998,10.125
2013-05-25,194.91649999999998,6.09375,79.0,56.875,36.0,11.0,13.2905,17.0704,3.7802,0.0,1.21875,,284.0,217.75,131.0,205.91649999999998,16.083
2013-05-26,190.14600000000002,3.896,79.0,57.875,34.0,8.5625,9.8034,12.6677,2.8644,0.0,0.8825000000000001,,278.0,227.833,173.0,198.70850000000002,20.167
2013-05-27,188.60399999999998,4.593999999999999,85.0,68.292,54.0,9.396,13.0642,17.405099999999997,4.3411,0.0,1.137,,256.0,218.167,180.0,198.0,22.042
2013-05-28,186.02100000000002,4.75,95.0,76.542,50.0,9.729,15.6611,22.2114,6.5501000000000005,2.0,0.84375,,263.0,208.708,182.0,195.75,22.348
2013-05-29,184.45850000000002,5.82925,97.0,87.625,72.0,11.167,17.819200000000002,28.767500000000002,10.9483,11.0,0.84375,,241.0,206.125,176.0,195.625,8.0
2013-05-30,188.5805,7.5675,98.0,93.208,78.0,12.248999999999999,16.1078,23.901999999999997,7.794199999999999,37.0,0.5675,,215.0,183.833,152.0,200.8295,12.833
2013-05-31,195.95850000000002,4.853,97.0,62.958,29.0,9.146,10.616200000000001,15.5311,4.9148,1.0,0.85425,,264.0,202.542,132.0,205.10399999999998,13.708
2013-06-01,199.72899999999998,5.9165,93.0,70.667,54.0,13.354,12.4404,16.4924,4.0519,0.0,0.97925,,252.0,215.083,159.0,213.08350000000002,16.542
2013-06-02,196.64600000000002,4.69775,91.0,71.5,56.0,12.6455,9.7618,12.516200000000001,2.7545,0.0,0.9665,,237.0,210.917,168.0,209.29149999999998,16.167
2013-06-03,195.75,3.7102500000000003,94.0,72.5,43.0,10.708,9.5134,13.38,3.8664,0.0,0.8315,,251.0,200.75,155.0,206.45850000000002,14.5
2013-06-04,194.917,3.8855,92.0,66.458,32.0,9.854,10.3809,14.8118,4.431,0.0,0.8127500000000001,,275.0,210.042,150.0,204.77100000000002,13.217
2013-06-05,196.792,4.90625,94.0,65.5,41.0,11.375,12.5582,17.1021,4.5439,0.0,1.0145,,278.0,226.708,167.0,208.167,18.458
2013-06-06,196.3425,4.63425,88.0,68.833,48.0,11.093,13.5722,18.3232,4.7512,0.0,1.3505,,260.0,218.042,176.0,207.4355,19.333
2013-06-07,197.95850000000002,4.07475,90.0,69.667,43.0,8.375,9.9625,14.65,4.6875,0.0,0.86475,,261.0,215.917,168.0,206.333,16.625
2013-06-08,193.72899999999998,4.4895,90.0,77.292,59.0,7.5,8.0792,12.3084,4.2291,0.0,0.5102500000000001,,233.0,193.583,162.0,201.22899999999998,16.0
2013-06-09,195.54149999999998,3.37475,93.0,68.792,46.0,6.292,6.5625,9.1918,2.6292999999999997,0.0,0.67325,,267.0,207.042,135.0,201.83350000000002,17.583
2013-06-10,196.7425,5.396,78.0,63.542,46.0,11.1705,12.6937,17.9175,5.2239,0.0,1.1560000000000001,,272.0,228.083,186.0,207.913,18.417
2013-06-11,200.06650000000002,4.729,84.0,64.625,46.0,13.217500000000001,13.831399999999999,18.8193,4.9879,0.0,1.15625,,278.0,238.167,195.0,213.284,20.292
2013-06-12,197.95850000000002,4.4795,82.0,63.417,46.0,14.2085,12.1212,17.0244,4.9033,0.0,1.4455,,308.0,266.292,217.0,212.167,16.75
2013-06-13,192.53,5.112,87.0,69.292,49.0,12.8205,11.541,17.1316,5.5905000000000005,0.0,1.167,,296.0,256.75,218.0,205.3505,13.917
2013-06-14,193.52100000000002,4.61725,90.0,76.083,62.0,14.542000000000002,10.783199999999999,16.4625,5.6791,0.0,0.979,,278.0,246.958,218.0,208.0625,14.083
2013-06-15,194.167,5.5,97.0,93.667,87.0,12.042,11.1667,17.7834,6.6166,13.0,0.698,,232.0,224.333,211.0,206.208,12.458
2013-06-16,191.5625,3.625,98.0,83.542,66.0,9.3335,6.0043,9.4999,3.4958,3.0,0.38575,,261.0,232.333,197.0,200.89600000000002,9.25
2013-06-17,193.25,5.198,96.0,69.708,38.0,12.7915,10.7644,16.5183,5.7537,0.0,0.98825,,305.0,247.417,176.0,206.04149999999998,11.478
2013-06-18,188.9375,4.63525,97.0,89.083,70.0,12.9375,12.328399999999998,19.7004,7.3721000000000005,21.0,0.5940000000000001,,251.0,225.5,207.0,201.875,13.708
2013-06-19,191.0625,5.34375,98.0,93.792,75.0,13.7085,11.5103,17.6033,6.093,84.0,0.53525,,272.0,225.958,208.0,204.77100000000002,8.875
2013-06-20,193.0925,5.6185,97.0,88.0,74.0,12.453,12.5803,17.931900000000002,5.3515,1.0,0.7557499999999999,,244.0,222.458,202.0,205.5455,6.565
2013-06-21,198.2705,5.3515,97.0,91.917,79.0,15.7915,14.687899999999999,23.0302,8.3423,9.0,0.8125,,233.0,208.083,188.0,214.0625,6.625
2013-06-22,191.52100000000002,5.6355,97.0,86.458,67.0,11.2085,8.8167,13.554300000000001,4.7375,11.0,0.43724999999999997,,250.0,211.667,185.0,202.7295,7.958
2013-06-23,193.10399999999998,3.40625,95.0,81.083,65.0,8.833,5.7208,9.4541,3.7334000000000005,0.0,0.419,,255.0,217.0,177.0,201.9375,10.125
2013-06-24,196.47899999999998,4.15625,93.0,75.0,59.0,9.9165,8.6054,14.364099999999999,5.7587,0.0,0.64375,,270.0,232.542,193.0,206.3955,9.417
2013-06-25,198.3125,3.823,95.0,75.75,58.0,10.979,9.037400000000002,14.1915,5.1543,0.0,0.69775,,288.0,241.75,194.0,209.292,11.375
2013-06-26,200.54149999999998,4.91175,97.0,92.792,86.0,12.979,12.2882,18.6088,6.320600000000001,18.0,0.56975,,225.0,214.417,206.0,213.52100000000002,14.417
2013-06-27,193.1715,5.03825,98.0,83.292,67.0,9.524000000000001,10.2733,15.394900000000002,5.1217,6.0,0.661,,263.0,228.708,199.0,202.69549999999998,10.125
2013-06-28,195.1085,4.51375,93.0,77.667,63.0,8.775,9.9274,14.9125,4.9853000000000005,0.0,0.82275,,268.0,237.417,213.0,203.88400000000001,13.708
2013-06-29,196.4795,4.0,93.0,77.375,58.0,9.0415,8.774899999999999,13.6124,4.8375,0.0,0.7915,,275.0,239.5,200.0,205.52100000000002,14.292
2013-06-30,198.14600000000002,3.771,94.0,73.5,54.0,9.854,7.9166,11.2167,3.2999,0.0,0.7444999999999999,,287.0,247.208,200.0,208.0,17.5
2013-07-01,196.4565,3.75,89.0,67.042,44.0,9.895,10.3348,15.563300000000002,5.228400000000001,0.0,0.75725,,296.0,251.75,198.0,206.3515,14.958
2013-07-02,195.20850000000002,4.1875,84.0,60.458,40.0,12.9375,11.8,17.8001,6.000100000000001,0.0,0.79175,,312.0,257.292,203.0,208.14600000000002,13.208
2013-07-03,186.6045,3.78125,95.0,70.333,53.0,11.146,9.302800000000001,15.862200000000001,6.5593,11.0,0.406,,305.0,261.667,225.0,197.75,6.708
2013-07-04,188.86700000000002,4.3855,95.0,77.458,51.0,12.1305,11.2339,18.4958,7.2619,5.0,0.6875,,335.0,270.625,228.0,200.9975,8.0
2013-07-05,183.60649999999998,3.5425,91.0,68.458,49.0,12.606499999999999,7.5302999999999995,14.2851,6.7547,10.0,0.4585,,321.0,287.833,244.0,196.214,8.333
2013-07-06,184.41649999999998,4.375,97.0,69.667,46.0,12.0835,8.1542,14.3,6.1459,15.0,0.43925,,345.0,287.0,237.0,196.5,8.917
2013-07-07,187.70850000000002,3.3855,96.0,81.0,61.0,10.6875,7.641800000000001,13.6791,6.0374,4.0,0.66,,305.0,269.208,239.0,198.39600000000002,7.667
2013-07-08,184.708,4.7915,86.0,65.708,45.0,9.9795,7.649800000000001,15.7409,8.091,0.0,1.104,,341.0,295.333,252.0,194.6875,7.957
