date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,PM25_mean
2011-01-13,192.348,5.727499999999999,98.0,91.5,77.0,9.846,13.761000000000001,22.2327,8.4717,15.0,1.75725,9.261857142857142,70.0,36.542,11.0,202.1935,
2011-01-14,194.792,6.073,98.0,87.75,61.0,9.0205,11.0125,19.0125,8.0001,5.0,1.64,10.797571428571429,55.0,20.292,-4.0,203.8125,
2011-01-15,196.0,4.823,98.0,91.875,58.0,8.5,9.458400000000001,15.2458,5.7875,7.0,1.3125,9.488285714285714,62.0,23.0,9.0,204.5,
2011-01-16,192.8545,4.6045,92.0,76.708,63.0,8.292,13.276,21.106900000000003,7.831100000000001,0.0,3.6145,13.738142857142858,45.0,24.542,5.0,201.1455,
2011-01-17,192.10399999999998,4.75,88.0,82.625,73.0,7.979,15.0933,23.994799999999998,8.901599999999998,0.0,2.96875,9.124285714285714,38.0,23.708,3.0,200.083,
2011-01-18,197.2045,6.12225,92.0,74.0,40.0,11.967500000000001,22.03322222222222,36.85211111111111,14.818777777777777,0.0,2.8465,8.30942857142857,90.0,32.75,-19.0,209.172,
2011-01-19,193.7355,4.46875,84.0,72.625,59.0,6.670999999999999,15.4916,23.0809,7.5892,0.0,4.20825,7.678571428571429,94.0,62.5,21.0,200.40699999999998,
2011-01-20,192.036,6.093,97.0,88.5,72.0,9.315000000000001,18.5914,29.748699999999996,11.1573,5.0,2.76025,14.970285714285714,87.0,61.292,45.0,201.3515,
2011-01-21,194.125,5.46875,97.0,91.292,74.0,8.104,15.1401,24.411099999999998,9.271,0.0,1.08975,9.535714285714286,86.0,57.5,40.0,202.2295,
2011-01-22,193.1045,4.6697500000000005,97.0,84.958,58.0,9.0625,12.395900000000001,18.9418,6.545699999999999,3.0,0.77075,5.2261428571428565,107.0,63.0,23.0,202.16649999999998,
2011-01-23,190.417,4.4375,98.0,96.333,94.0,6.104,9.432300000000001,14.8738,5.4413,7.0,1.5625,7.746714285714286,54.0,17.417,-9.0,196.52100000000002,
2011-01-24,192.35399999999998,5.3745,98.0,89.583,76.0,6.125,10.9361,18.5997,7.6636,5.0,2.9895,8.654714285714286,29.0,5.667,-13.0,198.47899999999998,
2011-01-25,191.77100000000002,6.005,98.0,91.292,74.0,7.3125,11.0123,19.128700000000002,8.1166,15.0,2.583,9.863,26.0,10.125,-10.0,199.08350000000002,
2011-01-26,194.65300000000002,5.73975,98.0,93.833,74.0,7.645,12.880700000000001,22.2759,9.3956,22.0,2.8125,7.991714285714286,20.0,-3.542,-23.0,202.298,
2011-01-27,195.56,6.423,98.0,94.5,86.0,9.777000000000001,15.223099999999999,24.5931,9.370099999999999,16.0,3.7635,11.482000000000001,29.0,15.25,3.0,205.337,
2011-01-28,191.89600000000002,4.47925,98.0,91.542,83.0,5.991,9.841800000000001,15.7292,5.8873,2.0,1.559,10.595142857142857,16.0,-1.042,-13.0,197.8865,
2011-01-29,188.583,3.97925,98.0,89.583,71.0,6.0625,8.1707,12.7956,4.625100000000001,7.0,1.03125,6.964285714285714,6.0,-7.75,-19.0,194.6455,
2011-01-30,191.10250000000002,4.8125,98.0,84.958,53.0,7.2044999999999995,12.0917,19.9999,7.908199999999999,5.0,2.68825,7.202428571428571,26.0,4.458,-12.0,198.30700000000002,
2011-01-31,193.409,5.072,98.0,91.542,69.0,9.6745,16.3485,26.150799999999997,9.8024,14.0,2.2085,8.229285714285714,36.0,0.875,-33.0,203.08350000000002,
2011-02-01,189.25,4.823,98.0,82.375,54.0,9.3125,9.4406,14.775,5.3344000000000005,15.0,2.47025,13.496571428571428,45.0,15.625,-9.0,198.5625,
2011-02-02,192.3545,4.66375,98.0,82.0,52.0,9.0,9.4155,15.9667,6.5513,14.0,1.8435000000000001,10.107142857142858,-1.0,-13.75,-21.0,201.35399999999998,
2011-02-03,194.4375,5.52275,98.0,88.042,63.0,12.473500000000001,14.3263,24.1339,9.807599999999999,6.0,2.50775,6.449142857142857,27.0,0.292,-35.0,206.911,
2011-02-04,191.667,7.572749999999999,98.0,94.917,84.0,11.1455,11.8626,18.725,6.8625,20.0,2.1145,21.309428571428572,27.0,14.542,0.0,202.8125,
2011-02-05,196.5,5.553,98.0,82.25,53.0,11.875,16.4084,24.0957,7.687399999999999,1.0,1.6875,14.672714285714287,65.0,28.333,8.0,208.375,
2011-02-06,205.08350000000002,9.271,98.0,90.208,72.0,23.3545,31.818400000000004,57.7931,25.9749,8.0,3.5237499999999997,23.934571428571427,62.0,32.333,0.0,228.4375,
2011-02-07,200.687,10.235,98.0,96.0,85.0,20.6085,24.5112,41.0118,16.500700000000002,24.0,2.8435,18.46242857142857,66.0,47.708,14.0,221.2955,
2011-02-08,190.958,5.0415,98.0,86.458,66.0,8.1455,9.358699999999999,15.6938,6.3347999999999995,7.0,2.4955,9.458428571428572,30.0,11.125,-8.0,199.1045,
2011-02-09,192.208,5.52175,98.0,89.083,66.0,10.0625,11.6289,19.6692,8.040299999999998,9.0,2.34375,8.648857142857143,27.0,5.542,-11.0,202.27100000000002,
2011-02-10,194.2265,7.1305,98.0,95.417,84.0,10.873000000000001,15.1801,25.661899999999996,10.4817,17.0,2.3737500000000002,12.797714285714287,24.0,12.833,3.0,205.1,
2011-02-11,193.583,5.89575,98.0,85.917,63.0,8.6665,9.676100000000002,15.413900000000002,5.7379,5.0,1.229,11.571428571428571,38.0,16.042,-1.0,202.25,
2011-02-12,193.35399999999998,4.229,97.0,84.5,71.0,7.333,8.7927,12.799,4.0063,2.0,1.125,11.761857142857142,27.0,12.625,-15.0,200.6875,
2011-02-13,197.083,5.7605,98.0,84.5,56.0,11.729,19.477600000000002,29.9826,10.5047,3.0,3.0002500000000003,13.488142857142858,48.0,16.5,-7.0,208.8125,
2011-02-14,200.94549999999998,7.58575,98.0,95.042,87.0,21.198999999999998,28.525,50.6018,22.076900000000002,0.0,3.32275,17.172571428571427,60.0,39.958,20.0,222.14499999999998,
2011-02-15,195.20850000000002,6.073,96.0,90.0,72.0,12.4375,16.1023,24.244,8.1417,2.0,3.2725,21.36885714285714,59.0,27.667,0.0,207.64600000000002,
2011-02-16,193.042,12.9185,95.0,72.042,43.0,9.833,13.7994,22.706200000000003,8.906699999999999,4.0,4.2395,8.791571428571428,60.0,20.458,-13.0,202.875,
2011-02-17,194.163,5.23775,98.0,95.167,84.0,9.3335,13.417300000000001,22.0024,8.584999999999999,27.0,2.6295,11.059714285714287,18.0,2.25,-15.0,203.4965,
2011-02-18,194.708,4.22925,98.0,87.792,71.0,7.604,11.2238,31.1365,19.912599999999998,8.0,1.2185,10.660714285714286,8.0,-12.667,-33.0,202.3125,
2011-02-19,197.27100000000002,4.60025,98.0,82.042,54.0,10.125,12.2065,17.7348,5.5283999999999995,3.0,1.31275,8.631,33.0,-0.458,-33.0,207.3955,
2011-02-20,196.817,5.86475,98.0,79.958,52.0,14.003499999999999,16.3821,25.3316,8.9495,3.0,2.856,9.631,68.0,29.333,-3.0,210.821,
2011-02-21,196.6045,6.55225,92.0,70.25,52.0,11.896,20.6415,36.0884,15.4468,0.0,2.79175,16.738142857142858,80.0,53.083,30.0,208.5,
2011-02-22,195.85399999999998,5.31725,94.0,78.292,54.0,6.4905,16.4558,23.9224,7.466500000000001,0.0,5.16125,25.537000000000003,89.0,47.25,17.0,202.345,
2011-02-23,201.72899999999998,10.136750000000001,98.0,95.667,87.0,14.75,23.1109,38.0883,14.9774,19.0,2.625,27.636857142857142,86.0,62.375,43.0,216.47899999999998,
2011-02-24,195.8595,6.13425,95.0,77.125,53.0,8.1875,14.0876,21.4754,7.3878,0.0,4.6255,31.298142857142857,85.0,56.5,36.0,204.047,
2011-02-25,196.096,5.8995,97.0,90.167,81.0,8.4925,15.0628,22.7944,7.7315,4.0,1.12475,14.874714285714285,49.0,35.5,12.0,204.589,
2011-02-26,194.458,4.59375,98.0,93.583,86.0,6.5625,10.405,14.6253,4.2203,8.0,0.8645,12.000142857142858,23.0,6.458,-10.0,201.02100000000002,
2011-02-27,194.5205,4.69775,97.0,80.625,48.0,5.583,9.6273,13.7486,4.1213,2.0,2.49,11.226285714285714,20.0,-2.667,-27.0,200.1045,
2011-02-28,194.8595,4.9795,82.0,59.917,37.0,5.8675,10.956111111111111,14.31611111111111,3.3602222222222218,0.0,3.5835,9.440428571428571,47.0,12.125,-28.0,200.72750000000002,
2011-03-01,195.04149999999998,5.343500000000001,97.0,82.417,60.0,9.5625,18.5191,27.833199999999998,9.3141,0.0,3.19775,17.155,104.0,54.417,11.0,204.6045,
2011-03-02,191.79149999999998,4.8345,98.0,92.375,85.0,7.343,14.773599999999998,21.4758,6.702,8.0,3.628,13.779857142857143,66.0,52.292,42.0,199.135,
2011-03-03,192.6875,5.34375,98.0,82.083,63.0,6.4165,10.8325,15.953300000000002,5.120900000000001,0.0,1.25025,19.261714285714284,87.0,55.208,36.0,199.10399999999998,
2011-03-04,192.6875,3.8125,97.0,79.083,57.0,5.354,7.4684,10.4738,3.0052999999999996,5.0,1.01025,14.339285714285714,87.0,50.667,32.0,198.04149999999998,
2011-03-05,196.375,5.5835,98.0,96.333,91.0,9.7705,18.0856,27.4019,9.3164,9.0,3.4535,10.284714285714285,94.0,69.708,48.0,206.14600000000002,
2011-03-06,196.924,7.6145,98.0,90.083,73.0,15.9085,15.8411,27.8896,12.048300000000001,10.0,1.4435,9.048285714285715,148.0,101.75,62.0,212.83249999999998,
2011-03-07,195.39600000000002,7.60825,91.0,74.083,52.0,10.6455,14.8676,22.8023,7.9345,0.0,1.92175,28.143428571428576,105.0,82.958,56.0,206.04149999999998,
2011-03-08,194.125,12.13975,92.0,75.417,55.0,8.958,14.906,23.668799999999997,8.7629,0.0,3.11475,17.504571428571428,107.0,70.125,38.0,203.083,
2011-03-09,193.7025,5.82775,91.0,77.875,67.0,5.754,13.107400000000002,19.1363,6.029,0.0,3.37425,20.672428571428572,88.0,65.708,48.0,199.4565,
2011-03-10,191.66649999999998,6.78125,97.0,83.917,69.0,4.6665,11.9501,18.3625,6.4125,1.0,1.729,21.559571428571427,74.0,53.167,38.0,196.333,
2011-03-11,191.77100000000002,4.53125,96.0,71.167,36.0,4.6665,7.2974000000000006,10.8605,3.5634,5.0,1.14575,12.857142857142858,102.0,46.542,12.0,196.4375,
2011-03-12,191.6575,4.62775,97.0,82.792,59.0,3.737,9.062000000000001,13.7557,4.6939,6.0,0.5625,13.92,56.0,28.25,5.0,195.394,
2011-03-13,195.61700000000002,5.0085,97.0,83.583,55.0,8.005,14.2374,21.6202,7.3827,7.0,1.354,11.271142857142857,32.0,14.958,0.0,203.6215,
2011-03-14,195.917,5.385,92.0,63.75,40.0,10.25,13.5673,19.3942,5.827,0.0,2.81325,13.744,96.0,51.583,-6.0,206.16649999999998,
2011-03-15,194.89600000000002,5.927,97.0,69.542,44.0,10.0835,15.4894,23.3598,7.870400000000001,8.0,1.80225,19.182,74.0,44.875,3.0,204.97899999999998,
2011-03-16,197.176,7.06525,86.0,59.75,31.0,11.2275,20.6274,30.215600000000002,9.5881,0.0,2.7880000000000003,18.44214285714286,112.0,55.083,-16.0,208.40300000000002,
2011-03-17,196.0625,7.72925,98.0,92.042,68.0,15.0,22.708199999999998,34.7541,12.0459,18.0,0.89575,16.065428571428573,132.0,97.917,72.0,211.0625,
2011-03-18,189.10399999999998,5.42725,98.0,97.375,93.0,9.729,12.0213,17.096799999999998,5.0755,16.0,0.46875,15.154714285714286,109.0,90.917,68.0,198.83350000000002,
2011-03-19,191.0,5.426,98.0,75.75,48.0,8.021,11.260900000000001,18.3356,7.0745000000000005,6.0,1.517,16.49985714285714,68.0,30.458,8.0,199.0205,
2011-03-20,192.9835,4.6145,98.0,73.333,41.0,8.692,10.4159,14.828299999999999,4.412599999999999,3.0,1.1145,10.494142857142858,93.0,40.833,11.0,201.676,
2011-03-21,193.75,5.22925,97.0,62.792,36.0,8.958,12.7512,18.7061,5.9548000000000005,0.0,2.117,12.688,85.0,47.0,9.0,202.70850000000002,
2011-03-22,191.85399999999998,5.29,77.0,53.542,28.0,10.7915,15.3184,21.0874,5.7691,0.0,1.979,18.60942857142857,121.0,102.125,81.0,202.64600000000002,
2011-03-23,195.73149999999998,5.6285,98.0,92.167,83.0,7.8975,17.0261,24.7833,7.757099999999999,27.0,3.161,27.833428571428573,74.0,69.667,63.0,203.6295,
2011-03-24,192.20850000000002,4.968999999999999,98.0,91.458,71.0,8.521,11.5769,16.4595,4.8828000000000005,9.0,0.6355,6.220285714285715,83.0,66.667,42.0,200.72899999999998,
2011-03-25,194.47899999999998,4.3645,97.0,87.833,63.0,8.1875,9.1208,13.189400000000001,4.0685,14.0,0.875,12.815285714285716,69.0,39.792,14.0,202.66649999999998,
2011-03-26,197.8995,5.271,98.0,80.583,42.0,8.5945,12.768899999999999,19.5911,6.822,13.0,1.06925,13.504714285714286,69.0,37.0,5.0,206.494,
2011-03-27,195.9475,5.625,93.0,59.167,36.0,9.489,12.811699999999998,17.9476,5.136100000000001,0.0,2.00575,19.696571428571428,132.0,86.583,29.0,205.437,
2011-03-28,192.91649999999998,6.187749999999999,92.0,68.75,46.0,7.9795,13.3268,17.9216,4.5947000000000005,3.0,2.29625,33.039,127.0,94.625,34.0,200.89600000000002,
2011-03-29,197.0,6.3155,95.0,63.25,27.0,11.375,17.03,23.4835,6.4535,0.0,1.521,22.619285714285716,139.0,91.542,17.0,208.375,
2011-03-30,190.892,5.655,45.0,31.0,26.0,13.052499999999998,13.4612,17.654400000000003,4.1932,0.0,2.2285,21.928571428571427,211.0,175.958,118.0,203.945,
2011-03-31,189.47899999999998,6.34725,97.0,79.125,48.0,10.125,11.388,16.462899999999998,5.075100000000001,40.0,0.698,19.476,174.0,87.458,32.0,199.6045,
2011-04-01,192.33350000000002,5.478,88.0,47.25,22.0,11.0205,16.9893,23.400299999999998,6.4109,0.0,1.65775,16.87185714285714,176.0,105.458,15.0,203.35399999999998,
2011-04-02,192.4015,5.4165,86.0,67.917,27.0,9.673,13.9737,19.9822,6.0085,0.0,1.0699999999999998,18.482,146.0,74.667,21.0,202.074,
2011-04-03,191.66649999999998,3.8335,79.0,56.542,36.0,6.333,8.2208,11.7542,3.5332999999999997,0.0,0.73975,9.029857142857143,93.0,48.5,13.0,198.0,
2011-04-04,192.708,3.948,76.0,47.333,28.0,6.354,12.187700000000001,17.4999,5.3125,0.0,1.03125,10.44057142857143,104.0,56.583,6.0,199.0625,
2011-04-05,193.15,4.65575,72.0,51.958,28.0,11.4175,14.512200000000002,19.8859,5.3738,0.0,1.37525,17.321285714285715,127.0,72.958,11.0,204.56799999999998,
2011-04-06,193.253,5.7605,89.0,57.042,24.0,14.878,18.717,24.7709,6.054,0.0,1.71875,16.58814285714286,163.0,96.875,26.0,208.131,
2011-04-07,193.123,5.78125,67.0,40.458,19.0,22.309,17.4392,23.9541,6.514799999999999,0.0,1.4895,11.422571428571429,222.0,160.042,71.0,215.43200000000002,
2011-04-08,188.0625,4.9805,97.0,70.292,42.0,16.9165,11.9319,17.415399999999998,5.4835,10.0,0.7354999999999999,13.904571428571428,183.0,142.542,99.0,204.9795,
2011-04-09,190.14350000000002,6.042,98.0,96.0,88.0,13.771,14.457699999999999,21.2827,6.8248999999999995,14.0,0.6407499999999999,11.815285714285713,111.0,97.667,72.0,203.914,
2011-04-10,193.875,4.6145,97.0,64.0,34.0,13.0415,11.0832,13.991399999999999,2.9082999999999997,0.0,1.4895,24.029714285714284,179.0,113.667,51.0,206.91649999999998,
2011-04-11,191.70850000000002,5.496,96.0,78.458,56.0,10.542,15.7416,21.5333,5.7916,11.0,1.10425,21.024714285714285,121.0,68.5,30.0,202.25,
2011-04-12,192.04149999999998,5.747,91.0,51.917,22.0,11.9165,15.181899999999999,21.029,5.8471,0.0,1.021,27.15257142857143,122.0,81.5,25.0,203.95850000000002,
2011-04-13,191.0,6.22425,69.0,36.417,22.0,17.0,13.107400000000002,16.8321,3.7245999999999997,0.0,1.875,22.541571428571427,172.0,141.792,105.0,208.0,
2011-04-14,192.25900000000001,7.19775,74.0,48.042,25.0,16.923,18.138299999999997,22.9056,4.7673000000000005,0.0,3.22925,34.130714285714284,188.0,140.375,80.0,209.18200000000002,
2011-04-15,192.6875,5.99725,73.0,46.5,23.0,18.7915,17.1598,23.4647,6.3048,0.0,2.69875,26.672571428571427,244.0,169.792,80.0,211.4795,
2011-04-16,189.7335,5.604,96.0,68.583,53.0,9.2875,9.728800000000001,13.5715,3.8427,2.0,0.89125,30.244285714285716,192.0,118.542,54.0,199.02100000000002,
2011-04-17,191.6875,3.52075,85.0,63.875,40.0,5.2085,7.1335,10.0749,2.9416999999999995,0.0,0.59375,13.220142857142857,138.0,84.5,31.0,196.89600000000002,
2011-04-18,190.6875,4.7925,97.0,69.083,36.0,7.8125,12.2949,17.4139,5.119,15.0,1.16675,18.51342857142857,199.0,119.167,56.0,198.5,
2011-04-19,191.04149999999998,5.950749999999999,97.0,84.208,68.0,9.771,13.046199999999999,18.325499999999998,5.2797,7.0,1.0625,13.160714285714286,123.0,94.417,74.0,200.8125,
2011-04-20,191.91649999999998,4.789,97.0,82.708,65.0,8.5415,11.488999999999999,17.8678,6.3788,6.0,0.4375,6.2492857142857146,108.0,87.542,56.0,200.458,
2011-04-21,194.017,5.90625,94.0,61.542,31.0,12.5705,15.1399,21.542099999999998,6.402200000000001,0.0,1.22925,13.380857142857142,173.0,113.5,41.0,206.5875,
2011-04-22,193.012,5.1455,92.0,66.083,32.0,15.625,16.1518,22.677699999999998,6.525999999999999,1.0,1.34775,20.129142857142856,214.0,140.917,90.0,208.637,
2011-04-23,189.9375,6.51025,98.0,91.417,73.0,13.25,16.275100000000002,24.4141,8.1389,28.0,0.6935,15.160857142857143,161.0,115.167,75.0,203.1875,
2011-04-24,191.95850000000002,5.03125,96.0,65.167,50.0,16.0415,8.9792,11.275,2.2957,0.0,0.95825,18.696285714285715,151.0,113.458,51.0,208.0,
2011-04-25,192.6135,5.375,96.0,66.083,51.0,11.926,12.075,16.333199999999998,4.2584,5.0,1.3335,19.577285714285715,144.0,109.583,75.0,204.539,
2011-04-26,192.54149999999998,6.36725,96.0,67.667,32.0,16.8125,21.3179,30.456,9.138200000000001,7.0,1.18775,21.791714285714285,195.0,133.292,112.0,209.35399999999998,
2011-04-27,189.10399999999998,6.97075,97.0,65.375,31.0,13.125,14.2209,19.255599999999998,5.0348,38.0,1.1665,32.220142857142854,273.0,191.583,126.0,202.2295,
2011-04-28,190.38299999999998,4.51025,98.0,86.875,70.0,9.991999999999999,12.265899999999998,17.5733,5.3073999999999995,13.0,0.8747499999999999,13.333428571428572,137.0,106.875,68.0,200.3755,
2011-04-29,195.02100000000002,6.083,95.0,63.5,41.0,12.729500000000002,11.0125,15.1126,4.0998,0.0,0.92825,13.166571428571428,161.0,117.667,57.0,207.75,
2011-04-30,195.20850000000002,6.46675,85.0,56.333,29.0,18.771,17.6602,26.1695,8.5094,6.0,2.0075,26.066285714285716,236.0,175.5,101.0,213.9795,
2011-05-01,188.2295,4.70825,89.0,65.292,45.0,10.8125,7.5358,10.0192,2.4833,6.0,1.09375,26.488285714285716,239.0,193.417,140.0,199.04149999999998,
2011-05-02,193.08499999999998,5.968500000000001,88.0,67.667,51.0,12.1955,12.325,17.9625,5.637600000000001,0.0,0.9684999999999999,58.743857142857145,176.0,140.875,100.0,205.28050000000002,
2011-05-03,195.52100000000002,6.159750000000001,91.0,73.125,42.0,13.604500000000002,12.4535,17.9048,5.4512,0.0,0.8122499999999999,93.04171428571429,183.0,134.917,86.0,209.125,
2011-05-04,191.47899999999998,4.13325,84.0,71.417,50.0,10.104,8.1967,11.2989,3.1023000000000005,0.0,0.77075,38.249857142857145,178.0,130.0,105.0,201.583,
2011-05-05,189.188,3.84375,89.0,73.333,48.0,7.1195,6.951099999999999,9.6018,2.6506,0.0,0.698,16.291571428571427,176.0,130.083,98.0,196.308,
2011-05-06,192.333,5.27075,93.0,65.667,38.0,12.271,14.8249,20.4499,5.625,0.0,1.21625,26.017857142857142,235.0,163.833,80.0,204.60399999999998,
2011-05-07,189.0,7.795,95.0,61.75,38.0,13.521,14.893,20.2768,5.383699999999999,5.0,1.30675,24.735857142857146,252.0,198.958,141.0,202.52100000000002,
2011-05-08,188.167,5.54175,92.0,79.25,44.0,13.7085,7.6995000000000005,10.0673,2.368,1.0,1.021,21.99983333333333,221.0,172.583,109.0,201.875,
2011-05-09,191.6775,5.573,87.0,49.875,28.0,17.3885,16.9858,22.856,5.870299999999999,0.0,1.86475,22.011857142857142,270.0,202.833,98.0,209.066,
2011-05-10,184.3155,5.61475,98.0,87.625,54.0,13.372,13.094100000000001,20.6599,7.5657,56.0,1.0315,19.48657142857143,270.0,185.583,150.0,197.6875,
2011-05-11,188.5455,4.625,98.0,96.0,93.0,9.905000000000001,13.5775,23.411,9.8336,42.0,0.59825,14.447285714285714,156.0,143.333,131.0,198.4505,
2011-05-12,189.8955,7.503,98.0,89.667,65.0,15.292,16.7791,26.0348,9.255600000000001,13.0,0.96875,22.62242857142857,226.0,173.792,132.0,205.1875,
2011-05-13,187.875,5.78125,98.0,66.208,40.0,12.479,10.154300000000001,13.684899999999999,3.5305999999999997,4.0,1.53075,61.642857142857146,193.0,167.667,145.0,200.3545,
2011-05-14,189.0,7.105,60.0,51.625,38.0,12.396,10.1678,12.6679,2.5001,0.0,1.69225,35.148857142857146,198.0,176.417,159.0,201.3955,
2011-05-15,192.04149999999998,4.73975,63.0,40.792,27.0,13.0625,11.0064,13.6298,2.6233,0.0,1.84375,25.666714285714285,237.0,186.375,114.0,205.1045,
2011-05-16,191.652,7.75,89.0,53.083,27.0,14.43,15.6674,19.6572,3.9899,0.0,3.04175,49.214285714285715,259.0,195.708,149.0,206.08249999999998,
2011-05-17,192.45850000000002,5.38175,95.0,69.0,36.0,11.479,13.056899999999999,17.136400000000002,4.0796,0.0,2.03125,43.619142857142855,213.0,169.625,123.0,203.9375,
2011-05-18,192.10649999999998,6.63525,89.0,54.667,21.0,11.8675,14.1077,18.3397,4.232,0.0,1.854,27.62485714285714,243.0,176.083,107.0,203.975,
2011-05-19,191.52100000000002,6.004,68.0,44.958,25.0,15.25,16.933799999999998,21.488300000000002,4.554399999999999,0.0,2.30225,24.153,271.0,205.167,137.0,206.77100000000002,
2011-05-20,191.89600000000002,7.1865000000000006,72.0,53.708,36.0,16.4375,18.2329,24.2308,5.9978,0.0,2.42,32.58614285714286,264.0,213.417,150.0,208.33350000000002,
2011-05-21,187.04149999999998,7.5562499999999995,88.0,63.667,47.0,14.729,13.632499999999999,19.054,5.4215,0.0,1.71425,31.462142857142858,289.0,228.167,173.0,201.77100000000002,
2011-05-22,186.66649999999998,3.46875,97.0,87.542,62.0,8.6875,6.3289,8.856,2.5271999999999997,35.0,0.31225,17.648714285714284,192.0,156.0,122.0,195.35399999999998,
2011-05-23,189.7835,4.16675,96.0,84.708,69.0,8.8525,11.9057,17.6625,5.757,9.0,0.54175,11.982142857142858,185.0,147.458,132.0,198.636,
2011-05-24,190.54149999999998,8.87875,97.0,78.5,57.0,11.396,14.1213,20.677699999999998,6.5565,4.0,0.72925,15.20257142857143,215.0,170.292,132.0,201.9375,
2011-05-25,188.9375,3.77075,95.0,69.625,45.0,11.4885,11.097,16.2652,5.1681,0.0,0.7815000000000001,15.14842857142857,225.0,184.042,138.0,200.4265,
2011-05-26,186.7295,5.72325,97.0,76.042,52.0,14.0625,17.1916,24.794999999999998,7.603400000000001,12.0,1.01025,23.958428571428573,228.0,177.292,138.0,200.79149999999998,
2011-05-27,187.10399999999998,6.09375,97.0,85.167,66.0,13.3335,16.3838,23.5634,7.179599999999999,4.0,0.995,20.285571428571426,212.0,181.542,153.0,200.4375,
2011-05-28,185.20850000000002,5.5625,97.0,90.25,77.0,12.9165,13.675,20.933500000000002,7.2583,4.0,0.76875,24.273857142857143,207.0,182.042,162.0,198.125,
2011-05-29,182.29149999999998,3.48675,98.0,96.25,93.0,9.2085,6.3823,9.555499999999999,3.1731,72.0,0.3645,7.992999999999999,179.0,172.583,167.0,191.5,
2011-05-30,179.54149999999998,3.948,98.0,92.125,81.0,9.375,9.482299999999999,14.9188,5.4366,32.0,0.677,12.589428571428572,178.0,159.792,144.0,188.917,
2011-05-31,184.4375,6.533250000000001,97.0,82.542,65.0,13.0,11.3188,18.0464,6.727499999999999,0.0,0.96875,18.601,203.0,160.292,126.0,197.4375,
2011-06-01,187.0435,5.71875,97.0,92.667,81.0,13.369499999999999,15.600100000000001,26.220799999999997,10.6207,23.0,0.6145,12.832571428571429,194.0,165.167,147.0,200.413,
2011-06-02,190.9495,8.66575,97.0,83.292,60.0,12.7325,15.2773,23.0548,7.7774,7.0,0.84375,15.065428571428571,230.0,181.208,150.0,203.6815,
2011-06-03,193.7505,5.7605,96.0,78.708,57.0,12.873000000000001,14.036700000000002,22.2,8.1632,0.0,1.11075,24.922714285714285,241.0,193.125,147.0,206.6245,
2011-06-04,191.875,7.84375,84.0,66.5,31.0,14.125,12.1709,16.7708,4.5999,0.0,1.41775,42.243857142857145,288.0,219.5,163.0,206.0,
2011-06-05,189.8545,4.0335,93.0,71.583,50.0,10.9585,9.007900000000001,11.7363,2.7283,2.0,1.53125,33.202285714285715,258.0,218.0,186.0,200.8125,
