date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,PM25_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2013-03-07,88.0,79.5,59.0,5.571,7.563,1.992,1.125,13.767,-0.7,-2.983,-4.2,10.458,190.917,2.271,5.688,196.604
2013-03-08,87.0,75.5,59.0,4.823,6.229,1.406,1.083,18.375,1.4,-1.979,-3.6,15.958,190.188,2.5,5.708,195.896
2013-03-09,90.0,77.208,48.0,6.386,8.187,1.802,1.125,18.308,6.7,0.542,-2.9,15.333,191.402,3.312,7.83,199.231
2013-03-10,88.0,70.875,42.0,11.202,15.454,4.251,1.682,12.575,8.5,0.188,-3.4,9.391,191.479,3.695,8.938,200.416
2013-03-11,90.0,83.125,54.0,14.832,19.36,4.528,1.625,14.517,8.6,0.696,-2.5,10.333,192.761,4.375,9.801,202.562
2013-03-12,89.0,74.833,54.0,22.774,34.514,11.74,1.792,15.65,9.0,3.008,-3.1,13.0,193.208,4.812,10.583,203.792
2013-03-13,92.0,88.958,86.0,11.812,19.427,7.614,0.833,11.475,7.2,4.146,0.6,8.333,191.479,4.042,8.792,200.27
2013-03-14,91.0,72.667,51.0,7.878,11.142,3.264,1.208,11.125,8.3,3.033,-0.2,7.833,190.837,4.125,8.328,199.165
2013-03-15,87.0,69.083,41.0,7.891,10.584,2.693,1.042,13.942,7.5,2.217,-0.9,9.875,192.125,4.542,7.48,199.604
2013-03-16,93.0,83.208,67.0,13.375,16.114,2.739,1.542,17.875,6.5,3.262,1.4,15.625,192.896,5.572,10.479,203.375
2013-03-17,86.0,64.5,38.0,18.708,24.128,5.42,1.917,32.4,11.3,4.996,0.9,30.542,195.346,6.208,12.263,207.61
2013-03-18,87.0,78.667,69.0,13.583,18.076,4.492,1.545,27.705,9.5,4.962,1.3,21.917,192.0,5.458,11.688,203.688
2013-03-19,80.0,59.292,41.0,12.931,17.564,4.633,0.958,15.382,12.5,5.762,1.0,13.917,192.636,5.19,9.503,202.14
2013-03-20,91.0,78.625,62.0,17.328,24.226,6.898,1.5,12.767,11.3,4.871,0.0,11.0,193.75,4.902,11.542,205.292
2013-03-21,94.0,91.333,77.0,9.096,12.355,3.26,0.625,10.442,5.4,2.917,-0.2,6.958,188.729,3.625,8.562,197.292
2013-03-22,88.0,69.75,46.0,7.438,9.677,2.24,0.542,13.858,8.8,3.7,-0.3,10.792,191.542,3.958,7.834,199.375
2013-03-23,89.0,64.542,42.0,7.945,9.78,1.835,0.292,12.5,10.8,4.333,0.0,8.708,193.375,4.417,8.75,202.125
2013-03-24,70.0,51.208,32.0,8.719,10.927,2.208,1.125,27.267,15.2,9.154,1.1,23.125,193.458,5.792,8.292,201.75
2013-03-25,73.0,61.125,50.0,7.083,8.562,1.479,1.917,49.895,14.9,10.542,7.7,43.833,192.874,4.818,7.479,200.352
2013-03-26,79.0,61.375,40.0,16.067,18.337,2.27,3.273,66.984,22.1,11.525,6.0,59.042,196.604,5.688,12.708,209.312
2013-03-27,86.0,77.208,63.0,16.878,20.656,3.778,2.083,58.567,18.3,9.679,3.1,53.292,196.886,5.375,12.69,209.576
2013-03-28,86.0,63.0,44.0,8.708,10.864,2.156,0.708,33.383,14.9,10.6,3.5,29.292,191.688,3.322,8.688,200.375
2013-03-29,85.0,60.5,39.0,8.401,9.611,1.21,1.417,43.5,23.5,14.288,7.7,36.708,191.062,3.396,7.916,198.979
2013-03-30,93.0,79.167,54.0,5.26,6.416,1.156,0.625,19.983,12.6,7.925,4.4,15.583,190.125,2.125,6.521,196.646
2013-03-31,94.0,71.958,51.0,5.866,7.05,1.185,0.458,13.892,11.6,6.762,1.2,10.75,190.0,1.833,8.125,198.125
2013-04-01,73.0,48.875,27.0,9.729,11.938,2.208,1.375,17.474,11.6,6.342,1.4,13.0,196.271,5.726,8.041,204.312
2013-04-02,73.0,60.208,45.0,20.24,24.958,4.719,2.292,21.617,18.0,8.696,1.9,17.333,196.625,5.02,11.083,207.708
2013-04-03,89.0,79.625,70.0,14.251,18.024,3.773,1.583,24.142,17.5,9.629,4.8,17.542,192.854,4.0,12.729,205.584
2013-04-04,93.0,62.75,31.0,7.638,9.196,1.558,0.583,19.475,14.5,8.904,3.8,13.833,195.782,4.125,8.484,204.267
2013-04-05,73.0,54.917,15.0,15.593,18.882,3.289,1.227,17.254,18.3,9.262,1.7,11.0,197.584,4.03,10.881,208.466
2013-04-06,92.0,78.583,66.0,12.5,15.438,2.937,1.458,21.892,19.4,10.9,2.3,15.125,192.78,3.521,12.638,205.418
2013-04-07,92.0,74.5,63.0,5.0,6.021,1.021,0.542,9.292,20.0,13.962,7.1,3.458,185.042,2.938,12.084,197.125
2013-04-08,86.0,67.667,50.0,3.396,4.563,1.166,0.25,11.717,7.4,5.808,4.4,6.375,189.771,2.792,7.812,197.583
2013-04-09,81.0,56.042,31.0,5.573,6.927,1.354,0.917,19.266,17.6,10.162,4.9,13.042,191.652,3.479,9.565,201.218
2013-04-10,72.0,56.708,37.0,6.166,7.927,1.76,0.625,19.25,12.7,7.183,3.2,15.333,193.312,4.146,8.0,201.312
2013-04-11,83.0,53.917,36.0,6.252,8.249,1.996,0.25,12.183,13.6,7.471,2.7,8.25,192.334,3.729,9.125,201.458
2013-04-12,88.0,63.083,39.0,7.94,9.965,2.026,0.667,14.392,11.2,6.242,2.6,9.917,192.426,4.146,9.054,201.48
2013-04-13,60.0,46.75,31.0,5.035,6.31,1.275,0.364,13.683,13.7,9.233,3.8,9.375,191.954,3.812,7.834,199.789
2013-04-14,89.0,49.542,23.0,4.698,5.219,0.521,1.167,22.875,20.6,13.317,3.8,16.167,191.136,4.139,9.532,200.668
2013-04-15,87.0,49.125,30.0,6.646,8.167,1.521,0.708,24.883,13.5,8.1,2.7,14.208,191.417,3.716,8.27,199.688
2013-04-16,89.0,54.583,24.0,8.51,10.708,2.198,0.667,19.408,19.1,10.179,3.6,12.292,192.062,3.834,8.875,200.938
2013-04-17,94.0,78.792,64.0,8.75,10.531,1.781,0.417,15.783,14.6,10.121,7.4,9.125,190.583,3.688,10.896,201.479
2013-04-18,88.0,77.167,61.0,10.021,12.385,2.365,0.417,13.817,14.9,8.275,4.6,8.375,190.979,3.708,10.958,201.938
2013-04-19,90.0,83.417,63.0,8.892,11.271,2.379,0.208,13.967,7.6,4.229,1.9,9.667,191.938,3.875,9.625,201.562
2013-04-20,86.0,57.625,34.0,8.217,10.165,1.948,0.167,13.925,13.9,7.633,2.5,9.458,193.112,3.875,8.943,202.055
2013-04-21,87.0,75.417,49.0,7.389,8.954,1.565,0.273,12.608,14.0,6.821,3.5,7.667,193.074,3.646,9.602,202.674
2013-04-22,79.0,51.0,24.0,7.302,8.833,1.531,0.833,20.21,17.6,10.004,4.1,16.304,193.006,3.822,7.738,200.744
2013-04-23,61.0,44.583,30.0,9.417,11.219,1.802,0.958,28.458,20.1,13.146,6.6,23.583,193.75,4.542,10.0,203.75
2013-04-24,91.0,67.208,51.0,15.5,18.885,3.386,1.958,24.475,16.7,12.775,7.5,18.417,193.458,4.062,13.271,206.729
2013-04-25,68.0,50.875,35.0,6.312,7.708,1.396,0.792,20.142,19.7,14.45,10.7,16.208,190.646,3.916,10.084,200.729
2013-04-26,87.0,69.375,57.0,11.802,14.417,2.614,1.417,20.491,16.7,11.858,7.5,15.583,191.292,4.166,12.938,204.229
2013-04-27,91.0,83.583,77.0,5.746,6.937,1.19,0.167,13.192,11.1,9.308,6.6,7.667,190.208,3.625,8.958,199.166
2013-04-28,77.0,66.583,54.0,3.466,4.134,0.668,0.167,13.475,14.6,10.004,5.8,9.333,192.084,3.208,7.218,199.301
2013-04-29,78.0,61.375,38.0,6.639,8.167,1.528,0.182,24.558,20.3,12.271,5.4,18.0,193.342,4.083,9.449,202.792
2013-04-30,89.0,83.875,70.0,8.556,11.736,3.181,0.542,16.075,20.3,12.579,8.6,9.833,190.214,3.354,11.415,201.629
2013-05-01,82.0,72.833,62.0,7.403,10.295,2.892,0.208,7.319,14.3,10.138,6.7,1.739,189.583,3.547,8.896,198.479
2013-05-02,82.0,75.208,58.0,5.223,7.156,1.933,0.25,10.0,13.4,8.729,6.2,3.958,190.0,3.416,9.021,199.021
2013-05-03,85.0,70.208,53.0,3.354,4.271,0.917,0.0,14.992,13.7,9.625,6.0,10.375,190.646,3.333,7.167,197.812
2013-05-04,86.0,71.125,54.0,5.239,6.167,0.927,0.0,21.108,15.3,11.217,8.1,16.208,190.854,3.646,8.896,199.75
2013-05-05,81.0,68.75,58.0,6.44,7.605,1.166,0.167,27.059,18.6,12.921,8.4,21.667,191.146,4.166,9.854,201.0
2013-05-06,84.0,64.333,42.0,4.935,5.87,0.936,0.417,20.95,19.1,13.0,6.8,15.417,190.85,3.646,9.14,199.99
2013-05-07,89.0,68.042,54.0,7.153,10.153,3.0,0.273,8.692,13.5,9.488,4.8,4.0,191.7,3.438,8.272,199.972
2013-05-08,81.0,67.458,49.0,5.472,7.847,2.375,0.333,14.017,18.3,11.117,3.9,7.458,191.061,3.479,8.981,200.042
2013-05-09,78.0,50.5,30.0,6.653,8.681,2.028,0.833,15.133,25.4,16.171,7.7,10.292,190.625,3.562,10.271,200.896
2013-05-10,78.0,65.917,48.0,9.444,12.806,3.361,1.292,17.517,26.3,16.533,8.9,12.917,190.208,3.562,12.916,203.125
2013-05-11,88.0,80.75,65.0,9.528,13.681,4.153,0.75,14.542,19.0,14.038,11.2,8.875,189.062,3.666,10.25,199.312
2013-05-12,88.0,78.25,67.0,4.792,6.056,1.264,0.25,11.416,20.3,14.646,10.6,4.292,188.771,3.0,8.52,197.292
2013-05-13,90.0,83.208,71.0,6.368,8.764,2.396,1.333,16.208,19.6,13.825,9.8,9.083,190.104,3.166,9.896,200.0
2013-05-14,90.0,84.583,75.0,9.528,12.138,2.611,1.0,31.55,21.3,14.912,11.1,24.375,192.806,3.686,11.504,204.31
2013-05-15,90.0,82.958,69.0,6.344,8.906,2.562,0.227,15.225,18.9,14.3,11.6,10.208,191.564,1.896,8.948,200.513
2013-05-16,91.0,81.583,59.0,5.76,7.865,2.104,0.417,13.048,18.9,13.654,10.4,7.958,191.267,1.666,9.58,200.846
2013-05-17,84.0,64.417,37.0,4.396,5.916,1.521,0.083,14.05,22.2,15.158,10.4,7.958,191.146,1.646,9.084,200.23
2013-05-18,88.0,56.542,33.0,5.604,7.542,1.938,0.125,13.075,25.9,16.479,9.6,6.75,190.771,1.812,11.062,201.834
2013-05-19,87.0,69.042,59.0,7.448,9.281,1.833,0.667,15.883,19.2,13.958,11.2,9.75,190.5,1.584,15.125,205.625
2013-05-20,90.0,85.708,77.0,9.625,12.208,2.584,1.167,16.675,15.6,13.121,10.8,11.0,189.75,1.646,10.812,200.562
2013-05-21,89.0,69.708,46.0,7.387,8.902,1.515,0.333,18.3,23.7,17.421,12.4,12.417,190.0,1.792,12.312,202.312
2013-05-22,79.0,62.375,30.0,6.682,8.746,2.065,0.625,21.55,24.4,16.704,10.6,15.875,191.038,1.834,13.628,204.666
2013-05-23,83.0,65.708,47.0,3.812,4.683,0.87,0.318,15.167,22.1,16.471,11.2,9.833,190.513,1.5,9.5,200.014
2013-05-24,87.0,70.917,44.0,5.573,7.26,1.688,0.708,13.283,20.4,15.771,12.2,8.0,190.744,1.609,10.246,200.99
2013-05-25,88.0,80.375,70.0,7.864,9.875,2.01,0.708,12.808,17.8,13.133,9.3,6.167,191.375,1.417,16.229,207.604
2013-05-26,92.0,84.375,77.0,6.084,7.188,1.104,0.75,18.108,17.3,14.246,11.4,11.958,190.625,1.417,8.979,199.604
2013-05-27,90.0,72.625,54.0,11.354,14.781,3.427,2.208,30.0,24.8,18.679,12.2,20.792,193.396,3.771,14.416,207.812
2013-05-28,84.0,75.167,67.0,13.177,15.636,2.458,2.792,38.842,24.0,20.321,16.4,27.708,194.5,3.438,15.667,210.167
2013-05-29,93.0,86.792,76.0,12.917,16.437,3.521,3.333,32.15,21.6,18.608,16.1,20.375,190.312,3.042,14.042,204.354
2013-05-30,93.0,80.75,67.0,6.902,8.94,2.037,0.417,14.892,23.7,19.917,15.2,8.409,190.654,3.416,13.19,203.844
2013-05-31,90.0,75.25,56.0,8.855,11.511,2.656,1.273,29.7,26.7,19.279,12.6,19.292,192.872,4.166,14.228,207.1
2013-06-01,82.0,71.458,46.0,5.771,8.157,2.386,0.417,19.575,27.8,19.133,13.2,10.542,191.152,3.126,12.93,204.082
2013-06-02,85.0,74.208,66.0,3.51,4.552,1.042,0.583,13.508,21.2,18.238,15.9,7.583,189.375,2.271,10.23,199.604
2013-06-03,89.0,74.583,57.0,5.947,8.144,2.198,1.5,17.042,26.6,18.567,12.3,10.522,190.146,2.533,11.396,201.542
2013-06-04,83.0,71.708,55.0,3.73,5.625,1.896,0.375,17.033,24.9,18.204,14.4,8.75,190.0,2.125,9.625,199.625
2013-06-05,85.0,76.083,68.0,6.146,8.771,2.625,1.292,15.833,23.7,18.721,13.3,7.25,190.916,2.5,11.292,202.208
2013-06-06,85.0,75.875,47.0,9.526,12.94,3.414,1.667,20.569,26.2,19.458,14.6,13.174,192.699,2.827,12.799,205.5
2013-06-07,90.0,77.083,54.0,5.886,7.625,1.738,0.583,19.759,29.3,20.292,13.8,12.542,190.292,2.667,11.534,201.826
2013-06-08,88.0,84.458,78.0,5.042,6.469,1.427,0.727,17.1,22.7,19.567,16.2,9.625,189.375,2.604,10.146,199.52
2013-06-09,86.0,76.625,62.0,2.938,3.594,0.656,0.0,17.175,21.1,17.892,13.8,11.833,190.01,2.636,9.038,199.047
2013-06-10,88.0,70.792,58.0,6.386,8.458,2.073,0.875,18.84,27.3,19.733,11.8,11.167,190.958,2.688,12.229,203.188
2013-06-11,90.0,75.958,57.0,5.227,7.612,2.385,1.083,16.367,30.5,21.304,15.8,6.75,187.666,2.229,9.52,197.188
2013-06-12,88.0,78.708,66.0,5.5,9.198,3.698,0.167,15.371,28.2,21.512,15.8,7.875,188.196,2.478,9.956,198.152
2013-06-13,93.0,87.292,80.0,5.979,8.364,2.386,0.875,18.442,26.3,20.971,18.2,8.583,187.375,2.312,10.438,197.812
2013-06-14,95.0,86.375,75.0,6.594,9.094,2.5,1.042,17.101,27.3,22.004,17.4,7.5,187.916,2.625,10.854,198.771
2013-06-15,92.0,86.583,82.0,8.693,12.284,3.591,0.875,17.808,23.7,21.283,19.1,9.792,190.646,3.084,13.055,203.701
2013-06-16,93.0,85.583,74.0,5.427,6.479,1.052,0.864,18.825,27.8,22.817,19.5,10.625,190.5,3.125,10.625,201.125
2013-06-17,93.0,87.417,76.0,7.406,9.198,1.792,0.75,23.617,25.2,21.788,18.8,13.958,191.87,3.191,14.012,205.88
2013-06-18,94.0,85.125,72.0,8.094,11.584,3.49,0.625,32.173,28.8,22.362,18.3,17.25,193.584,3.896,14.512,208.095
2013-06-19,93.0,87.042,75.0,10.677,13.896,3.219,0.458,37.767,23.0,20.571,19.2,25.792,196.854,4.625,18.542,215.396
2013-06-20,90.0,76.792,67.0,4.021,5.104,1.083,0.042,14.942,23.4,20.7,18.5,8.958,194.021,3.271,11.271,205.292
2013-06-21,84.0,76.75,67.0,4.781,7.0,2.219,0.875,10.575,23.3,19.596,17.7,3.75,189.021,2.916,9.98,199.0
2013-06-22,88.0,75.792,57.0,3.802,5.792,1.99,0.125,10.667,24.3,19.154,16.5,4.5,189.562,2.834,9.729,199.292
2013-06-23,80.0,67.458,51.0,3.216,4.375,1.159,0.0,10.108,27.0,21.333,17.9,5.25,193.466,2.688,10.193,203.66
2013-06-24,84.0,65.333,49.0,5.094,6.958,1.864,0.409,12.758,31.1,23.583,16.6,6.833,196.708,3.125,12.125,208.834
2013-06-25,87.0,80.458,72.0,6.521,8.813,2.292,0.208,18.875,27.5,22.717,17.9,10.833,197.462,2.838,13.407,210.87
2013-06-26,92.0,87.458,78.0,6.27,8.198,1.927,0.292,24.141,25.1,21.825,18.2,13.667,195.312,2.938,11.666,206.979
2013-06-27,89.0,71.208,58.0,4.552,8.156,3.604,0.208,10.083,25.5,21.071,16.7,3.417,189.896,2.958,9.438,199.334
2013-06-28,80.0,73.958,67.0,6.417,11.875,5.458,0.333,11.708,23.7,18.638,16.0,7.042,190.208,3.166,10.312,200.521
2013-06-29,87.0,76.125,65.0,4.448,6.729,2.281,0.042,16.233,26.4,21.042,16.4,10.917,190.334,2.729,9.062,199.396
2013-06-30,91.0,85.167,77.0,5.167,7.073,1.906,0.708,20.558,26.4,20.775,17.3,14.333,193.708,2.562,9.958,203.666
2013-07-01,92.0,84.292,74.0,8.932,12.92,3.988,1.583,24.258,29.5,23.208,18.5,15.261,198.552,2.214,12.398,210.95
2013-07-02,93.0,80.917,55.0,8.25,11.021,2.771,0.909,25.383,30.3,24.575,20.0,10.143,204.666,2.0,13.896,218.562
2013-07-03,95.0,91.083,86.0,10.0,13.708,3.708,1.042,22.433,23.6,21.279,20.1,4.208,197.057,1.774,12.824,209.88
2013-07-04,97.0,89.583,79.0,9.219,12.344,3.125,1.792,19.166,28.4,23.221,20.0,2.75,197.318,2.562,13.432,210.75
2013-07-05,96.0,94.458,90.0,11.24,15.896,4.656,1.292,22.992,22.8,21.458,20.4,3.708,197.208,2.98,14.75,211.958
2013-07-06,97.0,94.0,83.0,10.646,14.615,3.968,1.0,19.309,27.9,23.429,20.6,2.75,196.438,3.542,13.895,210.333
2013-07-07,93.0,82.125,67.0,4.042,4.812,0.771,1.042,24.883,32.6,26.296,22.3,7.917,197.292,2.208,10.0,207.292
2013-07-08,92.0,80.333,59.0,8.25,11.688,3.438,1.375,25.583,32.5,26.771,20.3,4.292,200.834,2.542,13.208,214.042
2013-07-09,93.0,81.708,68.0,5.08,8.17,3.091,0.833,16.817,29.5,26.762,24.8,3.286,188.238,1.278,11.699,199.938
2013-07-10,93.0,84.667,76.0,4.76,5.927,1.166,0.0,19.645,27.0,25.567,23.9,4.458,190.125,1.042,11.084,201.208
2013-07-11,96.0,93.208,91.0,9.979,12.969,2.989,1.083,24.858,25.4,23.188,19.8,3.792,196.51,1.818,14.182,210.692
2013-07-12,94.0,89.75,76.0,10.271,13.625,3.354,0.083,11.4,24.1,21.112,17.7,3.208,199.438,2.5,15.042,214.479
2013-07-13,95.0,79.875,50.0,7.323,9.344,2.021,0.417,14.533,33.6,24.712,19.8,2.875,198.536,1.584,12.172,210.708
2013-07-14,87.0,80.0,74.0,4.625,5.667,1.042,0.167,20.483,30.7,25.288,20.9,4.5,197.771,1.334,11.312,209.084
2013-07-15,91.0,75.833,57.0,5.656,7.146,1.49,0.875,15.909,33.3,26.308,21.5,4.542,196.0,1.104,10.625,206.625
2013-07-16,90.0,81.5,67.0,5.552,7.271,1.719,0.542,18.242,30.9,25.054,21.4,5.417,197.938,1.125,10.646,208.584
2013-07-17,88.0,78.542,68.0,6.057,8.932,2.875,0.125,15.6,28.4,23.425,19.8,3.708,193.19,1.166,10.068,203.258
2013-07-18,86.0,79.75,69.0,4.99,9.021,4.031,0.0,8.35,25.8,22.292,19.9,1.417,188.625,0.958,8.542,197.166
2013-07-19,84.0,73.917,64.0,4.844,8.041,3.198,0.208,13.717,26.8,21.592,17.3,3.917,189.062,1.042,8.81,197.872
2013-07-20,90.0,76.375,61.0,5.698,8.292,2.594,0.042,16.958,29.4,22.921,15.5,5.708,191.312,1.188,11.125,202.438
2013-07-21,87.0,79.292,70.0,4.479,6.854,2.375,0.75,14.608,27.9,24.058,20.4,4.5,187.584,1.0,8.958,196.542
2013-07-22,93.0,88.0,82.0,6.026,10.038,4.012,0.792,15.583,24.3,22.242,20.9,2.9,185.75,1.684,10.208,195.958
2013-07-23,93.0,86.417,80.0,5.979,9.115,3.135,0.167,13.892,26.6,23.433,20.6,2.958,184.354,1.479,10.333,194.688
2013-07-24,91.0,79.542,65.0,6.573,10.135,3.562,0.348,16.367,31.0,25.65,20.9,3.583,185.0,1.666,11.646,196.646
2013-07-25,94.0,89.25,80.0,6.443,11.034,4.591,0.167,17.692,27.8,24.462,22.4,3.667,186.148,2.625,12.074,198.221
2013-07-26,95.0,91.167,87.0,5.812,9.292,3.479,0.136,18.842,28.1,23.975,22.0,3.542,186.396,2.312,10.188,196.583
2013-07-27,96.0,90.208,78.0,6.406,9.916,3.51,0.333,17.567,31.0,24.358,21.9,2.667,186.496,2.142,12.51,199.006
2013-07-28,95.0,88.542,71.0,4.823,7.146,2.323,0.167,15.267,30.5,24.629,21.8,2.958,186.646,1.812,10.25,196.896
2013-07-29,94.0,87.042,78.0,6.208,9.521,3.312,0.542,16.467,28.6,25.062,22.2,2.458,186.604,2.084,12.208,198.812
2013-07-30,93.0,79.875,61.0,6.666,11.615,4.948,0.375,17.822,34.4,27.012,22.6,4.125,187.06,2.5,11.584,198.644
2013-07-31,91.0,80.917,69.0,5.646,11.354,5.708,0.5,10.8,29.9,25.096,22.4,1.917,184.542,2.042,11.292,195.834
2013-08-01,92.0,75.208,56.0,5.688,11.844,6.156,0.583,9.2,27.0,23.225,20.5,1.609,184.25,1.714,9.875,194.125
2013-08-02,87.0,75.292,54.0,6.614,11.988,5.375,0.792,14.375,31.4,24.442,17.9,2.75,189.068,2.292,13.847,202.915
2013-08-03,86.0,72.958,56.0,4.334,7.406,3.073,0.045,15.767,30.4,24.517,20.6,3.042,187.208,2.104,12.75,199.958
2013-08-04,86.0,72.667,62.0,5.573,8.708,3.136,0.5,15.025,30.7,25.412,22.2,2.458,187.544,2.292,11.013,198.557
2013-08-05,92.0,84.125,72.0,6.802,10.24,3.438,0.917,27.662,29.8,25.45,20.7,5.87,188.021,2.568,12.771,200.792
2013-08-06,94.0,88.375,80.0,8.646,13.021,4.375,2.042,30.192,31.1,26.95,23.9,3.208,189.708,3.021,13.916,203.625
2013-08-07,96.0,82.375,61.0,8.332,14.696,6.364,1.958,41.005,33.8,27.929,24.0,7.273,196.178,3.479,12.714,208.892
2013-08-08,89.0,77.625,61.0,9.76,12.792,3.031,1.083,46.108,33.9,28.246,22.7,5.5,198.25,3.875,14.292,212.542
2013-08-09,97.0,86.083,74.0,10.333,13.802,3.469,0.167,61.15,31.9,28.025,24.9,6.0,196.77,4.875,16.021,212.792
2013-08-10,85.0,75.667,61.0,3.788,5.136,1.349,0.0,30.066,31.2,27.975,26.0,6.542,191.916,3.958,9.972,201.888
2013-08-11,90.0,77.958,65.0,4.736,6.431,1.694,0.091,45.117,35.1,29.212,24.8,7.125,197.896,4.375,10.771,208.666
2013-08-12,92.0,74.208,52.0,4.708,6.361,1.653,0.0,42.6,33.6,28.467,25.3,7.667,200.822,4.378,11.472,212.294
2013-08-13,82.0,71.375,54.0,4.542,6.167,1.625,0.0,29.025,34.6,28.254,24.2,5.5,201.021,3.98,11.208,212.229
2013-08-14,85.0,75.292,57.0,5.458,7.611,2.153,0.125,38.2,35.6,28.446,23.1,4.458,199.52,4.042,12.667,212.188
2013-08-15,92.0,63.208,44.0,4.568,6.082,1.514,0.5,42.467,36.7,29.192,22.4,8.042,196.812,3.102,12.896,209.708
2013-08-16,92.0,75.542,56.0,6.139,8.065,1.926,0.208,45.125,34.1,28.296,25.1,6.583,189.566,1.166,12.856,202.422
2013-08-17,93.0,73.375,57.0,5.396,7.583,2.188,0.042,61.917,33.1,29.125,25.0,8.5,194.354,1.438,14.812,209.167
2013-08-18,73.0,64.5,51.0,3.096,3.875,0.778,0.083,52.9,33.3,30.192,28.6,9.458,189.655,1.208,11.49,201.145
2013-08-19,95.0,86.208,61.0,6.385,8.708,2.323,0.0,33.658,31.4,26.988,24.8,4.708,187.756,2.655,12.643,200.399
2013-08-20,96.0,82.375,66.0,6.677,9.119,2.442,0.0,22.204,29.9,25.742,21.8,5.174,192.094,4.66,11.908,204.002
2013-08-21,86.0,71.958,59.0,4.958,6.934,1.976,0.0,15.033,31.7,25.946,20.8,7.708,197.812,4.834,11.229,209.042
2013-08-22,84.0,71.833,56.0,5.089,7.36,2.271,0.083,14.508,32.4,25.892,21.0,7.833,196.866,4.709,11.405,208.271
2013-08-23,86.0,73.292,57.0,6.334,9.177,2.844,0.042,17.2,30.0,26.229,22.3,9.583,197.042,4.708,12.729,209.77
2013-08-24,95.0,77.625,52.0,4.677,6.031,1.354,0.0,19.575,30.3,25.5,21.6,11.125,194.104,5.0,11.105,205.208
2013-08-25,93.0,76.958,60.0,3.346,4.329,0.983,0.0,13.45,27.5,23.996,20.9,7.75,197.584,4.584,10.438,208.02
2013-08-26,84.0,68.083,48.0,4.604,6.271,1.666,0.625,10.708,29.4,24.454,20.6,5.125,194.479,4.312,11.229,205.708
2013-08-27,92.0,72.042,56.0,5.458,7.938,2.479,0.25,12.633,30.4,24.162,18.7,6.833,194.458,4.312,11.542,206.0
2013-08-28,93.0,66.833,45.0,4.455,6.485,2.03,0.125,10.236,26.9,22.233,18.7,7.542,196.522,3.032,10.2,206.722
2013-08-29,89.0,66.917,38.0,7.717,11.656,3.939,0.409,11.35,25.9,22.096,18.5,6.542,197.604,2.042,12.875,210.479
2013-08-30,94.0,74.708,60.0,5.531,6.948,1.417,0.0,17.383,29.2,25.338,20.7,10.042,193.688,2.021,12.312,206.0
2013-08-31,95.0,88.625,77.0,9.458,13.136,3.677,0.0,12.267,25.4,22.275,20.6,6.208,195.208,2.646,11.854,207.062
2013-09-01,97.0,87.917,73.0,6.115,7.927,1.812,0.167,13.058,29.8,24.192,21.7,6.875,194.646,2.834,11.812,206.458
2013-09-02,95.0,91.875,87.0,9.067,14.14,5.073,0.042,11.687,23.7,22.183,21.0,4.87,195.657,3.62,14.416,210.074
2013-09-03,96.0,93.167,87.0,9.677,15.052,5.375,0.0,12.9,25.1,22.892,21.5,2.792,195.896,3.166,14.25,210.146
2013-09-04,96.0,88.333,76.0,6.042,8.406,2.364,0.0,23.458,31.8,26.275,21.4,3.542,191.274,2.188,12.796,204.07
2013-09-05,93.0,75.917,59.0,4.488,5.822,1.334,0.042,9.01,26.2,22.846,19.2,2.708,191.322,2.021,9.282,200.604
2013-09-06,82.0,67.208,48.0,4.895,6.789,1.894,0.136,9.775,26.7,22.267,18.8,3.292,197.979,2.229,10.0,207.979
2013-09-07,85.0,75.167,59.0,7.073,10.188,3.115,0.333,16.317,27.2,22.271,18.9,3.208,199.542,2.75,12.104,211.646
2013-09-08,88.0,78.958,66.0,5.156,7.021,1.864,0.0,12.425,27.0,22.467,18.4,2.208,199.666,1.958,10.979,210.646
2013-09-09,88.0,71.917,49.0,5.01,7.0,1.99,0.083,11.808,27.4,21.988,17.6,4.208,200.604,2.021,10.792,211.396
2013-09-10,83.0,73.0,54.0,7.006,9.642,2.636,0.417,14.992,30.7,23.508,18.6,3.833,199.956,2.34,10.462,210.416
2013-09-11,88.0,77.708,64.0,7.521,10.552,3.031,0.375,21.942,30.9,24.246,18.2,5.625,199.021,2.584,12.0,211.021
2013-09-12,87.0,74.208,55.0,7.104,9.834,2.729,0.417,19.917,31.3,24.708,20.2,4.826,197.892,2.812,11.034,208.926
2013-09-13,90.0,79.125,64.0,8.85,12.716,3.866,0.333,22.942,29.7,23.404,17.8,3.208,193.833,3.4,12.828,206.661
2013-09-14,90.0,71.5,52.0,6.122,9.403,3.282,0.182,38.533,32.4,27.646,22.0,5.625,192.854,3.229,14.354,207.208
2013-09-15,95.0,90.583,84.0,7.177,9.688,2.511,0.208,29.458,25.1,22.867,20.4,3.75,189.042,2.771,13.666,202.708
2013-09-16,97.0,91.375,69.0,6.26,9.396,3.136,0.0,12.075,23.7,20.754,16.8,2.958,186.666,2.854,10.708,197.375
2013-09-17,76.0,61.583,41.0,4.531,6.479,1.948,0.25,13.933,26.0,20.671,16.1,4.708,190.938,2.938,16.105,207.042
