date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,CO_mean,PM25_mean
2011-01-01,204.9,13.241800000000001,7.181642857142857,10.62492857142857,3.4434285714285715,5.523333333333333,18.664714285714286,218.1416,6.430666666666667,
2011-01-02,200.091,8.3238,5.508928571428571,8.654714285714286,3.146,5.003416666666666,10.163714285714287,208.4148,5.291666666666667,
2011-01-03,204.2418,9.523399999999999,6.574357142857143,9.75607142857143,3.1814999999999998,6.996583333333334,23.02378571428571,213.7656,5.957000000000001,
2011-01-04,199.899,7.5184,5.452357142857143,8.762,3.3095,5.590166666666666,14.8245,207.4174,5.235666666666667,
2011-01-05,198.417,9.334999999999999,8.601142857142857,13.285785714285714,4.684428571428571,4.604166666666667,13.574428571428571,207.7518,5.238666666666667,
2011-01-06,201.2584,14.083400000000001,11.499142857142857,18.70057142857143,7.201357142857143,4.519416666666666,10.172785714285714,215.3418,5.6113333333333335,
2011-01-07,202.10840000000002,15.083400000000001,12.00007142857143,19.5565,7.5565,4.0103333333333335,10.205428571428572,217.19160000000002,6.152666666666666,
2011-01-08,203.89339999999999,13.4522,10.163642857142857,16.002857142857142,5.839357142857144,7.052083333333333,8.961214285714286,217.34560000000002,6.249666666666667,
2011-01-09,207.77339999999998,16.1312,11.446428571428571,16.4375,4.991071428571429,9.802249999999999,28.041714285714285,223.90479999999997,6.875333333333333,
2011-01-10,208.3882,18.2896,14.333285714285713,22.925642857142858,8.592214285714286,9.466666666666667,38.46107142857143,226.67759999999998,8.482,
2011-01-11,199.1394,10.4648,8.714285714285714,12.854142857142858,4.139928571428571,7.114583333333333,20.562571428571427,209.60459999999998,5.493333333333333,
2011-01-12,203.2924,18.2038,14.041785714285714,22.875071428571427,8.833428571428572,5.0729999999999995,9.8275,221.4962,6.685333333333333,
2011-01-13,201.23340000000002,12.6002,10.104285714285714,15.696357142857142,5.5922857142857145,6.72925,16.226214285714285,213.83339999999998,6.014,
2011-01-14,203.0214,16.6884,11.485142857142858,17.604285714285716,6.1189285714285715,7.482666666666667,27.476071428571426,219.7098,6.847333333333334,
2011-01-15,202.8414,13.85,10.9375,16.0,5.0625,5.475583333333333,12.62192857142857,216.69160000000002,5.8613333333333335,
