date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean
2011-01-01,13.167,21.396,8.229,,3.5,,6.542
2011-01-02,15.458,27.584,12.125,,1.542,,6.083
2011-01-03,19.688,39.542,19.854,,4.208,,7.304
2011-01-04,16.416,33.896,17.479,,1.826,,4.708
2011-01-05,28.587,73.804,45.218,,2.091,,6.0
2011-01-06,31.354,87.792,56.438,,1.625,,6.417
2011-01-07,27.812,76.458,48.646,,1.708,,6.208
2011-01-08,18.52,37.125,18.604,,2.167,,4.708
2011-01-09,25.166,55.188,30.021,,6.25,,7.042
2011-01-10,33.812,104.042,70.23,,5.583,,8.913
2011-01-11,27.666,73.312,45.646,,3.13,,5.958
2011-01-12,32.458,88.125,55.666,,3.167,,5.417
2011-01-13,30.312,88.312,58.0,,4.708,,6.167
2011-01-14,29.438,73.75,44.312,,3.333,,6.292
2011-01-15,23.792,43.125,19.333,,2.208,,5.292
2011-01-16,22.042,34.27,12.229,,1.958,,4.458
2011-01-17,24.348,44.087,19.739,,1.273,,4.273
2011-01-18,31.438,87.604,56.166,,2.478,,5.875
2011-01-19,29.312,75.771,46.458,,2.208,,5.667
2011-01-20,18.166,25.25,7.083,,1.792,,3.667
2011-01-21,22.833,32.334,9.5,,1.708,,3.833
2011-01-22,18.625,33.604,14.979,,1.625,,4.542
2011-01-23,26.23,74.458,48.23,,1.0,,4.542
2011-01-24,25.312,65.812,40.5,,1.792,,4.435
2011-01-25,30.604,93.917,63.312,,2.696,,5.792
2011-01-26,31.125,92.438,61.312,,1.625,,5.125
2011-01-27,32.896,84.5,51.604,,3.083,,5.875
2011-01-28,23.666,46.666,23.0,,3.833,,5.125
2011-01-29,17.312,27.688,10.375,,3.292,,4.458
2011-01-30,28.646,62.334,33.688,,2.083,,5.042
2011-01-31,32.854,83.583,50.729,,3.958,,5.957
2011-02-01,33.218,93.217,60.0,,2.727,,5.783
2011-02-02,22.312,55.896,33.584,,1.542,,3.75
2011-02-03,30.646,90.604,59.958,,2.833,,5.292
2011-02-04,29.938,83.062,53.125,,3.125,,5.958
2011-02-05,20.188,37.75,17.562,,3.375,,5.667
2011-02-06,28.667,57.146,28.48,,2.375,,6.292
2011-02-07,22.333,56.375,34.042,,1.625,,5.391
2011-02-08,23.333,68.75,45.416,,1.0,,4.042
2011-02-09,29.75,83.416,53.666,,1.455,,5.381
2011-02-10,31.812,92.125,60.312,,1.875,,5.625
2011-02-11,24.333,65.208,40.875,,1.625,,4.875
2011-02-12,22.062,44.25,22.188,,2.708,,5.083
2011-02-13,31.934,60.566,28.63,,3.522,,5.348
2011-02-14,32.625,86.084,53.458,,1.667,,6.174
2011-02-15,30.229,49.5,19.27,,1.435,,5.4
2011-02-16,31.076,82.587,51.512,,1.375,,5.591
