date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,,11.458,12.833,1.375,,8.542
2011-01-02,,5.833,6.083,0.25,,11.417
2011-01-03,,7.667,8.208,0.542,,15.25
2011-01-04,,7.792,8.208,0.417,,22.167
2011-01-05,,16.875,18.708,1.833,,10.042
2011-01-06,,16.25,18.375,2.125,,15.708
2011-01-07,,11.87,13.087,1.217,,4.375
2011-01-08,,15.042,16.875,1.833,,5.125
2011-01-09,,19.167,22.292,3.125,,18.25
2011-01-10,,18.625,21.417,2.792,,26.5
2011-01-11,,11.913,12.522,0.609,,21.261
2011-01-12,,14.667,16.833,2.167,,3.542
2011-01-13,,13.958,16.083,2.125,,14.625
2011-01-14,,16.435,17.87,1.435,,38.042
2011-01-15,,14.625,15.667,1.042,,7.917
2011-01-16,,14.542,15.667,1.125,,10.667
2011-01-17,,13.75,16.125,2.375,,10.25
2011-01-18,,27.542,39.042,11.5,,17.375
2011-01-19,,28.5,39.042,10.542,,17.125
2011-01-20,,20.455,22.455,2.0,,4.913
2011-01-21,,21.217,23.478,2.261,,16.458
2011-01-22,,16.25,17.917,1.667,,8.167
2011-01-23,,13.333,14.708,1.375,,4.375
2011-01-24,,9.167,10.0,0.833,,4.25
2011-01-25,,9.696,10.609,0.913,,12.522
2011-01-26,,13.292,14.875,1.583,,8.417
2011-01-27,,16.167,18.083,1.917,,27.083
2011-01-28,,16.13,17.261,1.13,,25.458
2011-01-29,,11.167,11.792,0.625,,5.042
2011-01-30,,15.792,19.375,3.583,,9.583
2011-01-31,,13.5,14.917,1.417,,10.625
2011-02-01,,12.458,13.042,0.583,,17.5
2011-02-02,,9.364,10.0,0.636,,8.435
2011-02-03,,12.875,14.417,1.542,,6.458
2011-02-04,,10.565,11.522,0.957,,17.75
2011-02-05,,17.542,19.083,1.542,,43.833
2011-02-06,,24.25,30.583,6.333,,33.625
2011-02-07,,25.167,31.292,6.125,,14.25
2011-02-08,,8.667,9.542,0.875,,9.917
2011-02-09,,9.391,10.348,0.957,,10.182
2011-02-10,,15.458,17.542,2.083,,14.542
2011-02-11,,13.435,15.217,1.783,,8.292
2011-02-12,,12.0,13.167,1.167,,10.667
2011-02-13,,27.739,35.87,8.13,,20.565
2011-02-14,,33.542,49.917,16.375,,19.542
