date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,190.565,,8.043,18.083,44.208,26.125,,20.458,198.609
2011-01-02,188.522,,4.478,17.542,42.792,25.25,,15.542,193.0
2011-01-03,191.609,,6.739,18.5,40.833,22.333,,32.667,198.348
2011-01-04,191.0,,8.143,24.25,57.958,33.708,,29.375,199.143
2011-01-05,189.565,,12.87,32.792,79.708,46.917,,22.375,202.435
2011-01-06,188.87,,12.957,31.609,87.522,55.913,,18.0,201.826
2011-01-07,188.609,,6.913,21.375,45.458,24.083,,7.292,195.522
2011-01-08,188.957,,8.522,22.5,56.5,34.0,,12.292,197.478
2011-01-09,192.217,,10.957,28.292,64.792,36.5,,33.542,203.174
2011-01-10,192.783,,15.739,32.875,86.792,53.917,,46.25,208.522
2011-01-11,190.6,,10.75,30.417,73.292,42.875,,25.87,201.35
2011-01-12,189.957,,11.739,27.792,77.708,49.917,,12.75,201.696
2011-01-13,190.435,,11.913,32.348,83.696,51.348,,29.167,202.348
2011-01-14,191.522,,12.652,30.542,82.292,51.75,,34.958,204.174
2011-01-15,190.0,,8.304,22.708,60.958,38.25,,18.083,198.304
2011-01-16,189.0,,11.435,28.708,84.167,55.458,,16.958,200.435
2011-01-17,188.0,,12.476,31.273,85.045,53.773,,14.19,200.476
2011-01-18,189.391,11.125,19.87,30.708,96.208,65.5,,20.667,209.261
2011-01-19,186.609,5.478,11.391,27.75,72.042,44.292,,14.542,198.0
2011-01-20,185.478,4.417,5.913,17.913,43.826,25.913,,6.167,191.391
2011-01-21,186.0,6.125,11.261,25.958,73.333,47.375,,10.958,197.261
2011-01-22,187.043,4.667,7.043,16.958,44.042,27.083,,8.833,194.087
2011-01-23,188.783,6.909,9.87,23.667,67.208,43.542,,14.375,198.652
2011-01-24,188.565,6.565,6.391,25.917,63.042,37.125,,12.667,194.957
2011-01-25,190.217,7.417,9.652,27.542,76.333,48.792,,18.667,199.87
2011-01-26,190.783,7.417,9.565,32.0,89.167,57.167,,15.167,200.348
2011-01-27,190.957,9.043,12.261,34.565,95.0,60.435,,33.0,203.217
2011-01-28,190.783,7.833,8.0,27.708,66.167,38.458,,32.0,198.783
2011-01-29,189.348,6.25,6.565,24.25,58.167,33.917,,14.458,195.913
