date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,HUM_max,HUM_mean,HUM_min,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2012-08-18,11.125,12.48,1.354,,20.625,95.0,82.875,66.0,0.0,30.6,26.179,24.2
2012-08-19,6.938,9.458,2.52,,17.708,97.0,72.417,40.0,0.667,32.4,27.288,23.5
2012-08-20,8.875,14.438,5.562,,19.354,96.0,71.458,39.0,0.833,32.2,27.438,22.2
2012-08-21,11.326,18.261,6.934,,21.188,93.0,68.417,39.0,0.565,33.8,27.858,23.2
2012-08-22,9.479,18.688,9.208,,19.208,95.0,73.833,43.0,0.208,33.9,28.108,23.9
2012-08-23,8.792,15.604,6.812,,17.48,94.0,71.167,51.0,0.625,34.1,28.35,23.7
2012-08-24,11.916,21.188,9.271,,21.312,90.0,69.167,38.0,1.625,33.4,28.096,24.0
2012-08-25,9.688,15.292,5.604,,19.75,91.0,69.792,42.0,1.333,34.5,28.012,22.8
2012-08-26,6.312,8.917,2.604,,17.5,94.0,70.375,46.0,0.542,32.9,27.808,23.6
2012-08-27,9.208,13.598,4.392,,19.804,92.0,71.417,44.0,0.435,33.3,27.788,23.8
2012-08-28,9.804,14.891,5.086,,18.896,93.0,70.958,46.0,1.0,31.8,27.296,23.6
2012-08-29,14.375,22.396,8.021,,24.562,94.0,74.083,45.0,1.125,32.4,27.396,23.0
2012-08-30,11.625,18.458,6.834,,26.521,95.0,73.083,43.0,0.292,33.9,28.512,24.2
2012-08-31,12.104,17.208,5.104,,24.354,95.0,75.917,52.0,0.917,33.4,27.842,24.6
2012-09-01,8.458,11.417,2.958,,15.916,95.0,82.625,59.0,0.875,31.2,25.875,23.0
2012-09-02,5.042,5.188,0.146,,10.125,96.0,88.667,73.0,0.0,28.2,24.267,22.1
2012-09-03,11.292,12.5,1.208,,14.896,96.0,79.833,54.0,0.875,30.0,25.029,21.8
2012-09-04,8.916,10.617,1.701,,17.75,98.0,82.375,49.0,0.0,31.8,25.525,22.1
2012-09-05,13.456,16.072,2.616,,24.913,99.0,76.875,49.0,0.652,31.5,26.396,21.6
2012-09-06,15.916,18.208,2.292,,37.792,97.0,86.708,62.0,0.625,30.3,24.742,21.8
2012-09-07,11.062,15.312,4.25,,19.083,97.0,77.458,44.0,0.833,29.7,24.992,20.3
2012-09-08,9.708,10.604,0.896,,27.125,94.0,79.75,55.0,0.917,30.5,25.912,22.5
2012-09-09,7.0,8.875,1.875,,17.916,97.0,76.208,49.0,1.792,31.2,26.321,22.6
2012-09-10,10.875,17.917,7.042,,20.5,96.0,72.042,41.0,2.0,32.4,26.554,21.6
2012-09-11,10.326,15.848,5.522,,23.792,97.0,76.417,43.0,1.522,31.4,25.792,22.0
2012-09-12,11.396,12.73,1.333,,23.083,92.0,72.792,50.0,0.417,30.6,25.388,21.5
2012-09-13,13.021,15.854,2.833,,28.458,95.0,68.792,38.0,0.667,33.3,26.625,21.3
2012-09-14,13.812,17.0,3.188,,33.667,93.0,72.5,42.0,1.083,32.5,26.525,22.5
2012-09-15,12.604,15.375,2.77,,21.792,95.0,77.708,58.0,1.042,30.5,26.067,22.4
2012-09-16,7.229,7.958,0.729,,28.521,95.0,84.375,69.0,0.5,29.1,25.779,23.7
2012-09-17,4.771,5.521,0.75,,18.792,98.0,84.583,59.0,0.167,30.3,25.958,23.5
2012-09-18,8.0,10.932,2.932,,20.13,95.0,81.417,51.0,0.952,30.5,26.054,23.2
2012-09-19,9.646,11.416,1.771,,10.104,98.0,90.0,75.0,0.125,27.8,24.883,22.7
2012-09-20,8.229,14.104,5.875,,20.854,98.0,83.708,68.0,0.458,30.9,25.038,22.2
2012-09-21,9.667,10.583,0.917,,20.042,99.0,86.25,65.0,0.208,26.6,22.604,18.6
2012-09-22,5.729,5.916,0.188,,14.75,98.0,86.875,65.0,0.0,24.4,21.108,18.7
2012-09-23,4.0,4.042,0.042,,13.354,99.0,97.042,92.0,0.0,19.7,18.629,17.3
2012-09-24,8.75,11.042,2.292,,11.354,99.0,78.625,41.0,0.167,28.3,21.383,16.6
2012-09-25,13.63,15.065,1.434,,11.75,97.0,89.333,76.0,0.043,21.8,18.954,17.2
2012-09-26,10.771,14.229,3.458,,17.02,97.0,71.958,44.0,0.042,25.6,20.154,15.7
2012-09-27,12.011,14.816,2.805,,15.174,94.0,69.417,50.0,0.13,24.4,19.517,14.9
2012-09-28,10.0,10.792,0.792,,10.521,91.0,77.458,64.0,0.0,24.1,20.779,17.5
2012-09-29,11.625,19.771,8.146,,16.604,98.0,82.125,56.0,0.375,28.2,23.275,19.2
2012-09-30,4.916,5.312,0.395,,26.604,99.0,81.208,47.0,0.375,28.9,23.862,20.6
2012-10-01,9.646,10.562,0.916,,12.292,87.0,65.708,35.0,0.375,31.2,25.458,21.0
2012-10-02,7.196,7.674,0.478,,13.084,88.0,80.542,65.0,0.0,24.9,21.592,19.7
2012-10-03,8.587,9.37,0.783,,10.87,91.0,80.208,72.0,0.0,22.5,20.154,18.2
2012-10-04,7.98,8.542,0.562,,7.958,90.0,68.583,45.0,0.083,27.1,22.079,18.4
2012-10-05,12.208,14.104,1.896,,17.479,91.0,71.25,37.0,0.792,27.0,22.4,18.5
2012-10-06,7.958,8.438,0.479,,24.729,95.0,74.167,46.0,0.417,26.7,22.333,18.6
2012-10-07,4.896,5.229,0.334,,19.188,97.0,86.458,66.0,0.083,20.6,17.75,15.7
2012-10-08,5.979,6.875,0.896,,14.188,96.0,71.542,40.0,0.0,23.5,18.012,13.6
2012-10-09,10.391,13.022,2.63,,16.084,90.0,67.917,35.0,0.0,24.0,17.933,14.4
2012-10-10,11.792,13.562,1.771,,16.188,88.0,66.542,42.0,0.0,21.8,17.725,13.1
2012-10-11,10.271,11.75,1.479,,17.146,88.0,72.583,47.0,0.0,24.7,19.821,16.7
2012-10-12,9.021,10.146,1.125,,12.521,98.0,58.375,31.0,0.0,23.3,18.288,13.5
2012-10-13,7.438,7.833,0.396,,17.021,70.0,47.042,27.0,0.042,24.0,17.917,11.5
2012-10-14,7.521,7.916,0.396,,27.062,88.0,70.125,41.0,0.208,20.8,16.121,11.2
2012-10-15,11.458,12.584,1.125,,31.494,87.0,62.333,26.0,0.5,26.2,19.125,12.7
2012-10-16,15.308,18.276,2.968,,27.87,90.0,58.667,33.0,0.524,22.4,16.825,10.7
2012-10-17,18.479,23.604,5.125,,42.812,97.0,77.917,45.0,0.458,20.3,15.058,9.2
2012-10-18,19.0,26.875,7.875,,24.25,98.0,96.083,93.0,0.083,18.5,15.954,12.6
2012-10-19,8.416,9.02,0.604,,8.875,97.0,65.125,38.0,0.0,19.9,14.758,10.9
2012-10-20,18.229,21.562,3.334,,19.458,91.0,68.375,41.0,1.125,20.8,14.396,8.1
2012-10-21,9.104,10.396,1.292,,25.02,97.0,60.958,22.0,0.375,26.5,17.362,10.0
2012-10-22,15.604,17.188,1.584,,38.875,87.0,72.417,55.0,0.833,22.1,16.629,11.2
2012-10-23,18.26,23.108,4.848,,38.188,91.0,85.083,61.0,0.304,18.2,15.325,13.1
2012-10-24,9.417,9.938,0.521,,10.083,57.0,45.375,27.0,0.417,20.3,14.638,10.4
2012-10-25,19.812,25.25,5.438,,21.166,88.0,63.708,41.0,0.625,18.7,14.117,11.0
2012-10-26,16.108,19.652,3.544,,25.282,92.0,65.542,36.0,0.391,22.5,15.967,9.1
2012-10-27,9.48,9.812,0.334,,25.625,84.0,69.583,40.0,0.375,19.3,15.446,11.6
2012-10-28,10.354,10.875,0.521,,18.416,99.0,91.958,80.0,0.0,13.4,13.058,12.4
2012-10-29,8.48,10.646,2.166,,14.062,98.0,63.333,31.0,0.042,21.7,15.7,10.1
2012-10-30,21.739,33.304,11.565,,18.856,96.0,70.875,45.0,0.304,15.9,11.262,7.0
2012-10-31,20.084,41.042,20.958,,24.32,97.0,79.542,45.0,0.542,17.0,11.267,5.9
2012-11-01,20.104,32.625,12.52,,29.5,97.0,75.958,50.0,0.583,17.8,11.421,6.3
2012-11-02,6.104,6.188,0.084,,7.167,58.0,42.5,24.0,0.125,17.5,12.854,9.5
2012-11-03,6.604,6.771,0.166,,11.146,65.0,48.25,24.0,0.0,18.0,11.638,7.4
2012-11-04,9.312,9.75,0.438,,21.417,82.0,48.25,32.0,0.167,17.7,12.242,6.8
2012-11-05,24.354,32.312,7.958,,36.854,98.0,72.917,54.0,0.583,15.2,11.112,6.4
2012-11-06,25.73,34.621,8.89,,49.413,99.0,97.958,95.0,0.273,13.4,12.396,10.9
2012-11-07,16.208,22.854,6.646,,16.875,99.0,68.167,25.0,0.25,21.2,13.833,9.1
2012-11-08,14.0,17.708,3.708,,13.604,93.0,54.833,26.0,0.167,21.4,13.421,5.3
2012-11-09,9.417,13.062,3.646,,14.73,86.0,50.375,27.0,0.0,20.4,13.954,8.6
2012-11-10,7.188,7.792,0.604,,12.458,88.0,50.917,31.0,0.125,19.4,13.704,9.2
2012-11-11,13.104,14.334,1.229,,34.208,99.0,87.292,70.0,0.0,13.6,10.371,6.7
2012-11-12,17.042,24.229,7.188,,16.604,99.0,90.458,69.0,0.083,19.3,13.325,10.4
2012-11-13,21.37,33.826,12.456,,30.542,95.0,82.042,61.0,0.652,15.3,11.033,8.2
2012-11-14,9.334,10.458,1.125,,9.021,95.0,50.917,25.0,0.458,17.0,11.012,7.0
2012-11-15,10.435,11.326,0.891,,7.174,63.0,48.292,30.0,0.174,13.6,9.204,5.8
2012-11-16,20.583,31.104,10.521,,13.312,88.0,57.333,30.0,0.667,17.0,9.979,3.6
2012-11-17,19.938,34.146,14.208,,34.584,98.0,86.75,76.0,0.542,11.3,7.892,3.6
2012-11-18,2.646,2.666,0.021,,5.23,77.0,48.542,30.0,0.375,15.7,11.021,6.6
2012-11-19,19.5,23.5,4.0,,21.875,87.0,64.833,52.0,0.833,8.4,6.375,3.6
2012-11-20,12.37,23.609,11.239,,13.708,97.0,59.125,24.0,0.391,17.9,9.029,1.2
2012-11-21,12.708,16.584,3.875,,11.02,64.0,44.5,26.0,0.292,13.7,8.758,5.8
2012-11-22,28.0,44.812,16.812,,34.104,94.0,60.792,36.0,0.833,14.5,8.496,4.4
2012-11-23,23.958,41.854,17.896,,40.812,95.0,86.875,73.0,0.792,10.4,7.142,3.2
2012-11-24,16.188,22.75,6.562,,40.125,91.0,69.083,46.0,0.458,11.8,8.188,3.0
2012-11-25,13.292,15.812,2.521,,17.417,88.0,63.25,35.0,0.167,11.0,6.196,1.2
2012-11-26,22.304,35.29,12.986,,27.812,97.0,77.353,64.0,0.375,10.7,6.594,5.1
2012-11-27,7.044,7.609,0.565,,3.042,65.0,44.5,28.0,0.043,12.4,8.521,3.0
2012-11-28,23.75,40.625,16.875,,18.833,91.0,67.875,48.0,0.75,7.5,4.467,1.2
2012-11-29,27.458,60.938,33.479,,35.708,97.0,76.417,51.0,0.958,12.1,6.279,-1.6
2012-11-30,24.104,45.146,21.042,,34.042,93.0,84.25,72.0,0.75,9.3,8.017,6.3
2012-12-01,12.958,29.5,16.542,,15.833,99.0,80.5,57.0,0.25,9.5,4.171,1.7
2012-12-02,6.562,7.104,0.542,,10.542,96.0,59.333,38.0,0.083,7.0,3.838,0.1
2012-12-03,16.688,19.084,2.396,,18.77,98.0,84.083,69.0,0.208,7.8,5.196,2.1
2012-12-04,17.565,26.674,9.108,,14.105,98.0,79.792,45.0,0.043,11.7,7.729,4.7
2012-12-05,25.141,42.08,16.939,,12.911,71.0,54.542,32.0,0.875,12.4,6.562,1.5
2012-12-06,16.03,36.592,20.562,,15.067,94.0,53.792,21.0,0.864,15.3,6.767,0.8
2012-12-07,17.25,20.75,3.5,,10.667,83.0,47.375,26.0,1.042,12.3,5.7,0.8
2012-12-08,14.833,28.438,13.604,,13.5,91.0,56.583,22.0,1.167,13.6,4.338,-1.5
2012-12-09,9.438,12.0,2.562,,12.5,84.0,51.667,18.0,1.5,10.2,2.429,-4.2
2012-12-10,12.708,17.542,4.834,,6.354,81.0,46.0,21.0,0.917,8.1,2.579,-2.7
2012-12-11,17.544,22.87,5.326,,7.354,61.0,39.375,18.0,0.522,11.6,4.654,-1.9
2012-12-12,14.896,16.875,1.979,,8.958,64.0,43.667,22.0,0.75,11.0,4.754,0.6
2012-12-13,18.083,20.375,2.292,,11.334,69.0,47.375,23.0,0.583,10.9,4.183,-0.4
2012-12-14,33.608,68.342,34.733,,53.956,82.0,55.708,31.0,1.409,7.9,2.708,-3.3
2012-12-15,32.438,65.396,32.958,,72.146,81.0,64.667,46.0,1.5,9.0,5.3,1.0
2012-12-16,10.5,19.104,8.604,,23.354,88.0,51.042,24.0,0.208,16.9,9.917,3.2
2012-12-17,27.458,42.688,15.229,,36.458,96.0,79.458,57.0,0.708,6.3,4.854,2.8
2012-12-18,14.24,29.718,15.478,,17.979,98.0,64.833,35.0,0.217,14.2,8.267,4.6
2012-12-19,6.042,6.312,0.271,,3.75,49.0,37.208,23.0,0.0,7.8,3.896,0.9
2012-12-20,16.666,20.25,3.584,,8.021,67.0,40.0,18.0,0.208,10.2,3.492,-2.1
2012-12-21,24.146,33.167,9.021,,25.5,73.0,52.417,36.0,0.5,8.1,4.371,-1.8
2012-12-22,20.062,36.812,16.75,,25.166,95.0,74.708,47.0,0.292,9.7,5.079,1.8
2012-12-23,9.354,9.646,0.292,,16.229,81.0,54.042,41.0,0.875,7.4,4.562,0.0
2012-12-24,8.896,9.542,0.646,,6.771,83.0,41.958,23.0,0.167,7.8,3.35,-1.6
2012-12-25,22.066,34.978,12.913,,16.355,84.0,53.208,34.0,1.304,7.5,1.708,-4.5
2012-12-26,6.66,7.091,0.432,,5.35,51.0,36.5,23.0,0.364,6.4,2.638,-1.1
2012-12-27,16.188,24.396,8.208,,12.942,56.0,39.917,20.0,0.417,7.2,1.579,-1.6
2012-12-28,34.312,70.958,36.646,,59.812,96.0,64.25,44.0,1.458,4.5,1.067,-3.9
2012-12-29,11.792,12.334,0.542,,15.688,98.0,77.292,46.0,0.0,11.3,6.254,2.3
2012-12-30,15.021,16.5,1.479,,37.25,99.0,95.208,87.0,0.0,6.8,5.717,5.0
2012-12-31,3.916,3.938,0.021,,4.958,80.0,47.25,26.0,0.375,11.3,6.846,1.8
2013-01-01,6.604,7.52,0.917,,17.229,85.0,54.958,25.0,0.875,14.3,5.233,-1.9
2013-01-02,2.792,2.979,0.188,,8.25,83.0,45.25,25.0,0.25,11.0,5.138,-0.5
2013-01-03,11.544,14.326,2.782,,18.542,75.0,51.625,30.0,0.417,7.3,2.638,-2.1
2013-01-04,8.958,11.188,2.23,,14.292,84.0,53.042,25.0,0.75,11.9,3.892,-2.0
2013-01-05,4.916,5.208,0.292,,8.916,53.0,39.625,23.0,0.0,8.0,3.554,0.7
2013-01-06,7.938,9.396,1.458,,7.167,68.0,43.125,23.0,0.167,9.2,2.946,-2.4
2013-01-07,26.104,42.23,16.125,,20.688,71.0,50.208,29.0,0.826,7.2,1.7,-4.8
2013-01-08,31.522,55.935,24.413,,38.567,96.0,67.208,35.0,1.261,8.8,3.517,-2.8
2013-01-09,11.354,13.125,1.771,,9.854,96.0,56.25,22.0,0.333,11.4,5.992,1.5
2013-01-10,10.348,11.392,1.044,,6.271,56.0,34.958,17.0,0.333,6.0,1.504,-2.3
2013-01-11,16.688,22.042,5.354,,10.958,73.0,49.5,21.0,0.583,9.2,1.658,-4.8
2013-01-12,16.646,21.042,4.396,,19.708,88.0,57.542,30.0,1.25,8.9,2.171,-4.1
2013-01-13,4.271,4.375,0.104,,6.584,63.0,34.25,20.0,0.5,7.2,3.304,-0.2
2013-01-14,11.75,13.042,1.292,,9.042,50.0,33.25,21.0,0.13,8.1,2.075,-1.2
2013-01-15,26.698,50.532,23.835,,21.956,73.0,51.708,30.0,0.957,4.7,-0.1,-3.2
2013-01-16,28.354,50.916,22.562,,19.562,81.0,52.0,25.0,1.208,8.8,1.546,-5.7
2013-01-17,16.74,26.282,9.544,,11.646,73.0,46.75,22.0,0.917,9.5,3.054,-1.8
2013-01-18,20.312,23.0,2.688,,21.688,68.0,48.083,23.0,1.25,7.2,2.508,-1.6
2013-01-19,3.667,3.708,0.042,,8.229,94.0,43.542,25.0,0.417,6.3,2.375,0.0
2013-01-20,25.104,43.125,18.021,,17.646,65.0,46.542,29.0,1.25,6.1,1.258,-3.8
2013-01-21,18.625,41.083,22.458,,21.104,93.0,58.167,18.0,1.217,12.2,3.612,-3.7
2013-01-22,15.875,22.458,6.583,,19.958,97.0,60.292,24.0,0.917,9.0,2.988,-2.4
2013-01-23,11.322,11.923,0.602,,9.826,63.0,39.0,22.0,0.636,10.4,3.825,-3.9
2013-01-24,26.478,36.37,9.891,,25.062,68.0,49.083,30.0,1.083,9.9,3.425,-1.6
2013-01-25,38.084,85.688,47.604,,70.979,88.0,69.417,44.0,1.667,7.4,1.888,-3.4
2013-01-26,11.771,23.812,12.042,,27.396,86.0,47.083,23.0,0.833,13.9,4.558,-1.4
2013-01-27,14.958,20.416,5.458,,13.458,60.0,35.583,21.0,0.417,7.9,2.238,-1.3
2013-01-28,24.666,36.333,11.666,,22.542,69.0,41.125,25.0,1.304,12.9,4.958,-4.7
2013-01-29,16.312,18.125,1.812,,13.271,61.0,37.5,15.0,0.667,12.4,6.458,1.5
2013-01-30,31.416,49.104,17.688,,31.007,91.0,60.958,39.0,1.375,9.7,4.496,1.0
2013-01-31,9.13,12.348,3.218,,12.021,89.0,42.583,18.0,0.417,12.7,6.775,0.7
2013-02-01,19.938,28.021,8.083,,24.458,92.0,54.333,28.0,1.292,11.5,4.354,-2.1
2013-02-02,24.146,31.458,7.312,,56.188,90.0,64.25,38.0,1.292,12.1,5.138,0.9
2013-02-03,36.132,72.514,36.381,,66.913,95.0,69.042,39.0,1.409,15.2,6.971,-2.0
2013-02-04,11.208,12.312,1.104,,12.688,98.0,80.333,54.0,0.087,8.4,2.562,-3.3
2013-02-05,8.396,9.667,1.271,,6.646,79.0,48.375,28.0,0.25,3.6,-1.121,-6.6
2013-02-06,7.854,8.75,0.896,,7.604,50.0,38.042,26.0,0.042,5.9,0.946,-3.7
2013-02-07,17.608,22.543,4.934,,12.875,61.0,42.25,26.0,0.208,7.3,2.054,-2.7
2013-02-08,8.25,8.896,0.646,,9.708,98.0,90.25,52.0,0.0,0.2,-1.033,-2.4
2013-02-09,4.146,4.666,0.521,,4.875,98.0,65.25,37.0,0.0,7.8,3.417,0.3
2013-02-10,14.146,15.604,1.458,,13.312,60.0,46.25,27.0,0.625,8.4,3.483,0.3
2013-02-11,7.666,8.375,0.708,,9.666,66.0,48.958,32.0,0.087,5.2,2.008,-0.9
2013-02-12,17.792,21.084,3.292,,11.583,75.0,53.125,38.0,0.167,7.9,3.304,-0.7
2013-02-13,20.104,40.23,20.125,,13.354,91.0,54.167,27.0,0.542,9.6,2.938,-4.2
2013-02-14,13.227,14.114,0.886,,9.848,99.0,84.708,44.0,0.0,2.6,0.208,-0.7
2013-02-15,4.854,5.062,0.208,,4.708,99.0,85.792,62.0,0.0,4.1,2.183,-0.6
2013-02-16,2.334,2.334,0.0,,13.104,69.0,50.75,36.0,0.625,7.2,4.45,1.1
2013-02-17,9.438,10.104,0.666,,24.521,72.0,45.958,30.0,2.0,10.8,3.762,-1.3
2013-02-18,4.938,5.062,0.125,,10.208,53.0,39.5,25.0,0.043,7.8,2.817,-0.1
2013-02-19,7.583,7.854,0.271,,10.938,54.0,42.583,23.0,0.0,8.2,2.633,-0.7
2013-02-20,23.334,27.229,3.896,,24.584,75.0,49.958,32.0,1.0,6.0,2.104,-2.5
2013-02-21,8.073,8.396,0.322,,12.124,61.0,42.958,21.0,0.545,8.9,3.092,-0.4
2013-02-22,7.438,7.708,0.27,,8.292,60.0,42.333,23.0,0.167,9.0,3.062,-1.2
2013-02-23,7.416,7.666,0.25,,15.312,70.0,50.0,30.0,0.125,8.7,3.254,-1.5
2013-02-24,17.916,19.75,1.833,,18.896,78.0,53.333,37.0,0.667,8.3,4.079,1.2
2013-02-25,19.396,26.896,7.5,,30.312,85.0,52.333,24.0,1.13,12.5,5.446,-1.2
2013-02-26,22.27,28.188,5.917,,49.625,80.0,50.958,24.0,2.125,13.7,6.933,-0.9
2013-02-27,38.958,49.792,10.834,,73.104,96.0,84.375,69.0,1.083,8.4,6.0,3.5
2013-02-28,12.804,13.891,1.087,,33.896,90.0,53.917,26.0,0.583,18.1,11.908,6.8
2013-03-01,13.416,14.166,0.75,,41.646,96.0,82.875,59.0,0.625,9.4,7.354,5.8
2013-03-02,5.771,5.916,0.146,,16.646,97.0,92.042,83.0,0.042,5.8,4.492,3.2
2013-03-03,8.229,9.062,0.834,,9.667,95.0,58.583,24.0,0.0,10.9,5.304,2.0
2013-03-04,19.208,28.146,8.938,,21.125,80.0,50.125,26.0,1.261,9.5,4.333,-1.8
2013-03-05,20.304,22.544,2.24,,33.282,97.0,89.75,56.0,0.609,6.9,4.733,3.2
2013-03-06,3.458,3.708,0.25,,9.604,50.0,36.542,22.0,0.0,7.3,3.617,0.2
2013-03-07,7.0,7.217,0.217,,10.958,48.0,33.292,19.0,0.75,8.8,3.058,-0.6
2013-03-08,9.125,9.875,0.75,,11.688,63.0,38.0,19.0,0.75,11.2,4.05,-2.1
2013-03-09,8.312,8.458,0.146,,16.542,86.0,47.708,24.0,1.0,8.9,4.254,-0.1
2013-03-10,6.146,6.334,0.188,,9.688,83.0,39.458,21.0,0.333,7.4,2.942,-1.2
2013-03-11,12.666,13.854,1.188,,11.334,58.0,34.042,14.0,0.609,11.0,4.154,-1.9
2013-03-12,28.104,33.916,5.812,,42.354,77.0,46.125,17.0,2.542,16.9,7.971,-1.4
2013-03-13,30.562,38.646,8.083,,76.646,95.0,82.292,60.0,1.542,10.7,7.196,3.1
2013-03-14,6.348,6.76,0.413,,5.188,70.0,44.25,21.0,0.042,13.0,8.538,4.1
2013-03-15,7.396,7.771,0.375,,10.666,77.0,41.583,15.0,0.208,12.3,6.688,1.9
2013-03-16,7.562,8.0,0.438,,21.625,70.0,44.917,26.0,1.083,16.1,8.129,0.8
2013-03-17,15.478,17.848,2.37,,38.652,73.0,47.917,26.0,1.87,16.4,9.396,1.1
2013-03-18,16.104,21.688,5.584,,40.334,94.0,58.833,30.0,0.652,20.8,12.229,3.3
2013-03-19,5.312,5.542,0.229,,20.146,58.0,39.167,27.0,0.083,13.6,9.579,7.1
2013-03-20,12.666,13.438,0.771,,18.688,96.0,86.458,59.0,0.042,7.4,6.617,5.6
2013-03-21,3.196,3.63,0.434,,4.458,88.0,47.083,21.0,0.0,13.3,7.792,3.9
2013-03-22,4.479,4.896,0.416,,8.562,55.0,34.042,17.0,0.0,14.2,7.638,2.8
2013-03-23,5.562,6.021,0.458,,14.854,53.0,32.75,16.0,0.083,17.0,9.471,2.2
2013-03-24,12.542,14.125,1.584,,20.0,54.0,32.0,12.0,1.0,18.7,11.754,5.1
2013-03-25,27.75,32.062,4.312,,32.042,71.0,39.083,14.0,1.304,22.1,13.771,5.1
2013-03-26,30.208,34.77,4.562,,41.062,80.0,55.292,32.0,1.417,17.9,13.517,9.5
2013-03-27,20.688,23.146,2.458,,30.354,93.0,79.958,69.0,0.375,12.1,10.133,6.2
2013-03-28,21.046,26.227,5.182,,31.218,94.0,50.583,14.0,0.87,21.2,12.179,2.3
2013-03-29,22.333,27.333,5.0,,36.5,84.0,52.125,22.0,0.917,23.0,14.45,5.2
2013-03-30,7.146,7.458,0.312,,26.562,95.0,82.083,47.0,0.083,16.9,13.8,11.4
2013-03-31,2.354,2.354,0.0,,10.833,56.0,32.792,14.0,0.0,19.0,13.367,9.8
2013-04-01,14.042,17.5,3.458,,23.562,99.0,66.25,35.0,0.458,14.3,9.279,3.5
2013-04-02,21.696,23.76,2.065,,32.938,99.0,95.167,63.0,0.043,10.2,8.725,7.2
2013-04-03,6.062,6.292,0.229,,7.062,99.0,76.917,48.0,0.0,15.2,12.125,10.3
2013-04-04,9.042,9.646,0.604,,12.73,82.0,56.708,32.0,0.375,21.4,15.779,10.0
2013-04-05,13.521,14.416,0.896,,30.604,88.0,72.458,45.0,1.083,21.8,15.238,11.6
2013-04-06,12.375,14.771,2.396,,33.166,99.0,85.458,51.0,0.625,19.3,13.788,8.8
2013-04-07,3.23,3.416,0.188,,6.229,99.0,69.458,31.0,0.0,24.7,14.792,8.4
2013-04-08,4.364,4.636,0.272,,8.674,51.0,33.75,16.0,0.0,18.4,11.879,7.7
2013-04-09,19.174,22.239,3.065,,21.396,82.0,52.125,38.0,0.957,20.5,12.583,4.3
2013-04-10,8.167,8.375,0.208,,18.375,93.0,55.458,30.0,0.583,15.9,11.183,6.5
2013-04-11,9.375,9.771,0.395,,11.688,97.0,79.25,52.0,0.125,12.6,7.575,3.7
2013-04-12,14.666,16.229,1.562,,17.979,94.0,56.208,27.0,0.542,14.7,8.938,2.0
2013-04-13,12.188,12.75,0.562,,11.708,81.0,48.958,24.0,0.5,16.2,10.158,3.3
2013-04-14,9.25,9.812,0.562,,22.73,95.0,59.583,32.0,0.25,20.6,13.483,4.3
2013-04-15,11.169,12.042,0.874,,22.587,85.0,59.417,37.0,0.348,20.5,13.958,7.6
2013-04-16,19.13,24.24,5.108,,24.021,91.0,65.25,40.0,1.13,20.2,13.458,6.4
2013-04-17,18.812,22.812,4.0,,38.0,93.0,63.375,36.0,0.5,23.3,16.717,9.9
2013-04-18,15.104,17.292,2.188,,31.938,94.0,71.667,39.0,0.292,24.7,17.717,11.6
2013-04-19,6.167,6.396,0.229,,16.729,93.0,32.083,15.0,0.0,16.1,13.271,9.0
2013-04-20,8.438,8.625,0.188,,23.166,97.0,60.292,32.0,0.083,9.5,7.583,5.0
2013-04-21,5.167,5.23,0.062,,10.021,98.0,79.25,38.0,0.0,9.9,6.392,3.6
2013-04-22,8.833,9.083,0.25,,15.938,61.0,38.708,19.0,0.125,15.7,9.321,4.1
2013-04-23,24.478,27.63,3.152,,28.27,87.0,56.042,31.0,0.826,17.4,10.875,1.4
2013-04-24,27.696,32.696,5.0,,44.282,97.0,86.792,73.0,0.609,15.8,12.196,9.8
2013-04-25,10.083,10.25,0.166,,19.542,94.0,44.125,17.0,0.5,21.7,16.771,12.2
2013-04-26,14.021,14.834,0.812,,22.979,86.0,66.917,31.0,0.958,23.5,14.638,7.8
2013-04-27,4.792,4.834,0.042,,11.062,66.0,37.792,21.0,0.083,19.7,13.175,7.8
2013-04-28,4.979,5.042,0.062,,13.396,50.0,29.083,14.0,0.333,20.3,14.05,7.2
2013-04-29,11.584,11.916,0.333,,23.417,73.0,41.5,20.0,1.125,22.6,15.058,5.7
2013-04-30,18.848,21.87,3.022,,34.75,88.0,67.458,52.0,0.609,20.7,15.521,11.5
2013-05-01,7.334,7.521,0.188,,26.0,82.0,57.792,31.0,0.083,18.5,14.288,10.7
2013-05-02,3.522,3.631,0.108,,7.418,83.0,35.667,15.0,0.0,19.5,13.696,8.8
2013-05-03,4.48,4.562,0.084,,9.938,76.0,42.875,20.0,0.208,19.3,13.688,8.0
2013-05-04,5.771,6.021,0.25,,15.938,85.0,52.292,26.0,0.417,20.7,14.438,6.8
2013-05-05,4.333,4.416,0.084,,19.396,85.0,43.792,16.0,0.083,23.4,16.767,8.1
2013-05-06,7.5,7.854,0.354,,25.02,82.0,45.875,21.0,0.208,25.6,18.046,9.8
2013-05-07,1.87,1.892,0.022,,11.188,39.0,29.042,17.0,0.0,18.5,13.842,9.1
2013-05-08,4.812,5.021,0.208,,10.083,42.0,27.5,14.0,0.0,23.4,15.65,8.3
2013-05-09,16.708,20.354,3.646,,19.646,78.0,41.708,13.0,0.708,26.8,17.796,8.0
2013-05-10,21.5,26.979,5.48,,38.792,86.0,61.042,28.0,2.0,27.0,18.638,11.0
