date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,PM25_mean,THC_mean
2012-01-27,7.146,9.2295,2.0835,0.292,4.6665,,,1.042,
2012-01-28,14.604500000000002,25.0835,10.479,0.417,6.9165,,,3.458,
2012-01-29,15.152000000000001,20.671,5.519,2.417,3.9375,,,1.875,
2012-01-30,16.4375,23.1875,6.75,3.833,10.896,,,8.667,
2012-01-31,24.0815,44.4435,20.362,9.542,20.333,,,19.542,
2012-02-01,30.1045,54.375,24.271,10.348,31.3955,,,30.083,
2012-02-02,24.354,44.354,20.0,3.25,43.271,,,29.208,
2012-02-03,7.5835,9.0,1.4165,1.875,4.104,,,2.458,
2012-02-04,22.682000000000002,37.9635,15.282,1.391,16.116,,,13.696,
2012-02-05,10.3565,12.751999999999999,2.395,1.375,7.896,,,6.208,
2012-02-06,18.7195,29.2285,10.508999999999999,0.542,11.271,,,7.125,
2012-02-07,22.8545,45.542,22.6875,2.792,20.104,,,15.5,
2012-02-08,10.479,16.833,6.354,1.0,6.604,,,5.25,
2012-02-09,10.396,12.375,1.9794999999999998,1.875,7.771,,,4.958,
2012-02-10,15.7705,19.833,4.0625,6.375,12.6665,,,11.833,
2012-02-11,11.979,16.3335,4.354,4.958,11.083,,,11.625,
2012-02-12,19.4075,30.886499999999998,11.479,4.958,20.292,,,19.292,
2012-02-13,18.130499999999998,28.68,10.5495,1.5,16.0415,,,16.958,
2012-02-14,25.342,41.3035,15.961500000000001,8.708,15.259,,,14.042,
2012-02-15,22.414,46.714,24.2995,4.391,15.5,,,13.333,
2012-02-16,4.979,8.5835,3.604,0.667,6.271,,,3.208,
2012-02-17,7.4795,9.167,1.6875,3.375,6.25,,,3.917,
2012-02-18,27.887999999999998,52.545500000000004,24.657500000000002,6.25,23.6965,,,17.957,
2012-02-19,20.875,40.417,19.5415,1.458,15.0415,,,10.75,
2012-02-20,10.798,20.233,9.435,0.625,9.771,,,4.583,
2012-02-21,12.395499999999998,21.229,8.8335,0.875,11.0415,,,4.792,
2012-02-22,24.9,41.829499999999996,16.9295,3.174,17.417,,,11.417,
2012-02-23,11.5415,16.917,5.375,1.667,13.1875,,,7.0,
2012-02-24,6.0835,7.7085,1.625,1.375,9.3955,,,4.417,
2012-02-25,5.292,9.229500000000002,3.9375,0.042,6.3125,,,-0.292,
2012-02-26,19.417,26.75,7.333,5.667,15.125,,,7.292,
2012-02-27,27.775,50.1595,22.384,6.625,27.375,,,17.208,
2012-02-28,21.25,42.521,21.271,6.167,28.854,,,22.333,
2012-02-29,,,,,,,,,
2012-03-01,29.729,52.451,22.722,6.435,40.5625,,,23.125,
2012-03-02,6.4795,9.5835,3.104,1.167,18.4585,,,8.625,
2012-03-03,5.75,6.75,1.0,1.708,12.229,,,6.375,
2012-03-04,15.6255,23.073999999999998,7.448499999999999,4.5,16.5435,,,11.136,
2012-03-05,16.2085,31.6045,15.396,1.125,18.9585,,,14.708,
2012-03-06,16.9085,30.0685,13.160499999999999,1.583,28.75,,,22.875,
2012-03-07,29.4375,42.4585,13.021,2.292,52.375,,,39.083,
2012-03-08,19.796999999999997,37.385999999999996,17.589,2.0,49.104,,,33.583,
2012-03-09,8.4585,10.792,2.3335,1.708,32.0625,,,17.875,
2012-03-10,8.417,11.457999999999998,3.042,0.583,30.9375,,,15.333,
2012-03-11,6.875,10.7915,3.917,0.125,10.104,,,4.0,
2012-03-12,23.25,32.521,9.271,0.792,22.6665,,,14.458,
2012-03-13,21.6,36.9815,15.3825,1.083,39.8125,,,21.5,
2012-03-14,10.167,12.042000000000002,1.875,0.5,12.125,,,7.167,
2012-03-15,20.046999999999997,27.3405,7.2935,0.739,21.6045,,,13.792,
2012-03-16,14.332999999999998,23.0835,8.75,0.875,27.6665,,,21.083,
2012-03-17,8.6875,9.2705,0.5835,2.208,39.2085,,,30.5,
2012-03-18,13.9375,22.0625,8.125,0.708,54.104,,,28.227,
2012-03-19,13.7085,21.5625,7.8545,0.667,25.979,,,15.167,
2012-03-20,14.442,19.3705,4.9285,0.458,34.5,,,22.25,
2012-03-21,7.3545,11.229500000000002,3.875,0.208,8.375,,,-1.375,
2012-03-22,22.635,30.606,7.971,1.087,19.9165,,,10.708,
2012-03-23,12.542,18.1875,5.6455,0.792,20.5835,,,12.833,
2012-03-24,6.0205,6.458,0.4375,0.958,25.604,,,16.25,
2012-03-25,16.0205,20.0415,4.021,0.792,33.271,,,24.042,
2012-03-26,9.521,12.75,3.229,0.792,11.6045,,,2.625,
2012-03-27,21.962,34.57,12.608,0.625,23.292,,,12.375,
2012-03-28,19.0,28.458,9.4585,0.542,29.5,,,23.958,
2012-03-29,12.9945,18.672,5.6775,0.652,30.917,,,23.0,
2012-03-30,8.583,9.1455,0.5625,0.042,17.25,,,10.083,
2012-03-31,7.125,7.583,0.4585,0.292,21.542,,,15.542,
2012-04-01,7.896,9.1665,1.271,0.375,13.0835,,,8.125,
2012-04-02,15.875,22.1045,6.229,0.875,15.2085,,,7.875,
2012-04-03,11.5455,19.2955,7.75,0.429,19.432000000000002,,,10.333,
2012-04-04,10.4165,12.2085,1.7915,0.083,13.4375,,,9.208,
2012-04-05,16.7825,24.434,7.6514999999999995,0.875,21.2085,,,16.333,
2012-04-06,13.0135,17.734499999999997,4.721,0.417,14.5625,,,10.042,
2012-04-07,12.020499999999998,15.375,3.354,0.292,13.833,,,9.292,
2012-04-08,6.229,6.729,0.5,0.417,15.25,,,11.375,
2012-04-09,16.3335,22.8335,6.5,0.75,27.8335,,,21.375,
2012-04-10,15.520499999999998,18.333,2.8125,1.261,48.521,,,25.625,
2012-04-11,20.9375,28.5625,7.625,0.875,47.3545,,,23.792,
2012-04-12,12.261,16.718,4.4575,0.417,16.7295,,,10.833,
2012-04-13,14.8695,21.313,6.4435,0.875,23.1875,,,14.542,
2012-04-14,8.8545,10.667,1.8125,0.208,13.0415,,,7.375,
2012-04-15,6.5415,8.083,1.5415,0.25,16.25,,,10.708,
2012-04-16,17.2915,22.104,4.8125,0.708,24.125,,,16.917,
2012-04-17,15.2915,22.5,7.208,0.522,27.133,,,17.842,
2012-04-18,9.3335,15.167000000000002,5.8335,0.167,19.7085,,,12.042,
2012-04-19,7.7875,8.85,1.0625,0.333,15.458,,,8.833,
2012-04-20,7.5515,8.626999999999999,1.0755,0.5,12.583,,,6.625,
2012-04-21,6.2295,6.875,0.646,0.167,17.167,,,10.333,
2012-04-22,9.5835,11.146,1.5625,1.75,16.25,,,9.375,
2012-04-23,20.0835,30.4375,10.354,1.083,18.7915,,,7.696,
2012-04-24,11.042,20.979,9.9375,1.565,21.6875,,,7.5,
2012-04-25,10.125,13.3125,3.1875,1.75,31.8545,,,24.077,
2012-04-26,10.778,11.838999999999999,1.0605,1.0,34.9375,,,23.042,
2012-04-27,8.864,10.161,1.2970000000000002,0.125,9.6455,,,4.167,
2012-04-28,10.333,14.229500000000002,3.8955,0.458,15.292,,,8.5,
2012-04-29,11.1665,12.5415,1.375,2.208,33.3545,,,23.833,
2012-04-30,9.1875,10.3955,1.2085,1.917,32.7915,,,20.25,
2012-05-01,7.9585,9.4165,1.4585,0.0,23.375,,,12.042,
2012-05-02,4.33,4.9615,0.631,0.087,22.136,,,10.5,
2012-05-03,6.904,9.548,2.644,0.042,7.5415,,,1.917,
2012-05-04,6.759,8.782,2.0225,0.0,10.146,,,3.958,
2012-05-05,5.083,5.7705,0.6875,0.833,10.521,,,4.292,
2012-05-06,8.7085,10.229,1.5205000000000002,1.792,19.021,,,12.25,
2012-05-07,13.458,19.271,5.8125,3.292,20.229,,,13.083,
2012-05-08,18.604,24.3335,5.729,4.174,35.271,,,25.458,
2012-05-09,19.479,27.5,8.021,3.458,46.229,,,33.417,
2012-05-10,15.1065,19.532,4.4245,1.583,29.6455,,,23.25,
2012-05-11,14.4435,19.4375,4.994,1.875,9.5,,,2.333,
2012-05-12,10.6455,13.75,3.1045,2.458,10.021,,,2.75,
2012-05-13,9.5835,11.0625,1.4795,4.375,16.1875,,,9.042,
2012-05-14,16.958,22.7915,5.8335,6.125,24.396,,,16.375,
2012-05-15,16.5625,19.396,2.8335,1.087,18.2085,,,10.625,
2012-05-16,16.75,25.4585,8.708,1.625,28.271,,,21.583,
2012-05-17,14.0055,18.941,4.9355,3.125,39.292,,,27.833,
2012-05-18,11.815999999999999,13.6115,1.7955,0.75,25.3255,,,18.545,
2012-05-19,14.271,18.458,4.1875,3.25,27.75,,,19.833,
2012-05-20,13.646,15.1665,1.521,6.625,29.896,,,24.292,
2012-05-21,12.375,17.4375,5.0625,5.917,22.6875,,,15.917,
2012-05-22,8.8125,11.729,2.9165,0.565,13.5415,,,7.167,
2012-05-23,8.9375,12.645499999999998,3.708,0.542,10.5835,,,3.583,
2012-05-24,14.848,18.2825,3.435,2.042,27.479,,,18.958,
2012-05-25,18.664,22.494,3.8295000000000003,4.0,39.521,,,28.167,
2012-05-26,11.271,16.0,4.7295,2.583,25.3125,,,19.917,
2012-05-27,10.5835,11.625,1.0415,3.792,24.9375,,,18.208,
2012-05-28,12.125,17.333,5.2085,2.208,23.604,,,15.292,
2012-05-29,10.5835,15.1875,4.604,1.217,25.3545,,,16.458,
2012-05-30,8.2085,10.354,2.146,1.292,18.2295,,,13.5,
2012-05-31,11.2805,13.863499999999998,2.5825,0.917,25.9165,,,18.25,
2012-06-01,13.124500000000001,18.073999999999998,4.9505,0.75,19.917,,,13.375,
2012-06-02,9.8125,13.104,3.292,1.333,21.6665,,,17.417,
2012-06-03,4.792,5.2295,0.4375,0.792,24.7085,,,18.917,
2012-06-04,13.0455,18.75,5.7044999999999995,1.364,21.659,,,14.083,
2012-06-05,15.207999999999998,19.5835,4.375,2.348,22.9795,,,14.875,
2012-06-06,12.7915,15.896,3.1045,1.125,14.625,,,6.333,
2012-06-07,16.7825,23.826,7.0435,2.125,20.625,,,11.5,
2012-06-08,14.3325,19.883,5.551,2.542,35.125,,,24.042,
2012-06-09,4.917,5.6665,0.75,0.167,13.375,,,6.667,
2012-06-10,4.1875,5.3335,1.146,0.292,7.583,,,0.125,
2012-06-11,9.0,12.5,3.5,0.292,10.146,,,2.375,
2012-06-12,7.1045,7.9165,0.8125,0.565,14.667,,,8.25,
2012-06-13,5.6875,7.167,1.479,0.25,11.2295,,,5.333,
2012-06-14,8.0135,9.5905,1.5770000000000002,0.542,19.979,,,11.333,
2012-06-15,11.029,15.834,4.805,1.25,22.146,,,12.958,
2012-06-16,11.292,13.1875,1.8955000000000002,1.0,20.771,,,10.792,
2012-06-17,7.9375,10.4585,2.5205,0.0,20.646,,,9.667,
2012-06-18,10.7085,15.5835,4.875,0.708,21.5,,,12.667,
2012-06-19,8.064,9.713999999999999,1.6495000000000002,0.348,27.6325,,,13.13,
2012-06-20,7.625,12.229,4.6045,0.125,20.5415,,,11.583,
2012-06-21,19.905,26.1685,6.2635,1.208,34.25,,,22.833,
2012-06-22,9.2235,11.517,2.2935,0.458,19.5625,,,15.917,
2012-06-23,9.4375,10.271,0.8335,1.292,22.333,,,14.875,
2012-06-24,5.25,5.8125,0.5625,1.0,23.5625,,,14.083,
2012-06-25,7.417,8.771,1.354,0.375,14.4375,,,5.042,
2012-06-26,7.7085,10.3955,2.6875,0.696,17.8955,,,8.958,
2012-06-27,10.5625,12.4795,1.9165,0.875,21.625,,,10.5,
2012-06-28,10.261,14.1405,3.8794999999999997,1.25,25.5625,,,14.875,
2012-06-29,8.164,11.684,3.52,1.208,13.646,,,6.958,
2012-06-30,6.1665,8.7295,2.5625,0.792,15.875,,,7.0,
2012-07-01,7.146,8.771,1.625,0.417,23.2705,,,12.208,
2012-07-02,7.3125,11.375,4.0625,0.042,14.4165,,,6.0,
2012-07-03,12.6965,16.863,4.1665,0.409,32.3865,,,15.909,
2012-07-04,11.4165,14.5,3.0835,0.458,30.104,,,17.708,
2012-07-05,12.0235,15.337499999999999,3.3145,0.435,61.979,,,29.042,
2012-07-06,16.8485,21.2915,4.443,0.292,82.854,,,32.75,
2012-07-07,6.9585,8.479,1.5205000000000002,0.0,18.229,,,6.958,
2012-07-08,4.5415,5.646,1.1044999999999998,0.0,12.5625,,,6.667,
2012-07-09,8.2295,10.6045,2.375,0.583,24.4585,,,17.333,
2012-07-10,10.6455,13.979,3.3335,0.792,35.625,,,23.542,
2012-07-11,9.5625,12.5835,3.021,1.333,32.292,,,19.708,
2012-07-12,6.2555,11.0,4.7445,0.0,30.375,,,10.625,
2012-07-13,13.671999999999999,22.2045,8.5325,0.0,42.3375,,,20.292,
2012-07-14,12.3955,15.8335,3.4375,0.0,39.4375,,,21.542,
2012-07-15,7.788,9.702,1.9140000000000001,0.0,43.4375,,,20.792,
2012-07-16,6.125,9.8335,3.7085,0.0,20.833,,,11.458,
2012-07-17,9.625,15.2915,5.667,0.333,30.6875,,,21.083,
2012-07-18,10.0625,14.125,4.0625,0.875,32.104,,,23.0,
2012-07-19,10.146,15.604500000000002,5.4585,0.913,30.7915,,,21.667,
2012-07-20,8.818,12.2075,3.3895,0.125,20.244,,,11.909,
2012-07-21,9.896,15.1875,5.2915,0.0,14.6045,,,9.542,
2012-07-22,4.146,5.021,0.875,0.042,21.4375,,,17.917,
2012-07-23,11.5835,16.5625,4.979,1.042,26.1875,,,24.167,
2012-07-24,15.9675,22.674,6.7065,1.043,38.958,,,31.625,
2012-07-25,14.625,20.2085,5.583,0.542,50.4585,,,40.708,
2012-07-26,11.604,16.1455,4.5415,0.875,56.2915,,,44.5,
2012-07-27,13.201,15.600000000000001,2.3985,1.375,53.9165,,,42.167,
2012-07-28,9.729,12.6875,2.9585,1.083,39.458,,,33.208,
2012-07-29,5.1875,5.8125,0.625,0.792,27.2295,,,20.542,
2012-07-30,10.979,15.771,4.7915,1.792,23.2085,,,18.0,
2012-07-31,7.133,10.343,3.21,1.522,21.125,,,16.333,
2012-08-01,10.5415,17.5,6.9585,0.875,23.4585,,,16.25,
2012-08-02,10.028,15.372499999999999,5.345,0.773,22.7085,,,17.045,
2012-08-03,8.3865,13.195,4.808,1.25,21.396,,,19.667,
2012-08-04,7.1665,11.625,4.4585,1.958,17.9375,,,17.292,
2012-08-05,5.0625,6.333,1.271,0.917,20.3125,,,16.417,
2012-08-06,8.8955,18.1455,9.25,0.542,18.958,,,14.208,
2012-08-07,8.8525,14.413,5.5605,0.522,22.3125,,,17.25,
2012-08-08,8.354,10.5205,2.1665,0.708,16.2085,,,7.833,
2012-08-09,9.75,13.9375,4.1875,0.792,16.625,,,8.875,
2012-08-10,13.348500000000001,18.390500000000003,5.0415,1.208,23.625,,,16.292,
2012-08-11,8.9165,11.271,2.354,0.625,29.3125,,,27.25,
2012-08-12,6.3125,7.375,1.0625,0.875,21.2915,,,18.833,
2012-08-13,6.333,8.6045,2.2705,0.542,17.3335,,,17.5,
2012-08-14,5.8525,8.3535,2.5005,0.13,14.3545,,,14.333,
2012-08-15,5.083,6.0415,0.9585,0.875,20.1875,,,16.833,
2012-08-16,6.8125,10.6875,3.875,0.5,21.542,,,14.792,
2012-08-17,10.394,16.809,6.415,0.417,23.146,,,17.292,
2012-08-18,9.104,13.75,4.646,0.5,22.0,,,20.208,
2012-08-19,5.8335,8.2705,2.4375,1.333,16.0625,,,15.125,
2012-08-20,8.0625,13.271,5.2085,0.958,16.9165,,,18.042,
2012-08-21,11.1005,17.945,6.8445,0.957,21.1455,,,19.292,
2012-08-22,11.246,18.72,7.4735000000000005,1.217,18.2175,,,15.739,
2012-08-23,9.2915,15.6665,6.375,1.167,17.583,,,14.167,
2012-08-24,10.506,16.112,5.606,1.292,18.625,,,15.75,
2012-08-25,8.229,12.646,4.4165,1.0,19.292,,,16.458,
2012-08-26,5.0,6.7295,1.729,0.542,14.896,,,9.917,
2012-08-27,9.5835,15.6665,6.083,0.5,17.25,,,12.0,
2012-08-28,10.729,15.0225,4.2935,0.783,17.521,,,14.25,
2012-08-29,12.479,18.229,5.75,1.125,22.7295,,,18.958,
2012-08-30,12.1045,18.104,6.0,1.333,27.625,,,23.583,
2012-08-31,11.252500000000001,14.3325,3.0795000000000003,1.792,23.646,,,20.5,
2012-09-01,5.5835,8.3125,2.729,0.5,13.125,,,7.625,
2012-09-02,5.229,6.8335,1.6044999999999998,0.083,10.521,,,7.333,
2012-09-03,8.896,13.895499999999998,5.0,0.292,14.375,,,10.25,
2012-09-04,8.475,11.0815,2.6065,0.739,14.521,,,11.042,
2012-09-05,10.720500000000001,18.155,7.433999999999999,0.318,20.771,,,16.455,
2012-09-06,13.9585,19.604,5.646,0.333,30.0625,,,24.917,
2012-09-07,9.508,17.7255,8.2175,0.375,16.1045,,,9.333,
2012-09-08,8.3125,11.0835,2.771,0.583,25.0,,,20.333,
2012-09-09,6.125,7.958,1.8330000000000002,1.208,17.8335,,,14.667,
2012-09-10,12.1455,17.292,5.1455,1.208,22.792,,,17.167,
2012-09-11,10.2155,15.309000000000001,5.093,1.375,23.7705,,,20.125,
2012-09-12,14.1875,21.1875,7.0,1.13,18.979,,,15.042,
2012-09-13,15.082999999999998,24.417,9.333,2.083,23.9585,,,19.375,
2012-09-14,15.369,20.7715,5.4030000000000005,4.625,27.9375,,,24.958,
2012-09-15,8.833,14.271,5.4375,2.792,19.375,,,15.625,
2012-09-16,7.75,11.854,4.1045,3.333,21.625,,,16.375,
2012-09-17,5.125,6.3955,1.271,0.833,16.6665,,,9.625,
2012-09-18,9.3535,12.991,3.638,1.458,17.75,,,8.167,
2012-09-19,10.708,15.3335,4.625,0.348,10.479,,,5.583,
2012-09-20,7.417,20.583,13.167000000000002,1.5,15.3545,,,10.375,
2012-09-21,11.3705,17.28,5.9094999999999995,1.35,17.521500000000003,,,8.0,
2012-09-22,8.625,10.521,1.896,2.13,14.5835,,,10.667,
2012-09-23,6.125,6.9375,0.8125,0.958,10.2085,,,8.875,
2012-09-24,11.646,21.4585,9.8125,2.417,11.3545,,,6.5,
2012-09-25,12.25,18.9925,6.7425,3.083,12.521,,,7.708,
2012-09-26,9.3335,19.4165,10.083,4.583,13.771,,,8.792,
2012-09-27,9.9585,18.1875,8.2295,2.417,12.3125,,,9.0,
2012-09-28,10.779,16.346,5.567,0.5,8.833,,,6.25,
2012-09-29,8.125,16.4375,8.3125,1.435,13.875,,,11.083,
2012-09-30,3.625,4.2085,0.5835,0.708,21.9585,,,17.875,
2012-10-01,9.75,15.271,5.521,0.792,11.2705,,,9.583,
2012-10-02,8.1385,9.628499999999999,1.49,0.708,10.646,,,9.375,
2012-10-03,7.773,10.9095,3.1365,0.522,9.555,,,7.091,
2012-10-04,9.5245,14.0215,4.4975000000000005,1.167,9.1875,,,5.792,
2012-10-05,12.687999999999999,21.814500000000002,9.1255,2.375,19.0205,,,14.25,
2012-10-06,8.792,12.479500000000002,3.6875,1.292,19.0,,,15.333,
2012-10-07,6.375,8.458,2.0835,1.292,11.2915,,,9.708,
2012-10-08,7.25,13.5625,6.3125,3.25,13.5835,,,10.417,
2012-10-09,11.5835,19.625,8.042,3.304,14.1875,,,7.875,
2012-10-10,13.6455,18.833,5.1875,2.333,13.396,,,6.542,
2012-10-11,11.782499999999999,17.4265,5.644,1.708,14.8125,,,7.958,
2012-10-12,14.4835,22.1595,7.676,1.5,12.8125,,,7.333,
2012-10-13,13.5625,18.9585,5.3955,4.792,16.5835,,,9.708,
2012-10-14,9.9585,14.479,4.5205,4.792,25.6665,,,19.042,
2012-10-15,14.4375,25.646,11.2085,4.583,27.2085,,,18.708,
2012-10-16,14.5415,25.729,11.1875,4.609,26.3335,,,16.292,
2012-10-17,19.0,33.104,14.104,8.636,30.8595,,,18.087,
2012-10-18,13.374500000000001,25.808,12.434000000000001,0.0,18.9585,,,10.667,
2012-10-19,11.7875,16.935499999999998,5.1485,0.957,11.1665,,,1.583,
2012-10-20,16.1875,29.9375,13.75,5.042,20.5,,,10.75,
2012-10-21,12.604,19.3545,6.75,5.708,24.8335,,,17.167,
2012-10-22,18.8125,34.6875,15.875,5.583,38.771,,,32.125,
2012-10-23,20.1665,49.5625,29.3955,3.208,37.25,,,24.375,
2012-10-24,13.4585,22.1665,8.708,3.708,12.0,,,4.542,
2012-10-25,15.479,45.643,30.164,7.833,20.396,,,18.583,
2012-10-26,13.826,24.13,10.304,4.478,27.792,,,22.75,
2012-10-27,8.833,8.917,0.083,2.583,22.25,,,15.083,
2012-10-28,12.75,14.333,1.583,3.833,16.75,,,11.417,
2012-10-29,12.0,17.417,5.417,1.708,12.208,,,7.375,
2012-10-30,14.792,32.417,17.625,5.833,20.542,,,12.75,
2012-10-31,17.822,40.4925,22.6705,6.208,22.292,,,14.375,
2012-11-01,16.32,43.794,27.475,4.833,23.0835,,,18.417,
2012-11-02,10.903,15.118,4.2155000000000005,0.45,6.7045,,,0.739,
2012-11-03,9.0625,12.5835,3.5205,0.708,9.396,,,4.125,
2012-11-04,8.333,9.7295,1.3955,0.5,15.5625,,,9.042,
2012-11-05,21.0205,44.75,23.7295,0.792,30.7085,,,18.333,
2012-11-06,22.1045,43.875,21.771,0.417,32.0835,,,17.5,
2012-11-07,16.0835,31.354,15.271,0.417,16.1875,,,7.167,
2012-11-08,15.413,30.761,15.347999999999999,0.208,13.604,,,5.25,
2012-11-09,13.1665,26.229,13.0625,0.348,17.917,,,10.292,
2012-11-10,12.229,17.9165,5.6875,0.25,13.5415,,,2.958,
2012-11-11,9.6665,14.5835,4.9165,0.625,17.5,,,6.542,
2012-11-12,16.875,37.083,20.2085,0.25,16.6875,,,6.875,
2012-11-13,19.604,55.4375,35.833,0.875,26.104,,,15.5,
2012-11-14,15.5,24.75,9.25,1.292,11.0835,,,3.958,
2012-11-15,13.761,24.1955,10.435,1.0,9.0625,,,1.208,
2012-11-16,17.157,30.0,12.843,0.9,16.8795,,,9.13,
2012-11-17,18.896,43.5415,24.6455,0.583,31.5625,,,21.083,
2012-11-18,4.275,5.3614999999999995,1.0859999999999999,0.917,6.9795,,,1.792,
2012-11-19,20.667,39.083,18.417,0.957,24.3125,,,13.208,
2012-11-20,13.8235,37.6005,23.777,0.625,16.646,,,8.917,
2012-11-21,13.6665,22.021,8.354,0.913,11.5625,,,3.917,
2012-11-22,20.5215,42.3915,21.869500000000002,1.25,25.6875,,,16.583,
2012-11-23,18.9375,43.271,24.3335,0.783,42.104,,,32.792,
2012-11-24,13.3965,21.310000000000002,7.913,0.75,18.5835,,,11.917,
2012-11-25,8.979,11.229,2.25,0.696,13.5205,,,11.083,
2012-11-26,20.539,51.841499999999996,31.3025,0.75,31.771,,,21.75,
2012-11-27,10.1875,16.25,6.0625,0.609,5.0,,,-1.792,
2012-11-28,21.0905,41.7535,20.663,0.958,16.0345,,,13.083,
2012-11-29,21.938,61.3315,39.3935,0.476,24.5,,,17.958,
2012-11-30,17.8585,42.575500000000005,24.7165,0.913,30.4255,,,12.333,
2012-12-01,12.1875,30.9585,18.771,0.542,15.145499999999998,,,8.708,
2012-12-02,8.5825,11.394,2.812,0.583,12.4165,,,6.458,
2012-12-03,19.229,41.771,22.542,0.542,21.2705,,,13.75,
2012-12-04,15.736,36.811499999999995,21.0755,0.364,12.487,,,6.273,
2012-12-05,21.333,40.0415,18.7085,0.75,14.7915,,,6.75,
2012-12-06,15.451,30.994,15.5425,0.958,13.854,,,7.125,
2012-12-07,19.4165,35.0415,15.625,1.043,11.042,,,4.417,
2012-12-08,13.5625,33.1665,19.6045,1.0,12.8955,,,7.042,
2012-12-09,8.3335,10.521,2.1875,1.458,10.083,,,5.083,
2012-12-10,13.003499999999999,20.836000000000002,7.8325000000000005,0.958,6.375,,,-0.083,
2012-12-11,18.979,36.8125,17.8335,1.0,12.479,,,4.708,
2012-12-12,19.8335,38.25,18.4165,1.042,17.8335,,,4.292,
2012-12-13,19.8985,30.221,10.3225,1.042,6.667,,,6.167,
2012-12-14,25.771,48.5625,22.792,0.913,26.727,,,33.125,
2012-12-15,28.3335,59.5,31.167,1.125,46.458,,,43.042,
2012-12-16,10.7085,16.4165,5.7085,0.0,9.083,,,7.333,
2012-12-17,23.6085,70.009,46.4,0.75,36.042,,,32.792,
2012-12-18,17.687,55.323499999999996,37.6365,0.708,22.058,,,17.087,
2012-12-19,9.979,14.332999999999998,4.354,0.0,3.3335,,,-2.625,
2012-12-20,18.7915,30.0715,11.28,0.333,7.958,,,2.75,
2012-12-21,20.854,34.9585,14.104500000000002,1.043,13.6665,,,12.042,
2012-12-22,17.9375,43.6665,25.7295,0.667,22.8545,,,19.792,
2012-12-23,7.5625,8.8125,1.25,0.917,11.5,,,10.792,
2012-12-24,14.337499999999999,21.8615,7.5235,0.625,7.3545,,,4.042,
2012-12-25,22.3125,46.0,23.6875,0.708,15.208,,,12.417,
2012-12-26,10.625,16.3955,5.771,0.833,4.2725,,,1.083,
2012-12-27,21.9105,39.1785,17.2685,0.917,14.1045,,,10.792,
2012-12-28,29.2085,71.854,42.6455,0.913,41.5,,,33.167,
2012-12-29,10.25,14.0,3.75,0.042,9.4125,,,4.25,
2012-12-30,12.0835,16.5,4.417,0.0,32.25,,,18.083,
2012-12-31,8.244,10.421,2.1775,0.292,7.625,,,0.083,
2013-01-01,8.748000000000001,12.239,3.491,1.087,16.708,,,11.375,
2013-01-02,4.354,5.8125,1.4585,1.0,6.75,,,1.833,
2013-01-03,8.9375,11.083,2.146,0.917,13.0625,,,7.458,
2013-01-04,8.875,13.8335,4.958,0.917,13.4165,,,8.542,
2013-01-05,7.7915,8.9795,1.1875,0.833,8.9585,,,5.292,
2013-01-06,8.9795,18.104,9.125,0.583,7.979,,,3.5,
2013-01-07,21.2,36.454,15.254,0.909,18.671,,,11.364,
2013-01-08,28.5715,54.566,25.9945,0.565,33.583,,,26.458,
2013-01-09,17.3125,30.25,12.9375,0.333,18.3125,,,14.75,
2013-01-10,10.7915,18.75,7.9585,0.208,5.6875,,,2.833,
2013-01-11,17.1045,31.7915,14.6875,0.458,12.2085,,,6.167,
2013-01-12,12.479,17.2915,4.8125,0.667,16.229,,,10.792,
2013-01-13,5.8335,8.792,2.9585,0.458,5.9375,,,1.917,
2013-01-14,13.605,22.2165,8.6115,0.333,9.354,,,4.583,
2013-01-15,23.761,46.2745,22.5135,0.826,18.4165,,,12.917,
2013-01-16,22.792,41.4585,18.6665,0.667,21.125,,,15.083,
2013-01-17,17.6665,33.1875,15.520499999999998,0.833,15.167,,,9.333,
2013-01-18,21.0,33.833,12.8335,0.875,22.458,,,16.5,
2013-01-19,7.7085,9.396,1.6875,0.167,11.417,,,7.917,
2013-01-20,21.896,36.5415,14.646,0.792,15.729500000000002,,,10.333,
2013-01-21,20.6625,49.302,28.639499999999998,1.208,20.733,,,14.913,
2013-01-22,20.139499999999998,34.0115,13.8725,0.826,23.75,,,20.333,
2013-01-23,16.896,27.0625,10.167000000000002,0.833,12.0415,,,5.583,
2013-01-24,24.5835,46.25,21.6665,0.833,25.3335,,,17.25,
2013-01-25,29.8335,69.5625,39.729,0.75,49.6875,,,39.208,
2013-01-26,10.1665,18.5835,8.4165,0.625,21.8125,,,13.792,
2013-01-27,16.021,23.3545,7.3335,1.042,13.625,,,6.875,
2013-01-28,25.3125,52.9165,27.604,7.125,24.4165,,,16.958,
2013-01-29,17.0,25.7175,8.716999999999999,2.957,13.2085,,,6.375,
2013-01-30,30.979,76.25,45.2705,2.667,39.521,,,27.083,
2013-01-31,9.0835,21.521,12.4375,0.458,12.2085,,,6.708,
2013-02-01,21.979,35.104,13.125,4.0,21.9375,,,14.208,
2013-02-02,20.1875,29.3335,9.1455,6.917,39.9375,,,31.583,
2013-02-03,29.833,61.8955,32.0625,4.375,48.4585,,,39.042,
2013-02-04,11.339500000000001,14.8305,3.491,1.238,8.9375,,,5.273,
2013-02-05,9.7605,18.4785,8.717500000000001,0.478,5.4375,,,0.875,
