date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,CH4_mean,NMHC_mean,THC_mean,CO_mean
2011-02-08,6.170454545454546,8.246090909090908,2.075818181818182,7.166666666666667,0.6852222222222222,191.177,7.41675,198.59375,2.5415
2011-02-09,9.738545454545454,13.022909090909092,3.2840000000000003,9.485999999999999,0.5694444444444444,192.10525,9.0235,201.129,3.4375
2011-02-10,10.493545454545455,13.804272727272728,3.3107272727272727,9.347,0.7367777777777778,191.21875,9.5,200.71875,3.375
2011-02-11,8.198363636363636,10.109909090909092,1.9115454545454547,9.179333333333334,0.6393333333333333,191.573,8.45825,200.03125,2.875
2011-02-12,7.600727272727273,9.07909090909091,1.478181818181818,11.833,0.5555555555555556,192.41975000000002,9.405000000000001,201.82475,2.979
2011-02-13,19.161545454545454,24.978545454545454,5.817,16.375,0.7036666666666667,192.70825,13.2395,205.94825,4.125
2011-02-14,21.742545454545454,33.617363636363635,11.87509090909091,14.5,0.6204444444444444,192.37475,17.14575,209.52075,4.6875
2011-02-15,13.022727272727273,19.842181818181817,6.819545454545454,9.694333333333333,0.6311111111111111,191.97925,12.5345,204.514,3.521
2011-02-16,14.259727272727273,22.676363636363636,8.416636363636364,8.75,1.0972222222222223,189.0,11.500333333333332,200.5,3.5835
2011-02-17,10.773909090909092,16.145454545454545,5.371545454545455,8.222,0.8796666666666667,188.80566666666667,9.833333333333334,198.63866666666664,3.0625
2011-02-18,7.612399999999999,10.2374,2.625,5.208333333333333,0.5277777777777778,189.65266666666665,8.069333333333333,197.72199999999998,2.7705
2011-02-19,9.504,11.7186,2.2146999999999997,7.819333333333333,0.6775555555555556,191.15233333333333,10.468666666666666,201.621,2.9165
2011-02-20,17.619,25.117,7.4979,11.608666666666666,1.148111111111111,193.88625,14.593,208.47925,3.589
2011-02-21,27.533299999999997,43.7332,16.200200000000002,27.125333333333334,2.3445555555555555,194.70825,21.77075,216.47899999999998,5.125
2011-02-22,21.354300000000002,26.6834,5.329,24.069666666666667,1.3796666666666666,193.125,17.48975,210.61475000000002,3.854
2011-02-23,16.8958,26.5209,9.6249,17.847333333333335,1.287111111111111,192.3875,19.122,211.5095,4.5
2011-02-24,8.687700000000001,10.1625,1.475,26.389,1.624888888888889,192.41675,9.54175,201.95825,3.104
2011-02-25,15.1542,18.8249,3.6706000000000003,24.111,0.8842222222222222,193.208,16.17675,209.38575,4.125
2011-02-26,6.3609,7.4563999999999995,1.0956,9.458333333333334,0.48777777777777775,192.302,8.1985,200.50025,2.4375
2011-02-27,10.802600000000002,13.605099999999998,2.8023,10.472,0.3888888888888889,187.281,10.5625,197.8435,2.6875
2011-02-28,14.343,19.2727,4.9299,9.417,0.44433333333333336,187.28125,12.625250000000001,199.90625,2.75
2011-03-01,27.8209,37.4168,9.5959,13.747,1.3703333333333334,183.98575,21.6575,205.643,4.104
2011-03-02,21.074199999999998,32.290499999999994,11.2163,14.652666666666667,0.609,183.01475,32.56675,215.58125,3.771
2011-03-03,8.3376,10.2001,1.8625,15.694333333333333,0.2361111111111111,183.7605,9.85425,193.61475000000002,2.75
2011-03-04,6.9863,7.847200000000001,0.8608,12.124666666666668,0.12077777777777778,184.32725,9.558499999999999,193.886,2.542
2011-03-05,19.0009,30.8659,11.864999999999998,8.110999999999999,0.4305555555555556,191.499,21.8325,213.3315,4.2015
2011-03-06,22.1305,42.1824,20.0518,14.139000000000001,1.6944444444444444,194.02075,23.88525,217.90625,6.3125
2011-03-07,13.7126,16.9498,3.2375999999999996,26.583,1.3890000000000002,193.27075,16.50025,209.77100000000002,4.9795
2011-03-08,14.1709,16.9709,2.8,26.861,1.175888888888889,192.986,14.6895,207.67525,5.271
2011-03-09,13.0084,15.7666,2.7582,22.542,0.49988888888888894,191.59375,13.54175,205.13524999999998,4.855
2011-03-10,9.791599999999999,11.7791,1.9875,11.902666666666667,0.18044444444444446,190.09375,10.8335,200.927,3.5625
2011-03-11,8.576699999999999,10.4015,1.8247999999999998,15.013666666666666,1.0822222222222222,190.36700000000002,9.96175,200.32874999999999,3.5
2011-03-12,6.7894000000000005,8.8649,2.0757,10.625,0.4073333333333333,190.74975,8.94775,199.69774999999998,3.4375
2011-03-13,13.452454545454545,17.983090909090908,4.530818181818182,11.361333333333334,0.5396666666666667,191.0105,12.323,203.33350000000002,3.9165
2011-03-14,18.608545454545457,24.042454545454543,5.434272727272727,13.152666666666667,1.1847777777777777,191.35125,14.461500000000001,205.8125,5.0
2011-03-15,15.515272727272729,19.43763636363636,3.922636363636364,18.25,0.9261111111111112,191.55525,15.01975,206.57475,4.7295
2011-03-16,24.20463636363636,28.947000000000003,4.742454545454546,14.25,1.3657777777777778,191.89575,16.7815,208.677,4.7705
2011-03-17,25.049090909090907,32.06809090909091,7.018818181818181,18.013666666666666,0.6342222222222222,191.95850000000002,24.81225,216.77075,6.833
2011-03-18,14.233454545454547,18.892363636363637,4.658818181818182,13.208333333333334,0.6612222222222222,193.3535,20.47525,213.829,7.1045
2011-03-19,6.119454545454545,7.353363636363636,1.2337272727272728,3.875,0.06944444444444445,189.625,9.198,198.82325,3.4795
2011-03-20,11.694090909090908,14.847545454545456,3.153090909090909,11.305666666666667,1.0536666666666668,191.53325,11.82525,203.35825,4.3325
2011-03-21,14.893727272727272,17.510636363636365,2.616727272727273,14.086333333333334,1.036888888888889,204.649,18.4998,223.14839999999998,4.904
2011-03-22,23.125272727272726,32.31154545454546,9.186363636363636,23.93166666666667,2.601777777777778,192.2045,19.22225,211.42675,5.3795
2011-03-23,17.75372727272727,21.23481818181818,3.481,11.153,0.2823333333333333,187.853,17.9804,205.83339999999998,4.5835
2011-03-24,9.719727272727273,11.511545454545455,1.7915454545454546,15.235999999999999,0.8656666666666667,188.8742,10.3414,199.2152,5.896
2011-03-25,4.328090909090909,5.079090909090909,0.7509999999999999,14.194333333333333,0.4976666666666667,191.047,7.313599999999999,198.3606,3.646
2011-03-26,9.635363636363637,11.720181818181818,2.0847272727272728,11.652666666666667,0.4094444444444444,192.7636,8.416599999999999,201.18040000000002,3.9850000000000003
2011-03-27,21.234727272727273,26.162909090909093,4.928,21.111333333333334,2.5325555555555557,194.525,14.4168,208.94160000000002,4.896
2011-03-28,15.443272727272728,21.584727272727275,6.141090909090909,26.597333333333335,1.5417777777777777,193.0334,14.1834,207.21660000000003,4.729
2011-03-29,21.147636363636362,26.26518181818182,5.117545454545454,19.0,1.6296666666666666,193.4166,15.9332,209.3502,4.7085
2011-03-30,18.257454545454546,22.82190909090909,4.564363636363637,14.166666666666666,1.7931111111111113,190.2462,14.0224,204.26839999999999,4.0625
2011-03-31,9.716000000000001,11.655181818181818,1.9394545454545453,8.291666666666666,0.5741111111111111,186.5834,9.208400000000001,195.79180000000002,3.7085
2011-04-01,22.136272727272726,25.50390909090909,3.367363636363636,,2.074111111111111,190.578,17.6884,208.26639999999998,4.9375
2011-04-02,17.094727272727273,21.458454545454547,4.363636363636363,,2.046333333333333,189.1748,15.8084,204.98360000000002,4.375
2011-04-03,3.799909090909091,5.128454545454545,1.3287272727272728,,0.3188888888888889,187.214,6.1756,193.3898,2.0415
2011-04-04,10.17081818181818,12.891909090909092,2.7210909090909094,,0.4026666666666667,189.0084,9.0166,198.025,2.667
2011-04-05,19.445272727272727,23.71109090909091,4.265818181818182,,1.301,190.903,13.902199999999999,204.80540000000002,3.75
2011-04-06,23.046181818181818,27.529636363636367,4.483454545454546,,2.0926666666666667,191.09675,17.608,208.70475,3.723
2011-04-07,17.261545454545455,21.424181818181818,4.162727272727273,,1.676,187.3416,14.2166,201.5586,3.0205
2011-04-08,13.85609090909091,16.734727272727273,2.878818181818182,,0.7594444444444445,185.1468,10.5976,195.7442,3.042
2011-04-09,10.738636363636363,14.552999999999999,3.814363636363636,,0.5972222222222222,186.0502,13.475,199.525,3.458
2011-04-10,13.523090909090909,15.942454545454545,2.4194545454545455,,2.019111111111111,189.675,14.246800000000002,203.9218,4.354
2011-04-11,15.517181818181818,18.426545454545455,2.9092727272727275,,1.6341111111111113,189.525,13.1418,202.66680000000002,4.146
2011-04-12,18.719818181818184,21.962090909090907,3.2424545454545455,,0.9491111111111111,190.6886,11.970600000000001,202.6592,3.8335
2011-04-13,24.37127272727273,29.890272727272727,5.519,,2.4352222222222224,191.0834,16.4668,207.55,4.521
2011-04-14,27.712090909090907,31.54536363636364,3.8333636363636363,,4.453666666666667,191.425,19.525,210.95,5.2085
2011-04-15,24.92809090909091,28.738818181818182,3.8105454545454545,,2.138888888888889,190.90879999999999,19.2524,210.1612,4.917
2011-04-16,9.920454545454545,13.287909090909091,3.3674545454545455,,0.6666666666666666,189.0416,12.9498,201.9916,3.5625
2011-04-17,9.096,9.889909090909091,0.7938181818181818,,0.7628888888888888,189.0682,7.9826,197.0508,2.667
2011-04-18,19.52136363636364,22.932818181818185,3.411363636363636,,1.0144444444444443,188.15,16.2416,204.39180000000002,4.333
2011-04-19,10.344636363636363,12.295363636363636,1.9506363636363637,,0.46311111111111114,187.7096,10.904399999999999,198.6138,3.3545
2011-04-20,7.023454545454545,8.030999999999999,1.0075454545454545,,0.17144444444444443,187.2424,10.6402,197.8826,3.549
2011-04-21,18.007545454545454,21.632727272727273,3.625,,1.936777777777778,189.5834,15.708400000000001,205.29160000000002,3.792
2011-04-22,23.530363636363635,27.356090909090913,3.8256363636363635,,1.3102222222222222,188.43779999999998,19.45,207.8882,4.1045
2011-04-23,10.242454545454546,11.549272727272728,1.3068181818181819,,0.6481111111111111,185.425,10.9084,196.3334,3.25
2011-04-24,9.702363636363636,10.996454545454545,1.293909090909091,,0.8683333333333333,188.848,12.804599999999999,201.6528,3.875
2011-04-25,14.36290909090909,19.208363636363636,4.845272727272728,,1.119875,189.1918,13.158199999999999,202.3502,4.167
2011-04-26,17.526545454545456,21.59072727272727,4.064363636363637,,2.046875,188.2834,15.158199999999999,203.4418,3.917
2011-04-27,10.772727272727273,13.80290909090909,3.030272727272727,,0.92175,186.0888,10.8168,196.90540000000001,3.354
2011-04-28,12.738545454545454,15.196727272727271,2.4582727272727274,,0.718625,186.2706,12.942599999999999,199.21359999999999,4.0
2011-04-29,14.386363636363637,17.257545454545454,2.871272727272727,,1.7605,189.1196,12.4708,201.5902,3.875
2011-04-30,11.609818181818182,13.977272727272727,2.367272727272727,,1.390625,187.48340000000002,13.0916,200.575,3.3335
2011-05-01,8.591363636363637,11.035545454545455,2.444,,0.880375,184.8108,10.711400000000001,195.522,2.875
2011-05-02,11.502545454545453,13.780727272727272,2.2782727272727272,,1.05725,190.4584,12.6834,203.14180000000002,4.042
2011-05-03,13.121181818181817,14.537818181818182,1.4165454545454546,,0.864625,191.8168,15.533199999999999,207.35,4.646
2011-05-04,9.378727272727273,10.965909090909092,1.5871818181818182,,1.35925,190.0798,12.0318,202.1112,3.6665
2011-05-05,7.901454545454545,8.704545454545455,0.8030909090909091,,0.70825,189.0584,9.05,198.10840000000002,2.875
2011-05-06,11.954636363636364,13.988727272727273,2.034090909090909,,1.05725,188.72359999999998,9.4626,198.1864,3.0650000000000004
2011-05-07,13.695181818181817,16.742636363636365,3.0472727272727274,,1.66375,187.8998,12.991800000000001,200.89159999999998,3.4375
2011-05-08,12.808454545454545,17.10636363636364,4.298,,2.918375,186.8444,13.2554,200.0996,3.771
2011-05-09,13.212636363636364,14.753727272727273,1.5410909090909088,,1.760375,187.0416,15.000200000000001,202.0416,3.708
2011-05-10,20.488727272727274,31.302999999999997,10.814454545454545,,1.78125,183.24200000000002,20.2416,203.48340000000002,3.979
2011-05-11,17.223545454545455,24.734909090909092,7.511363636363637,,0.77075,181.6848,21.9532,203.638,3.521
2011-05-12,16.890090909090908,24.83336363636364,7.943272727272728,,0.510375,181.27519999999998,19.4,200.675,3.5625
2011-05-13,11.109818181818182,12.761181818181818,1.6515454545454546,,1.239625,187.3094,12.850999999999999,200.1606,3.9375
2011-05-14,11.223545454545455,12.431727272727272,1.2083636363636363,,1.807375,188.3416,12.4,200.7416,3.875
2011-05-15,10.691363636363636,11.871999999999998,1.1806363636363637,,2.119625,188.8478,11.7598,200.6076,3.25
2011-05-16,14.328545454545456,16.192636363636364,1.864090909090909,,1.90625,188.73340000000002,12.6918,201.4252,3.604
2011-05-17,13.818363636363637,16.238636363636363,2.4202727272727276,,1.297,187.35840000000002,13.4916,200.85,3.5835
2011-05-18,16.27281818181818,18.85618181818182,2.5832727272727274,,1.349,189.351,13.6692,203.0202,4.858499999999999
2011-05-19,16.918000000000003,19.52581818181818,2.6077272727272724,,2.05025,188.4212,14.139199999999999,202.5606,3.5205
2011-05-20,15.43327272727273,19.556454545454546,4.123454545454545,,1.9175,186.0702,15.612,201.68220000000002,3.2715
2011-05-21,13.1457,17.3082,4.1624,,1.697875,183.3248,15.3168,198.64159999999998,3.0835
2011-05-22,5.139,8.0968,2.9579999999999997,,0.499875,181.1806,9.934000000000001,191.1146,2.1875
2011-05-23,5.921363636363636,6.888454545454545,0.9673636363636363,,0.09722222222222222,180.9082,9.841800000000001,190.75,2.3335
2011-05-24,10.35,11.870090909090909,1.5200909090909092,,0.39366666666666666,181.8832,14.333400000000001,196.2164,3.021
2011-05-25,18.037909090909093,21.735,3.697181818181818,,2.139,183.44400000000002,18.4872,201.9314,3.8125
2011-05-26,20.265272727272727,23.55309090909091,3.2878181818181815,,1.8842222222222225,184.54180000000002,20.0402,204.5818,3.4375
2011-05-27,12.507636363636363,14.162909090909091,1.6553636363636364,,0.31955555555555554,181.45,13.3,194.75,2.5625
2011-05-28,15.280363636363637,19.340818181818182,4.060727272727273,,0.3612222222222222,182.475,18.0334,200.5084,4.167
2011-05-29,3.436,4.318636363636364,0.8825454545454545,,0.17866666666666664,178.3512,9.9926,188.3434,2.0835
2011-05-30,3.6544545454545454,4.700818181818182,1.0461818181818183,,0.1297777777777778,181.9666,7.6166,189.5834,2.1875
2011-05-31,13.894,17.697,3.8030909090909093,,1.0277777777777777,184.1252,12.35,196.47480000000002,3.0
2011-06-01,15.549090909090909,18.697,3.147727272727273,,1.1635555555555557,184.0094,13.3058,197.3152,3.1045
2011-06-02,15.447000000000001,21.13090909090909,5.683909090909091,,1.2732222222222223,184.802,13.9518,198.7538,3.1875
2011-06-03,16.057363636363636,20.313181818181818,4.2558181818181815,,2.5045555555555556,186.39159999999998,17.333199999999998,203.725,4.7085
2011-06-04,14.344545454545454,18.257545454545454,3.913,,2.6202222222222225,184.5498,15.075,199.6248,4.229
2011-06-05,11.852363636363636,15.994181818181818,4.141727272727272,,2.4444444444444446,184.8598,13.9536,198.8132,3.8125
2011-06-06,16.119727272727275,18.457727272727272,2.337727272727273,,1.6715555555555557,188.78719999999998,17.9452,206.73200000000003,4.3235
2011-06-07,15.643727272727272,17.69690909090909,2.052909090909091,,1.499888888888889,189.9232,16.674,206.59699999999998,3.886
2011-06-08,11.841454545454546,13.656,1.8145454545454547,,1.1561249999999998,187.60840000000002,12.5502,200.1584,2.875
2011-06-09,13.409090909090908,15.992454545454546,2.583181818181818,,1.81775,186.43800000000002,12.1798,198.61759999999998,2.9375
2011-06-10,16.269000000000002,20.443181818181817,4.174181818181818,,1.203125,187.6918,14.383199999999999,202.0748,3.396
2011-06-11,10.352272727272727,12.92790909090909,2.575818181818182,,0.552125,187.7416,14.6,202.3418,3.5835
2011-06-12,10.977454545454545,14.436363636363637,3.459,,0.858625,191.248,15.3612,206.6094,4.229
2011-06-13,11.910636363636364,14.668909090909091,2.758090909090909,,0.864625,183.932,13.863,197.79500000000002,3.6875
2011-06-14,11.337,13.886272727272727,2.5492727272727276,,1.031375,184.3418,13.3212,197.663,3.2295
2011-06-15,16.017454545454545,19.38418181818182,3.3663636363636367,,1.1528888888888889,185.4022,14.732400000000002,200.1344,3.125
2011-06-16,12.416636363636364,14.852272727272727,2.435636363636364,,0.5554444444444444,185.2544,14.180000000000001,199.4344,2.604
2011-06-17,12.780363636363637,14.765181818181818,1.9848181818181816,,0.7963333333333333,184.14159999999998,12.925,197.0666,3.292
2011-06-18,17.875,21.96218181818182,4.087272727272727,,1.0232222222222223,186.34980000000002,17.2084,203.5584,4.8545
2011-06-19,13.381727272727273,17.754454545454546,4.372636363636364,,1.5458888888888889,185.3732,13.781600000000001,199.1548,4.3335
2011-06-20,15.346454545454547,18.964363636363636,3.6179090909090905,,0.9492222222222222,182.89679999999998,13.314000000000002,196.2108,3.2685
2011-06-21,13.263454545454545,17.039363636363635,3.776090909090909,,1.5833333333333333,181.1318,13.140199999999998,194.272,2.923
2011-06-22,15.628818181818183,23.325636363636363,7.696909090909091,,2.3471111111111114,183.175,17.275,200.45,3.5625
2011-06-23,12.625,23.82190909090909,11.197000000000001,,2.3008888888888888,180.199,14.734200000000001,194.933,2.521
2011-06-24,10.719636363636363,19.261363636363637,8.541636363636364,,2.606444444444444,178.0334,11.9334,189.9666,2.479
2011-06-25,8.276545454545454,15.39390909090909,7.117545454545455,,1.6203333333333334,178.3748,11.166599999999999,189.54180000000002,2.0625
2011-06-26,4.109818181818182,8.391636363636364,4.281818181818182,,0.9515555555555556,175.8532,6.2905999999999995,182.144,1.3335
2011-06-27,6.476454545454545,10.995090909090909,4.518272727272727,,1.0184444444444445,176.6156,8.889199999999999,185.5048,1.875
2011-06-28,10.216800000000001,16.9791,6.7625,,1.7361111111111112,178.7998,11.825,190.6248,2.604
2011-06-29,12.341800000000001,21.193099999999998,8.8514,,2.4721111111111114,182.9328,16.0822,199.01500000000001,3.125
2011-06-30,14.621090909090908,20.29009090909091,5.669181818181818,,2.8795555555555556,182.5538,16.5992,199.153,2.854
2011-07-01,12.333454545454545,19.318181818181817,6.984909090909091,,0.9953333333333334,180.825,14.5334,195.35819999999998,3.1455
2011-07-02,8.227272727272727,11.822000000000001,3.594727272727273,,0.7083333333333334,181.5164,13.4418,194.9584,2.958
2011-07-03,10.331545454545454,13.505818181818182,3.174545454545455,,1.347888888888889,188.3662,15.1504,203.517,3.646
2011-07-04,13.284818181818183,19.399181818181816,6.114545454545455,,1.273111111111111,185.9022,16.0798,201.982,3.521
2011-07-05,12.761272727272727,14.939272727272726,2.178090909090909,,1.4398888888888888,187.8992,17.5822,205.4816,4.279
2011-07-06,13.396727272727274,15.909454545454544,2.512909090909091,,1.8492222222222223,189.3074,14.5622,203.8696,3.5250000000000004
2011-07-07,13.077,21.599,8.522,,0.7314444444444445,179.79000000000002,16.186600000000002,195.9768,3.229
2011-07-08,9.253636363636364,19.39781818181818,10.14390909090909,,1.425888888888889,181.9918,16.6,198.5916,2.271
2011-07-09,7.458363636363637,13.458363636363636,5.999909090909091,,1.2547777777777778,181.6666,14.125,195.79180000000002,1.8335
2011-07-10,7.1616363636363625,11.023909090909092,3.8622727272727273,,1.6327777777777779,181.24439999999998,12.821000000000002,194.0658,1.8955000000000002
2011-07-11,6.955909090909091,11.838090909090909,4.882545454545454,,1.0325555555555554,182.096,13.027199999999999,195.1232,1.979
2011-07-12,9.390090909090908,19.030454545454546,9.64,,1.2962222222222222,182.7235,16.425,199.1485,2.4165
2011-07-13,8.10209090909091,16.18736363636364,8.085363636363637,,1.4722222222222223,181.00025,14.219000000000001,195.21875,2.1045
2011-07-14,9.397454545454545,16.99481818181818,7.597363636363636,,1.402888888888889,182.02675,15.00375,197.031,2.0625
2011-07-15,13.394,19.52281818181818,6.128818181818182,,1.9492222222222222,182.22175,18.15325,200.375,2.8125
2011-07-16,12.678545454545455,17.272727272727273,4.5942727272727275,,1.9861111111111112,186.05225000000002,17.625,203.67725000000002,3.0625
2011-07-17,8.184,10.512,2.328,,1.7293333333333334,181.58724999999998,14.57625,196.164,2.75
2011-07-18,3.8877272727272727,5.747272727272727,1.859727272727273,,0.46755555555555556,177.72899999999998,11.2915,189.02075,1.292
2011-07-19,2.615818181818182,4.141909090909091,1.526090909090909,,0.29633333333333334,172.35425,8.646,180.99975,1.0
2011-07-20,3.2467272727272727,4.7690909090909095,1.5224545454545455,,0.24155555555555555,173.0445,10.904250000000001,183.94825,1.478
2011-07-21,7.996272727272728,10.42809090909091,2.431909090909091,,0.625,181.35525,12.4425,193.7975,2.0835
2011-07-22,10.185636363636364,14.431727272727272,4.246181818181818,,1.2825555555555554,182.35425,11.9375,194.29149999999998,2.0625
2011-07-23,8.061454545454545,10.362454545454545,2.301090909090909,,1.2592222222222222,182.8645,12.67725,195.54149999999998,2.167
2011-07-24,7.980272727272728,9.284545454545453,1.3043636363636362,,1.4735555555555555,185.2355,12.8535,198.0895,2.521
2011-07-25,9.163272727272727,11.943636363636363,2.7804545454545457,,1.1943333333333335,183.308,11.41925,194.72725,2.146
2011-07-26,10.640181818181818,14.89390909090909,4.253818181818182,,1.1714444444444443,185.073,13.47925,198.552,2.2705
2011-07-27,8.943090909090909,14.371272727272727,5.428090909090909,,1.550888888888889,178.28125,11.146,189.42725000000002,1.854
2011-07-28,10.858454545454547,18.50009090909091,7.641636363636363,,2.337888888888889,180.909,14.75925,195.668,2.646
2011-07-29,11.472181818181818,16.840818181818182,5.368636363636363,,1.8287777777777778,182.37525,16.91675,199.292,2.9585
2011-07-30,9.15,13.3416,4.1917,,1.0693333333333335,180.7605,16.0105,196.77100000000002,2.8125
2011-07-31,7.5173000000000005,9.317400000000001,1.8000999999999998,,0.9902222222222221,184.60325,13.5555,198.15875,2.792
2011-08-01,9.2618,11.626000000000001,2.364,,1.1111111111111112,184.823,14.42625,199.24925,2.609
2011-08-02,9.3,11.9708,2.6708,,1.1157777777777778,182.63524999999998,13.6145,196.25,2.1665
2011-08-03,8.7918,12.9084,4.1166,,1.2776666666666667,178.9685,13.499749999999999,192.46875,1.8125
2011-08-04,10.3042,14.0583,3.7540999999999998,,1.6992222222222222,179.90625,15.4375,195.344,1.8335
2011-08-05,7.9148,11.331999999999999,3.4172,,0.9861111111111112,177.162,13.0795,190.24125,1.8915
2011-08-06,7.680666666666667,12.374888888888888,4.694555555555556,,1.4863333333333333,175.26024999999998,11.8855,187.1455,2.0625
2011-08-07,7.346555555555556,11.396666666666667,4.050000000000001,,1.4732222222222222,177.9115,13.69925,191.61075,1.979
2011-08-08,10.9053,17.2705,6.365,,1.5138888888888888,178.823,13.32275,192.14600000000002,2.375
2011-08-09,15.675,23.900100000000002,8.225100000000001,,2.416555555555556,182.34375,16.86475,199.20850000000002,3.354
2011-08-10,15.3168,22.3783,7.0616,,3.0277777777777777,181.45850000000002,16.52075,197.97925,3.4375
2011-08-11,10.0773,16.2495,6.1721,,1.4213333333333333,179.97925,14.3125,194.29175,2.854
2011-08-12,9.4967,17.1116,7.6149000000000004,,0.980111111111111,180.61599999999999,13.86,194.47625,2.9795
2011-08-13,8.074111111111112,10.286999999999999,2.2127777777777777,,1.1528888888888889,179.55225000000002,11.844000000000001,191.39575,2.8335
2011-08-14,6.976,8.405777777777779,1.4298888888888888,,1.5796666666666666,179.96875,10.735999999999999,190.70475,2.354
