date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean,SO2_mean
2011-03-01,200.971,83.0,73.75,57.0,24.3585,35.833333333333336,57.236,21.402666666666665,18.4795,17.333333333333332,121.5,79.146,29.0,225.3295,4.4815000000000005,1.0
2011-03-02,196.172,88.0,80.8955,67.0,19.8445,31.577333333333332,46.15266666666667,14.575666666666669,15.7085,15.065333333333333,94.5,68.6875,37.0,216.0165,3.779,1.083
2011-03-03,196.22899999999998,88.0,62.208,43.0,14.125,18.444666666666667,23.319333333333333,4.874666666666667,11.5625,12.263666666666666,108.5,67.4585,34.0,210.3545,3.521,1.0
2011-03-04,197.85399999999998,81.5,60.7915,51.5,13.1455,12.583333333333334,14.875,2.2916666666666665,14.021,14.042,62.5,52.25,36.5,211.0,3.326,1.0
2011-03-05,203.22750000000002,89.5,87.1875,84.0,24.4235,34.415,57.52333333333333,23.10833333333333,13.282499999999999,11.71,90.0,52.125,25.0,227.651,5.022,1.0
2011-03-06,213.4105,91.5,85.104,75.0,39.6495,39.964333333333336,104.45033333333333,64.486,24.3545,26.264,146.5,109.5,78.0,253.06,7.0625,1.25
2011-03-07,197.92950000000002,90.5,69.354,50.0,22.0225,28.888666666666666,44.06933333333333,15.180666666666667,26.9375,29.778000000000002,151.5,122.8545,105.5,219.952,4.7165,1.174
2011-03-08,196.4125,78.0,65.2915,52.5,15.932,22.671333333333333,30.933333333333334,8.262333333333332,13.479,14.458333333333334,102.5,91.0625,75.0,212.34449999999998,3.896,1.083
2011-03-09,198.7705,88.0,86.2085,76.0,21.3335,29.055666666666667,39.5,10.444333333333333,17.229,17.180666666666667,89.0,69.521,49.0,220.10399999999998,4.0835,1.042
2011-03-10,197.0625,87.0,79.0835,68.5,14.9165,20.333333333333332,24.180666666666667,3.847,5.521,5.597333333333334,70.5,48.4375,19.5,211.97899999999998,3.468,1.0
2011-03-11,198.452,77.0,65.7295,46.5,16.6115,18.226333333333333,21.947333333333333,3.721,12.2085,11.639000000000001,111.5,71.3545,34.5,215.063,3.6665,1.5
2011-03-12,197.1345,79.5,35.896,15.5,14.3635,20.819,27.550666666666668,6.731999999999999,5.75,6.300333333333334,114.5,69.208,37.5,211.4985,3.3485,1.522
2011-03-13,198.42849999999999,58.0,33.208,19.5,13.6135,16.652666666666665,19.221999999999998,2.5693333333333332,6.0,5.875333333333333,95.0,63.8335,30.5,212.04149999999998,2.7409999999999997,1.0
2011-03-14,201.185,66.0,48.9375,31.0,18.185000000000002,31.721,42.553666666666665,10.833,12.375,11.264000000000001,103.0,68.9375,30.0,219.36950000000002,3.7705,1.917
2011-03-15,203.44,70.5,41.9375,21.0,24.055,30.618,59.025666666666666,28.407666666666668,18.483,18.054000000000002,121.0,74.625,43.0,227.4955,4.654,1.708
2011-03-16,199.9375,60.5,40.9795,26.5,16.771,27.361,33.611333333333334,6.25,17.021,17.361,103.5,73.896,29.5,216.70850000000002,3.536,1.958
2011-03-17,204.9865,91.0,81.7085,55.0,29.7195,44.778999999999996,66.504,21.725333333333335,35.25,32.5,101.5,66.6665,47.0,234.70600000000002,5.9375,1.375
2011-03-18,207.25,90.5,84.333,77.0,28.567,31.902666666666665,50.73266666666667,18.829666666666668,31.9165,31.736,115.0,94.875,76.5,235.817,6.229,1.167
2011-03-19,199.922,89.0,37.625,20.0,17.2925,23.654,35.151666666666664,11.497333333333332,9.4125,10.313,108.0,88.875,63.5,217.2145,3.3785,1.0
2011-03-20,198.22899999999998,57.5,39.1045,28.5,15.957999999999998,23.915000000000003,28.364666666666665,4.449666666666666,13.604,13.903,115.5,80.854,40.0,214.1875,3.4375,2.167
2011-03-21,195.9375,36.0,26.271,16.0,12.4375,16.333333333333332,18.444333333333333,2.111,8.083,8.25,110.5,76.854,46.5,208.375,2.6665,1.042
2011-03-22,214.80349999999999,44.0,35.896,30.0,39.7425,61.129,122.85000000000001,61.721000000000004,32.0115,27.724666666666664,141.5,98.2915,41.0,254.546,7.234500000000001,3.217
2011-03-23,200.4645,90.5,68.771,45.5,24.9075,44.81166666666667,61.297,16.485,32.0415,32.243,116.5,94.875,75.5,225.3725,5.529,1.75
2011-03-24,199.911,91.0,77.104,40.5,21.265500000000003,35.65566666666667,51.821,16.165333333333333,11.625,11.736333333333334,104.0,79.729,59.5,221.1765,4.979,1.083
2011-03-25,205.58350000000002,63.0,41.7915,25.0,23.3125,25.75,42.458333333333336,16.708333333333332,8.9375,10.708333333333334,129.0,90.521,53.5,228.89600000000002,4.775,1.0
2011-03-26,200.99200000000002,46.0,31.792,18.5,16.7895,26.812,37.85166666666667,11.039333333333332,10.1585,10.583333333333334,105.0,78.146,46.0,217.782,3.7765,1.045
2011-03-27,205.2295,62.5,39.542,20.5,18.479,32.0,39.43066666666667,7.4303333333333335,13.3335,13.583333333333334,133.0,93.0835,45.0,223.70850000000002,3.7705,1.667
2011-03-28,207.542,66.0,45.229,24.0,26.6875,40.278333333333336,58.214333333333336,17.935666666666666,29.1665,34.232,165.5,109.1875,62.0,234.22899999999998,5.0649999999999995,2.875
2011-03-29,203.548,55.0,37.4585,18.0,16.883,27.290000000000003,32.03933333333333,4.749666666666666,14.375,16.047666666666668,156.0,114.4795,66.5,220.4315,3.417,1.958
2011-03-30,194.1245,58.5,50.396,40.5,14.725,23.406666666666666,26.592000000000002,3.1846666666666668,11.75,14.527666666666667,187.0,152.16649999999998,123.0,208.8485,2.729,1.75
2011-03-31,190.2295,86.5,57.4375,37.0,12.4375,12.263666666666666,13.583333333333334,1.3193333333333335,9.0835,14.319666666666668,185.5,140.625,81.0,202.667,2.9785,1.261
2011-04-01,205.1705,71.5,53.3955,30.5,19.497500000000002,32.35066666666666,42.87966666666667,10.529,17.125,17.055666666666667,149.5,111.7915,63.0,224.66750000000002,3.125,2.167
2011-04-02,198.333,80.0,57.3125,35.0,24.4375,37.708333333333336,52.30566666666667,14.597333333333333,29.0375,31.375,186.0,135.5205,88.5,222.77100000000002,4.875,2.667
2011-04-03,194.64600000000002,72.5,54.5625,38.5,13.5415,12.819666666666668,14.652666666666667,1.8333333333333333,11.8125,12.986333333333334,93.5,79.333,71.5,208.1875,2.4909999999999997,1.167
2011-04-04,195.3195,72.5,50.589,22.0,14.5365,19.166,23.221,4.0553333333333335,10.85,11.795333333333332,132.5,87.021,58.0,209.856,2.2915,1.167
2011-04-05,200.9205,65.5,39.5205,23.0,19.0895,34.125,45.014,10.888666666666666,15.521,14.653,153.0,99.8125,36.5,220.01,3.104,2.75
2011-04-06,221.7955,81.0,51.875,25.5,26.481499999999997,47.013666666666666,66.93066666666667,19.916666666666668,23.337,24.375,186.0,135.9375,77.0,248.277,4.145,3.435
2011-04-07,197.5135,76.5,59.945499999999996,36.5,21.6955,33.70166666666666,44.352666666666664,10.650999999999998,19.3375,21.404,197.0,158.542,118.5,219.2095,3.3315,2.739
2011-04-08,191.125,72.5,61.1665,52.0,14.4585,20.597666666666665,23.719666666666665,3.122,12.848500000000001,14.621,184.0,173.41649999999998,158.5,205.583,2.2525,1.542
2011-04-09,202.458,99.5,92.354,66.5,18.0835,22.819333333333333,26.458333333333332,3.638666666666667,13.1875,19.138666666666666,175.5,159.41649999999998,122.5,220.54149999999998,2.895,1.417
2011-04-10,193.09449999999998,96.5,65.0415,36.0,14.953,11.840333333333334,13.250666666666666,1.4096666666666666,13.5415,15.583333333333334,173.0,138.58350000000002,101.5,208.047,2.875,1.417
2011-04-11,217.6525,99.5,76.4165,45.0,24.1085,31.732,49.73566666666667,18.003666666666664,24.8335,28.846999999999998,186.5,137.3955,82.0,241.761,4.0415,2.292
2011-04-12,193.017,94.0,36.8545,14.5,13.945,14.416666666666666,16.346999999999998,1.9303333333333335,14.167,15.264000000000001,153.5,111.5835,74.5,206.962,2.211,1.087
2011-04-13,213.39100000000002,72.0,57.4585,41.0,25.174,43.308,54.13233333333333,10.824,23.375,25.607,188.0,137.58350000000002,70.5,238.565,3.604,2.87
2011-04-14,214.04149999999998,87.0,61.2295,30.0,28.5625,49.633,63.17166666666666,13.538666666666666,30.9585,36.055,218.0,162.792,108.5,242.60399999999998,4.508,3.833
2011-04-15,202.115,98.5,68.896,47.0,21.2855,30.833333333333332,35.65266666666667,4.819333333333334,24.6875,30.486333333333334,222.0,184.9375,151.0,223.4005,3.2655,3.917
2011-04-16,195.536,99.5,67.0415,32.5,17.0535,21.226000000000003,24.88633333333333,3.6606666666666663,16.75,21.666666666666668,231.0,185.708,131.0,212.5895,2.8125,2.042
2011-04-17,195.3295,77.0,49.479,34.5,16.432000000000002,10.805333333333332,11.888666666666666,1.0833333333333333,13.729,15.486333333333334,175.0,138.042,97.5,211.7615,2.1665,1.375
2011-04-18,195.0815,84.5,68.1665,51.0,19.189,20.951999999999998,27.015333333333334,6.062666666666668,12.883,15.725,176.0,149.72899999999998,122.5,214.27100000000002,2.8920000000000003,1.0
2011-04-19,194.5115,99.5,85.2085,52.0,18.968,22.052000000000003,28.511,6.459,9.0625,12.444333333333333,173.5,111.167,69.5,213.48000000000002,2.8335,1.083
2011-04-20,196.437,76.5,62.25,40.5,18.734499999999997,22.862,32.35733333333334,9.495,8.1685,8.722666666666667,162.0,108.3545,59.5,215.171,3.086,1.182
2011-04-21,198.708,95.0,79.8335,60.5,19.8335,24.236,34.208333333333336,9.972333333333333,10.527999999999999,12.735999999999999,161.0,123.604,89.5,218.54149999999998,3.3255,1.375
2011-04-22,213.36950000000002,98.5,82.354,64.5,21.5215,34.495666666666665,43.523,9.027333333333333,21.104,24.314333333333334,178.5,153.14600000000002,115.0,234.8915,3.3335,2.708
2011-04-23,207.676,99.5,97.25,85.0,14.788,18.805666666666667,21.652666666666665,2.847,9.5625,19.166666666666668,184.0,164.8125,150.5,222.464,2.458,1.333
2011-04-24,193.549,98.5,55.4795,30.0,15.312999999999999,12.069666666666668,13.485999999999999,1.4166666666666667,9.479,12.902666666666667,201.0,162.583,113.5,208.862,2.805,1.304
2011-04-25,196.01850000000002,97.0,60.833,26.5,20.6325,30.262666666666664,39.35833333333333,9.096,15.171,17.467000000000002,191.0,148.8545,105.0,216.65,3.761,1.5
2011-04-26,198.89600000000002,84.5,52.875,40.5,22.8545,35.264,47.31933333333333,12.055333333333332,19.3955,22.583333333333332,205.0,162.875,110.0,221.75,4.104,2.333
2011-04-27,205.02100000000002,99.5,84.5,67.0,16.3125,21.528000000000002,24.611333333333334,3.0833333333333335,32.759,44.861,226.0,195.333,152.0,221.33350000000002,2.75,1.917
2011-04-28,196.828,99.5,59.396,30.0,16.998,20.804666666666666,23.973333333333333,3.1690000000000005,15.146,21.56566666666667,242.5,197.75,148.5,213.826,2.7275,1.435
2011-04-29,194.864,88.5,57.604,37.0,17.5325,16.069333333333333,18.139,2.0693333333333332,11.0625,13.708333333333334,190.0,153.1875,123.5,212.3965,2.875,1.667
2011-04-30,200.89749999999998,97.5,68.6455,39.5,19.778,22.208333333333332,28.097333333333335,5.889,19.6875,23.236333333333334,221.5,175.333,119.5,220.676,3.3335,2.043
2011-05-01,194.6385,99.5,78.8335,55.5,16.492,13.467999999999998,14.843333333333334,1.3753333333333335,14.6385,20.805333333333333,209.5,187.16649999999998,160.0,211.13049999999998,2.417,1.583
2011-05-02,201.3955,98.0,47.125,22.0,21.7915,29.389,36.62466666666666,7.236,52.1665,69.55533333333334,245.0,199.833,158.5,223.1875,3.875,1.833
2011-05-03,197.25,99.5,77.3335,55.5,19.625,17.825666666666667,19.897666666666666,2.072,27.646,45.151666666666664,182.0,157.5,135.5,216.875,3.2605,1.0
2011-05-04,199.79000000000002,99.0,71.3125,42.5,17.587,17.300666666666668,18.973333333333333,1.6726666666666665,16.125,23.75,213.0,173.1875,133.0,217.377,2.9375,1.792
2011-05-05,194.513,94.5,72.0835,57.5,14.735499999999998,9.430666666666667,10.805333333333332,1.375,14.0,19.5,175.5,152.85399999999998,132.0,209.248,2.5625,1.042
2011-05-06,195.582,91.5,80.0515,63.5,17.919,21.95866666666667,28.55333333333333,6.594333333333334,14.019,20.252,193.5,160.5625,126.0,213.50150000000002,3.4130000000000003,1.0
2011-05-07,199.6095,99.0,95.4795,86.5,26.875,29.40433333333333,44.58733333333333,15.183,16.6045,23.778000000000002,187.5,171.3125,159.5,226.4845,3.771,0.958
2011-05-08,210.5625,99.0,66.2085,29.0,24.5,25.25,31.194666666666667,5.944333333333333,27.0415,33.986333333333334,253.0,206.58350000000002,156.5,235.0625,3.521,2.5
2011-05-09,205.7295,91.0,55.0,34.5,20.2085,31.264,38.125,6.861,22.2085,25.374666666666666,236.5,200.9375,165.5,225.9375,3.6435,2.375
2011-05-10,194.7825,99.5,79.9585,51.5,29.826,35.405,51.60366666666667,16.198333333333334,27.8955,37.166333333333334,276.5,228.208,181.5,224.6085,4.2085,2.208
2011-05-11,194.337,99.5,97.271,87.0,21.131,29.049333333333333,36.369,7.319333333333333,10.6045,16.415000000000003,174.5,152.3545,140.0,215.46800000000002,3.5685000000000002,0.917
2011-05-12,194.549,99.5,98.75,92.5,21.3445,28.930666666666667,38.30566666666667,9.375333333333332,10.875,15.180333333333332,167.0,156.04149999999998,141.0,215.89350000000002,3.703,1.0
2011-05-13,204.2175,99.0,87.708,68.0,24.7175,31.486,53.64633333333333,22.16,17.458,26.427666666666667,245.5,199.4375,164.5,228.935,4.4755,1.652
2011-05-14,202.7295,75.0,56.854,37.0,20.5205,30.014,38.278,8.264000000000001,33.125,48.18066666666667,237.5,198.97899999999998,163.5,223.25,3.75,2.667
2011-05-15,206.02100000000002,65.0,39.854,23.5,19.1455,20.486333333333334,23.472333333333335,2.986,18.354,21.916666666666668,245.5,206.7705,163.0,225.16649999999998,3.008,2.792
2011-05-16,214.50799999999998,78.0,64.2915,42.5,17.994500000000002,31.601,34.995333333333335,3.3946666666666663,22.6705,30.833333333333332,231.0,203.22899999999998,183.0,232.5025,2.979,3.625
2011-05-17,207.973,97.0,80.333,66.5,23.133,34.736333333333334,42.041666666666664,7.305666666666667,25.055,31.236,213.0,185.8125,162.0,231.106,3.9165,2.417
2011-05-18,204.99450000000002,99.5,73.958,41.5,26.1175,33.672333333333334,42.11233333333333,8.440333333333333,35.7395,41.31,244.5,198.75,158.0,231.112,4.534,2.435
2011-05-19,213.062,96.0,69.771,47.5,27.225,39.808,51.71366666666666,11.905666666666667,37.2085,42.94433333333333,246.0,209.97899999999998,169.5,240.286,4.375,3.167
2011-05-20,205.6235,88.0,74.125,61.0,23.237000000000002,35.46933333333333,41.87866666666667,6.4093333333333335,32.896,37.953,259.0,218.64600000000002,193.5,228.8595,3.3675,3.522
2011-05-21,199.3545,99.5,83.0415,68.0,21.979,25.847333333333335,30.583333333333332,4.7363333333333335,23.0,31.764,256.5,224.9795,200.5,221.33350000000002,2.684,2.375
2011-05-22,192.953,99.5,88.8545,59.5,24.560499999999998,11.022,13.583,2.5603333333333333,10.2345,15.916666666666666,287.0,206.2295,151.0,217.5135,2.042,1.417
2011-05-23,192.3225,99.5,79.4585,57.0,17.992,19.096999999999998,25.042,5.944333333333333,8.833,13.208333333333334,182.5,156.25,127.5,210.3145,2.7085,0.167
2011-05-24,193.712,99.5,85.0,59.5,19.716,26.958333333333332,33.333333333333336,6.375333333333333,9.0625,12.055333333333332,178.5,143.97899999999998,121.5,213.4275,2.914,0.391
2011-05-25,211.8195,89.5,64.708,28.5,24.743000000000002,40.722,65.55366666666667,24.831666666666667,19.714,23.561333333333334,234.0,188.10399999999998,137.5,236.5625,4.221,3.125
2011-05-26,196.27100000000002,99.5,81.1665,62.0,21.5,24.958333333333332,33.486333333333334,8.527666666666667,15.2915,20.569333333333333,217.5,192.417,162.0,217.77100000000002,3.3125,1.25
2011-05-27,196.8635,99.5,83.271,60.5,20.9375,28.026666666666667,34.567,6.540666666666667,13.1435,18.700666666666667,212.0,190.22899999999998,174.0,217.801,3.0389999999999997,1.182
2011-05-28,197.8235,99.5,99.4165,99.0,24.5515,28.670666666666666,37.67733333333333,9.006666666666666,7.8335,13.513666666666666,199.0,187.375,174.0,222.375,3.7915,1.0
2011-05-29,191.885,99.5,99.3125,99.0,17.4545,12.208333333333334,15.028,2.8196666666666665,1.9165,5.514,190.0,181.64600000000002,164.0,209.3395,2.5415,0.625
2011-05-30,187.6085,99.5,78.6875,56.5,14.6305,13.556666666666667,17.144000000000002,3.5869999999999997,3.1035,5.104666666666667,214.0,173.72899999999998,160.0,202.2395,2.0435,0.571
2011-05-31,190.99099999999999,70.5,60.875,52.5,14.3065,12.232333333333335,17.569,5.336000000000001,14.4375,14.763666666666666,180.5,152.4795,123.5,205.297,2.2915,0.958
2011-06-01,194.4985,81.5,64.1875,50.0,17.244500000000002,19.102333333333334,26.33966666666667,7.237333333333333,28.3425,30.766333333333336,186.0,156.8125,121.5,211.7425,2.542,1.458
