date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,CO_mean,SO2_mean
2011-01-01,203.2505,59.5,46.1665,39.0,19.5495,24.680333333333333,30.611333333333334,5.9303333333333335,19.9795,18.458,82.0,53.0835,21.5,222.801,4.845000000000001,1.696
2011-01-02,199.44,70.0,49.3335,24.5,16.788,17.495,22.038666666666668,4.543333333333333,14.5625,13.569666666666668,101.5,54.0415,25.0,216.2285,3.7915,1.708
2011-01-03,194.45850000000002,41.0,30.5415,18.5,11.2085,11.347333333333333,12.861333333333334,1.5136666666666667,3.458,3.236,93.0,63.125,38.0,205.667,2.604,1.125
2011-01-04,197.792,51.0,40.729,32.5,15.604,21.028000000000002,26.680666666666667,5.653,9.375,8.666666666666666,89.5,51.8545,18.0,213.39600000000002,3.8535,1.222
2011-01-05,196.8785,38.0,28.375,18.0,13.392,18.704666666666665,24.920666666666666,6.216,4.808999999999999,4.136,85.5,53.9165,31.0,210.27100000000002,3.18,
2011-01-06,205.4505,55.5,38.8335,25.0,24.296,36.448,58.62433333333333,22.176,12.1875,10.561666666666667,87.0,57.9795,29.5,229.7465,4.9399999999999995,4.5
2011-01-07,198.3145,55.5,35.729,21.5,15.902000000000001,20.319333333333333,26.347333333333335,6.027666666666666,5.2915,5.402666666666666,82.0,50.9585,29.5,214.2165,2.8695,1.0
2011-01-08,197.8615,41.5,31.6665,23.5,15.0795,13.552999999999999,15.547666666666666,1.9946666666666666,4.7085,4.416666666666667,85.0,54.9585,26.0,212.941,2.729,1.042
2011-01-09,202.0625,66.5,47.8125,37.0,23.625,31.013666666666666,43.416666666666664,12.402666666666667,18.854,16.583333333333332,93.0,55.5205,26.0,225.6875,4.854,2.0
2011-01-10,202.00400000000002,68.0,49.8955,31.0,28.177999999999997,38.75266666666667,66.32566666666666,27.572999999999997,18.596,17.916,94.0,61.5415,15.5,230.18200000000002,5.089,2.391
2011-01-11,197.24099999999999,69.5,51.875,31.0,24.8035,28.423000000000002,46.12266666666667,17.699333333333332,16.583,15.403,97.5,51.8125,16.0,222.04399999999998,3.9165,1.625
2011-01-12,197.42950000000002,44.0,31.3125,23.0,19.405,26.439666666666668,41.611333333333334,15.172000000000002,7.8125,6.597,59.5,34.3125,6.0,216.834,3.292,1.5
2011-01-13,208.30349999999999,58.5,43.375,35.0,37.11,45.873333333333335,114.43433333333333,68.56066666666668,19.9435,17.932333333333332,93.5,50.375,2.0,245.4135,6.5415,3.391
2011-01-14,201.77100000000002,50.0,34.4375,26.5,19.9775,26.513333333333332,42.78133333333333,16.268,10.1875,8.611333333333333,70.0,47.5,27.0,221.748,4.542,1.417
2011-01-15,213.208,44.5,40.2295,34.0,24.5,29.0,43.19433333333333,14.194333333333333,18.4165,14.916666666666666,60.0,41.0415,14.5,237.70850000000002,5.4165,2.708
2011-01-16,200.3505,48.0,39.25,33.0,21.3295,32.53333333333333,54.746,22.212333333333333,18.396,16.243333333333332,49.5,38.917,24.5,221.68,4.433999999999999,1.75
2011-01-17,197.214,54.0,42.729,31.5,17.494,28.066666666666666,46.61266666666666,18.546666666666667,11.7915,10.916666666666666,69.0,44.4375,25.0,214.70749999999998,3.8125,1.091
2011-01-18,207.6135,56.0,48.125,38.0,40.811,48.06333333333333,102.92566666666666,54.862,28.604,25.890333333333334,86.5,48.1875,10.5,248.4245,6.568,2.571
2011-01-19,200.952,62.0,53.6665,46.5,26.515500000000003,30.87766666666667,56.458333333333336,25.580666666666662,25.0415,23.718333333333334,97.5,56.8125,17.5,227.4675,4.462,2.043
2011-01-20,194.652,86.0,81.8335,70.5,13.7935,23.38366666666667,29.838666666666665,6.455666666666666,18.0415,16.319333333333333,41.5,25.958,18.5,208.44549999999998,3.0415,1.25
2011-01-21,194.04149999999998,87.5,80.146,68.0,12.8335,20.680666666666667,25.403000000000002,4.722,8.875,7.889,33.5,29.2085,24.0,206.875,2.708,1.0
2011-01-22,198.9375,90.0,80.875,70.5,17.417,20.014,34.889,14.875,7.146,6.764,72.0,50.5625,32.5,216.35399999999998,4.183999999999999,1.083
2011-01-23,219.411,90.0,79.6665,60.5,40.9185,38.178666666666665,139.734,101.55566666666668,17.856499999999997,17.082333333333334,78.5,46.854,4.0,260.3295,8.487,1.682
2011-01-24,201.348,86.0,54.625,38.5,16.891000000000002,29.827333333333332,45.019666666666666,15.192333333333332,9.443,8.09,45.0,26.9375,5.0,218.2395,3.646,1.292
2011-01-25,207.973,75.0,55.729,33.0,32.1415,41.625,94.98599999999999,53.361,25.0415,21.444333333333333,77.5,37.646,5.5,240.114,6.2645,2.348
2011-01-26,200.5985,75.0,43.0835,23.5,19.5795,30.025000000000002,47.66933333333333,17.644333333333332,12.2085,11.075333333333333,52.0,24.8125,1.0,220.17849999999999,4.061999999999999,1.5
2011-01-27,206.3125,57.5,45.1875,32.5,27.875,36.59733333333333,84.18033333333334,47.583333333333336,17.1455,15.555666666666667,64.5,27.4375,-6.0,234.1875,5.8545,1.625
2011-01-28,201.85399999999998,58.0,39.354,25.5,20.3335,25.930666666666667,41.458333333333336,15.528,15.7085,14.958333333333334,49.0,20.2085,-6.0,222.1875,4.047000000000001,1.792
2011-01-29,197.95600000000002,39.0,32.021,20.5,12.1175,10.806,12.191,1.3846666666666667,6.646,6.347,53.0,23.833,8.5,210.0735,2.479,1.125
2011-01-30,201.672,40.5,29.4795,23.0,19.78,27.368333333333336,45.275666666666666,17.907666666666668,7.833,7.429333333333333,52.0,30.6875,4.0,221.453,4.0545,1.364
2011-01-31,203.548,49.5,38.917,27.0,25.880499999999998,37.986333333333334,65.94466666666666,27.958333333333332,13.5,12.0,72.0,35.2705,-5.0,229.42849999999999,4.756,1.957
2011-02-01,204.797,52.0,38.7915,28.0,25.7955,29.868666666666666,67.90033333333334,38.031666666666666,14.083,14.027666666666667,115.0,58.8545,12.0,230.5925,5.229,2.542
2011-02-02,195.655,40.0,26.1665,12.5,11.517,15.759,19.665333333333333,3.906333333333333,6.896,6.376666666666666,44.5,21.646,2.0,207.172,3.127,1.375
2011-02-03,208.292,46.0,32.6045,17.5,28.208,39.69433333333333,92.15266666666666,52.458333333333336,14.8125,13.291666666666666,59.0,24.8545,-14.0,236.5,6.9785,2.917
2011-02-04,210.68,53.5,34.3315,19.0,31.9015,40.178666666666665,87.00833333333333,46.82966666666667,17.208,17.633,100.0,53.339,3.5,242.582,6.7915,2.708
2011-02-05,201.5515,68.5,45.4795,30.0,16.3975,21.581,25.649,4.068333333333333,15.854,14.889000000000001,88.0,57.354,28.0,217.949,4.625,2.667
2011-02-06,203.95999999999998,86.0,71.729,55.0,26.299500000000002,38.760333333333335,58.964666666666666,20.204666666666668,36.4165,31.8,53.5,44.333,32.5,230.2595,5.7635000000000005,1.261
2011-02-07,202.5115,90.5,86.479,81.5,30.4755,38.535,78.13233333333334,39.59733333333333,33.146,31.513666666666666,92.5,71.3125,45.5,232.987,6.4585,1.0
2011-02-08,197.1155,82.5,42.729,28.0,16.0075,24.405333333333335,36.17033333333333,11.765,6.7315000000000005,7.539000000000001,91.0,64.5835,37.0,213.1235,3.7495,0.696
2011-02-09,198.7295,45.0,30.0625,17.0,15.167000000000002,28.389,44.014,15.624666666666664,7.979,6.125,75.0,43.9375,14.0,213.8955,3.671,0.417
2011-02-10,203.3485,72.0,43.604,29.0,26.605,40.65633333333333,74.54766666666667,33.891333333333336,19.3335,16.048,85.0,51.146,18.5,229.954,5.199,1.833
2011-02-11,198.7365,73.0,43.1455,26.5,16.627,23.448666666666668,32.495,9.046333333333333,13.0,11.402666666666667,77.0,49.792,16.5,215.3635,3.771,1.167
2011-02-12,198.32150000000001,42.5,32.229,25.0,11.865,13.180666666666667,15.097333333333333,1.9166666666666667,9.125,8.860999999999999,82.0,45.8125,16.0,210.187,3.0825,1.13
2011-02-13,198.8915,57.5,41.5835,29.5,21.739,33.907666666666664,50.64366666666667,16.736,17.612,17.053,87.5,52.9165,14.5,220.63049999999998,4.475,2.13
2011-02-14,200.334,85.0,71.875,39.5,30.9275,37.62133333333333,58.26133333333333,20.640333333333334,38.4845,32.961999999999996,59.0,46.979,31.0,231.2615,5.0,1.667
2011-02-15,199.70850000000002,84.5,60.2915,34.0,31.375,33.847,64.06933333333333,30.222333333333335,33.125,29.680666666666667,109.5,70.979,47.5,231.08350000000002,5.623,1.708
2011-02-16,194.248,85.5,53.9795,35.0,17.2935,26.043333333333333,35.178333333333335,9.134666666666666,12.696,12.069666666666668,44.5,29.146,15.0,211.54149999999998,3.3335,1.25
2011-02-17,196.0625,85.5,66.2295,32.0,22.959,29.022666666666666,46.51866666666666,17.495666666666665,33.6,19.983333333333334,73.0,32.3955,7.5,219.0215,3.9105,1.542
2011-02-18,195.2575,81.0,40.1665,17.5,13.559000000000001,15.0,17.958333333333332,2.9583333333333335,6.5,7.402666666666666,50.5,19.5625,-3.5,208.816,2.8705,1.0
2011-02-19,204.421,51.0,35.5205,19.0,17.3225,23.006333333333334,29.272333333333336,6.266333333333333,13.083,11.514000000000001,65.0,29.3125,-11.0,221.744,3.917,1.708
2011-02-20,209.5,62.5,39.5415,15.0,25.087,39.657000000000004,62.082,22.425333333333338,15.4165,15.784999999999998,93.0,52.7915,1.5,234.587,5.074,2.652
2011-02-21,205.64600000000002,57.5,37.229,15.5,28.2085,46.0,76.56933333333333,30.569333333333333,20.7705,19.971999999999998,118.0,76.979,24.0,233.8545,5.3035,4.167
2011-02-22,198.3595,60.5,51.5415,46.5,18.256,28.204333333333334,36.615,8.411333333333333,20.229,22.278000000000002,93.5,74.8545,50.5,216.61599999999999,4.229,3.0
2011-02-23,211.775,88.0,77.25,42.5,29.0755,39.59166666666667,72.16233333333334,32.57066666666666,30.8545,28.573333333333334,108.0,72.625,47.5,240.8505,5.4625,1.958
2011-02-24,198.35399999999998,62.5,41.1875,23.5,15.241,24.986,28.527666666666665,3.5416666666666665,23.146,24.777666666666665,146.0,109.9375,88.0,213.595,4.551,3.435
2011-02-25,197.21949999999998,87.5,79.7295,63.5,15.399999999999999,23.531666666666666,28.86966666666667,5.338000000000001,14.3955,14.652666666666667,78.5,53.333,33.5,212.61950000000002,4.0,1.125
2011-02-26,196.542,62.5,45.354,29.0,11.896,12.403,14.569333333333333,2.1663333333333337,6.375,7.111,86.5,57.9375,38.5,208.4375,3.1875,1.0
2011-02-27,196.875,35.0,27.0625,19.5,10.7085,13.444666666666668,15.75,2.3053333333333335,7.896,8.555333333333333,74.0,43.5205,16.0,207.58350000000002,2.7455,1.0
2011-02-28,199.5435,52.5,41.0,28.5,13.8695,23.06533333333333,32.99066666666667,9.925333333333333,8.742,8.569,63.5,34.354,0.0,213.413,3.5415,1.333
