date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,5.583,6.125,0.542,,10.167,8.0,2.946,-2.9
2011-01-02,2.375,2.375,0.0,,13.5,4.8,1.854,0.0
2011-01-03,3.083,3.458,0.375,,15.667,3.3,1.371,-1.4
2011-01-04,2.333,2.5,0.167,,22.542,4.0,0.346,-1.9
2011-01-05,2.348,2.913,0.565,,7.417,2.6,-0.588,-2.5
2011-01-06,6.87,9.043,2.174,,10.0,6.4,0.908,-3.3
2011-01-07,2.625,3.542,0.917,,7.917,3.3,1.212,-0.7
2011-01-08,2.708,3.042,0.333,,12.167,3.7,0.2,-3.5
2011-01-09,4.125,4.667,0.542,,15.458,6.3,2.167,-1.4
2011-01-10,11.167,17.25,6.083,,21.875,6.9,1.646,-3.0
2011-01-11,5.833,7.208,1.375,,21.833,5.9,2.142,-1.9
2011-01-12,7.955,9.318,1.364,,7.667,2.9,-0.45,-3.2
2011-01-13,6.833,8.875,2.042,,9.917,6.1,2.104,-2.0
2011-01-14,6.625,8.5,1.875,,24.167,3.8,1.421,-0.9
2011-01-15,3.0,3.833,0.833,,11.208,4.8,1.712,-2.5
2011-01-16,2.417,2.875,0.458,,11.708,2.5,1.704,0.7
2011-01-17,4.417,5.708,1.292,,10.333,5.1,1.712,-3.7
2011-01-18,12.25,17.542,5.292,,13.708,8.3,0.462,-5.6
2011-01-19,10.0,14.0,4.0,,9.45,5.9,2.067,-1.1
2011-01-20,2.667,2.958,0.292,,8.458,6.0,4.296,2.1
2011-01-21,2.583,2.917,0.333,,10.458,5.5,4.462,2.7
2011-01-22,2.542,2.917,0.375,,8.583,8.7,4.875,0.9
2011-01-23,2.958,3.792,0.833,,5.208,4.8,2.429,-0.4
2011-01-24,3.792,5.0,1.208,,7.958,1.1,-1.088,-2.7
2011-01-25,4.696,5.739,1.043,,16.13,1.9,-1.446,-3.7
2011-01-26,4.864,6.182,1.318,,8.625,1.2,-2.0,-4.7
2011-01-27,6.0,7.375,1.375,,18.417,3.1,-0.796,-3.4
2011-01-28,4.417,5.208,0.792,,16.458,2.9,-0.029,-3.5
2011-01-29,1.667,1.667,0.0,,8.417,1.9,-0.296,-1.9
2011-01-30,6.375,8.375,2.0,,8.708,1.8,-0.954,-3.2
2011-01-31,5.292,6.708,1.417,,11.292,2.4,-1.258,-4.4
2011-02-01,6.87,7.348,0.478,,17.609,4.0,0.388,-4.7
2011-02-02,2.478,3.087,0.609,,8.542,-2.0,-3.921,-5.5
2011-02-03,7.625,9.917,2.292,,11.125,1.1,-3.488,-9.7
2011-02-04,6.292,7.375,1.083,,17.542,4.1,0.429,-2.2
2011-02-05,7.5,8.542,1.042,,29.542,5.5,1.9,-3.2
2011-02-06,8.542,10.667,2.125,,18.25,8.1,4.496,1.3
2011-02-07,3.792,4.375,0.583,,10.583,7.4,5.438,1.9
2011-02-08,3.333,4.625,1.292,,10.458,1.4,-1.117,-4.3
2011-02-09,5.412,6.353,0.941,,11.167,1.1,-2.225,-5.6
2011-02-10,5.0,7.0,2.0,,10.458,3.0,-0.65,-5.2
2011-02-11,4.826,5.304,0.478,,10.292,3.4,0.283,-2.8
2011-02-12,1.957,2.087,0.13,,12.458,2.8,-0.071,-2.7
2011-02-13,9.217,11.0,1.783,,14.542,3.1,1.004,-1.9
2011-02-14,5.304,6.0,0.696,,10.542,4.6,2.662,-0.3
2011-02-15,7.227,11.227,4.0,,14.875,4.1,1.15,-0.9
2011-02-16,9.167,11.25,2.083,,13.708,4.2,0.55,-2.0
2011-02-17,4.292,5.458,1.167,,10.25,2.3,-0.592,-3.3
2011-02-18,1.667,2.25,0.583,,9.042,0.1,-2.729,-6.5
2011-02-19,3.333,4.333,1.0,,10.0,2.7,-2.725,-8.4
2011-02-20,10.478,13.826,3.348,,12.167,5.3,-0.708,-5.9
2011-02-21,12.75,16.75,4.0,,14.5,5.5,1.092,-4.4
2011-02-22,7.565,8.87,1.304,,18.208,8.5,5.029,-0.2
2011-02-23,5.0,5.625,0.625,,13.0,10.7,8.267,5.0
2011-02-24,3.125,3.208,0.083,,27.125,7.7,4.646,0.9
2011-02-25,5.083,6.167,1.083,,19.75,4.7,3.367,1.6
2011-02-26,1.417,1.417,0.0,,12.75,2.5,0.733,-2.5
2011-02-27,2.5,2.85,0.35,,13.5,1.2,-1.258,-3.3
2011-02-28,3.667,3.875,0.208,,9.875,4.1,0.188,-5.1
2011-03-01,10.833,13.208,2.375,,13.042,13.1,6.208,0.1
2011-03-02,10.958,13.375,2.417,,11.417,8.9,7.012,4.3
2011-03-03,2.125,2.167,0.042,,19.333,8.0,5.025,2.8
2011-03-04,2.875,2.958,0.083,,14.25,7.8,4.983,1.7
2011-03-05,6.217,6.826,0.609,,6.391,10.8,9.183,7.8
2011-03-06,15.375,19.042,3.667,,12.583,13.6,10.804,8.6
2011-03-07,5.087,5.348,0.261,,32.875,8.8,6.762,2.7
2011-03-08,3.417,3.792,0.375,,25.0,10.4,6.15,3.1
2011-03-09,3.75,4.083,0.333,,19.0,5.3,4.083,2.9
2011-03-10,2.875,3.333,0.458,,13.875,6.0,4.088,1.7
2011-03-11,2.917,3.083,0.167,,13.167,5.8,1.25,-2.7
2011-03-12,2.75,3.417,0.667,,11.75,2.5,-0.588,-2.9
2011-03-13,3.333,4.0,0.667,,10.792,3.2,-0.079,-2.0
2011-03-14,9.957,11.913,1.957,,12.0,7.8,1.471,-3.9
2011-03-15,6.625,8.583,1.958,,18.833,5.8,1.667,-2.4
2011-03-16,7.727,9.136,1.409,,13.333,10.3,4.467,-3.2
2011-03-17,6.458,6.917,0.458,,13.25,13.2,9.725,6.5
2011-03-18,5.458,6.458,1.0,,11.083,11.0,9.042,6.0
2011-03-19,2.042,2.583,0.542,,9.583,6.4,2.629,-1.2
2011-03-20,4.083,4.667,0.583,,12.25,8.5,3.562,-2.2
2011-03-21,2.609,3.217,0.609,,13.292,8.2,2.908,-1.7
2011-03-22,9.565,11.348,1.783,,16.783,11.5,6.408,-2.1
2011-03-23,6.292,6.917,0.625,,9.125,12.5,7.788,4.7
2011-03-24,5.958,6.625,0.667,,9.75,9.6,6.442,2.9
2011-03-25,2.042,2.292,0.25,,12.792,6.8,2.654,0.5
2011-03-26,4.375,5.583,1.208,,10.875,4.6,1.333,-0.8
2011-03-27,10.708,13.042,2.333,,20.792,10.3,3.788,-2.5
2011-03-28,8.435,10.304,1.87,,29.917,11.7,6.504,0.5
2011-03-29,8.083,9.417,1.333,,15.708,13.7,6.925,-1.2
2011-03-30,7.435,8.0,0.565,,14.217,15.7,11.112,3.7
2011-03-31,3.125,3.125,0.0,,10.042,13.5,7.283,-0.6
2011-04-01,9.75,10.958,1.208,,20.792,16.3,7.671,-1.7
2011-04-02,5.458,6.333,0.875,,24.667,16.2,7.608,2.9
2011-04-03,0.667,0.667,0.0,,12.292,6.2,3.454,1.8
2011-04-04,1.391,1.609,0.217,,10.435,8.8,4.683,1.2
2011-04-05,3.583,3.792,0.208,,14.625,14.0,6.888,1.3
2011-04-06,9.375,10.5,1.125,,16.167,16.6,8.2,-1.8
2011-04-07,7.913,8.783,0.87,,13.917,16.7,12.033,5.4
2011-04-08,8.333,8.583,0.25,,14.167,14.7,12.817,12.1
2011-04-09,2.958,3.0,0.042,,15.792,15.2,11.779,9.0
2011-04-10,4.917,4.958,0.042,,31.5,17.0,10.062,3.0
2011-04-11,7.625,8.792,1.167,,27.0,16.0,7.029,2.1
2011-04-12,6.958,7.417,0.458,,29.208,13.1,6.017,-0.5
2011-04-13,11.783,12.87,1.087,,26.792,16.7,8.912,0.7
2011-04-14,12.043,14.13,2.087,,30.125,19.7,11.9,2.6
2011-04-15,8.667,9.625,0.958,,29.0,15.6,12.85,10.4
2011-04-16,3.708,4.167,0.458,,30.833,14.7,10.696,4.0
2011-04-17,1.417,1.583,0.167,,15.625,16.3,8.592,1.4
2011-04-18,5.25,6.25,1.0,,18.833,17.4,10.438,4.4
2011-04-19,3.833,4.667,0.833,,13.167,10.5,6.871,4.9
2011-04-20,1.609,2.391,0.783,,8.958,9.2,5.708,1.8
2011-04-21,8.304,10.217,1.913,,17.75,16.8,8.733,-0.3
2011-04-22,10.083,11.333,1.25,,20.125,14.3,10.508,6.7
2011-04-23,5.042,5.208,0.167,,11.667,13.4,10.217,5.4
2011-04-24,4.125,4.25,0.125,,19.167,13.1,7.067,1.4
2011-04-25,6.043,6.783,0.739,,19.125,12.8,7.9,3.2
2011-04-26,6.167,7.125,0.958,,28.375,17.9,12.621,4.4
2011-04-27,6.125,6.625,0.5,,26.458,20.2,16.196,11.0
2011-04-28,4.565,5.174,0.609,,18.25,14.4,9.546,4.4
2011-04-29,4.667,4.833,0.167,,16.0,15.0,8.854,1.8
2011-04-30,5.625,5.917,0.292,,21.75,19.3,13.975,5.4
2011-05-01,3.625,3.958,0.333,,22.125,16.2,13.954,11.3
2011-05-02,3.696,4.087,0.391,,134.417,18.8,13.808,7.7
2011-05-03,3.417,3.583,0.167,,93.542,18.2,12.55,7.6
2011-05-04,3.167,3.292,0.125,,60.208,19.0,12.975,6.1
2011-05-05,2.0,2.0,0.0,,23.25,20.5,13.029,8.4
2011-05-06,4.875,5.125,0.25,,37.042,20.8,14.712,6.8
2011-05-07,3.708,3.75,0.042,,17.875,22.6,17.6,14.8
2011-05-08,3.708,3.833,0.125,,29.0,22.8,18.446,13.6
2011-05-09,5.833,6.208,0.375,,37.208,24.8,18.088,9.7
2011-05-10,7.5,8.25,0.75,,29.125,20.4,19.779,19.1
2011-05-11,7.25,8.833,1.583,,10.958,20.4,18.596,16.2
2011-05-12,4.095,4.619,0.524,,8.318,19.2,18.362,17.6
2011-05-13,6.458,6.917,0.458,,48.333,19.5,16.629,11.6
2011-05-14,7.333,8.083,0.75,,38.042,19.7,12.967,6.6
2011-05-15,4.833,5.083,0.25,,33.333,20.8,14.462,5.2
2011-05-16,7.833,8.292,0.458,,35.375,21.7,16.688,11.0
2011-05-17,6.542,6.833,0.292,,33.042,20.9,15.071,9.5
2011-05-18,8.333,8.833,0.5,,27.0,22.6,14.942,8.0
2011-05-19,6.565,6.826,0.261,,33.5,23.1,16.675,9.1
2011-05-20,6.783,7.304,0.522,,27.75,24.1,18.917,14.6
2011-05-21,4.125,4.667,0.542,,15.167,23.8,20.262,16.8
2011-05-22,1.375,1.375,0.0,,9.833,19.7,16.771,12.5
2011-05-23,1.458,1.583,0.125,,10.208,13.7,12.396,11.7
2011-05-24,2.208,2.333,0.125,,7.792,19.4,14.525,11.7
2011-05-25,6.957,7.696,0.739,,17.542,24.8,17.438,10.2
2011-05-26,4.478,4.652,0.174,,22.875,19.4,16.712,14.3
2011-05-27,3.458,3.5,0.042,,10.0,15.9,14.988,13.6
2011-05-28,4.458,4.75,0.292,,8.0,19.0,17.179,15.3
2011-05-29,1.542,1.542,0.0,,6.042,18.1,16.758,14.2
2011-05-30,0.913,0.913,0.0,,6.391,15.4,14.233,12.8
2011-05-31,3.833,4.208,0.375,,10.125,18.9,14.85,12.3
2011-06-01,5.125,5.625,0.5,,10.917,15.8,15.096,14.6
2011-06-02,5.87,6.304,0.435,,20.458,20.3,16.846,14.6
2011-06-03,8.833,9.833,1.0,,34.25,24.1,18.704,14.3
2011-06-04,7.833,8.0,0.167,,41.458,24.5,20.192,15.7
2011-06-05,6.333,6.333,0.0,,30.542,21.8,19.362,14.9
2011-06-06,6.826,7.043,0.217,,31.13,24.2,18.612,12.3
2011-06-07,7.083,7.75,0.667,,29.5,22.5,18.521,14.6
2011-06-08,9.5,9.75,0.25,,18.417,24.0,19.533,15.5
