date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,THC_mean
2011-01-01,10.41,11.968,1.558,,3.084,,193.812,7.77,201.583
2011-01-02,5.716,6.289,0.573,,1.979,,192.858,5.41,198.268
2011-01-03,7.861,8.597,0.736,,3.896,,193.438,6.375,199.812
2011-01-04,8.694,9.43,0.736,,4.623,,194.674,6.63,201.304
2011-01-05,13.99,19.144,5.154,,2.25,,191.826,7.578,199.404
2011-01-06,21.403,33.347,11.944,,2.61,,193.125,11.354,204.48
2011-01-07,13.139,20.389,7.25,,2.084,,193.625,8.0,201.625
2011-01-08,12.285,18.574,6.289,,2.125,,194.542,8.229,202.771
2011-01-09,12.293,16.114,3.82,,3.625,,195.532,8.8,204.332
2011-01-10,23.056,38.167,15.111,,5.083,,196.688,12.208,208.896
2011-01-11,11.556,15.889,4.333,,3.521,,192.812,6.771,199.583
2011-01-12,22.402,40.033,17.631,,3.458,,194.873,10.737,205.61
2011-01-13,16.583,31.806,15.222,,3.953,,195.354,11.229,206.584
2011-01-14,11.583,14.958,3.375,,4.416,,194.162,7.696,201.858
2011-01-15,12.977,17.969,4.992,,2.646,,193.416,8.792,202.208
2011-01-16,13.59,18.183,4.593,,1.666,,193.208,8.542,201.75
2011-01-17,17.528,32.042,14.514,,1.688,,191.75,8.584,200.334
2011-01-18,21.819,35.425,13.606,,2.772,,192.915,9.471,202.386
2011-01-19,19.984,34.973,14.988,,1.856,,191.066,11.274,202.34
2011-01-20,11.986,19.347,7.361,,1.704,,189.416,6.458,195.875
2011-01-21,14.069,20.472,6.403,,1.084,,190.042,8.438,198.48
2011-01-22,10.589,13.585,2.996,,3.042,,188.896,7.625,196.52
2011-01-23,8.6,10.811,2.21,,1.854,,190.021,5.748,195.769
2011-01-24,9.195,10.514,1.32,,2.104,,189.27,5.584,194.854
2011-01-25,13.069,17.028,3.958,,2.458,,191.562,6.938,198.5
2011-01-26,10.98,12.821,1.841,,1.984,,190.435,5.692,196.127
2011-01-27,18.806,29.75,10.944,,3.771,,192.062,8.73,200.792
2011-01-28,18.472,26.167,7.695,,3.438,,192.633,10.042,202.676
2011-01-29,12.418,18.181,5.763,,2.042,,191.438,7.875,199.312
2011-01-30,12.604,20.228,7.624,,1.854,,191.104,7.792,198.896
2011-01-31,16.097,22.944,6.847,,2.479,,189.708,7.708,197.416
2011-02-01,14.375,21.889,7.514,,2.958,,191.084,8.208,199.292
2011-02-02,7.626,9.019,1.392,,1.5,,190.174,4.478,194.652
2011-02-03,14.986,19.722,4.736,,2.25,,191.396,7.666,199.062
2011-02-04,12.958,18.083,5.125,,4.292,,192.062,6.666,198.729
2011-02-05,14.656,18.202,3.546,,4.458,,193.896,8.73,202.625
2011-02-06,13.94,18.496,4.557,,3.646,,192.1,8.75,200.85
2011-02-07,12.639,17.181,4.542,,2.23,,191.021,9.104,200.125
2011-02-08,6.528,7.389,0.861,,1.562,,189.104,4.562,193.666
2011-02-09,9.158,10.932,1.774,,1.542,,189.421,5.826,195.246
2011-02-10,12.417,17.972,5.555,,2.042,,189.562,7.479,197.042
2011-02-11,10.028,15.069,5.042,,1.75,,189.839,6.06,195.9
2011-02-12,10.292,13.901,3.609,,2.25,,190.375,7.0,197.375
2011-02-13,14.692,19.333,4.641,,1.5,,190.104,7.875,197.979
2011-02-14,19.264,34.486,15.222,,1.708,,190.042,12.438,202.479
2011-02-15,10.153,13.555,3.403,,1.666,,189.854,8.084,197.938
2011-02-16,11.447,16.837,5.39,,2.567,,189.74,5.956,195.696
2011-02-17,8.578,10.833,2.256,,1.625,,190.438,6.02,196.458
2011-02-18,8.472,10.944,2.472,,1.479,,192.042,5.375,197.416
2011-02-19,10.501,13.28,2.78,,2.5,,193.896,6.75,200.646
2011-02-20,19.486,28.32,8.834,,4.093,,192.0,8.02,200.021
2011-02-21,30.75,49.583,18.833,,5.354,,192.953,15.44,208.394
2011-02-22,24.153,35.611,11.459,,2.438,,191.312,10.688,202.0
2011-02-23,18.944,27.222,8.278,,3.014,,192.028,14.25,206.278
2011-02-24,17.267,22.892,5.625,,3.458,,193.182,10.766,203.947
2011-02-25,12.806,14.292,1.486,,1.916,,192.979,10.104,203.084
2011-02-26,4.672,5.38,0.708,,1.458,,192.125,5.354,197.479
2011-02-27,14.539,24.821,10.282,,1.542,,194.625,6.688,201.312
2011-02-28,18.028,26.625,8.597,,1.604,,193.068,7.06,200.128
2011-03-01,19.453,29.775,10.321,,2.305,,190.182,9.136,199.318
2011-03-02,21.222,33.694,12.472,,2.479,,190.646,13.792,204.438
2011-03-03,9.847,14.667,4.819,,1.688,,191.354,6.188,197.542
2011-03-04,11.141,13.773,2.631,,1.292,,192.772,7.771,200.542
