date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean,CO_mean
2011-01-01,194.104,13.52,13.334,21.208,7.875,,4.083,9.334,207.625,5.333
2011-01-02,192.166,9.032,6.208,10.27,4.062,,3.75,7.708,201.198,4.261
2011-01-03,190.208,9.0,8.666,13.688,5.02,,3.458,10.375,199.208,4.708
2011-01-04,191.057,9.43,5.75,9.646,3.896,,6.083,17.5,200.487,4.958
2011-01-05,189.542,9.438,8.021,13.562,5.542,,3.417,7.229,198.98,3.833
2011-01-06,192.396,14.292,13.834,27.938,14.104,,3.667,9.542,206.688,4.417
2011-01-07,192.562,9.73,8.27,14.896,6.625,,3.042,5.562,202.292,3.625
2011-01-08,193.583,10.938,8.208,13.416,5.208,,3.042,6.792,204.521,4.042
2011-01-09,194.271,14.021,13.375,24.562,11.188,,4.25,13.688,208.292,5.167
2011-01-10,193.104,18.104,19.199,35.584,16.385,,4.417,19.25,211.208,5.583
2011-01-11,191.354,11.188,11.52,21.208,9.688,,5.375,24.396,202.542,5.125
2011-01-12,191.305,12.231,16.046,31.41,15.365,,3.565,9.41,203.536,4.304
2011-01-13,190.85,20.581,15.166,29.521,14.354,,4.292,12.208,211.43,4.167
2011-01-14,190.862,14.766,12.812,20.875,8.062,,6.833,22.875,205.628,5.708
2011-01-15,188.208,11.479,7.229,11.292,4.062,,3.958,9.5,199.688,3.875
2011-01-16,188.042,10.875,13.354,27.896,14.542,,3.542,9.834,198.916,4.167
2011-01-17,187.688,15.125,17.584,36.042,18.458,,3.042,9.396,202.812,4.417
2011-01-18,190.208,21.458,22.458,50.896,28.438,,4.708,13.292,211.666,5.167
2011-01-19,189.0,24.875,23.0,54.708,31.708,,4.042,16.646,213.875,5.792
2011-01-20,185.542,14.604,20.736,41.254,20.517,,3.0,7.521,200.146,4.917
2011-01-21,186.834,15.542,18.542,35.125,16.584,,3.0,8.0,202.375,5.042
2011-01-22,187.239,11.63,7.667,12.042,4.375,,3.0,6.396,198.87,3.391
2011-01-23,188.021,9.938,7.312,14.188,6.875,,3.25,6.5,197.958,3.917
2011-01-24,189.362,9.916,10.834,21.07,10.237,,3.478,8.589,199.276,3.957
2011-01-25,190.542,9.396,10.938,21.042,10.105,,5.583,12.792,199.938,4.625
2011-01-26,191.625,10.667,12.105,23.062,10.958,,3.75,7.438,202.292,4.208
2011-01-27,192.667,10.708,9.979,17.708,7.73,,5.5,16.104,203.375,4.792
2011-01-28,192.708,10.896,11.146,17.708,6.562,,5.708,18.062,203.604,4.875
2011-01-29,191.75,8.854,5.708,9.916,4.208,,3.5,6.188,200.604,3.792
2011-01-30,192.666,11.188,13.645,26.953,13.308,,3.625,7.23,203.854,4.375
2011-01-31,190.792,11.771,12.708,23.438,10.729,,3.708,8.208,202.562,4.417
