date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2015-04-07,3.162,16.04,19.822,3.782,12.27,192.042,99.0,91.583,77.0,13.167,7.708,0.042,13.1,10.083,7.4,205.208
2015-04-08,2.666,17.549,22.979,5.43,13.27,192.714,99.0,93.125,77.0,13.524,8.917,0.0,8.0,4.475,2.1,206.238
2015-04-09,2.583,13.77,17.458,3.688,12.25,192.292,87.0,60.208,38.0,12.625,9.167,0.125,12.4,7.788,4.1,204.917
2015-04-10,3.604,29.924,41.966,12.042,27.854,196.333,99.0,78.917,54.0,21.458,17.333,0.208,11.4,8.442,5.7,217.792
2015-04-11,2.692,15.084,18.604,3.52,12.458,190.208,99.0,87.125,67.0,15.417,6.375,0.0,15.2,11.504,8.7,205.625
2015-04-12,2.792,9.416,10.52,1.104,11.646,190.542,94.0,63.708,33.0,13.042,7.708,0.083,17.9,12.975,8.9,203.583
2015-04-13,2.708,20.584,25.896,5.312,13.25,192.625,99.0,94.125,82.0,15.125,7.458,0.0,11.1,9.979,9.1,207.75
2015-04-14,3.652,28.718,40.804,12.085,14.729,194.292,99.0,97.875,94.0,17.958,4.292,0.545,14.5,12.354,9.8,212.25
2015-04-15,3.438,20.792,24.0,3.208,16.688,194.167,99.0,67.958,40.0,15.125,8.833,1.833,19.8,15.358,11.9,209.292
2015-04-16,6.333,29.782,40.542,10.759,31.854,198.667,85.0,62.625,34.0,17.208,23.958,4.375,20.8,15.842,9.5,215.875
2015-04-17,3.8,24.667,29.062,4.396,33.208,200.792,86.0,74.167,51.0,14.458,24.333,2.792,20.2,16.062,10.1,215.25
2015-04-18,3.062,17.77,21.396,3.625,28.0,194.25,85.0,66.5,45.0,13.833,16.75,3.042,17.2,13.892,8.8,208.083
2015-04-19,5.792,38.104,46.542,8.438,41.916,216.833,94.0,76.333,64.0,28.375,26.458,5.417,16.6,14.65,11.3,245.208
2015-04-20,3.104,15.354,18.166,2.812,43.0,185.5,99.0,92.875,69.0,9.667,19.583,1.5,20.3,17.9,14.8,195.167
2015-04-21,2.754,15.5,21.924,6.423,13.416,186.083,99.0,75.542,54.0,11.583,5.333,1.708,19.2,17.154,14.2,197.667
2015-04-22,3.354,20.201,23.336,3.135,23.146,191.958,97.0,64.792,36.0,16.5,16.167,1.833,21.0,16.004,12.1,208.458
2015-04-23,4.102,28.708,41.562,12.854,35.792,196.875,98.0,70.333,26.0,18.625,24.167,2.792,24.4,18.104,12.8,215.5
2015-04-24,3.012,15.906,17.432,1.525,27.635,188.909,95.0,77.417,52.0,15.182,17.217,2.609,21.0,17.908,15.0,204.091
2015-04-25,3.438,17.208,19.48,2.27,32.021,193.708,89.0,55.75,33.0,15.25,22.875,1.5,22.5,17.683,14.0,208.958
2015-04-26,2.938,14.104,15.188,1.084,29.812,191.167,93.0,60.208,39.0,13.792,18.125,2.409,22.7,17.762,13.0,204.958
2015-04-27,3.52,21.208,26.812,5.604,46.648,193.792,94.0,78.292,51.0,14.917,30.625,3.292,22.4,18.996,15.5,208.708
2015-04-28,2.984,22.109,27.478,5.37,44.688,190.583,99.0,77.792,55.0,13.542,30.583,3.667,23.6,19.788,17.0,204.125
2015-04-29,2.738,14.083,15.188,1.104,18.667,182.792,90.0,72.625,48.0,9.375,15.708,3.167,22.7,19.425,16.6,192.167
2015-04-30,2.834,18.625,23.584,4.958,13.625,185.875,92.0,72.167,45.0,13.292,9.375,1.167,23.4,19.358,16.2,199.167
2015-05-01,2.771,21.584,26.416,4.833,15.0,186.75,98.0,69.667,34.0,14.833,9.375,1.583,26.2,20.762,15.3,201.583
2015-05-02,2.521,16.916,21.166,4.25,18.417,184.792,99.0,70.917,37.0,12.083,11.0,2.136,27.1,21.396,16.7,196.875
2015-05-03,2.666,9.917,11.021,1.104,18.354,183.833,98.0,68.708,36.0,11.667,10.75,1.833,26.3,21.329,17.4,195.5
2015-05-04,1.5,8.634,10.37,1.736,16.125,178.458,99.0,85.25,72.0,5.75,10.375,1.917,23.0,20.379,18.7,184.208
2015-05-05,2.761,8.193,8.956,0.763,15.062,187.458,99.0,46.25,32.0,10.042,10.25,2.042,21.2,18.758,15.9,197.5
2015-05-06,3.396,17.312,21.396,4.083,20.5,194.375,77.0,54.958,37.0,16.5,12.917,3.375,22.6,18.308,13.2,210.875
2015-05-07,3.326,25.154,28.728,3.574,25.08,192.045,97.0,73.696,32.0,13.273,16.952,3.955,24.5,19.648,17.4,205.318
2015-05-08,3.699,19.426,21.932,2.506,28.848,188.318,97.0,72.125,27.0,12.364,19.826,4.667,26.0,20.546,17.6,200.682
2015-05-09,3.458,19.334,21.02,1.688,27.688,188.458,99.0,83.083,68.0,16.333,17.542,4.375,20.6,18.804,16.8,204.792
2015-05-10,2.75,9.797,10.345,0.548,22.896,189.125,99.0,51.667,18.0,12.958,15.042,1.875,27.0,20.442,15.7,202.083
2015-05-11,2.329,14.166,16.438,2.27,11.104,188.875,72.0,46.583,26.0,12.542,7.667,1.583,22.0,17.412,12.6,201.417
2015-05-12,2.093,9.376,10.472,1.096,26.5,184.625,99.0,87.333,71.0,10.75,11.375,1.583,21.4,19.354,17.1,195.375
2015-05-13,2.854,15.25,16.666,1.416,27.854,185.625,97.0,61.083,31.0,11.583,16.417,2.667,24.6,21.592,18.9,197.208
2015-05-14,2.834,27.438,29.812,2.375,39.188,187.333,83.0,66.167,52.0,11.875,28.625,5.318,23.9,21.517,18.7,199.208
2015-05-15,3.042,22.146,24.48,2.334,36.688,184.417,99.0,71.333,37.0,15.917,23.5,3.25,27.0,21.846,19.2,200.333
2015-05-16,3.417,18.34,23.824,5.485,35.562,183.75,99.0,88.167,68.0,13.208,19.208,2.167,23.4,20.788,19.8,196.958
2015-05-17,3.657,12.167,13.062,0.896,34.0,186.917,93.0,66.875,29.0,11.708,20.75,1.667,27.0,22.083,18.9,198.625
2015-05-18,3.104,14.48,15.916,1.438,24.25,180.583,99.0,76.917,48.0,12.292,15.375,2.542,25.9,21.967,18.3,192.875
2015-05-19,3.174,26.804,32.957,6.152,26.358,196.087,99.0,92.125,78.0,15.348,13.348,1.739,23.0,20.279,17.5,211.435
2015-05-20,3.604,16.48,18.729,2.25,26.334,186.333,93.0,70.292,44.0,13.208,13.417,2.0,27.1,22.533,18.8,199.542
2015-05-21,2.854,17.25,19.167,1.917,14.979,186.917,99.0,63.958,22.0,12.417,11.083,1.375,26.0,19.829,13.8,199.333
2015-05-22,2.729,19.338,20.876,1.538,21.5,187.417,92.0,70.875,57.0,12.375,14.5,3.083,22.5,20.233,17.9,199.792
2015-05-23,3.335,23.604,27.229,3.625,21.771,190.174,88.0,70.667,46.0,19.913,16.792,2.833,24.9,21.008,16.9,210.087
2015-05-24,2.604,10.521,11.083,0.562,14.666,182.917,93.0,70.625,39.0,10.583,9.917,2.333,25.3,21.217,19.1,193.5
2015-05-25,3.167,17.396,21.875,4.479,16.521,185.727,95.0,71.667,48.0,12.455,11.875,1.333,25.7,21.65,18.0,198.182
2015-05-26,2.919,22.19,24.764,2.574,26.796,190.625,93.0,66.667,32.0,15.792,18.333,2.364,29.1,22.683,17.5,206.417
2015-05-27,3.479,19.271,22.583,3.312,33.042,192.208,98.0,67.083,38.0,17.708,23.417,2.458,28.9,23.942,18.9,209.917
2015-05-28,2.958,14.002,15.618,1.616,28.729,186.625,92.0,74.792,53.0,13.458,20.125,1.042,26.3,22.192,18.5,200.083
2015-05-29,2.716,17.208,22.292,5.084,19.958,186.542,99.0,90.875,74.0,14.75,9.708,0.667,22.8,21.042,18.6,201.292
2015-05-30,3.208,13.292,14.812,1.521,21.562,184.25,99.0,71.542,40.0,15.25,13.208,1.625,27.7,23.096,19.5,199.5
2015-05-31,3.438,13.875,15.645,1.771,32.792,187.75,95.0,66.0,24.0,14.583,21.167,2.833,32.7,25.483,21.7,202.333
2015-06-01,2.542,11.73,13.062,1.334,16.875,187.583,88.0,60.208,39.0,15.125,9.875,1.727,27.2,23.829,21.2,202.708
2015-06-02,2.296,13.01,14.631,1.622,19.812,183.583,97.0,80.958,43.0,15.667,11.583,2.042,26.5,22.879,20.7,199.25
2015-06-03,3.334,25.506,29.852,4.345,21.75,188.042,99.0,93.833,83.0,17.25,13.708,1.875,22.4,21.525,20.4,205.292
2015-06-04,2.483,17.271,19.292,2.021,9.667,184.375,85.0,35.083,20.0,13.583,5.708,0.875,29.1,24.046,20.3,197.958
2015-06-05,2.822,20.987,26.695,5.708,15.69,188.7,99.0,65.333,39.0,18.85,8.261,0.913,22.5,19.717,15.2,207.55
2015-06-06,2.458,11.396,12.604,1.208,8.333,184.167,99.0,78.5,55.0,13.708,4.958,0.417,22.2,18.258,13.7,197.875
2015-06-07,2.75,13.584,15.625,2.042,10.708,186.5,83.0,64.042,41.0,16.4,8.125,1.545,24.8,21.3,16.9,202.9
2015-06-08,2.208,10.083,11.396,1.312,11.729,188.083,96.0,72.208,49.0,15.125,7.792,1.917,24.2,21.571,19.2,203.208
2015-06-09,3.178,25.782,31.674,5.892,12.416,199.958,99.0,89.917,72.0,18.583,4.458,0.833,21.8,20.217,17.9,218.542
2015-06-10,3.68,16.625,24.083,7.458,17.417,197.542,99.0,67.583,46.0,19.875,8.042,1.667,27.5,23.45,19.1,217.417
2015-06-11,3.312,18.042,21.5,3.458,17.98,192.792,97.0,75.75,55.0,15.167,11.958,1.5,26.8,23.221,20.6,207.958
2015-06-12,3.166,19.125,23.104,3.979,23.688,191.375,99.0,91.208,70.0,14.833,12.625,0.042,24.0,21.679,19.7,206.208
2015-06-13,4.52,16.229,18.104,1.875,35.208,199.208,99.0,80.208,50.0,17.833,21.375,4.0,28.7,24.0,20.9,217.042
2015-06-14,3.604,13.083,13.938,0.854,34.417,190.542,98.0,84.083,56.0,15.333,24.167,2.667,25.0,22.65,21.0,205.875
2015-06-15,4.146,23.072,27.572,4.501,39.208,194.583,98.0,73.5,48.0,17.667,26.333,3.458,29.4,24.408,20.3,212.25
2015-06-16,4.522,25.168,28.934,3.766,40.458,201.625,91.0,79.292,61.0,18.75,26.625,4.75,25.9,23.642,21.8,220.375
2015-06-17,3.375,17.167,20.5,3.334,27.562,193.542,99.0,83.167,48.0,15.792,16.5,1.042,27.6,22.988,21.0,209.333
2015-06-18,2.847,9.552,10.824,1.273,22.954,189.435,94.0,78.167,60.0,12.174,13.565,0.87,25.1,22.396,20.4,201.609
2015-06-19,2.625,15.292,18.583,3.292,13.312,189.208,99.0,96.917,91.0,13.375,6.5,0.0,21.0,19.417,18.0,202.583
2015-06-20,2.875,11.938,13.458,1.521,13.167,189.75,91.0,68.083,43.0,13.25,7.375,1.667,26.5,22.108,18.5,203.0
2015-06-21,3.042,16.261,18.352,2.092,14.166,189.0,99.0,86.208,71.0,13.083,8.042,1.917,23.1,21.554,19.4,202.083
2015-06-22,3.124,23.95,36.976,13.027,16.98,195.083,99.0,76.708,50.0,15.583,10.167,1.625,26.3,22.7,19.5,210.667
2015-06-23,2.618,16.737,19.488,2.75,16.516,187.25,99.0,78.042,52.0,12.208,10.5,2.417,27.8,23.596,19.2,199.458
2015-06-24,3.667,18.834,20.916,2.083,22.792,193.417,99.0,73.625,42.0,17.458,14.0,1.833,29.7,24.196,19.3,210.875
2015-06-25,3.229,11.27,14.5,3.229,22.438,195.708,91.0,74.042,51.0,15.208,12.458,1.5,28.5,24.883,22.4,210.917
2015-06-26,2.584,15.458,18.979,3.521,15.0,194.0,99.0,89.75,67.0,17.792,6.625,1.25,25.4,22.829,21.3,211.792
2015-06-27,3.542,19.418,22.302,2.883,14.334,191.0,99.0,91.75,80.0,18.0,7.375,1.542,24.6,23.071,21.3,209.0
2015-06-28,3.956,11.688,13.729,2.042,19.021,195.583,94.0,73.167,45.0,15.5,9.958,2.083,29.4,23.271,18.7,211.083
2015-06-29,2.666,8.708,10.25,1.542,15.355,189.458,85.0,69.167,48.0,13.667,9.083,1.25,25.8,21.962,18.3,203.125
2015-06-30,2.892,10.864,12.921,2.057,13.375,194.917,98.0,78.125,60.0,15.0,7.042,2.0,25.3,22.788,20.3,209.917
2015-07-01,3.521,23.708,33.854,10.146,18.167,202.417,99.0,98.708,97.0,21.208,8.208,0.455,22.8,21.271,20.0,223.625
2015-07-02,3.646,21.188,30.396,9.208,27.542,201.667,99.0,91.125,78.0,19.208,11.625,1.208,24.0,22.508,21.2,220.875
2015-07-03,2.725,22.453,26.776,4.324,19.405,191.571,99.0,97.458,91.0,14.476,7.542,1.364,23.6,22.179,20.9,206.048
2015-07-04,3.704,24.438,34.125,9.688,27.27,199.875,99.0,92.667,72.0,20.25,11.417,2.083,25.0,22.596,21.1,220.125
2015-07-05,3.062,11.542,11.958,0.417,15.208,194.0,99.0,96.75,91.0,14.333,7.375,0.417,21.3,20.175,19.4,208.333
2015-07-06,3.666,23.166,26.146,2.979,23.938,198.792,99.0,97.458,95.0,16.833,10.167,0.083,20.6,19.996,19.2,215.625
2015-07-07,4.576,32.777,38.682,5.904,29.792,206.667,97.0,90.217,77.0,22.375,13.5,1.409,23.6,21.475,19.4,229.042
2015-07-08,4.916,27.938,32.75,4.812,39.75,205.083,99.0,90.042,67.0,23.5,18.0,1.958,25.9,22.575,19.7,228.583
2015-07-09,2.73,19.421,24.896,5.476,14.834,193.667,99.0,97.375,94.0,15.125,6.208,0.0,20.7,19.704,19.1,208.792
2015-07-10,3.225,20.896,26.125,5.229,21.292,197.958,98.0,77.5,51.0,16.333,10.958,1.417,28.2,23.408,19.0,214.292
2015-07-11,2.396,17.875,21.188,3.312,26.604,191.875,97.0,78.917,51.0,13.5,16.292,2.625,30.4,25.479,22.4,205.375
2015-07-12,2.292,14.604,18.042,3.438,29.396,187.583,97.0,79.458,57.0,13.75,16.792,2.25,30.0,26.467,23.3,201.333
2015-07-13,1.396,8.166,17.73,9.562,24.062,176.875,98.0,83.417,67.0,11.667,9.417,2.318,29.9,27.096,24.9,188.542
2015-07-14,1.032,7.312,13.922,6.61,21.084,175.875,96.0,82.375,69.0,8.917,8.667,1.5,29.4,26.929,25.3,184.792
2015-07-15,1.25,10.238,20.014,9.775,17.042,177.458,99.0,76.417,53.0,10.542,4.667,3.083,31.5,27.554,24.8,188.0
2015-07-16,2.279,8.604,12.604,4.0,30.229,182.625,99.0,89.417,77.0,13.042,8.333,0.875,28.8,27.062,25.1,195.667
2015-07-17,2.017,8.373,13.702,5.329,29.17,174.714,99.0,88.083,68.0,8.333,11.391,2.0,29.6,26.688,24.1,183.048
2015-07-18,1.625,11.166,15.605,4.438,26.854,173.417,97.0,89.917,74.0,11.5,8.958,2.583,28.2,26.342,25.5,184.917
2015-07-19,1.771,10.146,13.854,3.708,21.271,173.375,90.0,78.333,58.0,10.125,7.583,2.773,31.2,27.854,25.5,183.5
2015-07-20,3.042,16.666,25.542,8.875,28.0,188.625,90.0,74.792,57.0,10.0,13.833,4.375,33.2,29.104,26.8,198.625
2015-07-21,2.223,15.5,24.478,8.978,23.966,194.042,89.0,75.5,53.0,10.458,12.708,2.292,31.7,28.408,25.9,204.5
2015-07-22,2.003,8.354,14.292,5.938,17.25,172.542,95.0,77.0,62.0,7.125,5.958,1.208,30.4,27.825,25.6,179.667
2015-07-23,2.125,12.125,16.875,4.75,18.292,172.583,99.0,85.333,61.0,7.958,6.208,1.625,29.3,26.733,25.1,180.542
2015-07-24,5.0,28.834,37.25,8.416,39.458,184.125,96.0,80.542,56.0,12.667,18.792,4.25,33.0,28.604,25.4,196.792
2015-07-25,3.938,22.792,28.146,5.354,40.708,180.917,96.0,79.625,61.0,13.167,19.958,4.5,31.7,28.762,26.0,194.083
2015-07-26,4.562,17.52,19.875,2.354,54.458,183.125,97.0,73.458,46.0,10.708,31.292,4.333,35.3,30.392,26.4,193.833
2015-07-27,3.792,17.862,20.38,2.518,44.375,186.583,93.0,76.5,52.0,9.833,24.917,2.542,34.1,29.692,26.6,196.417
2015-07-28,3.022,12.538,16.013,3.475,42.583,179.5,96.0,76.292,46.0,7.417,21.208,2.0,34.1,29.85,27.2,186.917
2015-07-29,3.625,12.729,14.854,2.125,38.584,184.5,93.0,73.208,55.0,8.833,21.875,1.5,32.9,29.683,26.7,193.333
2015-07-30,3.496,18.704,21.539,2.834,40.478,189.474,94.0,75.75,47.0,10.368,21.957,3.0,34.3,29.942,27.2,199.842
2015-07-31,4.208,22.062,26.166,4.104,57.979,189.292,95.0,75.292,50.0,12.0,30.042,3.773,34.2,30.271,27.8,201.292
2015-08-01,3.438,14.188,15.75,1.562,77.729,188.667,96.0,80.583,55.0,9.583,40.833,3.542,34.1,29.975,27.5,198.25
2015-08-02,3.292,13.774,15.818,2.044,62.042,186.125,95.0,79.292,53.0,9.083,34.542,3.333,33.8,29.938,27.6,195.208
2015-08-03,2.88,13.958,16.896,2.938,56.438,184.583,96.0,77.542,53.0,9.667,31.292,3.208,33.3,29.629,27.5,194.25
2015-08-04,2.486,13.898,20.004,6.107,39.688,183.375,94.0,78.458,56.0,7.625,20.25,3.083,32.7,29.583,27.5,191.0
2015-08-05,1.938,9.521,19.021,9.5,18.354,179.333,96.0,81.25,62.0,6.833,6.667,3.042,32.3,29.438,27.5,186.167
2015-08-06,1.792,10.0,17.292,7.292,19.416,178.958,96.0,79.292,62.0,5.875,6.292,2.5,32.9,29.662,27.4,184.833
2015-08-07,3.167,22.542,28.229,5.688,39.98,194.583,94.0,65.333,42.0,12.167,24.333,2.958,37.2,31.633,27.8,206.75
2015-08-08,2.188,6.36,7.155,0.796,29.688,188.125,92.0,75.042,52.0,7.0,16.833,0.333,32.2,27.854,24.9,195.125
2015-08-09,2.316,6.146,7.188,1.042,25.438,188.625,96.0,72.125,50.0,6.875,11.667,0.375,32.7,28.329,24.6,195.5
2015-08-10,2.551,10.264,15.097,4.834,26.902,184.889,99.0,84.25,64.0,6.722,12.083,0.292,31.7,28.133,25.9,191.611
2015-08-11,2.47,9.51,15.318,5.808,17.148,183.048,96.0,73.609,43.0,6.762,7.955,0.545,34.4,29.571,25.8,189.81
2015-08-12,2.792,10.23,13.25,3.021,25.354,187.083,92.0,77.125,45.0,13.917,12.667,1.545,33.6,29.067,26.6,201.0
2015-08-13,3.042,10.229,11.875,1.646,29.938,189.75,98.0,85.75,64.0,8.5,14.708,1.833,29.6,27.629,26.4,198.25
2015-08-14,2.708,9.155,10.464,1.31,24.062,190.667,99.0,82.375,60.0,6.958,13.0,0.5,31.1,27.325,24.3,197.625
2015-08-15,3.152,8.812,9.98,1.167,20.208,187.458,97.0,75.708,47.0,6.208,13.25,1.5,32.1,27.933,24.2,193.667
2015-08-16,3.208,7.916,8.583,0.666,24.292,187.292,95.0,78.208,59.0,4.958,15.417,1.375,31.1,27.992,25.4,192.25
2015-08-17,2.584,9.854,12.062,2.208,18.951,182.417,98.0,94.125,80.0,5.5,7.917,0.625,28.5,26.304,24.2,187.917
2015-08-18,2.355,13.471,16.173,2.702,15.771,181.667,91.0,81.917,71.0,6.25,7.75,1.773,29.1,27.746,26.4,187.917
2015-08-19,3.562,17.396,23.229,5.834,16.417,196.0,91.0,70.458,50.0,9.292,10.0,2.208,31.5,27.958,26.1,205.292
2015-08-20,3.938,25.54,32.797,7.258,29.73,201.667,98.0,86.5,73.0,15.875,13.542,1.583,27.6,26.462,25.2,217.542
2015-08-21,4.03,14.272,15.926,1.654,33.122,191.25,94.0,79.208,55.0,8.583,19.125,1.762,31.0,27.438,24.6,199.833
2015-08-22,2.479,9.104,13.708,4.604,27.166,179.25,94.0,78.5,62.0,5.542,12.375,1.917,31.3,28.954,27.0,184.792
2015-08-23,2.771,6.062,7.125,1.062,16.542,185.417,95.0,75.917,56.0,5.792,8.333,0.292,30.7,26.888,24.2,191.208
2015-08-24,2.688,10.375,13.312,2.938,13.396,187.5,81.0,67.667,50.0,7.375,7.292,0.182,28.2,24.804,21.9,194.875
2015-08-25,2.568,11.004,14.323,3.318,13.938,186.208,97.0,70.167,64.0,10.083,6.167,1.083,23.6,22.071,19.1,196.292
2015-08-26,3.229,20.951,29.706,8.756,11.25,191.75,99.0,97.875,95.0,16.75,4.25,0.0,23.1,20.3,18.6,208.5
2015-08-27,2.449,13.73,18.236,4.506,8.572,190.318,94.0,74.917,57.0,12.773,4.5,0.818,27.1,23.729,21.0,203.091
2015-08-28,2.396,14.646,21.021,6.375,12.021,186.708,98.0,85.917,75.0,10.958,6.208,1.0,22.5,21.783,20.4,197.667
2015-08-29,2.77,15.625,21.229,5.604,13.375,190.0,98.0,93.708,84.0,14.083,7.333,1.0,21.8,20.579,19.4,204.083
2015-08-30,2.688,10.292,11.5,1.208,11.125,190.333,97.0,91.667,79.0,11.75,5.792,0.273,22.4,21.617,20.7,202.083
2015-08-31,2.708,17.917,22.854,4.938,15.542,188.875,97.0,89.125,75.0,11.042,7.083,0.0,24.6,22.612,21.0,199.917
2015-09-01,3.869,23.48,32.49,9.009,27.375,195.667,97.0,90.917,78.0,21.208,12.792,0.708,26.0,24.108,22.0,216.875
2015-09-02,2.834,14.708,18.854,4.146,26.104,184.083,97.0,87.292,70.0,12.25,11.708,1.292,29.4,26.404,24.8,196.333
2015-09-03,3.938,23.979,37.688,13.708,22.167,197.542,97.0,76.875,52.0,16.542,13.917,1.917,29.9,26.171,23.7,214.083
2015-09-04,3.271,18.562,22.125,3.562,24.354,188.083,98.0,81.292,59.0,15.167,14.292,1.25,28.7,25.775,23.1,203.25
2015-09-05,3.792,14.458,16.666,2.208,22.646,194.958,90.0,68.375,49.0,12.542,14.625,0.545,29.3,25.612,23.5,207.5
2015-09-06,4.584,10.688,11.646,0.958,29.584,196.375,98.0,82.458,55.0,12.958,17.917,1.375,28.4,24.946,22.7,209.333
2015-09-07,3.48,15.914,19.66,3.747,17.062,187.667,98.0,91.917,71.0,12.708,7.292,0.167,26.6,23.554,21.0,200.375
2015-09-08,2.565,19.262,26.592,7.33,10.666,189.042,98.0,96.833,96.0,11.125,2.292,0.0,21.2,20.592,19.5,200.167
2015-09-09,2.542,14.166,18.938,4.771,18.521,188.708,98.0,95.708,78.0,12.792,6.208,0.0,25.6,23.488,19.8,201.5
2015-09-10,2.979,24.896,34.584,9.688,14.458,192.542,97.0,94.333,90.0,18.875,5.0,0.0,23.9,22.121,20.7,211.417
2015-09-11,3.126,17.079,23.375,6.296,10.81,197.889,90.0,74.542,48.0,17.944,5.826,0.333,28.5,24.0,20.8,215.833
2015-09-12,4.042,16.062,25.042,8.979,17.542,197.833,95.0,74.542,51.0,18.375,12.042,0.875,29.3,24.2,19.8,216.208
2015-09-13,2.854,8.582,9.186,0.603,22.438,191.5,94.0,83.125,66.0,10.333,14.125,0.333,26.7,23.433,21.8,201.833
2015-09-14,3.084,12.77,15.166,2.396,12.274,193.917,94.0,71.917,45.0,11.208,6.0,0.125,27.2,22.321,18.1,205.125
2015-09-15,3.213,15.043,17.892,2.848,12.958,194.875,83.0,67.208,49.0,12.667,8.417,0.417,26.7,21.696,18.4,207.542
2015-09-16,3.646,17.896,21.416,3.521,17.688,198.292,99.0,76.5,53.0,14.75,10.667,0.667,24.5,20.492,18.0,213.042
2015-09-17,3.104,19.214,23.668,4.454,9.979,195.208,99.0,97.5,95.0,11.708,4.458,0.0,18.9,18.121,16.7,206.917
2015-09-18,4.292,25.25,36.979,11.729,14.625,201.792,98.0,93.375,78.0,35.25,6.708,0.833,23.8,21.146,18.3,237.042
2015-09-19,4.334,19.94,26.232,6.292,27.583,201.542,96.0,71.333,47.0,18.292,14.208,0.833,28.3,24.217,21.2,219.833
2015-09-20,3.087,7.312,8.104,0.792,9.958,192.667,82.0,59.792,42.0,10.917,4.75,0.0,28.5,23.117,19.1,203.583
2015-09-21,3.292,10.36,12.266,1.906,15.208,192.792,90.0,70.833,47.0,10.208,9.375,0.167,27.2,21.783,17.9,203.0
2015-09-22,3.528,9.994,11.646,1.652,15.375,192.792,94.0,63.167,36.0,10.417,10.375,0.292,28.8,22.596,17.6,203.208
2015-09-23,4.146,14.51,16.69,2.18,16.146,195.167,86.0,62.667,41.0,14.0,13.625,0.636,27.8,22.333,18.0,209.167
2015-09-24,4.125,20.646,25.521,4.875,24.646,194.25,97.0,84.208,63.0,13.542,16.333,0.125,23.1,19.262,16.0,207.792
2015-09-25,3.474,18.92,25.137,6.218,13.852,187.167,99.0,97.75,97.0,11.889,6.458,0.0,19.1,18.25,17.1,199.056
2015-09-26,3.562,15.812,19.666,3.854,11.625,190.125,97.0,87.208,68.0,13.375,4.958,0.091,23.7,20.721,17.7,203.5
2015-09-27,3.812,12.263,14.568,2.306,12.25,192.792,98.0,88.333,68.0,14.375,6.708,0.208,24.3,21.504,19.8,207.167
2015-09-28,4.458,22.23,31.542,9.312,19.104,193.083,94.0,73.0,43.0,16.583,13.0,2.458,27.2,23.133,19.8,209.667
2015-09-29,3.398,21.012,25.002,3.99,13.188,192.375,58.0,41.125,27.0,24.75,8.792,0.636,27.3,23.817,20.9,217.125
2015-09-30,3.27,13.416,15.812,2.396,9.438,189.917,71.0,44.667,26.0,9.333,4.5,1.958,26.4,21.971,18.9,199.25
2015-10-01,4.208,23.158,33.427,10.268,18.958,197.5,98.0,77.417,52.0,18.375,12.417,2.917,23.1,19.758,14.3,215.875
2015-10-02,3.256,15.584,20.666,5.083,19.916,190.125,99.0,68.25,35.0,11.042,9.917,0.636,28.3,23.812,19.4,201.167
2015-10-03,4.562,23.156,26.96,3.804,22.417,194.125,91.0,67.708,50.0,15.792,14.208,2.708,25.2,21.825,18.6,209.917
2015-10-04,3.896,10.521,11.625,1.104,19.02,193.167,95.0,66.083,41.0,12.833,13.667,1.333,26.4,21.342,18.5,206.0
2015-10-05,2.75,13.226,16.64,3.414,10.646,189.125,67.0,53.958,46.0,9.542,4.333,0.773,21.1,18.171,16.1,198.667
2015-10-06,2.892,16.544,21.87,5.326,11.492,191.591,77.0,64.333,43.0,11.182,6.522,1.304,22.5,17.146,13.4,202.773
2015-10-07,2.625,13.421,17.274,3.852,9.25,190.167,81.0,55.792,35.0,11.125,3.958,1.042,23.1,17.296,12.4,201.292
2015-10-08,2.984,15.562,18.229,2.666,10.833,190.375,60.0,40.0,28.0,10.125,7.542,0.364,25.9,20.679,14.0,200.5
2015-10-09,4.084,21.936,25.799,3.864,24.48,191.458,91.0,54.542,33.0,11.167,19.208,1.083,25.4,20.704,16.0,202.625
2015-10-10,5.729,32.73,41.646,8.916,39.917,196.958,99.0,80.083,59.0,28.458,26.0,1.208,19.7,17.742,14.0,225.417
2015-10-11,4.271,14.504,15.552,1.048,18.084,192.208,99.0,82.708,55.0,12.5,11.25,0.636,21.9,20.092,18.3,204.708
2015-10-12,5.042,18.166,21.48,3.312,30.354,201.958,93.0,65.875,39.0,16.667,18.833,0.75,23.9,19.825,15.9,218.625
2015-10-13,5.115,24.413,33.109,8.696,18.315,196.5,92.0,59.542,36.0,18.583,11.333,1.25,23.8,19.229,14.1,215.083
2015-10-14,3.104,21.479,26.604,5.125,11.917,193.75,76.0,53.625,39.0,15.125,7.417,1.5,23.0,18.796,14.0,208.875
2015-10-15,3.5,20.074,24.372,4.298,17.25,192.958,83.0,63.958,48.0,15.417,12.667,1.042,23.1,18.317,13.4,208.375
2015-10-16,3.292,21.562,28.0,6.438,22.646,191.875,99.0,93.708,84.0,14.417,12.25,0.625,18.0,16.212,15.6,206.292
2015-10-17,3.396,17.056,21.693,4.636,23.375,191.958,99.0,91.083,75.0,13.167,13.25,0.0,20.4,17.808,15.9,205.125
2015-10-18,3.438,12.958,15.688,2.729,17.062,190.792,93.0,74.083,49.0,13.208,11.167,0.042,23.5,18.933,14.8,204.0
