date,PM25_mean,SO2_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean
2014-09-11,6.917,0.593,9.755,8.235,12.332,4.202
2014-09-12,5.688,0.438,9.819,9.833,14.028,4.264
2014-09-13,4.229,0.771,8.375,10.208,15.875,5.667
2014-09-14,5.646,0.834,8.264,6.572,9.421,3.004
2014-09-15,7.771,0.896,10.319,8.832,12.731,4.096
2014-09-16,6.792,0.896,10.222,10.347,15.764,5.389
2014-09-17,6.304,0.73,8.145,10.125,17.82,7.695
2014-09-18,4.542,0.961,7.111,9.764,18.403,8.694
2014-09-19,4.875,1.188,6.097,10.014,16.889,6.903
2014-09-20,4.625,0.708,7.32,9.778,16.639,6.875
2014-09-21,5.5,0.792,8.07,8.333,13.5,5.306
2014-09-22,10.125,1.26,12.181,13.409,23.0,9.676
2014-09-23,12.625,1.104,16.806,12.361,17.583,5.25
2014-09-24,12.042,0.938,14.625,13.583,22.278,8.847
2014-09-25,8.618,0.984,10.141,6.564,10.353,3.781
2014-09-26,4.417,1.0,7.847,8.223,13.498,5.392
2014-09-27,8.583,0.875,13.611,5.819,8.625,2.791
2014-09-28,8.458,0.938,13.083,9.606,13.542,4.021
2014-09-29,10.166,1.0,13.778,9.223,13.325,4.202
2014-09-30,6.208,1.312,10.222,11.945,19.139,7.194
2014-10-01,6.209,1.292,7.681,12.056,18.708,6.806
2014-10-02,6.333,0.572,9.889,8.361,13.736,5.375
2014-10-03,10.416,1.542,14.708,14.375,21.917,7.542
2014-10-04,5.896,1.104,9.986,7.944,11.806,3.792
2014-10-05,7.729,0.75,10.889,8.403,12.125,3.736
2014-10-06,7.146,0.938,11.972,9.764,14.653,4.931
2014-10-07,8.334,1.125,12.611,12.514,21.264,8.778
2014-10-08,14.792,1.104,18.431,22.972,38.083,15.222
2014-10-09,16.604,1.342,18.083,16.805,24.694,7.986
2014-10-10,11.25,1.396,14.972,11.905,17.219,5.383
2014-10-11,11.792,0.584,16.18,11.805,18.333,6.583
2014-10-12,6.584,0.917,10.0,11.424,16.472,5.132
2014-10-13,9.5,0.396,13.222,11.719,18.162,6.527
2014-10-14,5.229,0.666,8.444,9.569,15.5,5.931
2014-10-15,10.009,1.06,13.082,12.819,22.417,9.778
2014-10-16,6.568,0.174,10.044,9.318,14.381,5.182
2014-10-17,10.666,1.27,12.581,11.042,16.717,5.829
2014-10-18,10.542,0.771,14.583,15.514,25.153,9.625
2014-10-19,13.208,0.73,16.708,16.153,24.194,7.986
2014-10-20,15.083,0.688,20.778,17.528,25.569,8.056
2014-10-21,11.896,0.125,17.319,11.069,18.389,7.347
2014-10-22,8.396,0.438,10.75,10.681,17.722,7.028
2014-10-23,11.109,0.936,14.159,15.681,26.889,11.111
2014-10-24,11.23,1.062,14.278,19.598,33.397,13.955
2014-10-25,11.417,0.854,14.458,10.792,15.917,5.153
2014-10-26,14.355,1.375,18.333,7.947,10.126,2.249
2014-10-27,11.396,1.208,14.82,9.152,12.69,3.635
2014-10-28,2.125,0.75,6.333,8.861,14.042,5.111
2014-10-29,5.432,1.0,10.32,12.125,18.083,6.0
2014-10-30,9.104,1.3,13.028,19.444,35.653,16.236
2014-10-31,16.188,1.479,21.458,22.805,38.472,15.764
2014-11-01,18.02,0.792,24.292,18.708,28.347,9.639
2014-11-02,6.834,0.542,11.542,8.958,12.194,3.25
2014-11-03,5.23,0.832,10.333,4.278,6.25,2.014
2014-11-04,9.73,1.916,13.861,6.986,10.208,3.292
2014-11-05,9.042,1.771,14.875,15.889,26.722,10.847
2014-11-06,11.625,0.996,16.389,16.25,32.778,16.583
2014-11-07,7.396,0.875,12.806,6.514,10.297,3.84
2014-11-08,10.271,1.146,13.625,7.333,10.292,2.972
2014-11-09,9.27,0.958,14.861,11.326,16.672,5.388
2014-11-10,6.792,0.938,10.292,12.447,18.495,6.033
2014-11-11,11.646,1.146,15.542,19.958,34.722,14.861
2014-11-12,11.348,0.812,16.139,14.903,26.347,11.57
2014-11-13,10.0,1.449,14.681,6.153,9.764,3.5
2014-11-14,3.562,1.081,8.82,5.375,8.306,3.042
2014-11-15,4.979,1.271,10.653,13.778,20.556,6.889
2014-11-16,5.646,1.146,12.153,13.931,18.569,4.68
2014-11-17,6.875,1.375,11.236,20.958,36.222,15.236
2014-11-18,5.562,1.188,10.458,19.778,32.083,12.278
2014-11-19,10.271,1.896,14.639,19.056,32.0,13.055
2014-11-20,15.25,1.737,20.445,27.236,50.486,23.236
2014-11-21,10.479,2.104,17.069,26.027,54.561,28.561
2014-11-22,14.312,1.542,20.611,17.236,28.583,11.416
2014-11-23,7.604,1.084,13.083,13.441,22.288,8.932
2014-11-24,5.416,1.375,9.194,14.372,24.5,10.186
2014-11-25,9.5,1.354,15.472,18.181,36.333,18.194
2014-11-26,7.318,1.5,10.058,12.472,18.208,5.861
2014-11-27,8.812,1.294,12.708,20.847,40.25,19.542
2014-11-28,18.166,2.021,20.111,18.653,34.764,16.153
2014-11-29,15.312,1.771,19.653,20.458,32.014,11.584
2014-11-30,12.02,1.0,16.764,12.111,18.792,6.625
2014-12-01,11.52,1.042,15.111,4.736,6.583,1.93
2014-12-02,9.625,1.166,12.347,4.681,7.93,3.222
2014-12-03,6.212,2.229,9.833,6.695,11.333,4.681
2014-12-04,7.271,1.845,10.625,15.875,24.806,8.903
2014-12-05,6.0,1.708,8.611,12.197,20.142,8.046
2014-12-06,4.208,1.188,9.014,14.514,23.958,9.556
2014-12-07,5.208,1.854,9.082,24.359,42.871,18.512
2014-12-08,5.23,1.708,8.056,27.11,46.113,19.047
2014-12-09,7.021,2.0,10.042,23.111,38.611,15.514
2014-12-10,10.522,2.584,12.305,20.972,32.083,11.097
2014-12-11,10.084,2.356,12.542,12.597,18.708,6.153
2014-12-12,11.104,3.02,13.944,15.0,22.444,7.514
2014-12-13,5.52,2.0,8.861,15.722,23.597,7.889
2014-12-14,4.958,2.562,8.153,15.278,23.167,7.917
2014-12-15,6.667,3.042,9.291,25.847,48.833,22.944
2014-12-16,3.212,1.926,7.444,13.07,20.944,7.986
2014-12-17,9.25,2.47,11.362,7.917,12.43,4.667
2014-12-18,3.021,1.636,6.447,10.5,15.944,5.5
2014-12-19,4.062,1.745,8.303,16.245,25.841,9.638
2014-12-20,3.979,0.916,8.236,12.722,17.958,5.292
2014-12-21,9.834,1.854,12.472,5.522,7.938,2.513
2014-12-22,5.854,2.042,8.667,8.584,14.235,5.693
2014-12-23,8.292,2.771,10.555,7.958,11.32,3.472
2014-12-24,12.296,2.23,14.797,20.347,34.43,14.167
2014-12-25,5.125,2.572,10.0,17.292,27.347,10.097
2014-12-26,6.916,2.625,9.014,16.222,27.278,11.056
2014-12-27,6.646,2.396,9.93,21.0,34.222,13.222
2014-12-28,6.354,1.688,10.972,20.209,30.569,10.459
2014-12-29,16.73,2.604,20.681,21.653,36.208,14.625
2014-12-30,25.167,2.792,27.458,13.25,17.347,4.181
2014-12-31,13.792,1.917,15.222,15.458,20.375,4.972
2015-01-01,7.181,2.229,10.986,16.324,20.915,4.734
2015-01-02,24.681,3.312,30.569,12.445,15.181,2.806
2015-01-03,13.153,2.146,17.042,9.654,12.721,3.179
2015-01-04,5.597,1.771,10.028,13.505,19.369,5.948
2015-01-05,5.181,1.896,8.389,10.736,15.486,4.792
2015-01-06,4.698,1.75,8.514,12.778,18.333,5.653
2015-01-07,6.847,1.97,10.069,11.375,16.736,5.458
2015-01-08,5.472,1.917,9.041,17.597,25.417,7.833
2015-01-09,6.181,1.5,10.903,15.07,20.889,5.833
2015-01-10,6.528,1.312,9.986,11.431,15.417,4.0
2015-01-11,4.389,1.834,7.653,10.222,14.736,4.597
2015-01-12,5.042,2.125,8.986,14.875,22.166,7.347
2015-01-13,5.403,2.521,9.708,21.194,35.806,14.708
2015-01-14,5.159,1.869,8.985,12.639,18.458,5.833
2015-01-15,6.819,2.104,10.625,21.967,35.006,13.025
2015-01-16,5.542,2.062,10.181,22.361,36.236,13.889
2015-01-17,4.014,2.042,8.042,25.185,41.255,16.072
2015-01-18,2.319,2.166,7.792,9.646,14.329,4.683
2015-01-19,4.0,1.375,8.375,23.083,36.972,13.833
2015-01-20,2.097,1.312,6.556,11.083,17.653,6.722
2015-01-21,2.849,1.324,7.056,19.27,30.94,11.768
2015-01-22,4.903,2.458,9.806,20.708,35.153,14.486
2015-01-23,5.028,1.521,8.25,20.389,30.653,10.25
2015-01-24,5.681,1.666,9.292,23.236,36.236,13.014
2015-01-25,5.736,1.854,9.291,19.722,32.083,12.403
2015-01-26,6.292,1.271,11.361,9.986,14.583,4.583
2015-01-27,9.667,3.312,13.945,10.75,15.583,4.875
2015-01-28,8.625,2.844,12.75,13.208,19.57,6.361
2015-01-29,6.444,2.167,9.5,15.256,22.385,7.213
2015-01-30,5.875,1.666,10.528,19.542,30.986,11.458
2015-01-31,5.0,1.25,10.736,10.263,14.058,3.769
2015-02-01,6.889,2.166,10.986,15.373,21.547,6.147
2015-02-02,8.93,2.208,11.347,19.611,31.695,12.181
2015-02-03,8.375,2.396,12.875,24.931,39.028,14.028
2015-02-04,7.056,2.067,12.139,25.417,43.431,18.125
2015-02-05,8.623,2.583,12.75,13.458,18.639,5.153
2015-02-06,7.125,1.312,10.181,14.944,20.278,5.292
2015-02-07,6.806,1.875,10.958,14.417,19.806,5.458
2015-02-08,9.695,1.958,14.722,17.444,27.333,10.0
2015-02-09,10.847,2.084,16.153,12.333,17.889,5.583
2015-02-10,10.972,1.77,13.306,11.194,16.111,4.889
2015-02-11,7.556,1.483,10.639,17.292,27.153,9.93
2015-02-12,12.708,3.417,17.806,34.851,69.818,35.067
2015-02-13,10.583,1.542,22.458,35.403,66.208,30.833
2015-02-14,4.403,1.0,12.694,17.014,29.072,12.06
2015-02-15,3.597,1.375,8.903,9.176,12.714,3.552
2015-02-16,5.0,1.896,9.68,12.584,18.181,5.708
2015-02-17,7.333,2.208,10.306,12.819,18.639,5.806
2015-02-18,8.208,2.019,13.75,16.778,25.861,9.084
2015-02-19,17.747,2.416,25.101,20.264,31.597,11.305
2015-02-20,12.903,1.604,16.833,15.347,22.806,7.458
2015-02-21,6.306,1.23,9.486,6.75,8.986,2.347
2015-02-22,8.639,1.854,12.958,8.708,11.916,3.305
2015-02-23,13.736,2.458,20.014,16.931,23.278,6.361
2015-02-24,2.569,1.125,6.625,7.791,12.18,4.403
2015-02-25,5.542,1.608,10.167,13.042,19.417,6.431
2015-02-26,8.75,1.812,13.25,20.095,29.214,9.204
2015-02-27,9.486,1.521,14.166,14.333,19.319,5.014
2015-02-28,9.375,1.542,14.556,10.812,14.707,3.994
2015-03-01,4.75,1.083,9.806,7.597,11.028,3.444
2015-03-02,7.986,1.916,13.125,19.153,27.556,8.459
2015-03-03,10.556,1.962,14.264,15.361,21.028,5.722
2015-03-04,6.653,1.292,10.458,18.569,27.986,9.417
2015-03-05,6.222,1.166,10.514,13.361,21.208,7.819
2015-03-06,10.208,0.958,18.153,12.75,16.792,4.097
2015-03-07,12.667,1.666,19.528,13.014,17.722,4.708
2015-03-08,17.306,1.75,26.43,12.083,19.125,7.056
2015-03-09,8.778,1.312,14.25,11.597,15.542,4.028
2015-03-10,11.25,1.228,14.764,17.514,27.319,9.805
2015-03-11,9.486,1.125,14.681,15.699,23.502,7.789
2015-03-12,8.597,1.271,12.583,19.222,29.167,10.07
2015-03-13,6.764,0.729,10.875,17.284,23.128,5.886
2015-03-14,12.052,1.479,16.481,23.406,36.017,12.683
2015-03-15,9.264,1.562,15.804,8.373,12.435,4.14
2015-03-16,16.75,1.854,21.8,15.375,21.174,5.846
2015-03-17,28.111,2.402,39.208,12.917,15.676,2.769
2015-03-18,18.361,2.375,25.444,14.194,18.861,4.667
2015-03-19,14.111,1.52,22.889,16.445,22.542,6.125
2015-03-20,4.139,0.458,9.528,3.569,5.458,1.986
2015-03-21,4.097,1.334,7.82,11.819,15.959,4.236
2015-03-22,5.509,1.688,10.898,17.542,28.333,10.986
2015-03-23,4.292,1.062,8.889,13.597,22.083,8.639
2015-03-24,2.0,0.554,5.903,8.375,13.417,5.195
2015-03-25,2.0,0.812,6.903,9.234,13.873,4.609
2015-03-26,3.917,1.021,6.778,16.222,25.57,9.361
2015-03-27,9.153,1.0,13.653,13.861,18.056,4.293
2015-03-28,12.083,1.188,15.597,14.456,19.313,4.885
2015-03-29,11.75,1.458,17.028,15.375,24.778,9.431
2015-03-30,17.361,1.208,26.847,14.945,18.875,3.945
2015-03-31,21.056,1.128,25.347,13.681,18.681,5.139
2015-04-01,8.792,0.625,14.139,10.153,13.028,2.806
2015-04-02,7.594,1.538,11.681,11.111,15.125,4.111
2015-04-03,6.0,0.896,22.119,8.25,10.778,2.583
2015-04-04,7.292,1.479,10.375,6.541,8.944,2.417
2015-04-05,6.083,0.417,12.583,3.625,4.833,1.236
2015-04-06,7.361,0.958,11.0,6.75,9.639,2.986
2015-04-07,9.306,1.0,12.25,5.556,8.514,3.014
2015-04-08,5.972,1.104,8.75,10.431,14.583,4.111
2015-04-09,6.875,1.146,9.859,9.847,13.556,3.792
2015-04-10,8.319,0.312,13.042,6.261,8.902,2.697
2015-04-11,6.417,0.396,10.959,7.403,9.972,2.556
2015-04-12,10.861,0.604,14.083,7.883,10.608,2.781
2015-04-13,15.319,0.729,17.625,7.947,10.308,2.402
2015-04-14,11.917,1.062,16.111,11.597,15.056,3.569
2015-04-15,4.406,0.917,9.083,11.958,14.736,2.861
2015-04-16,6.222,1.299,9.972,7.819,10.944,3.125
2015-04-17,12.778,0.562,19.528,6.667,9.041,2.347
2015-04-18,20.639,0.812,33.889,10.167,14.417,4.306
2015-04-19,7.111,0.958,11.458,6.431,8.875,2.389
2015-04-20,2.778,1.02,7.694,6.778,9.097,2.361
2015-04-21,8.292,0.646,12.472,8.583,11.764,3.25
2015-04-22,16.278,0.98,24.514,9.875,12.875,3.125
2015-04-23,17.528,1.726,24.403,12.319,16.153,3.93
2015-04-24,17.111,1.021,24.805,12.414,15.891,3.561
2015-04-25,15.875,0.854,25.833,9.708,12.569,2.861
2015-04-26,15.278,0.708,23.459,7.594,9.511,2.018
2015-04-27,27.222,2.354,39.528,11.283,13.235,1.995
2015-04-28,38.847,1.834,52.181,16.736,19.514,2.861
2015-04-29,20.833,0.75,28.75,7.972,9.764,1.82
2015-04-30,22.906,1.508,27.931,16.625,21.292,4.625
2015-05-01,27.028,2.084,32.847,11.236,13.695,2.472
2015-05-02,23.736,1.188,29.181,11.555,14.278,2.722
2015-05-03,15.097,0.604,19.931,10.861,13.125,2.306
2015-05-04,9.986,0.938,18.0,9.833,12.806,3.014
2015-05-05,12.736,0.521,18.791,5.153,6.875,1.792
2015-05-06,23.389,0.625,42.292,6.014,7.514,1.5
2015-05-07,30.667,1.128,53.875,11.819,15.931,4.097
2015-05-08,16.306,0.979,27.542,10.131,13.858,3.753
2015-05-09,9.097,0.771,15.014,7.361,9.375,2.028
2015-05-10,5.653,0.125,10.917,7.191,9.602,2.369
2015-05-11,11.06,1.562,15.757,10.731,14.813,4.013
2015-05-12,8.542,1.084,17.444,14.837,18.864,4.024
2015-05-13,15.697,0.396,23.884,9.611,11.819,2.25
2015-05-14,15.903,0.725,20.861,10.25,13.945,3.75
2015-05-15,6.361,0.125,11.055,4.653,6.528,1.917
2015-05-16,4.847,0.792,8.403,9.889,14.083,4.264
2015-05-17,7.375,0.646,9.681,6.694,8.889,2.153
2015-05-18,10.111,1.25,13.542,10.333,13.555,3.361
2015-05-19,8.403,0.25,15.389,6.833,8.722,2.042
2015-05-20,7.82,0.416,12.347,14.681,18.875,4.25
2015-05-21,4.514,1.025,9.014,10.444,14.75,4.389
2015-05-22,15.028,0.625,22.097,9.159,11.722,2.637
2015-05-23,25.514,1.229,34.931,10.57,12.75,2.222
2015-05-24,20.764,1.52,26.347,9.381,10.886,1.588
2015-05-25,9.0,0.584,14.292,5.361,7.191,1.986
2015-05-26,13.681,1.229,21.0,11.194,16.347,5.167
2015-05-27,7.375,0.562,13.055,7.0,9.222,2.264
2015-05-28,10.056,0.704,15.806,8.333,11.417,3.111
2015-05-29,14.247,0.875,21.931,12.417,15.486,3.25
2015-05-30,11.931,1.062,17.583,12.82,15.944,3.153
2015-05-31,10.403,1.104,16.875,8.528,11.042,2.556
2015-06-01,6.347,0.938,11.458,8.597,11.459,2.958
2015-06-02,10.764,1.396,14.361,9.861,12.389,2.486
2015-06-03,12.248,0.604,17.748,9.611,12.445,2.972
2015-06-04,3.236,0.315,5.898,6.264,9.222,3.139
2015-06-05,2.667,0.417,7.889,6.799,11.197,4.424
2015-06-06,4.055,0.521,8.653,4.347,6.722,2.403
2015-06-07,3.736,0.521,7.75,5.787,8.751,2.964
2015-06-08,7.403,0.958,11.835,9.37,11.813,2.494
2015-06-09,4.569,0.354,11.347,6.708,9.264,2.486
2015-06-10,5.818,0.521,9.82,7.5,10.861,3.361
2015-06-11,6.708,0.832,11.0,6.458,8.847,2.417
2015-06-12,8.069,0.292,11.569,4.986,6.708,1.861
2015-06-13,6.875,0.188,13.861,6.153,8.278,2.139
2015-06-14,11.347,0.834,13.153,7.208,8.555,1.347
2015-06-15,16.097,1.458,22.625,10.111,12.541,2.556
2015-06-16,15.681,0.873,20.25,7.653,9.639,2.056
2015-06-17,9.625,0.263,15.222,4.597,5.736,1.167
2015-06-18,5.62,0.296,11.121,3.26,4.651,1.477
2015-06-19,7.303,0.298,12.673,3.786,5.119,1.242
2015-06-20,8.866,0.958,13.954,8.486,11.18,2.708
2015-06-21,9.303,0.542,14.181,7.204,9.009,1.903
2015-06-22,7.811,1.104,14.389,10.002,14.351,4.335
2015-06-23,8.472,0.958,13.722,7.139,10.278,3.236
2015-06-24,5.819,0.396,11.014,5.458,8.57,3.084
2015-06-25,6.083,0.282,10.931,3.694,5.583,1.875
2015-06-26,8.29,0.52,14.917,4.917,7.43,2.486
2015-06-27,5.236,0.0,10.07,2.778,4.514,1.833
2015-06-28,4.347,0.312,9.917,6.542,9.014,2.403
2015-06-29,6.389,1.062,10.972,7.764,12.861,5.083
2015-06-30,8.389,1.188,14.139,10.917,14.819,3.958
2015-07-01,6.556,0.625,12.972,7.389,10.875,3.528
2015-07-02,8.75,0.824,16.431,5.806,7.792,1.945
2015-07-03,4.43,1.021,8.264,6.656,10.445,3.889
2015-07-04,6.653,1.458,11.222,7.222,10.569,3.486
2015-07-05,4.625,1.25,7.931,7.212,11.034,3.807
2015-07-06,10.278,1.104,15.681,7.305,10.522,3.202
2015-07-07,6.292,1.312,12.194,8.264,12.458,4.292
2015-07-08,4.439,0.73,9.167,4.875,7.403,2.542
2015-07-09,6.694,0.742,11.319,6.278,9.292,3.055
2015-07-10,6.486,0.875,10.889,8.528,14.722,6.222
2015-07-11,8.236,1.146,12.972,6.819,10.458,3.75
2015-07-12,8.528,2.208,13.236,9.25,12.431,3.264
2015-07-13,15.417,3.084,21.428,14.764,19.0,4.305
2015-07-14,16.361,1.104,36.305,5.194,7.111,2.014
2015-07-15,5.958,1.729,13.236,8.389,13.153,4.778
2015-07-16,5.097,0.614,9.722,4.764,7.403,2.708
2015-07-17,7.722,1.292,12.542,5.451,8.187,2.808
2015-07-18,7.778,2.292,17.972,11.028,15.958,4.986
2015-07-19,7.861,1.896,17.5,12.172,18.458,6.298
2015-07-20,6.514,1.479,13.736,7.952,11.161,3.335
2015-07-21,9.417,1.562,17.18,12.125,17.875,5.75
2015-07-22,11.125,2.659,21.931,12.014,17.792,5.792
2015-07-23,9.101,2.014,17.87,10.583,16.542,5.986
2015-07-24,4.458,1.52,11.222,8.0,13.139,5.222
2015-07-25,5.861,0.542,13.611,8.181,11.25,3.181
2015-07-26,12.333,0.5,21.792,7.125,9.792,2.708
2015-07-27,15.011,1.312,28.583,7.514,11.139,3.667
2015-07-28,9.792,1.792,19.292,14.722,25.667,11.083
2015-07-29,13.542,2.312,28.153,10.778,15.708,5.0
2015-07-30,18.514,2.155,36.097,8.917,14.153,5.347
2015-07-31,24.087,1.044,46.113,7.944,9.994,2.107
2015-08-01,9.416,1.375,16.264,7.695,11.167,3.583
2015-08-02,6.972,1.708,14.514,9.659,14.229,4.638
2015-08-03,14.139,1.562,25.041,9.301,12.245,2.817
2015-08-04,16.708,1.229,32.611,6.653,9.208,2.569
2015-08-05,17.029,1.271,32.556,8.805,12.778,3.986
2015-08-06,22.292,2.152,47.569,11.472,14.319,2.972
2015-08-07,10.111,0.396,22.361,5.486,7.75,2.361
2015-08-08,7.583,0.229,13.861,3.611,5.972,2.375
2015-08-09,7.375,0.084,13.764,3.917,5.93,2.07
2015-08-10,11.361,1.646,21.903,9.347,14.291,4.945
2015-08-11,8.875,1.0,19.153,6.569,9.722,3.264
2015-08-12,7.889,0.375,14.778,4.181,6.542,2.361
2015-08-13,5.792,0.502,11.903,3.028,4.75,1.778
2015-08-14,7.847,0.104,15.014,2.955,4.285,1.373
2015-08-15,5.542,0.167,13.555,3.153,4.875,1.681
2015-08-16,6.847,0.292,13.681,2.915,4.519,1.589
2015-08-17,5.847,0.25,12.597,3.837,5.915,1.951
2015-08-18,2.833,0.229,8.264,4.347,6.389,2.083
2015-08-19,4.736,0.896,8.889,9.111,14.444,5.375
2015-08-20,6.028,1.302,9.653,8.319,13.556,5.236
2015-08-21,9.145,0.98,15.056,7.903,11.903,4.153
2015-08-22,7.805,0.104,14.972,5.347,7.153,1.875
2015-08-23,8.639,0.104,15.25,3.445,4.917,1.639
2015-08-24,4.07,0.042,10.084,3.82,6.583,2.875
2015-08-25,5.847,0.25,9.653,3.417,5.736,2.375
2015-08-26,5.583,0.084,11.555,2.958,4.778,1.847
2015-08-27,6.536,0.174,12.638,4.278,6.57,2.222
2015-08-28,9.542,0.458,15.972,2.717,4.524,1.751
2015-08-29,7.861,0.166,13.555,3.889,6.097,2.278
2015-08-30,6.069,0.084,12.014,3.066,4.293,1.34
2015-08-31,6.542,0.271,11.417,6.25,8.879,2.658
2015-09-01,9.208,1.166,13.625,9.986,15.653,5.667
2015-09-02,4.826,0.396,11.028,5.445,7.069,1.722
2015-09-03,11.681,1.128,16.972,10.014,14.403,4.375
2015-09-04,7.417,1.812,14.375,10.708,17.486,6.833
2015-09-05,6.792,0.792,10.278,8.778,13.736,5.055
2015-09-06,5.69,0.125,9.278,5.389,7.417,2.028
2015-09-07,4.542,0.271,8.931,6.298,8.614,2.344
2015-09-08,7.486,0.625,13.986,7.684,10.54,2.895
2015-09-09,7.764,0.688,13.903,5.294,7.428,2.103
2015-09-10,3.5,0.196,11.305,2.445,3.778,1.375
2015-09-11,3.695,0.229,10.375,7.152,11.175,3.979
2015-09-12,4.611,0.48,11.306,6.778,9.736,3.153
2015-09-13,4.292,0.479,8.556,11.677,15.95,4.247
2015-09-14,5.153,0.854,9.778,11.297,19.069,7.785
2015-09-15,4.014,0.646,7.556,9.986,16.986,7.07
2015-09-16,5.931,1.146,10.083,10.25,17.944,7.806
2015-09-17,7.555,1.066,12.208,8.07,12.834,4.694
2015-09-18,4.246,0.104,10.139,3.472,5.431,1.944
2015-09-19,3.472,0.458,6.653,7.903,11.014,3.139
2015-09-20,3.208,0.666,7.945,6.653,10.333,3.806
2015-09-21,10.25,0.896,13.736,8.722,13.583,4.944
2015-09-22,10.292,1.104,13.833,10.458,14.583,4.194
2015-09-23,11.847,1.125,16.431,10.181,15.014,5.014
2015-09-24,10.625,0.532,14.514,7.931,11.68,3.847
2015-09-25,7.097,0.292,11.514,4.083,6.125,2.041
2015-09-26,2.583,0.0,6.653,4.75,7.042,2.333
2015-09-27,6.0,0.875,9.75,10.105,16.38,6.343
2015-09-28,6.389,0.792,10.778,10.398,17.24,6.957
2015-09-29,3.792,3.875,8.111,10.833,20.583,9.847
2015-09-30,3.167,2.562,7.208,10.0,17.945,7.945
2015-10-01,5.015,0.526,8.348,7.861,13.125,5.431
2015-10-02,8.306,0.188,13.319,3.264,5.958,2.764
2015-10-03,6.333,0.583,10.667,5.847,8.75,3.028
2015-10-04,4.569,0.917,8.639,9.389,14.43,5.167
2015-10-05,4.444,0.854,7.562,11.335,19.141,7.749
2015-10-06,4.31,1.4,8.705,12.594,21.871,9.228
2015-10-07,7.125,1.708,10.417,13.111,20.931,7.778
2015-10-08,3.389,0.56,8.125,3.694,6.833,3.125
2015-10-09,5.958,1.27,10.958,8.642,11.68,3.109
2015-10-10,9.139,0.875,15.458,10.055,14.208,4.111
2015-10-11,10.236,0.667,16.764,5.807,7.412,1.745
2015-10-12,8.597,1.188,13.028,6.587,8.76,2.159
2015-10-13,3.333,0.958,8.097,7.264,11.361,4.111
2015-10-14,4.304,1.25,8.042,9.722,15.861,6.111
2015-10-15,7.347,1.172,12.556,17.028,29.833,12.889
2015-10-16,9.194,1.354,14.0,18.236,29.708,11.555
2015-10-17,18.667,1.104,24.278,16.153,26.75,10.611
2015-10-18,18.889,1.086,28.958,10.125,13.917,3.861
2015-10-19,6.583,1.0,9.982,7.805,11.778,4.125
2015-10-20,8.833,1.208,12.861,16.056,25.139,9.195
2015-10-21,6.209,1.334,11.194,13.68,25.209,11.556
2015-10-22,4.458,1.193,10.528,12.833,20.278,7.458
2015-10-23,8.097,1.458,11.722,17.583,29.299,11.73
2015-10-24,10.472,1.25,14.472,12.208,17.542,5.305
2015-10-25,17.361,0.896,21.833,4.702,7.04,2.323
2015-10-26,22.0,1.562,27.542,14.001,19.928,5.983
2015-10-27,10.292,1.604,16.07,13.333,19.083,5.819
2015-10-28,11.222,1.479,16.875,7.208,9.889,2.708
2015-10-29,8.387,1.279,13.042,11.056,16.361,5.333
2015-10-30,8.944,1.104,13.889,14.458,21.153,6.695
2015-10-31,17.792,1.354,20.639,11.278,16.806,5.5
2015-11-01,13.222,1.917,17.111,7.458,9.694,2.264
2015-11-02,11.111,2.062,17.68,22.861,37.653,14.917
2015-11-03,15.917,2.052,20.389,17.708,29.347,11.597
2015-11-04,23.986,1.898,28.539,23.583,39.972,16.389
2015-11-05,15.391,1.55,20.812,22.056,34.569,12.639
2015-11-06,19.042,0.979,23.625,10.565,14.924,4.372
2015-11-07,6.306,0.875,10.611,10.833,15.403,4.694
2015-11-08,4.944,0.646,10.542,10.242,13.157,2.914
2015-11-09,3.639,1.396,8.278,13.288,20.385,7.21
2015-11-10,2.82,1.125,7.542,8.097,12.069,4.0
2015-11-11,0.667,0.833,6.097,6.292,10.0,3.708
2015-11-12,2.792,0.988,7.3,13.125,21.25,8.222
2015-11-13,3.556,1.0,7.875,10.583,16.153,5.514
2015-11-14,3.097,0.292,9.222,3.167,4.667,1.597
2015-11-15,3.222,0.854,8.542,10.597,15.625,5.07
2015-11-16,9.014,1.75,13.014,13.222,20.917,7.722
2015-11-17,11.625,2.5,16.445,17.93,32.389,14.542
2015-11-18,5.5,0.854,9.819,9.278,14.667,5.444
2015-11-19,5.083,1.198,9.264,14.486,21.597,7.153
2015-11-20,4.597,1.07,10.253,14.167,22.125,7.956
2015-11-21,3.653,0.667,7.445,8.597,12.153,3.528
2015-11-22,5.333,0.542,9.889,11.006,15.432,4.51
2015-11-23,9.042,1.062,13.208,13.089,18.933,5.9
2015-11-24,2.514,0.562,7.292,10.847,15.389,4.625
2015-11-25,3.594,1.104,8.236,16.708,25.625,9.014
2015-11-26,2.222,1.087,6.292,6.736,9.375,2.75
2015-11-27,2.486,0.812,8.236,10.597,14.917,4.375
2015-11-28,1.764,0.771,7.208,11.403,18.903,7.528
2015-11-29,6.444,0.708,10.875,11.333,15.042,3.681
2015-11-30,6.667,1.561,11.22,15.264,26.014,10.75
2015-12-01,7.709,1.666,10.486,9.639,13.514,3.834
2015-12-02,8.764,2.25,12.889,18.458,30.805,12.305
2015-12-03,6.403,1.06,12.458,7.555,10.306,2.736
2015-12-04,6.25,1.166,8.903,9.515,14.052,4.565
