date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,200.13,18.043,16.1045,20.771,4.6665,,30.354,218.174
2011-01-02,197.609,9.652,8.587,11.696,3.1085000000000003,,12.271,207.261
2011-01-03,191.304,5.0,6.271,6.9375,0.6665,,8.104,196.304
2011-01-04,193.304,3.913,5.0,5.6045,0.604,,23.125,197.217
2011-01-05,193.087,4.522,6.8545,7.75,0.896,,4.375,197.609
2011-01-06,195.455,14.773,21.435,29.109,7.674,,21.2395,210.227
2011-01-07,192.565,7.13,11.0,12.5,1.5,,8.25,199.696
2011-01-08,194.043,12.0,13.4585,15.2915,1.833,,8.25,206.043
2011-01-09,195.826,12.565,14.934999999999999,18.326,3.3915,,15.0835,208.391
2011-01-10,197.783,24.913,25.3125,45.771,20.4585,,25.4165,222.696
2011-01-11,195.826,19.913,16.8335,37.2295,20.396,,20.229,215.739
2011-01-12,192.13,10.304,12.4375,15.7085,3.271,,6.1875,202.435
2011-01-13,195.478,22.826,21.0,48.1875,27.1875,,19.4375,218.304
2011-01-14,194.609,7.652,10.521,11.875,1.3545,,15.020499999999998,202.261
2011-01-15,193.391,7.304,10.146,11.271,1.125,,11.6875,200.696
2011-01-16,194.0,17.0,20.935000000000002,26.109,5.1739999999999995,,15.979,211.0
2011-01-17,194.783,23.304,22.8335,39.021,16.1875,,20.7085,218.087
2011-01-18,197.304,32.565,27.4585,70.8955,43.4375,,32.875,229.87
2011-01-19,196.0,39.435,33.3125,72.2085,38.8955,,37.25,235.435
2011-01-20,191.043,22.043,23.479,29.9165,6.4375,,17.25,213.087
2011-01-21,192.739,20.435,22.042,28.875,6.8335,,21.25,213.174
2011-01-22,192.826,11.522,12.646,15.542000000000002,2.896,,11.479,204.348
2011-01-23,193.652,11.565,13.826,19.478,5.652,,8.4165,205.217
2011-01-24,192.727,7.636,11.674,13.826,2.1525,,6.292,200.364
2011-01-25,193.043,7.478,9.583,10.458,0.875,,12.1045,200.522
2011-01-26,193.087,8.217,11.8335,13.25,1.417,,7.5415,201.304
2011-01-27,196.043,14.87,17.0415,28.1875,11.146,,17.479,210.913
2011-01-28,196.304,14.739,17.396,24.021,6.625,,22.396,211.043
2011-01-29,193.739,3.043,7.3125,7.521,0.2085,,7.5625,196.783
2011-01-30,194.391,8.478,15.3695,18.3265,2.9565,,9.6875,202.87
2011-01-31,193.609,13.217,16.75,21.4375,4.6875,,11.042,206.826
2011-02-01,195.435,16.0,18.9795,40.979,22.0,,18.396,211.435
2011-02-02,193.826,4.13,6.9375,7.875,0.9375,,8.3955,197.957
2011-02-03,196.571,20.714,19.4565,31.652,12.196000000000002,,13.2275,217.286
2011-02-04,194.913,15.13,16.2915,30.646,14.354500000000002,,20.396,210.043
2011-02-05,193.435,9.0,11.583,13.042,1.458,,28.5835,202.435
2011-02-06,195.87,30.609,28.4545,52.7325,24.278,,38.2085,226.478
2011-02-07,197.13,24.478,21.521,40.6665,19.1455,,19.0,221.609
