date,SO2_mean,SPM_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean
2015-06-08,2.098,23.817,13.181,15.649,2.468,12.958
2015-06-09,2.125,11.975,9.486,12.347,2.861,8.042
2015-06-10,3.153,21.758,8.875,10.39,1.516,12.667
2015-06-11,2.738,31.218,11.355,12.929,1.575,17.864
2015-06-12,2.667,33.791,12.209,14.68,2.472,18.875
2015-06-13,2.778,55.583,9.361,10.347,0.986,36.5
2015-06-14,3.236,42.383,9.056,9.861,0.806,27.667
2015-06-15,3.111,38.784,10.958,12.236,1.278,23.958
2015-06-16,2.855,42.292,11.855,13.594,1.739,26.542
2015-06-17,3.319,36.033,8.625,9.93,1.306,21.955
2015-06-18,2.764,23.467,8.555,9.583,1.028,11.542
2015-06-19,2.569,18.233,8.722,10.931,2.208,8.875
2015-06-20,3.278,25.517,7.417,8.444,1.028,14.167
2015-06-21,1.556,17.503,5.833,6.403,0.57,9.0
2015-06-22,2.139,22.842,9.181,10.875,1.695,12.25
2015-06-23,2.653,36.592,10.056,11.403,1.347,18.333
2015-06-24,2.343,36.933,9.565,11.116,1.551,21.458
2015-06-25,3.417,34.2,9.125,10.417,1.292,18.208
2015-06-26,1.616,22.748,12.28,14.335,2.055,11.333
2015-06-27,2.708,17.217,8.278,10.292,2.014,6.542
2015-06-28,3.333,12.383,5.056,6.417,1.361,3.667
2015-06-29,3.139,16.917,7.639,8.875,1.236,7.167
2015-06-30,3.528,23.308,10.903,12.625,1.722,11.708
2015-07-01,1.574,14.458,11.917,15.111,3.194,6.417
2015-07-02,3.39,27.075,11.695,13.739,2.043,14.625
2015-07-03,4.028,32.417,12.667,14.07,1.403,17.375
2015-07-04,2.625,43.833,13.069,14.778,1.708,27.0
2015-07-05,2.319,35.558,7.292,7.944,0.653,20.0
2015-07-06,2.347,28.392,12.722,14.333,1.611,14.583
2015-07-07,1.685,28.923,12.455,15.027,2.572,12.913
2015-07-08,2.167,22.167,13.236,16.222,2.986,11.25
2015-07-09,2.333,28.567,12.389,16.75,4.361,14.042
2015-07-10,2.51,30.943,10.219,11.951,1.732,16.435
2015-07-11,3.861,41.267,11.153,12.333,1.181,18.583
2015-07-12,2.75,37.217,7.667,8.847,1.18,19.583
2015-07-13,2.944,30.983,6.722,9.986,3.264,10.708
2015-07-14,2.917,27.825,6.042,8.861,2.82,8.583
2015-07-15,2.639,25.181,6.875,9.833,2.958,7.583
2015-07-16,0.834,25.308,6.417,11.208,4.791,7.208
2015-07-17,1.444,42.825,4.889,6.514,1.625,13.375
2015-07-18,1.213,30.925,8.797,13.043,4.247,11.458
2015-07-19,0.889,34.567,6.903,9.125,2.222,13.917
2015-07-20,2.014,31.075,5.917,7.764,1.847,12.417
2015-07-21,2.653,23.258,7.736,10.403,2.667,8.458
2015-07-22,2.209,18.384,8.695,12.597,3.903,6.5
2015-07-23,1.722,18.192,11.584,16.944,5.361,7.125
2015-07-24,2.11,31.492,9.531,12.531,3.0,16.333
2015-07-25,3.264,25.267,5.903,7.833,1.931,9.958
2015-07-26,3.471,27.508,5.985,7.695,1.71,9.833
2015-07-27,2.181,34.35,9.889,12.528,2.639,15.083
2015-07-28,4.403,34.758,7.583,9.639,2.056,15.083
2015-07-29,3.27,44.5,8.708,10.625,1.917,20.958
2015-07-30,2.653,55.05,9.389,11.583,2.194,29.19
2015-07-31,3.028,53.075,10.264,12.681,2.417,29.583
2015-08-01,3.25,55.867,8.222,9.5,1.278,29.458
2015-08-02,3.903,73.625,7.653,8.375,0.722,39.583
2015-08-03,4.023,79.552,9.739,10.942,1.203,43.125
2015-08-04,3.361,69.033,8.931,10.403,1.472,36.292
2015-08-05,3.028,40.8,7.236,9.542,2.306,15.208
2015-08-06,2.403,30.308,9.417,13.958,4.542,11.167
2015-08-07,1.681,34.635,7.597,9.736,2.139,12.708
2015-08-08,2.694,45.875,7.57,8.82,1.25,21.417
2015-08-09,2.875,46.15,6.278,6.917,0.639,22.333
2015-08-10,2.403,40.175,7.847,9.542,1.694,20.333
2015-08-11,3.828,34.802,9.828,12.148,2.319,16.826
2015-08-12,2.695,33.55,10.153,12.431,2.278,16.042
2015-08-13,0.528,27.261,7.083,9.097,2.014,12.5
2015-08-14,2.194,25.15,6.5,8.181,1.68,10.25
2015-08-15,1.791,27.975,6.278,7.445,1.167,14.083
2015-08-16,2.292,35.492,5.681,6.389,0.708,18.917
2015-08-17,1.458,20.858,6.5,8.389,1.889,8.583
2015-08-18,2.167,22.75,7.889,9.958,2.07,8.125
2015-08-19,2.453,25.558,9.971,11.797,1.826,11.75
2015-08-20,1.583,30.367,11.597,14.375,2.778,14.917
2015-08-21,0.958,27.858,9.5,13.153,3.653,13.182
2015-08-22,2.597,31.267,7.347,9.972,2.625,13.542
2015-08-23,3.958,22.067,5.764,6.792,1.028,10.125
2015-08-24,2.333,24.525,6.639,7.931,1.292,10.833
2015-08-25,1.972,24.7,9.889,11.736,1.847,12.083
2015-08-26,1.964,21.817,9.694,12.014,2.319,9.25
2015-08-27,2.7,20.133,9.193,11.458,2.266,10.333
2015-08-28,1.819,25.939,9.167,11.111,1.944,14.417
2015-08-29,1.667,19.792,7.306,8.236,0.931,11.167
2015-08-30,1.153,22.009,6.694,8.07,1.375,9.875
2015-08-31,1.625,18.717,10.639,13.847,3.208,10.208
2015-09-01,0.75,21.108,12.083,18.222,6.139,9.667
2015-09-02,2.208,21.117,9.083,11.792,2.708,10.958
2015-09-03,1.662,30.001,14.375,17.444,3.07,14.167
2015-09-04,2.2,30.258,10.189,12.826,2.638,16.542
2015-09-05,2.222,24.921,8.708,10.222,1.514,15.792
2015-09-06,0.445,21.467,5.986,6.903,0.917,13.542
2015-09-07,1.917,15.917,9.778,12.486,2.708,8.167
2015-09-08,0.986,18.292,14.958,19.07,4.111,8.625
2015-09-09,0.978,13.359,9.944,12.444,2.5,6.083
2015-09-10,2.208,13.892,8.486,11.153,2.667,6.25
2015-09-11,2.696,18.008,8.296,10.688,2.392,10.174
2015-09-12,1.868,27.408,8.551,9.826,1.275,17.542
2015-09-13,1.986,22.942,6.486,7.514,1.028,14.708
2015-09-14,2.458,15.417,9.25,11.319,2.069,7.75
2015-09-15,3.097,26.017,11.611,13.542,1.931,16.958
2015-09-16,2.486,32.45,13.208,15.458,2.25,22.0
2015-09-17,0.916,28.417,13.778,18.111,4.333,15.292
2015-09-18,3.111,15.958,9.514,11.82,2.305,9.25
2015-09-19,2.805,16.717,7.125,8.945,1.819,7.958
2015-09-20,3.026,20.25,6.073,7.261,1.188,11.125
2015-09-21,2.278,19.033,7.611,9.153,1.542,12.083
2015-09-22,1.653,28.983,7.264,8.722,1.458,17.458
2015-09-23,2.048,30.225,7.931,8.764,0.833,18.292
2015-09-24,1.29,29.252,13.25,16.556,3.306,17.5
2015-09-25,0.639,17.775,15.097,20.111,5.014,9.125
2015-09-26,1.931,20.092,9.736,12.0,2.264,11.542
2015-09-27,2.611,23.55,7.653,8.958,1.305,14.25
2015-09-28,2.515,22.633,8.942,11.493,2.551,14.591
2015-09-29,2.653,22.408,11.403,14.583,3.18,12.458
2015-09-30,2.053,17.342,11.192,13.864,2.673,9.167
2015-10-01,0.68,21.95,16.222,20.806,4.583,14.438
2015-10-02,2.542,19.45,9.625,11.958,2.333,9.4
2015-10-03,1.334,19.167,8.597,11.278,2.681,10.125
2015-10-04,2.472,26.808,8.306,9.653,1.347,16.125
2015-10-05,2.791,16.574,12.389,15.556,3.167,8.583
2015-10-06,2.464,19.325,10.797,13.652,2.855,11.75
2015-10-07,2.224,16.85,9.945,12.889,2.944,8.833
2015-10-08,1.958,23.6,8.986,11.097,2.111,12.25
2015-10-09,2.025,40.414,11.71,13.224,1.514,31.136
2015-10-10,1.514,51.556,14.069,16.403,2.333,41.25
2015-10-11,1.097,32.771,9.917,11.791,1.875,25.333
2015-10-12,1.111,14.656,8.972,11.139,2.167,10.875
2015-10-13,1.444,11.912,10.056,13.805,3.75,8.25
2015-10-14,2.004,15.758,10.913,14.058,3.145,9.524
2015-10-15,1.444,18.358,12.694,16.111,3.417,12.375
2015-10-16,1.958,23.317,12.583,15.847,3.264,16.167
2015-10-17,2.361,20.967,10.306,12.222,1.917,14.625
2015-10-18,2.444,19.25,7.236,8.847,1.611,13.625
2015-10-19,2.056,23.958,11.278,13.819,2.542,16.5
2015-10-20,2.542,30.858,10.57,12.708,2.139,25.125
2015-10-21,2.672,40.47,13.894,16.73,2.836,31.667
2015-10-22,2.674,30.491,9.884,12.246,2.362,21.917
2015-10-23,1.986,27.192,13.903,16.5,2.597,19.5
2015-10-24,1.847,36.358,8.653,9.958,1.305,29.667
2015-10-25,1.708,14.658,5.403,6.958,1.555,9.417
2015-10-26,1.944,20.458,12.072,14.593,2.521,14.375
2015-10-27,2.195,26.544,14.428,18.072,3.644,16.583
2015-10-28,1.764,18.167,10.681,13.667,2.986,10.208
2015-10-29,3.353,17.908,12.167,14.722,2.555,10.792
2015-10-30,2.317,25.622,13.501,17.431,3.929,18.125
2015-10-31,1.25,15.058,10.055,13.278,3.222,7.167
2015-11-01,1.305,21.292,9.764,11.806,2.042,14.333
2015-11-02,1.833,17.608,14.417,18.347,3.931,9.542
2015-11-03,1.625,12.95,9.922,12.345,2.423,5.125
2015-11-04,1.063,17.175,13.333,17.292,3.958,8.292
2015-11-05,1.179,25.055,15.589,19.833,4.244,15.292
2015-11-06,1.75,27.025,15.569,20.181,4.611,17.25
2015-11-07,1.496,36.933,14.584,18.046,3.462,26.0
2015-11-08,0.431,25.558,10.306,11.917,1.611,15.333
2015-11-09,0.986,14.833,17.014,24.944,7.931,7.042
2015-11-10,2.847,11.9,9.764,12.305,2.542,4.0
2015-11-11,1.429,11.758,12.809,16.728,3.919,4.565
2015-11-12,1.306,14.089,11.653,15.278,3.625,6.583
2015-11-13,1.417,26.583,18.236,25.209,6.972,16.875
2015-11-14,0.695,19.417,17.931,22.5,4.569,9.875
2015-11-15,1.402,10.758,10.348,12.594,2.247,4.0
2015-11-16,1.945,18.142,18.861,27.5,8.639,9.542
2015-11-17,0.986,28.442,17.569,26.972,9.403,15.25
2015-11-18,0.883,18.233,18.611,27.042,8.431,10.231
2015-11-19,2.736,12.592,10.834,13.444,2.611,8.5
2015-11-20,2.264,15.625,15.195,20.945,5.75,9.333
2015-11-21,3.194,18.608,12.181,14.375,2.194,11.208
2015-11-22,1.194,29.092,9.667,12.056,2.389,19.375
2015-11-23,1.532,34.6,13.797,17.609,3.812,21.958
2015-11-24,1.333,18.567,11.375,15.736,4.361,8.917
2015-11-25,1.556,12.375,14.972,19.278,4.306,5.0
2015-11-26,1.195,12.842,14.264,18.472,4.208,5.167
2015-11-27,1.406,10.086,13.33,16.829,3.499,4.167
2015-11-28,0.736,11.717,11.917,15.931,4.014,4.792
2015-11-29,1.667,12.242,8.792,11.431,2.639,7.458
2015-11-30,1.611,20.366,16.514,25.278,8.764,12.0
2015-12-01,1.729,19.037,14.406,18.942,4.536,10.708
2015-12-02,1.565,25.6,17.264,23.069,5.806,13.792
2015-12-03,1.556,21.425,13.319,16.625,3.306,11.625
2015-12-04,2.778,13.55,6.986,9.097,2.111,8.375
2015-12-05,1.986,14.675,11.695,14.861,3.166,8.083
2015-12-06,1.792,13.967,9.444,11.319,1.875,7.542
2015-12-07,2.209,14.167,13.194,18.194,5.0,6.083
2015-12-08,1.889,12.683,12.347,17.653,5.305,4.417
2015-12-09,1.479,19.408,16.768,22.522,5.754,11.542
2015-12-10,1.347,30.033,22.792,33.861,11.069,18.542
2015-12-11,1.162,11.216,7.722,10.288,2.567,2.522
2015-12-12,1.75,17.4,11.458,13.528,2.069,10.542
2015-12-13,1.82,20.775,11.958,13.403,1.444,12.458
2015-12-14,1.597,17.875,16.18,19.528,3.347,9.208
2015-12-15,1.542,25.308,18.125,23.194,5.07,13.0
2015-12-16,1.795,21.087,13.805,16.32,2.514,10.292
2015-12-17,2.101,5.375,8.116,9.652,1.536,2.381
2015-12-18,1.486,8.729,12.75,18.153,5.403,4.667
2015-12-19,1.416,9.406,9.653,13.069,3.417,5.0
2015-12-20,1.305,17.312,11.5,13.944,2.444,11.917
2015-12-21,1.139,16.291,19.236,25.264,6.028,9.708
2015-12-22,1.25,16.117,15.542,21.667,6.125,9.292
2015-12-23,0.875,26.3,19.347,29.403,10.056,15.5
2015-12-24,2.0,16.742,14.736,21.583,6.847,9.542
2015-12-25,1.901,16.15,10.989,13.669,2.68,8.5
2015-12-26,2.486,17.45,9.264,11.042,1.778,11.208
2015-12-27,1.486,12.975,7.222,8.792,1.57,8.125
2015-12-28,1.667,8.675,10.569,13.111,2.542,4.083
2015-12-29,1.278,8.125,8.028,10.028,2.0,1.958
2015-12-30,1.15,8.229,9.028,11.431,2.403,3.208
2015-12-31,1.069,9.635,8.069,10.347,2.278,4.542
2016-01-01,1.569,14.479,7.083,8.528,1.444,7.083
2016-01-02,1.667,19.229,8.778,10.167,1.389,11.958
2016-01-03,1.986,25.083,7.639,9.028,1.389,17.25
2016-01-04,1.212,22.494,8.625,10.75,2.126,15.708
2016-01-05,0.917,13.771,6.903,9.264,2.361,7.708
2016-01-06,1.792,9.479,11.486,14.75,3.264,4.583
2016-01-07,1.417,13.106,12.944,17.056,4.111,6.208
2016-01-08,0.639,18.396,13.937,17.585,3.647,10.083
2016-01-09,2.236,9.854,7.25,9.139,1.889,2.042
2016-01-10,2.055,10.441,9.861,13.778,3.917,4.125
2016-01-11,2.175,7.5,7.514,9.333,1.819,1.458
2016-01-12,3.219,10.997,7.722,9.697,1.975,7.042
2016-01-13,3.119,13.449,9.427,11.788,2.361,7.0
2016-01-14,1.139,6.573,7.861,9.653,1.792,1.125
2016-01-15,0.695,6.01,6.917,8.167,1.25,0.75
2016-01-16,1.25,8.208,11.042,14.542,3.5,2.75
2016-01-17,1.611,9.167,11.986,14.736,2.75,2.792
2016-01-18,1.389,9.481,16.375,21.028,4.653,2.708
2016-01-19,1.486,17.104,13.778,17.181,3.403,12.708
2016-01-20,1.25,21.229,16.389,20.63,4.241,13.417
2016-01-21,2.208,15.354,8.556,10.375,1.82,11.042
2016-01-22,2.139,12.588,8.069,9.639,1.569,6.792
2016-01-23,2.569,7.531,9.014,10.931,1.917,3.833
2016-01-24,1.458,7.839,11.681,13.445,1.764,3.458
2016-01-25,2.126,10.95,15.069,18.986,3.916,4.917
2016-01-26,0.881,10.856,14.539,18.142,3.603,4.458
2016-01-27,1.604,19.475,23.963,30.176,6.213,10.917
2016-01-28,1.382,16.67,12.953,16.699,3.746,7.708
2016-01-29,2.694,13.792,11.25,12.903,1.653,5.375
2016-01-30,1.778,14.636,11.167,14.653,3.486,6.542
2016-01-31,1.806,8.775,7.472,9.75,2.278,4.5
2016-02-01,2.833,11.458,13.833,17.472,3.639,5.0
2016-02-02,1.555,7.677,6.181,7.722,1.542,1.417
2016-02-03,1.5,13.012,12.834,17.903,5.069,3.5
2016-02-04,2.597,14.702,11.667,14.347,2.68,
2016-02-05,0.551,13.1,13.091,14.357,1.266,
2016-02-06,3.306,15.302,9.361,11.014,1.653,
2016-02-07,1.82,11.617,7.667,9.958,2.292,
2016-02-08,2.114,10.061,10.361,12.319,1.958,
2016-02-09,1.833,12.808,16.083,18.291,2.208,
2016-02-10,3.783,8.824,9.685,11.587,1.902,4.4
2016-02-11,2.361,7.008,8.5,10.375,1.875,2.75
2016-02-12,3.736,7.9,7.236,8.834,1.597,4.875
2016-02-13,2.743,9.958,13.04,16.474,3.433,5.458
2016-02-14,2.0,11.492,14.764,18.75,3.986,7.458
2016-02-15,2.194,12.998,14.153,18.361,4.208,8.167
2016-02-16,2.055,22.333,17.556,21.125,3.569,15.042
2016-02-17,1.347,30.583,23.333,31.611,8.278,18.667
2016-02-18,2.639,12.81,10.139,11.903,1.764,6.167
2016-02-19,2.097,8.192,7.167,8.347,1.181,4.125
2016-02-20,1.361,13.834,14.722,19.097,4.375,5.708
2016-02-21,1.39,9.541,7.141,9.758,2.616,6.333
2016-02-22,2.114,16.138,17.694,20.667,2.972,9.875
2016-02-23,2.256,12.154,12.456,16.594,4.139,1.3
2016-02-24,1.014,9.838,8.139,10.382,2.242,4.75
2016-02-25,1.333,11.603,9.937,12.289,2.352,5.708
2016-02-26,2.278,15.108,7.931,9.306,1.375,10.375
2016-02-27,3.556,12.45,10.431,12.333,1.903,7.583
2016-02-28,2.694,12.397,10.236,12.375,2.139,7.917
2016-02-29,,,,,,
2016-03-01,1.935,18.778,13.844,16.475,2.631,11.792
2016-03-02,1.105,17.018,15.014,18.944,3.931,10.375
2016-03-03,2.431,12.825,8.361,10.764,2.403,6.25
2016-03-04,1.917,14.95,10.931,13.236,2.306,6.625
2016-03-05,2.236,21.747,10.733,12.087,1.354,14.333
2016-03-06,2.972,21.925,12.347,14.653,2.306,15.833
2016-03-07,2.403,9.758,8.584,10.07,1.486,3.25
2016-03-08,2.341,13.079,9.305,11.583,2.278,7.833
2016-03-09,2.652,17.721,11.668,14.998,3.33,11.917
2016-03-10,2.316,16.944,10.686,12.962,2.277,10.522
2016-03-11,1.458,14.73,8.625,10.694,2.07,12.0
2016-03-12,2.139,17.033,8.444,9.389,0.944,11.708
2016-03-13,1.653,20.617,12.854,15.098,2.245,12.583
2016-03-14,2.333,22.575,9.5,11.695,2.195,15.708
2016-03-15,2.111,8.142,8.139,10.153,2.014,2.917
2016-03-16,2.945,11.425,9.097,11.097,2.0,6.458
2016-03-17,2.501,12.874,11.27,13.931,2.662,7.708
2016-03-18,3.083,18.117,10.444,12.264,1.819,12.708
2016-03-19,3.583,35.283,10.125,11.278,1.153,28.0
2016-03-20,3.722,44.892,11.861,12.931,1.07,34.292
2016-03-21,1.444,18.767,11.287,13.165,1.879,9.75
2016-03-22,1.42,19.625,7.75,9.708,1.959,14.625
2016-03-23,3.181,18.817,13.694,16.347,2.653,14.25
2016-03-24,1.664,13.864,9.302,11.514,2.212,9.5
2016-03-25,1.693,15.855,9.773,11.304,1.531,10.667
2016-03-26,1.139,20.967,8.389,9.43,1.042,11.792
2016-03-27,2.111,11.917,8.069,9.958,1.889,6.625
2016-03-28,2.833,16.8,9.431,11.181,1.75,11.458
2016-03-29,1.75,24.8,11.043,12.805,1.763,19.833
2016-03-30,1.986,32.05,12.208,14.458,2.25,25.292
2016-03-31,2.264,25.433,12.944,14.833,1.889,18.625
2016-04-01,1.403,41.26,17.604,18.167,0.562,25.625
2016-04-02,1.725,34.979,10.562,11.416,0.854,18.583
2016-04-03,1.542,30.385,8.958,9.23,0.271,15.5
2016-04-04,1.722,17.542,10.792,12.021,1.23,6.167
2016-04-05,2.153,12.25,9.916,10.604,0.688,5.792
2016-04-06,2.182,23.793,15.938,16.188,0.25,14.0
2016-04-07,0.461,25.073,16.5,17.0,0.5,12.167
2016-04-08,2.486,20.656,9.688,10.5,0.812,10.083
2016-04-09,1.694,32.386,10.875,11.25,0.375,19.417
2016-04-10,1.957,40.24,10.208,10.792,0.583,23.875
2016-04-11,1.139,23.875,5.458,5.688,0.229,13.417
2016-04-12,1.806,25.719,10.812,11.166,0.354,16.958
2016-04-13,0.237,31.416,12.848,13.304,0.456,14.182
2016-04-14,1.472,22.656,12.125,13.604,1.479,8.583
2016-04-15,1.448,20.938,7.587,8.0,0.413,11.708
2016-04-16,2.097,21.312,8.52,8.792,0.271,11.208
2016-04-17,1.208,28.979,4.792,4.854,0.062,10.0
2016-04-18,1.836,24.042,8.458,8.77,0.312,12.75
2016-04-19,2.0,25.375,7.938,8.333,0.396,15.125
2016-04-20,2.371,26.229,8.834,9.0,0.166,11.5
2016-04-21,1.18,33.062,12.208,12.75,0.542,16.125
2016-04-22,2.139,17.302,8.688,9.188,0.5,5.292
2016-04-23,1.766,34.448,9.848,10.218,0.37,16.333
2016-04-24,2.861,65.292,8.125,8.354,0.229,36.708
2016-04-25,2.097,50.138,10.75,11.084,0.334,25.708
2016-04-26,1.779,37.333,9.75,10.021,0.27,17.667
2016-04-27,1.389,40.51,13.875,14.625,0.75,18.0
2016-04-28,0.903,19.666,8.354,8.604,0.25,5.875
2016-04-29,0.944,18.896,3.979,3.979,0.0,10.25
2016-04-30,1.514,23.448,8.5,8.708,0.208,13.417
2016-05-01,1.641,30.917,6.87,7.066,0.195,17.792
2016-05-02,2.083,39.771,8.188,8.438,0.25,22.708
2016-05-03,0.889,40.875,4.708,4.708,0.0,19.625
2016-05-04,1.442,25.084,4.479,4.521,0.042,14.333
2016-05-05,2.264,22.906,6.604,6.666,0.062,13.792
2016-05-06,0.798,17.495,12.25,12.562,0.312,9.875
2016-05-07,0.903,27.903,5.312,5.438,0.125,16.208
2016-05-08,2.486,56.944,5.896,6.042,0.146,29.917
2016-05-09,0.558,35.0,9.913,10.174,0.261,21.208
2016-05-10,0.319,17.264,12.521,12.875,0.354,8.75
2016-05-11,1.653,16.565,12.792,14.375,1.584,8.087
2016-05-12,2.148,19.125,10.5,11.292,0.792,11.0
2016-05-13,2.82,29.875,10.812,11.312,0.5,20.083
2016-05-14,2.264,29.979,8.125,8.396,0.271,20.875
2016-05-15,2.222,33.438,6.188,6.208,0.021,20.75
2016-05-16,1.083,33.583,9.792,10.021,0.229,18.458
2016-05-17,2.766,19.073,9.76,10.652,0.892,10.958
2016-05-18,2.301,25.427,10.166,10.479,0.312,17.5
2016-05-19,2.472,28.542,12.125,12.396,0.271,19.167
2016-05-20,2.147,33.876,10.555,10.758,0.203,23.125
2016-05-21,1.875,35.646,9.25,9.729,0.48,25.333
2016-05-22,1.778,39.719,7.771,8.104,0.334,28.083
2016-05-23,1.514,35.167,9.125,9.458,0.334,25.292
2016-05-24,2.042,36.99,8.708,8.854,0.146,23.875
2016-05-25,2.371,39.521,10.63,10.782,0.152,27.208
2016-05-26,1.819,38.458,10.229,10.604,0.375,19.583
2016-05-27,2.403,31.829,10.958,11.584,0.625,20.208
2016-05-28,1.418,40.042,9.229,9.312,0.084,23.417
2016-05-29,1.569,41.021,5.812,5.979,0.166,26.417
2016-05-30,0.764,18.24,6.25,6.48,0.229,9.917
2016-05-31,1.653,28.073,8.438,8.75,0.312,15.292
2016-06-01,3.126,23.667,9.084,9.896,0.812,12.958
2016-06-02,1.775,15.754,6.838,7.316,0.478,7.773
2016-06-03,2.486,21.084,9.416,9.667,0.25,10.542
2016-06-04,1.875,25.594,7.938,8.312,0.375,14.667
2016-06-05,0.802,18.552,4.583,4.625,0.042,9.292
2016-06-06,1.625,25.336,7.229,7.562,0.334,15.083
2016-06-07,1.792,27.521,10.48,10.75,0.271,15.0
2016-06-08,1.736,26.76,8.666,8.812,0.146,13.583
2016-06-09,3.028,28.542,10.979,11.583,0.604,14.083
2016-06-10,2.696,23.146,8.609,8.761,0.152,12.042
2016-06-11,3.0,24.798,7.812,7.958,0.146,12.25
2016-06-12,1.958,29.594,8.167,8.23,0.062,13.375
2016-06-13,1.869,19.15,8.938,9.771,0.833,8.667
2016-06-14,2.458,22.354,7.875,8.5,0.625,10.167
2016-06-15,2.157,24.073,8.625,8.792,0.167,9.542
2016-06-16,0.666,20.937,10.854,11.25,0.396,9.417
2016-06-17,1.82,32.312,9.792,10.125,0.334,17.208
2016-06-18,2.515,36.823,8.892,9.196,0.304,20.125
2016-06-19,1.083,38.114,6.771,6.875,0.104,21.25
2016-06-20,1.668,35.729,9.799,10.318,0.52,19.625
2016-06-21,1.196,34.886,8.75,8.979,0.229,22.083
2016-06-22,2.222,39.798,10.542,11.084,0.542,20.958
2016-06-23,1.792,22.41,8.479,9.646,1.166,9.083
2016-06-24,1.458,29.303,11.104,11.521,0.416,15.708
2016-06-25,0.986,21.708,8.73,8.854,0.125,10.917
2016-06-26,1.424,27.198,6.652,6.934,0.282,17.333
2016-06-27,2.125,24.01,9.48,9.854,0.375,13.083
2016-06-28,1.208,19.365,8.062,8.271,0.208,9.292
2016-06-29,1.682,30.208,12.167,12.646,0.48,15.333
2016-06-30,1.639,36.062,9.75,10.02,0.271,16.292
2016-07-01,1.722,34.384,9.125,10.0,0.875,17.542
2016-07-02,2.708,36.99,9.375,9.979,0.604,23.042
2016-07-03,2.042,30.271,7.958,9.084,1.125,14.042
2016-07-04,1.499,22.166,8.126,9.249,1.122,8.182
2016-07-05,2.847,28.583,8.166,9.166,1.0,11.833
2016-07-06,2.611,38.969,11.166,12.312,1.146,18.75
2016-07-07,2.214,29.247,7.875,10.25,2.375,12.375
2016-07-08,3.014,42.615,13.875,16.25,2.375,18.917
2016-07-09,1.111,18.99,9.208,9.542,0.333,7.333
2016-07-10,1.528,23.271,5.292,6.104,0.812,8.5
2016-07-11,2.361,25.969,8.812,10.584,1.771,10.792
2016-07-12,2.178,34.229,10.761,12.022,1.261,16.958
2016-07-13,1.166,40.448,12.604,14.604,2.0,17.625
2016-07-14,1.347,34.281,7.27,7.834,0.562,15.25
2016-07-15,1.775,16.469,6.292,7.584,1.292,5.583
2016-07-16,2.486,25.469,7.584,8.146,0.562,11.417
2016-07-17,1.639,39.031,7.334,7.48,0.146,16.875
2016-07-18,2.889,24.531,7.021,7.584,0.562,8.542
2016-07-19,3.101,29.783,8.546,9.47,0.924,13.417
2016-07-20,3.129,31.021,8.587,9.217,0.63,14.917
2016-07-21,2.875,28.834,10.334,11.02,0.688,12.75
2016-07-22,2.055,28.167,10.208,11.021,0.812,12.75
2016-07-23,2.25,26.636,7.917,8.396,0.48,11.667
2016-07-24,2.486,35.521,6.438,6.479,0.042,17.0
2016-07-25,3.347,34.396,9.25,9.354,0.104,16.583
2016-07-26,0.931,28.969,8.104,8.334,0.229,10.208
2016-07-27,2.658,28.562,10.229,11.104,0.875,12.708
2016-07-28,2.703,30.208,11.478,12.456,0.978,11.417
2016-07-29,2.653,25.552,9.896,11.062,1.166,8.958
2016-07-30,3.514,28.396,11.23,12.333,1.104,11.583
2016-07-31,1.847,31.032,6.833,7.188,0.354,13.292
2016-08-01,1.25,33.854,7.229,7.916,0.688,14.667
2016-08-02,1.639,31.792,7.916,8.604,0.688,14.333
2016-08-03,2.338,32.674,9.017,9.449,0.432,13.13
2016-08-04,2.861,35.083,8.958,9.438,0.479,15.167
2016-08-05,2.607,39.927,9.956,10.304,0.348,17.375
2016-08-06,3.042,40.521,9.208,9.542,0.333,16.292
2016-08-07,2.472,41.244,7.166,7.354,0.188,16.042
2016-08-08,3.514,41.448,9.584,10.771,1.188,17.375
2016-08-09,3.278,32.76,8.75,9.729,0.98,12.375
2016-08-10,2.254,24.063,8.833,9.562,0.729,8.792
2016-08-11,2.597,27.729,8.792,9.334,0.542,10.917
2016-08-12,1.958,38.583,8.417,8.625,0.208,16.792
2016-08-13,2.112,34.51,7.696,7.804,0.108,14.542
2016-08-14,2.07,38.906,7.104,7.271,0.167,17.292
2016-08-15,1.37,37.584,7.284,7.436,0.152,14.542
2016-08-16,0.861,32.177,7.021,7.375,0.354,12.958
2016-08-17,2.946,31.728,9.478,11.206,1.728,15.25
2016-08-18,1.764,42.317,10.305,12.264,1.958,18.125
2016-08-19,1.847,39.075,9.361,11.306,1.944,14.75
2016-08-20,0.806,33.467,6.778,7.736,0.958,12.875
2016-08-21,1.091,22.742,5.36,6.546,1.186,5.917
2016-08-22,2.021,28.45,8.514,11.292,2.778,9.5
2016-08-23,1.542,18.469,8.389,10.0,1.611,8.667
2016-08-24,1.769,19.604,10.583,13.278,2.695,7.875
2016-08-25,1.98,23.742,8.23,10.781,2.552,8.333
2016-08-26,1.896,33.142,8.361,11.347,2.986,11.375
2016-08-27,1.729,21.95,8.681,10.292,1.611,5.167
2016-08-28,1.917,16.875,7.278,8.181,0.903,6.167
2016-08-29,3.936,12.693,8.775,12.733,3.957,6.727
2016-08-30,1.722,11.614,8.111,9.75,1.639,5.167
2016-08-31,2.222,21.448,10.389,11.833,1.445,12.583
