date,NO2_mean,NOX_mean,NO_mean,SPM_mean,SO2_mean
2011-08-02,10.167,13.062,2.896,27.333,1.083
2011-08-03,11.104,19.333,8.229,20.208,1.167
2011-08-04,9.117,14.204,5.088,18.667,1.048
2011-08-05,9.688,15.208,5.521,12.083,1.167
2011-08-06,8.604,17.792,9.188,14.875,1.0
2011-08-07,8.625,11.938,3.312,23.042,1.292
2011-08-08,11.021,18.333,7.312,21.0,1.417
2011-08-09,13.062,22.916,9.854,24.75,1.833
2011-08-10,11.834,14.604,2.77,38.708,1.625
2011-08-11,15.008,20.947,5.939,42.375,1.524
2011-08-12,13.292,16.125,2.834,46.042,1.458
2011-08-13,10.812,12.292,1.479,43.75,1.333
2011-08-14,5.854,7.417,1.562,40.292,1.667
2011-08-15,6.166,8.271,2.104,30.542,1.125
2011-08-16,8.998,10.968,1.97,34.375,1.182
2011-08-17,9.625,11.958,2.334,37.292,1.5
2011-08-18,7.246,9.234,1.988,42.875,1.333
2011-08-19,7.25,8.667,1.416,26.542,1.0
2011-08-20,9.354,11.354,2.0,9.833,1.0
2011-08-21,9.0,11.229,2.229,15.875,1.0
2011-08-22,14.605,20.146,5.542,13.5,1.0
2011-08-23,11.666,21.604,9.938,32.375,1.458
2011-08-24,7.354,18.417,11.062,21.292,1.042
2011-08-25,9.607,21.94,12.334,14.333,1.048
2011-08-26,6.688,22.646,15.958,18.75,1.708
2011-08-27,11.312,18.146,6.833,16.167,1.042
2011-08-28,9.0,11.416,2.417,27.708,1.375
2011-08-29,14.166,17.958,3.792,29.75,1.583
2011-08-30,11.98,15.292,3.312,26.25,1.417
2011-08-31,6.938,10.458,3.52,17.417,1.042
2011-09-01,5.031,8.139,3.107,24.875,1.0
2011-09-02,2.604,4.292,1.688,41.083,1.042
2011-09-03,1.562,3.375,1.812,53.75,1.0
2011-09-04,3.792,6.604,2.812,26.75,1.0
2011-09-05,16.056,23.784,7.73,18.208,1.042
2011-09-06,15.646,21.73,6.084,13.583,1.042
2011-09-07,18.916,23.083,4.166,19.583,1.375
2011-09-08,16.825,20.232,3.406,22.667,1.476
2011-09-09,17.646,22.104,4.458,27.0,1.25
2011-09-10,10.729,19.834,9.104,23.417,1.292
2011-09-11,7.708,18.875,11.166,12.917,1.583
2011-09-12,9.708,20.354,10.646,17.917,1.417
2011-09-13,10.75,24.98,14.229,15.083,1.542
2011-09-14,10.834,23.083,12.25,14.833,1.125
2011-09-15,9.032,20.685,11.652,20.826,3.381
2011-09-16,9.125,20.396,11.271,20.875,2.333
2011-09-17,3.875,7.166,3.292,13.5,1.0
2011-09-18,5.812,11.666,5.854,10.792,1.0
2011-09-19,5.438,9.938,4.5,19.5,1.0
2011-09-20,4.708,8.938,4.229,17.333,1.0
2011-09-21,3.896,5.75,1.854,37.042,1.0
2011-09-22,8.619,12.084,3.466,8.708,1.0
2011-09-23,10.646,12.625,1.98,7.583,1.125
2011-09-24,12.667,15.292,2.625,12.292,1.292
2011-09-25,9.396,10.542,1.146,12.625,1.5
2011-09-26,17.334,20.958,3.625,21.792,1.333
2011-09-27,17.078,23.774,6.696,14.5,1.043
2011-09-28,21.229,24.708,3.479,15.292,1.333
2011-09-29,17.982,22.004,4.021,22.875,1.905
2011-09-30,12.0,14.188,2.188,22.625,1.5
2011-10-01,11.75,15.105,3.354,14.167,1.5
2011-10-02,8.708,10.75,2.042,11.375,1.5
2011-10-03,11.875,14.312,2.438,16.0,1.583
2011-10-04,12.542,14.834,2.292,9.75,1.375
2011-10-05,12.918,15.266,2.349,8.125,1.05
2011-10-06,17.598,23.896,6.298,10.458,1.143
2011-10-07,17.31,20.6,3.29,27.75,1.292
2011-10-08,17.062,20.938,3.875,23.708,1.042
2011-10-09,9.062,11.5,2.438,24.417,1.042
2011-10-10,12.292,15.792,3.5,28.5,1.5
2011-10-11,22.562,27.917,5.354,43.417,1.792
2011-10-12,18.896,23.25,4.354,50.0,1.708
2011-10-13,26.735,31.72,4.986,57.375,1.952
2011-10-14,24.968,31.392,6.424,36.333,2.042
2011-10-15,10.729,13.73,3.0,18.0,1.0
2011-10-16,7.104,9.75,2.646,14.25,1.125
2011-10-17,12.834,15.062,2.23,27.625,1.25
2011-10-18,19.958,26.917,6.958,22.652,1.542
2011-10-19,16.084,20.625,4.542,14.375,1.333
2011-10-20,10.816,15.184,4.369,9.708,1.0
2011-10-21,11.142,14.346,3.204,11.083,1.0
2011-10-22,14.926,20.378,5.453,8.167,1.042
2011-10-23,11.229,16.021,4.792,10.375,1.042
2011-10-24,15.166,27.542,12.375,24.833,1.167
2011-10-25,12.916,16.542,3.625,14.833,1.167
2011-10-26,11.5,14.604,3.104,10.75,1.0
2011-10-27,17.08,24.735,7.655,16.25,1.524
2011-10-28,20.591,25.106,4.515,17.333,1.917
2011-10-29,17.125,20.521,3.396,17.167,1.042
2011-10-30,10.521,11.77,1.25,18.083,1.167
2011-10-31,18.562,25.354,6.792,15.917,1.0
2011-11-01,22.146,31.958,9.812,14.5,1.208
2011-11-02,23.896,29.02,5.125,20.667,1.667
2011-11-03,22.41,32.735,10.324,23.625,1.381
2011-11-04,21.738,30.12,8.38,27.875,1.292
2011-11-05,19.625,25.562,5.938,28.792,1.333
2011-11-06,10.938,16.021,5.083,9.167,1.0
2011-11-07,11.896,24.604,12.708,16.0,1.0
2011-11-08,15.584,22.25,6.666,12.25,1.375
2011-11-09,16.792,20.021,3.23,13.083,1.917
2011-11-10,15.5,18.47,2.97,17.25,1.429
2011-11-11,7.659,8.88,1.222,6.792,1.0
2011-11-12,14.98,24.104,9.125,6.875,1.042
2011-11-13,8.562,11.334,2.77,13.25,1.0
2011-11-14,15.458,19.917,4.458,27.042,1.333
2011-11-15,15.854,19.084,3.23,18.917,1.375
2011-11-16,15.834,18.875,3.042,15.652,1.125
2011-11-17,23.206,31.444,8.238,20.708,2.0
2011-11-18,27.438,39.038,11.6,29.083,2.417
2011-11-19,10.688,15.23,4.542,16.792,1.0
2011-11-20,3.916,8.25,4.334,7.75,1.0
2011-11-21,5.792,7.666,1.875,8.111,1.0
2011-11-22,18.042,22.604,4.562,11.917,1.417
2011-11-23,17.312,22.98,5.666,10.375,1.542
2011-11-24,7.235,8.614,1.378,11.0,1.19
2011-11-25,11.25,13.771,2.521,6.75,1.0
2011-11-26,19.146,25.438,6.292,7.167,1.458
2011-11-27,14.271,16.375,2.104,8.708,1.583
2011-11-28,26.375,48.417,22.042,30.833,2.542
2011-11-29,27.23,54.958,27.729,30.667,2.583
2011-11-30,22.771,48.729,25.958,33.375,2.042
2011-12-01,16.464,32.765,16.301,15.208,1.048
2011-12-02,9.97,13.775,3.806,7.875,1.0
2011-12-03,11.896,19.438,7.542,4.708,1.0
2011-12-04,4.292,7.562,3.271,2.792,1.0
2011-12-05,17.188,25.292,8.104,10.125,1.125
2011-12-06,23.938,40.042,16.105,14.542,1.583
2011-12-07,20.771,39.812,19.042,21.375,1.625
2011-12-08,18.917,23.494,4.578,17.5,1.524
2011-12-09,13.009,18.096,5.088,8.25,1.5
2011-12-10,14.312,17.958,3.646,5.542,1.417
2011-12-11,7.625,8.75,1.125,8.375,1.083
2011-12-12,14.938,19.52,4.584,14.833,1.125
2011-12-13,21.75,31.77,10.021,15.292,1.75
2011-12-14,24.786,38.024,13.238,20.042,2.083
2011-12-15,10.852,18.852,8.0,16.652,1.762
2011-12-16,5.589,7.214,1.625,6.292,1.125
2011-12-17,9.504,10.896,1.392,4.818,1.0
2011-12-18,4.583,5.646,1.062,4.583,1.0
2011-12-19,7.854,9.062,1.208,5.25,1.0
2011-12-20,16.902,21.766,4.864,6.917,1.042
2011-12-21,16.479,24.792,8.312,13.708,1.542
2011-12-22,18.252,33.2,14.949,23.316,4.143
2011-12-23,14.875,19.521,4.646,6.958,1.042
2011-12-24,9.521,11.396,1.875,3.958,1.5
2011-12-25,4.25,5.25,1.0,3.292,1.125
2011-12-26,8.062,9.062,1.0,4.083,1.0
2011-12-27,16.208,19.562,3.354,9.917,1.083
2011-12-28,23.417,32.062,8.646,19.833,1.833
2011-12-29,13.464,18.112,4.648,19.25,1.905
2011-12-30,9.833,12.062,2.229,13.042,1.458
2011-12-31,10.25,11.896,1.646,8.458,1.167
2012-01-01,4.132,5.154,1.021,5.042,1.458
2012-01-02,4.483,5.483,1.0,16.917,2.5
2012-01-03,2.438,3.438,1.0,5.417,1.125
2012-01-04,8.688,10.062,1.375,4.75,1.292
2012-01-05,13.834,15.253,1.42,5.625,2.667
2012-01-06,13.708,15.375,1.666,6.0,2.292
2012-01-07,21.062,26.938,5.875,13.875,2.292
2012-01-08,24.35,38.934,14.584,16.667,2.625
2012-01-09,18.672,27.782,9.11,13.208,2.333
2012-01-10,12.042,14.688,2.646,6.417,1.667
2012-01-11,21.125,28.25,7.125,11.667,2.375
2012-01-12,12.438,16.208,3.771,8.833,2.619
2012-01-13,11.25,13.104,1.854,13.792,1.792
2012-01-14,8.812,10.208,1.396,6.0,1.375
2012-01-15,14.514,17.702,3.188,15.542,2.056
2012-01-16,20.915,31.12,10.204,14.625,2.0
2012-01-17,16.812,18.479,1.666,19.522,2.5
2012-01-18,12.812,17.208,4.396,7.583,1.542
2012-01-19,10.688,13.646,2.958,5.208,1.042
2012-01-20,13.208,14.688,1.479,5.875,1.958
2012-01-21,22.483,33.161,10.678,15.208,2.429
2012-01-22,17.688,22.667,4.98,10.958,1.5
2012-01-23,15.64,19.233,3.592,3.458,1.583
2012-01-24,16.812,25.854,9.042,10.792,1.917
2012-01-25,6.479,7.812,1.333,13.0,1.958
2012-01-26,4.334,5.73,1.396,5.458,1.25
2012-01-27,5.834,7.312,1.479,3.042,1.375
2012-01-28,11.411,13.665,2.254,3.125,1.714
2012-01-29,23.396,29.916,6.52,9.25,2.125
2012-01-30,22.764,27.822,5.058,13.583,2.5
2012-01-31,25.25,32.27,7.021,17.042,3.083
2012-02-01,27.083,37.562,10.479,25.667,2.208
2012-02-02,13.667,20.125,6.458,11.917,1.667
2012-02-03,7.666,8.958,1.292,9.625,1.75
2012-02-04,14.845,16.674,1.83,11.333,1.81
2012-02-05,14.354,18.125,3.771,13.375,2.542
2012-02-06,12.142,13.792,1.65,8.792,1.833
2012-02-07,11.792,15.542,3.75,10.75,2.167
2012-02-08,6.584,7.771,1.188,4.667,1.542
2012-02-09,16.105,17.958,1.854,4.458,2.0
2012-02-10,5.916,6.979,1.062,8.292,2.083
2012-02-11,4.908,5.93,1.022,12.042,2.095
2012-02-12,19.542,23.542,4.0,11.333,2.583
2012-02-13,12.553,14.636,2.084,12.417,1.833
2012-02-14,24.125,32.875,8.75,13.917,2.208
2012-02-15,26.042,34.583,8.542,14.75,1.75
2012-02-16,4.417,5.708,1.292,6.25,1.083
2012-02-17,10.604,11.708,1.104,4.042,2.208
2012-02-18,25.716,35.971,10.254,20.667,1.619
2012-02-19,17.102,20.182,3.08,10.091,1.667
2012-02-20,10.294,12.968,2.674,11.458,1.583
2012-02-21,7.042,9.104,2.062,8.792,2.042
2012-02-22,8.271,11.521,3.25,15.5,1.875
2012-02-23,4.166,6.375,2.208,12.625,2.042
2012-02-24,2.354,4.479,2.125,6.417,1.583
2012-02-25,10.76,13.348,2.589,5.375,1.714
2012-02-26,18.146,22.229,4.084,17.625,2.292
2012-02-27,24.231,32.411,8.18,17.792,1.667
2012-02-28,21.938,31.083,9.146,21.083,1.958
2012-02-29,,,,,
2012-03-01,14.667,17.646,2.979,13.417,1.875
2012-03-02,4.229,5.52,1.292,10.0,2.042
2012-03-03,10.0,11.916,1.916,14.583,2.333
2012-03-04,13.694,16.56,2.866,10.667,1.81
2012-03-05,18.208,21.646,3.438,15.667,2.458
2012-03-06,14.008,17.45,3.443,25.042,2.792
2012-03-07,26.479,29.562,3.084,35.0,4.375
2012-03-08,18.416,20.542,2.125,38.333,3.667
2012-03-09,7.208,8.625,1.416,40.417,3.25
2012-03-10,8.812,10.083,1.271,36.417,3.042
2012-03-11,13.63,15.089,1.458,16.458,1.714
2012-03-12,16.084,18.583,2.5,11.625,1.875
2012-03-13,10.36,11.837,1.478,28.708,1.792
2012-03-14,9.834,11.125,1.292,8.167,1.667
2012-03-15,12.75,14.416,1.666,15.208,2.375
2012-03-16,12.042,14.604,2.562,18.167,1.625
2012-03-17,10.229,11.52,1.292,27.792,2.167
2012-03-18,13.222,14.722,1.5,29.667,1.286
2012-03-19,6.25,7.792,1.542,,1.208
2012-03-20,13.208,15.625,2.417,,1.958
2012-03-21,10.0,11.688,1.688,10.5,1.417
2012-03-22,14.272,16.663,2.39,10.739,1.75
2012-03-23,8.688,10.417,1.729,15.087,1.625
2012-03-24,8.166,9.229,1.062,,2.0
2012-03-25,12.242,14.002,1.76,,2.238
2012-03-26,13.312,15.854,2.542,,1.708
2012-03-27,16.958,19.062,2.104,,1.833
2012-03-28,15.336,17.414,2.078,14.846,2.042
2012-03-29,14.729,20.542,5.812,18.083,1.708
2012-03-30,10.666,11.666,1.0,23.458,1.833
2012-03-31,8.334,9.458,1.125,16.542,1.917
2012-04-01,4.604,7.458,2.854,12.667,1.125
2012-04-02,17.958,22.062,4.104,11.5,2.375
2012-04-03,17.854,23.77,5.916,28.458,1.583
2012-04-04,8.057,10.24,2.184,10.583,1.167
2012-04-05,14.024,17.163,3.138,24.25,1.619
2012-04-06,11.584,15.542,3.958,14.042,1.167
2012-04-07,5.896,8.729,2.833,9.667,1.0
2012-04-08,10.354,11.979,1.625,12.917,1.083
2012-04-09,17.146,22.521,5.375,30.75,2.0
2012-04-10,21.312,27.0,5.688,41.0,2.125
2012-04-11,21.703,26.596,4.894,32.292,1.208
2012-04-12,14.366,20.954,6.589,15.25,1.571
2012-04-13,21.584,28.188,6.604,29.0,2.125
2012-04-14,9.166,13.5,4.334,11.083,1.0
2012-04-15,9.292,13.834,4.542,10.25,1.292
2012-04-16,14.233,19.748,5.515,28.217,2.417
2012-04-17,18.396,22.542,4.146,21.667,1.542
2012-04-18,16.75,20.442,3.692,16.083,1.583
2012-04-19,16.692,21.555,4.864,24.583,1.333
2012-04-20,13.542,16.896,3.354,17.208,1.0
2012-04-21,12.229,15.354,3.125,18.583,1.167
2012-04-22,7.688,9.292,1.604,13.333,1.0
2012-04-23,10.084,12.188,2.104,4.083,1.0
2012-04-24,17.312,25.416,8.104,16.792,1.417
2012-04-25,13.301,18.28,4.979,30.208,1.75
2012-04-26,9.894,13.468,3.574,32.25,1.143
2012-04-27,16.25,21.438,5.188,7.583,1.542
2012-04-28,15.958,23.542,7.584,22.0,2.167
2012-04-29,9.875,14.77,4.896,23.167,2.542
2012-04-30,12.812,19.334,6.521,20.833,1.542
2012-05-01,11.416,18.542,7.125,16.167,1.0
2012-05-02,9.702,14.206,4.503,10.125,1.0
2012-05-03,10.322,13.186,2.864,5.042,1.333
2012-05-04,3.208,5.729,2.52,5.5,1.042
2012-05-05,6.312,9.104,2.792,7.875,1.833
2012-05-06,10.062,12.375,2.312,25.75,2.833
2012-05-07,16.542,19.458,2.917,22.333,2.75
2012-05-08,26.208,30.458,4.25,39.458,3.542
2012-05-09,27.797,32.154,4.356,52.583,2.292
2012-05-10,16.635,22.886,6.252,35.625,1.381
2012-05-11,14.854,17.52,2.666,15.417,1.292
2012-05-12,13.271,15.584,2.312,12.958,1.208
2012-05-13,8.166,10.083,1.916,11.375,1.458
2012-05-14,15.229,17.958,2.73,20.458,1.708
2012-05-15,23.292,26.438,3.146,12.375,1.25
2012-05-16,16.854,21.832,4.978,24.833,1.625
2012-05-17,16.316,20.804,4.488,47.917,2.0
2012-05-18,7.841,11.1,3.26,19.391,1.167
2012-05-19,13.062,15.73,2.667,23.0,1.917
2012-05-20,8.646,10.875,2.229,15.75,1.542
2012-05-21,15.584,19.604,4.021,18.583,1.542
2012-05-22,12.646,16.354,3.708,14.792,1.0
2012-05-23,13.371,18.46,5.089,19.75,1.792
2012-05-24,11.536,15.49,3.954,26.333,1.952
2012-05-25,27.375,32.292,4.917,40.167,1.875
2012-05-26,13.125,17.438,4.312,23.75,1.25
2012-05-27,9.812,13.938,4.125,23.167,1.792
2012-05-28,12.167,16.48,4.312,18.042,1.292
2012-05-29,14.75,18.521,3.771,11.625,1.208
2012-05-30,15.536,19.574,4.038,18.0,1.542
2012-05-31,12.832,17.342,4.512,24.458,1.571
