date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean
2011-01-01,19.979,26.166,6.188,19.0,2.125,9.584,4.5
2011-01-02,13.25,23.354,10.104,13.5,1.708,7.417,3.333
2011-01-03,7.125,14.375,7.25,5.625,0.25,3.417,2.042
2011-01-04,17.208,33.98,16.771,10.604,3.042,5.646,3.125
2011-01-05,10.666,32.729,22.062,8.312,0.708,5.688,2.375
2011-01-06,9.296,15.678,6.382,10.348,0.136,7.0,2.435
2011-01-07,13.364,19.862,6.498,9.438,0.652,8.125,3.375
2011-01-08,12.458,18.98,6.521,8.292,0.708,4.771,3.875
2011-01-09,19.438,34.73,15.292,11.5,0.833,8.812,4.792
2011-01-10,13.729,21.75,8.021,11.917,1.167,8.48,2.917
2011-01-11,13.135,23.536,10.402,9.479,1.125,7.354,3.25
2011-01-12,14.146,23.75,9.604,7.5,0.958,4.562,3.083
2011-01-13,17.479,28.625,11.146,13.25,1.542,11.042,3.292
2011-01-14,7.479,10.062,2.584,9.062,0.333,6.042,2.417
2011-01-15,5.958,7.229,1.27,10.084,0.417,5.896,2.217
2011-01-16,10.729,16.792,6.062,10.688,0.583,6.875,3.125
2011-01-17,16.708,28.125,11.416,11.958,1.333,10.188,3.833
2011-01-18,26.542,48.666,22.125,20.5,2.625,15.062,5.25
2011-01-19,15.73,24.646,8.916,16.52,1.5,13.562,3.625
2011-01-20,11.188,17.875,6.688,10.73,1.542,6.875,2.875
2011-01-21,18.188,21.739,3.552,13.271,1.174,11.042,3.167
2011-01-22,22.562,35.396,12.834,13.812,2.083,13.021,4.75
2011-01-23,12.646,18.792,6.146,10.438,0.958,6.916,3.542
2011-01-24,17.875,29.271,11.396,13.042,1.583,9.188,4.333
2011-01-25,19.133,32.416,13.284,16.188,2.0,11.583,4.458
2011-01-26,16.646,28.729,12.083,11.435,1.333,9.375,4.083
2011-01-27,12.02,16.5,4.479,11.542,1.875,7.188,3.042
2011-01-28,13.271,18.646,5.375,11.542,0.917,8.354,3.583
2011-01-29,10.438,13.292,2.854,8.584,0.5,6.167,3.0
2011-01-30,20.584,36.521,15.938,11.979,1.75,9.896,4.478
2011-01-31,10.396,16.02,5.625,8.521,1.583,6.958,2.708
2011-02-01,20.834,36.375,15.542,12.562,2.042,8.979,3.75
2011-02-02,13.271,22.0,8.73,7.292,1.042,5.27,3.958
2011-02-03,16.083,24.375,8.292,10.73,2.25,8.084,3.417
2011-02-04,13.415,17.832,4.418,15.354,1.304,13.104,3.25
2011-02-05,8.75,10.667,1.917,10.208,0.667,8.208,2.5
2011-02-06,28.078,47.63,19.552,20.812,2.727,18.296,5.348
2011-02-07,24.562,43.666,19.104,25.896,3.792,24.208,5.792
2011-02-08,6.202,8.522,2.32,11.271,0.833,8.25,2.375
2011-02-09,10.834,18.354,7.521,9.188,0.625,6.333,3.458
2011-02-10,14.584,22.604,8.02,12.396,1.917,7.834,3.25
2011-02-11,10.042,13.334,3.292,10.208,0.708,6.458,2.542
2011-02-12,3.729,4.646,0.917,8.708,0.583,6.146,2.042
2011-02-13,16.688,30.416,13.729,10.862,0.833,9.168,4.174
2011-02-14,34.062,61.604,27.542,19.27,2.917,16.5,6.043
2011-02-15,13.524,20.114,6.59,19.333,1.75,17.875,3.625
2011-02-16,10.666,16.02,5.354,9.312,0.417,5.479,3.375
2011-02-17,15.542,20.458,4.916,13.688,1.375,10.25,3.167
2011-02-18,13.815,20.224,6.408,10.021,0.87,7.292,3.708
2011-02-19,13.938,18.334,4.396,16.417,1.083,12.854,4.0
2011-02-20,20.388,32.525,12.137,14.666,2.208,12.625,4.625
2011-02-21,12.577,17.212,4.636,15.688,2.25,15.083,3.458
2011-02-22,26.34,44.764,18.424,15.146,2.25,13.479,5.667
2011-02-23,28.542,49.292,20.75,17.792,2.375,16.521,6.0
2011-02-24,15.812,23.979,8.166,13.458,1.458,11.208,4.958
2011-02-25,20.688,29.604,8.916,15.646,1.167,12.979,4.042
2011-02-26,10.48,15.625,5.146,12.479,0.5,7.542,3.083
2011-02-27,9.416,13.729,4.312,14.688,0.5,11.104,3.208
2011-02-28,20.854,32.938,12.083,14.729,1.875,10.438,3.875
2011-03-01,27.417,41.333,13.917,21.875,1.625,18.17,5.0
2011-03-02,18.438,24.75,6.312,25.021,2.083,24.646,4.042
2011-03-03,11.462,16.768,5.306,18.086,1.05,15.271,3.708
2011-03-04,14.208,17.229,3.021,16.062,1.0,11.084,3.375
2011-03-05,25.229,40.979,15.75,16.146,2.125,14.666,4.875
2011-03-06,13.525,18.422,4.896,4.834,0.476,4.744,3.143
2011-03-07,7.674,9.434,1.761,11.25,0.522,9.729,2.458
2011-03-08,17.417,23.875,6.458,17.875,1.833,18.292,4.208
2011-03-09,13.625,19.438,5.812,22.854,1.125,21.0,4.125
2011-03-10,11.104,18.938,7.833,10.312,0.333,9.188,3.042
2011-03-11,6.688,8.896,2.208,10.479,0.125,7.938,2.75
2011-03-12,8.938,14.584,5.646,6.354,0.583,5.188,2.708
2011-03-13,11.146,17.875,6.73,9.812,0.542,6.625,3.292
2011-03-14,12.021,16.105,4.084,13.125,1.292,10.083,3.083
2011-03-15,8.188,10.354,2.166,18.73,1.667,17.416,3.217
2011-03-16,9.924,13.197,3.272,14.188,0.773,12.792,2.75
2011-03-17,15.062,19.708,4.646,19.666,0.208,18.917,3.792
2011-03-18,11.833,19.562,7.729,23.166,0.125,21.938,3.542
2011-03-19,5.771,8.042,2.271,8.417,0.0,8.938,2.167
2011-03-20,6.208,9.854,3.646,11.375,0.0,9.604,2.042
2011-03-21,8.522,13.152,4.63,14.979,1.043,13.312,2.375
2011-03-22,8.875,12.021,3.146,20.104,1.25,23.166,2.833
2011-03-23,13.5,18.938,5.438,22.084,1.292,21.104,3.75
2011-03-24,14.979,20.438,5.458,6.792,0.458,5.584,3.542
2011-03-25,11.48,15.73,4.25,9.604,0.583,8.438,2.958
2011-03-26,10.625,14.792,4.166,13.354,0.917,10.646,2.625
2011-03-27,16.604,21.125,4.521,13.562,1.333,12.77,3.542
2011-03-28,16.834,22.854,6.021,16.458,2.333,15.104,4.083
2011-03-29,15.479,19.667,4.188,18.229,1.375,17.875,3.583
2011-03-30,13.75,17.583,3.834,21.146,1.875,25.146,3.565
2011-03-31,11.333,15.604,4.271,17.0,0.625,20.104,2.958
2011-04-01,11.042,14.792,3.75,16.625,0.25,14.979,2.833
2011-04-02,4.062,4.916,0.854,12.5,0.333,13.562,2.125
2011-04-03,5.042,6.125,1.083,8.271,0.083,7.77,2.292
2011-04-04,13.958,22.208,8.25,9.146,0.458,7.875,3.25
2011-04-05,12.083,17.25,5.167,15.292,1.174,11.188,2.826
2011-04-06,14.754,19.373,4.62,16.584,1.083,14.438,3.0
2011-04-07,14.261,18.718,4.456,17.565,1.739,16.522,2.783
2011-04-08,17.1,25.806,8.706,9.844,1.111,8.067,4.333
2011-04-09,14.938,20.146,5.208,14.792,0.875,12.25,4.083
2011-04-10,9.875,12.834,2.958,20.5,0.917,17.125,3.333
2011-04-11,10.562,13.771,3.208,20.25,1.333,21.98,3.083
2011-04-12,9.587,12.478,2.891,17.174,0.783,18.044,2.864
2011-04-13,9.854,12.104,2.25,29.521,1.375,29.625,3.042
2011-04-14,12.171,13.983,1.812,41.334,3.667,42.104,3.667
2011-04-15,15.062,20.521,5.458,37.396,2.875,38.104,3.833
2011-04-16,13.021,31.875,18.854,20.188,0.833,20.417,3.25
2011-04-17,3.625,4.083,0.458,11.334,0.0,8.52,2.083
2011-04-18,7.833,8.917,1.083,12.416,1.042,10.562,2.5
2011-04-19,8.988,13.655,4.666,7.021,0.273,4.438,2.909
2011-04-20,9.892,15.913,6.022,5.396,0.0,4.208,3.174
2011-04-21,9.916,14.354,4.438,10.146,0.333,9.834,2.708
2011-04-22,9.834,11.312,1.479,11.042,0.292,14.104,2.667
2011-04-23,11.479,16.354,4.875,10.916,0.25,9.812,3.125
2011-04-24,4.812,5.333,0.521,9.5,0.0,7.562,2.625
2011-04-25,8.146,10.396,2.25,13.665,0.417,12.916,3.042
