date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,THC_mean,SPM_mean,CO_mean
2011-01-26,193.957,12.739,20.464333333333332,36.967000000000006,16.502333333333333,,5.783,206.696,9.958333333333334,
2011-01-27,193.917,13.875,23.305333333333333,38.31933333333333,15.014000000000001,,7.958,207.792,25.819666666666667,
2011-01-28,195.261,15.217,24.417666666666666,35.305,10.887333333333332,,7.375,210.478,26.16633333333333,
2011-01-29,196.917,15.708,15.344666666666667,19.47666666666667,4.131666666666667,,3.583,212.625,9.694333333333333,
2011-01-30,197.609,20.174,27.333,52.937999999999995,25.605,,3.875,217.783,10.259666666666666,
2011-01-31,193.0,13.333,22.930666666666667,38.764,15.833333333333334,,4.083,206.333,11.750333333333332,
2011-02-01,195.696,17.957,25.104666666666663,42.846666666666664,17.742333333333335,,5.458,213.652,20.554333333333332,
2011-02-02,193.0,10.0,13.668000000000001,20.078,6.410666666666667,,3.238,203.0,7.949666666666666,
2011-02-03,194.708,14.5,25.430666666666667,43.69466666666667,18.264,,4.0,209.208,12.583333333333334,
2011-02-04,193.652,9.826,18.896666666666665,30.208,11.311,,6.625,203.478,21.555666666666667,
2011-02-05,197.652,17.087,24.699,31.682666666666666,6.983666666666667,,7.75,214.739,42.833333333333336,
2011-02-06,199.609,35.783,33.81166666666667,49.843333333333334,16.031333333333333,,4.75,235.391,41.40566666666667,
2011-02-07,198.5,21.958,31.847333333333335,56.31933333333333,24.471999999999998,,4.292,220.458,19.402666666666665,
2011-02-08,192.636,10.318,14.786666666666667,23.765666666666664,8.978666666666667,,4.522,202.955,10.88,
2011-02-09,193.792,8.0,16.319333333333333,27.764,11.444666666666668,,3.917,201.792,11.791666666666666,
2011-02-10,194.913,18.783,26.125,45.833333333333336,19.708333333333332,,4.875,213.696,14.125,
2011-02-11,195.864,13.818,19.664333333333335,28.078666666666667,8.414333333333333,,3.727,209.682,14.192,
2011-02-12,196.583,13.833,16.272333333333332,20.482,4.209666666666666,,4.042,210.417,14.485999999999999,
2011-02-13,200.043,34.565,34.18066666666667,48.541666666666664,14.360999999999999,,3.333,234.609,26.305333333333333,
2011-02-14,201.375,49.208,37.59733333333333,78.111,40.514,,2.167,250.583,28.416666666666668,
2011-02-15,204.217,47.565,32.592999999999996,84.95433333333334,52.361333333333334,,3.208,251.783,36.031,
2011-02-16,195.0,16.667,27.333333333333332,51.708333333333336,24.375,,4.0,211.667,17.111,
2011-02-17,191.652,9.435,16.724999999999998,26.7,9.975000000000001,,4.304,201.087,11.434666666666667,
2011-02-18,195.167,9.792,13.756333333333332,18.732333333333333,4.976333333333334,,3.792,204.958,7.097333333333334,
2011-02-19,197.348,16.696,18.897000000000002,25.281000000000002,6.383333333333333,,4.083,214.043,13.277666666666667,
2011-02-20,200.667,29.208,35.73466666666667,69.11533333333334,33.381,,4.667,229.875,17.203333333333333,
2011-02-21,201.0,40.522,46.361,88.88900000000001,42.528,,7.833,241.522,33.486,
2011-02-22,197.167,28.667,31.625,46.47233333333333,14.847,,5.208,225.833,29.527666666666665,
2011-02-23,198.391,28.522,29.600333333333328,53.62366666666666,24.023333333333337,,4.565,226.913,22.506,
2011-02-24,194.958,13.583,17.736333333333334,20.972333333333335,3.236,,6.708,208.542,30.611333333333334,
2011-02-25,198.217,24.783,32.39433333333333,51.645333333333326,19.251333333333335,,5.583,223.0,37.77766666666667,
2011-02-26,194.958,8.583,10.024,11.828333333333333,1.8043333333333333,,3.5,203.542,9.375,
2011-02-27,197.304,17.391,23.528000000000002,37.114666666666665,13.586333333333334,,3.75,214.696,15.512666666666666,
2011-02-28,195.792,17.708,25.652666666666665,33.361,7.708333333333333,,3.708,213.5,13.208,
2011-03-01,200.792,43.583,46.472,72.90166666666666,26.429333333333332,,5.833,244.375,36.235,
2011-03-02,196.864,29.773,31.300666666666668,56.464666666666666,25.16433333333333,,4.261,226.636,25.093666666666667,
2011-03-03,192.792,7.875,10.396,11.975999999999999,1.5796666666666666,,4.833,200.667,16.180666666666667,
2011-03-04,195.565,12.652,13.951333333333332,15.922000000000002,1.971,,4.958,208.217,18.833333333333332,
2011-03-05,196.125,26.875,32.389,52.708333333333336,20.319666666666667,,2.958,223.0,15.472,
2011-03-06,201.174,35.391,34.80566666666667,74.88866666666667,40.083333333333336,,5.167,236.565,27.361333333333334,
2011-03-07,197.208,13.208,19.420666666666666,24.56533333333333,5.144333333333333,,6.417,210.417,34.446666666666665,
2011-03-08,199.652,20.783,26.625,37.68066666666667,11.055333333333332,,7.25,220.435,34.06966666666667,
2011-03-09,196.75,19.792,24.374333333333336,33.902,9.527000000000001,,3.783,216.542,20.268666666666665,
2011-03-10,195.261,11.87,13.945,17.182333333333332,3.2373333333333334,,3.375,207.13,15.235999999999999,
2011-03-11,193.708,9.917,12.685,16.646333333333335,3.9616666666666664,,4.417,203.625,15.930666666666667,
2011-03-12,194.261,8.217,16.833333333333332,24.417,7.583333333333333,,3.792,202.478,12.222,
2011-03-13,194.917,11.25,20.708333333333332,27.930666666666667,7.222333333333334,,3.542,206.167,11.0,
2011-03-14,195.783,21.043,32.086000000000006,51.76766666666666,19.68133333333333,,4.458,216.826,13.530333333333333,
2011-03-15,195.542,16.833,23.736,32.208333333333336,8.472333333333333,,5.542,212.375,22.055333333333333,
2011-03-16,198.217,33.87,40.97466666666667,68.282,27.307333333333332,,6.304,232.087,21.622666666666664,
2011-03-17,198.208,35.042,36.30866666666667,48.80666666666667,12.498333333333335,,4.208,233.25,32.014,
2011-03-18,198.217,22.0,28.407666666666668,38.621,10.213333333333333,,6.542,220.217,39.625,
2011-03-19,194.375,10.042,15.654333333333332,19.404999999999998,3.7503333333333337,,4.042,204.417,8.5,
2011-03-20,195.217,15.435,19.846999999999998,26.180666666666667,6.333333333333333,,5.417,210.652,14.125,
2011-03-21,194.0,9.958,20.942666666666668,28.927000000000003,7.984666666666667,,4.625,203.958,14.526333333333334,
2011-03-22,197.609,29.087,38.30566666666667,59.041666666666664,20.736,,7.167,226.696,27.75,
2011-03-23,192.708,21.917,26.129,32.55133333333333,6.422,,3.304,214.625,16.410666666666668,
2011-03-24,192.261,10.652,16.245,21.117333333333335,4.872333333333333,,5.167,202.913,19.346999999999998,
2011-03-25,194.875,7.5,9.765333333333333,11.933,2.1670000000000003,,4.458,202.375,14.75,
2011-03-26,196.565,10.87,22.153000000000002,30.194333333333333,8.042000000000002,,4.875,207.435,13.777666666666667,
2011-03-27,198.667,19.583,35.24733333333333,51.727666666666664,16.480333333333334,,6.083,218.25,27.534666666666666,
2011-03-28,196.609,21.435,30.472333333333335,45.90266666666667,15.430333333333332,,6.792,218.043,31.652666666666665,
2011-03-29,198.292,24.0,37.21066666666667,53.71233333333333,16.50166666666667,,7.87,222.292,26.432333333333332,
2011-03-30,192.957,17.391,21.819333333333333,34.542,12.722,,4.875,210.348,15.472,
2011-03-31,190.708,8.708,13.621333333333332,17.709666666666667,4.088,,3.708,199.417,12.805666666666667,
2011-04-01,196.217,25.261,39.43066666666667,50.19433333333333,10.764000000000001,,8.917,221.478,33.93066666666667,
2011-04-02,197.792,28.625,33.143,42.64566666666667,9.502666666666668,,9.333,226.417,37.458333333333336,
2011-04-03,192.174,5.0,7.266333333333333,8.565666666666667,1.2993333333333335,,4.333,197.174,9.319666666666667,
2011-04-04,193.292,10.208,15.485999999999999,22.430333333333333,6.944333333333333,,4.292,203.5,10.819666666666668,
2011-04-05,196.0,24.364,34.02,47.74633333333333,13.726333333333335,,6.478,220.364,19.232,
2011-04-06,195.167,24.625,36.53766666666667,49.40866666666667,12.870666666666665,,9.0,219.792,22.920333333333332,
2011-04-07,192.261,24.826,28.444666666666667,39.56933333333333,11.125,,6.25,217.087,15.972,
2011-04-08,193.5,29.917,35.625,49.80566666666667,14.180666666666667,,4.833,223.417,25.569666666666667,
2011-04-09,192.043,18.957,21.519333333333332,31.905666666666665,10.386333333333333,,4.917,211.0,20.375,
2011-04-10,194.708,17.167,22.316999999999997,25.951666666666668,3.6343333333333336,,8.542,211.875,32.333666666666666,
2011-04-11,194.565,17.913,27.264,36.639,9.375,,9.167,212.478,30.305333333333333,
2011-04-12,193.375,13.083,22.261,29.43466666666667,7.173666666666667,,5.913,206.458,27.869333333333334,
2011-04-13,195.174,23.304,33.52766666666667,45.27766666666667,11.75,,7.583,218.478,30.791666666666668,
2011-04-14,196.875,31.042,42.361,55.31933333333333,12.958666666666668,,14.667,227.917,41.84733333333333,
2011-04-15,194.478,30.696,35.278,45.708,10.430666666666667,,10.167,225.174,41.37466666666666,
2011-04-16,193.833,17.875,20.213333333333335,27.913,7.699666666666666,,7.208,211.708,41.916333333333334,
2011-04-17,196.522,17.913,22.950666666666667,26.605,3.654666666666667,,9.708,214.435,18.861333333333334,
2011-04-18,193.667,20.208,26.742,35.22233333333333,8.48,,9.125,213.875,26.069666666666667,
2011-04-19,191.652,10.348,20.583333333333332,28.458333333333332,7.875,,11.875,202.0,13.110999999999999,
2011-04-20,191.708,10.25,16.361,21.555333333333333,5.194333333333334,,10.833,201.958,7.639,
2011-04-21,194.739,24.826,32.715333333333334,45.225,12.510333333333334,,9.15,219.565,22.134,
2011-04-22,197.25,45.625,38.764,53.514,14.75,,4.792,242.875,36.861333333333334,
2011-04-23,195.087,32.522,28.72,40.763,12.043000000000001,,3.583,227.609,24.713333333333335,
2011-04-24,194.25,13.083,17.985666666666663,21.564000000000004,3.578333333333333,,6.25,207.333,22.555333333333333,
2011-04-25,193.609,14.391,26.875,35.69433333333333,8.819333333333333,,6.167,208.0,25.694666666666667,
2011-04-26,192.625,18.583,23.112333333333336,33.05833333333333,9.946,,6.375,211.208,29.147333333333336,
2011-04-27,187.217,11.261,14.319,20.706,6.387333333333334,,5.125,198.478,24.204666666666668,
2011-04-28,191.958,12.292,20.53033333333333,27.708333333333332,7.177666666666666,,5.522,204.25,23.18433333333333,
2011-04-29,194.522,14.826,20.319666666666667,24.847333333333335,4.528,,6.458,209.348,19.319666666666667,
2011-04-30,194.083,18.833,25.419,32.38766666666667,6.968666666666667,,7.542,212.917,25.069333333333333,
2011-05-01,193.87,22.739,20.939666666666668,25.048333333333332,4.108666666666667,,5.417,216.609,29.166666666666668,
2011-05-02,194.167,16.125,23.819333333333333,33.638666666666666,9.819333333333333,,6.75,210.292,110.45833333333333,
2011-05-03,197.0,22.522,24.930333333333333,29.972333333333335,5.041666666666667,,6.583,219.522,141.29166666666666,
2011-05-04,195.125,17.583,19.902666666666665,23.889,3.986,,8.167,212.708,82.54166666666667,
2011-05-05,192.739,12.217,17.180666666666667,19.0,1.8193333333333335,,7.5,204.957,24.528000000000002,
2011-05-06,193.292,20.333,23.597333333333335,29.583333333333332,5.986,,7.5,213.625,38.013666666666666,
2011-05-07,187.217,10.348,14.473666666666666,17.784333333333333,3.311,,6.458,197.565,15.458333333333334,
2011-05-08,189.833,14.708,15.970666666666668,18.069,2.098333333333333,,9.0,204.542,31.805666666666667,
2011-05-09,193.565,20.304,31.444666666666667,38.333333333333336,6.889,,10.25,213.87,43.65266666666667,
2011-05-10,187.818,24.955,25.334666666666667,47.272333333333336,21.938,,8.364,212.773,44.76166666666666,
2011-05-11,186.217,27.391,20.901666666666667,42.666666666666664,21.765,,5.0,213.609,21.56533333333333,
2011-05-12,186.667,22.375,19.805666666666667,27.861,8.055666666666667,,4.292,209.042,27.708333333333332,
2011-05-13,188.826,9.87,19.75,25.916666666666668,6.166666666666667,,6.625,198.696,46.486,
2011-05-14,191.625,10.333,18.646333333333335,22.688333333333333,4.042,,7.958,201.958,29.166666666666668,
2011-05-15,195.0,17.87,17.532,20.353333333333335,2.8213333333333335,,7.417,212.87,29.04133333333333,
2011-05-16,194.542,21.333,31.152666666666665,39.916666666666664,8.764000000000001,,8.083,215.875,31.652666666666665,
2011-05-17,194.318,26.545,30.277333333333335,38.417,8.139666666666669,,8.333,220.864,38.471666666666664,
2011-05-18,195.167,24.75,31.514,41.222,9.708333333333334,,8.958,219.917,31.222333333333335,
2011-05-19,193.174,24.652,28.875,35.542,6.666666666666667,,10.25,217.826,37.40266666666667,
2011-05-20,193.167,26.875,27.972333333333335,37.361,9.389000000000001,,8.417,220.042,29.875333333333334,
2011-05-21,188.565,25.261,20.14,27.549333333333333,7.4093333333333335,,6.958,213.826,19.013666666666666,
2011-05-22,188.333,13.458,12.250333333333332,14.605333333333334,2.355,,5.625,201.792,10.069666666666667,
2011-05-23,191.348,17.217,17.222333333333335,19.889,2.6666666666666665,,3.917,208.565,8.527666666666667,
2011-05-24,189.5,14.458,18.777666666666665,23.874666666666666,5.097,,3.792,203.958,6.347333333333334,
2011-05-25,191.87,23.522,33.58833333333333,42.101,8.512666666666666,,7.708,215.391,18.371,
2011-05-26,191.25,17.917,24.572999999999997,31.515666666666664,6.942666666666668,,7.208,209.167,19.784000000000002,
2011-05-27,189.091,12.136,16.44033333333333,21.23633333333333,4.796333333333334,,3.565,201.227,7.347333333333334,
2011-05-28,195.125,32.792,27.831666666666667,33.86066666666667,6.029,,2.958,227.917,15.194333333333333,
2011-05-29,189.522,14.174,12.677999999999999,14.369666666666667,1.6916666666666667,,2.458,203.696,6.194333333333333,
2011-05-30,188.625,9.083,13.444333333333333,16.263666666666666,2.8196666666666665,,2.792,197.708,7.486,
2011-05-31,190.739,17.304,21.244666666666664,26.410666666666668,5.166333333333333,,5.25,208.043,10.015666666666666,
2011-06-01,191.045,22.727,22.673333333333336,31.353333333333335,8.68,,3.13,213.773,10.733333333333334,
2011-06-02,191.958,22.417,31.194333333333333,42.5,11.305666666666667,,5.333,214.375,26.111,
2011-06-03,193.043,26.478,33.75,46.763666666666666,13.013666666666666,,8.625,219.522,45.097,
2011-06-04,192.083,25.833,27.655666666666665,37.784333333333336,10.128666666666666,,9.833,217.917,47.875,
2011-06-05,189.87,18.043,19.279,22.84766666666667,3.5686666666666667,,8.833,207.913,30.096999999999998,
2011-06-06,193.875,24.583,33.99733333333333,47.413999999999994,13.416666666666666,,10.167,218.458,35.025,
2011-06-07,193.87,26.565,28.125,36.62533333333334,8.5,,7.625,220.435,29.416666666666668,
2011-06-08,189.208,18.333,22.919,28.63366666666667,5.714333333333333,,7.042,207.542,18.206999999999997,
2011-06-09,189.609,21.739,33.333333333333336,45.333333333333336,12.0,,10.5,211.348,33.416666666666664,
2011-06-10,195.696,40.217,40.21966666666666,57.69866666666667,17.479000000000003,,8.682,235.913,51.925333333333334,
2011-06-11,188.913,23.174,25.22266666666667,33.934666666666665,8.711999999999998,,6.292,212.087,23.639,
2011-06-12,197.5,28.0,21.197666666666667,24.421333333333333,3.2243333333333335,,6.667,225.5,40.18033333333333,
2011-06-13,191.261,18.391,28.264,39.083,10.819666666666668,,6.708,209.652,19.541666666666668,
2011-06-14,190.667,19.667,24.608666666666668,31.275333333333332,6.666666666666667,,8.957,210.333,27.56533333333333,
2011-06-15,194.826,27.652,32.625,41.80533333333333,9.180333333333332,,9.25,222.478,20.583333333333332,
2011-06-16,193.292,20.708,21.930333333333333,28.846999999999998,6.916666666666667,,6.167,214.0,19.611,
2011-06-17,192.696,27.391,34.02766666666667,42.083333333333336,8.055666666666667,,9.167,220.087,23.486,
2011-06-18,194.583,27.875,30.968,39.34433333333333,8.376,,7.542,222.458,37.611333333333334,
2011-06-19,195.87,24.304,26.688666666666666,33.225,6.536666666666666,,6.708,220.174,32.764,
2011-06-20,191.727,23.5,29.754,46.50466666666667,16.750666666666667,,5.435,215.227,16.436,
2011-06-21,187.083,24.958,28.583333333333332,48.111333333333334,19.527666666666665,,7.75,212.042,21.125,
2011-06-22,189.0,33.478,29.375,55.541666666666664,26.167,,12.417,222.478,43.93066666666667,
2011-06-23,181.792,12.792,9.524333333333333,23.36,13.836,,6.375,194.583,21.135333333333335,
2011-06-24,178.783,10.261,9.124666666666668,19.319333333333333,10.194666666666668,,4.667,189.043,17.236,
2011-06-25,181.125,21.667,13.137666666666666,25.75,12.612333333333334,,9.375,202.792,24.874666666666666,
2011-06-26,183.391,14.522,8.201,16.041,7.84,,6.042,197.913,15.332999999999998,
2011-06-27,179.208,10.583,6.666666666666667,14.930333333333332,8.264000000000001,,4.25,189.792,11.778,
2011-06-28,181.0,18.217,14.586333333333334,28.011666666666667,13.425333333333334,,9.208,199.217,19.540333333333333,
2011-06-29,182.208,22.917,22.916666666666668,38.291666666666664,15.375,,13.0,205.125,32.69433333333333,
2011-06-30,182.636,24.227,24.139,37.739666666666665,13.600666666666667,,12.565,206.864,36.20933333333333,
2011-07-01,181.208,15.75,21.09866666666667,39.464333333333336,18.366,,8.083,196.958,31.542333333333335,
2011-07-02,183.217,16.957,19.74266666666667,30.400333333333332,10.657666666666666,,7.542,200.174,25.639,
2011-07-03,192.083,21.833,20.025333333333332,23.483666666666664,3.4583333333333335,,9.625,213.917,53.111,
2011-07-04,183.348,13.913,16.736,27.0,10.264000000000001,,6.417,197.261,41.889,
2011-07-05,189.583,18.375,25.146666666666665,34.126666666666665,8.98,,9.833,207.958,36.57666666666666,
2011-07-06,198.174,23.913,23.75,32.458333333333336,8.708666666666668,,7.167,222.087,36.333333333333336,
2011-07-07,188.727,32.136,20.560333333333332,46.07933333333333,25.518666666666665,,4.696,220.864,26.994,
2011-07-08,187.792,31.792,18.45866666666667,45.15266666666667,26.694666666666667,,7.042,219.583,25.777666666666665,
2011-07-09,183.261,21.261,16.166333333333334,30.973333333333333,14.807333333333332,,7.833,204.522,18.111,
2011-07-10,184.875,22.417,15.199999999999998,22.72966666666667,7.529333333333334,,8.542,207.292,19.583333333333332,
2011-07-11,184.87,20.304,19.391333333333332,31.063333333333333,11.671999999999999,,7.5,205.174,19.73633333333333,
2011-07-12,189.083,23.917,18.986,44.389,25.402666666666665,,6.25,213.0,18.611333333333334,
2011-07-13,187.739,21.913,17.189,33.747,16.558,,7.167,209.652,16.826,
2011-07-14,182.682,20.955,17.937,31.509666666666664,13.572333333333333,,7.435,203.636,15.298,
2011-07-15,186.917,25.708,26.819666666666667,41.94433333333333,15.125,,10.125,212.625,24.680333333333333,
2011-07-16,183.826,24.217,25.209666666666667,32.70766666666666,7.498333333333332,,11.917,208.043,35.041666666666664,
2011-07-17,183.0,13.917,13.038666666666666,16.210666666666665,3.172,,7.167,196.917,22.902666666666665,
2011-07-18,179.87,11.696,6.319333333333333,10.222333333333333,3.903,,3.75,191.565,14.041666666666666,
2011-07-19,179.625,9.542,7.248333333333334,11.454666666666668,4.206666666666667,,3.833,189.167,5.82,
2011-07-20,179.174,12.0,8.422666666666666,10.928333333333333,2.505333333333333,,4.087,191.174,9.011000000000001,
2011-07-21,187.375,21.375,23.778000000000002,40.62466666666666,16.847333333333335,,6.417,208.75,14.597,
2011-07-22,189.0,20.783,25.971999999999998,42.291666666666664,16.319666666666667,,8.458,209.783,24.917,
2011-07-23,187.917,17.833,22.64566666666667,29.77133333333333,7.125333333333333,,10.0,205.75,35.111,
2011-07-24,190.565,16.478,13.405666666666667,16.035,2.629,,8.125,207.043,33.361,
2011-07-25,191.417,19.75,19.908333333333335,30.376333333333335,10.468,,6.083,211.167,22.828000000000003,
2011-07-26,190.478,19.522,18.401666666666667,29.918333333333333,11.516666666666667,,6.217,210.0,17.476666666666667,
2011-07-27,183.542,17.583,14.778,30.389,15.610999999999999,,5.125,201.125,13.235999999999999,
2011-07-28,185.739,22.522,18.416666666666668,33.416666666666664,15.000333333333336,,7.042,208.261,20.819333333333333,
2011-07-29,189.333,27.458,26.277666666666665,40.25,13.972333333333333,,8.333,216.792,31.805666666666667,
2011-07-30,186.913,22.217,21.404,31.432333333333332,10.028333333333334,,7.833,209.13,30.041666666666668,
2011-07-31,188.875,14.875,12.61,14.996666666666668,2.387,,7.583,203.75,30.0,
2011-08-01,188.478,11.957,12.399666666666667,18.708333333333332,6.308666666666667,,5.25,200.435,28.924333333333333,
2011-08-02,187.273,15.227,16.076,23.449333333333332,7.373333333333334,,4.619,202.5,21.197999999999997,
2011-08-03,182.792,17.292,16.164,24.689000000000004,8.525,,6.042,200.083,16.244,
2011-08-04,181.957,11.565,10.624666666666664,22.375,11.750333333333336,,4.542,193.522,11.097333333333333,
2011-08-05,181.875,17.625,14.333333333333334,22.847333333333335,8.514000000000001,,3.417,199.5,11.278,
2011-08-06,183.652,18.739,13.595666666666668,30.327333333333332,16.732,,5.5,202.391,13.763666666666666,
2011-08-07,183.833,24.333,14.962333333333333,24.456333333333333,9.493,,7.417,208.167,16.778000000000002,
2011-08-08,182.783,20.217,19.521666666666665,32.768,13.246333333333332,,6.261,203.0,21.029,
2011-08-09,186.75,30.542,29.305333333333333,41.416666666666664,12.111333333333334,,9.083,217.292,33.75,
2011-08-10,183.652,20.826,23.778000000000002,33.166666666666664,9.389000000000001,,8.0,204.478,45.166333333333334,
2011-08-11,181.458,15.125,19.819333333333333,29.152666666666665,9.333333333333334,,7.458,196.583,29.111333333333334,
2011-08-12,186.739,17.391,20.528000000000002,27.652666666666665,7.125,,6.458,204.13,32.87466666666666,
2011-08-13,186.75,16.958,16.416333333333334,19.63866666666667,3.2223333333333333,,7.583,203.708,38.583333333333336,
2011-08-14,181.87,12.348,11.17,13.753333333333336,2.5833333333333335,,7.083,194.217,35.514,
2011-08-15,187.083,14.333,11.278,14.784333333333334,3.5060000000000002,,6.375,201.417,26.256333333333334,
2011-08-16,185.174,12.565,13.266333333333334,17.432333333333332,4.166333333333333,,6.826,197.739,32.51166666666666,
2011-08-17,183.125,14.333,17.416666666666668,26.805666666666667,9.389000000000001,,5.875,197.458,35.416666666666664,
2011-08-18,180.522,13.783,16.41633333333333,25.861,9.444333333333333,,5.375,194.304,40.736,
2011-08-19,190.5,14.042,17.653000000000002,24.305333333333333,6.652666666666666,,5.417,204.542,16.778000000000002,
2011-08-20,195.652,24.739,23.521666666666665,29.176666666666666,5.655333333333334,,5.958,220.391,21.0,
2011-08-21,199.167,24.708,16.820333333333334,20.170666666666666,3.3510000000000004,,5.375,223.875,31.625,
2011-08-22,193.217,21.957,26.076666666666668,37.595666666666666,11.518999999999998,,7.792,215.174,20.66033333333333,
2011-08-23,187.375,16.833,16.94066666666667,32.328,15.387333333333332,,4.739,204.208,23.951999999999998,
2011-08-24,188.087,24.043,20.152666666666665,36.236,16.083333333333332,,6.375,212.13,25.541666666666668,
2011-08-25,184.625,21.125,15.444333333333333,36.0,20.555666666666667,,4.917,205.75,11.638666666666666,
2011-08-26,186.348,22.043,17.388666666666666,34.833333333333336,17.444666666666667,,5.25,208.391,17.041666666666668,
2011-08-27,189.292,24.667,18.523666666666667,25.78933333333333,7.265666666666667,,4.75,213.958,20.458333333333332,
2011-08-28,191.739,18.957,13.418999999999999,17.472333333333335,4.053,,5.667,210.696,25.055333333333333,
2011-08-29,189.792,15.667,13.972333333333333,22.083333333333332,8.110999999999999,,5.125,205.458,28.263666666666666,
2011-08-30,187.13,14.0,14.676333333333332,21.75666666666667,7.079999999999999,,5.375,201.13,15.481333333333334,
2011-08-31,181.417,12.0,9.513666666666667,15.527666666666667,6.014,,3.958,193.417,13.569666666666668,
2011-09-01,179.304,15.0,7.833333333333333,13.331000000000001,5.497333333333334,,2.957,194.304,12.739666666666666,
2011-09-02,178.583,8.583,4.166333333333333,6.0136666666666665,1.8473333333333333,,2.417,187.167,11.278,
2011-09-03,181.13,13.217,7.295333333333333,10.403333333333334,3.108333333333333,,2.292,194.348,5.1386666666666665,
2011-09-04,187.792,16.875,12.296999999999999,17.036333333333335,4.739,,3.0,204.667,8.041666666666666,
2011-09-05,186.565,17.174,19.527333333333335,30.419666666666668,10.892666666666665,,4.292,203.739,9.754,
2011-09-06,190.667,14.5,21.767666666666667,29.407666666666668,7.640333333333333,,5.958,205.167,11.811666666666667,
2011-09-07,199.522,27.87,29.25,42.09733333333333,12.847,,7.292,227.391,18.611,
2011-09-08,197.75,31.833,27.152666666666665,36.30566666666667,9.153,,6.458,229.583,24.04133333333333,
2011-09-09,191.773,28.273,23.933666666666667,36.72466666666667,12.790999999999999,,5.739,220.045,28.802999999999997,
2011-09-10,190.417,20.667,19.826999999999998,28.927999999999997,9.100999999999999,,5.333,211.083,29.208333333333332,
2011-09-11,185.783,16.826,12.440333333333333,16.922666666666668,4.482333333333333,,5.333,202.609,20.0,
2011-09-12,188.458,20.875,18.192,30.13033333333333,11.938333333333333,,5.833,209.333,15.162666666666667,
2011-09-13,191.783,25.087,23.522333333333336,37.44166666666667,13.919333333333332,,6.833,216.87,20.18,
2011-09-14,191.625,26.0,25.652666666666665,38.55566666666667,12.902666666666667,,6.625,217.625,26.389,
2011-09-15,189.478,21.696,19.916666666666668,31.680666666666667,11.764000000000001,,6.25,211.174,19.20866666666667,
2011-09-16,183.625,16.333,13.433333333333332,27.831666666666667,14.398000000000001,,3.348,199.958,11.858666666666666,
2011-09-17,184.478,23.304,18.011666666666667,31.072999999999997,13.061666666666666,,2.958,207.783,13.610999999999999,
