date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CO_mean
2011-01-01,19.708,24.27,4.562,,3.042,14.145,4.696
2011-01-02,10.062,12.688,2.625,,3.125,10.688,4.542
2011-01-03,15.188,19.396,4.208,,4.0,16.98,4.792
2011-01-04,13.77,18.375,4.604,,5.917,22.812,5.375
2011-01-05,25.271,37.688,12.416,,2.292,11.396,6.542
2011-01-06,36.334,74.396,38.062,,3.667,20.125,8.913
2011-01-07,18.854,33.042,14.188,,1.833,6.938,6.958
2011-01-08,19.083,26.688,7.604,,2.042,11.979,4.783
2011-01-09,25.646,38.334,12.688,,4.167,21.104,6.042
2011-01-10,39.541,76.804,37.264,,6.708,41.996,10.0
2011-01-11,22.354,34.27,11.916,,4.708,26.729,7.565
2011-01-12,26.392,42.816,16.424,,2.826,9.221,8.167
2011-01-13,31.5,65.354,33.854,,4.708,18.646,9.125
2011-01-14,24.167,35.354,11.188,,5.875,38.458,8.0
2011-01-15,20.292,28.604,8.312,,2.917,14.25,5.435
2011-01-16,17.596,22.604,5.008,,2.087,13.818,4.565
2011-01-17,24.25,37.542,13.292,,2.25,14.854,6.727
2011-01-18,38.292,67.604,29.312,,3.083,18.438,8.042
2011-01-19,35.562,54.146,18.584,,2.375,14.75,6.125
2011-01-20,24.854,34.084,9.23,,1.625,12.208,5.458
2011-01-21,27.229,36.896,9.667,,1.458,17.396,5.542
2011-01-22,28.375,39.604,11.229,,3.5,20.875,6.0
2011-01-23,18.792,28.042,9.25,,2.042,7.167,5.292
2011-01-24,20.646,33.416,12.77,,2.25,8.562,6.542
2011-01-25,23.0,35.77,12.77,,3.667,15.145,6.917
2011-01-26,23.625,36.042,12.416,,2.417,10.708,6.667
2011-01-27,28.688,43.708,15.02,,5.5,25.792,8.625
2011-01-28,26.979,37.146,10.166,,4.333,24.875,7.417
2011-01-29,13.916,17.354,3.438,,2.083,7.396,4.87
2011-01-30,24.412,36.658,12.246,,2.348,9.267,6.273
2011-01-31,28.812,46.834,18.021,,2.958,12.48,8.25
2011-02-01,29.896,54.812,24.916,,4.542,22.562,8.261
2011-02-02,18.312,27.312,9.0,,2.208,8.708,6.25
2011-02-03,28.021,47.916,19.896,,3.083,11.312,9.542
2011-02-04,23.729,37.646,13.916,,5.333,23.166,8.333
2011-02-05,23.979,31.396,7.416,,7.125,37.792,6.783
2011-02-06,30.184,41.925,11.741,,5.7,49.729,7.458
2011-02-07,37.167,67.375,30.208,,,21.292,9.375
2011-02-08,24.917,41.917,17.0,,,13.833,6.75
2011-02-09,26.708,44.542,17.833,,,14.333,7.0
2011-02-10,34.875,65.0,30.125,,,19.042,7.917
2011-02-11,25.25,39.542,14.292,,,14.083,6.625
2011-02-12,19.542,26.833,7.292,,,15.625,4.478
2011-02-13,36.333,55.0,18.667,,,24.333,6.5
2011-02-14,38.542,72.667,34.125,,,31.208,8.25
2011-02-15,27.726,58.2,30.476,,4.333,23.083,9.478
2011-02-16,30.485,45.274,14.788,,4.435,18.722,7.542
2011-02-17,24.498,37.664,13.166,,4.083,12.562,7.217
2011-02-18,15.979,23.334,7.354,,2.917,8.916,5.917
2011-02-19,21.417,28.23,6.812,,4.0,12.521,5.174
2011-02-20,40.708,68.625,27.916,,5.042,14.0,7.875
2011-02-21,52.146,106.334,54.188,,7.75,31.75,11.167
2011-02-22,31.896,39.958,8.062,,4.833,26.917,6.913
2011-02-23,30.625,52.958,22.333,,3.75,21.104,8.043
2011-02-24,20.292,25.0,4.708,,5.333,32.52,6.833
2011-02-25,32.875,49.625,16.75,,4.583,27.604,7.625
2011-02-26,13.084,16.756,3.673,,2.75,11.334,4.087
2011-02-27,17.87,23.478,5.608,,2.727,13.854,4.913
2011-02-28,25.479,32.542,7.062,,2.917,15.625,5.652
2011-03-01,42.75,63.25,20.5,,4.625,29.708,8.0
2011-03-02,35.229,62.958,27.729,,4.292,23.084,8.417
2011-03-03,13.708,16.354,2.646,,4.167,16.104,4.792
2011-03-04,17.104,20.021,2.916,,3.292,18.5,4.739
2011-03-05,32.25,54.02,21.771,,3.417,17.438,6.917
2011-03-06,37.02,71.02,34.0,,5.917,21.708,10.125
2011-03-07,21.792,27.458,5.666,,5.833,29.688,8.125
2011-03-08,25.834,32.958,7.125,,6.042,33.625,8.208
2011-03-09,28.938,37.292,8.354,,4.167,22.875,7.875
2011-03-10,21.166,27.396,6.23,,3.542,16.312,6.25
2011-03-11,18.25,23.792,5.542,,4.458,13.75,4.783
2011-03-12,19.75,26.208,6.458,,3.5,12.562,5.542
2011-03-13,20.77,27.521,6.75,,3.292,11.292,6.042
2011-03-14,38.659,55.477,16.818,,6.087,14.372,7.87
2011-03-15,30.042,48.229,18.188,,5.75,22.812,8.0
2011-03-16,38.5,51.542,13.042,,4.542,17.271,7.083
2011-03-17,39.562,61.188,21.625,,4.458,28.833,7.957
2011-03-18,34.916,57.104,22.188,,7.833,47.521,8.391
2011-03-19,15.042,19.916,4.875,,3.458,11.354,5.083
2011-03-20,21.084,26.646,5.562,,5.042,12.355,5.125
2011-03-21,21.396,27.083,5.688,,4.75,16.375,5.625
2011-03-22,43.188,64.0,20.812,,8.083,23.167,8.375
2011-03-23,27.75,34.875,7.125,,3.375,16.729,6.458
2011-03-24,22.52,28.896,6.375,,5.292,20.584,7.083
2011-03-25,13.062,15.855,2.792,,4.958,12.062,4.435
2011-03-26,23.5,30.896,7.396,,4.0,12.854,6.458
2011-03-27,35.354,46.77,11.417,,6.25,20.542,7.5
2011-03-28,38.584,64.688,26.104,,7.708,36.604,8.833
2011-03-29,32.716,42.214,9.498,,7.45,23.67,7.318
2011-03-30,36.354,58.542,22.188,,8.375,20.521,7.522
2011-03-31,24.48,31.75,7.271,,4.917,14.979,5.917
2011-04-01,42.729,52.312,9.584,,7.667,44.437,8.458
2011-04-02,38.25,53.688,15.438,,8.042,45.48,7.565
2011-04-03,8.875,10.417,1.542,,3.0,17.229,3.217
2011-04-04,14.145,17.146,3.0,,2.958,18.02,4.292
2011-04-05,26.646,33.23,6.583,,5.0,23.146,5.792
2011-04-06,38.02,47.708,9.688,,7.167,32.646,7.125
2011-04-07,39.112,52.434,13.322,,6.583,28.562,7.0
2011-04-08,43.604,58.958,15.355,,4.458,35.792,8.125
2011-04-09,22.25,31.77,9.52,,3.333,24.104,5.458
2011-04-10,25.166,27.833,2.666,,6.833,43.584,6.391
2011-04-11,33.333,43.771,10.438,,7.083,37.604,6.875
2011-04-12,28.979,36.104,7.125,,5.292,37.312,6.826
2011-04-13,40.957,53.761,12.804,,8.391,42.804,7.652
2011-04-14,43.604,57.542,13.938,,10.292,45.188,8.375
2011-04-15,40.062,52.334,12.27,,9.375,54.375,7.708
