date,NO2_mean,NOX_mean,NO_mean,CH4_mean,NMHC_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2012-03-23,6.312,7.542,1.23,,,8.917,0.625,,
2012-03-24,9.375,10.396,1.021,,,5.708,0.5,,
2012-03-25,21.438,29.688,8.25,,,6.292,2.167,,
2012-03-26,11.73,14.042,2.312,,,7.5,0.917,,
2012-03-27,6.666,7.584,0.916,,,7.667,1.0,,
2012-03-28,21.333,25.729,4.396,,,12.375,1.417,,
2012-03-29,15.812,18.312,2.5,,,8.0,1.0,,
2012-03-30,11.229,12.584,1.354,,,4.708,0.833,,
2012-03-31,10.104,10.979,0.875,,,4.708,0.958,,
2012-04-01,5.25,5.854,0.604,,,3.125,0.083,,
2012-04-02,10.0,10.916,0.916,,,8.708,0.875,,
2012-04-03,23.195,26.837,3.642,,,11.292,1.458,,
2012-04-04,10.082,11.412,1.331,,,8.667,1.25,,
2012-04-05,5.479,6.084,0.604,,,13.125,0.043,,
2012-04-06,17.417,19.646,2.229,,,11.292,0.25,,
2012-04-07,12.292,14.875,2.584,,,3.375,0.0,,
2012-04-08,12.938,14.938,2.0,,,10.75,0.417,,
2012-04-09,8.166,9.104,0.938,,,12.25,0.083,,
2012-04-10,16.958,19.25,2.292,,,20.522,0.625,,
2012-04-11,15.021,16.646,1.625,,,16.917,0.625,,
2012-04-12,6.584,7.479,0.896,,,5.708,0.083,,
2012-04-13,7.916,8.938,1.021,,,5.083,0.083,,
2012-04-14,18.521,23.062,4.542,,,8.167,0.667,,
2012-04-15,13.938,15.438,1.5,,,11.208,0.5,,
2012-04-16,7.646,8.396,0.75,,,8.375,0.083,,
2012-04-17,12.619,13.886,1.267,,,5.875,0.042,,
2012-04-18,23.31,27.366,4.056,,,8.75,1.0,,
2012-04-19,18.334,23.084,4.75,,,8.792,1.304,,
2012-04-20,12.875,15.042,2.166,,,5.458,0.583,,
2012-04-21,11.229,13.333,2.104,,,8.417,1.083,,
2012-04-22,4.167,4.646,0.479,,,8.833,0.833,,
2012-04-23,7.021,7.917,0.896,,,6.522,0.625,,
2012-04-24,15.0,19.312,4.312,,,6.833,0.958,,
2012-04-25,11.167,13.188,2.021,,,8.875,0.417,,
2012-04-26,3.021,4.042,1.021,,,6.25,0.0,,
2012-04-27,6.458,9.375,2.916,,,7.333,0.0,,
2012-04-28,7.833,13.77,5.938,,,8.75,0.0,,
2012-04-29,7.604,10.5,2.896,,,11.625,0.0,,
2012-04-30,8.062,13.0,4.938,,,18.167,0.0,,
2012-05-01,8.71,15.292,6.582,,,14.417,0.0,,
2012-05-02,5.324,10.804,5.481,,,13.833,0.0,,
2012-05-03,3.562,5.021,1.458,,,5.333,0.0,,
2012-05-04,8.375,11.062,2.688,,,2.083,0.0,,
2012-05-05,6.646,10.958,4.312,,,3.833,0.0,,
2012-05-06,4.854,6.938,2.084,,,5.708,0.0,,
2012-05-07,8.604,11.104,2.5,,,8.083,0.0,,
2012-05-08,10.438,14.458,4.02,,,11.13,0.0,,
2012-05-09,6.938,10.166,3.23,,,6.75,0.0,,
2012-05-10,5.562,7.75,2.188,,,3.0,0.0,,
2012-05-11,4.667,7.188,2.521,,,1.087,0.0,,
2012-05-12,4.146,5.896,1.75,,,2.875,0.0,,
2012-05-13,4.542,6.25,1.708,,,4.292,0.0,,
2012-05-14,6.938,9.688,2.75,,,1.208,0.0,,
2012-05-15,7.587,9.837,2.25,,,1.583,0.0,,
2012-05-16,10.35,13.164,2.813,,,4.542,0.0,,
2012-05-17,10.166,12.792,2.625,,,6.667,0.0,,
2012-05-18,7.0,8.604,1.604,,,13.375,0.0,,
2012-05-19,5.396,6.708,1.312,,,2.458,0.0,,
2012-05-20,6.604,8.584,1.979,,,6.708,0.0,,
2012-05-21,7.834,11.229,3.396,,,11.25,0.0,,
2012-05-22,6.708,10.188,3.479,,,11.917,0.0,,
2012-05-23,9.25,13.688,4.438,,,10.417,0.0,,
2012-05-24,5.458,6.666,1.208,,,11.042,0.0,,
2012-05-25,7.021,10.084,3.062,,,12.083,0.0,,
2012-05-26,5.062,6.229,1.166,,,11.708,0.0,,
2012-05-27,3.688,4.688,1.0,,,2.208,0.0,,
2012-05-28,5.188,6.834,1.646,,,1.458,0.0,,
2012-05-29,7.158,9.017,1.86,,,4.042,0.0,,
2012-05-30,6.582,8.574,1.992,,,4.13,0.0,,
2012-05-31,5.25,6.812,1.562,,,3.625,0.0,,
2012-06-01,5.416,6.875,1.458,,,11.708,0.0,,
2012-06-02,7.021,9.438,2.416,,,13.917,0.0,,
2012-06-03,4.042,7.208,3.167,,,9.417,0.0,,
2012-06-04,6.625,9.792,3.166,,,10.042,0.0,,
2012-06-05,9.666,15.708,6.042,,,11.292,0.0,,
2012-06-06,7.75,11.084,3.333,,,11.25,0.0,,
2012-06-07,8.084,11.5,3.416,,,12.667,0.0,,
2012-06-08,7.896,11.542,3.646,,,15.182,0.0,,
2012-06-09,2.292,2.458,0.166,,,7.75,0.0,,
2012-06-10,5.75,6.104,0.354,,,8.208,0.0,,
2012-06-11,6.188,7.292,1.104,,,11.0,0.0,,
2012-06-12,5.036,6.556,1.521,,,5.875,0.083,,
2012-06-13,5.304,7.034,1.731,,,9.083,0.0,,
2012-06-14,8.146,10.542,2.396,,,11.542,0.0,,
2012-06-15,12.833,16.896,4.062,,,11.708,0.0,,
2012-06-16,5.354,6.688,1.334,,,7.25,0.0,,
2012-06-17,5.73,6.75,1.021,,,6.083,0.0,,
2012-06-18,6.77,8.106,1.336,,,10.583,0.0,,
2012-06-19,6.575,8.658,2.084,,,10.042,0.0,,
2012-06-20,6.083,7.188,1.104,,,2.167,0.0,,
2012-06-21,10.208,11.896,1.688,,,3.792,0.042,,
2012-06-22,11.708,14.479,2.77,,,4.435,0.0,,
2012-06-23,5.375,7.084,1.708,,,3.958,0.0,,
2012-06-24,3.562,4.646,1.083,,,5.667,0.0,,
2012-06-25,8.688,10.584,1.896,,,12.0,0.0,,
2012-06-26,10.99,14.284,3.294,,,10.042,0.083,,
2012-06-27,12.797,15.424,2.628,,,14.583,0.125,,
2012-06-28,12.812,15.458,2.646,,,12.958,0.391,,
2012-06-29,17.021,19.188,2.167,,,20.375,1.542,,
2012-06-30,6.396,8.334,1.938,,,10.125,0.25,,
2012-07-01,1.979,2.354,0.375,,,8.0,0.958,,
2012-07-02,3.646,4.521,0.875,,,4.875,0.375,,
2012-07-03,8.73,11.0,2.27,,,7.708,0.208,,
2012-07-04,12.646,16.062,3.416,,,12.435,0.292,,
2012-07-05,13.667,17.208,3.542,,,14.083,0.167,,
2012-07-06,6.854,7.583,0.729,,,12.417,0.0,,
2012-07-07,8.208,9.417,1.208,,,15.875,0.208,,
2012-07-08,6.979,7.625,0.646,,,17.417,0.0,,
2012-07-09,13.208,18.688,5.479,,,14.391,0.375,,
2012-07-10,5.989,7.301,1.312,,,6.458,0.0,,
2012-07-11,9.223,11.284,2.06,,,13.667,0.458,,
2012-07-12,15.125,20.542,5.416,,,10.333,0.0,,
2012-07-13,6.167,7.458,1.292,,,9.125,0.0,,
2012-07-14,4.562,6.334,1.771,,,4.0,0.0,,
2012-07-15,6.062,8.375,2.312,,,8.417,0.292,,
2012-07-16,6.458,8.271,1.812,,,13.917,0.042,,
2012-07-17,5.896,7.271,1.375,,,12.042,0.0,,
2012-07-18,8.875,10.98,2.104,,,16.792,0.208,,
2012-07-19,4.812,6.312,1.5,,,7.167,0.0,,
2012-07-20,8.104,11.438,3.334,,,9.583,0.667,,
2012-07-21,9.604,12.25,2.646,,,12.667,0.292,,
2012-07-22,7.438,9.02,1.583,,,10.875,0.0,,
2012-07-23,7.693,10.496,2.803,,,8.875,0.0,,
2012-07-24,10.382,14.298,3.915,,,11.958,0.333,,
2012-07-25,10.384,12.746,2.362,,,14.0,0.417,,
2012-07-26,8.021,9.521,1.5,,,12.826,0.217,,
2012-07-27,6.312,7.98,1.666,,,16.958,0.125,,
2012-07-28,8.333,9.292,0.958,,,27.667,0.375,,
2012-07-29,6.938,7.584,0.646,,,17.75,0.25,,
2012-07-30,7.146,8.27,1.125,,,21.333,0.458,,
2012-07-31,11.938,13.292,1.354,,,22.25,0.542,,
2012-08-01,11.458,13.583,2.125,,,11.417,0.167,,
2012-08-02,4.688,5.917,1.23,,,10.0,0.0,,
2012-08-03,7.25,8.854,1.604,,,11.0,0.25,,
2012-08-04,4.208,4.938,0.73,,,8.583,0.0,,
2012-08-05,9.896,12.104,2.208,,,9.458,0.167,,
2012-08-06,6.02,7.042,1.02,,,7.348,0.0,,
2012-08-07,3.89,4.652,0.762,,,5.833,0.0,,
2012-08-08,6.289,7.506,1.216,,,8.304,0.0,,
2012-08-09,7.25,8.125,0.875,,,12.542,0.13,,
2012-08-10,13.625,17.271,3.646,,,12.625,0.375,,
2012-08-11,10.271,12.312,2.042,,,16.917,0.5,,
2012-08-12,6.166,6.75,0.583,,,18.167,0.458,,
2012-08-13,9.396,10.52,1.125,,,15.833,0.0,,
2012-08-14,4.542,5.062,0.52,,,13.792,0.042,,
2012-08-15,5.312,5.958,0.646,,,13.25,0.5,,
2012-08-16,6.167,7.083,0.917,,,7.375,0.0,,
2012-08-17,11.896,13.355,1.458,,,6.75,0.083,,
2012-08-18,10.854,12.708,1.854,,,11.292,0.375,,
2012-08-19,5.125,5.646,0.52,,,10.625,0.375,,
2012-08-20,18.916,27.625,8.708,,,13.583,0.0,,
2012-08-21,7.572,9.456,1.884,,,13.917,0.583,,
2012-08-22,7.27,8.858,1.589,,,12.083,0.875,,
2012-08-23,6.896,7.916,1.021,,,8.435,0.087,,
2012-08-24,15.688,18.771,3.084,,,10.833,0.417,,
2012-08-25,10.542,12.52,1.979,,,15.25,0.208,,
2012-08-26,6.875,8.02,1.146,,,12.208,0.125,,
2012-08-27,7.292,9.125,1.834,,,9.333,0.167,,
2012-08-28,8.312,9.833,1.521,,,8.0,0.125,,
2012-08-29,3.0,3.666,0.666,,,11.167,0.0,,
2012-08-30,4.917,5.48,0.562,,,12.667,0.208,,
2012-08-31,7.875,8.708,0.834,,,8.875,0.292,,
2012-09-01,4.688,5.792,1.104,,,9.5,0.25,,
2012-09-02,2.958,3.666,0.708,,,6.083,0.0,,
2012-09-03,3.854,4.896,1.042,,,6.917,0.0,,
2012-09-04,3.365,4.737,1.372,,,6.792,0.0,,
2012-09-05,4.775,5.57,0.794,,,4.167,0.042,,
2012-09-06,7.062,8.166,1.104,,,5.13,0.0,,
2012-09-07,9.562,10.708,1.146,,,8.333,0.25,,
2012-09-08,8.542,9.688,1.146,,,10.292,0.333,,
2012-09-09,7.021,7.354,0.334,,,8.25,0.083,,
2012-09-10,19.208,22.042,2.833,,,11.833,0.0,,
2012-09-11,17.854,21.021,3.166,,,11.708,0.0,,
2012-09-12,11.604,14.084,2.48,,,12.0,0.125,,
2012-09-13,9.666,11.312,1.646,,,9.208,0.25,,
2012-09-14,12.729,17.25,4.521,,,12.625,0.458,,
2012-09-15,8.354,9.0,0.646,,,14.708,0.25,,
2012-09-16,6.0,6.312,0.312,,,8.5,0.0,,
2012-09-17,5.292,6.25,0.958,,,8.083,0.333,,
2012-09-18,5.56,7.124,1.564,,,12.609,0.292,,
2012-09-19,7.721,9.305,1.584,,,10.333,0.0,,
2012-09-20,7.417,8.5,1.084,,,8.5,0.0,,
2012-09-21,10.646,13.605,2.958,,,6.125,0.208,,
2012-09-22,12.084,15.521,3.438,,,7.958,0.25,,
2012-09-23,9.146,10.312,1.166,,,9.792,0.292,,
2012-09-24,9.396,11.125,1.73,,,9.375,0.042,,
2012-09-25,9.521,11.604,2.084,,,5.792,0.0,,
2012-09-26,12.792,17.0,4.208,,,3.417,0.125,,
2012-09-27,8.458,10.979,2.521,,,3.625,0.0,,
2012-09-28,6.396,7.875,1.479,,,3.208,0.75,,
2012-09-29,9.25,12.875,3.625,,,5.25,0.25,,
2012-09-30,5.708,6.438,0.729,,,9.375,0.0,,
2012-10-01,7.188,8.292,1.104,,,7.167,0.0,,
2012-10-02,8.633,10.767,2.134,,,3.625,0.042,,
2012-10-03,13.54,21.014,7.474,,,6.417,0.292,,
2012-10-04,11.104,15.521,4.417,,,5.208,0.348,,
2012-10-05,12.666,17.916,5.25,,,6.542,0.625,,
2012-10-06,10.729,12.312,1.584,,,6.75,0.125,,
2012-10-07,4.312,5.125,0.812,,,3.042,0.0,,
2012-10-08,12.438,18.625,6.188,,,5.125,0.167,,
2012-10-09,13.146,17.271,4.125,,,3.957,0.292,,
2012-10-10,9.188,12.688,3.5,,,7.583,0.667,,
2012-10-11,11.729,13.854,2.125,,,4.667,0.0,,
2012-10-12,11.917,17.062,5.146,,,4.625,0.125,,
2012-10-13,8.521,11.708,3.188,,,3.292,0.0,,
2012-10-14,6.312,8.083,1.771,,,8.25,0.25,,
2012-10-15,6.208,7.5,1.292,,,8.083,0.0,,
2012-10-16,8.962,10.835,1.872,,,4.125,0.0,,
2012-10-17,13.062,14.801,1.739,,,7.333,0.208,,
2012-10-18,7.02,8.0,0.979,,,4.208,0.0,,
2012-10-19,5.584,6.938,1.354,,,4.042,0.0,,
2012-10-20,11.25,14.0,2.75,,,5.833,0.167,,
2012-10-21,5.334,6.334,1.0,,,8.708,0.083,,
2012-10-22,11.562,14.708,3.146,,,6.042,0.625,,
2012-10-23,7.834,9.125,1.292,,,8.417,0.042,,
2012-10-24,6.042,7.229,1.188,,,3.0,0.0,,
2012-10-25,11.792,14.75,2.958,,,6.083,0.292,,
2012-10-26,9.458,11.875,2.417,,,6.292,0.083,,
2012-10-27,14.562,28.062,13.5,,,7.458,0.5,,
2012-10-28,3.729,4.583,0.854,,,5.458,0.708,,
2012-10-29,6.584,7.792,1.208,,,1.625,0.0,,
2012-10-30,15.183,24.234,9.052,,,2.292,0.417,,
2012-10-31,7.122,8.516,1.394,,,1.391,0.0,,
2012-11-01,14.25,17.834,3.584,,,4.458,0.043,,
2012-11-02,7.958,9.188,1.229,,,1.958,0.0,,
2012-11-03,3.75,4.438,0.688,,,1.125,0.0,,
2012-11-04,3.73,4.188,0.458,,,2.208,0.0,,
2012-11-05,15.625,19.312,3.688,,,6.25,0.375,,
2012-11-06,7.812,8.396,0.584,,,2.25,0.583,,
2012-11-07,20.333,26.938,6.604,,,2.458,0.0,,
2012-11-08,22.104,38.708,16.604,,,4.261,0.417,,
2012-11-09,16.334,20.812,4.479,,,3.542,0.083,,
2012-11-10,7.667,8.625,0.958,,,1.167,0.083,,
2012-11-11,8.208,9.146,0.938,,,1.792,0.417,,
2012-11-12,14.083,17.042,2.958,,,3.167,0.167,,
2012-11-13,14.918,18.903,3.984,,,9.0,0.5,,
2012-11-14,17.593,20.67,3.077,,,5.625,0.0,,
2012-11-15,11.042,12.812,1.771,,,1.875,0.087,,
2012-11-16,16.375,27.354,10.98,,,3.708,0.708,,
2012-11-17,17.375,19.562,2.188,,,2.708,0.083,,
2012-11-18,5.917,6.75,0.833,,,2.75,0.0,,
2012-11-19,15.375,20.188,4.812,,,3.583,0.0,,
2012-11-20,22.354,35.708,13.355,,,7.292,0.292,,
2012-11-21,7.396,9.25,1.854,,,6.667,0.083,,
2012-11-22,17.5,25.27,7.771,,,4.5,0.417,,
2012-11-23,15.354,26.062,10.708,,,3.458,0.208,,
2012-11-24,6.396,7.979,1.583,,,2.708,0.0,,
2012-11-25,6.729,8.125,1.396,,,3.625,0.0,,
2012-11-26,28.875,55.5,26.625,,,7.913,0.625,,
2012-11-27,11.928,14.15,2.223,,,7.083,0.042,,
2012-11-28,12.345,17.153,4.808,,,3.583,0.417,,
2012-11-29,16.083,20.312,4.229,,,9.917,0.174,,
2012-11-30,19.0,27.354,8.354,,,5.917,0.0,,
2012-12-01,7.604,9.084,1.479,,,3.333,0.0,,
2012-12-02,14.562,17.896,3.334,,,4.458,0.0,,
2012-12-03,23.479,38.666,15.188,,,3.833,0.917,,
2012-12-04,19.208,28.708,9.5,,,5.0,0.042,,
2012-12-05,11.146,14.25,3.104,,,12.333,0.292,,
2012-12-06,14.438,23.792,9.354,,,5.0,0.167,,
2012-12-07,8.688,10.375,1.688,,,4.625,0.0,,
2012-12-08,18.771,23.333,4.562,,,4.917,0.125,,
2012-12-09,23.958,34.792,10.834,,,9.625,0.708,,
2012-12-10,28.0,37.666,9.666,,,6.0,0.125,,
2012-12-11,29.402,46.509,17.108,,,4.75,0.208,,
2012-12-12,35.327,71.351,36.024,,,8.667,0.917,,
2012-12-13,46.667,117.104,70.438,,,16.958,2.696,,
2012-12-14,30.417,55.708,25.292,,,23.667,3.333,,
2012-12-15,30.5,48.188,17.688,,,31.25,5.208,,
2012-12-16,21.0,29.792,8.792,,,11.375,2.25,,
2012-12-17,25.604,34.521,8.917,,,12.917,1.667,,
2012-12-18,18.875,22.834,3.958,,,4.5,0.583,,
2012-12-19,13.125,16.833,3.708,,,3.708,0.583,,
2012-12-20,14.688,19.104,4.416,,,4.667,0.708,,
2012-12-21,21.125,33.792,12.667,,,7.792,1.5,,
2012-12-22,19.125,23.77,4.646,,,7.833,1.667,,
2012-12-23,11.542,14.042,2.5,,,3.458,0.375,,
2012-12-24,41.5,87.167,45.666,,,13.917,5.417,,
2012-12-25,48.604,164.262,115.658,,,30.043,4.25,,
2012-12-26,7.544,10.292,2.748,,,5.958,1.375,,
2012-12-27,10.02,14.312,4.292,,,4.542,0.957,,
2012-12-28,14.584,20.792,6.208,,,6.083,1.333,,
2012-12-29,21.188,28.562,7.375,,,4.833,1.458,,
2012-12-30,15.167,18.396,3.229,,,2.917,1.25,,
2012-12-31,8.958,10.208,1.25,,,18.125,2.583,,
2013-01-01,9.042,9.854,0.812,193.208,9.625,4.833,0.667,,202.833
2013-01-02,5.938,7.417,1.479,194.708,7.625,6.167,0.458,,202.333
2013-01-03,10.604,12.604,2.0,192.792,9.375,4.292,0.375,,202.167
2013-01-04,9.583,11.896,2.312,193.5,8.667,2.5,0.083,,202.167
2013-01-05,17.688,28.479,10.792,192.708,9.625,-0.042,0.0,,202.333
2013-01-06,21.166,47.77,26.604,193.792,14.667,3.667,0.25,,208.458
2013-01-07,20.721,39.834,19.112,192.75,17.042,6.478,0.875,,209.792
2013-01-08,18.058,21.386,3.328,193.083,11.792,14.458,1.292,,204.875
2013-01-09,7.666,9.917,2.25,194.333,8.292,6.417,0.087,,202.625
2013-01-10,5.292,7.084,1.792,192.708,6.667,2.125,0.0,,199.375
2013-01-11,8.854,11.312,2.458,192.708,7.5,2.208,0.292,,200.208
2013-01-12,10.042,12.104,2.062,192.0,7.75,5.0,0.583,,199.75
2013-01-13,7.708,10.354,2.646,192.208,6.917,1.583,0.042,,199.125
2013-01-14,13.354,17.896,4.542,191.75,9.208,2.958,0.083,,200.958
2013-01-15,22.02,28.917,6.896,191.25,12.625,4.083,0.333,,203.875
2013-01-16,16.479,22.083,5.604,191.958,8.792,2.167,0.5,,200.75
2013-01-17,37.834,78.229,40.396,196.542,18.625,12.417,6.208,,215.167
2013-01-18,47.125,124.0,76.875,203.958,31.333,14.583,2.75,,235.292
2013-01-19,30.166,57.5,27.334,200.292,18.083,9.208,2.375,,218.375
2013-01-20,52.938,152.729,99.792,207.75,36.458,21.708,5.083,,244.208
2013-01-21,42.744,136.054,93.31,208.583,35.292,19.083,2.875,,243.875
2013-01-22,17.426,27.338,9.911,195.348,10.565,5.739,0.792,,205.913
2013-01-23,28.125,47.312,19.188,195.083,11.875,4.083,1.957,,206.958
2013-01-24,30.771,48.417,17.646,200.042,19.333,6.292,2.208,,219.375
2013-01-25,25.833,37.646,11.812,201.917,17.167,27.25,3.583,,219.083
2013-01-26,17.146,21.521,4.375,202.125,10.875,12.25,4.375,,213.0
2013-01-27,11.916,16.188,4.271,200.917,11.333,4.167,0.375,,212.25
2013-01-28,18.521,29.416,10.896,200.647,15.412,7.292,1.773,,216.059
2013-01-29,12.674,15.304,2.63,194.9,10.4,6.5,0.905,,205.3
2013-01-30,22.979,31.521,8.542,194.333,15.542,8.542,0.917,,209.875
2013-01-31,8.708,10.312,1.604,194.125,9.208,7.875,0.292,,203.333
2013-02-01,11.062,13.834,2.771,192.542,8.5,4.125,0.0,,201.042
2013-02-02,16.23,19.75,3.521,193.75,10.833,2.667,0.458,,204.583
2013-02-03,10.271,11.938,1.667,194.043,10.739,5.913,0.0,,204.783
2013-02-04,15.492,18.711,3.218,191.917,10.125,4.625,0.0,,202.042
2013-02-05,23.711,38.073,14.362,192.875,11.542,3.208,1.125,,204.417
2013-02-06,14.27,18.666,4.396,191.292,9.417,2.417,0.957,,200.708
2013-02-07,10.416,13.146,2.729,191.375,8.25,2.292,0.958,,199.625
2013-02-08,40.958,85.562,44.604,196.667,21.125,12.0,5.917,,217.792
2013-02-09,30.458,41.917,11.458,194.125,15.458,6.292,3.333,,209.583
2013-02-10,25.042,32.917,7.875,192.083,13.667,3.458,3.5,,205.75
2013-02-11,32.208,55.166,22.958,193.208,18.625,5.0,2.292,,211.833
2013-02-12,33.0,70.812,37.812,192.708,19.625,8.458,2.292,,212.333
2013-02-13,16.625,25.146,8.521,190.25,10.167,3.792,1.25,,200.417
2013-02-14,19.666,28.542,8.875,189.833,10.708,4.417,1.042,,200.542
2013-02-15,30.916,46.292,15.375,193.792,16.792,9.958,4.042,,210.583
2013-02-16,10.166,12.375,2.208,190.333,8.708,1.208,0.458,,199.042
2013-02-17,6.896,9.042,2.146,190.625,7.708,5.25,0.25,,198.333
2013-02-18,8.318,10.784,2.464,192.417,8.0,10.75,0.833,,200.417
2013-02-19,8.282,11.01,2.728,191.318,7.864,0.5,0.0,,199.182
2013-02-20,18.146,28.958,10.812,192.435,12.217,2.0,1.522,,204.652
2013-02-21,14.375,19.834,5.458,191.5,9.042,2.667,1.167,,200.542
2013-02-22,24.958,48.271,23.312,193.792,14.083,6.458,1.542,,207.875
2013-02-23,24.292,33.146,8.854,192.0,12.583,5.958,1.583,,204.583
2013-02-24,43.438,77.896,34.458,194.208,20.5,13.0,3.833,,214.708
2013-02-25,48.521,105.125,56.604,202.875,37.333,23.5,3.667,,240.208
2013-02-26,33.146,45.354,12.208,192.5,15.708,19.583,3.417,,208.208
2013-02-27,34.062,51.875,17.812,198.0,27.708,33.75,4.0,,225.708
2013-02-28,11.958,13.521,1.562,192.833,9.667,10.583,1.167,,202.5
2013-03-01,7.834,9.062,1.23,191.792,7.042,2.917,0.917,,198.833
2013-03-02,5.479,6.416,0.938,192.333,6.625,1.292,1.0,,198.958
2013-03-03,12.958,14.916,1.958,193.417,8.958,6.417,1.0,,202.375
2013-03-04,10.896,12.532,1.635,192.75,8.083,6.958,1.458,,200.833
2013-03-05,23.378,33.732,10.354,195.917,14.0,10.042,2.208,,209.917
2013-03-06,6.848,8.804,1.956,192.13,9.261,3.652,0.565,,201.391
2013-03-07,9.708,12.084,2.375,191.458,8.333,3.375,0.667,,199.792
2013-03-08,11.604,13.792,2.188,192.167,8.917,4.917,0.792,,201.083
2013-03-09,15.23,17.542,2.312,191.917,10.083,5.708,1.208,,202.0
2013-03-10,11.479,14.771,3.292,191.75,8.875,4.083,0.5,,200.625
2013-03-11,20.479,29.521,9.042,191.375,11.583,2.458,4.417,,202.958
2013-03-12,23.958,33.166,9.208,191.042,13.875,5.792,2.875,,204.917
2013-03-13,19.708,24.854,5.146,191.792,13.208,4.083,2.042,,205.0
2013-03-14,8.041,10.0,1.958,191.333,8.292,1.583,0.333,,199.625
2013-03-15,18.408,21.962,3.554,190.208,11.417,3.417,0.875,,201.625
2013-03-16,15.458,18.333,2.875,191.625,10.958,11.0,2.083,,202.583
2013-03-17,20.734,24.322,3.588,190.5,12.708,9.458,1.375,,203.208
2013-03-18,12.096,13.934,1.838,191.75,10.792,5.917,1.292,,202.542
2013-03-19,11.916,15.125,3.208,189.708,10.083,3.958,0.542,,199.792
2013-03-20,23.084,36.854,13.771,195.261,13.783,4.083,2.739,,209.043
2013-03-21,8.416,10.208,1.792,193.5,7.333,1.667,0.458,,200.833
2013-03-22,12.542,15.875,3.334,193.042,8.417,3.458,0.417,,201.458
2013-03-23,17.979,24.958,6.98,194.792,12.708,3.75,0.958,,207.5
2013-03-24,35.042,56.958,21.916,199.636,25.273,15.435,3.458,,224.909
2013-03-25,34.979,40.625,5.646,196.958,23.25,42.75,3.083,,220.208
2013-03-26,34.438,56.729,22.292,198.792,23.583,47.333,3.083,,222.375
2013-03-27,31.416,39.916,8.5,198.667,20.292,37.625,3.167,,218.958
2013-03-28,28.104,32.125,4.02,194.875,17.875,22.667,2.042,,212.75
2013-03-29,21.458,24.708,3.25,192.25,15.792,18.917,1.042,,208.042
2013-03-30,15.688,16.75,1.062,193.292,11.917,8.208,1.292,,205.208
2013-03-31,9.75,11.106,1.356,192.609,9.348,7.292,0.917,,201.957
2013-04-01,9.458,10.396,0.938,190.739,17.87,8.083,1.083,,208.609
2013-04-02,16.156,17.845,1.69,192.167,24.208,11.458,1.583,,216.375
2013-04-03,22.423,29.322,6.898,195.667,25.583,8.667,1.958,,221.25
2013-04-04,13.479,15.146,1.667,192.833,19.167,7.583,0.696,,212.0
2013-04-05,26.667,36.917,10.25,195.708,28.75,8.333,1.458,,224.458
2013-04-06,9.834,10.854,1.021,191.5,17.917,5.75,0.958,,209.417
2013-04-07,12.021,12.917,0.896,191.417,20.875,-1.125,0.083,,212.292
2013-04-08,4.084,4.979,0.896,191.833,13.292,1.583,0.0,,205.125
2013-04-09,9.312,10.916,1.604,191.833,14.208,4.917,1.25,,206.042
2013-04-10,5.916,6.604,0.688,191.652,13.609,7.208,0.5,,205.261
2013-04-11,8.521,9.708,1.188,192.625,14.333,4.583,0.25,,206.958
2013-04-12,14.271,16.334,2.062,193.304,16.348,4.136,0.292,,209.652
2013-04-13,8.104,9.25,1.146,192.667,13.25,3.0,0.667,,205.917
2013-04-14,6.271,7.0,0.729,191.958,13.917,4.417,0.875,,205.875
2013-04-15,4.23,5.0,0.771,189.565,11.304,8.292,0.208,,200.87
2013-04-16,7.354,8.266,0.911,190.75,12.667,5.958,1.083,,203.417
2013-04-17,11.916,13.926,2.01,190.167,14.625,3.25,0.833,,204.792
2013-04-18,7.208,8.229,1.021,189.875,12.333,2.042,0.391,,202.208
2013-04-19,8.666,9.958,1.292,190.375,13.0,1.292,0.042,,203.375
2013-04-20,8.479,9.438,0.958,190.083,14.125,2.375,0.458,,204.208
2013-04-21,6.188,7.0,0.812,189.409,13.136,1.667,0.917,,202.545
2013-04-22,6.438,7.125,0.688,189.083,11.917,4.708,0.875,,201.0
2013-04-23,16.812,18.771,1.958,190.667,20.125,16.292,1.875,,210.792
2013-04-24,10.708,11.208,0.5,188.5,16.792,7.208,2.083,,205.292
2013-04-25,7.292,7.792,0.5,188.833,16.875,-0.87,1.0,,205.708
2013-04-26,11.583,13.084,1.5,190.833,19.667,7.5,1.708,,210.5
2013-04-27,7.875,8.792,0.916,190.083,14.75,0.833,0.833,,204.833
2013-04-28,3.229,4.0,0.771,189.208,10.75,-0.208,0.0,,199.958
2013-04-29,4.958,6.25,1.292,188.208,11.0,0.167,0.0,,199.208
2013-04-30,12.39,14.318,1.928,190.0,13.174,-2.417,1.042,,203.174
2013-05-01,12.232,15.092,2.86,191.875,12.708,-2.417,0.958,,204.583
2013-05-02,4.917,6.208,1.292,189.75,9.75,-3.083,0.0,,199.5
2013-05-03,7.625,8.812,1.188,189.625,10.583,-0.542,0.0,,200.208
2013-05-04,9.416,10.875,1.458,189.167,11.875,-1.542,0.167,,201.042
2013-05-05,11.625,13.354,1.729,189.042,12.75,-0.292,1.125,,201.792
2013-05-06,9.375,10.479,1.104,189.875,11.375,-1.708,0.5,,201.25
2013-05-07,6.084,7.688,1.604,189.417,9.833,-1.333,0.083,,199.25
