date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,5.0,7.083,2.083,3.9165
2011-01-02,0.875,1.708,0.833,3.1665
2011-01-03,1.458,2.458,1.0,3.125
2011-01-04,3.125,4.917,1.792,3.1875
2011-01-05,2.417,3.958,1.542,3.125
2011-01-06,5.75,8.792,3.042,3.1875
2011-01-07,7.583,11.458,3.875,3.1875
2011-01-08,10.833,18.333,7.5,3.4375
2011-01-09,3.958,6.083,2.125,3.5
2011-01-10,2.208,4.125,1.917,3.2915
2011-01-11,2.217,4.696,2.478,2.696
2011-01-12,4.292,7.333,3.042,2.4585
2011-01-13,6.25,10.292,4.042,3.854
2011-01-14,3.083,4.917,1.833,2.625
2011-01-15,3.25,5.708,2.458,2.3335
2011-01-16,2.333,3.958,1.625,2.396
2011-01-17,4.458,8.667,4.208,2.479
2011-01-18,7.458,12.583,5.125,2.521
2011-01-19,15.348,26.435,11.087,2.2915
2011-01-20,15.208,26.917,11.708,3.8125
2011-01-21,15.875,29.333,13.458,2.9585
2011-01-22,2.708,4.833,2.125,2.2915
2011-01-23,3.25,7.625,4.375,2.6875
2011-01-24,5.333,9.167,3.833,2.625
2011-01-25,13.957,24.043,10.087,2.435
2011-01-26,10.375,16.875,6.5,2.5
2011-01-27,9.292,14.75,5.458,2.5
2011-01-28,8.5,17.917,9.417,2.5
2011-01-29,11.667,19.458,7.792,2.396
2011-01-30,3.375,5.0,1.625,3.0835
2011-01-31,11.083,17.292,6.208,2.5835
2011-02-01,13.917,27.708,13.792,2.271
2011-02-02,1.958,3.667,1.708,2.4165
2011-02-03,8.333,15.083,6.75,2.375
2011-02-04,12.167,22.042,9.875,2.729
2011-02-05,4.375,7.458,3.083,2.5625
2011-02-06,18.542,35.125,16.583,3.917
2011-02-07,17.542,47.875,30.333,4.5415
2011-02-08,2.783,5.391,2.609,3.3045
2011-02-09,5.583,10.083,4.5,2.875
2011-02-10,4.083,6.542,2.458,3.0205
2011-02-11,3.208,5.125,1.917,2.8125
2011-02-12,2.792,4.542,1.75,2.729
2011-02-13,5.348,8.13,2.783,3.2915
2011-02-14,16.583,30.583,14.0,7.104
2011-02-15,3.542,5.875,2.333,5.708
2011-02-16,4.727,7.364,2.636,2.875
2011-02-17,10.75,17.75,7.0,2.5625
2011-02-18,8.042,12.458,4.417,2.3125
2011-02-19,6.708,11.708,5.0,2.5625
2011-02-20,5.542,8.708,3.167,3.271
2011-02-21,3.625,6.375,2.75,3.6045
2011-02-22,7.478,10.696,3.217,3.261
2011-02-23,13.542,20.292,6.75,5.458
2011-02-24,2.917,4.375,1.458,3.1875
