date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,200.875,2.0,6.708,,,,1.292,12.792,207.583
2011-01-02,192.391,1.609,6.826,,,,0.458,10.958,199.217
2011-01-03,191.458,1.0,5.208,,,,0.0,7.0,196.667
2011-01-04,192.421,1.45,5.105,,,,0.25,9.053,197.526
2011-01-05,193.833,1.75,6.542,,,,0.0,8.833,200.375
2011-01-06,194.458,1.958,6.125,,,,0.0,8.542,200.583
2011-01-07,193.792,2.0,6.292,,,,0.0,7.667,200.083
2011-01-08,193.833,1.792,5.458,,,,0.0,8.167,199.292
2011-01-09,,1.565,,,,,0.0,8.292,
2011-01-10,192.25,2.0,5.667,,,,0.833,10.917,197.917
2011-01-11,194.25,1.917,6.083,,,,0.417,10.083,200.333
2011-01-12,194.958,1.333,5.417,,,,0.083,8.333,200.375
2011-01-13,195.304,2.0,6.957,,,,0.391,10.391,202.261
2011-01-14,196.583,2.0,6.708,,,,0.125,10.417,203.292
2011-01-15,196.792,2.0,6.792,,,,0.5,11.792,203.583
2011-01-16,196.083,2.0,5.042,,,,0.0,9.583,201.125
2011-01-17,196.591,2.0,5.864,,,,0.0,9.714,202.455
2011-01-18,195.167,2.125,6.542,,,,0.833,13.958,201.708
2011-01-19,194.167,2.042,7.417,,,,0.792,15.5,201.583
2011-01-20,193.333,1.125,5.042,,,,0.0,10.917,198.375
2011-01-21,194.25,1.708,6.833,,,,0.0,10.208,201.083
2011-01-22,193.042,2.0,6.917,,,,0.0,6.5,199.958
2011-01-23,193.708,2.13,7.0,,,,0.0,10.5,200.708
2011-01-24,193.826,1.913,5.435,,,,0.043,10.348,199.261
2011-01-25,195.375,2.0,5.917,,,,0.667,11.083,201.292
2011-01-26,195.708,2.0,5.75,,,,0.417,11.5,201.458
2011-01-27,196.875,2.0,5.625,,,,0.545,11.136,202.5
2011-01-28,196.417,2.0,5.167,,,,0.417,13.19,201.583
2011-01-29,196.625,2.0,5.625,,,,0.0,9.542,202.25
2011-01-30,194.917,2.0,5.875,,,,0.375,10.083,200.792
2011-01-31,191.818,2.0,5.409,,,,0.136,10.875,197.227
2011-02-01,189.542,2.0,6.125,,,,0.333,7.0,195.667
2011-02-02,189.917,2.0,5.875,,,,0.583,8.875,195.792
2011-02-03,189.958,2.0,6.292,,,,0.208,9.292,196.25
2011-02-04,190.0,2.333,6.458,,,,0.458,11.458,196.458
2011-02-05,191.25,2.0,5.542,,,,0.25,11.375,196.792
2011-02-06,190.917,2.043,7.333,,,,1.25,15.875,198.25
2011-02-07,190.0,3.083,9.042,,,,0.417,12.833,199.042
2011-02-08,189.833,2.167,7.208,,,,0.75,12.208,197.042
2011-02-09,190.5,2.0,5.083,,,,0.292,9.458,195.583
2011-02-10,191.167,2.0,5.792,,,,0.792,12.292,196.958
2011-02-11,190.875,2.0,5.208,,,,0.25,9.542,196.083
