date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean
2015-04-14,7.97,10.039,2.07,1.191,14.167
2015-04-15,6.0,7.472,1.472,0.935,15.435
2015-04-16,8.292,10.236,1.944,1.827,24.875
2015-04-17,6.583,7.972,1.389,0.95,20.5
2015-04-18,6.514,8.236,1.722,1.148,15.333
2015-04-19,3.861,4.514,0.653,0.693,24.042
2015-04-20,2.82,3.708,0.889,0.247,10.375
2015-04-21,3.085,3.693,0.609,0.595,5.0
2015-04-22,6.7,8.146,1.446,1.327,13.417
2015-04-23,7.181,8.083,0.903,1.41,18.292
2015-04-24,6.723,7.874,1.151,1.06,19.0
2015-04-25,5.32,5.736,0.417,2.024,30.292
2015-04-26,6.542,7.417,0.875,1.744,24.708
2015-04-27,6.542,7.472,0.93,1.661,35.0
2015-04-28,5.444,6.946,1.503,0.674,21.958
2015-04-29,3.441,4.157,0.716,0.567,8.792
2015-04-30,5.875,7.125,1.25,0.976,8.5
2015-05-01,5.667,6.986,1.319,1.048,13.0
2015-05-02,3.897,4.505,0.608,0.845,16.125
2015-05-03,2.236,2.542,0.306,0.268,7.5
2015-05-04,2.586,2.828,0.242,0.315,8.917
2015-05-05,2.708,3.333,0.625,0.363,15.208
2015-05-06,3.069,3.389,0.319,0.446,14.792
2015-05-07,4.389,4.722,0.333,1.035,14.083
2015-05-08,6.939,7.894,0.956,1.208,16.125
2015-05-09,7.805,8.319,0.514,0.939,17.917
2015-05-10,4.556,4.764,0.208,0.987,20.208
2015-05-11,2.861,3.028,0.167,0.601,11.667
2015-05-12,2.115,2.214,0.1,0.327,10.522
2015-05-13,7.072,9.241,2.169,1.559,20.833
2015-05-14,8.157,9.716,1.559,1.762,26.375
2015-05-15,6.938,8.396,1.458,1.036,26.542
2015-05-16,8.188,10.042,1.854,0.554,18.0
2015-05-17,10.292,11.292,1.0,1.476,23.083
2015-05-18,5.979,6.5,0.521,0.737,16.5
2015-05-19,8.75,11.062,2.312,0.677,9.958
2015-05-20,8.014,9.083,1.07,1.959,21.958
2015-05-21,5.278,5.667,0.389,0.964,10.958
2015-05-22,7.478,8.955,1.478,1.214,11.875
2015-05-23,7.569,8.778,1.208,1.296,17.625
2015-05-24,6.361,7.254,0.894,0.822,11.875
2015-05-25,8.986,11.014,2.028,1.589,17.917
2015-05-26,9.292,10.833,1.542,1.887,24.333
2015-05-27,9.306,10.167,0.861,2.061,23.25
2015-05-28,6.458,7.486,1.028,1.016,23.167
2015-05-29,8.389,10.097,1.708,1.064,22.625
2015-05-30,7.472,8.278,0.805,1.002,27.417
2015-05-31,4.278,4.459,0.181,0.518,25.083
2015-06-01,5.464,5.831,0.366,1.089,16.833
2015-06-02,3.875,4.222,0.347,0.551,17.318
2015-06-03,5.889,7.097,1.208,0.341,6.208
2015-06-04,4.972,5.475,0.503,0.561,8.542
2015-06-05,8.986,10.0,1.014,0.36,8.667
2015-06-06,3.57,4.014,0.444,0.28,5.958
2015-06-07,3.819,4.292,0.472,0.79,9.292
2015-06-08,2.181,2.375,0.194,0.304,7.917
2015-06-09,14.153,17.792,3.639,0.603,9.792
2015-06-10,8.875,10.222,1.347,0.732,15.417
2015-06-11,8.561,10.715,2.155,0.47,14.833
2015-06-12,7.292,9.25,1.958,0.436,13.417
2015-06-13,6.368,7.865,1.497,1.119,32.375
2015-06-14,4.639,4.861,0.222,0.316,19.583
2015-06-15,5.167,6.278,1.111,0.887,18.25
2015-06-16,11.986,13.208,1.222,1.202,26.13
2015-06-17,4.611,4.931,0.319,0.958,25.208
2015-06-18,6.861,7.556,0.695,0.547,11.125
2015-06-19,5.903,6.236,0.333,0.336,9.375
2015-06-20,4.291,4.653,0.361,0.726,11.875
2015-06-21,6.76,9.216,2.456,0.416,13.25
2015-06-22,5.167,6.917,1.75,0.524,16.208
2015-06-23,4.321,4.53,0.21,0.821,25.25
2015-06-24,5.82,6.833,1.014,0.899,21.208
2015-06-25,4.667,5.889,1.222,0.417,12.917
2015-06-26,3.611,5.181,1.57,0.215,8.833
2015-06-27,4.833,6.403,1.569,0.065,9.167
2015-06-28,2.306,2.306,0.0,0.34,8.833
2015-06-29,3.903,4.709,0.805,0.563,7.125
2015-06-30,4.736,5.5,0.764,0.369,11.0
2015-07-01,7.755,9.485,1.73,0.304,7.292
2015-07-02,7.056,7.75,0.694,0.667,11.875
2015-07-03,7.558,9.219,1.661,0.756,17.652
2015-07-04,6.542,9.32,2.778,0.316,16.333
2015-07-05,4.18,4.43,0.25,0.333,17.5
2015-07-06,7.417,8.07,0.653,0.526,17.667
2015-07-07,9.403,11.0,1.597,0.405,11.625
2015-07-08,5.961,8.193,2.233,0.263,6.458
2015-07-09,8.125,11.417,3.292,0.386,10.417
2015-07-10,3.653,4.583,0.931,0.268,6.833
2015-07-11,2.546,3.014,0.469,0.238,10.125
2015-07-12,3.194,4.847,1.653,0.501,12.5
2015-07-13,1.68,2.581,0.9,0.19,9.208
2015-07-14,1.931,2.944,1.014,0.25,6.625
2015-07-15,4.722,7.278,2.556,1.107,11.833
2015-07-16,3.792,4.347,0.556,0.048,11.609
2015-07-17,2.195,2.57,0.375,0.113,8.333
2015-07-18,3.055,3.861,0.806,0.734,13.083
2015-07-19,2.03,2.686,0.655,0.383,8.591
2015-07-20,2.195,3.014,0.819,0.458,7.833
2015-07-21,1.856,2.894,1.038,0.367,5.917
2015-07-22,4.569,7.472,2.903,0.161,5.542
2015-07-23,6.207,11.938,5.731,0.167,7.583
2015-07-24,3.986,9.486,5.5,0.321,8.917
2015-07-25,2.083,5.32,3.236,0.31,7.583
2015-07-26,1.458,2.583,1.125,0.214,8.167
2015-07-27,4.653,5.556,0.903,0.557,12.625
2015-07-28,5.82,7.472,1.653,1.05,21.958
2015-07-29,6.5,8.653,2.153,0.967,31.5
2015-07-30,7.014,9.264,2.25,1.47,36.958
2015-07-31,6.725,8.134,1.409,1.393,38.083
2015-08-01,6.264,7.083,0.82,1.253,41.042
2015-08-02,5.112,5.562,0.45,1.119,43.042
2015-08-03,4.806,5.889,1.083,0.958,38.292
2015-08-04,4.069,5.472,1.403,1.018,39.13
2015-08-05,5.292,8.264,2.972,1.047,32.917
2015-08-06,4.139,5.264,1.125,0.615,22.0
2015-08-07,3.778,6.722,2.945,0.429,11.167
2015-08-08,5.653,6.333,0.681,0.957,22.792
2015-08-09,4.583,5.75,1.166,0.994,27.75
2015-08-10,6.579,7.539,0.96,0.821,32.5
2015-08-11,6.069,6.583,0.514,1.548,30.917
2015-08-12,5.275,5.793,0.519,0.696,27.917
2015-08-13,4.239,5.033,0.794,0.409,15.25
2015-08-14,4.125,4.472,0.347,0.506,10.417
2015-08-15,4.32,5.264,0.944,0.783,17.292
2015-08-16,3.792,4.653,0.861,0.359,15.167
2015-08-17,4.528,5.32,0.792,0.155,5.333
2015-08-18,5.306,6.083,0.778,0.651,10.0
2015-08-19,6.042,6.972,0.931,0.309,9.958
2015-08-20,4.823,7.116,2.292,0.328,8.792
2015-08-21,2.569,5.889,3.319,0.246,10.5
2015-08-22,4.137,7.222,3.085,0.399,7.875
2015-08-23,3.083,3.278,0.195,0.357,10.25
2015-08-24,4.042,4.486,0.444,0.809,10.125
2015-08-25,1.583,1.667,0.083,0.274,10.667
2015-08-26,4.97,6.259,1.289,0.443,6.375
2015-08-27,5.528,6.125,0.597,0.972,12.708
2015-08-28,5.292,6.111,0.819,1.107,21.125
2015-08-29,5.264,6.181,0.917,0.803,19.875
2015-08-30,4.025,5.998,1.973,0.28,6.0
2015-08-31,6.805,7.972,1.167,0.672,11.542
2015-09-01,5.069,7.002,1.933,0.359,5.75
2015-09-02,4.972,5.875,0.903,0.479,7.833
2015-09-03,6.208,7.43,1.222,0.214,9.417
2015-09-04,5.208,7.445,2.236,0.598,21.478
2015-09-05,4.625,5.097,0.472,0.705,14.13
2015-09-06,5.028,6.403,1.375,0.214,10.333
2015-09-07,5.778,6.167,0.389,0.666,7.167
2015-09-08,4.952,5.39,0.438,0.515,6.458
2015-09-09,3.62,4.345,0.725,0.304,5.083
2015-09-10,3.375,3.986,0.611,0.667,5.542
2015-09-11,4.192,4.602,0.411,0.792,9.917
2015-09-12,5.041,6.236,1.194,0.637,14.083
2015-09-13,4.306,5.208,0.903,0.44,13.708
2015-09-14,3.625,3.972,0.347,0.687,5.913
2015-09-15,5.597,6.069,0.472,0.873,13.667
2015-09-16,8.778,9.889,1.111,0.441,15.542
2015-09-17,6.208,6.806,0.597,0.318,8.208
2015-09-18,4.194,4.625,0.431,0.583,7.833
2015-09-19,2.69,3.011,0.321,0.405,7.917
2015-09-20,3.264,3.597,0.333,0.232,8.083
2015-09-21,4.085,4.496,0.411,0.524,9.792
2015-09-22,4.444,5.042,0.597,0.625,12.833
2015-09-23,3.653,4.514,0.861,0.631,14.0
2015-09-24,6.958,7.736,0.778,0.22,9.5
2015-09-25,5.722,6.556,0.833,0.365,8.042
2015-09-26,6.583,7.722,1.139,0.449,9.25
2015-09-27,4.694,5.167,0.472,0.686,11.833
2015-09-28,5.292,6.861,1.57,0.609,11.542
2015-09-29,4.582,4.903,0.321,0.958,12.5
2015-09-30,4.167,4.625,0.458,0.502,5.208
2015-10-01,6.856,8.51,1.654,0.47,8.958
2015-10-02,3.861,4.458,0.597,0.464,8.913
2015-10-03,6.597,9.305,2.708,0.887,11.292
2015-10-04,5.125,7.069,1.945,0.994,13.208
2015-10-05,3.917,4.292,0.375,0.953,3.542
2015-10-06,4.181,4.611,0.431,0.843,4.167
2015-10-07,3.892,4.202,0.31,0.522,3.542
2015-10-08,3.42,3.72,0.299,0.845,11.167
2015-10-09,8.538,9.955,1.417,1.137,21.875
2015-10-10,9.014,10.25,1.236,0.983,28.125
2015-10-11,6.726,7.496,0.769,0.772,21.667
2015-10-12,5.917,7.181,1.264,0.619,7.917
2015-10-13,5.681,6.375,0.695,0.911,7.609
2015-10-14,6.083,6.625,0.542,0.874,8.083
2015-10-15,10.194,11.597,1.403,0.842,8.958
2015-10-16,11.792,14.32,2.528,0.898,10.0
2015-10-17,6.43,6.861,0.431,0.638,9.917
2015-10-18,7.819,9.847,2.028,0.518,12.792
2015-10-19,5.951,6.441,0.49,0.53,13.417
2015-10-20,7.931,8.875,0.945,1.149,19.542
2015-10-21,7.852,8.4,0.548,1.107,30.542
2015-10-22,6.278,6.986,0.708,0.982,21.458
2015-10-23,7.319,8.083,0.764,0.708,11.708
2015-10-24,9.014,10.611,1.597,1.429,32.958
2015-10-25,2.403,2.556,0.153,0.352,10.542
2015-10-26,5.431,5.903,0.472,0.557,6.583
2015-10-27,4.861,6.084,1.222,0.341,5.125
2015-10-28,4.069,4.43,0.361,0.72,10.333
2015-10-29,4.549,4.886,0.337,1.232,11.167
2015-10-30,9.93,11.323,1.394,1.573,23.583
2015-10-31,4.359,4.871,0.512,0.583,8.542
2015-11-01,4.917,5.472,0.555,0.548,6.417
2015-11-02,6.625,7.708,1.083,0.22,6.583
2015-11-03,4.278,4.611,0.333,0.594,8.75
2015-11-04,10.347,12.403,2.055,0.706,8.826
2015-11-05,10.75,14.667,3.917,1.209,9.458
2015-11-06,12.972,15.889,2.917,1.216,18.364
2015-11-07,10.458,14.778,4.32,0.571,11.792
2015-11-08,6.836,9.889,3.053,0.238,6.917
2015-11-09,11.528,15.764,4.236,0.266,11.667
2015-11-10,3.706,4.2,0.494,0.293,2.542
2015-11-11,3.375,3.764,0.389,0.345,1.458
2015-11-12,5.972,6.514,0.542,0.649,3.625
2015-11-13,10.514,12.236,1.722,0.381,11.042
2015-11-14,2.389,2.403,0.014,0.042,4.792
2015-11-15,4.347,4.611,0.264,0.254,5.708
2015-11-16,6.431,7.222,0.792,0.647,6.0
2015-11-17,11.764,13.625,1.861,0.375,15.0
2015-11-18,8.839,10.434,1.594,0.3,5.957
2015-11-19,4.055,4.375,0.32,0.382,1.667
2015-11-20,8.193,9.917,1.725,0.75,8.25
2015-11-21,5.611,6.264,0.653,0.631,10.708
2015-11-22,7.681,8.736,1.055,0.768,17.125
2015-11-23,12.694,16.069,3.375,0.572,24.25
2015-11-24,4.361,4.917,0.556,0.704,6.833
2015-11-25,6.139,6.597,0.458,0.518,2.833
2015-11-26,6.028,7.305,1.278,0.438,2.917
2015-11-27,4.958,5.847,0.889,0.577,2.708
2015-11-28,6.437,7.915,1.478,0.637,8.625
2015-11-29,5.0,5.292,0.291,0.568,11.625
2015-11-30,9.339,12.833,3.493,0.893,13.458
2015-12-01,6.819,8.861,2.042,0.792,10.643
2015-12-02,6.736,9.111,2.375,1.03,7.444
2015-12-03,4.264,4.944,0.68,0.518,10.083
2015-12-04,4.778,5.528,0.75,1.023,10.13
2015-12-05,6.389,7.986,1.597,0.836,9.5
2015-12-06,5.903,6.208,0.306,1.07,11.667
2015-12-07,6.07,6.68,0.611,0.946,6.042
2015-12-08,6.172,7.098,0.926,0.75,4.833
2015-12-09,9.847,12.042,2.195,0.909,4.905
2015-12-10,9.184,12.31,3.126,0.47,11.542
2015-12-11,4.833,5.958,1.125,0.428,3.167
2015-12-12,4.903,5.264,0.361,0.601,11.625
2015-12-13,5.667,6.222,0.556,0.97,13.25
2015-12-14,7.889,9.514,1.625,0.902,7.042
2015-12-15,11.031,13.979,2.947,0.771,13.083
2015-12-16,6.702,8.6,1.898,0.93,12.87
2015-12-17,4.111,4.93,0.82,0.815,4.458
2015-12-18,5.353,6.001,0.649,1.19,4.208
2015-12-19,3.708,4.111,0.403,0.62,4.417
2015-12-20,6.835,8.255,1.421,0.946,9.0
2015-12-21,12.847,15.458,2.611,0.589,12.375
2015-12-22,8.792,10.528,1.736,1.065,10.0
2015-12-23,11.417,13.611,2.195,0.581,11.917
2015-12-24,11.375,13.403,2.028,0.664,9.417
2015-12-25,5.139,6.375,1.236,0.726,12.5
2015-12-26,5.528,6.583,1.056,1.039,15.75
2015-12-27,5.278,6.139,0.861,1.423,22.0
2015-12-28,5.359,6.478,1.119,0.899,4.792
2015-12-29,3.833,4.556,0.722,0.995,4.417
2015-12-30,5.054,5.689,0.635,1.101,9.083
2015-12-31,4.611,5.083,0.472,1.696,12.375
2016-01-01,4.242,4.386,0.144,0.748,9.583
2016-01-02,5.75,6.653,0.903,0.899,13.083
2016-01-03,6.861,8.166,1.306,0.702,14.083
2016-01-04,5.008,6.13,1.121,1.054,14.083
2016-01-05,2.236,2.333,0.097,0.333,6.091
2016-01-06,3.986,4.361,0.375,0.564,3.417
2016-01-07,8.319,9.306,0.986,0.804,5.417
2016-01-08,8.375,8.889,0.514,0.155,5.292
2016-01-09,5.513,7.425,1.912,0.687,8.625
2016-01-10,6.93,8.292,1.361,0.942,11.208
2016-01-11,4.963,5.279,0.316,1.058,5.917
2016-01-12,6.736,7.611,0.875,1.031,8.125
2016-01-13,8.028,9.111,1.083,1.095,8.583
2016-01-14,2.92,3.325,0.405,0.393,3.5
2016-01-15,2.5,2.667,0.167,0.458,1.042
2016-01-16,3.308,3.759,0.451,0.861,0.739
2016-01-17,4.778,5.278,0.5,0.649,2.0
2016-01-18,11.847,14.444,2.597,1.118,4.125
2016-01-19,8.458,9.36,0.902,1.48,15.125
2016-01-20,7.0,7.986,0.986,1.198,12.75
2016-01-21,5.585,5.936,0.351,1.844,17.667
2016-01-22,6.319,7.82,1.5,0.882,11.375
2016-01-23,3.444,3.903,0.458,0.643,4.375
2016-01-24,6.013,7.188,1.176,0.828,5.208
2016-01-25,6.653,7.708,1.056,0.941,3.25
2016-01-26,10.944,13.167,2.222,1.41,6.083
2016-01-27,14.722,18.611,3.889,1.518,9.917
2016-01-28,8.181,9.208,1.028,1.07,14.125
2016-01-29,13.93,16.532,2.601,1.461,19.958
2016-01-30,11.556,14.681,3.125,0.824,20.542
2016-01-31,3.971,4.35,0.379,0.783,4.042
2016-02-01,9.208,11.292,2.083,1.406,6.708
2016-02-02,4.639,5.014,0.375,1.042,8.13
2016-02-03,7.331,8.326,0.995,0.917,5.417
2016-02-04,10.292,11.417,1.125,1.327,10.125
2016-02-05,11.569,13.153,1.583,0.391,13.083
2016-02-06,4.222,4.57,0.347,0.899,11.75
2016-02-07,3.923,4.281,0.358,0.843,12.292
2016-02-08,5.58,6.117,0.537,0.659,3.792
2016-02-09,7.389,9.458,2.069,0.369,6.583
2016-02-10,4.341,5.168,0.827,0.538,3.708
2016-02-11,3.889,4.458,0.569,0.465,5.75
2016-02-12,3.153,3.208,0.055,0.452,3.917
2016-02-13,5.632,6.208,0.576,0.786,4.125
2016-02-14,7.139,9.083,1.944,0.797,10.167
2016-02-15,5.986,6.528,0.542,0.975,8.522
2016-02-16,13.611,17.639,4.028,1.485,13.583
2016-02-17,21.208,26.417,5.208,1.865,28.75
2016-02-18,5.607,6.073,0.466,0.767,8.458
2016-02-19,4.625,5.222,0.597,0.893,2.667
2016-02-20,6.611,7.215,0.604,1.887,13.0
2016-02-21,2.708,2.945,0.236,0.762,10.875
2016-02-22,7.208,8.111,0.903,1.012,5.875
2016-02-23,5.141,5.633,0.493,0.56,3.542
2016-02-24,4.792,5.125,0.333,0.856,3.917
2016-02-25,7.236,8.042,0.805,1.372,8.375
2016-02-26,7.181,7.861,0.681,1.429,17.292
2016-02-27,3.736,4.07,0.333,0.844,4.0
2016-02-28,6.489,7.066,0.578,0.931,6.375
2016-02-29,,,,,
2016-03-01,15.681,18.959,3.278,1.47,9.0
2016-03-02,9.702,12.491,2.789,0.946,8.5
2016-03-03,6.055,6.569,0.514,0.992,10.542
2016-03-04,10.111,12.319,2.208,1.643,12.208
2016-03-05,13.127,15.467,2.34,2.768,19.792
2016-03-06,10.708,12.403,1.695,1.779,16.167
2016-03-07,3.972,4.292,0.319,1.232,10.909
2016-03-08,4.972,5.389,0.417,1.226,8.792
2016-03-09,6.764,8.153,1.389,1.014,11.792
2016-03-10,7.999,9.272,1.273,1.497,11.292
2016-03-11,4.264,4.917,0.653,1.083,10.083
2016-03-12,6.091,6.861,0.771,1.155,9.708
2016-03-13,11.486,13.25,1.764,0.941,14.708
2016-03-14,4.222,4.736,0.514,0.869,16.542
2016-03-15,2.447,3.034,0.587,0.982,5.792
2016-03-16,3.931,4.583,0.653,0.826,8.75
2016-03-17,6.389,7.528,1.139,1.124,10.458
2016-03-18,9.347,11.306,1.959,1.443,12.208
2016-03-19,9.472,11.597,2.125,2.117,23.667
2016-03-20,7.009,7.691,0.682,1.895,27.667
2016-03-21,5.028,5.75,0.722,0.458,6.125
2016-03-22,5.574,7.183,1.609,0.827,13.542
2016-03-23,10.097,12.208,2.111,1.274,12.167
2016-03-24,4.394,4.79,0.395,0.764,10.0
2016-03-25,6.1,6.759,0.659,0.756,8.917
2016-03-26,8.389,8.972,0.583,0.792,12.083
2016-03-27,3.903,4.111,0.208,0.534,5.917
2016-03-28,5.847,6.056,0.209,0.744,19.625
2016-03-29,8.778,9.764,0.986,1.392,21.0
2016-03-30,10.68,11.971,1.29,1.635,25.667
2016-03-31,5.514,5.694,0.181,0.625,11.792
2016-04-01,11.708,12.653,0.945,0.364,13.917
2016-04-02,5.958,6.903,0.944,0.315,8.0
2016-04-03,5.278,6.319,1.042,0.292,9.583
2016-04-04,8.375,9.82,1.444,0.273,5.773
2016-04-05,5.75,6.347,0.597,0.851,4.917
2016-04-06,10.026,12.863,2.837,2.417,13.25
2016-04-07,4.361,5.903,1.542,0.367,9.833
2016-04-08,8.653,10.055,1.402,1.167,7.875
2016-04-09,6.819,8.514,1.694,1.167,14.667
2016-04-10,9.791,11.903,2.111,1.411,17.25
2016-04-11,3.653,3.958,0.306,0.431,13.083
2016-04-12,4.331,4.648,0.317,0.712,14.167
2016-04-13,3.028,3.147,0.119,0.233,11.667
2016-04-14,5.545,6.0,0.455,0.422,13.75
2016-04-15,5.191,5.477,0.286,0.363,14.25
2016-04-16,5.549,6.715,1.167,0.937,10.667
2016-04-17,4.842,5.281,0.44,0.778,14.917
2016-04-18,7.336,8.104,0.768,0.589,13.75
2016-04-19,6.164,7.423,1.259,0.917,14.087
2016-04-20,4.694,4.944,0.25,1.149,15.417
2016-04-21,4.178,4.916,0.737,0.384,13.333
2016-04-22,6.583,7.542,0.958,0.619,8.792
2016-04-23,7.264,8.986,1.722,0.882,18.708
2016-04-24,5.295,5.423,0.128,0.861,21.792
2016-04-25,7.458,8.347,0.889,1.075,26.875
2016-04-26,7.752,9.491,1.739,0.98,17.208
2016-04-27,5.82,6.236,0.417,0.383,13.292
2016-04-28,6.194,6.75,0.556,0.315,7.625
2016-04-29,2.636,2.679,0.042,0.262,8.375
2016-04-30,4.945,5.667,0.722,0.875,11.042
2016-05-01,5.82,6.222,0.403,2.153,21.583
2016-05-02,5.125,6.083,0.958,1.315,23.917
2016-05-03,0.764,0.764,0.0,0.244,10.167
2016-05-04,2.668,2.81,0.142,0.988,15.208
2016-05-05,3.972,4.139,0.167,0.988,12.792
2016-05-06,4.862,4.975,0.114,0.723,11.696
2016-05-07,4.806,5.014,0.208,0.868,12.667
2016-05-08,5.153,5.431,0.278,0.827,26.417
2016-05-09,9.969,10.378,0.409,0.428,9.792
2016-05-10,7.056,7.68,0.625,0.417,7.542
2016-05-11,4.389,4.861,0.472,0.321,5.75
2016-05-12,6.861,7.375,0.514,0.744,10.917
2016-05-13,6.056,7.541,1.486,0.58,12.083
2016-05-14,6.894,7.277,0.383,1.19,17.25
2016-05-15,2.889,2.986,0.097,0.732,19.875
2016-05-16,1.937,2.048,0.111,0.14,13.375
2016-05-17,5.097,5.514,0.417,0.6,16.667
2016-05-18,5.389,5.625,0.236,0.923,20.167
2016-05-19,6.567,7.466,0.899,1.024,12.833
2016-05-20,7.44,8.761,1.321,1.192,15.957
2016-05-21,8.306,9.097,0.792,1.326,23.292
2016-05-22,5.236,5.417,0.181,0.917,25.958
2016-05-23,7.736,8.639,0.903,1.127,29.0
2016-05-24,4.81,5.211,0.4,0.518,18.958
2016-05-25,2.944,3.153,0.208,0.244,13.958
2016-05-26,2.491,2.575,0.084,0.038,8.708
2016-05-27,6.625,7.32,0.695,0.626,24.625
2016-05-28,11.111,12.986,1.875,0.446,38.917
2016-05-29,4.682,6.172,1.49,0.321,17.875
2016-05-30,5.819,6.347,0.528,0.583,10.708
2016-05-31,6.556,7.889,1.333,0.763,14.792
2016-06-01,5.153,5.347,0.195,0.845,17.13
2016-06-02,3.764,3.889,0.125,0.538,7.042
2016-06-03,5.307,5.997,0.689,1.067,11.542
2016-06-04,4.306,4.708,0.403,0.452,10.833
2016-06-05,4.395,4.75,0.355,0.245,5.542
2016-06-06,5.292,6.458,1.167,0.749,10.625
2016-06-07,10.995,13.583,2.588,0.52,8.958
2016-06-08,6.422,8.224,1.801,0.566,9.25
2016-06-09,9.442,12.411,2.969,1.208,13.208
2016-06-10,4.472,4.875,0.403,0.813,13.542
2016-06-11,3.708,4.264,0.556,0.762,14.25
2016-06-12,3.681,4.028,0.347,0.298,9.458
2016-06-13,5.24,5.779,0.539,0.408,6.417
2016-06-14,4.125,4.444,0.319,0.673,13.348
2016-06-15,4.178,4.75,0.571,0.579,9.708
2016-06-16,3.708,3.958,0.25,0.212,5.542
2016-06-17,8.43,9.459,1.028,0.762,17.208
2016-06-18,6.806,7.853,1.047,0.78,19.958
2016-06-19,7.195,8.208,1.014,0.411,19.667
2016-06-20,8.222,11.736,3.514,0.383,16.875
2016-06-21,5.833,7.528,1.694,0.345,6.833
2016-06-22,6.75,9.278,2.528,0.321,14.042
2016-06-23,5.349,6.208,0.859,0.504,8.583
2016-06-24,6.236,7.333,1.097,0.72,14.417
2016-06-25,9.524,12.193,2.669,0.353,14.25
2016-06-26,5.236,6.25,1.014,0.782,16.208
2016-06-27,4.417,5.514,1.097,0.679,17.5
2016-06-28,7.601,8.163,0.562,0.429,10.958
2016-06-29,7.847,8.666,0.82,0.613,14.333
2016-06-30,5.514,7.583,2.069,0.418,9.25
2016-07-01,4.903,7.43,2.528,0.577,12.625
2016-07-02,3.333,4.945,1.611,0.327,7.25
2016-07-03,3.871,4.745,0.873,0.524,14.833
2016-07-04,5.359,7.499,2.14,0.655,15.348
2016-07-05,3.554,5.222,1.668,0.687,15.125
2016-07-06,2.57,4.236,1.667,0.329,4.792
2016-07-07,4.597,6.347,1.75,0.625,13.208
2016-07-08,6.168,8.788,2.62,0.339,11.75
2016-07-09,4.819,6.597,1.778,0.238,4.208
2016-07-10,4.111,7.333,3.222,0.444,12.833
2016-07-11,4.472,6.861,2.389,0.319,13.917
2016-07-12,4.986,8.153,3.167,0.521,14.208
2016-07-13,5.691,10.166,4.475,0.353,11.917
2016-07-14,5.209,6.944,1.736,1.049,11.917
2016-07-15,2.707,2.904,0.197,0.435,11.042
2016-07-16,3.597,4.028,0.431,0.996,13.667
2016-07-17,4.431,4.861,0.431,0.839,22.167
2016-07-18,5.359,5.641,0.282,1.232,20.25
2016-07-19,4.986,5.153,0.166,0.94,18.75
2016-07-20,6.653,7.417,0.764,0.76,15.208
2016-07-21,6.555,7.264,0.709,0.762,14.783
2016-07-22,4.833,5.194,0.361,0.77,16.542
2016-07-23,3.018,3.653,0.635,0.563,9.292
2016-07-24,3.806,4.875,1.07,0.411,10.375
2016-07-25,3.926,4.64,0.714,0.629,10.708
2016-07-26,4.195,6.222,2.028,0.286,6.667
2016-07-27,3.139,4.722,1.583,0.387,10.083
2016-07-28,2.185,2.623,0.437,0.387,6.708
2016-07-29,2.5,3.861,1.361,0.315,5.0
2016-07-30,4.208,6.778,2.57,0.616,7.417
2016-07-31,4.694,6.889,2.194,0.69,16.792
2016-08-01,5.875,6.819,0.944,1.129,27.083
2016-08-02,4.357,4.753,0.395,0.57,21.083
2016-08-03,4.097,4.5,0.403,0.776,21.167
2016-08-04,5.056,5.698,0.642,1.161,26.792
2016-08-05,3.93,4.736,0.805,0.628,19.261
2016-08-06,3.125,4.083,0.958,0.53,13.75
2016-08-07,3.121,4.574,1.453,0.47,10.417
2016-08-08,5.486,6.306,0.819,0.881,16.0
2016-08-09,5.153,5.417,0.264,0.76,20.417
2016-08-10,4.434,4.693,0.259,0.638,14.208
2016-08-11,5.986,7.445,1.458,1.068,14.25
2016-08-12,4.247,4.722,0.475,0.671,18.208
2016-08-13,2.389,2.528,0.139,0.583,15.042
2016-08-14,2.526,2.85,0.324,0.574,19.375
2016-08-15,3.583,4.139,0.556,0.415,24.917
2016-08-16,3.069,3.805,0.736,0.149,19.833
2016-08-17,4.351,5.642,1.291,0.467,17.333
2016-08-18,6.055,6.819,0.764,0.685,12.292
2016-08-19,4.264,4.958,0.694,0.491,21.348
2016-08-20,4.667,5.333,0.667,0.679,16.458
2016-08-21,5.167,7.486,2.319,0.471,12.667
2016-08-22,4.827,6.204,1.377,0.708,9.417
2016-08-23,4.319,4.764,0.444,0.626,10.208
2016-08-24,3.559,4.442,0.883,0.574,6.042
2016-08-25,2.5,4.097,1.597,0.285,4.958
2016-08-26,2.583,4.194,1.611,0.303,7.417
2016-08-27,2.639,2.892,0.253,0.369,5.208
2016-08-28,2.611,2.958,0.347,0.464,7.417
2016-08-29,2.431,2.972,0.541,0.066,4.875
2016-08-30,3.667,4.139,0.472,0.405,9.167
2016-08-31,5.347,6.472,1.125,1.051,12.958
2016-09-01,5.194,5.762,0.568,0.81,18.0
2016-09-02,2.903,3.264,0.361,0.566,18.833
2016-09-03,3.455,3.984,0.529,0.4,12.292
2016-09-04,1.625,1.986,0.361,0.042,5.208
2016-09-05,2.569,4.25,1.681,0.006,4.708
2016-09-06,3.891,5.673,1.781,0.012,4.917
2016-09-07,3.097,5.153,2.056,0.268,4.292
2016-09-08,3.417,4.458,1.041,0.286,5.917
2016-09-09,4.903,5.389,0.486,0.351,14.542
2016-09-10,4.375,4.583,0.208,0.563,14.208
2016-09-11,7.641,9.187,1.546,0.599,15.208
