date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean
2012-06-14,4.819,6.556,1.736,1.319,11.708
2012-06-15,4.792,5.819,1.028,0.512,11.333
2012-06-16,1.745,2.8,1.056,0.149,2.5
2012-06-17,6.667,10.0,3.333,0.951,10.667
2012-06-18,7.194,9.222,2.028,1.851,20.208
2012-06-19,2.333,3.472,1.139,0.226,5.5
2012-06-20,5.382,8.616,3.234,0.571,5.75
2012-06-21,8.036,8.708,0.672,0.262,6.542
2012-06-22,4.972,5.57,0.597,0.363,7.917
2012-06-23,7.361,8.264,0.903,0.99,11.75
2012-06-24,8.139,9.93,1.791,0.398,18.125
2012-06-25,7.556,8.528,0.972,0.571,20.083
2012-06-26,6.347,8.201,1.854,1.018,13.792
2012-06-27,5.166,6.25,1.084,0.897,9.333
2012-06-28,8.5,9.68,1.18,1.155,12.75
2012-06-29,5.083,6.07,0.986,0.816,12.667
2012-06-30,3.261,4.859,1.597,0.428,15.667
2012-07-01,6.042,7.514,1.472,0.75,13.375
2012-07-02,6.556,7.57,1.014,0.905,14.25
2012-07-03,8.361,9.917,1.555,0.798,15.958
2012-07-04,6.0,6.931,0.93,0.983,15.696
2012-07-05,6.764,8.028,1.264,0.845,12.958
2012-07-06,5.328,8.319,2.991,0.589,17.583
2012-07-07,4.5,5.18,0.68,0.435,9.458
2012-07-08,3.708,4.042,0.333,0.667,12.667
2012-07-09,4.333,5.111,0.778,1.292,14.333
2012-07-10,3.868,5.1,1.232,0.941,17.333
2012-07-11,2.528,3.083,0.556,0.5,7.25
2012-07-12,4.208,7.361,3.153,0.298,7.167
2012-07-13,4.903,7.208,2.306,0.567,13.958
2012-07-14,4.82,6.666,1.847,0.631,14.5
2012-07-15,2.07,3.083,1.014,0.393,8.208
2012-07-16,2.041,3.106,1.065,0.488,3.458
2012-07-17,1.972,3.0,1.028,0.386,6.625
2012-07-18,1.75,2.528,0.778,0.357,6.826
2012-07-19,4.5,6.069,1.57,0.619,6.792
2012-07-20,5.95,9.951,4.0,0.583,8.708
2012-07-21,5.014,7.194,2.18,0.97,12.708
2012-07-22,3.917,4.722,0.805,0.613,7.875
2012-07-23,3.222,3.819,0.597,0.581,8.708
2012-07-24,4.722,6.445,1.722,0.681,12.208
2012-07-25,5.597,7.167,1.57,1.126,23.5
2012-07-26,5.674,6.779,1.106,1.23,27.167
2012-07-27,4.833,5.875,1.042,1.358,21.958
2012-07-28,5.139,6.597,1.458,2.202,34.75
2012-07-29,3.444,4.514,1.069,1.714,42.208
2012-07-30,2.702,3.745,1.042,0.828,13.292
2012-07-31,4.916,7.583,2.667,1.553,9.625
2012-08-01,3.667,5.458,1.792,0.726,7.708
2012-08-02,2.194,3.819,1.625,0.484,5.5
2012-08-03,4.458,6.847,2.389,1.114,10.409
2012-08-04,4.167,5.583,1.417,0.881,8.25
2012-08-05,3.787,6.435,2.648,0.819,6.125
2012-08-06,3.292,5.486,2.194,0.484,6.25
2012-08-07,6.18,7.653,1.472,1.316,13.833
2012-08-08,4.611,5.056,0.444,0.887,10.667
2012-08-09,4.75,5.173,0.422,1.107,13.667
2012-08-10,4.194,5.056,0.861,1.428,22.792
2012-08-11,3.208,4.194,0.986,0.911,13.417
2012-08-12,2.847,4.722,1.875,1.1,10.417
2012-08-13,2.667,4.097,1.43,1.519,16.583
2012-08-14,2.667,3.694,1.028,0.827,11.542
2012-08-15,2.089,3.47,1.38,0.483,4.458
2012-08-16,2.069,3.541,1.472,0.373,4.083
2012-08-17,3.625,6.153,2.528,0.982,11.652
2012-08-18,3.25,4.528,1.278,0.661,13.583
2012-08-19,1.691,2.099,0.408,0.357,4.875
2012-08-20,2.653,3.708,1.056,0.435,5.667
2012-08-21,2.708,4.472,1.764,0.268,3.083
2012-08-22,2.819,5.595,2.775,0.307,3.917
2012-08-23,1.75,2.578,0.828,0.236,3.958
2012-08-24,3.0,5.028,2.028,0.417,5.667
2012-08-25,3.327,5.147,1.819,0.46,6.708
2012-08-26,1.903,3.056,1.153,0.462,7.083
2012-08-27,1.222,1.639,0.417,0.339,4.417
2012-08-28,0.944,1.292,0.347,0.417,2.917
2012-08-29,2.543,3.651,1.108,0.304,3.5
2012-08-30,2.889,5.597,2.709,0.333,5.917
2012-08-31,3.472,5.722,2.25,0.565,8.458
2012-09-01,4.0,5.694,1.695,0.365,5.875
2012-09-02,3.153,4.333,1.181,0.549,11.333
2012-09-03,5.542,7.653,2.111,0.625,11.273
2012-09-04,3.92,6.281,2.361,0.657,10.083
2012-09-05,3.514,5.611,2.097,0.505,6.917
2012-09-06,4.833,7.708,2.875,1.327,10.458
2012-09-07,4.236,6.958,2.722,1.28,16.458
2012-09-08,4.907,7.029,2.123,0.244,5.0
2012-09-09,3.458,5.875,2.417,0.238,3.542
2012-09-10,3.319,5.347,2.028,0.304,4.708
2012-09-11,4.653,5.805,1.153,0.7,9.333
2012-09-12,7.347,8.861,1.514,0.862,14.167
2012-09-13,4.222,5.889,1.667,1.423,19.958
2012-09-14,3.747,5.024,1.277,0.767,15.417
2012-09-15,3.75,4.917,1.167,0.517,5.208
2012-09-16,2.375,3.431,1.055,0.488,6.375
2012-09-17,0.736,0.903,0.167,0.268,6.792
2012-09-18,5.009,6.381,1.373,0.381,3.833
2012-09-19,3.75,4.389,0.639,0.653,21.043
2012-09-20,6.583,7.097,0.514,0.893,25.5
2012-09-21,6.069,6.944,0.875,1.238,30.667
2012-09-22,5.25,5.736,0.486,1.125,31.333
2012-09-23,2.361,2.389,0.028,0.5,18.583
2012-09-24,3.356,3.505,0.149,1.009,7.75
2012-09-25,3.058,4.183,1.125,0.786,8.125
2012-09-26,3.736,5.319,1.583,0.714,9.125
2012-09-27,4.903,6.778,1.875,0.774,8.667
2012-09-28,5.05,6.876,1.826,0.78,14.25
2012-09-29,6.82,9.444,2.625,0.792,22.583
2012-09-30,2.611,4.069,1.458,0.089,5.208
2012-10-01,2.458,4.083,1.625,0.268,3.652
2012-10-02,2.958,4.0,1.042,0.629,5.0
2012-10-03,3.292,4.361,1.069,0.708,5.542
2012-10-04,2.635,3.442,0.806,0.756,7.833
2012-10-05,4.444,5.459,1.014,0.796,7.25
2012-10-06,7.306,9.056,1.75,0.833,14.125
2012-10-07,2.556,3.305,0.75,0.762,14.25
2012-10-08,3.194,3.906,0.712,0.607,7.75
2012-10-09,5.264,6.084,0.819,0.881,7.083
2012-10-10,6.555,8.375,1.82,0.732,11.792
2012-10-11,6.722,8.417,1.694,1.042,18.458
2012-10-12,3.042,3.68,0.639,0.719,9.125
2012-10-13,3.639,4.18,0.541,0.696,7.542
2012-10-14,6.5,7.603,1.104,0.988,21.75
2012-10-15,5.681,6.639,0.958,1.934,23.696
2012-10-16,6.861,7.666,0.805,1.464,21.667
2012-10-17,4.069,4.833,0.764,0.649,12.792
2012-10-18,4.258,4.746,0.488,0.524,10.917
2012-10-19,3.306,3.875,0.569,0.53,8.25
2012-10-20,6.542,7.708,1.166,0.893,16.75
2012-10-21,5.68,6.611,0.931,2.061,24.625
2012-10-22,4.515,5.926,1.411,1.254,19.042
2012-10-23,4.556,5.111,0.556,0.524,8.625
2012-10-24,5.701,6.279,0.578,0.927,13.667
2012-10-25,7.208,8.625,1.417,0.989,16.75
2012-10-26,9.495,11.109,1.614,1.109,18.417
2012-10-27,5.292,6.097,0.806,0.928,16.917
2012-10-28,3.666,4.141,0.475,0.381,12.5
2012-10-29,3.75,4.069,0.319,0.905,11.125
2012-10-30,7.097,8.639,1.542,1.131,16.083
2012-10-31,5.819,6.583,0.764,0.747,11.417
2012-11-01,5.5,6.569,1.07,0.96,12.625
2012-11-02,4.625,5.097,0.472,1.363,7.304
2012-11-03,4.493,4.76,0.268,0.657,14.583
2012-11-04,4.486,4.875,0.389,0.465,12.25
2012-11-05,5.459,6.639,1.18,0.595,10.917
2012-11-06,5.139,5.597,0.458,1.0,17.792
2012-11-07,7.62,9.024,1.403,1.059,18.5
2012-11-08,8.639,10.847,2.208,1.262,24.083
2012-11-09,5.861,6.556,0.694,1.917,24.625
2012-11-10,3.875,4.153,0.278,0.399,16.0
2012-11-11,4.583,5.444,0.861,0.304,7.417
2012-11-12,6.0,7.653,1.653,1.231,17.292
2012-11-13,6.721,8.321,1.6,1.244,15.609
2012-11-14,6.084,7.861,1.778,1.234,11.708
2012-11-15,5.195,7.389,2.194,1.167,5.458
2012-11-16,5.486,6.972,1.486,1.178,4.542
2012-11-17,5.207,5.867,0.66,0.577,6.083
2012-11-18,4.458,4.82,0.361,1.149,14.208
2012-11-19,8.847,11.653,2.806,1.327,11.75
2012-11-20,6.82,8.486,1.667,1.812,21.0
2012-11-21,7.292,9.056,1.764,1.279,11.083
2012-11-22,8.819,11.597,2.778,0.679,9.875
2012-11-23,9.736,10.964,1.227,2.201,17.125
2012-11-24,3.917,4.375,0.458,0.929,6.792
2012-11-25,6.111,7.139,1.028,1.012,5.833
2012-11-26,5.875,6.653,0.778,0.947,8.292
2012-11-27,5.343,6.032,0.689,1.53,9.0
2012-11-28,9.792,12.264,2.472,1.399,10.333
2012-11-29,12.386,17.409,5.022,1.428,16.304
2012-11-30,7.798,9.274,1.476,1.349,15.458
2012-12-01,5.236,5.778,0.541,2.127,10.292
2012-12-02,3.333,3.667,0.333,0.577,5.875
2012-12-03,8.636,11.553,2.917,1.268,6.625
2012-12-04,5.736,6.292,0.556,1.578,12.913
2012-12-05,7.278,8.5,1.222,1.548,8.25
2012-12-06,5.903,6.653,0.75,2.423,8.625
2012-12-07,8.545,9.841,1.296,2.274,11.235
2012-12-08,7.042,9.139,2.097,1.78,
2012-12-09,5.861,7.75,1.889,1.637,
2012-12-10,4.834,5.986,1.153,1.224,6.889
2012-12-11,5.944,7.306,1.361,1.634,7.833
2012-12-12,7.847,8.944,1.097,1.488,8.375
2012-12-13,7.594,8.712,1.119,1.268,5.042
2012-12-14,7.222,9.847,2.625,1.17,6.958
2012-12-15,9.181,10.458,1.278,0.619,8.375
2012-12-16,4.611,4.931,0.319,0.619,9.792
2012-12-17,8.643,10.055,1.412,1.027,14.0
2012-12-18,7.778,10.375,2.597,1.286,12.417
2012-12-19,5.931,6.806,0.875,0.78,3.042
2012-12-20,7.736,9.639,1.903,1.127,6.708
2012-12-21,11.333,13.667,2.333,1.429,9.167
2012-12-22,7.667,8.472,0.805,0.202,3.958
2012-12-23,4.236,4.924,0.689,1.631,13.792
2012-12-24,3.305,3.958,0.653,1.17,5.75
2012-12-25,8.528,10.736,2.208,1.231,14.042
2012-12-26,4.639,5.292,0.653,1.559,8.167
2012-12-27,6.196,7.253,1.057,1.006,5.25
2012-12-28,12.583,14.944,2.361,1.0,12.333
2012-12-29,8.014,9.097,1.083,0.78,4.333
2012-12-30,7.597,8.43,0.833,0.607,5.208
2012-12-31,2.583,3.042,0.458,1.03,7.667
2013-01-01,5.167,5.778,0.611,2.042,23.625
2013-01-02,6.014,6.792,0.778,2.0,17.5
2013-01-03,6.556,7.903,1.347,1.637,15.625
2013-01-04,5.0,6.014,1.014,1.446,14.167
2013-01-05,2.458,2.889,0.431,0.245,5.708
2013-01-06,5.639,6.792,1.153,0.976,4.958
2013-01-07,10.939,13.031,2.092,1.509,10.478
2013-01-08,20.056,24.556,4.5,0.727,13.333
2013-01-09,5.026,6.005,0.978,0.827,4.958
2013-01-10,4.722,5.653,0.931,0.946,4.458
2013-01-11,6.097,7.222,1.125,1.803,16.333
2013-01-12,7.472,8.736,1.264,2.137,23.792
2013-01-13,5.875,6.5,0.625,2.53,20.667
2013-01-14,7.597,8.736,1.139,0.938,6.667
2013-01-15,6.806,7.972,1.167,1.379,5.667
2013-01-16,6.917,8.25,1.334,1.334,5.75
2013-01-17,6.904,8.273,1.368,1.549,8.875
2013-01-18,7.111,8.014,0.903,3.615,27.0
2013-01-19,3.557,4.191,0.634,1.03,8.958
2013-01-20,9.5,11.528,2.028,2.488,16.25
2013-01-21,7.264,8.361,1.097,2.113,20.478
2013-01-22,5.708,6.681,0.972,2.083,13.917
2013-01-23,7.389,9.014,1.625,1.369,14.25
2013-01-24,13.709,17.153,3.445,1.737,17.833
2013-01-25,10.083,13.333,3.25,3.076,17.0
2013-01-26,5.736,6.361,0.625,0.738,13.375
2013-01-27,5.961,7.053,1.092,0.805,7.375
2013-01-28,11.153,14.861,3.708,2.906,12.667
2013-01-29,11.452,12.848,1.396,1.887,21.217
2013-01-30,16.931,20.236,3.305,1.238,17.5
2013-01-31,9.18,10.875,1.694,1.506,17.042
2013-02-01,13.847,17.417,3.569,1.595,19.542
2013-02-02,16.444,19.625,3.181,1.875,34.833
2013-02-03,14.333,18.121,3.788,1.166,32.565
2013-02-04,4.556,5.055,0.5,0.713,5.833
2013-02-05,3.806,4.333,0.528,0.631,3.167
2013-02-06,4.424,5.056,0.631,0.387,3.917
2013-02-07,5.305,5.917,0.611,0.244,4.0
2013-02-08,4.65,5.085,0.435,0.095,1.083
2013-02-09,2.792,3.084,0.292,0.244,2.583
2013-02-10,3.333,3.792,0.458,0.524,6.5
2013-02-11,2.264,2.764,0.5,0.292,3.167
2013-02-12,4.291,4.861,0.569,0.393,4.875
2013-02-13,3.305,3.861,0.555,0.369,3.083
2013-02-14,4.792,5.347,0.556,0.312,3.375
2013-02-15,2.306,2.736,0.431,0.226,2.917
2013-02-16,3.336,3.545,0.208,1.591,18.875
2013-02-17,9.597,11.68,2.083,2.018,20.0
2013-02-18,3.004,3.455,0.451,0.345,10.083
2013-02-19,3.139,3.542,0.403,0.322,7.625
2013-02-20,4.181,4.75,0.57,0.53,8.043
2013-02-21,5.736,6.472,0.736,0.851,12.083
2013-02-22,5.875,6.375,0.5,0.399,13.625
2013-02-23,4.569,4.833,0.264,0.607,12.583
2013-02-24,7.181,7.917,0.736,0.903,10.042
2013-02-25,14.389,16.528,2.139,2.547,38.542
2013-02-26,13.1,13.702,0.602,2.886,55.875
2013-02-27,8.403,8.681,0.278,0.387,21.583
2013-02-28,8.769,9.305,0.536,0.554,16.917
2013-03-01,11.125,11.736,0.611,0.756,39.542
2013-03-02,7.139,7.541,0.403,0.536,12.25
2013-03-03,3.361,3.764,0.403,0.262,4.208
2013-03-04,11.597,12.917,1.319,0.958,10.739
2013-03-05,10.5,11.556,1.056,0.548,16.292
2013-03-06,3.944,4.389,0.444,0.566,9.792
2013-03-07,5.472,6.306,0.833,1.025,9.458
2013-03-08,5.485,5.948,0.463,0.869,11.083
2013-03-09,6.903,7.569,0.667,1.539,17.792
2013-03-10,3.787,4.336,0.549,0.82,8.542
2013-03-11,5.889,6.68,0.792,0.976,8.292
2013-03-12,12.389,14.667,2.278,2.554,19.125
2013-03-13,4.039,4.417,0.378,0.345,6.583
2013-03-14,3.75,4.222,0.472,0.601,4.625
2013-03-15,5.875,6.486,0.611,0.774,18.333
2013-03-16,10.917,12.972,2.055,1.279,24.667
2013-03-17,9.681,11.917,2.236,3.048,38.75
2013-03-18,10.942,12.928,1.986,1.842,32.417
2013-03-19,9.084,11.0,1.916,1.073,30.0
2013-03-20,12.179,14.18,2.001,0.571,17.435
2013-03-21,2.375,3.222,0.847,0.173,5.208
2013-03-22,3.875,4.889,1.014,0.458,6.542
2013-03-23,10.486,13.861,3.375,2.036,19.292
2013-03-24,10.083,12.695,2.611,2.559,26.458
2013-03-25,12.0,13.903,1.903,3.815,29.542
2013-03-26,12.445,14.167,1.722,0.633,26.5
2013-03-27,9.222,10.403,1.18,0.476,12.75
2013-03-28,8.61,10.342,1.732,1.431,23.917
2013-03-29,4.25,5.083,0.834,0.475,12.792
2013-03-30,3.037,3.885,0.848,0.125,3.667
2013-03-31,5.528,6.5,0.972,0.442,12.125
2013-04-01,5.541,5.903,0.361,1.024,10.875
2013-04-02,17.573,19.699,2.125,1.217,21.522
2013-04-03,5.307,5.376,0.07,0.532,16.826
2013-04-04,10.459,11.555,1.097,1.899,20.333
2013-04-05,8.5,10.583,2.084,1.798,18.625
2013-04-06,3.403,3.503,0.099,0.31,10.083
2013-04-07,3.972,4.264,0.292,0.131,1.792
2013-04-08,6.708,7.25,0.542,1.548,11.0
2013-04-09,8.194,9.43,1.236,1.864,17.917
2013-04-10,5.5,5.889,0.389,1.961,13.125
2013-04-11,7.0,7.611,0.611,1.684,17.167
2013-04-12,7.047,7.807,0.76,1.85,15.042
2013-04-13,6.597,7.111,0.514,1.68,14.625
2013-04-14,6.986,7.653,0.666,4.476,21.292
2013-04-15,10.056,11.458,1.403,1.708,24.958
2013-04-16,7.617,8.908,1.292,2.813,28.261
2013-04-17,5.556,5.917,0.361,0.786,19.542
2013-04-18,6.861,8.722,1.861,0.964,17.625
2013-04-19,3.417,3.569,0.153,0.315,12.833
2013-04-20,6.986,7.347,0.361,0.847,13.375
2013-04-21,3.25,3.319,0.069,0.25,2.917
2013-04-22,5.362,5.644,0.281,1.025,12.875
2013-04-23,6.236,7.153,0.917,0.807,11.75
2013-04-24,3.861,3.958,0.097,0.256,9.083
2013-04-25,7.083,7.986,0.903,1.339,16.5
2013-04-26,5.199,5.687,0.487,1.0,17.125
2013-04-27,5.819,6.028,0.208,0.988,19.25
2013-04-28,4.847,4.861,0.014,0.827,15.792
2013-04-29,5.43,5.917,0.486,1.336,20.625
2013-04-30,8.764,9.25,0.486,0.787,19.833
2013-05-01,4.292,4.625,0.333,0.518,8.087
2013-05-02,3.864,4.217,0.353,0.45,4.5
2013-05-03,5.153,5.639,0.486,0.605,8.25
2013-05-04,5.944,6.708,0.764,1.286,18.0
2013-05-05,4.07,4.319,0.25,0.786,20.208
2013-05-06,5.806,6.435,0.629,1.274,22.375
2013-05-07,3.042,3.084,0.042,0.53,12.87
2013-05-08,4.486,4.736,0.25,0.494,8.75
2013-05-09,10.75,12.597,1.847,2.102,13.625
2013-05-10,7.458,8.778,1.319,0.577,12.833
2013-05-11,13.778,16.611,2.833,0.649,19.583
2013-05-12,9.135,10.931,1.795,1.723,19.417
2013-05-13,7.375,8.431,1.056,1.236,19.958
2013-05-14,6.458,7.555,1.097,1.133,23.583
2013-05-15,4.208,4.584,0.375,0.571,11.375
2013-05-16,5.583,6.094,0.511,0.792,23.435
2013-05-17,4.111,4.361,0.25,1.25,12.042
2013-05-18,4.041,4.625,0.583,0.548,16.75
2013-05-19,2.931,3.125,0.194,0.424,6.667
2013-05-20,7.792,9.292,1.5,1.315,15.292
2013-05-21,9.819,11.083,1.264,1.941,31.458
2013-05-22,8.012,9.048,1.036,2.168,44.75
2013-05-23,8.639,9.084,0.444,2.235,28.208
2013-05-24,10.333,11.736,1.403,1.131,13.208
2013-05-25,4.611,5.333,0.722,0.619,18.542
2013-05-26,2.102,2.159,0.057,0.536,12.792
2013-05-27,1.43,1.472,0.042,0.583,11.0
2013-05-28,1.153,1.208,0.056,0.47,9.083
2013-05-29,1.875,2.222,0.347,0.27,7.333
2013-05-30,14.542,16.125,1.583,1.214,36.5
2013-05-31,10.055,11.333,1.278,1.256,21.25
2013-06-01,9.897,11.29,1.394,1.202,14.5
2013-06-02,7.653,8.972,1.319,0.581,8.542
2013-06-03,7.125,8.972,1.847,0.726,12.682
2013-06-04,5.667,7.611,1.945,1.226,18.958
2013-06-05,4.51,5.656,1.147,0.62,14.292
2013-06-06,7.789,8.978,1.189,1.533,22.417
2013-06-07,9.347,10.264,0.917,1.303,20.042
2013-06-08,8.361,9.806,1.444,1.408,24.0
2013-06-09,6.806,8.125,1.319,0.649,21.375
2013-06-10,6.709,7.889,1.181,0.881,8.917
2013-06-11,9.242,11.687,2.444,1.528,7.0
2013-06-12,7.042,7.597,0.556,0.798,9.5
2013-06-13,8.583,10.292,1.708,1.143,15.625
2013-06-14,6.109,6.881,0.773,1.339,13.125
2013-06-15,7.756,8.809,1.053,0.78,19.208
2013-06-16,6.014,7.528,1.514,0.572,13.875
2013-06-17,5.375,7.111,1.736,1.137,24.5
2013-06-18,3.986,6.681,2.694,1.09,26.708
2013-06-19,5.003,6.006,1.003,1.076,18.13
2013-06-20,4.76,4.788,0.028,0.359,6.417
2013-06-21,4.918,5.263,0.345,0.22,3.875
2013-06-22,4.403,5.056,0.653,0.804,11.125
2013-06-23,6.333,8.472,2.139,0.768,19.292
2013-06-24,5.111,5.722,0.611,0.708,17.0
2013-06-25,7.847,10.708,2.861,0.679,14.417
2013-06-26,6.944,8.236,1.292,0.298,6.542
2013-06-27,5.625,6.042,0.417,0.744,11.826
2013-06-28,7.556,9.153,1.597,0.798,10.5
2013-06-29,4.264,5.236,0.972,0.49,10.208
2013-06-30,3.945,4.431,0.486,0.607,9.0
2013-07-01,4.127,5.279,1.151,0.471,6.917
2013-07-02,2.5,2.889,0.389,0.277,6.818
2013-07-03,4.542,6.43,1.889,0.298,6.542
2013-07-04,6.792,10.417,3.625,0.31,9.708
2013-07-05,2.25,3.417,1.167,0.506,13.375
2013-07-06,2.833,4.222,1.389,0.744,12.458
2013-07-07,4.042,6.222,2.181,1.066,14.458
2013-07-08,3.653,6.153,2.5,0.756,20.167
2013-07-09,4.5,6.931,2.431,2.01,28.458
2013-07-10,4.806,7.208,2.403,1.97,39.625
2013-07-11,4.569,8.111,3.542,1.268,35.875
2013-07-12,5.556,8.403,2.847,0.853,22.917
2013-07-13,5.542,8.125,2.583,1.446,22.292
2013-07-14,4.959,7.25,2.292,0.655,18.25
2013-07-15,5.0,7.028,2.028,0.589,9.417
2013-07-16,4.625,7.069,2.444,0.899,10.292
2013-07-17,3.042,3.889,0.847,0.857,20.083
2013-07-18,5.278,7.236,1.958,1.292,24.826
2013-07-19,6.972,7.792,0.819,1.131,14.958
2013-07-20,8.667,10.25,1.583,1.601,16.25
2013-07-21,3.703,4.144,0.441,0.829,20.208
2013-07-22,5.083,6.694,1.611,0.744,25.583
2013-07-23,6.695,7.847,1.153,1.871,33.875
2013-07-24,4.847,6.028,1.181,1.714,32.042
2013-07-25,4.903,5.986,1.083,1.494,26.417
2013-07-26,5.0,6.167,1.167,1.089,34.375
2013-07-27,4.991,5.594,0.602,1.03,39.792
2013-07-28,5.25,5.861,0.611,0.934,35.667
2013-07-29,6.667,8.083,1.417,0.978,25.75
2013-07-30,7.556,9.861,2.306,0.887,28.417
2013-07-31,6.148,7.511,1.363,1.282,36.875
2013-08-01,6.014,7.486,1.472,1.025,28.913
2013-08-02,4.389,4.694,0.306,0.47,21.917
2013-08-03,5.264,6.014,0.75,0.78,13.583
2013-08-04,5.083,6.681,1.597,0.494,20.75
2013-08-05,4.695,6.5,1.806,0.643,11.792
2013-08-06,5.306,6.18,0.875,0.81,22.125
2013-08-07,7.569,8.431,0.861,1.732,31.292
2013-08-08,6.333,6.916,0.583,1.275,32.958
2013-08-09,5.5,6.528,1.028,1.161,35.333
2013-08-10,5.363,5.979,0.616,1.271,43.792
2013-08-11,5.292,5.597,0.305,1.663,47.5
2013-08-12,6.319,6.778,0.458,1.69,36.333
2013-08-13,6.055,6.556,0.5,1.048,29.5
2013-08-14,5.958,6.722,0.764,1.53,31.75
2013-08-15,3.708,4.208,0.5,0.899,36.667
2013-08-16,3.542,4.389,0.847,0.547,33.174
2013-08-17,3.111,4.153,1.042,0.345,22.792
2013-08-18,2.222,3.306,1.083,0.416,12.75
2013-08-19,2.639,4.32,1.68,0.565,9.625
2013-08-20,2.85,4.654,1.804,0.501,6.708
2013-08-21,3.806,6.583,2.778,0.454,6.917
2013-08-22,3.445,5.111,1.667,0.56,10.417
2013-08-23,5.625,8.389,2.764,0.702,13.042
2013-08-24,8.07,11.236,3.167,0.333,7.958
2013-08-25,4.639,6.597,1.958,0.173,6.375
2013-08-26,4.722,5.139,0.416,0.202,7.75
2013-08-27,4.653,5.333,0.681,0.673,8.875
2013-08-28,5.689,6.525,0.836,0.914,17.625
2013-08-29,4.429,5.806,1.376,1.278,25.0
2013-08-30,4.159,5.438,1.279,1.724,14.542
2013-08-31,3.694,6.07,2.375,0.728,12.333
2013-09-01,5.069,5.514,0.444,0.719,8.875
2013-09-02,4.264,5.819,1.556,0.476,3.435
2013-09-03,5.778,8.333,2.555,0.333,4.083
2013-09-04,2.805,2.931,0.125,0.185,4.417
2013-09-05,3.556,3.986,0.431,0.601,6.208
2013-09-06,4.653,5.208,0.556,0.583,7.0
2013-09-07,7.986,8.916,0.931,0.331,10.833
2013-09-08,4.764,5.43,0.667,0.327,9.625
2013-09-09,4.016,4.4,0.384,0.674,8.292
2013-09-10,6.792,7.917,1.125,0.818,16.083
2013-09-11,5.028,6.083,1.056,0.732,18.087
2013-09-12,5.639,7.042,1.403,1.03,26.375
2013-09-13,5.111,7.056,1.944,0.893,32.458
2013-09-14,5.569,6.556,0.986,0.994,28.875
2013-09-15,2.528,2.889,0.361,0.03,3.792
2013-09-16,1.819,1.944,0.125,0.095,5.042
2013-09-17,5.181,5.569,0.389,0.495,5.875
2013-09-18,7.972,9.097,1.125,0.804,11.083
2013-09-19,6.213,6.828,0.616,0.807,14.917
2013-09-20,5.986,7.306,1.32,0.504,15.826
2013-09-21,5.333,6.18,0.847,0.691,15.292
2013-09-22,4.264,4.625,0.361,0.702,24.75
2013-09-23,5.014,5.709,0.695,0.524,25.25
2013-09-24,6.416,7.979,1.562,0.655,15.042
2013-09-25,5.917,6.812,0.896,1.446,17.667
2013-09-26,1.875,2.125,0.25,0.226,4.211
2013-09-27,3.312,3.688,0.375,0.497,7.833
2013-09-28,4.479,5.312,0.833,0.678,14.542
2013-09-29,1.97,2.305,0.336,0.596,8.458
2013-09-30,5.562,6.646,1.083,1.06,12.25
2013-10-01,4.938,5.354,0.416,0.857,14.333
2013-10-02,5.771,6.562,0.792,0.946,14.583
2013-10-03,4.312,4.792,0.479,0.833,12.208
2013-10-04,5.708,6.25,0.542,0.857,11.5
2013-10-05,8.834,9.875,1.042,0.083,16.667
2013-10-06,4.938,5.771,0.834,0.619,9.292
2013-10-07,4.562,7.042,2.479,0.813,9.261
2013-10-08,2.792,3.521,0.729,0.542,8.667
2013-10-09,3.451,4.504,1.052,0.387,8.25
2013-10-10,4.625,5.896,1.271,1.209,14.958
2013-10-11,2.354,3.938,1.583,0.524,6.542
2013-10-12,3.042,3.479,0.438,0.75,18.5
2013-10-13,2.771,3.042,0.271,0.649,9.042
2013-10-14,5.396,6.292,0.896,0.786,13.375
2013-10-15,8.229,9.166,0.938,0.399,11.958
2013-10-16,1.848,2.124,0.276,0.333,4.261
2013-10-17,2.972,3.264,0.292,0.429,5.583
2013-10-18,6.611,7.333,0.722,0.69,7.75
2013-10-19,7.373,8.391,1.018,0.184,8.083
2013-10-20,3.486,3.639,0.153,0.0,3.708
2013-10-21,4.889,5.625,0.736,0.738,8.583
2013-10-22,6.055,6.681,0.625,0.72,7.0
2013-10-23,8.236,9.084,0.847,0.161,6.583
2013-10-24,8.444,9.347,0.903,0.185,6.917
2013-10-25,5.0,5.361,0.361,0.155,2.917
2013-10-26,3.195,3.5,0.305,0.345,9.625
2013-10-27,2.931,3.167,0.236,0.515,14.792
2013-10-28,5.361,5.945,0.584,0.5,15.042
2013-10-29,9.206,10.02,0.815,1.005,19.75
2013-10-30,6.505,7.183,0.678,1.326,26.042
2013-10-31,6.733,7.272,0.539,1.077,27.75
2013-11-01,6.833,7.292,0.458,1.0,24.167
2013-11-02,10.57,11.875,1.305,1.083,26.292
2013-11-03,8.878,9.953,1.075,0.721,36.292
2013-11-04,5.569,5.986,0.417,0.679,15.167
2013-11-05,6.361,6.778,0.417,1.304,24.542
2013-11-06,9.264,11.334,2.07,0.705,22.455
2013-11-07,8.528,11.514,2.986,0.863,21.708
2013-11-08,11.075,13.7,2.625,2.197,28.208
2013-11-09,8.708,10.236,1.528,1.085,14.333
2013-11-10,4.208,4.266,0.058,0.774,12.958
2013-11-11,3.667,4.278,0.611,0.575,3.875
2013-11-12,4.778,5.389,0.611,0.851,4.542
