date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,PM25_mean
2011-04-26,193.0625,4.542,22.292,30.9165,61.1875,30.271,2.167,21.9585,215.35399999999998,19.708
2011-04-27,189.39600000000002,3.854,17.021,16.9375,32.1045,15.1665,2.042,37.9375,206.417,31.292
2011-04-28,185.8125,3.6875,15.375,14.8125,23.4585,8.645499999999998,1.542,15.6875,201.1875,12.25
2011-04-29,189.89600000000002,3.875,14.3125,15.25,19.6665,4.417,2.292,16.146,204.20850000000002,11.792
2011-04-30,193.41649999999998,4.9585,21.6875,25.021,41.0415,16.0205,2.208,27.708,215.10399999999998,23.375
2011-05-01,191.14600000000002,3.896,19.6875,15.5625,21.25,5.6875,1.792,23.75,210.83350000000002,18.583
2011-05-02,192.62650000000002,4.391,20.5535,20.435000000000002,40.32599999999999,19.8915,1.826,103.9165,213.18,54.042
2011-05-03,192.39600000000002,4.125,18.2705,15.479500000000002,20.5625,5.0835,1.75,67.396,210.66649999999998,33.25
2011-05-04,191.208,4.167,16.625,14.625,21.104,6.4795,1.542,30.1875,207.83350000000002,20.417
2011-05-05,191.0625,3.146,12.625,7.0835,7.896,0.8125,1.542,23.021,203.6875,15.542
2011-05-06,190.3545,3.229,13.2915,9.8955,10.729,0.8335,1.375,22.4375,203.64600000000002,14.792
2011-05-07,195.16649999999998,4.7915,26.9585,25.3545,41.8955,16.542,1.708,32.0835,222.125,22.583
2011-05-08,192.33350000000002,4.396,19.8335,15.1875,23.4585,8.271,1.875,26.3545,212.16649999999998,21.0
2011-05-09,191.6085,4.5435,18.478,25.587,39.608999999999995,14.0215,2.13,28.5625,210.087,22.833
2011-05-10,192.8125,5.375,34.479,33.8545,58.75,24.896,2.0,33.542,227.29149999999998,28.167
2011-05-11,189.70850000000002,4.0835,16.75,16.875,18.021,1.146,1.75,15.5835,206.45850000000002,11.292
2011-05-12,190.6455,4.625,22.3955,24.6455,40.104,15.4585,1.875,17.3125,213.042,10.792
2011-05-13,189.0,4.25,22.2085,20.875,35.3955,14.520499999999998,1.833,18.0,211.20850000000002,14.083
2011-05-14,189.16649999999998,4.0415,17.771,20.042,32.083,12.042000000000002,2.083,50.5835,206.9375,29.0
2011-05-15,189.72899999999998,3.4375,15.8125,14.4375,20.979,6.5415,2.0,22.146,205.542,15.333
2011-05-16,191.52949999999998,4.096,17.6465,24.459,44.7465,20.288,1.955,33.329499999999996,209.176,21.25
2011-05-17,192.45999999999998,4.7875,24.0985,35.8195,80.889,45.0695,2.167,41.1395,216.559,31.13
2011-05-18,193.3125,4.625,22.604,19.5,21.417,1.917,2.375,39.417,215.91649999999998,34.667
2011-05-19,194.52100000000002,4.604,23.875,21.167,23.583,2.417,2.167,39.583,218.3955,34.458
2011-05-20,194.33350000000002,4.5835,28.646,22.875,27.083,4.208,2.458,44.2085,222.97899999999998,39.083
2011-05-21,190.58350000000002,4.4375,24.8335,16.333,19.0,2.667,2.292,43.542,215.417,35.875
2011-05-22,190.91649999999998,3.833,21.1875,11.667,13.083,1.417,1.708,30.25,212.10399999999998,22.0
2011-05-23,188.6525,3.3915,15.369499999999999,13.87,15.391,1.522,1.435,16.271,204.022,11.375
2011-05-24,188.95850000000002,3.2085,16.8125,15.729,18.25,2.5205,1.708,13.5415,205.77100000000002,8.917
2011-05-25,192.35399999999998,4.3125,20.8125,24.521,48.7295,24.2085,2.042,19.042,213.167,16.125
2011-05-26,192.02800000000002,3.5835,17.7535,19.021,24.8335,5.8125,1.958,23.1875,209.78199999999998,19.458
2011-05-27,192.6875,4.2915,21.9375,31.271,50.9585,19.6875,1.958,25.7915,214.625,17.458
2011-05-28,192.125,4.9165,24.0415,26.896,46.771,19.875,1.917,24.6665,216.16649999999998,15.083
2011-05-29,189.375,3.4375,16.8125,12.8335,16.771,3.9375,1.542,9.417,206.1875,5.458
2011-05-30,186.4355,2.6740000000000004,15.218,11.3695,17.326,5.956499999999999,1.391,6.0835,201.654,2.417
2011-05-31,187.6875,2.646,11.9375,4.2705,4.958,0.6875,1.5,18.2705,199.625,10.5
2011-06-01,190.3125,3.1875,13.167,13.479,17.292,3.8125,1.958,35.375,203.47899999999998,28.458
2011-06-02,196.45850000000002,5.0,26.875,28.646,56.34,27.694499999999998,1.667,42.9585,223.333,26.833
2011-06-03,195.792,4.9585,24.5,28.771,52.4585,23.6875,2.333,27.625,220.29149999999998,20.208
2011-06-04,193.0025,4.9585,23.714,21.25,36.521,15.270499999999998,2.042,37.229,216.7165,30.583
2011-06-05,194.708,4.8125,22.1875,15.271,21.3125,6.0415,2.042,53.021,216.89600000000002,41.292
2011-06-06,189.9375,4.282500000000001,15.857999999999999,22.739,32.5,9.761,1.826,33.9585,205.7955,31.375
2011-06-07,194.875,4.6455,21.7915,25.521,42.3335,16.8125,3.875,41.875,216.66649999999998,33.5
2011-06-08,192.125,3.8125,20.5625,21.375,35.354,13.979,2.167,20.6665,212.6875,16.125
2011-06-09,190.35399999999998,4.0835,16.896,22.5625,27.771,5.2085,2.542,22.4585,207.25,18.25
2011-06-10,189.4375,4.2915,20.375,24.0835,40.0,15.9165,2.0,32.8955,209.8125,23.542
2011-06-11,194.02100000000002,4.854,21.229,21.375,29.0835,7.7085,2.125,34.6,215.25,26.958
2011-06-12,200.375,5.75,21.5415,18.2085,21.104,2.896,2.292,36.2085,221.917,28.167
2011-06-13,198.999,5.325,26.0355,28.2695,34.659,6.3895,2.5,30.403,225.0345,24.25
2011-06-14,195.8915,4.277,21.6335,20.576,28.44,7.864,2.75,25.567999999999998,217.525,20.783
2011-06-15,192.70850000000002,3.0835,16.521,17.1175,20.1535,3.0355,2.5,13.8545,209.22899999999998,10.583
2011-06-16,202.595,4.6285,27.0625,29.156999999999996,51.7655,22.6085,2.565,23.490000000000002,229.65699999999998,21.25
2011-06-17,190.22899999999998,3.271,18.9375,17.5625,24.9375,7.375,1.958,12.75,209.16649999999998,11.125
2011-06-18,195.7295,4.1665,20.9585,19.25,22.521,3.2705,2.625,21.125,216.6875,14.958
2011-06-19,197.60399999999998,4.229,19.979,12.604500000000002,14.3335,1.729,2.208,24.8125,217.58350000000002,19.667
2011-06-20,189.86950000000002,4.4785,19.891,21.087,38.0435,16.956500000000002,2.087,25.479,209.761,19.5
2011-06-21,187.3545,3.979,23.6455,22.3125,46.25,23.9375,2.042,15.125,211.0,13.875
2011-06-22,195.042,4.5,29.0625,30.5,50.2915,19.792,3.125,29.9375,224.10399999999998,27.292
2011-06-23,187.625,3.979,24.6665,23.958,46.6665,22.7085,2.333,36.458,212.29149999999998,28.25
2011-06-24,178.3545,2.479,16.3125,14.9375,27.667,12.729500000000002,1.958,23.625,194.66649999999998,19.417
2011-06-25,189.1875,3.0625,17.1665,10.5205,19.4165,8.896,2.0,19.3125,206.35399999999998,15.458
2011-06-26,193.02100000000002,3.1665,12.5415,7.0205,7.8125,0.7915,1.875,23.792,205.5625,16.917
2011-06-27,194.13049999999998,3.9345,20.8045,18.087,21.3475,3.261,1.826,25.375,214.935,15.167
2011-06-28,198.07049999999998,5.1455,31.7285,24.1455,43.1045,18.958,2.667,41.2085,229.799,25.708
2011-06-29,191.60399999999998,4.25,23.771,22.896,33.7085,10.8125,3.333,34.5835,215.375,25.875
2011-06-30,189.125,4.2915,24.7085,27.0625,48.479,21.4165,2.417,35.1455,213.833,24.792
2011-07-01,186.5,4.2915,23.8185,22.2085,43.4165,21.2085,2.625,36.9375,210.536,27.167
2011-07-02,184.3545,3.3335,15.8125,9.646,10.7085,1.0625,2.333,50.0625,200.16649999999998,30.875
2011-07-03,183.4375,3.333,16.875,11.104,15.2085,4.104,2.208,27.354,200.3125,19.75
2011-07-04,185.196,3.5869999999999997,21.5,17.6955,36.152,18.4565,2.087,42.9165,206.69549999999998,29.958
2011-07-05,187.75,3.604,25.5,18.9165,30.125,11.207999999999998,2.083,23.8545,213.25,20.208
2011-07-06,196.875,3.7295,22.5415,16.75,22.5,5.75,2.667,30.5,219.417,23.583
2011-07-07,194.25,4.083,24.146,21.6875,42.5625,20.875,2.208,31.0835,218.39600000000002,21.75
2011-07-08,191.1455,4.521,30.734499999999997,24.542,46.6875,22.146,2.417,36.104,221.78449999999998,25.25
2011-07-09,190.10399999999998,4.479,32.7295,22.5625,46.271,23.7085,3.125,32.8125,222.83350000000002,23.208
2011-07-10,182.9375,3.125,20.729,13.021,19.7915,6.7705,2.042,16.5835,203.66649999999998,15.375
2011-07-11,184.853,3.133,22.4825,18.1955,35.557,17.361500000000003,2.7,17.871000000000002,207.3355,16.333
2011-07-12,180.52100000000002,2.9165,17.521,14.082999999999998,33.4375,19.3545,2.375,18.5625,198.04149999999998,15.417
2011-07-13,186.5625,2.8715,19.6935,14.942,33.804500000000004,18.862,2.208,18.7785,206.256,14.391
2011-07-14,180.6455,2.875,18.3125,17.1875,29.1875,12.0,1.105,18.6875,198.95850000000002,14.542
2011-07-15,184.4375,3.5625,22.771,22.7705,42.9165,20.146,1.167,21.75,207.20850000000002,17.417
2011-07-16,178.6045,2.5625,17.854,13.7915,23.8335,10.0415,3.0,22.4375,196.45850000000002,17.833
2011-07-17,179.41649999999998,2.604,16.375,9.3125,15.5625,6.25,2.25,24.9375,195.79149999999998,16.667
2011-07-18,177.5435,2.7825,16.1085,8.217500000000001,18.630499999999998,10.413,1.652,23.3335,193.652,13.0
2011-07-19,176.8515,2.5625,15.96,8.4375,19.021,10.582999999999998,1.042,27.5205,192.812,11.042
2011-07-20,178.4375,2.3335,13.375,6.958,11.645499999999998,4.6875,0.875,27.5205,191.8125,12.333
2011-07-21,185.6455,2.2915,11.3125,7.396,10.146,2.75,0.708,12.4375,196.95850000000002,8.667
2011-07-22,189.75,2.4585,13.8955,10.958,17.458,6.5,0.917,15.125,203.64600000000002,9.75
2011-07-23,187.625,2.479,14.875,10.7915,14.604500000000002,3.8125,0.917,12.3955,202.5,8.583
2011-07-24,186.4375,2.896,15.9375,9.2085,13.729,4.5205,1.083,17.6665,202.375,14.458
2011-07-25,182.726,3.002,17.43,17.174,25.804,8.6305,1.0,24.125,200.156,19.083
2011-07-26,187.79149999999998,3.396,22.9165,21.625,37.4585,15.832999999999998,1.042,17.667,210.70850000000002,15.167
2011-07-27,194.3955,4.3335,30.271,29.479,45.9165,16.4375,1.083,29.0625,224.66649999999998,21.875
2011-07-28,191.58350000000002,3.7705,23.7295,20.771,28.0835,7.3125,1.0,27.875,215.3125,18.917
2011-07-29,193.417,3.9375,27.667,24.75,39.8125,15.0625,1.091,32.9375,221.083,16.333
2011-07-30,187.29149999999998,2.979,21.5625,15.9165,23.9585,8.0415,1.0,16.5,208.85399999999998,12.375
2011-07-31,186.04149999999998,2.8955,15.1875,7.875,13.479,5.604,0.917,19.9375,201.22899999999998,15.833
2011-08-01,188.666,3.0755,13.333,9.9785,13.6085,3.63,0.957,22.854,201.99900000000002,18.667
2011-08-02,190.16649999999998,3.6875,16.7915,14.9585,17.5835,2.625,1.208,30.021,206.958,23.292
2011-08-03,191.083,3.5625,21.4585,16.8125,24.1455,7.3335,1.083,25.125,212.54149999999998,16.0
2011-08-04,184.25,3.042,20.4585,14.75,27.167,12.417000000000002,1.0,22.8125,204.70850000000002,8.5
2011-08-05,181.08100000000002,2.4375,16.017,11.021,19.9375,8.9165,1.0,15.1875,197.098,10.083
2011-08-06,185.79149999999998,3.75,22.6875,18.2915,35.9795,17.6875,1.0,24.375,208.4795,17.0
2011-08-07,188.75,3.4165,21.5835,13.667000000000002,22.8545,9.1875,1.0,20.2705,210.333,16.875
2011-08-08,187.7775,4.4190000000000005,25.645,21.2615,40.345,19.083,1.182,29.3425,213.422,22.75
2011-08-09,191.16649999999998,3.9165,25.6665,22.583,31.9585,9.375,1.042,31.0625,216.833,23.375
2011-08-10,185.27249999999998,3.7195,26.3295,21.435000000000002,32.44,11.0055,1.083,41.856,211.60250000000002,29.217
2011-08-11,189.6875,4.7085,31.5205,26.583,42.5,15.917000000000002,1.583,51.625,221.20850000000002,33.083
2011-08-12,194.667,4.2915,25.4165,20.875,28.042,7.1665,1.417,41.375,220.08350000000002,31.125
2011-08-13,194.72899999999998,4.0625,21.833,12.2705,14.604500000000002,2.333,1.417,51.625,216.5625,36.5
2011-08-14,190.3125,4.0625,22.5835,11.25,14.2915,3.042,1.0,53.6665,212.8955,34.833
2011-08-15,189.66750000000002,3.6085000000000003,22.8535,13.1955,17.043499999999998,3.8480000000000003,1.0,30.229,212.5205,22.208
2011-08-16,191.16649999999998,3.7915,22.708,12.25,17.0625,4.8125,1.083,34.625,213.875,26.708
2011-08-17,190.6275,3.6875,22.604,16.2295,22.854,6.625,1.083,34.9165,213.23149999999998,25.875
2011-08-18,193.381,4.2085,28.7025,20.8125,35.167,14.354,1.208,50.667,222.08350000000002,33.333
2011-08-19,191.41649999999998,3.0415,21.671,15.8,21.971,6.170999999999999,1.1,26.171,213.0875,12.375
2011-08-20,190.083,3.417,21.5,27.292,57.458,30.167,,15.292,211.583,10.792
2011-08-21,188.833,2.25,15.375,11.917,14.792,2.875,,10.625,204.208,7.708
2011-08-22,190.0815,2.7785,21.4675,14.911000000000001,21.2355,6.324,1.0,12.729,211.549,6.5
2011-08-23,195.711,3.917,29.086,22.4375,32.0,9.5625,1.0,34.4585,224.797,21.167
2011-08-24,189.7705,3.354,26.875,16.3125,40.4585,24.1455,1.042,33.146,216.64600000000002,18.75
2011-08-25,178.70850000000002,3.5835,28.9585,15.2085,52.896,37.6875,1.0,14.8125,207.66649999999998,10.292
2011-08-26,189.47899999999998,3.4165,31.6665,16.146,49.521,33.375,1.0,23.417,221.14600000000002,16.583
2011-08-27,183.33350000000002,2.0,17.5,8.729,10.1665,1.4375,1.0,15.8125,200.83350000000002,10.167
2011-08-28,187.72899999999998,1.9375,18.1875,7.625,10.479,2.854,1.0,14.7085,205.917,10.292
2011-08-29,186.3425,1.8170000000000002,18.6415,10.940999999999999,16.089,5.1475,1.087,16.7295,204.9835,11.958
2011-08-30,189.131,2.2995,18.411,14.5535,21.581,7.027,1.0,16.4165,207.542,12.5
2011-08-31,183.97899999999998,2.771,19.25,15.6875,24.854,9.167,1.0,20.75,203.2295,14.833
2011-09-01,177.875,2.229,16.5625,9.0205,15.2705,6.25,1.0,22.9795,194.4375,10.083
2011-09-02,178.0625,1.9794999999999998,14.375,6.7915,10.6875,3.8955,1.0,26.0625,192.4375,12.875
2011-09-03,175.375,2.1045,11.979,5.604,7.0625,1.4580000000000002,1.083,30.75,187.3545,14.042
2011-09-04,177.292,1.771,12.5415,5.7085,6.625,0.9165,1.083,25.2295,189.83350000000002,10.542
2011-09-05,185.74900000000002,3.311,20.6325,20.3595,36.074,15.714500000000001,1.045,22.4465,206.381,14.5
2011-09-06,185.3905,2.8615,17.7175,21.8595,34.829,12.9695,1.0,13.1385,203.108,10.609
2011-09-07,189.792,3.2705,19.6665,24.125,35.2295,11.104,1.042,19.8125,209.45850000000002,15.083
2011-09-08,197.6455,3.8335,23.25,26.4375,42.396,15.9585,1.375,30.854,220.89600000000002,24.792
2011-09-09,196.083,4.0625,25.521,25.771,43.646,17.875,1.125,39.6875,221.60399999999998,28.125
