date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean,PM25_mean
2012-06-13,186.9675,2.4829999999999997,15.528500000000001,11.231,19.0515,7.8205,1.0,15.356,202.49599999999998,10.957
2012-06-14,190.958,2.25,13.771,8.5625,10.1455,1.583,1.0,17.9585,204.72899999999998,14.583
2012-06-15,193.083,2.729,16.542,13.354,14.6875,1.3335,1.917,21.75,209.625,19.542
2012-06-16,196.0625,3.8545,17.854,19.958,26.833,6.875,1.667,17.604,213.917,16.375
2012-06-17,194.417,4.146,20.479,17.0,28.333,11.3335,1.083,15.0205,214.89600000000002,14.375
2012-06-18,197.32,3.8045,19.463500000000003,21.609,31.064999999999998,9.456499999999998,2.261,19.2085,216.7835,18.583
2012-06-19,192.89600000000002,3.1665,16.979,14.5625,16.625,2.0625,1.625,25.4165,209.875,21.958
2012-06-20,181.52100000000002,2.7915,15.207999999999998,12.3125,23.6875,11.375,1.0,17.2915,196.72899999999998,18.208
2012-06-21,189.792,4.0,19.1045,23.0835,36.271,13.1875,2.167,23.25,208.8955,21.917
2012-06-22,195.6455,3.9375,20.25,21.396,26.75,5.354,1.333,19.771,215.8955,18.708
2012-06-23,195.79149999999998,4.5415,19.75,25.042,42.7295,17.6875,3.375,22.104,215.542,19.167
2012-06-24,196.77100000000002,3.729,16.9375,13.4585,15.020499999999998,1.5625,3.208,22.583,213.70850000000002,20.0
2012-06-25,185.8595,2.4130000000000003,8.497499999999999,7.087,8.0435,0.9565,1.043,12.4585,194.357,9.708
2012-06-26,187.91649999999998,2.521,9.9375,9.3545,11.792,2.4375,1.417,17.8335,197.8545,15.667
2012-06-27,189.375,2.9375,12.25,13.854,15.770499999999998,1.9165,2.0,21.5625,201.625,17.708
2012-06-28,197.14600000000002,4.021,21.292,23.4585,33.7915,10.3335,3.042,24.604,218.4375,20.333
2012-06-29,187.1875,2.625,13.3955,11.104,15.645499999999998,4.5415,1.5,13.396,200.583,11.25
2012-06-30,185.89600000000002,2.625,11.4585,9.4375,14.4165,4.979,1.208,12.4795,197.3545,12.0
2012-07-01,187.77100000000002,3.9375,13.1875,14.582999999999998,19.9585,5.375,1.333,18.1045,200.958,17.542
2012-07-02,189.828,3.261,16.948999999999998,13.804499999999999,23.5,9.6955,1.304,13.7085,206.777,16.75
2012-07-03,188.3625,3.75,15.95,22.125,32.229,10.104,2.0,19.854,204.3125,20.417
2012-07-04,189.41649999999998,3.771,14.5835,19.854,30.9795,11.125,1.458,21.646,204.0,24.875
2012-07-05,195.77100000000002,4.4375,19.771,22.146,28.667,6.521,1.833,34.75,215.542,33.208
2012-07-06,194.77100000000002,5.625,21.4375,32.25,48.3125,16.0625,1.708,40.6665,216.20850000000002,35.25
2012-07-07,194.20850000000002,3.979,15.375,17.875,25.6665,7.7915,1.208,23.125,209.58350000000002,17.333
2012-07-08,190.10399999999998,2.8125,9.9165,8.604,12.0625,3.458,1.0,10.646,200.0205,11.917
2012-07-09,187.792,3.5564999999999998,17.7535,18.1,26.7805,8.6805,2.045,20.496000000000002,205.5455,20.208
2012-07-10,190.22899999999998,3.5835,22.0,21.604,41.1875,19.5835,4.083,22.667,212.22899999999998,25.708
2012-07-11,181.97,2.2145,15.25,12.3525,21.9055,9.553500000000001,1.583,18.173000000000002,197.22,20.13
2012-07-12,174.5,1.6665,12.7085,6.7085,14.75,8.0415,1.0,17.3955,187.20850000000002,11.917
2012-07-13,181.4375,2.792,19.6665,16.75,41.3335,24.5835,1.125,27.667,201.10399999999998,22.542
2012-07-14,179.64600000000002,2.8335,17.5415,13.9585,26.0205,12.0625,1.083,25.0,197.1875,23.292
2012-07-15,177.3125,2.0835,15.5415,6.5625,13.271,6.7085,1.125,18.0,192.85399999999998,15.625
2012-07-16,177.8915,2.1955,13.1305,6.9565,15.195500000000001,8.239,1.0,12.042,191.0215,11.083
2012-07-17,191.289,3.0835,23.167,18.2085,36.083,17.875,1.375,25.75,212.836,21.25
2012-07-18,188.875,3.521,19.801000000000002,19.5625,22.6045,3.042,2.292,30.875,208.39600000000002,28.625
2012-07-19,194.8125,3.25,19.2915,14.75,24.5,9.75,2.083,36.5,214.10399999999998,26.75
2012-07-20,187.58350000000002,2.2705,8.5625,7.896,8.9585,1.0625,1.0,15.4165,196.14600000000002,11.625
2012-07-21,189.75,2.854,12.5415,13.354,22.7705,9.4165,1.083,13.833,202.292,12.375
2012-07-22,190.5625,2.9585,12.4165,8.0,8.8125,0.8125,1.125,20.229,202.97899999999998,16.583
2012-07-23,190.4785,3.8259999999999996,14.826,16.2395,26.0215,9.782499999999999,1.19,21.875,205.3045,19.75
2012-07-24,201.52100000000002,5.1665,26.354,28.583,51.542,22.958,1.083,37.0415,227.875,33.708
2012-07-25,204.89600000000002,5.2915,26.4165,32.521,58.3125,25.7915,0.958,53.2915,231.3125,44.208
2012-07-26,199.1875,4.8335,25.0625,24.5835,40.2705,15.6875,1.292,56.6665,224.25,45.917
2012-07-27,198.9375,4.6045,23.896,25.646,30.854,5.208,1.417,59.896,222.83350000000002,45.458
2012-07-28,190.583,3.896,19.479,18.333,30.6875,12.354,1.667,35.2915,210.0625,30.042
2012-07-29,184.45850000000002,3.292,14.3125,10.9795,13.646,2.6665,1.0,27.1665,198.7705,23.917
2012-07-30,181.7825,2.8695000000000004,17.5,13.978,32.326,18.348,1.087,22.4375,199.2825,20.25
2012-07-31,182.28,2.833,18.144,15.1665,25.9375,10.770499999999998,1.625,22.1875,200.424,17.25
2012-08-01,188.6875,3.375,20.833,16.6665,42.271,25.6045,1.5,24.9375,209.52100000000002,18.583
2012-08-02,181.41649999999998,2.8125,16.9165,14.521,31.542,17.021,1.15,20.0415,198.333,15.792
2012-08-03,186.775,2.7295,17.6775,11.75,28.479,16.729,1.125,20.646,204.453,18.0
2012-08-04,186.97899999999998,2.8955,20.4375,12.625,19.792,7.1665,1.125,19.167,207.41649999999998,16.417
2012-08-05,182.125,3.2085,21.771,11.6665,21.6875,10.021,1.75,22.75,203.89600000000002,16.25
2012-08-06,184.16649999999998,3.5629999999999997,22.119,21.334,55.2715,33.9375,1.0,19.006,206.286,18.75
2012-08-07,194.22899999999998,3.25,24.6875,20.8125,38.3545,17.5415,1.0,24.3125,218.917,22.875
2012-08-08,190.284,2.5005,15.561,10.3585,11.775,1.4165,1.125,17.0075,205.845,15.696
2012-08-09,192.8125,2.521,16.417,13.125,21.4585,8.3335,1.083,17.8125,209.22899999999998,17.125
2012-08-10,190.25,3.0415,17.104,15.875,20.021,4.1455,1.375,21.3125,207.35399999999998,22.0
2012-08-11,194.5,3.4375,20.3335,16.875,31.479,14.604,1.0,30.604,214.833,26.833
2012-08-12,189.542,2.7295,16.646,9.021,11.7915,2.7705,1.375,21.0625,206.1875,17.333
2012-08-13,184.913,2.7605000000000004,14.0215,8.565000000000001,19.6085,11.0435,1.0,16.167,198.935,16.333
2012-08-14,185.20850000000002,3.104,15.5415,12.375,18.5415,6.1665,1.167,17.3335,200.75,16.917
2012-08-15,186.375,2.8955,14.3335,8.2705,11.979,3.7085,1.083,21.479,200.708,16.458
2012-08-16,182.75,2.9375,15.7915,11.8335,28.1045,16.271,1.0,15.583,198.54149999999998,17.0
2012-08-17,190.91649999999998,3.271,21.7915,14.5625,33.0625,18.5,1.333,22.0415,212.708,20.5
2012-08-18,186.22899999999998,3.0415,17.521,16.021,27.6875,11.6665,1.042,16.3955,203.75,17.458
2012-08-19,182.64600000000002,2.4375,13.229,7.5,12.917000000000002,5.4165,1.5,11.7085,195.875,11.917
2012-08-20,187.37,3.0,16.891,16.826,34.674,17.848,1.435,17.0625,204.26100000000002,16.75
2012-08-21,187.0625,2.833,16.4585,18.292,40.875,22.583,1.25,18.792,203.52100000000002,19.917
2012-08-22,183.15,2.479,17.1705,14.0625,38.229,24.167,1.208,16.1045,200.32049999999998,16.708
2012-08-23,185.3995,2.625,18.466,14.479500000000002,39.375,24.8955,1.375,16.6875,203.8655,18.583
2012-08-24,186.167,3.2085,20.167,19.6455,48.3335,28.6875,2.042,18.271,206.333,19.75
2012-08-25,185.3125,3.354,18.9375,16.4165,35.5,19.083,2.208,20.1875,204.25,21.667
2012-08-26,183.83350000000002,2.771,16.125,10.3125,18.5415,8.229,1.5,15.396,199.95850000000002,16.0
2012-08-27,186.9865,3.1085000000000003,17.4435,15.478,41.5,26.022,1.304,15.854,204.43,20.292
2012-08-28,183.27100000000002,2.8125,14.6875,14.0415,32.0205,17.979,1.875,17.2295,197.95850000000002,18.083
2012-08-29,185.292,3.2705,19.042,18.375,42.375,24.0,1.917,21.146,204.333,22.167
2012-08-30,193.3955,3.8125,26.979,20.375,43.9375,23.5625,1.583,25.229,220.375,22.958
2012-08-31,181.3545,3.146,19.104,16.3335,35.6875,19.354,1.208,19.896,200.45850000000002,18.042
2012-09-01,188.45850000000002,3.146,18.625,11.6875,24.9795,13.2915,1.5,14.75,207.08350000000002,14.875
2012-09-02,184.58350000000002,2.646,15.4165,10.3335,14.917000000000002,4.5835,1.0,9.167,200.0,10.917
2012-09-03,187.3475,3.0220000000000002,16.413,17.7175,37.521499999999996,19.8045,1.522,14.598500000000001,203.76100000000002,16.625
2012-09-04,187.2465,3.1420000000000003,16.8215,19.0825,39.32,20.237,1.043,16.7495,204.06799999999998,17.625
2012-09-05,189.7275,3.1525,22.817999999999998,24.174,47.587,23.413,1.435,24.7825,212.5455,25.348
2012-09-06,195.58350000000002,3.6665,26.083,27.5625,56.354,28.7915,1.167,38.104,221.66649999999998,30.25
2012-09-07,192.33350000000002,2.7915,19.9375,18.583,44.583,26.0,1.917,21.4585,212.27100000000002,20.833
2012-09-08,191.2295,2.625,18.167,14.5,17.4375,2.9375,1.708,27.3335,209.3955,20.292
2012-09-09,184.52100000000002,1.9375,13.854,8.375,14.25,5.875,2.125,12.6665,198.375,14.125
2012-09-10,185.413,3.2824999999999998,17.152500000000003,15.6955,38.0215,22.326,2.609,17.354,202.565,17.917
2012-09-11,187.97899999999998,3.4375,21.75,18.854,35.5835,16.729,2.667,19.771,209.72899999999998,18.083
2012-09-12,185.83350000000002,2.9165,16.75,15.832999999999998,27.3955,11.5625,1.333,18.333,202.58350000000002,15.875
2012-09-13,190.22899999999998,3.9795,21.5625,23.5625,45.0835,21.5205,1.667,26.625,211.792,27.167
2012-09-14,190.29149999999998,3.854,21.4165,22.0415,41.125,19.083,1.833,27.958,211.708,28.083
2012-09-15,189.7705,4.1665,21.2295,20.9375,40.021,19.083,2.25,19.604,211.0,19.833
2012-09-16,190.22899999999998,3.7915,19.375,12.125,21.521,9.395499999999998,1.333,21.354,209.60399999999998,18.333
2012-09-17,181.21749999999997,2.5,13.217500000000001,6.717499999999999,10.5655,3.8480000000000003,1.087,18.333,194.435,13.25
2012-09-18,180.958,2.583,13.729,10.792,18.4375,7.646,1.75,19.1665,194.6875,15.292
2012-09-19,179.95850000000002,2.75,15.125,12.5415,21.8955,9.354,1.083,10.521,195.08350000000002,10.542
2012-09-20,186.625,3.9375,22.2915,15.979,45.7915,29.8125,1.375,22.5,208.91649999999998,23.583
2012-09-21,190.3125,3.6875,21.896,18.3545,23.208,4.8545,1.25,21.1045,212.20850000000002,21.542
2012-09-22,188.29149999999998,3.25,15.6875,12.771,18.5,5.7295,1.0,14.8335,203.9795,16.583
2012-09-23,191.375,3.208,16.9165,13.104,19.0205,5.9165,1.042,14.0205,208.292,15.917
2012-09-24,193.696,3.6740000000000004,18.609,21.3475,48.60850000000001,27.261,1.304,12.6455,212.304,16.208
2012-09-25,191.10399999999998,3.667,23.0835,23.333,40.271,16.9375,1.042,13.6875,214.1875,12.125
2012-09-26,194.9375,3.354,20.979,17.9795,35.7085,17.729,1.208,16.479,215.917,14.125
2012-09-27,193.52100000000002,3.167,22.9375,16.7295,32.3955,15.667000000000002,1.333,15.3125,216.45850000000002,12.917
2012-09-28,190.8915,3.3335,21.189999999999998,19.375,36.0625,16.6875,1.0,10.479,212.0815,9.542
2012-09-29,196.0625,4.6045,26.125,20.271,44.3125,24.0415,1.708,20.1875,222.1875,20.417
2012-09-30,189.47899999999998,3.1875,17.0,8.6665,10.271,1.604,1.458,25.4375,206.4795,19.208
2012-10-01,186.9525,3.135,16.8075,20.1815,31.932000000000002,11.75,1.19,12.094,203.76,13.261
2012-10-02,189.6875,2.854,15.125,13.395499999999998,17.75,4.354,1.25,14.625,204.8125,15.167
2012-10-03,191.75,3.042,17.5,18.333,28.375,10.0415,1.125,11.4165,209.25,13.895
2012-10-04,188.97899999999998,2.833,13.771,12.3545,16.2705,3.917,1.292,9.6665,202.75,9.708
2012-10-05,192.4375,3.0,16.5835,17.6875,24.25,6.5625,1.708,17.979,209.02100000000002,16.875
2012-10-06,192.3545,3.375,18.292,18.979,24.3335,5.3545,1.708,21.9375,210.6455,21.333
2012-10-07,193.29149999999998,3.5625,15.5415,13.6665,19.6875,6.021,1.208,19.7085,208.833,20.292
2012-10-08,193.196,3.3914999999999997,17.196,11.739,21.456500000000002,9.7175,1.13,16.1875,210.391,16.792
2012-10-09,190.41649999999998,3.1085000000000003,18.0,17.875,32.4375,14.5625,1.125,16.0205,208.41649999999998,16.875
2012-10-10,190.02100000000002,3.0625,18.167,19.0835,37.2085,18.125,1.333,15.229,208.1875,14.125
2012-10-11,189.54149999999998,3.021,19.125,17.1875,31.646,14.4585,1.25,16.5625,208.66649999999998,16.792
2012-10-12,188.91649999999998,3.354,16.2915,22.75,50.8335,28.083,1.083,14.146,205.20850000000002,12.583
2012-10-13,190.66649999999998,3.8955,15.75,20.5205,42.1875,21.6665,1.542,22.8335,206.41649999999998,17.458
2012-10-14,193.583,4.0625,19.0415,14.9375,20.75,5.8125,1.417,26.021,212.71949999999998,23.167
2012-10-15,192.10899999999998,3.174,13.8695,18.9785,39.2825,20.304000000000002,1.522,28.9585,205.978,29.167
2012-10-16,193.5,3.292,17.104,20.3545,36.375,16.0205,1.75,21.0415,210.60399999999998,20.708
2012-10-17,197.66649999999998,4.2085,23.167,30.667,56.375,25.7085,1.917,40.542,220.83350000000002,35.667
2012-10-18,193.66649999999998,4.0625,23.1665,25.729,53.917,28.1875,1.375,23.3125,216.833,19.708
2012-10-19,189.91649999999998,2.542,14.771,18.2085,30.167,11.9585,1.167,10.271,204.6875,9.083
2012-10-20,196.16649999999998,4.0,19.042,24.542,51.5625,27.021,1.708,18.9375,215.20850000000002,18.292
2012-10-21,197.45850000000002,5.25,22.104,22.3955,46.875,24.479,1.5,24.7295,219.5625,24.208
2012-10-22,194.71749999999997,3.022,20.587000000000003,25.521499999999996,46.543499999999995,21.022,1.739,33.146,215.304,33.417
2012-10-23,188.1875,3.138,16.646,21.771,44.771,23.0,1.5,22.75,204.83350000000002,20.583
2012-10-24,189.458,3.5625,14.896,23.021,53.75,30.7295,1.458,13.0205,204.35399999999998,9.667
2012-10-25,193.2705,4.4585,24.375,26.5415,56.7085,30.167,1.75,20.3125,217.64600000000002,16.5
2012-10-26,194.22899999999998,4.271,22.5,22.708,48.542,25.833,1.667,25.7085,216.72899999999998,22.875
2012-10-27,192.4795,4.021,18.271,18.9375,27.3125,8.375,1.833,23.9585,210.75,23.75
2012-10-28,194.27100000000002,4.1455,18.958,16.292,30.4375,14.146,1.375,18.2295,213.22899999999998,15.583
2012-10-29,192.857,3.705,20.2855,20.636,52.272499999999994,31.636499999999998,1.182,15.5215,213.143,14.217
2012-10-30,195.97899999999998,5.125,27.958,29.229,75.146,45.917,1.25,23.0835,223.9375,23.333
2012-10-31,199.375,5.354,33.3545,29.396,82.8125,53.4165,1.5,23.833,232.72899999999998,23.292
2012-11-01,201.60399999999998,6.25,36.229,30.9795,89.7295,58.75,1.708,32.3955,237.83350000000002,30.625
2012-11-02,193.35399999999998,3.646,17.8125,21.729,49.396,27.667,1.875,14.395499999999998,211.16649999999998,11.583
2012-11-03,192.375,3.625,15.625,16.6665,29.1875,12.520499999999998,1.292,12.208,208.0,12.25
2012-11-04,195.2295,4.4165,19.0625,17.771,31.604,13.8335,1.292,18.146,214.29149999999998,18.625
2012-11-05,198.348,5.826,30.3915,33.2825,82.5865,49.3045,1.609,35.104,228.739,35.208
2012-11-06,196.0205,6.1875,28.833,30.9165,81.5835,50.6665,1.708,43.1455,224.8545,34.292
2012-11-07,192.4375,5.6665,25.792,27.4585,82.771,55.3125,1.792,16.479,218.2295,19.083
2012-11-08,194.39600000000002,5.854,25.9165,31.4585,84.979,53.5205,1.75,17.5625,220.3125,19.667
2012-11-09,188.25,3.896,15.458,23.1875,49.771,26.5835,1.667,15.0415,203.708,14.542
2012-11-10,189.02100000000002,3.8335,15.583,19.104,41.3335,22.229,1.375,14.3955,204.60399999999998,14.75
2012-11-11,197.6875,5.4375,24.1875,19.7085,40.0,20.292,1.25,28.979,221.875,28.625
2012-11-12,193.913,5.2175,28.37,25.3045,70.609,45.3045,1.565,18.854,222.2825,18.292
2012-11-13,196.792,6.4165,35.4585,32.0205,94.771,62.75,1.833,28.979,232.25,28.667
2012-11-14,191.70850000000002,4.521,20.0625,23.9165,65.5,41.5835,1.75,13.9375,211.77100000000002,14.458
2012-11-15,192.875,4.5,16.479,25.4165,67.6875,42.2705,1.5,10.875,209.35399999999998,11.458
2012-11-16,193.684,4.4165,19.913,27.417,52.1665,24.75,1.708,10.3125,213.59699999999998,10.375
2012-11-17,200.1045,6.229,31.854,27.75,69.4585,41.7085,1.625,34.125,231.95850000000002,33.0
2012-11-18,190.167,3.896,12.25,7.6875,13.4165,5.7295,1.792,6.708,202.41649999999998,4.958
2012-11-19,195.7395,5.5,27.7395,30.5435,73.6305,43.087,1.565,22.6665,223.478,22.0
2012-11-20,196.70850000000002,5.6045,28.8545,25.0835,91.542,66.4585,1.708,18.979,225.5625,17.875
2012-11-21,191.97899999999998,4.4165,20.9165,24.1875,59.167,34.9795,1.708,12.125,212.8955,11.792
2012-11-22,199.5625,6.5835,37.396,36.083,90.9585,54.875,1.958,31.6045,236.95850000000002,30.5
2012-11-23,202.9795,7.167,41.8335,31.417,81.0625,49.646,2.0,42.9375,244.8125,37.833
2012-11-24,194.4375,4.875,22.646,23.7085,40.625,16.917,1.833,14.457999999999998,217.08350000000002,13.125
2012-11-25,196.917,5.3125,23.3125,24.3955,45.7915,21.396,1.583,16.333,220.22899999999998,17.917
2012-11-26,197.812,6.3469999999999995,33.0115,31.852,89.40549999999999,57.5535,1.909,36.144999999999996,230.823,31.542
2012-11-27,189.28449999999998,3.301,13.999500000000001,17.631,37.107,19.476,2.0,8.3035,203.2835,3.957
2012-11-28,199.25,5.604,33.2705,34.5835,99.6045,65.021,1.875,23.1045,232.5205,23.792
2012-11-29,201.167,7.2295,47.125,35.75,121.146,85.396,2.125,36.083,248.292,37.75
2012-11-30,198.5625,6.5625,36.4165,32.5415,87.625,55.0835,2.333,35.1455,234.97899999999998,27.792
2012-12-01,199.0,5.896,26.625,20.8125,73.708,52.896,2.333,24.8335,225.625,20.208
2012-12-02,192.33350000000002,3.2915,11.771,11.104,15.6875,4.5835,1.667,10.604,204.10399999999998,6.5
2012-12-03,192.478,4.8260000000000005,19.9785,27.087,70.587,43.5,1.522,20.375,212.4565,16.708
2012-12-04,191.54149999999998,4.5835,20.0,23.208,65.542,42.333,2.083,15.0625,211.54149999999998,11.292
2012-12-05,194.6045,6.9585,32.708,36.375,107.1045,70.729,2.125,16.2705,227.3125,14.375
2012-12-06,191.667,4.6455,21.625,24.8955,63.9165,39.021,2.208,13.458,213.292,11.583
2012-12-07,192.70850000000002,5.25,22.7915,29.979,80.0,50.021,2.0,14.271,215.5,12.083
2012-12-08,195.14600000000002,5.4165,22.8545,24.833,69.083,44.25,1.958,15.479,218.0,14.333
2012-12-09,195.16649999999998,5.9165,21.396,21.75,56.354,34.6045,1.958,12.5625,216.5625,10.292
2012-12-10,196.17399999999998,5.913,25.8915,31.761000000000003,105.6305,73.8695,1.783,11.9165,222.065,9.167
2012-12-11,200.47899999999998,7.1875,36.208,36.229,130.875,94.646,2.292,22.125,236.6875,15.25
2012-12-12,194.14600000000002,4.7915,20.1045,31.625,83.771,52.1455,2.375,12.1455,214.25,10.208
2012-12-13,195.6875,4.8335,21.125,33.2705,93.7915,60.521,2.0,17.6665,216.8125,14.375
2012-12-14,201.7705,8.0415,40.396,42.792,134.64600000000002,91.854,2.625,42.875,242.16649999999998,43.125
2012-12-15,205.77100000000002,9.1875,50.1665,44.229,112.771,68.5415,2.708,66.021,255.9375,70.75
2012-12-16,195.1875,5.354,22.6045,17.4795,37.25,19.7705,2.375,22.0,217.79149999999998,22.708
2012-12-17,197.28300000000002,5.804,23.913,33.283,81.1085,47.826,1.957,31.3125,221.1955,36.583
2012-12-18,195.25,5.3545,23.729,24.354,72.354,48.0,2.25,17.292,218.97899999999998,15.167
2012-12-19,191.08350000000002,3.1875,13.75,17.083,37.0835,20.0,1.792,7.5835,204.83350000000002,6.375
2012-12-20,195.0435,4.8475,21.3695,32.4565,82.8475,50.3915,2.043,14.043500000000002,216.413,12.833
2012-12-21,197.0625,5.667,29.271,35.9165,89.646,53.729,2.042,28.5,226.333,31.0
2012-12-22,197.0,5.333,28.375,28.5205,74.8125,46.2915,2.042,26.083,225.375,27.792
2012-12-23,194.5205,5.021,17.604,17.2085,26.729,9.521,2.083,15.896,212.125,14.125
2012-12-24,195.67399999999998,4.239,19.261,21.5435,44.7825,23.239,1.87,11.375,214.935,8.792
2012-12-25,202.549,6.9565,36.5065,39.848,124.5215,84.67399999999999,2.13,21.3475,239.0555,21.87
2012-12-26,194.125,3.375,14.396,17.229,42.25,25.0205,2.042,8.354,208.52100000000002,3.542
2012-12-27,196.6875,5.0835,21.333,27.104,77.833,50.729,2.042,13.625,218.0205,12.583
2012-12-28,208.47899999999998,9.229,47.167,45.5415,147.4795,101.9375,2.5,62.0415,255.64600000000002,63.917
2012-12-29,193.3125,3.5,13.479,15.8125,24.4165,8.604,2.25,14.8125,206.79149999999998,11.958
2012-12-30,198.3125,5.2915,21.6875,20.625,32.7705,12.146,1.708,30.271,220.0,27.583
2012-12-31,196.0435,4.848,14.043500000000002,12.5435,21.1525,8.609,2.174,9.271,210.087,5.042
2013-01-01,202.0625,5.667,25.3335,18.604,32.9375,14.3335,1.875,25.2915,227.39600000000002,23.542
2013-01-02,195.3125,3.8125,14.0,11.7085,19.7085,8.0,1.458,14.1045,209.3125,9.25
2013-01-03,198.39600000000002,4.5415,17.0,16.458,26.625,10.1665,1.292,22.25,215.3955,17.5
2013-01-04,199.6875,4.771,21.375,15.75,38.479,22.7295,1.625,18.354,221.0625,14.25
2013-01-05,194.22899999999998,3.25,10.9585,9.625,14.729,5.1045,1.0,12.125,205.1875,7.083
2013-01-06,197.0,3.6305,13.130500000000001,21.304,53.087,31.783,1.348,12.854,210.13049999999998,9.417
2013-01-07,200.042,5.167,24.8125,34.083,78.229,44.146,1.667,25.833,224.85399999999998,21.542
2013-01-08,206.1875,6.657,38.604,42.729,115.854,73.125,2.208,45.574,244.792,43.125
2013-01-09,191.0625,3.0625,13.375,17.4375,31.5415,14.104,1.75,15.771,204.4375,8.417
2013-01-10,193.708,3.7085,14.7085,22.1875,55.4165,33.2295,1.125,10.083,208.41649999999998,6.292
2013-01-11,199.4375,5.6875,31.6875,29.167,89.4375,60.271,1.25,20.0625,231.125,16.25
2013-01-12,202.10399999999998,5.875,28.6875,25.375,52.4585,27.0835,1.458,22.5625,230.79149999999998,19.708
2013-01-13,193.804,3.152,10.6085,10.413,18.522,8.109,1.826,11.604,204.413,7.208
2013-01-14,195.02100000000002,3.5835,12.5,22.5625,52.917,30.3545,1.25,13.8125,207.52100000000002,8.833
2013-01-15,200.6045,5.8125,29.6875,33.75,75.021,41.271,1.333,25.771,230.29149999999998,20.292
2013-01-16,202.5625,6.479,36.0835,36.625,112.5,75.875,1.75,25.125,238.64600000000002,19.083
2013-01-17,197.58350000000002,4.3125,18.5625,26.1665,50.5625,24.396,2.083,17.1665,216.1455,15.458
2013-01-18,198.375,4.646,19.354,26.5625,36.417,9.854,2.208,24.479,217.72899999999998,21.083
2013-01-19,194.875,3.2295,11.354,10.5625,17.3125,6.75,1.208,13.5,206.2295,8.375
2013-01-20,200.739,5.9785,29.413,36.739000000000004,88.17399999999999,51.4345,1.87,23.292,230.152,20.042
2013-01-21,199.53449999999998,5.4465,29.985500000000002,29.242,86.25,57.007999999999996,2.227,29.875,229.51999999999998,26.208
2013-01-22,195.88400000000001,4.9575,18.738500000000002,25.1175,54.525,29.4075,2.375,22.825,214.622,20.609
2013-01-23,196.292,4.375,19.146,30.25,81.271,51.021,2.042,19.4375,215.4375,14.625
2013-01-24,199.2645,5.8335,32.8335,37.146,85.583,48.4375,2.292,32.1665,232.098,30.667
2013-01-25,210.6045,10.229,59.5625,47.9165,149.8125,101.896,2.458,69.4585,270.16650000000004,67.792
2013-01-26,198.1875,5.5625,27.0625,18.2705,42.75,24.479,2.208,35.5205,225.25,27.792
2013-01-27,197.087,4.152,16.913,25.1085,52.3475,27.239,1.783,17.9375,214.0,11.083
2013-01-28,201.0205,6.5,37.479,40.875,106.292,65.4165,3.125,30.521,238.5,24.958
2013-01-29,195.542,4.3545,19.896,27.0205,56.4375,29.417,2.292,18.1455,215.4375,13.333
2013-01-30,202.5,6.75,38.3955,41.875,115.646,73.7705,2.75,41.896,240.8955,37.417
2013-01-31,195.70850000000002,4.125,19.958,22.9165,62.7085,39.7915,2.25,21.479,215.66649999999998,16.125
2013-02-01,197.833,5.0,22.521,29.292,64.396,35.104,2.208,27.417,220.35399999999998,21.833
2013-02-02,206.02100000000002,7.896,38.042,33.4375,62.9585,29.521,2.625,56.3125,244.0625,52.5
2013-02-03,214.21699999999998,9.587,53.283,50.348,131.9565,81.6085,3.261,74.896,267.5,71.167
2013-02-04,194.6455,3.396,15.146,19.854,29.6665,9.8125,1.5,16.125,209.79149999999998,11.25
2013-02-05,194.52100000000002,3.2085,11.125,18.146,42.708,24.5625,1.667,10.021,205.6455,8.375
2013-02-06,195.0,3.167,10.3545,18.375,47.5625,29.1875,1.125,11.0415,205.35399999999998,8.833
2013-02-07,195.77100000000002,3.5415,14.7085,22.771,36.875,14.104,1.25,18.125,210.47899999999998,13.75
2013-02-08,194.6875,2.9165,13.5835,16.604,27.4585,10.854500000000002,1.042,14.25,208.27100000000002,9.083
2013-02-09,192.6455,2.7915,9.396,9.9795,16.771,6.7915,1.208,9.8545,202.04149999999998,1.958
2013-02-10,194.978,3.9785000000000004,14.8045,26.4135,56.174,29.7605,1.652,18.771,209.7825,13.292
2013-02-11,194.08350000000002,2.917,12.0625,13.979,20.521,6.5415,1.125,13.2915,206.14600000000002,8.0
2013-02-12,195.4795,3.729,17.5,22.729,39.021,16.2915,1.333,15.8125,212.9795,8.208
2013-02-13,200.95850000000002,5.583,33.917,33.271,113.354,80.0835,1.625,22.646,234.875,12.917
2013-02-14,194.41649999999998,3.0835,15.896,24.7915,41.0,16.2085,1.0,15.354,210.3125,9.75
2013-02-15,191.45850000000002,2.604,9.167,12.5415,22.6875,10.146,1.0,8.104,200.625,0.75
2013-02-16,192.10399999999998,3.021,10.1455,10.125,19.0205,8.896,1.5,17.167,202.25,11.875
2013-02-17,196.3425,4.5245,17.757,28.610500000000002,71.6385,43.028,2.864,30.366,214.0995,25.208
2013-02-18,192.3125,2.979,12.2085,15.729,31.1665,15.4375,1.208,14.729,204.5205,13.375
2013-02-19,191.982,3.1085000000000003,12.2055,19.5835,41.2235,21.6405,1.167,15.808,204.1875,8.435
2013-02-20,194.83350000000002,4.1455,20.2915,32.354,57.6665,25.3125,1.792,28.0835,215.125,21.917
2013-02-21,192.875,3.4165,13.0415,23.4375,49.8125,26.375,1.625,19.75,205.91649999999998,14.167
