date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,6.271,18.625,34.146,15.52,,1.625,
2011-01-02,6.375,16.729,31.812,15.084,,2.583,
2011-01-03,5.646,20.0,37.396,17.396,,0.958,
2011-01-04,4.875,14.729,26.312,11.583,,2.708,
2011-01-05,6.416,23.054,45.984,22.93,,6.125,
2011-01-06,7.274,26.032,51.98,29.736,,7.5,
2011-01-07,5.75,22.375,43.708,21.334,,7.958,
2011-01-08,6.938,17.979,32.938,14.958,,8.792,
2011-01-09,6.188,22.604,42.917,20.312,,10.917,
2011-01-10,6.5,23.229,45.27,22.042,,11.0,
2011-01-11,6.812,21.27,36.417,15.145,,10.333,
2011-01-12,6.73,22.968,46.125,23.157,,9.083,
2011-01-13,7.604,26.479,52.792,26.312,,9.375,
2011-01-14,4.458,14.396,24.084,9.688,,9.542,
2011-01-15,3.208,8.042,13.562,5.521,,8.25,
2011-01-16,6.002,20.208,38.396,18.188,,7.083,
2011-01-17,6.104,20.292,39.458,19.166,,2.875,
2011-01-18,4.812,14.917,25.542,10.625,,1.875,
2011-01-19,3.812,13.49,21.682,8.191,,1.25,
2011-01-20,6.646,22.166,35.771,13.604,,1.625,
2011-01-21,7.562,22.979,37.125,14.146,,1.333,
2011-01-22,6.188,16.667,26.166,9.5,,1.0,
2011-01-23,5.896,20.104,35.834,15.729,,1.25,
2011-01-24,7.854,23.148,42.86,19.712,,1.708,
2011-01-25,5.729,18.666,30.188,11.521,,2.0,
2011-01-26,6.796,23.068,45.975,22.906,,2.667,
2011-01-27,3.02,10.354,15.458,5.104,,0.542,
2011-01-28,5.917,21.25,36.875,15.625,,0.667,
2011-01-29,7.125,17.584,30.77,13.188,,1.083,
2011-01-30,6.625,22.5,42.916,20.416,,2.25,
2011-01-31,6.666,24.812,46.292,21.479,,2.833,
2011-02-01,7.375,25.229,44.812,19.584,,1.792,
2011-02-02,6.292,22.203,39.468,17.266,,3.583,
2011-02-03,6.292,24.646,53.729,29.084,,5.083,
2011-02-04,5.062,18.688,32.042,13.354,,5.792,
2011-02-05,2.739,3.896,5.062,1.167,,5.875,
2011-02-06,2.666,4.486,5.98,1.494,,5.917,
2011-02-07,4.229,13.812,22.938,9.125,,6.333,
2011-02-08,4.458,17.777,30.474,12.697,,4.583,
2011-02-09,6.375,23.039,44.802,21.763,,4.417,
2011-02-10,5.208,17.208,29.27,12.062,,5.375,
2011-02-11,6.562,20.23,39.438,19.208,,6.542,
2011-02-12,3.708,7.833,13.083,5.25,,6.958,
2011-02-13,2.958,6.021,7.583,1.562,,6.667,
2011-02-14,3.25,7.625,9.979,2.354,,7.458,
2011-02-15,5.782,15.542,27.25,11.708,,8.042,
2011-02-16,6.166,20.994,38.145,17.152,,9.875,
2011-02-17,6.292,21.416,38.688,17.271,,8.0,
2011-02-18,5.584,20.708,35.938,15.229,,8.667,
2011-02-19,5.875,17.667,30.166,12.5,,11.5,
2011-02-20,4.854,16.75,29.479,12.729,,8.75,
2011-02-21,3.25,8.334,11.916,3.583,,7.75,
2011-02-22,2.521,6.5,9.166,2.667,,7.708,
2011-02-23,5.938,20.935,40.0,19.066,,8.792,
2011-02-24,5.77,19.875,31.02,11.145,,8.417,
2011-02-25,8.131,28.271,49.25,20.979,,5.708,
2011-02-26,6.438,20.666,34.334,13.666,,4.167,
2011-02-27,6.438,24.375,47.021,22.646,,3.708,
2011-02-28,3.562,8.688,11.166,2.479,,3.458,
2011-03-01,4.521,12.579,16.918,4.339,,4.625,
2011-03-02,4.562,10.688,17.75,7.062,,5.0,
2011-03-03,6.083,17.25,26.542,9.292,,4.875,
2011-03-04,2.584,3.416,4.625,1.208,,4.333,
2011-03-05,1.896,3.542,5.75,2.208,,4.667,
2011-03-06,5.416,16.73,26.968,10.237,,5.167,
2011-03-07,5.104,14.25,24.666,10.416,,6.0,
2011-03-08,4.375,11.936,15.644,3.708,,7.375,
2011-03-09,7.958,24.664,48.04,23.376,,8.0,
2011-03-10,8.438,26.521,41.23,14.708,,7.167,
2011-03-11,6.792,18.875,28.167,9.292,,6.583,
2011-03-12,7.104,22.02,39.0,16.98,,6.042,
2011-03-13,5.958,20.812,35.916,15.104,,5.083,
2011-03-14,2.916,7.438,9.354,1.917,,4.958,
2011-03-15,2.646,6.602,7.784,1.183,,4.958,
2011-03-16,2.209,3.917,4.979,1.062,,4.167,
2011-03-17,2.021,4.166,6.0,1.833,,4.708,
2011-03-18,3.938,10.062,14.625,4.562,,4.833,
2011-03-19,5.479,17.25,25.562,8.312,,6.708,
2011-03-20,5.979,18.27,28.188,9.916,,7.417,
2011-03-21,5.208,16.938,25.75,8.812,,6.167,
2011-03-22,3.0,5.534,6.575,1.042,,3.292,
2011-03-23,3.0,6.266,10.608,4.342,,2.792,
2011-03-24,6.854,15.438,26.438,11.0,,3.875,
2011-03-25,6.292,15.292,27.062,11.771,,5.292,
2011-03-26,7.312,26.036,43.842,17.806,,6.042,
2011-03-27,5.084,17.417,29.416,12.0,,4.0,
2011-03-28,5.292,16.625,30.688,14.062,,4.125,
2011-03-29,3.625,8.312,13.334,5.02,,3.708,
2011-03-30,2.604,5.095,6.56,1.464,,2.583,
2011-03-31,4.729,14.98,23.25,8.27,,2.917,
2011-04-01,3.449,10.646,16.125,5.479,,0.522,
2011-04-02,3.334,9.563,14.638,5.074,,0.708,
2011-04-03,6.021,17.979,32.708,14.73,,1.083,
2011-04-04,5.958,21.188,37.833,16.646,,1.0,
2011-04-05,4.584,15.812,24.334,8.521,,0.583,
2011-04-06,2.875,8.768,14.52,5.752,,0.75,
2011-04-07,2.12,4.708,5.833,1.125,,0.958,
2011-04-08,2.354,7.292,10.25,2.958,,0.348,
2011-04-09,4.666,13.161,23.856,10.695,,1.208,
2011-04-10,3.438,9.312,15.666,6.354,,1.5,
2011-04-11,5.708,18.312,27.084,8.771,,1.292,
2011-04-12,6.958,20.229,34.5,14.271,,0.542,
2011-04-13,6.75,22.938,38.584,15.646,,0.833,
2011-04-14,3.411,8.062,10.584,2.521,,1.0,
2011-04-15,2.812,5.208,7.312,2.104,,0.652,
2011-04-16,2.542,4.212,6.2,1.988,,1.208,
2011-04-17,6.417,17.375,27.667,10.292,,1.042,
2011-04-18,6.292,21.021,30.146,9.125,,0.958,
2011-04-19,6.146,18.438,27.166,8.729,,1.792,
2011-04-20,6.354,22.792,36.917,14.125,,0.542,
2011-04-21,3.587,10.25,13.25,3.0,,0.0,
2011-04-22,2.271,5.812,7.771,1.958,,0.043,
2011-04-23,6.062,20.488,31.61,11.122,,0.458,
2011-04-24,4.834,12.958,18.521,5.562,,1.5,
2011-04-25,4.688,15.834,24.333,8.5,,0.708,
2011-04-26,2.23,5.794,7.314,1.521,,0.0,
2011-04-27,3.562,10.875,15.708,4.834,,0.208,
2011-04-28,8.162,24.396,38.208,13.812,,3.375,
2011-04-29,4.758,8.438,10.792,2.354,,0.826,
2011-04-30,2.688,3.041,3.812,0.771,,0.0,
2011-05-01,3.612,6.896,13.605,6.708,,0.042,
2011-05-02,4.729,11.666,15.833,4.166,,0.0,
2011-05-03,3.854,7.958,15.542,7.584,,0.125,
2011-05-04,5.938,13.417,22.146,8.729,,0.0,
2011-05-05,3.884,8.354,14.0,5.646,,0.0,
2011-05-06,2.562,4.375,8.521,4.146,,0.0,
2011-05-07,2.375,3.774,8.986,5.212,,0.042,
2011-05-08,1.438,2.062,3.938,1.875,,0.0,
2011-05-09,1.458,2.292,4.334,2.042,,0.0,
2011-05-10,1.458,2.292,4.438,2.146,,0.0,
2011-05-11,2.5,3.812,8.458,4.646,,0.125,
2011-05-12,13.654,11.804,21.94,10.136,,0.125,
2011-05-13,8.138,29.083,45.604,16.521,,2.261,
2011-05-14,7.812,23.298,36.388,13.09,,1.458,
2011-05-15,3.812,5.854,7.021,1.166,,0.292,
2011-05-16,4.416,12.292,19.458,7.166,,0.0,
2011-05-17,4.52,15.334,23.938,8.604,,0.125,
2011-05-18,2.521,3.5,4.104,0.604,,0.0,
2011-05-19,2.192,5.438,8.604,3.166,,0.0,
2011-05-20,2.479,6.98,12.75,5.771,,0.043,
