date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean,CO_mean
2012-03-20,37.623,49.938,12.315,2.292,34.25,6.042
2012-03-21,12.825,20.95,8.125,0.885,6.5,2.833
2012-03-22,32.275,53.483,21.208,3.636,14.958,4.913
2012-03-23,15.731,22.649,6.918,1.854,19.25,3.625
2012-03-24,21.448,26.59,5.142,2.635,21.818,4.708
2012-03-25,11.633,17.475,5.842,1.039,17.833,3.208
2012-03-26,15.633,23.417,7.783,0.708,14.292,3.333
2012-03-27,26.076,38.146,12.07,1.125,16.318,3.609
2012-03-28,33.142,51.642,18.5,1.219,14.958,4.875
2012-03-29,32.367,73.6,41.233,3.958,25.958,6.261
2012-03-30,12.836,17.874,5.038,0.906,15.625,2.958
2012-03-31,19.087,24.917,5.831,2.636,17.083,4.417
2012-04-01,13.7,18.816,5.117,0.677,10.958,3.958
2012-04-02,26.587,40.954,14.367,1.776,17.25,4.75
2012-04-03,29.3,45.883,16.583,1.218,16.333,4.391
2012-04-04,20.946,32.734,11.788,2.615,16.125,4.458
2012-04-05,24.917,37.25,12.334,4.104,25.958,4.458
2012-04-06,22.183,33.958,11.775,0.719,13.083,4.348
2012-04-07,10.796,15.379,4.583,0.448,11.125,3.125
2012-04-08,17.908,22.342,4.434,2.323,17.5,4.833
2012-04-09,39.821,59.512,19.691,5.098,33.458,6.435
2012-04-10,39.096,56.107,17.011,4.618,46.458,6.583
2012-04-11,38.846,64.822,25.976,3.073,27.917,5.0
2012-04-12,26.992,40.708,13.717,4.125,21.333,5.167
2012-04-13,25.108,35.875,10.767,1.531,22.091,4.13
2012-04-14,11.297,15.817,4.52,0.302,10.542,2.958
2012-04-15,16.917,21.392,4.475,2.281,13.292,4.708
2012-04-16,30.013,44.56,14.547,2.839,14.792,4.522
2012-04-17,25.13,40.516,15.385,1.477,16.333,4.083
2012-04-18,33.607,47.572,13.966,2.604,25.083,5.542
2012-04-19,27.167,39.642,12.475,2.406,20.417,4.292
2012-04-20,24.6,36.842,12.242,0.677,14.25,3.435
2012-04-21,15.36,20.786,5.426,0.708,6.667,3.167
2012-04-22,8.975,10.442,1.466,0.25,1.625,2.208
2012-04-23,27.043,40.543,13.5,2.89,14.75,4.435
2012-04-24,43.033,63.133,20.1,6.76,51.417,7.0
2012-04-25,37.392,51.714,14.322,4.812,53.417,6.5
2012-04-26,22.808,31.525,8.717,0.99,20.042,3.125
2012-04-27,21.242,33.1,11.858,2.146,8.435,3.087
2012-04-28,28.192,39.657,11.464,2.469,12.5,4.542
2012-04-29,16.758,19.425,2.667,2.406,16.583,4.458
2012-04-30,13.308,16.147,2.838,1.63,17.25,3.042
2012-05-01,10.742,13.958,3.217,0.432,7.292,2.043
2012-05-02,12.381,17.011,4.63,0.25,1.125,1.833
2012-05-03,12.883,17.367,4.483,2.125,4.042,3.958
2012-05-04,10.325,13.558,3.234,1.26,2.917,3.304
2012-05-05,14.864,18.788,3.924,2.083,13.458,4.375
2012-05-06,13.133,14.908,1.775,1.708,26.375,4.333
2012-05-07,29.887,40.812,10.925,3.271,29.0,4.957
2012-05-08,29.642,40.683,11.042,3.54,49.958,5.625
2012-05-09,35.638,49.453,13.815,3.094,57.25,6.208
2012-05-10,14.167,19.175,5.008,0.521,22.375,2.708
2012-05-11,11.483,19.483,8.0,0.24,1.625,2.043
2012-05-12,7.548,11.219,3.671,0.177,4.417,2.083
2012-05-13,21.033,25.767,4.734,3.448,12.917,4.75
2012-05-14,28.728,42.527,13.8,3.586,21.409,4.391
2012-05-15,30.125,50.2,20.075,2.014,10.333,4.125
2012-05-16,33.014,53.542,20.528,4.688,23.375,5.708
2012-05-17,30.808,41.617,10.808,5.344,34.083,5.542
2012-05-18,22.392,29.064,6.673,2.0,23.75,3.87
2012-05-19,21.193,24.828,3.634,2.417,20.458,5.125
2012-05-20,15.198,16.563,1.365,2.375,21.25,3.958
2012-05-21,15.123,19.087,3.964,0.787,16.0,2.917
2012-05-22,21.218,28.916,7.698,1.152,15.625,3.696
2012-05-23,30.347,40.529,10.182,2.344,22.042,4.375
2012-05-24,42.906,52.532,9.625,6.948,29.333,6.25
2012-05-25,42.865,55.01,12.146,5.51,39.333,6.826
2012-05-26,24.767,30.684,5.917,4.156,32.25,6.292
2012-05-27,15.438,17.0,1.563,3.208,26.571,4.75
2012-05-28,21.426,27.537,6.111,3.788,24.727,4.435
2012-05-29,21.623,28.298,6.675,1.751,37.417,4.417
2012-05-30,17.546,26.355,8.809,0.312,11.708,2.583
2012-05-31,18.51,24.625,6.115,2.115,19.042,3.792
2012-06-01,24.896,31.219,6.323,5.292,25.792,5.087
2012-06-02,20.69,25.22,4.53,2.073,23.417,4.083
2012-06-03,9.614,11.302,1.688,1.01,16.875,2.542
2012-06-04,18.852,25.01,6.158,2.713,16.167,3.913
2012-06-05,27.542,39.75,12.208,2.175,13.792,3.583
2012-06-06,18.86,25.622,6.763,1.188,11.0,3.083
2012-06-07,26.51,35.021,8.51,3.146,26.875,4.625
2012-06-08,24.5,32.823,8.323,3.177,21.75,4.522
2012-06-09,18.882,24.728,5.846,2.136,8.708,3.833
2012-06-10,6.552,7.688,1.135,0.281,15.583,2.458
2012-06-11,15.441,20.568,5.127,1.323,12.227,3.565
2012-06-12,16.926,24.626,7.701,0.652,8.0,2.125
2012-06-13,30.449,41.463,11.014,3.906,10.708,4.75
2012-06-14,21.656,28.438,6.781,2.646,12.042,3.792
2012-06-15,21.114,27.833,6.719,2.25,16.958,3.913
2012-06-16,14.345,26.448,12.103,1.26,9.417,3.292
2012-06-17,18.375,23.229,4.854,5.51,9.375,4.667
2012-06-18,25.26,34.641,9.382,2.834,17.375,5.583
2012-06-19,17.75,31.979,14.229,1.103,12.542,2.783
2012-06-20,24.632,34.271,9.639,5.0,11.542,5.167
2012-06-21,22.458,33.698,11.24,0.385,6.333,3.25
2012-06-22,16.083,24.594,8.51,0.354,5.208,2.391
2012-06-23,20.883,24.862,3.979,3.125,12.25,5.083
2012-06-24,18.886,22.104,3.219,3.208,19.458,4.75
2012-06-25,17.646,23.257,5.611,1.583,17.292,3.75
2012-06-26,14.219,22.188,7.968,0.618,12.375,2.333
2012-06-27,25.504,33.347,7.843,3.198,15.545,3.739
2012-06-28,14.636,23.219,8.584,1.26,10.5,1.833
2012-06-29,17.021,25.469,8.448,2.698,10.792,3.957
2012-06-30,18.543,22.438,3.895,3.948,17.083,5.292
2012-07-01,17.875,24.167,6.292,1.136,14.167,3.667
2012-07-02,22.38,31.268,8.887,3.065,18.458,5.458
2012-07-03,33.333,51.653,18.32,1.953,15.167,5.167
2012-07-04,22.744,33.632,10.888,3.417,19.542,5.652
2012-07-05,28.344,38.927,10.583,5.01,18.5,5.125
2012-07-06,22.083,41.177,19.094,4.042,23.167,4.348
2012-07-07,11.104,14.139,3.036,1.094,9.542,3.625
2012-07-08,6.198,7.771,1.573,0.573,9.5,2.625
2012-07-09,16.727,22.286,5.558,2.09,13.917,3.958
2012-07-10,17.796,25.015,7.219,2.501,15.909,3.909
2012-07-11,19.753,34.877,15.124,2.343,12.25,3.583
2012-07-12,13.823,23.77,9.948,2.688,19.0,3.042
2012-07-13,23.136,39.812,16.677,3.927,24.667,5.261
2012-07-14,17.009,25.983,8.974,3.802,17.417,4.333
2012-07-15,7.625,12.104,4.479,4.021,14.375,3.5
2012-07-16,7.759,14.313,6.554,2.994,8.0,3.25
2012-07-17,10.926,26.048,15.121,2.576,8.958,3.174
2012-07-18,12.082,27.182,15.1,3.449,9.708,3.208
2012-07-19,11.636,22.656,11.021,3.271,13.292,3.292
2012-07-20,20.865,32.458,11.594,3.396,16.0,4.174
2012-07-21,18.476,30.31,11.833,1.625,14.042,4.208
2012-07-22,10.292,13.271,2.979,1.604,13.833,4.042
2012-07-23,16.291,23.7,7.408,2.142,16.417,4.25
2012-07-24,19.141,23.644,4.503,5.74,21.0,5.25
2012-07-25,23.979,31.051,7.073,6.594,29.864,6.0
2012-07-26,20.094,25.24,5.146,5.312,33.083,4.875
2012-07-27,20.427,25.76,5.333,5.74,30.125,4.783
2012-07-28,16.921,21.395,4.474,6.656,38.875,4.875
2012-07-29,11.021,13.01,1.99,5.844,51.333,4.125
2012-07-30,15.04,31.913,16.873,4.353,20.5,3.565
2012-07-31,12.698,23.991,11.293,1.232,8.5,1.875
2012-08-01,8.902,17.49,8.588,0.912,8.042,1.333
2012-08-02,16.75,29.658,12.908,2.552,9.833,2.917
2012-08-03,14.55,25.792,11.242,1.979,10.292,2.826
2012-08-04,7.637,12.309,4.673,0.948,7.417,1.5
2012-08-05,7.862,12.121,4.259,1.844,7.958,1.875
2012-08-06,19.067,33.032,13.965,2.427,9.833,2.957
2012-08-07,15.908,30.225,14.317,2.829,11.583,2.833
2012-08-08,11.085,16.732,5.647,0.75,8.542,2.583
2012-08-09,24.624,33.142,8.518,3.021,13.458,4.292
2012-08-10,20.55,29.525,8.975,2.427,23.375,3.783
2012-08-11,15.606,26.595,10.989,3.531,19.708,4.542
2012-08-12,11.325,15.963,4.637,2.406,15.333,3.333
2012-08-13,10.099,15.92,5.821,4.082,26.304,3.304
2012-08-14,12.417,19.709,7.292,3.243,17.167,3.833
2012-08-15,9.119,19.97,10.851,3.167,7.875,3.792
2012-08-16,9.425,22.517,13.092,2.802,7.167,3.083
2012-08-17,17.034,29.167,12.133,3.75,14.708,3.957
2012-08-18,15.858,21.833,5.975,1.552,13.583,2.833
2012-08-19,7.653,12.337,4.684,1.083,5.167,2.667
2012-08-20,14.852,26.265,11.413,1.437,8.625,3.458
2012-08-21,14.767,29.075,14.308,2.098,8.917,2.682
2012-08-22,14.449,31.989,17.54,2.542,9.083,2.833
2012-08-23,13.625,29.067,15.442,1.688,7.292,2.667
2012-08-24,17.483,33.467,15.983,2.187,8.792,3.435
2012-08-25,16.897,25.023,8.126,3.083,9.875,3.083
2012-08-26,9.053,13.005,3.952,2.146,10.042,2.875
2012-08-27,13.839,25.82,11.981,1.489,9.0,2.783
2012-08-28,14.275,29.358,15.083,2.166,7.083,2.875
2012-08-29,14.541,32.493,17.953,3.417,9.292,4.083
2012-08-30,14.0,31.617,17.617,2.656,11.458,3.583
2012-08-31,14.525,30.325,15.8,2.094,9.458,3.696
2012-09-01,16.132,27.074,10.942,1.813,8.167,3.75
2012-09-02,10.436,14.726,4.29,1.583,9.333,2.75
2012-09-03,18.418,32.058,13.639,1.3,7.875,2.783
2012-09-04,24.042,42.55,18.508,3.317,14.417,4.208
2012-09-05,18.69,39.457,20.767,3.51,12.75,4.083
2012-09-06,24.233,44.217,19.983,3.719,17.125,4.208
2012-09-07,23.775,40.967,17.191,3.156,14.833,4.0
2012-09-08,16.797,27.464,10.667,3.109,12.375,3.875
2012-09-09,10.648,15.311,4.664,1.917,7.5,3.333
2012-09-10,17.85,37.945,20.096,1.972,8.455,3.304
2012-09-11,15.508,32.375,16.867,0.828,4.708,2.5
2012-09-12,24.079,35.941,11.862,1.906,9.417,4.042
2012-09-13,23.533,39.9,16.367,3.146,18.708,3.667
2012-09-14,21.2,40.867,19.667,1.958,18.542,3.217
2012-09-15,16.77,26.498,9.728,1.583,11.833,3.25
2012-09-16,5.827,8.174,2.346,0.666,6.417,1.958
2012-09-17,8.047,14.659,6.612,1.574,5.333,2.708
2012-09-18,21.025,45.408,24.383,1.135,6.182,3.043
2012-09-19,21.989,35.896,13.907,3.083,19.875,4.625
2012-09-20,24.017,34.817,10.8,1.812,22.292,4.083
2012-09-21,21.25,30.367,9.117,1.938,19.875,3.522
2012-09-22,16.443,19.988,3.544,1.74,18.583,4.375
2012-09-23,8.878,10.39,1.512,0.823,13.042,3.042
2012-09-24,18.196,28.398,10.202,0.89,7.625,2.727
2012-09-25,15.225,23.625,8.4,0.51,7.333,2.458
2012-09-26,11.843,18.371,6.528,0.531,7.182,1.957
2012-09-27,14.742,23.733,8.992,0.834,6.375,2.25
2012-09-28,30.2,44.617,14.417,2.292,12.125,4.348
2012-09-29,28.632,38.608,9.976,3.177,24.125,5.542
2012-09-30,8.891,11.138,2.248,0.927,12.667,2.75
2012-10-01,17.864,34.624,16.76,0.584,3.375,3.348
2012-10-02,18.817,31.975,13.158,0.962,5.417,2.833
2012-10-03,11.423,17.652,6.23,0.5,5.042,2.292
2012-10-04,12.359,20.425,8.067,0.323,4.458,2.708
2012-10-05,14.513,23.944,9.431,0.562,4.833,2.13
2012-10-06,16.205,22.99,6.786,0.854,10.25,2.625
2012-10-07,6.274,7.814,1.54,0.531,9.625,2.208
2012-10-08,9.839,13.854,4.015,0.532,5.125,2.292
2012-10-09,13.573,21.604,8.031,0.554,4.417,1.917
2012-10-10,22.942,35.933,12.992,2.01,12.636,3.826
2012-10-11,19.167,29.65,10.483,1.375,16.875,3.167
2012-10-12,10.65,16.642,5.992,0.573,5.875,2.13
2012-10-13,16.234,24.341,8.107,1.385,9.625,3.042
2012-10-14,16.906,20.293,3.387,1.292,19.917,4.292
2012-10-15,20.292,34.662,14.37,1.364,24.208,3.565
2012-10-16,19.664,28.309,8.646,1.087,18.792,2.792
2012-10-17,19.729,29.884,10.155,0.916,10.625,2.917
2012-10-18,12.667,19.642,6.975,0.604,9.25,2.625
2012-10-19,12.825,20.175,7.35,0.677,7.542,2.304
2012-10-20,23.595,33.979,10.384,1.448,15.458,4.833
2012-10-21,23.008,28.531,5.523,3.916,25.833,5.958
2012-10-22,23.63,35.329,11.699,2.691,24.667,4.391
2012-10-23,20.8,33.65,12.85,1.394,9.0,4.125
2012-10-24,19.689,35.259,15.57,0.708,10.333,3.25
2012-10-25,32.275,52.55,20.275,1.646,13.917,4.542
2012-10-26,32.233,51.533,19.3,1.906,18.333,4.609
2012-10-27,22.709,30.361,7.652,1.562,19.792,4.25
2012-10-28,13.632,16.871,3.239,0.719,10.125,3.25
2012-10-29,12.374,19.003,6.629,0.604,9.364,3.0
2012-10-30,23.408,43.0,19.592,1.997,12.833,4.208
2012-10-31,20.512,31.753,11.242,1.312,10.542,3.5
2012-11-01,20.525,33.967,13.441,1.364,14.583,3.917
2012-11-02,13.675,22.958,9.283,0.802,11.375,3.087
2012-11-03,9.008,12.686,3.678,0.542,15.792,2.875
2012-11-04,16.007,21.582,5.575,0.594,14.167,4.167
2012-11-05,21.898,35.601,13.703,1.09,14.542,3.174
2012-11-06,24.917,46.117,21.2,2.094,18.125,5.083
2012-11-07,21.647,34.797,13.15,1.792,21.375,5.375
2012-11-08,24.817,36.8,11.983,1.542,27.375,4.833
2012-11-09,24.975,43.675,18.7,1.042,24.5,4.13
2012-11-10,14.019,21.377,7.358,0.573,15.667,3.417
2012-11-11,11.874,14.508,2.634,0.688,3.958,2.333
2012-11-12,21.942,35.714,13.773,2.08,20.545,4.87
2012-11-13,24.395,43.388,18.992,2.502,20.167,4.875
2012-11-14,16.554,30.471,13.917,2.188,12.167,3.833
2012-11-15,18.008,32.633,14.625,0.719,5.125,4.125
2012-11-16,30.783,57.667,26.883,1.51,8.409,6.0
2012-11-17,24.876,38.717,13.84,0.594,8.0,4.75
2012-11-18,8.361,11.492,3.131,0.771,11.417,3.958
2012-11-19,25.561,49.01,23.448,2.168,15.958,5.565
2012-11-20,17.392,31.135,13.743,1.338,19.75,3.833
2012-11-21,16.047,28.135,12.089,0.364,9.208,3.25
2012-11-22,36.842,75.208,38.367,2.198,15.042,5.958
2012-11-23,18.125,28.775,10.65,1.521,14.875,4.478
2012-11-24,11.025,16.981,5.956,0.479,6.708,3.208
2012-11-25,18.939,25.259,6.32,0.469,7.333,4.333
2012-11-26,19.636,34.432,14.795,0.638,7.5,3.833
2012-11-27,16.783,31.965,15.182,0.577,7.042,3.667
2012-11-28,30.012,60.859,30.847,1.584,11.091,5.348
2012-11-29,41.8,110.017,68.217,3.75,25.375,8.333
2012-11-30,21.217,50.383,29.167,1.094,17.375,4.565
2012-12-01,15.278,26.149,10.872,0.98,5.708,3.625
2012-12-02,11.668,16.227,4.559,0.292,6.75,3.417
2012-12-03,28.942,58.722,29.781,0.874,12.136,4.696
2012-12-04,19.25,35.017,15.767,1.37,15.048,4.083
2012-12-05,23.895,46.85,22.955,2.374,11.333,4.208
2012-12-06,12.75,23.592,10.842,1.927,8.375,3.5
2012-12-07,30.592,53.925,23.333,2.323,13.625,5.435
2012-12-08,20.982,33.894,12.912,2.333,15.458,4.875
2012-12-09,8.654,12.453,3.799,1.916,11.0,3.667
2012-12-10,12.558,25.89,13.333,0.692,6.565,3.522
2012-12-11,21.709,44.906,23.197,1.111,7.167,4.667
2012-12-12,26.411,50.872,24.462,0.771,6.833,4.5
2012-12-13,34.75,70.033,35.283,1.76,11.273,6.042
2012-12-14,42.075,92.1,50.025,2.76,19.375,6.391
2012-12-15,32.943,58.185,25.242,1.636,15.542,6.125
2012-12-16,11.284,15.528,4.244,0.375,9.792,3.917
2012-12-17,33.583,68.644,35.06,2.298,19.958,7.217
2012-12-18,21.008,48.142,27.133,1.461,15.208,5.708
2012-12-19,14.936,27.589,12.653,0.5,3.667,3.542
2012-12-20,28.192,58.95,30.758,1.344,9.667,4.833
2012-12-21,32.375,56.267,23.891,0.667,10.792,4.391
2012-12-22,18.412,35.96,17.548,1.177,9.458,4.583
2012-12-23,13.177,18.402,5.225,2.021,17.583,5.167
2012-12-24,14.254,21.851,7.598,1.239,11.167,4.042
2012-12-25,27.892,61.158,33.267,2.738,17.25,6.083
2012-12-26,13.928,26.575,12.647,0.958,9.565,3.087
2012-12-27,30.117,58.033,27.917,1.792,9.583,5.208
2012-12-28,28.683,51.817,23.133,0.688,9.5,4.261
2012-12-29,27.991,47.492,19.501,1.75,7.958,6.125
2012-12-30,17.169,24.777,7.608,0.781,6.292,5.417
2012-12-31,7.277,9.664,2.387,0.922,7.333,3.083
2013-01-01,15.388,18.637,3.25,3.375,28.896,5.5
2013-01-02,11.225,13.575,2.35,2.354,14.104,4.125
2013-01-03,18.442,23.967,5.525,2.313,11.542,5.0
2013-01-04,16.202,25.926,9.724,1.76,13.396,4.875
2013-01-05,10.172,13.292,3.12,0.271,4.396,3.083
2013-01-06,21.033,36.342,15.308,0.402,4.692,3.542
2013-01-07,38.817,78.75,39.933,2.418,9.896,5.542
2013-01-08,32.858,69.843,36.985,1.479,10.646,4.708
2013-01-09,14.775,30.264,15.489,0.906,2.057,3.609
2013-01-10,14.825,29.017,14.192,0.531,2.146,2.913
2013-01-11,17.991,28.444,10.453,1.854,13.834,5.167
2013-01-12,20.879,29.639,8.759,2.677,22.562,6.083
2013-01-13,10.442,14.342,3.9,1.682,13.458,3.417
2013-01-14,24.567,47.908,23.342,0.626,4.916,4.0
2013-01-15,27.011,56.099,29.087,1.302,5.73,4.083
2013-01-16,26.708,55.325,28.617,1.167,6.834,4.217
2013-01-17,25.508,55.008,29.5,1.281,8.104,4.565
2013-01-18,21.8,34.957,13.156,3.334,24.333,5.667
2013-01-19,9.085,13.057,3.972,0.802,6.854,3.542
2013-01-20,35.708,78.958,43.25,2.112,15.166,5.478
2013-01-21,28.592,53.592,25.0,3.134,23.146,6.458
2013-01-22,21.14,38.715,17.575,1.562,12.604,4.167
2013-01-23,33.769,69.647,35.878,1.774,16.604,5.6
2013-01-24,40.95,83.222,42.272,2.584,18.396,7.087
2013-01-25,42.241,86.217,43.976,6.583,27.604,8.875
2013-01-26,12.214,15.866,3.652,1.834,14.208,4.25
2013-01-27,21.022,38.354,17.333,1.16,9.35,4.261
2013-01-28,42.133,92.578,50.444,5.746,21.166,7.125
2013-01-29,34.982,64.975,29.993,2.844,18.166,5.875
2013-01-30,46.242,101.844,55.602,2.771,22.27,6.542
2013-01-31,29.6,54.275,24.675,3.052,21.271,5.87
2013-02-01,36.503,65.715,29.213,3.552,17.167,6.25
2013-02-02,30.552,45.831,15.279,2.917,27.104,7.25
2013-02-03,34.003,94.23,60.227,3.244,33.666,8.0
2013-02-04,13.125,24.308,11.183,0.592,1.438,2.792
2013-02-05,13.256,25.652,12.396,0.386,3.708,2.5
2013-02-06,17.617,36.117,18.5,0.458,3.792,2.792
2013-02-07,13.408,23.042,9.633,0.312,4.73,2.304
2013-02-08,10.885,18.176,7.291,0.365,1.104,2.708
2013-02-09,5.454,7.614,2.16,0.302,2.646,2.375
2013-02-10,16.09,26.942,10.852,0.541,7.339,2.833
2013-02-11,6.1,9.159,3.058,0.206,3.188,2.083
2013-02-12,17.569,32.726,15.157,0.521,4.146,2.833
2013-02-13,13.792,25.192,11.4,0.338,3.838,2.435
2013-02-14,22.3,42.742,20.442,0.552,5.042,3.087
2013-02-15,15.359,29.344,13.985,0.677,3.5,3.542
2013-02-16,10.407,13.604,3.197,2.458,22.688,3.875
2013-02-17,26.467,51.854,25.386,2.736,28.122,5.522
2013-02-18,13.792,24.325,10.533,0.724,10.312,2.375
2013-02-19,12.612,22.261,9.65,0.375,8.584,2.208
2013-02-20,18.867,32.725,13.858,0.963,11.75,3.167
2013-02-21,26.675,52.567,25.892,1.093,15.146,4.391
2013-02-22,17.523,26.826,9.303,0.698,10.562,3.708
2013-02-23,17.386,21.823,4.437,1.094,12.042,4.125
2013-02-24,34.464,55.545,21.082,1.91,13.73,4.875
2013-02-25,45.375,85.092,39.716,5.471,42.812,7.667
2013-02-26,41.762,65.364,23.602,4.438,57.092,7.435
2013-02-27,30.881,47.196,16.316,1.742,21.042,4.958
2013-02-28,21.075,35.558,14.483,1.198,24.271,4.565
2013-03-01,17.69,23.8,6.11,0.906,31.917,4.75
2013-03-02,9.771,12.028,2.257,0.406,10.02,3.417
2013-03-03,12.392,19.025,6.633,0.272,5.74,2.417
2013-03-04,31.792,50.142,18.35,1.986,11.25,4.042
2013-03-05,19.474,37.774,18.3,0.729,8.333,3.625
2013-03-06,13.55,23.308,9.758,0.604,10.118,2.826
2013-03-07,20.417,34.925,14.508,1.273,8.903,3.826
2013-03-08,15.187,23.546,8.359,1.156,10.958,3.667
2013-03-09,13.799,17.452,3.653,2.396,19.5,4.5
2013-03-10,11.617,19.7,8.083,0.541,5.875,2.826
2013-03-11,26.791,44.867,18.075,2.216,10.646,4.542
2013-03-12,42.648,78.109,35.462,6.99,18.812,6.333
2013-03-13,30.992,59.292,28.3,1.083,10.708,4.625
2013-03-14,13.008,21.083,8.075,0.252,4.854,2.957
2013-03-15,21.631,30.545,8.914,1.416,18.708,4.917
2013-03-16,25.11,32.804,7.694,3.219,35.417,6.333
2013-03-17,35.958,48.158,12.2,4.147,46.464,6.696
2013-03-18,34.767,54.125,19.358,3.939,30.666,5.542
2013-03-19,19.068,27.635,8.567,1.021,17.729,3.708
2013-03-20,21.625,36.475,14.85,0.584,7.416,3.75
2013-03-21,6.8,9.425,2.625,0.021,4.562,2.522
2013-03-22,17.343,24.654,7.31,1.125,7.958,3.792
2013-03-23,30.843,38.49,7.646,3.916,24.312,6.208
2013-03-24,41.2,58.508,17.308,6.11,42.188,6.708
2013-03-25,51.283,76.8,25.517,9.94,31.416,5.958
2013-03-26,47.453,82.765,35.312,3.427,22.458,5.917
2013-03-27,23.075,46.116,23.042,1.875,19.307,4.261
2013-03-28,33.8,49.058,15.258,3.229,33.292,5.174
2013-03-29,29.863,40.888,11.025,2.886,19.188,5.375
2013-03-30,13.751,17.279,3.527,0.781,7.104,3.875
2013-03-31,13.033,19.225,6.192,0.742,14.334,3.043
2013-04-01,27.025,39.042,12.017,1.887,13.75,4.348
2013-04-02,28.575,43.967,15.392,0.902,18.542,3.917
2013-04-03,19.568,30.438,10.87,0.625,15.792,4.042
2013-04-04,39.333,55.558,16.225,3.114,23.5,5.375
2013-04-05,33.916,48.075,14.159,2.896,20.45,4.652
2013-04-06,17.827,23.562,5.735,1.042,10.0,3.042
2013-04-07,7.925,9.977,2.051,0.969,4.667,3.458
2013-04-08,21.717,33.292,11.575,1.716,13.708,4.708
2013-04-09,27.55,43.317,15.767,2.649,24.048,4.75
2013-04-10,16.192,24.89,8.698,1.771,17.409,3.435
2013-04-11,22.142,32.575,10.433,2.427,21.625,4.542
2013-04-12,23.242,35.733,12.492,1.823,20.125,4.391
2013-04-13,21.77,31.01,9.24,1.771,18.458,5.167
2013-04-14,20.924,24.599,3.675,6.698,30.083,5.333
2013-04-15,24.95,34.492,9.542,3.805,28.583,4.609
2013-04-16,25.317,36.125,10.808,4.048,28.125,4.0
2013-04-17,26.047,38.855,12.809,3.24,26.125,4.292
2013-04-18,30.842,46.958,16.117,4.573,24.083,4.542
2013-04-19,8.75,12.633,3.883,0.302,14.042,2.304
2013-04-20,14.566,19.783,5.216,0.938,13.292,3.417
2013-04-21,5.099,6.424,1.325,0.156,3.708,2.25
2013-04-22,18.617,27.825,9.208,0.856,13.583,3.542
2013-04-23,31.159,44.85,13.692,1.868,16.864,4.217
2013-04-24,29.862,47.066,17.204,0.396,10.625,4.042
2013-04-25,32.15,45.933,13.783,3.51,23.0,5.542
2013-04-26,22.075,31.217,9.142,2.573,32.182,5.0
2013-04-27,21.299,29.098,7.798,2.021,21.458,5.208
2013-04-28,13.965,15.766,1.801,1.51,19.875,4.583
2013-04-29,19.45,23.367,3.917,3.04,23.542,5.042
2013-04-30,31.858,45.392,13.533,3.184,20.625,5.13
2013-05-01,10.42,15.809,5.389,0.383,7.333,2.625
2013-05-02,10.717,16.5,5.783,0.229,4.042,2.5
2013-05-03,12.725,16.65,3.925,0.792,7.625,3.565
2013-05-04,13.289,16.734,3.445,1.479,12.042,3.75
2013-05-05,15.329,17.541,2.212,2.531,27.25,5.167
2013-05-06,19.075,22.842,3.767,2.814,27.429,4.917
2013-05-07,8.942,13.45,4.508,0.239,8.417,2.042
2013-05-08,25.796,41.623,15.827,2.219,12.167,3.917
2013-05-09,46.511,72.344,25.833,6.469,17.227,6.0
2013-05-10,41.875,62.609,20.733,2.364,20.5,5.478
2013-05-11,31.997,64.777,32.78,1.968,20.333,6.083
2013-05-12,23.664,31.501,7.837,3.74,21.833,6.0
2013-05-13,28.917,47.417,18.5,3.024,21.167,4.542
2013-05-14,32.05,46.767,14.717,3.849,21.5,4.792
2013-05-15,21.288,32.253,10.965,2.802,12.875,3.5
2013-05-16,12.058,16.338,4.28,0.601,27.417,2.348
2013-05-17,20.744,29.394,8.65,2.476,14.458,3.565
2013-05-18,18.517,24.639,6.122,2.292,16.292,3.792
2013-05-19,12.455,15.142,2.686,1.458,9.208,3.042
2013-05-20,27.433,41.725,14.292,2.684,8.583,4.417
2013-05-21,26.65,36.2,9.55,3.396,27.208,5.208
2013-05-22,32.54,42.982,10.442,5.635,43.75,6.167
2013-05-23,19.092,24.658,5.567,1.427,15.87,2.826
2013-05-24,30.133,41.867,11.733,2.123,14.833,4.217
2013-05-25,20.691,26.118,5.427,2.542,20.375,3.917
2013-05-26,12.542,14.84,2.298,2.083,16.875,3.5
2013-05-27,24.975,35.559,10.583,2.736,18.708,4.087
2013-05-28,17.375,26.1,8.725,0.724,6.042,2.167
2013-05-29,22.432,39.645,17.213,2.114,7.167,3.292
2013-05-30,26.467,46.942,20.475,3.958,29.25,4.917
2013-05-31,31.378,43.166,11.788,3.528,22.167,4.696
2013-06-01,21.316,26.977,5.661,2.531,14.292,4.0
2013-06-02,14.914,16.708,1.793,2.74,16.083,3.458
2013-06-03,27.725,36.125,8.4,3.738,23.292,4.792
2013-06-04,24.925,36.833,11.908,2.925,17.833,4.125
2013-06-05,21.868,33.137,11.269,3.177,16.208,4.13
2013-06-06,20.1,29.425,9.325,1.26,16.458,2.75
2013-06-07,14.517,20.35,5.833,1.094,15.917,2.043
2013-06-08,19.49,24.955,5.465,3.084,20.917,4.0
2013-06-09,12.936,15.168,2.232,1.812,16.167,3.5
2013-06-10,19.442,27.105,7.663,1.721,11.875,2.917
2013-06-11,14.067,19.408,5.342,0.442,4.708,1.75
2013-06-12,12.166,19.859,7.694,0.573,4.917,2.0
