date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean,CO_mean
2013-06-13,23.975,40.1,16.125,4.408,13.174,3.217
2013-06-14,24.7,35.158,10.458,2.958,15.083,3.826
2013-06-15,22.164,31.656,9.492,2.01,15.292,4.0
2013-06-16,15.052,20.41,5.358,2.323,10.292,4.292
2013-06-17,21.197,32.192,10.995,3.822,21.783,4.087
2013-06-18,22.567,39.767,17.2,4.668,26.458,3.583
2013-06-19,20.416,42.956,22.54,3.188,17.125,3.542
2013-06-20,29.968,42.179,12.211,1.522,7.958,4.708
2013-06-21,33.05,47.842,14.792,1.385,10.125,4.783
2013-06-22,23.615,32.925,9.311,2.625,14.125,5.458
2013-06-23,20.671,24.757,4.087,4.99,19.708,5.708
2013-06-24,27.367,38.333,10.966,3.318,20.636,5.13
2013-06-25,28.425,43.25,14.825,3.909,18.958,4.667
2013-06-26,20.015,29.474,9.459,0.687,4.75,2.792
2013-06-27,27.892,42.867,14.975,2.74,13.042,4.5
2013-06-28,16.983,25.292,8.308,1.114,13.167,2.348
2013-06-29,15.517,22.251,6.734,2.25,12.042,3.458
2013-06-30,11.768,14.515,2.747,1.792,10.375,2.958
2013-07-01,16.883,27.125,10.242,1.509,9.792,3.0
2013-07-02,19.775,32.542,12.767,2.522,9.125,3.083
2013-07-03,26.027,43.407,17.38,3.604,10.5,3.958
2013-07-04,26.302,52.243,25.942,3.058,14.292,4.917
2013-07-05,13.625,31.875,18.25,3.01,20.125,3.13
2013-07-06,11.595,22.498,10.903,2.823,17.5,3.0
2013-07-07,11.753,18.797,7.044,2.458,14.417,2.875
2013-07-08,18.041,37.624,19.583,4.49,24.739,3.333
2013-07-09,21.1,40.842,19.742,6.964,33.125,3.792
2013-07-10,20.414,37.541,17.126,9.208,43.25,3.375
2013-07-11,18.808,36.492,17.683,4.906,35.19,2.957
2013-07-12,17.333,34.886,17.553,3.436,21.208,3.0
2013-07-13,14.114,24.853,10.739,3.062,16.625,2.792
2013-07-14,15.463,20.524,5.061,2.333,15.542,3.75
2013-07-15,18.642,28.35,9.708,2.468,10.667,4.0
2013-07-16,25.783,44.917,19.133,2.754,13.682,4.167
2013-07-17,20.177,34.475,14.298,2.948,18.318,3.333
2013-07-18,20.167,35.425,15.258,3.375,25.292,3.565
2013-07-19,14.475,23.858,9.383,0.802,6.208,2.261
2013-07-20,20.907,27.214,6.308,3.802,11.708,3.958
2013-07-21,13.59,15.675,2.085,4.177,20.792,3.417
2013-07-22,19.028,28.832,9.804,2.575,22.875,3.25
2013-07-23,28.833,44.525,15.692,4.434,27.792,4.458
2013-07-24,27.045,41.171,14.126,5.583,30.292,4.417
2013-07-25,27.717,43.208,15.492,6.706,32.208,4.348
2013-07-26,25.042,37.058,12.017,5.24,44.5,4.435
2013-07-27,26.541,33.437,6.897,6.052,40.292,6.458
2013-07-28,17.431,20.174,2.743,3.458,39.208,5.417
2013-07-29,26.9,44.15,17.25,5.381,26.417,4.583
2013-07-30,25.825,38.442,12.617,5.309,37.125,5.625
2013-07-31,26.7,37.86,11.16,3.406,40.75,4.708
2013-08-01,26.938,38.615,11.677,4.039,33.083,4.609
2013-08-02,14.858,22.016,7.158,0.958,32.875,3.391
2013-08-03,12.454,18.562,6.108,1.417,,3.167
2013-08-04,12.725,15.943,3.218,2.76,,3.708
2013-08-05,17.358,30.017,12.658,4.209,,3.826
2013-08-06,19.635,29.802,10.166,2.653,,3.75
2013-08-07,19.169,27.159,7.99,1.917,,3.875
2013-08-08,23.281,31.156,7.875,3.014,,4.833
2013-08-09,31.347,43.875,12.528,5.75,50.0,5.304
2013-08-10,22.832,29.867,7.034,5.396,50.792,5.375
2013-08-11,14.084,16.338,2.253,3.25,48.0,4.75
2013-08-12,11.898,14.772,2.874,1.198,34.667,3.609
2013-08-13,14.585,18.29,3.704,2.008,27.667,4.042
2013-08-14,14.99,17.222,2.232,2.479,30.458,3.958
2013-08-15,12.585,14.714,2.129,3.387,44.167,3.75
2013-08-16,15.344,20.48,5.136,3.93,37.208,4.87
2013-08-17,13.111,18.523,5.412,2.889,25.417,4.0
2013-08-18,9.382,14.157,4.775,2.458,15.708,3.083
2013-08-19,15.052,30.448,15.396,3.064,13.75,3.826
2013-08-20,15.019,34.484,19.465,3.697,8.5,3.583
2013-08-21,17.338,35.7,18.362,4.431,10.333,4.167
2013-08-22,19.021,35.896,16.875,4.097,11.833,3.417
2013-08-23,21.319,38.841,17.522,4.686,15.958,3.696
2013-08-24,21.26,38.342,17.083,3.764,10.167,4.875
2013-08-25,12.448,18.236,5.788,1.722,8.042,3.667
2013-08-26,28.208,43.49,15.281,3.168,12.087,4.783
2013-08-27,20.896,35.115,14.218,1.01,8.458,3.5
2013-08-28,31.163,47.823,16.66,3.722,20.458,5.333
2013-08-29,26.542,39.802,13.26,3.972,25.75,4.042
2013-08-30,20.104,39.375,19.271,4.514,20.125,3.13
2013-08-31,15.039,27.88,12.842,4.111,19.958,3.833
2013-09-01,11.482,14.542,3.06,0.597,11.25,3.375
2013-09-02,21.5,57.51,36.01,1.659,9.292,4.75
2013-09-03,18.104,49.261,31.156,0.93,4.708,2.875
2013-09-04,15.698,27.455,11.757,0.611,3.083,1.913
2013-09-05,21.729,36.125,14.396,1.208,4.667,3.042
2013-09-06,18.938,33.625,14.688,1.139,5.167,2.565
2013-09-07,15.848,23.528,7.681,0.472,7.125,2.75
2013-09-08,13.757,18.1,4.343,0.903,6.667,3.583
2013-09-09,19.348,35.842,16.494,1.052,6.833,2.708
2013-09-10,26.15,45.575,19.425,1.107,11.958,3.333
2013-09-11,24.482,37.033,12.55,2.083,17.542,3.667
2013-09-12,32.158,48.617,16.458,5.875,31.571,5.045
2013-09-13,26.55,42.65,16.1,3.76,40.75,4.739
2013-09-14,14.124,18.857,4.733,1.281,26.792,2.583
2013-09-15,2.508,3.823,1.315,0.354,2.708,0.958
2013-09-16,5.225,7.417,2.192,0.333,3.25,1.75
2013-09-17,20.325,32.7,12.375,1.463,6.917,2.375
2013-09-18,23.757,35.88,12.123,1.364,10.375,2.667
2013-09-19,26.274,35.675,9.401,2.295,13.208,3.261
2013-09-20,31.466,43.254,11.788,2.948,17.708,4.391
2013-09-21,25.168,33.167,7.999,3.333,17.083,4.375
2013-09-22,9.037,10.228,1.191,1.052,20.375,2.708
2013-09-23,13.85,16.542,2.692,1.519,21.292,3.458
2013-09-24,19.67,31.621,11.951,0.81,13.958,2.652
2013-09-25,18.699,33.335,14.636,1.125,12.083,2.292
2013-09-26,7.383,11.517,4.133,0.302,2.5,1.261
2013-09-27,20.008,31.842,11.833,1.084,5.917,2.609
2013-09-28,13.067,16.634,3.567,0.792,9.25,1.917
2013-09-29,11.828,14.307,2.478,1.562,9.25,2.833
2013-09-30,24.083,36.083,12.0,1.668,12.625,3.261
2013-10-01,17.403,25.301,7.898,0.801,12.708,2.083
2013-10-02,20.221,30.658,10.437,1.531,14.792,2.917
2013-10-03,11.417,17.183,5.767,0.479,10.0,2.083
2013-10-04,13.433,20.575,7.142,0.708,10.0,1.87
2013-10-05,12.545,15.922,3.377,0.781,12.167,2.208
2013-10-06,7.139,8.892,1.753,0.49,6.667,1.958
2013-10-07,14.579,27.002,12.423,0.45,6.542,1.875
2013-10-08,20.333,34.175,13.842,0.56,9.917,2.208
2013-10-09,21.484,36.324,14.841,1.542,8.292,3.167
2013-10-10,21.708,35.083,13.375,2.26,11.435,3.174
2013-10-11,17.825,30.85,13.025,2.365,12.5,3.304
2013-10-12,11.977,16.164,4.187,1.635,24.417,3.292
2013-10-13,8.131,10.14,2.01,0.583,8.25,2.208
2013-10-14,12.208,15.133,2.925,1.002,11.333,2.25
2013-10-15,15.292,22.292,7.0,0.653,8.25,1.957
2013-10-16,8.357,13.364,5.007,0.281,2.458,1.667
2013-10-17,12.483,21.783,9.3,0.292,5.917,1.75
2013-10-18,18.7,28.659,9.958,0.698,7.792,2.304
2013-10-19,17.136,25.338,8.202,0.51,9.667,2.75
2013-10-20,10.982,14.16,3.179,0.25,3.542,2.542
2013-10-21,23.967,44.3,20.333,1.162,7.167,4.042
2013-10-22,16.425,29.659,13.234,0.38,3.5,2.0
2013-10-23,16.344,26.594,10.25,0.396,5.167,1.792
2013-10-24,14.033,21.083,7.05,0.344,5.773,1.696
2013-10-25,14.157,21.82,7.663,0.298,2.042,2.13
2013-10-26,8.135,11.615,3.481,0.312,9.875,2.958
2013-10-27,10.664,13.59,2.926,0.302,16.333,3.125
2013-10-28,26.704,41.067,14.363,0.928,16.875,3.917
2013-10-29,25.575,39.95,14.375,0.875,13.0,3.208
2013-10-30,22.058,41.409,19.351,2.073,20.542,4.542
2013-10-31,21.617,32.013,10.396,1.298,24.5,4.227
2013-11-01,19.342,28.167,8.825,1.021,19.792,3.609
2013-11-02,34.674,47.629,12.956,2.458,22.0,5.75
2013-11-03,26.19,31.934,5.745,1.417,35.25,6.292
2013-11-04,13.55,17.058,3.508,1.13,20.083,5.958
2013-11-05,19.858,30.4,10.542,1.208,24.458,4.5
2013-11-06,35.49,56.726,21.236,2.0,24.958,5.292
2013-11-07,24.675,39.583,14.908,2.333,23.136,4.565
2013-11-08,27.535,43.855,16.32,2.072,23.75,4.348
2013-11-09,20.157,31.37,11.214,1.125,12.083,3.458
2013-11-10,12.35,15.087,2.737,1.198,14.25,3.458
2013-11-11,13.1,24.808,11.708,0.59,3.792,2.696
2013-11-12,17.717,30.858,13.141,0.704,6.167,3.333
2013-11-13,13.33,22.478,9.148,0.292,3.292,2.583
2013-11-14,30.467,53.159,22.692,1.01,9.958,4.333
2013-11-15,28.914,51.399,22.484,0.668,9.0,4.609
2013-11-16,29.769,52.012,22.244,2.364,20.667,6.542
2013-11-17,21.45,30.161,8.711,3.177,31.292,6.333
2013-11-18,15.583,26.916,11.334,1.486,10.292,3.304
2013-11-19,16.633,29.792,13.158,1.545,8.458,3.25
2013-11-20,19.957,35.925,15.969,1.979,13.334,4.208
2013-11-21,18.032,31.747,13.714,1.305,9.688,3.083
2013-11-22,23.823,42.548,18.724,1.304,10.708,4.0
2013-11-23,22.705,34.233,11.528,1.437,8.521,5.125
2013-11-24,30.195,41.96,11.765,2.771,23.042,6.875
2013-11-25,27.455,47.52,20.065,1.977,16.866,5.435
2013-11-26,15.65,27.45,11.8,0.914,6.521,2.917
2013-11-27,26.123,47.412,21.289,2.802,10.958,4.5
2013-11-28,14.625,28.408,13.783,1.229,6.98,3.333
2013-11-29,18.175,38.717,20.542,1.094,6.334,3.783
2013-11-30,25.51,41.555,16.044,1.386,10.75,5.333
2013-12-01,24.998,40.142,15.143,2.021,18.792,5.958
2013-12-02,37.333,73.859,36.525,2.605,24.833,6.478
2013-12-03,35.492,78.0,42.508,2.233,21.125,6.417
2013-12-04,32.674,66.991,34.317,2.03,19.0,5.542
2013-12-05,38.967,74.9,35.933,3.302,23.875,7.5
2013-12-06,33.492,68.075,34.583,4.688,37.208,7.913
2013-12-07,19.593,32.692,13.099,1.021,13.521,4.458
2013-12-08,13.784,18.263,4.479,0.354,6.083,3.333
2013-12-09,33.743,62.972,29.229,1.019,10.848,4.667
2013-12-10,17.316,30.25,12.933,1.358,7.604,4.0
2013-12-11,23.912,46.437,22.525,2.24,12.125,4.583
2013-12-12,18.154,34.158,16.004,1.195,7.272,3.957
2013-12-13,26.117,49.003,22.887,1.844,9.334,4.913
2013-12-14,12.831,21.318,8.487,1.364,8.834,3.667
2013-12-15,10.51,14.599,4.089,2.094,13.166,3.542
2013-12-16,15.08,30.243,15.163,0.465,6.458,3.25
2013-12-17,23.1,48.25,25.15,0.788,7.542,5.583
2013-12-18,17.038,29.58,12.543,0.552,2.917,2.833
2013-12-19,26.632,67.893,41.262,1.625,5.666,5.913
2013-12-20,17.564,33.522,15.958,1.635,8.598,4.826
2013-12-21,16.482,32.268,15.787,0.833,3.562,5.125
2013-12-22,8.474,11.504,3.03,0.458,6.0,2.833
2013-12-23,13.175,18.892,5.717,0.338,4.646,3.0
2013-12-24,22.1,40.633,18.533,0.67,7.792,3.5
2013-12-25,27.186,45.755,18.569,0.813,11.208,4.083
2013-12-26,34.375,65.105,30.731,1.068,13.962,4.565
2013-12-27,20.567,37.142,16.575,1.927,11.396,5.435
2013-12-28,14.946,25.621,10.675,1.26,6.438,3.958
2013-12-29,14.321,19.88,5.559,1.333,7.062,4.292
2013-12-30,24.058,35.442,11.383,2.2,14.895,6.0
2013-12-31,24.883,36.758,11.875,3.024,25.208,7.739
2014-01-01,4.858,6.042,1.183,0.864,4.062,3.125
2014-01-02,5.617,7.608,1.992,1.097,5.688,2.913
2014-01-03,15.35,20.556,5.206,0.958,5.271,4.292
2014-01-04,24.79,35.001,10.211,1.997,13.812,6.458
2014-01-05,25.95,38.367,12.417,2.551,21.166,5.458
2014-01-06,25.015,43.725,18.71,2.016,14.729,4.958
2014-01-07,13.525,25.974,12.449,0.468,4.374,2.917
2014-01-08,18.142,33.442,15.3,1.229,13.822,4.0
2014-01-09,22.692,43.875,21.183,0.586,7.77,4.0
2014-01-10,14.802,23.069,8.267,1.531,11.334,4.917
2014-01-11,15.418,19.901,4.482,3.138,12.542,5.125
2014-01-12,5.233,7.492,2.258,0.592,4.73,2.625
2014-01-13,20.175,39.825,19.65,0.49,4.958,3.167
2014-01-14,38.016,79.668,41.652,1.167,11.167,4.957
2014-01-15,19.53,33.167,13.637,0.708,4.708,3.167
2014-01-16,29.526,48.272,18.746,2.069,20.834,5.565
2014-01-17,14.286,22.321,8.035,1.802,16.666,5.708
2014-01-18,17.949,24.776,6.827,1.46,7.52,5.125
2014-01-19,23.4,42.542,19.142,2.007,16.875,5.292
2014-01-20,19.658,35.392,15.733,1.375,16.652,4.609
2014-01-21,30.867,53.058,22.192,1.25,18.5,5.083
2014-01-22,26.205,56.497,30.292,1.64,9.688,5.2
2014-01-23,15.451,26.818,11.367,0.521,4.146,3.261
2014-01-24,24.064,40.202,16.137,1.261,9.938,5.458
2014-01-25,25.692,36.246,10.554,1.924,19.688,6.917
2014-01-26,28.054,47.031,18.976,1.204,17.0,4.5
2014-01-27,25.349,60.255,34.907,2.003,10.458,5.864
2014-01-28,11.533,20.485,8.952,0.845,4.854,2.917
2014-01-29,23.258,46.187,22.929,0.597,5.02,3.833
2014-01-30,31.375,66.383,35.008,1.184,6.438,5.174
2014-01-31,10.639,16.842,6.203,0.458,6.646,3.75
2014-02-01,7.21,9.688,2.478,0.126,6.292,3.208
2014-02-02,19.308,39.95,20.642,0.304,5.812,3.417
2014-02-03,20.3,44.792,24.492,0.217,5.292,3.292
2014-02-04,24.708,44.298,19.59,0.854,9.311,4.083
2014-02-05,24.158,42.262,18.105,1.124,12.86,4.409
2014-02-06,18.183,34.934,16.75,0.548,4.48,3.217
2014-02-07,29.86,43.874,14.014,2.166,13.104,5.708
2014-02-08,18.814,25.492,6.679,1.834,17.416,4.833
2014-02-09,15.342,28.117,12.775,0.733,6.188,3.333
2014-02-10,24.531,42.523,17.992,2.324,15.729,5.167
2014-02-11,25.892,37.542,11.65,2.99,24.146,5.792
2014-02-12,32.922,70.487,37.565,2.668,25.792,5.826
2014-02-13,17.517,31.475,13.958,0.719,5.708,3.913
2014-02-14,21.184,31.37,10.186,1.698,11.542,5.458
2014-02-15,20.222,26.448,6.226,2.964,22.458,5.75
2014-02-16,34.522,56.211,21.689,1.545,8.691,4.875
2014-02-17,29.75,51.3,21.55,1.094,12.062,4.667
2014-02-18,20.45,35.167,14.717,0.584,6.312,4.217
2014-02-19,13.56,23.415,9.855,0.398,1.312,2.917
2014-02-20,14.633,24.375,9.742,0.115,5.73,2.75
2014-02-21,24.992,35.129,10.136,1.302,8.125,4.458
2014-02-22,21.392,27.22,5.828,0.875,8.938,4.458
2014-02-23,34.669,70.486,35.817,2.849,20.792,7.0
2014-02-24,31.055,50.221,19.167,1.912,31.542,5.875
2014-02-25,32.175,50.258,18.083,1.57,24.542,5.0
2014-02-26,29.657,48.615,18.959,1.046,12.354,4.583
2014-02-27,16.95,29.225,12.275,1.167,12.02,3.875
2014-02-28,16.04,22.308,6.268,1.917,14.666,4.0
2014-03-01,11.645,14.526,2.881,0.396,4.917,3.667
2014-03-02,23.808,43.117,19.308,1.06,14.833,4.75
2014-03-03,26.892,45.092,18.2,0.729,15.875,4.625
2014-03-04,21.59,36.039,14.449,1.868,13.73,5.083
2014-03-05,16.366,27.949,11.582,0.663,11.261,3.478
2014-03-06,26.046,38.674,12.627,1.892,16.334,4.25
2014-03-07,17.325,24.427,7.102,0.677,9.164,3.875
2014-03-08,5.994,7.646,1.652,0.052,7.52,3.0
2014-03-09,21.3,35.667,14.367,0.524,5.958,3.667
2014-03-10,13.575,23.208,9.633,0.666,6.334,3.208
2014-03-11,22.245,37.447,15.202,1.826,9.438,4.217
2014-03-12,23.136,36.248,13.112,2.764,21.271,4.458
2014-03-13,30.553,55.558,25.005,2.725,11.0,4.957
2014-03-14,17.174,22.796,5.622,1.416,19.292,4.375
2014-03-15,18.998,23.336,4.338,0.76,15.708,4.208
2014-03-16,30.758,54.217,23.458,1.87,14.25,5.833
2014-03-17,34.918,70.07,35.152,3.171,19.87,6.739
2014-03-18,34.574,52.645,18.071,1.567,17.229,5.125
2014-03-19,22.319,41.315,18.996,1.481,6.292,3.667
2014-03-20,11.858,18.075,6.217,0.5,12.812,3.043
2014-03-21,29.614,43.891,14.277,5.458,21.584,5.375
2014-03-22,23.138,29.066,5.928,4.865,29.875,5.917
2014-03-23,13.655,19.635,5.981,0.711,13.812,2.958
2014-03-24,13.942,22.177,8.235,0.518,7.729,3.043
2014-03-25,15.343,22.581,7.238,0.472,8.041,3.25
2014-03-26,32.293,47.33,15.036,2.408,13.104,5.0
2014-03-27,35.458,51.45,15.992,3.958,18.958,5.261
2014-03-28,31.561,42.525,10.964,4.875,18.27,4.792
2014-03-29,26.672,33.143,6.47,1.844,16.312,5.333
2014-03-30,33.442,43.766,10.325,2.509,29.542,5.917
2014-03-31,31.2,44.367,13.167,3.252,28.396,5.25
2014-04-01,28.342,41.3,12.958,1.968,13.438,3.917
2014-04-02,23.301,31.18,7.879,2.125,14.208,3.083
2014-04-03,24.058,35.242,11.184,1.916,8.312,3.625
2014-04-04,17.65,26.95,9.3,1.823,7.479,3.435
2014-04-05,14.38,20.39,6.01,1.15,11.771,3.625
2014-04-06,9.033,11.354,2.321,0.729,9.75,3.375
2014-04-07,30.15,45.133,14.983,3.194,14.068,4.958
2014-04-08,42.525,65.283,22.758,5.138,26.417,6.958
2014-04-09,37.063,49.648,12.586,5.146,33.52,5.292
2014-04-10,30.233,41.85,11.617,5.281,34.728,4.913
2014-04-11,20.0,27.275,7.275,1.594,16.604,3.348
2014-04-12,31.23,38.878,7.647,2.594,19.896,5.167
2014-04-13,25.359,28.904,3.545,3.427,17.416,4.167
2014-04-14,17.525,22.85,5.325,1.226,14.442,2.696
2014-04-15,34.908,49.458,14.55,3.697,16.812,4.833
2014-04-16,53.144,76.978,23.834,7.708,29.5,7.0
2014-04-17,43.383,59.342,15.958,7.48,41.104,6.292
2014-04-18,18.825,24.35,5.525,1.396,32.708,3.696
2014-04-19,8.654,11.463,2.808,0.875,15.708,2.458
2014-04-20,10.83,12.984,2.154,0.771,7.562,2.917
2014-04-21,16.2,23.642,7.442,0.609,3.042,2.917
2014-04-22,18.217,25.342,7.125,1.086,17.812,3.417
2014-04-23,27.614,41.991,14.377,3.052,17.73,4.083
2014-04-24,28.833,38.4,9.567,2.25,17.625,4.292
2014-04-25,32.0,44.442,12.442,2.427,17.44,4.273
2014-04-26,23.955,30.305,6.349,2.458,17.812,4.125
2014-04-27,15.044,17.344,2.3,2.312,14.52,3.708
2014-04-28,24.375,32.733,8.358,1.515,13.208,3.0
2014-04-29,11.784,14.267,2.483,0.56,7.042,2.0
2014-04-30,20.09,29.17,9.08,3.719,11.896,3.792
2014-05-01,26.508,40.8,14.292,5.24,13.666,4.5
2014-05-02,30.092,41.692,11.6,5.188,18.208,5.522
2014-05-03,16.209,19.408,3.199,2.625,22.646,4.25
2014-05-04,11.112,13.333,2.222,1.927,13.812,3.5
2014-05-05,17.083,19.925,2.842,2.227,18.479,4.042
2014-05-06,11.792,14.317,2.525,1.948,15.334,3.667
2014-05-07,27.449,36.058,8.609,3.844,19.75,4.458
2014-05-08,29.092,40.108,11.017,3.531,16.868,4.25
2014-05-09,17.892,25.142,7.25,1.812,17.885,3.545
2014-05-10,8.389,10.289,1.899,0.906,13.542,2.0
2014-05-11,10.982,12.204,1.223,2.188,14.792,3.625
2014-05-12,25.917,35.075,9.158,2.422,13.625,3.833
2014-05-13,34.192,48.167,13.975,5.314,16.188,5.417
2014-05-14,37.017,50.379,13.362,3.26,22.083,5.583
2014-05-15,26.533,37.375,10.842,1.812,15.542,4.391
2014-05-16,25.867,38.525,12.658,3.292,19.431,4.696
2014-05-17,17.815,21.474,3.659,2.542,14.542,4.042
2014-05-18,15.895,18.259,2.364,2.531,9.25,4.417
2014-05-19,27.092,36.45,9.358,3.44,21.812,4.13
2014-05-20,25.183,35.208,10.025,3.695,24.958,4.083
2014-05-21,10.732,14.011,3.28,0.729,8.333,2.375
2014-05-22,22.175,30.958,8.784,2.208,16.229,3.292
2014-05-23,12.975,18.692,5.716,0.487,6.396,2.304
2014-05-24,17.923,24.671,6.748,2.146,10.479,3.667
2014-05-25,13.196,15.404,2.208,3.094,12.292,3.667
2014-05-26,27.133,40.7,13.567,2.166,8.75,3.833
2014-05-27,33.225,50.942,17.717,4.98,19.116,5.696
2014-05-28,31.872,44.261,12.389,5.281,25.688,5.083
2014-05-29,25.017,34.142,9.125,4.26,26.5,3.708
2014-05-30,24.058,32.692,8.633,5.208,46.229,4.348
2014-05-31,24.425,31.978,7.553,6.76,49.25,5.875
2014-06-01,20.898,23.011,2.114,5.927,49.604,5.917
2014-06-02,24.683,33.417,8.733,3.162,33.312,3.913
2014-06-03,22.8,33.292,10.492,2.76,20.875,3.625
2014-06-04,15.276,20.536,5.26,0.781,22.77,2.25
2014-06-05,9.983,13.575,3.592,0.51,7.062,2.0
2014-06-06,21.625,28.542,6.917,1.219,7.562,2.696
2014-06-07,20.373,27.178,6.804,1.571,11.458,3.667
2014-06-08,14.461,17.922,3.462,3.626,8.604,3.542
2014-06-09,20.6,29.825,9.225,2.917,13.812,3.125
2014-06-10,17.533,29.808,12.275,1.995,14.354,3.375
2014-06-11,11.95,21.52,9.57,0.75,10.125,2.0
2014-06-12,17.675,30.4,12.725,1.386,3.704,2.565
2014-06-13,20.55,30.617,10.067,1.542,7.646,3.087
2014-06-14,20.647,27.373,6.727,2.99,22.792,4.333
2014-06-15,13.868,16.026,2.158,4.018,33.458,5.0
2014-06-16,26.203,33.703,7.5,4.892,31.021,4.826
2014-06-17,35.073,44.844,9.771,5.483,31.75,5.208
2014-06-18,14.587,16.859,2.272,1.385,16.916,2.875
2014-06-19,21.044,28.692,7.648,2.172,19.334,3.625
2014-06-20,24.448,33.645,9.197,4.267,18.02,4.348
2014-06-21,24.045,32.105,8.061,4.156,15.562,4.333
2014-06-22,8.755,10.723,1.967,1.035,10.188,2.625
2014-06-23,14.95,22.417,7.466,0.98,9.354,2.542
2014-06-24,20.286,32.2,11.914,2.214,12.006,2.958
2014-06-25,20.561,28.605,8.045,2.073,17.375,3.167
2014-06-26,19.85,29.15,9.3,2.644,30.746,3.565
2014-06-27,26.005,38.818,12.813,3.271,15.458,3.435
2014-06-28,10.679,13.344,2.665,0.356,3.562,1.708
2014-06-29,12.295,14.852,2.557,2.067,16.105,3.583
2014-06-30,27.091,35.075,7.983,3.55,28.854,4.391
2014-07-01,27.192,37.15,9.958,2.967,23.562,4.583
2014-07-02,23.488,32.237,8.749,3.354,23.729,3.667
2014-07-03,22.878,31.857,8.978,1.566,17.292,3.292
2014-07-04,22.492,34.942,12.45,2.26,11.104,4.261
2014-07-05,21.716,29.145,7.43,4.042,10.438,5.042
2014-07-06,13.192,15.479,2.287,1.865,10.458,3.875
2014-07-07,27.375,45.317,17.942,2.501,11.354,4.75
2014-07-08,20.425,47.175,26.75,3.622,14.708,4.333
2014-07-09,14.411,39.534,25.123,2.302,8.938,4.042
2014-07-10,16.425,41.792,25.367,0.792,4.312,2.409
2014-07-11,23.65,38.258,14.608,2.688,18.167,4.522
2014-07-12,28.366,34.372,6.006,6.625,31.292,6.75
2014-07-13,16.104,19.276,3.172,3.699,21.521,3.458
2014-07-14,29.198,46.845,17.646,5.01,17.93,4.583
2014-07-15,32.909,50.282,17.373,6.917,23.52,6.125
2014-07-16,16.035,33.862,17.828,5.99,24.208,3.792
2014-07-17,24.1,45.567,21.467,7.76,27.689,4.217
2014-07-18,25.842,43.008,17.167,6.136,27.834,4.696
2014-07-19,17.412,24.935,7.523,5.633,25.562,3.375
2014-07-20,15.302,18.859,3.557,2.495,17.938,3.708
2014-07-21,12.125,15.983,3.858,2.59,24.0,3.208
2014-07-22,16.455,31.972,15.517,4.892,31.479,3.783
2014-07-23,19.845,34.726,14.882,5.375,21.688,3.542
2014-07-24,26.829,42.882,16.053,6.729,20.812,4.792
2014-07-25,20.083,31.167,11.083,2.666,16.417,3.739
2014-07-26,15.721,23.255,7.534,6.958,30.708,3.292
2014-07-27,9.641,13.923,4.282,4.225,25.021,3.083
2014-07-28,15.067,21.028,5.962,1.056,7.001,3.174
2014-07-29,16.925,24.342,7.417,1.719,17.792,3.333
2014-07-30,15.596,25.051,9.456,1.719,14.021,2.875
2014-07-31,15.4,29.6,14.2,3.114,10.042,3.0
2014-08-01,15.383,30.667,15.283,3.072,8.812,2.913
2014-08-02,15.69,34.242,18.551,2.125,6.854,3.75
2014-08-03,10.162,18.982,8.82,1.222,3.521,3.0
2014-08-04,14.267,37.383,23.117,2.267,5.708,3.708
2014-08-05,10.825,32.167,21.342,3.625,7.347,3.913
2014-08-06,12.953,30.504,17.55,3.616,8.0,3.542
2014-08-07,13.404,28.94,15.536,3.083,7.812,3.417
2014-08-08,11.027,20.08,9.053,0.963,5.416,1.696
2014-08-09,6.06,9.583,3.523,0.521,2.646,1.0
2014-08-10,7.726,10.874,3.147,0.889,6.125,2.875
2014-08-11,21.858,32.258,10.4,3.383,10.646,4.0
2014-08-12,29.942,41.285,11.344,3.844,18.886,4.583
2014-08-13,17.579,24.662,7.083,2.656,20.479,4.458
2014-08-14,13.886,20.634,6.748,2.743,14.478,3.429
2014-08-15,9.792,15.666,5.875,2.862,13.584,3.217
2014-08-16,10.932,16.217,5.285,2.85,14.416,3.417
2014-08-17,10.381,13.322,2.941,2.965,12.25,3.792
2014-08-18,10.933,23.825,12.892,2.622,7.25,3.083
2014-08-19,11.758,29.408,17.65,3.068,7.562,3.0
2014-08-20,10.897,27.539,16.642,3.248,7.242,2.917
2014-08-21,12.135,28.654,16.519,3.015,5.854,3.333
2014-08-22,11.983,28.892,16.908,2.32,5.896,3.174
2014-08-23,10.918,21.494,10.576,2.896,7.084,3.25
2014-08-24,8.554,12.556,4.002,1.162,5.02,2.25
2014-08-25,19.217,33.467,14.25,3.817,15.542,3.292
2014-08-26,16.225,28.492,12.267,1.636,13.062,2.875
2014-08-27,11.806,18.154,6.349,0.573,6.334,2.125
2014-08-28,14.3,24.217,9.917,0.688,5.988,2.348
2014-08-29,18.192,26.65,8.459,1.245,7.334,3.043
2014-08-30,10.961,16.562,5.6,0.76,7.688,2.5
2014-08-31,6.533,8.088,1.555,0.889,8.75,2.167
2014-09-01,18.217,30.025,11.808,0.597,5.292,2.208
2014-09-02,26.1,39.242,13.142,2.542,10.812,3.875
2014-09-03,21.56,35.575,14.015,1.0,10.036,2.5
2014-09-04,22.683,40.9,18.217,0.78,5.542,2.667
2014-09-05,22.025,45.017,22.992,2.091,13.93,3.5
