date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,304.833,91.0,86.542,64.0,14.875,4.584,6.396,1.812,3.375,8.979,2.0,-4.221,-13.7,319.708
2011-01-02,193.667,91.0,74.375,62.0,10.542,2.366,3.688,1.322,4.292,3.688,-0.1,-1.971,-6.7,204.208
2011-01-03,195.208,86.0,77.292,67.0,9.25,2.334,3.396,1.062,3.396,3.896,-3.8,-5.796,-8.7,204.458
2011-01-04,254.667,91.0,73.125,35.0,11.958,7.209,10.06,2.851,2.958,3.542,-1.9,-10.138,-19.4,266.625
2011-01-05,233.318,91.0,82.875,50.0,11.727,6.125,8.812,2.688,3.271,6.271,0.5,-4.396,-13.0,245.045
2011-01-06,256.667,92.0,77.708,44.0,14.125,9.646,14.895,5.25,3.188,7.812,1.7,-1.679,-7.6,270.792
2011-01-07,233.125,90.0,75.208,46.0,13.042,12.042,14.229,2.188,3.77,8.521,-0.9,-6.65,-20.0,246.167
2011-01-08,334.083,91.0,80.125,54.0,16.042,17.625,25.625,8.0,3.479,14.208,-2.1,-12.675,-21.4,350.125
2011-01-09,295.5,91.0,78.25,39.0,14.792,17.166,23.521,6.354,3.438,9.854,-0.4,-7.738,-12.5,310.292
2011-01-10,279.083,91.0,76.708,30.0,14.708,13.562,23.354,9.792,3.218,13.63,-2.2,-8.842,-14.0,293.792
2011-01-11,262.167,91.0,67.25,27.0,11.625,8.896,14.416,5.52,2.625,5.062,-5.3,-11.596,-19.5,273.792
2011-01-12,276.583,89.0,77.208,40.0,14.0,12.826,17.925,5.098,2.797,3.682,-4.9,-13.125,-23.0,290.583
2011-01-13,350.042,91.0,80.5,55.0,15.667,17.208,27.375,10.166,3.042,15.417,-4.9,-15.192,-22.4,365.708
2011-01-14,230.458,91.0,61.0,32.0,10.75,9.354,11.958,2.604,3.021,6.021,-6.4,-14.371,-24.8,241.208
2011-01-15,299.75,89.0,73.708,39.0,12.083,12.562,15.416,2.854,2.771,8.98,-4.3,-16.321,-25.6,311.833
2011-01-16,345.625,93.0,78.125,34.0,15.5,13.522,21.848,8.326,3.0,9.604,-4.1,-15.279,-26.3,361.125
2011-01-17,301.667,92.0,79.167,42.0,15.417,14.834,22.042,7.208,3.021,8.666,-4.0,-10.992,-16.6,317.083
2011-01-18,294.208,92.0,73.5,34.0,15.0,19.325,28.988,9.662,3.5,9.375,-1.1,-10.083,-18.8,309.208
2011-01-19,311.167,94.0,79.792,46.0,14.667,19.146,31.146,12.0,3.75,13.979,-1.9,-13.129,-21.4,325.833
2011-01-20,294.542,91.0,81.292,59.0,13.708,22.542,37.042,14.5,5.146,13.604,-7.2,-14.862,-20.8,308.25
2011-01-21,238.917,93.0,79.125,49.0,12.625,10.98,17.25,6.271,3.896,13.312,-0.8,-7.108,-20.2,251.542
2011-01-22,197.917,93.0,91.875,88.0,15.708,1.688,2.23,0.542,3.52,3.854,2.0,0.067,-3.5,213.625
2011-01-23,193.958,93.0,77.667,65.0,14.417,3.292,4.334,1.042,3.37,7.826,0.7,-2.767,-9.1,208.375
2011-01-24,253.25,85.0,73.792,47.0,13.417,13.708,22.562,8.854,2.916,12.084,-4.9,-12.942,-20.2,266.667
2011-01-25,266.667,88.0,69.208,30.0,14.75,18.521,37.104,18.584,2.646,11.438,-3.4,-15.604,-23.5,281.417
2011-01-26,323.083,89.0,74.458,32.0,16.167,18.104,31.084,12.98,2.458,10.666,-5.5,-18.033,-25.1,339.25
2011-01-27,337.708,90.0,75.208,28.0,14.75,16.562,26.188,9.625,2.458,13.52,-5.0,-18.0,-25.2,352.458
2011-01-28,272.458,91.0,84.042,43.0,15.875,16.042,30.354,14.312,3.312,10.188,-6.4,-12.208,-21.7,288.333
2011-01-29,267.875,92.0,81.167,43.0,13.0,8.25,12.646,4.396,3.146,7.292,-3.4,-10.654,-19.3,280.875
2011-01-30,225.333,91.0,78.125,43.0,18.708,18.913,27.37,8.456,4.104,11.448,-5.2,-10.908,-16.7,244.042
2011-01-31,263.667,92.0,74.458,33.0,16.042,15.396,27.062,11.667,3.729,9.188,-4.0,-12.858,-21.6,279.708
2011-02-01,240.417,90.0,78.917,69.0,15.083,19.75,28.48,8.73,5.021,15.166,-7.7,-13.288,-22.7,255.5
2011-02-02,217.591,91.0,67.042,36.0,11.591,7.146,8.98,1.834,5.458,3.625,-6.5,-11.271,-21.0,229.182
2011-02-03,367.625,90.0,78.875,36.0,15.208,15.708,24.771,9.062,3.062,9.146,-4.4,-17.238,-26.0,382.833
2011-02-04,338.875,94.0,80.375,45.0,14.083,14.416,21.438,7.021,3.854,9.646,-1.9,-12.917,-23.4,352.958
2011-02-05,233.167,88.0,70.708,32.0,12.958,7.083,9.083,2.0,4.27,9.542,-1.0,-6.658,-18.1,246.125
2011-02-06,222.375,97.0,89.667,65.0,14.542,8.938,13.542,4.604,4.065,10.718,1.4,-2.921,-12.5,236.917
2011-02-07,234.125,97.0,92.375,86.0,15.792,10.021,14.229,4.208,3.75,16.375,2.3,-0.929,-9.5,249.917
2011-02-08,208.833,94.0,59.167,32.0,20.875,3.208,4.188,0.979,4.065,9.784,-2.3,-6.967,-15.4,229.708
2011-02-09,261.625,87.0,64.292,31.0,14.042,10.958,17.688,6.729,3.646,5.896,-2.8,-12.633,-21.8,275.667
2011-02-10,258.833,89.0,69.375,37.0,12.833,11.625,19.104,7.48,3.625,7.875,-4.6,-13.433,-20.1,271.667
2011-02-11,266.708,89.0,72.125,37.0,12.667,8.48,12.75,4.27,3.396,8.875,-5.5,-13.346,-23.4,279.375
2011-02-12,244.208,93.0,70.042,37.0,12.042,6.604,8.104,1.5,3.23,5.916,-5.5,-12.504,-19.4,256.25
2011-02-13,253.75,92.0,67.75,28.0,16.083,15.13,19.913,4.782,3.667,9.625,-1.0,-9.821,-19.6,269.833
2011-02-14,273.042,93.0,80.542,53.0,16.5,14.792,21.667,6.875,7.688,20.958,2.9,-4.95,-15.9,289.542
2011-02-15,195.167,94.0,68.5,35.0,12.792,3.73,4.312,0.584,6.604,16.125,0.8,-4.375,-14.6,207.958
2011-02-16,264.333,87.0,68.208,41.0,12.417,7.625,9.354,1.729,3.854,9.458,-3.8,-12.396,-22.7,276.75
2011-02-17,293.708,88.0,73.292,31.0,12.5,12.562,19.23,6.666,3.958,9.792,-3.2,-14.525,-25.2,306.208
2011-02-18,253.375,89.0,71.208,42.0,11.875,12.125,15.938,3.812,3.625,10.25,-5.1,-14.117,-20.1,265.25
2011-02-19,308.875,93.0,76.875,30.0,13.292,11.312,14.834,3.521,3.979,8.479,-2.5,-13.958,-24.2,322.167
2011-02-20,231.478,92.0,69.083,31.0,14.087,11.708,17.542,5.834,5.022,10.152,0.1,-5.975,-18.7,245.565
2011-02-21,220.0,91.0,60.875,33.0,12.667,3.75,4.584,0.833,4.416,12.77,0.1,-6.779,-16.1,232.667
2011-02-22,292.125,89.0,67.208,34.0,15.167,15.708,23.292,7.584,4.271,13.125,-0.6,-10.617,-21.8,307.292
2011-02-23,214.833,93.0,81.333,52.0,14.25,6.166,7.958,1.792,6.062,17.458,2.0,-2.679,-8.8,229.083
2011-02-24,207.792,90.0,66.458,39.0,11.792,6.354,7.771,1.416,6.48,9.334,-2.0,-5.758,-16.7,219.583
2011-02-25,212.167,87.0,78.667,67.0,14.458,14.834,19.146,4.312,5.938,11.916,-5.4,-8.554,-12.6,226.625
2011-02-26,221.917,96.0,82.5,52.0,11.875,6.688,7.77,1.083,3.812,8.666,-1.1,-7.125,-16.7,233.792
2011-02-27,275.292,87.0,70.042,39.0,13.25,11.348,17.848,6.5,3.354,7.292,-2.9,-12.317,-21.4,288.542
2011-02-28,285.0,92.0,76.042,41.0,15.0,17.167,26.271,9.104,5.02,13.0,-1.2,-12.804,-24.5,300.0
2011-03-01,196.364,93.0,76.625,49.0,12.636,6.708,8.375,1.666,5.062,13.688,2.7,-0.633,-5.7,209.0
2011-03-02,198.125,79.0,54.292,35.0,12.125,3.062,3.771,0.708,5.271,17.666,0.6,-2.833,-10.9,210.25
2011-03-03,198.5,90.0,71.958,42.0,11.792,5.334,7.021,1.688,4.334,12.479,-1.7,-6.975,-14.0,210.292
2011-03-04,248.958,93.0,70.833,43.0,11.417,3.75,4.688,0.938,3.625,9.333,-3.1,-8.783,-15.8,260.375
2011-03-05,250.957,93.0,78.917,39.0,13.0,12.696,16.196,3.5,3.87,12.87,-2.0,-8.633,-19.8,263.957
2011-03-06,195.875,92.0,75.75,48.0,13.583,8.958,10.938,1.98,5.708,6.854,3.8,0.721,-2.8,209.458
2011-03-07,190.333,93.0,76.083,47.0,12.792,5.77,7.166,1.396,4.562,6.584,5.5,1.942,-1.7,203.125
2011-03-08,209.75,90.0,72.583,41.0,12.708,4.729,6.312,1.584,4.0,5.354,2.5,-0.392,-3.7,222.458
2011-03-09,223.458,91.0,69.958,40.0,13.542,6.52,8.292,1.771,4.042,7.833,1.8,-2.383,-7.0,237.0
2011-03-10,208.75,88.0,70.5,34.0,14.375,7.75,10.188,2.438,5.938,11.521,2.9,-1.088,-4.4,223.125
2011-03-11,206.958,93.0,70.583,42.0,10.375,2.77,4.062,1.292,4.458,9.396,0.6,-2.004,-5.4,217.333
2011-03-12,206.458,81.0,64.958,46.0,10.25,4.739,6.044,1.304,5.042,11.792,0.4,-2.467,-6.2,216.708
2011-03-13,213.667,91.0,70.542,56.0,11.375,4.792,5.812,1.02,5.062,8.229,0.1,-3.779,-11.2,225.042
2011-03-14,250.083,93.0,76.458,51.0,12.292,7.938,11.02,3.084,4.416,10.542,0.9,-4.425,-14.3,262.375
2011-03-15,191.917,92.0,74.542,54.0,11.333,2.604,3.125,0.521,5.312,17.75,2.5,0.021,-3.7,203.25
2011-03-16,248.739,91.0,62.217,30.0,11.522,6.37,8.414,2.043,5.782,10.261,3.1,-2.465,-11.3,260.261
2011-03-17,199.083,92.0,80.042,66.0,12.208,3.792,4.458,0.667,4.312,11.875,3.7,1.542,-0.7,211.292
2011-03-18,205.042,92.0,73.583,55.0,13.292,2.896,3.417,0.521,4.042,13.979,3.3,-0.342,-5.0,218.333
2011-03-19,196.5,87.0,65.333,35.0,12.55,2.688,3.646,0.958,3.87,8.434,-1.2,-4.779,-11.0,209.05
2011-03-20,213.958,85.0,62.083,40.0,12.292,3.875,4.646,0.771,3.771,10.77,1.0,-4.267,-10.5,226.25
2011-03-21,231.333,92.0,69.167,39.0,13.125,7.416,9.604,2.188,4.188,11.104,1.1,-4.042,-10.5,244.458
2011-03-22,209.708,91.0,76.917,63.0,13.625,7.104,8.23,1.125,4.292,17.125,4.0,0.267,-7.0,223.333
2011-03-23,221.917,96.0,70.542,42.0,13.792,6.333,8.104,1.771,4.23,14.042,3.7,0.675,-5.5,235.708
2011-03-24,202.5,92.0,83.375,73.0,13.542,3.916,4.854,0.938,4.208,9.625,0.1,-1.154,-2.5,216.042
2011-03-25,217.875,93.0,84.25,71.0,12.292,2.688,3.5,0.812,4.229,7.354,1.4,-3.175,-11.3,230.167
2011-03-26,261.042,92.0,70.5,30.0,12.208,8.891,11.804,2.913,3.896,11.979,1.6,-4.679,-14.5,273.25
2011-03-27,256.417,93.0,64.708,30.0,11.542,6.208,8.271,2.062,3.48,10.312,1.9,-3.238,-10.6,267.958
2011-03-28,243.708,87.0,64.375,37.0,10.667,4.812,5.896,1.084,4.083,13.917,4.6,-0.358,-5.5,254.375
2011-03-29,196.864,96.0,67.75,42.0,11.227,7.708,8.979,1.271,4.5,19.812,7.0,2.021,-7.8,208.091
2011-03-30,189.708,90.0,70.458,43.0,14.667,4.584,5.208,0.625,5.188,24.166,7.8,5.95,3.2,204.375
2011-03-31,193.625,92.0,87.125,80.0,13.417,2.854,3.312,0.458,3.708,12.958,4.0,1.4,-1.3,207.042
