date,SO2_mean,SPM_mean,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean
2013-01-14,2.842,17.378,187.333,8.5,11.729,14.604,2.875,15.292,195.833
2013-01-15,1.788,7.387,186.375,5.792,8.208,10.646,2.438,4.0,192.167
2013-01-16,2.412,6.892,186.304,6.0,9.062,11.625,2.562,7.625,192.304
2013-01-17,2.38,16.907,,,9.996,12.074,2.077,18.708,
2013-01-18,4.749,33.67,,,6.352,7.066,0.714,37.208,
2013-01-19,2.234,8.396,,,4.521,4.916,0.396,8.958,
2013-01-20,4.238,28.612,187.714,21.143,14.71,18.324,3.612,26.478,208.857
2013-01-21,2.76,22.841,187.0,5.125,5.5,6.188,0.688,23.792,192.125
2013-01-22,2.693,18.068,188.958,5.917,7.871,8.942,1.071,20.417,194.875
2013-01-23,2.959,17.278,188.958,10.0,10.908,12.994,2.087,21.0,198.958
2013-01-24,5.161,22.456,186.917,15.333,16.398,22.484,6.086,25.0,202.25
2013-01-25,6.465,40.307,185.583,24.042,20.758,30.002,9.244,33.25,209.625
2013-01-26,2.646,14.74,184.875,6.208,5.458,5.979,0.521,13.125,191.083
2013-01-27,3.186,12.306,187.304,7.609,9.646,11.562,1.916,13.458,194.913
2013-01-28,3.292,14.906,186.167,8.833,10.396,13.98,3.583,18.667,195.0
2013-01-29,3.513,25.8,187.667,14.458,14.604,18.25,3.646,27.333,202.125
2013-01-30,3.208,48.656,188.875,23.25,18.812,29.104,10.292,36.333,212.125
2013-01-31,4.469,29.151,187.833,13.5,11.6,14.004,2.403,28.625,201.333
2013-02-01,5.055,34.364,188.292,22.583,18.93,27.506,8.577,34.833,210.875
2013-02-02,4.922,59.505,187.5,22.708,22.458,31.396,8.938,48.25,210.208
2013-02-03,3.849,66.385,185.917,24.375,17.646,32.021,14.375,48.583,210.292
2013-02-04,2.687,12.656,186.478,4.261,5.076,5.674,0.6,8.875,190.739
2013-02-05,2.125,6.536,190.208,5.333,5.666,6.354,0.688,5.417,195.542
2013-02-06,1.995,10.333,191.833,7.667,9.416,10.334,0.917,11.042,199.5
2013-02-07,1.609,13.243,190.708,8.958,12.312,13.921,1.608,11.13,199.667
2013-02-08,1.452,10.754,189.375,9.75,11.528,14.696,3.168,6.542,199.125
2013-02-09,1.969,8.009,188.958,6.292,7.25,8.208,0.958,3.792,195.25
2013-02-10,1.414,10.321,190.583,4.833,7.604,8.458,0.854,7.292,195.417
2013-02-11,2.079,5.771,188.636,3.318,5.292,5.875,0.583,5.083,191.955
2013-02-12,2.182,7.849,186.792,3.583,6.146,6.812,0.666,7.333,190.375
2013-02-13,2.786,7.913,186.792,4.958,7.792,8.646,0.854,6.375,191.75
2013-02-14,1.557,9.078,186.75,6.0,6.492,7.038,0.546,4.667,192.75
2013-02-15,1.589,8.198,185.333,5.083,4.82,5.34,0.52,7.083,190.417
2013-02-16,2.912,20.479,188.167,6.792,5.438,5.938,0.5,19.25,194.958
2013-02-17,4.833,23.636,188.042,15.542,14.102,18.288,4.187,22.167,203.583
2013-02-18,2.499,12.088,187.0,4.696,6.271,6.916,0.646,13.0,191.696
2013-02-19,2.726,11.688,185.958,4.083,6.854,7.666,0.812,12.708,190.042
2013-02-20,3.068,16.17,186.083,5.917,9.0,10.292,1.292,16.25,192.0
2013-02-21,2.645,13.07,187.125,8.0,8.73,9.962,1.232,14.545,195.125
2013-02-22,2.994,13.052,187.435,7.087,7.484,8.661,1.178,14.333,194.522
2013-02-23,3.031,13.74,187.375,5.667,8.104,9.271,1.167,14.875,193.042
2013-02-24,4.723,21.087,188.609,14.348,14.895,18.354,3.458,22.167,202.957
2013-02-25,5.174,40.506,191.917,19.542,15.792,19.125,3.333,43.833,211.458
2013-02-26,4.846,70.385,192.0,19.75,18.48,22.667,4.188,69.917,211.75
2013-02-27,3.287,62.396,188.833,20.375,18.334,22.0,3.667,47.458,209.208
2013-02-28,4.162,23.109,184.458,21.292,14.746,19.118,4.373,19.958,205.75
2013-03-01,2.91,53.0,186.333,17.625,14.852,17.261,2.408,43.375,203.958
2013-03-02,3.266,34.099,188.208,9.333,10.562,11.896,1.334,26.375,197.542
2013-03-03,2.74,8.0,187.083,4.458,5.854,6.584,0.729,4.958,191.542
2013-03-04,4.262,18.12,187.583,13.458,14.437,17.013,2.576,16.292,201.042
2013-03-05,2.599,28.859,186.375,9.875,11.896,14.375,2.479,26.542,196.25
2013-03-06,2.056,11.111,188.217,4.217,6.272,6.986,0.714,9.609,192.435
2013-03-07,2.453,12.323,189.208,5.125,6.396,7.135,0.738,8.792,194.333
2013-03-08,2.725,14.214,188.5,5.125,6.676,7.409,0.733,13.792,193.625
2013-03-09,3.776,28.224,187.75,4.125,5.896,6.333,0.438,28.708,191.875
2013-03-10,2.169,11.077,188.13,3.913,5.271,5.875,0.604,9.292,192.043
2013-03-11,2.718,13.118,189.542,7.25,8.334,9.312,0.979,10.417,196.792
2013-03-12,6.312,21.513,187.375,11.667,14.25,17.312,3.062,20.333,199.042
2013-03-13,2.596,23.574,183.625,12.208,15.0,19.438,4.438,16.417,195.833
2013-03-14,2.094,7.62,185.125,3.208,5.14,5.79,0.65,6.292,188.333
2013-03-15,3.015,23.771,186.667,4.208,5.222,5.566,0.344,24.292,190.875
2013-03-16,5.229,40.109,187.417,4.0,4.875,5.021,0.146,38.708,191.417
2013-03-17,5.833,50.172,190.091,18.182,13.652,15.18,1.527,50.875,208.273
2013-03-18,5.6,59.917,190.5,27.792,21.146,29.0,7.854,51.083,218.292
2013-03-19,6.688,67.458,193.083,22.875,15.125,16.584,1.458,54.0,215.958
2013-03-20,3.497,33.094,189.429,14.071,12.373,14.202,1.829,27.682,203.5
2013-03-21,2.208,7.568,,,4.068,4.881,0.813,6.167,
2013-03-22,2.378,12.489,,,4.6,5.01,0.41,11.208,
2013-03-23,5.045,27.621,,,7.0,7.479,0.479,24.708,
2013-03-24,8.964,31.092,,,12.729,14.75,2.021,31.292,
2013-03-25,7.171,33.859,186.333,21.0,13.167,14.854,1.688,32.583,207.333
2013-03-26,4.634,66.501,187.667,43.958,20.375,24.688,4.312,43.0,231.625
2013-03-27,4.203,19.578,184.833,13.083,9.834,10.771,0.938,12.792,197.917
2013-03-28,6.568,29.792,188.625,25.542,15.802,19.541,3.738,25.042,214.167
2013-03-29,6.021,39.812,188.458,18.417,16.672,20.962,4.29,37.583,206.875
2013-03-30,2.354,21.427,183.625,8.417,8.396,8.812,0.416,10.208,192.042
2013-03-31,4.734,15.734,188.375,13.667,9.625,10.417,0.792,13.375,202.042
2013-04-01,5.834,21.448,191.957,11.609,9.666,10.708,1.042,22.292,203.565
2013-04-02,3.614,36.115,188.958,24.875,21.006,24.218,3.211,37.625,213.833
2013-04-03,3.042,22.099,185.292,10.708,5.5,5.875,0.375,21.333,196.0
2013-04-04,5.547,28.953,188.042,24.25,15.686,18.526,2.841,28.783,212.292
2013-04-05,7.958,40.23,189.292,33.208,17.81,22.324,4.514,37.25,222.5
2013-04-06,3.774,26.63,179.833,12.792,12.016,12.961,0.946,21.208,192.625
2013-04-07,2.193,6.01,183.042,4.0,2.875,2.958,0.084,1.208,187.042
2013-04-08,3.859,15.056,186.583,10.792,6.688,7.333,0.646,11.583,197.375
2013-04-09,4.454,20.154,185.667,5.708,6.042,6.48,0.438,16.667,191.375
2013-04-10,3.929,16.552,187.9,4.4,3.666,3.833,0.166,10.458,192.3
2013-04-11,4.344,24.036,188.917,5.25,4.166,4.312,0.146,23.792,194.167
2013-04-12,5.104,21.016,188.333,5.375,5.288,5.433,0.146,18.292,193.708
2013-04-13,4.091,18.99,189.417,10.417,8.203,8.809,0.606,18.833,199.833
2013-04-14,5.984,32.198,187.792,12.958,10.917,13.042,2.125,30.708,200.75
2013-04-15,5.104,21.323,183.833,6.083,4.557,4.752,0.195,20.292,189.917
2013-04-16,10.088,31.219,186.227,28.273,18.854,24.812,5.958,22.792,214.5
2013-04-17,7.193,56.036,185.708,25.083,19.125,22.938,3.812,55.958,210.792
2013-04-18,6.0,37.982,183.333,17.417,10.292,13.514,3.224,38.545,200.75
2013-04-19,4.969,16.896,186.294,8.059,5.664,6.188,0.524,15.917,194.353
2013-04-20,3.774,16.583,187.083,10.0,7.228,7.832,0.605,15.458,197.083
2013-04-21,2.651,8.109,185.917,4.917,4.25,4.646,0.396,5.625,190.833
2013-04-22,3.85,15.063,187.833,7.625,6.23,7.104,0.875,12.958,195.458
2013-04-23,6.148,28.364,188.875,14.875,13.229,15.27,2.042,24.625,203.75
2013-04-24,2.51,32.21,187.75,12.95,14.355,16.188,1.833,28.042,200.7
2013-04-25,4.469,24.297,187.833,16.042,9.312,11.188,1.875,21.667,203.875
2013-04-26,5.036,27.854,185.6,6.0,4.886,5.182,0.296,23.625,191.6
2013-04-27,4.498,21.88,186.917,8.333,6.405,6.812,0.408,19.542,195.25
2013-04-28,6.021,26.417,190.542,15.5,8.375,9.02,0.646,22.708,206.042
2013-04-29,8.313,39.068,190.958,23.042,12.75,14.584,1.834,33.708,214.0
2013-04-30,5.407,30.35,186.391,16.13,13.25,14.334,1.084,32.833,202.522
2013-05-01,3.73,17.604,183.708,4.25,5.684,6.959,1.275,16.292,187.958
2013-05-02,3.92,7.393,185.0,4.167,6.015,6.858,0.843,3.043,189.167
2013-05-03,4.099,16.922,186.333,5.833,6.685,7.617,0.932,12.958,192.167
2013-05-04,5.329,30.365,187.875,7.25,7.598,8.625,1.027,27.125,195.125
2013-05-05,5.115,23.953,187.375,6.625,6.416,6.979,0.562,21.083,194.0
2013-05-06,5.734,26.219,185.364,6.545,6.396,6.812,0.417,22.875,191.909
2013-05-07,5.166,18.786,185.583,6.458,7.146,7.812,0.666,14.167,192.042
2013-05-08,6.405,13.846,185.833,18.083,11.396,13.271,1.875,9.875,203.917
2013-05-09,9.865,26.797,186.583,26.125,20.896,25.396,4.5,21.833,212.708
2013-05-10,4.967,59.722,185.217,19.435,18.657,21.212,2.555,66.042,204.652
2013-05-11,3.893,73.094,184.25,23.25,14.1,17.807,3.706,62.917,207.5
2013-05-12,6.469,22.708,185.167,10.417,10.771,12.958,2.188,21.0,195.583
2013-05-13,8.812,23.37,185.682,32.182,16.625,20.104,3.479,21.333,217.864
2013-05-14,9.451,35.999,185.875,22.5,14.08,15.629,1.55,31.875,208.375
2013-05-15,7.552,26.797,182.208,17.375,11.229,12.438,1.208,24.042,199.583
2013-05-16,6.186,30.382,183.792,12.292,9.916,11.839,1.922,27.364,196.083
2013-05-17,5.651,21.818,184.417,13.667,7.84,8.622,0.78,16.083,198.083
2013-05-18,7.34,29.406,184.565,14.087,12.864,15.052,2.188,23.958,198.652
2013-05-19,3.698,21.136,180.708,9.458,10.334,11.438,1.104,16.25,190.167
2013-05-20,4.445,22.238,181.208,16.75,8.041,9.479,1.438,17.625,197.958
2013-05-21,8.195,47.4,187.364,22.727,13.25,14.896,1.646,38.917,210.091
2013-05-22,8.533,39.654,192.5,17.583,14.581,16.918,2.337,31.583,210.083
2013-05-23,9.672,46.021,193.875,29.667,17.75,19.792,2.042,38.792,223.542
2013-05-24,8.832,35.806,192.542,23.667,14.201,16.144,1.943,32.208,216.208
2013-05-25,8.573,35.052,192.667,17.583,12.701,14.138,1.438,30.0,210.25
2013-05-26,6.255,26.76,191.042,9.042,8.354,9.52,1.166,19.083,200.083
2013-05-27,4.617,15.846,189.208,6.208,7.875,8.958,1.084,9.083,195.417
2013-05-28,3.985,10.856,186.083,7.5,7.655,8.555,0.9,3.292,193.583
2013-05-29,4.88,35.87,184.957,17.739,10.75,13.188,2.438,19.875,202.696
2013-05-30,4.443,41.112,188.875,20.042,12.726,13.66,0.933,43.696,208.917
2013-05-31,5.714,42.941,192.25,19.0,13.176,16.875,3.699,34.708,211.25
2013-06-01,5.063,34.203,190.25,14.792,14.912,17.622,2.709,25.083,205.042
2013-06-02,2.287,17.353,188.417,8.917,8.958,9.584,0.625,11.5,197.333
2013-06-03,4.149,32.311,190.042,21.292,11.708,13.875,2.167,24.875,211.333
2013-06-04,6.268,27.789,195.417,21.917,11.042,13.5,2.458,23.792,217.333
2013-06-05,5.43,35.259,191.571,13.143,10.416,12.271,1.854,29.875,204.714
2013-06-06,7.161,47.356,186.375,20.25,17.062,19.916,2.854,40.208,206.625
2013-06-07,7.677,37.28,185.083,18.625,13.068,14.862,1.794,30.083,203.708
2013-06-08,6.769,32.816,185.25,21.375,10.932,12.302,1.37,29.5,206.625
2013-06-09,5.01,45.981,184.917,12.542,9.729,10.834,1.104,46.0,197.458
2013-06-10,4.76,29.444,184.826,14.522,9.021,10.292,1.27,20.042,199.348
2013-06-11,5.704,27.301,184.625,16.875,11.943,13.44,1.498,16.458,201.5
2013-06-12,7.188,31.868,182.667,25.583,12.25,14.666,2.416,18.333,208.25
2013-06-13,8.519,28.42,180.583,28.292,20.738,27.538,6.8,30.455,208.875
2013-06-14,9.219,39.281,179.5,25.375,14.653,18.419,3.766,32.375,204.875
2013-06-15,4.967,26.01,179.375,14.667,14.81,18.041,3.23,16.333,194.042
2013-06-16,4.094,15.552,178.167,10.792,5.812,7.854,2.042,9.708,188.958
2013-06-17,4.322,14.723,178.5,14.25,7.229,9.479,2.25,8.458,192.75
2013-06-18,4.762,21.636,176.333,19.583,8.375,9.854,1.479,16.333,195.917
2013-06-19,3.545,15.58,175.174,9.348,5.27,7.084,1.812,8.833,184.522
2013-06-20,1.882,9.576,187.792,15.083,8.062,9.146,1.084,6.043,202.875
2013-06-21,1.651,10.448,188.875,14.667,7.049,7.492,0.443,7.583,203.542
2013-06-22,3.605,20.391,188.458,14.75,7.514,8.633,1.119,15.083,203.208
2013-06-23,3.542,20.427,188.167,10.042,9.104,10.562,1.458,14.875,198.208
2013-06-24,2.583,24.573,188.833,8.708,6.834,7.666,0.833,21.292,197.542
2013-06-25,3.72,47.995,192.292,15.125,10.53,12.59,2.06,28.958,207.417
2013-06-26,1.954,19.208,190.043,14.435,13.688,15.084,1.396,9.478,204.478
2013-06-27,3.481,13.689,188.261,15.391,7.845,8.568,0.724,9.261,203.652
2013-06-28,4.708,38.896,191.833,29.333,16.794,19.692,2.898,23.458,221.167
2013-06-29,4.216,30.75,189.833,14.5,8.364,9.682,1.318,22.875,204.333
2013-06-30,3.224,22.943,188.875,8.708,6.583,7.438,0.854,17.042,197.583
2013-07-01,4.016,16.503,188.826,16.391,6.646,8.354,1.708,12.5,205.217
2013-07-02,4.513,25.422,189.333,16.583,9.875,11.812,1.938,13.292,205.917
2013-07-03,4.138,22.309,189.125,17.042,13.855,18.521,4.772,10.739,206.167
2013-07-04,3.107,22.22,187.208,25.542,15.125,19.322,4.146,11.083,212.75
2013-07-05,3.656,19.005,189.542,14.375,7.279,9.678,2.4,11.375,203.917
2013-07-06,6.557,19.905,185.091,20.455,9.961,16.726,6.765,12.375,205.545
2013-07-07,7.068,36.724,185.75,14.875,10.062,14.188,4.125,24.75,200.625
2013-07-08,7.13,30.995,187.292,18.292,7.916,10.792,2.875,26.542,205.583
2013-07-09,6.445,25.6,191.667,15.0,9.666,15.0,5.333,20.333,206.667
2013-07-10,5.857,20.62,190.267,31.0,9.026,12.084,3.056,16.375,221.267
2013-07-11,6.957,27.674,191.667,20.167,9.772,12.012,2.238,20.636,211.833
2013-07-12,7.271,29.0,190.958,20.042,10.622,15.163,4.542,21.833,211.0
2013-07-13,6.644,27.458,199.5,13.458,7.411,11.983,4.572,17.083,212.958
2013-07-14,6.38,24.875,189.917,10.292,7.917,12.416,4.5,17.75,200.208
2013-07-15,3.964,15.834,185.609,10.043,4.438,5.562,1.125,10.25,195.652
2013-07-16,6.117,24.76,207.6,16.7,8.166,12.02,3.854,18.25,224.3
2013-07-17,8.105,37.982,,,9.146,11.166,2.021,31.625,
2013-07-18,5.175,23.017,194.632,50.474,8.146,9.417,1.271,17.667,245.105
2013-07-19,5.62,22.953,211.875,29.167,10.108,13.324,3.216,18.333,241.042
2013-07-20,5.917,28.135,210.958,25.583,9.072,10.95,1.878,21.792,236.542
2013-07-21,6.323,32.958,201.792,18.708,7.23,8.48,1.25,24.25,220.5
2013-07-22,8.563,45.886,196.435,21.0,8.812,10.812,2.0,34.917,217.435
2013-07-23,4.861,20.205,193.708,14.75,6.022,7.411,1.388,16.083,208.458
2013-07-24,5.021,18.987,198.667,12.0,5.584,6.584,1.0,12.875,210.667
2013-07-25,5.774,36.2,203.25,11.375,7.089,7.935,0.846,31.391,214.625
2013-07-26,4.64,39.412,210.208,13.75,9.694,10.708,1.014,33.542,223.958
2013-07-27,4.929,46.521,203.167,12.208,7.0,8.256,1.256,36.375,215.375
2013-07-28,3.734,33.062,204.833,12.083,8.896,10.334,1.438,23.125,216.917
2013-07-29,3.615,29.177,187.458,10.375,5.854,8.396,2.542,22.583,197.833
2013-07-30,3.584,41.077,181.957,9.522,2.604,2.875,0.27,29.0,191.478
2013-07-31,4.327,34.501,190.167,13.083,5.292,5.938,0.646,24.75,203.25
2013-08-01,4.458,31.104,185.833,12.667,5.125,5.666,0.542,21.833,198.5
2013-08-02,3.604,34.778,183.25,18.375,7.027,9.182,2.154,22.375,201.625
2013-08-03,4.431,37.812,190.25,23.125,9.027,11.212,2.186,24.25,213.375
2013-08-04,4.302,16.901,184.917,13.875,5.292,6.834,1.542,14.125,198.792
2013-08-05,4.549,24.744,183.0,15.348,6.481,8.132,1.652,19.333,198.348
2013-08-06,5.05,36.144,193.125,20.833,8.667,10.23,1.562,28.583,213.958
2013-08-07,5.594,38.669,196.917,25.167,10.104,11.708,1.604,28.583,222.083
2013-08-08,6.618,49.522,194.708,21.75,11.716,13.756,2.04,35.636,216.458
2013-08-09,7.714,47.644,195.5,23.458,11.102,12.692,1.59,39.75,218.958
2013-08-10,8.128,58.51,198.042,20.208,11.606,13.25,1.642,45.25,218.25
2013-08-11,8.078,65.553,198.542,20.5,9.584,10.896,1.312,49.083,219.042
2013-08-12,8.124,51.141,195.696,16.87,10.062,11.25,1.188,40.208,212.565
2013-08-13,8.391,40.623,197.913,18.174,9.208,10.354,1.146,37.542,216.087
2013-08-14,7.938,51.125,197.0,18.583,9.625,11.208,1.583,43.333,215.583
2013-08-15,7.234,52.338,187.708,13.292,7.375,8.521,1.146,42.958,201.0
2013-08-16,5.984,50.083,187.292,12.792,7.139,8.241,1.102,39.458,200.083
2013-08-17,6.023,45.562,191.583,14.958,7.204,8.317,1.112,37.042,206.542
2013-08-18,6.745,31.786,188.25,13.375,6.854,8.167,1.312,24.125,201.625
2013-08-19,6.385,21.047,183.625,16.25,7.502,9.488,1.987,17.208,199.875
2013-08-20,6.642,20.868,185.136,18.727,8.438,10.333,1.896,14.917,203.864
2013-08-21,7.052,19.979,181.667,18.292,8.625,10.77,2.146,12.917,199.958
2013-08-22,5.99,22.254,180.125,16.417,7.9,10.756,2.856,11.5,196.542
2013-08-23,5.469,22.219,178.0,13.417,6.001,8.946,2.945,13.625,191.417
2013-08-24,2.714,14.359,180.833,12.0,5.29,7.022,1.732,9.125,192.833
2013-08-25,1.995,10.333,182.542,11.0,3.98,4.916,0.938,8.417,193.542
2013-08-26,2.113,15.322,187.591,12.773,7.229,8.166,0.938,12.542,200.364
2013-08-27,3.624,16.11,190.25,14.25,7.521,8.75,1.23,13.083,204.5
2013-08-28,5.087,28.956,195.0,19.042,8.583,9.5,0.917,23.5,214.042
2013-08-29,6.311,42.785,196.875,21.167,10.792,11.916,1.125,34.208,218.042
2013-08-30,3.912,27.231,187.542,17.917,10.18,13.004,2.824,16.333,205.458
2013-08-31,3.722,25.599,186.056,23.889,9.848,15.723,5.875,15.458,209.944
2013-09-01,2.099,18.057,191.0,15.9,6.958,7.417,0.458,12.792,206.9
2013-09-02,2.239,15.271,187.458,22.042,10.98,13.958,2.979,9.083,209.5
2013-09-03,2.101,16.31,181.208,15.667,6.796,9.022,2.228,7.455,196.875
2013-09-04,1.792,6.417,184.542,9.667,5.625,5.958,0.333,2.583,194.208
2013-09-05,3.638,10.051,185.571,17.286,7.438,9.042,1.604,7.875,202.857
2013-09-06,4.974,18.146,186.0,17.941,8.948,10.538,1.59,12.783,203.941
2013-09-07,3.854,30.203,187.895,18.316,9.271,10.686,1.415,16.708,206.211
2013-09-08,3.177,17.443,186.083,11.75,5.875,6.52,0.646,10.417,197.833
2013-09-09,4.558,18.46,190.556,10.778,7.375,8.312,0.938,12.958,201.333
2013-09-10,5.678,33.854,191.385,15.385,9.188,10.666,1.479,24.375,206.769
2013-09-11,6.687,48.188,195.923,22.462,12.25,14.834,2.584,33.708,218.385
2013-09-12,7.079,55.958,191.727,21.636,8.562,10.188,1.625,41.292,213.364
2013-09-13,7.458,55.854,189.429,29.429,8.568,10.875,2.307,42.792,218.857
2013-09-14,6.594,60.521,191.0,12.0,9.362,11.407,2.046,44.292,203.0
2013-09-15,3.136,18.969,177.944,37.556,4.438,4.958,0.52,11.458,215.5
2013-09-16,3.912,9.073,182.917,22.708,5.166,5.729,0.562,4.333,205.625
2013-09-17,5.03,13.864,189.042,22.583,7.792,8.646,0.854,9.0,211.625
2013-09-18,6.201,18.138,190.042,26.25,9.12,10.17,1.05,13.583,216.292
2013-09-19,5.778,22.78,188.417,29.333,8.394,9.38,0.987,20.682,217.75
2013-09-20,6.208,28.49,189.708,29.208,8.212,9.144,0.932,26.958,218.917
2013-09-21,6.614,36.599,188.708,27.167,9.448,10.75,1.302,31.583,215.875
2013-09-22,6.297,37.458,186.917,24.958,7.146,8.333,1.188,28.417,211.875
2013-09-23,5.344,32.349,187.167,25.75,6.688,7.625,0.938,29.25,212.917
2013-09-24,5.702,35.895,188.667,24.792,8.167,9.333,1.167,30.583,213.458
2013-09-25,6.212,26.97,186.727,21.545,8.75,10.25,1.5,23.708,208.273
2013-09-26,3.812,8.052,188.417,14.542,3.938,4.584,0.646,3.833,202.958
2013-09-27,4.019,9.192,193.542,14.333,6.15,6.72,0.568,6.667,207.875
2013-09-28,5.345,15.521,192.875,20.667,9.706,11.152,1.445,12.333,213.542
2013-09-29,4.364,12.234,190.667,16.0,5.188,5.834,0.646,9.25,206.667
2013-09-30,5.318,15.187,190.304,17.826,8.542,9.75,1.208,13.792,208.13
2013-10-01,5.64,22.297,184.292,21.083,8.77,9.958,1.188,19.167,205.375
2013-10-02,5.276,20.948,183.042,16.75,7.676,8.753,1.077,19.409,199.792
2013-10-03,4.103,21.594,185.917,15.25,8.24,9.292,1.052,19.083,201.167
2013-10-04,3.984,18.438,187.417,15.542,8.492,9.522,1.029,15.667,202.958
2013-10-05,2.037,15.521,186.208,14.875,12.556,14.096,1.54,11.708,201.083
2013-10-06,3.193,21.776,185.958,15.792,7.042,8.542,1.5,13.458,201.75
2013-10-07,3.423,16.647,182.045,13.273,6.812,8.396,1.583,12.917,195.318
2013-10-08,3.1,14.781,181.667,15.0,7.52,9.021,1.5,9.292,196.667
2013-10-09,3.099,9.76,180.083,15.208,5.438,6.229,0.792,8.917,195.292
2013-10-10,4.807,26.735,183.375,24.833,10.604,13.375,2.77,18.667,208.208
2013-10-11,4.141,28.391,183.333,16.25,6.769,9.108,2.34,23.75,199.583
2013-10-12,4.504,24.87,187.875,13.625,4.378,4.831,0.453,20.75,201.5
2013-10-13,3.755,12.74,189.875,10.708,5.562,6.062,0.5,10.125,200.583
2013-10-14,4.552,19.812,187.917,15.167,6.646,7.348,0.703,17.708,203.083
2013-10-15,2.67,28.365,185.708,13.875,9.688,11.062,1.375,21.333,199.583
2013-10-16,2.258,7.026,185.083,8.375,2.64,2.979,0.339,3.455,193.458
2013-10-17,2.797,9.938,189.5,8.583,5.708,6.334,0.625,7.958,198.083
2013-10-18,2.927,13.682,188.5,9.833,9.096,10.478,1.381,12.625,198.333
2013-10-19,2.05,10.37,185.667,10.875,9.386,10.221,0.834,6.792,196.542
2013-10-20,1.958,11.276,185.917,10.917,9.666,10.875,1.208,5.958,196.833
2013-10-21,2.842,8.932,184.348,11.826,6.104,7.5,1.396,8.333,196.174
2013-10-22,3.252,16.708,187.125,9.875,9.229,11.646,2.416,14.125,197.0
2013-10-23,2.536,12.886,186.667,11.458,11.729,13.646,1.916,8.333,198.125
2013-10-24,1.854,11.771,188.167,11.375,10.521,11.854,1.333,7.708,199.542
2013-10-25,1.594,6.656,185.875,9.042,9.78,10.608,0.829,6.125,194.917
2013-10-26,2.349,12.948,189.875,10.5,4.249,4.744,0.494,12.583,200.375
2013-10-27,2.724,13.74,190.75,5.208,4.146,4.458,0.312,13.083,195.958
2013-10-28,3.375,18.995,191.826,8.391,7.188,8.438,1.25,19.292,200.217
2013-10-29,3.853,23.938,189.208,10.708,8.991,10.517,1.526,22.25,199.917
2013-10-30,3.701,26.36,189.125,10.458,8.0,9.166,1.166,27.458,199.583
2013-10-31,4.318,35.292,194.083,15.833,10.188,11.77,1.584,35.333,209.917
2013-11-01,3.788,37.455,194.625,16.792,10.003,11.666,1.664,38.739,211.417
2013-11-02,4.155,43.24,192.708,14.583,13.089,15.208,2.119,36.875,207.292
2013-11-03,3.838,67.245,193.125,16.917,12.438,14.688,2.25,43.833,210.042
2013-11-04,2.997,15.655,189.0,9.0,6.084,6.875,0.792,15.708,198.0
2013-11-05,3.402,22.77,192.542,8.833,7.188,8.604,1.416,24.625,201.375
2013-11-06,4.182,31.797,190.583,14.0,11.604,13.417,1.812,31.125,204.583
2013-11-07,3.113,28.616,188.591,8.5,6.916,7.916,1.0,27.435,197.091
2013-11-08,4.646,28.729,191.042,7.583,7.475,8.07,0.596,28.792,198.625
2013-11-09,3.951,25.891,192.417,15.0,12.79,15.166,2.377,24.333,207.417
2013-11-10,2.693,23.167,187.583,10.25,7.02,7.771,0.75,20.292,197.833
2013-11-11,2.37,8.047,186.417,6.292,6.125,7.188,1.062,4.917,192.708
2013-11-12,2.094,8.333,187.375,5.167,6.301,7.43,1.129,6.5,192.542
2013-11-13,2.0,6.516,188.292,4.917,5.416,6.458,1.042,4.167,193.208
2013-11-14,3.462,11.938,189.391,9.522,10.311,12.996,2.686,12.043,198.913
2013-11-15,2.666,14.094,185.833,10.417,10.442,11.776,1.334,12.583,196.25
2013-11-16,3.472,20.151,186.292,8.708,9.025,10.956,1.932,19.917,195.0
2013-11-17,3.741,35.465,188.042,7.417,5.188,5.604,0.416,32.792,195.458
2013-11-18,2.249,7.444,186.0,3.478,4.416,5.0,0.584,5.0,189.478
2013-11-19,1.682,9.008,187.667,3.083,3.75,4.146,0.396,6.25,190.75
2013-11-20,1.661,10.375,187.875,4.458,5.416,6.084,0.667,8.208,192.333
2013-11-21,2.213,10.849,187.833,5.25,6.146,7.125,0.979,11.292,193.083
2013-11-22,2.354,11.333,187.708,6.208,8.148,9.504,1.356,12.542,193.917
2013-11-23,2.673,12.049,188.875,7.792,6.878,8.212,1.335,13.042,196.667
2013-11-24,3.406,25.198,188.833,9.167,7.875,8.916,1.042,27.708,198.0
2013-11-25,2.88,31.203,187.5,9.75,10.292,12.166,1.875,23.917,197.25
2013-11-26,2.721,9.151,186.667,4.417,5.267,5.97,0.704,7.042,191.083
2013-11-27,3.432,14.578,187.042,7.375,7.77,9.0,1.229,13.583,194.417
2013-11-28,1.913,7.271,187.087,3.87,4.466,5.142,0.676,5.682,190.957
2013-11-29,1.786,8.427,186.958,3.625,5.063,5.928,0.865,4.333,190.583
2013-11-30,1.838,10.104,186.125,4.25,5.674,6.446,0.771,9.458,190.375
2013-12-01,2.099,20.047,185.75,4.542,4.271,4.542,0.27,20.167,190.292
2013-12-02,2.735,22.467,186.3,5.25,7.188,8.771,1.584,22.625,191.55
2013-12-03,2.792,13.865,185.917,7.625,9.604,11.916,2.312,13.792,193.542
2013-12-04,3.164,21.271,186.5,8.25,9.583,10.875,1.292,25.208,194.75
