date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CO_mean
2011-03-01,95.667,79.375,56.0,33.54,78.801,45.262,,0.806,23.775,10.667,5.76,0.5,6.696
2011-03-02,96.333,93.556,88.0,23.823,51.573,27.75,,0.722,19.469,6.367,5.2,4.267,3.917
2011-03-03,96.333,67.444,43.0,14.542,20.26,5.719,,0.834,11.656,12.133,7.21,3.533,3.25
2011-03-04,93.333,64.528,52.0,11.177,14.573,3.396,,0.833,15.312,6.533,4.94,1.567,2.958
2011-03-05,97.333,96.222,94.333,26.906,46.708,19.802,,0.236,11.74,7.7,4.124,0.633,4.708
2011-03-06,97.667,88.181,65.333,27.957,60.859,32.902,,0.841,28.646,16.9,10.514,5.667,5.087
2011-03-07,97.667,62.681,36.667,19.854,27.427,7.573,,1.292,30.219,14.933,12.431,10.067,4.25
2011-03-08,77.667,65.903,57.0,22.26,31.031,8.771,,1.056,22.49,10.233,9.175,7.533,4.0
2011-03-09,94.667,89.972,69.667,21.044,27.067,6.024,,0.49,16.475,8.967,6.56,4.5,3.5
2011-03-10,95.0,84.153,67.333,11.125,12.562,1.438,,0.0,3.531,7.7,5.267,3.667,2.5
2011-03-11,87.0,69.458,47.667,14.5,19.021,4.521,,0.764,8.968,11.0,6.454,2.933,3.458
2011-03-12,68.667,44.458,21.667,12.76,19.198,6.438,,0.736,4.177,11.067,5.762,1.233,2.875
2011-03-13,69.333,41.097,20.0,11.848,13.696,1.848,,0.667,4.958,9.567,5.219,0.467,2.391
2011-03-14,78.333,50.153,31.0,22.136,30.844,8.708,,1.0,11.617,10.8,5.835,1.1,3.167
2011-03-15,86.667,50.361,23.667,15.914,30.837,14.923,,0.805,14.223,11.267,5.688,0.367,3.292
2011-03-16,64.667,43.972,25.333,23.604,34.688,11.083,,1.125,16.636,10.667,6.343,0.733,4.208
2011-03-17,85.333,72.083,61.667,31.208,45.573,14.364,,1.32,40.938,9.133,6.465,4.4,5.417
2011-03-18,95.0,89.125,77.667,21.396,42.385,20.99,,0.625,34.333,11.133,8.337,4.833,6.083
2011-03-19,95.667,42.305,21.333,8.584,12.979,4.396,,0.194,5.219,10.367,7.382,4.833,2.292
2011-03-20,51.667,35.167,19.667,12.566,15.684,3.12,,0.739,12.49,12.7,7.612,2.233,2.478
2011-03-21,48.667,31.403,16.333,7.74,9.349,1.609,,0.75,7.031,11.633,6.846,2.867,1.75
2011-03-22,69.0,46.042,30.333,32.981,59.948,26.966,,1.407,25.319,12.967,7.436,0.133,5.333
2011-03-23,96.667,70.972,47.667,28.073,43.198,15.125,,1.347,37.646,11.4,8.886,6.833,4.792
2011-03-24,95.667,73.722,32.333,17.021,25.51,8.49,,0.528,11.198,14.0,7.808,5.067,3.375
2011-03-25,86.0,48.084,13.667,11.333,15.937,4.604,,0.667,6.396,14.0,7.547,1.933,2.75
2011-03-26,65.0,38.278,20.0,15.646,25.771,10.125,,0.903,8.896,10.667,6.471,1.133,2.875
2011-03-27,74.333,45.43,18.667,21.837,32.456,10.62,,0.942,13.062,14.367,8.039,1.1,3.348
2011-03-28,79.667,50.556,24.667,20.562,40.833,20.271,,1.319,22.26,16.8,9.169,2.667,3.792
2011-03-29,61.0,40.125,13.667,19.479,27.208,7.729,,1.055,14.927,17.8,11.029,4.667,3.208
2011-03-30,73.667,55.111,35.0,26.431,51.382,24.951,,1.278,23.853,20.533,12.726,6.533,4.087
2011-03-31,91.0,56.986,40.667,6.458,8.792,2.334,,0.208,21.958,18.533,13.153,7.067,1.875
2011-04-01,75.667,51.333,21.0,,,,,1.014,17.781,16.533,9.832,1.833,2.333
2011-04-02,82.0,49.014,20.667,,,,,1.25,22.979,19.167,11.464,4.833,2.833
2011-04-03,66.0,41.139,26.0,,,,,0.653,8.74,9.933,7.346,5.567,1.875
2011-04-04,46.333,28.792,9.0,,,,,0.333,5.104,13.367,8.207,3.6,1.208
2011-04-05,53.667,31.417,13.0,,,,,1.159,14.188,17.033,9.271,0.667,2.875
2011-04-06,66.667,41.486,11.333,37.778,49.834,12.056,,1.194,19.136,20.967,12.424,3.233,3.583
2011-04-07,70.667,49.472,26.667,34.458,60.125,25.667,,1.308,21.637,21.067,14.317,7.6,3.542
2011-04-08,69.667,49.278,35.333,25.125,40.729,15.604,,0.931,17.135,21.3,16.315,9.1,2.625
2011-04-09,92.667,81.597,53.667,22.23,30.062,7.834,,0.653,29.948,17.2,13.6,12.067,3.042
2011-04-10,92.333,64.25,41.0,12.292,16.854,4.562,,0.708,16.958,17.7,13.908,10.167,2.958
2011-04-11,87.333,67.847,38.0,22.292,36.312,14.021,,0.806,23.885,19.967,12.564,8.367,3.417
2011-04-12,55.333,27.986,13.667,9.269,10.693,1.424,,0.652,14.052,14.967,10.376,6.433,2.0
2011-04-13,59.667,35.472,12.333,30.33,42.665,12.335,,0.958,20.075,21.867,13.376,3.533,3.522
2011-04-14,63.333,39.319,16.0,35.292,49.833,14.542,,1.722,27.782,23.8,16.053,8.4,3.75
2011-04-15,68.667,47.264,26.333,28.5,44.562,16.062,,1.834,28.625,24.2,18.081,10.533,3.417
2011-04-16,80.667,50.694,27.667,12.312,18.334,6.02,,0.847,22.302,25.9,17.499,10.533,2.417
2011-04-17,66.0,40.917,23.333,7.458,9.604,2.146,,0.653,13.5,18.933,13.39,8.067,2.0
2011-04-18,84.0,58.555,44.333,18.479,27.292,8.812,,1.111,15.76,17.233,14.229,10.967,2.292
2011-04-19,96.0,89.903,79.0,18.0,27.774,9.775,,0.043,9.052,11.633,8.906,5.367,2.304
2011-04-20,95.333,68.75,39.333,23.542,56.458,32.916,,0.375,11.146,16.1,9.937,3.7,3.292
2011-04-21,85.667,72.208,57.333,22.848,38.964,16.116,,0.892,14.981,15.467,11.199,8.333,2.583
2011-04-22,90.333,70.903,49.0,27.458,51.084,23.625,,0.986,31.656,18.933,14.932,10.6,3.625
2011-04-23,92.0,81.431,68.333,10.125,17.166,7.042,,0.361,21.782,19.533,16.964,14.4,1.542
2011-04-24,75.0,49.958,27.667,7.0,8.021,1.021,,0.611,8.823,21.067,15.565,11.067,2.125
2011-04-25,85.667,55.472,21.667,19.25,27.75,8.5,,0.681,16.021,18.967,13.11,8.233,2.583
2011-04-26,74.333,50.889,26.0,28.214,52.542,24.329,,1.043,17.156,20.667,13.469,6.5,3.348
2011-04-27,84.667,61.986,36.333,16.894,27.317,10.423,,0.75,41.625,25.667,18.075,9.133,2.739
2011-04-28,86.0,55.097,27.667,8.896,13.138,4.243,,0.458,17.573,24.9,18.742,12.0,2.125
2011-04-29,79.0,47.681,31.333,12.114,14.344,2.229,,0.903,12.021,19.367,14.761,10.8,3.0
2011-04-30,84.0,57.375,35.333,20.406,26.073,5.667,,1.334,22.917,22.233,16.272,9.0,4.0
2011-05-01,91.0,69.403,40.0,14.406,17.125,2.719,,0.528,25.583,21.967,17.129,14.133,3.125
2011-05-02,94.333,41.861,20.333,10.244,15.838,5.595,,0.319,66.442,24.467,18.772,12.367,2.708
2011-05-03,92.667,64.708,38.333,11.359,12.783,1.424,,0.275,50.677,18.433,14.817,11.7,3.0
2011-05-04,94.0,62.875,33.0,11.958,14.771,2.812,,0.555,22.865,22.767,17.247,12.367,3.042
2011-05-05,74.0,64.75,57.0,8.636,9.677,1.042,,0.417,17.208,15.867,14.236,12.633,2.375
2011-05-06,86.0,70.5,53.667,16.594,23.833,7.24,,0.515,19.426,19.033,15.164,11.933,2.917
2011-05-07,96.333,90.778,80.0,19.334,24.99,5.656,,0.528,33.916,17.6,15.149,13.633,3.208
2011-05-08,97.333,54.694,25.0,10.218,15.813,5.594,,0.875,25.667,28.033,20.312,12.667,3.333
2011-05-09,78.333,48.972,25.667,22.823,30.062,7.24,,1.445,26.823,24.233,19.31,13.2,3.792
2011-05-10,91.667,72.889,44.333,23.0,33.326,10.326,,0.551,25.73,28.7,20.443,16.2,3.478
2011-05-11,96.667,92.514,85.667,25.052,35.438,10.386,,0.042,17.885,16.367,14.533,13.567,3.458
2011-05-12,97.0,93.805,83.0,15.281,20.75,5.469,,0.0,16.636,15.967,15.094,13.4,3.292
2011-05-13,96.333,79.917,46.0,18.646,30.351,11.706,,0.451,21.31,25.533,19.585,15.2,3.375
2011-05-14,78.333,43.528,21.0,14.104,20.104,6.0,,0.889,33.886,26.333,20.24,13.133,2.833
2011-05-15,55.0,31.528,13.667,9.823,11.427,1.604,,0.861,16.344,26.267,19.956,12.2,2.583
2011-05-16,64.667,46.722,29.667,21.292,32.781,11.49,,0.958,24.625,24.567,19.226,13.0,3.167
2011-05-17,85.667,66.319,46.667,22.685,30.087,7.402,,1.015,31.636,21.933,17.832,15.333,3.261
2011-05-18,82.667,58.458,33.667,20.562,25.802,5.24,,1.125,33.365,24.833,19.222,13.7,3.375
2011-05-19,85.0,53.764,26.0,26.575,35.006,8.431,,0.986,34.286,27.4,20.853,13.433,3.625
2011-05-20,78.333,54.555,27.0,29.656,39.198,9.542,,1.306,38.312,29.567,22.649,15.533,3.75
2011-05-21,85.0,61.972,33.667,21.74,27.531,5.792,,1.222,41.156,30.5,23.492,17.267,3.542
2011-05-22,95.0,82.528,56.333,12.354,14.375,2.021,,0.458,27.177,27.033,19.142,15.033,2.833
2011-05-23,92.0,79.083,69.667,19.429,29.504,10.075,,0.0,13.208,17.267,15.179,13.0,2.625
2011-05-24,95.667,80.736,55.667,19.261,26.62,7.359,,0.0,10.396,18.933,14.579,11.633,2.783
2011-05-25,91.667,59.417,28.0,21.958,39.708,17.75,,0.958,16.51,25.367,18.919,11.633,3.417
2011-05-26,95.0,77.778,55.333,23.817,31.908,8.092,,1.0,30.894,21.333,18.004,15.733,3.429
2011-05-27,97.0,83.82,60.333,27.052,42.938,15.886,,0.639,32.438,20.333,17.781,16.233,3.792
2011-05-28,97.0,94.333,89.667,13.979,15.979,2.0,,0.0,20.636,19.333,17.701,15.833,2.833
2011-05-29,97.333,96.958,95.667,8.75,9.948,1.198,,0.0,7.542,18.933,17.931,16.633,2.25
2011-05-30,97.333,76.222,52.667,7.021,8.354,1.334,,0.056,3.833,21.6,17.699,15.667,1.417
2011-05-31,68.667,60.708,50.333,10.391,14.782,4.392,,0.188,12.351,19.933,15.706,12.0,1.565
2011-06-01,81.667,62.528,49.0,20.741,31.804,11.063,,0.695,34.354,18.6,15.007,11.833,2.75
2011-06-02,96.0,92.708,84.0,21.802,27.979,6.177,,0.278,44.99,14.833,14.06,12.9,3.25
2011-06-03,95.333,71.792,43.333,26.537,42.194,15.656,,0.943,25.434,26.067,20.026,13.967,4.375
2011-06-04,93.667,70.625,38.0,18.854,26.427,7.573,,0.764,37.042,28.3,21.889,15.667,3.917
2011-06-05,93.667,77.639,59.0,13.406,14.615,1.208,,0.736,52.584,26.267,21.668,17.7,3.833
2011-06-06,95.333,60.834,24.333,15.438,19.229,3.792,,0.778,29.114,30.033,23.094,16.667,2.875
2011-06-07,81.667,66.667,49.667,21.217,26.913,5.696,,3.116,37.823,25.233,21.467,19.167,3.261
2011-06-08,88.0,74.014,59.333,21.354,27.396,6.042,,0.916,19.229,23.8,20.076,17.433,2.958
2011-06-09,90.333,71.583,49.333,25.996,38.862,12.865,,1.365,24.732,26.367,21.722,17.133,3.667
2011-06-10,93.0,77.167,59.0,25.26,38.031,12.771,,0.542,39.317,26.633,22.915,19.167,4.167
2011-06-11,96.667,81.764,58.0,18.292,23.771,5.479,,0.695,40.09,26.633,22.667,20.667,3.917
2011-06-12,91.333,72.986,47.333,16.906,18.948,2.042,,1.445,42.024,26.7,23.076,20.633,5.333
2011-06-13,96.667,80.181,64.333,27.74,35.594,7.854,,1.097,30.74,25.1,21.928,17.9,4.375
2011-06-14,89.333,74.833,48.667,23.014,32.271,9.257,,1.394,29.076,25.033,22.104,20.033,3.652
2011-06-15,74.333,55.833,42.0,21.049,29.064,8.015,,1.528,10.094,24.267,21.451,19.133,2.958
2011-06-16,92.0,78.028,59.0,25.323,38.948,13.625,,1.153,23.0,24.433,20.092,17.367,3.75
2011-06-17,97.0,91.389,80.333,13.614,18.062,4.448,,0.056,12.271,21.167,18.829,17.033,2.375
2011-06-18,95.667,85.444,72.0,21.958,32.614,10.656,,0.903,21.229,22.167,20.062,18.567,3.875
2011-06-19,95.667,77.986,54.333,9.406,10.958,1.552,,0.611,25.416,25.867,21.947,18.867,3.833
2011-06-20,90.667,76.764,57.0,19.573,29.292,9.719,,0.583,29.104,28.233,24.082,19.967,4.25
2011-06-21,92.667,75.056,48.667,17.022,36.663,19.642,,0.565,19.302,31.933,25.651,22.433,3.348
2011-06-22,90.333,60.5,33.0,26.913,38.5,11.587,,1.223,31.776,34.633,28.729,21.4,4.0
2011-06-23,87.667,67.028,45.333,19.362,33.434,14.073,,0.536,30.914,34.5,28.76,24.2,3.522
2011-06-24,68.667,53.417,37.0,15.177,29.427,14.25,,0.222,19.969,36.667,31.297,26.767,2.375
2011-06-25,88.667,76.222,63.333,12.979,23.24,10.26,,0.472,20.927,27.633,23.943,19.9,2.917
2011-06-26,95.667,90.736,81.0,9.396,12.271,2.875,,0.139,28.406,22.6,20.714,19.167,3.333
2011-06-27,93.667,88.805,84.333,20.177,35.094,14.917,,0.097,27.99,23.133,21.888,20.533,3.875
2011-06-28,94.333,72.264,45.0,23.663,38.826,15.163,,1.101,36.166,34.8,27.665,21.867,4.217
2011-06-29,85.0,62.555,45.667,20.761,31.354,10.594,,1.778,32.875,35.267,30.099,25.2,3.75
2011-06-30,90.0,75.041,43.0,20.158,30.332,10.173,,0.567,28.84,33.7,27.517,24.233,3.458
2011-07-01,90.333,68.319,35.667,15.646,28.114,12.469,,0.722,29.136,34.1,28.053,23.4,2.958
2011-07-02,89.0,76.055,57.0,10.458,13.636,3.177,,1.014,54.344,31.0,26.696,24.3,2.625
2011-07-03,88.333,69.236,54.333,10.761,13.75,2.99,,0.722,28.833,32.2,28.158,23.7,3.083
2011-07-04,88.0,65.264,43.333,15.396,23.604,8.208,,0.722,39.729,35.767,29.804,25.167,3.083
2011-07-05,89.333,68.986,37.667,15.696,21.728,6.032,,0.725,22.415,34.633,28.262,24.8,2.478
2011-07-06,73.333,58.417,40.667,17.677,22.154,4.476,,1.274,28.138,33.233,28.069,23.9,3.083
2011-07-07,88.667,73.722,62.333,18.216,24.528,6.313,,0.986,38.241,29.433,26.417,22.767,3.333
2011-07-08,93.0,74.611,53.667,22.375,36.802,14.427,,0.542,35.677,33.033,28.379,24.3,3.75
2011-07-09,86.0,67.639,49.667,18.792,30.833,12.042,,1.292,31.688,34.9,30.222,26.933,3.625
2011-07-10,80.667,62.042,39.0,10.438,13.146,2.708,,0.667,18.604,36.533,30.085,25.8,2.417
2011-07-11,80.333,62.82,39.667,14.375,23.812,9.438,,0.778,18.25,35.433,29.758,25.2,2.208
2011-07-12,84.667,65.389,46.333,13.13,25.924,12.793,,0.623,16.021,34.667,29.324,25.633,2.043
2011-07-13,83.667,64.833,46.333,14.323,26.886,12.562,,0.718,17.586,34.567,29.267,25.333,2.25
2011-07-14,80.0,58.18,40.0,18.342,33.183,14.842,,0.722,17.347,35.9,30.054,25.4,2.583
2011-07-15,78.0,55.611,28.333,20.614,35.958,15.344,,0.875,22.584,37.033,30.503,24.8,3.0
2011-07-16,85.0,62.25,32.0,14.792,22.698,7.906,,2.736,23.385,36.267,29.828,25.7,2.375
2011-07-17,81.667,61.056,36.667,9.76,14.344,4.583,,1.75,24.823,36.667,30.243,25.2,2.333
2011-07-18,77.667,62.694,42.333,8.51,15.844,7.334,,1.305,19.927,35.2,30.344,26.6,1.875
2011-07-19,95.333,89.236,78.667,11.228,24.935,13.706,,0.29,16.406,28.167,25.8,23.633,2.043
2011-07-20,94.667,82.556,68.667,7.562,13.01,5.448,,0.153,19.396,29.333,25.519,20.3,1.417
2011-07-21,80.667,67.625,53.667,6.839,8.443,1.604,,0.06,10.081,23.367,20.604,18.467,1.261
2011-07-22,73.667,59.528,48.333,10.083,13.646,3.562,,0.111,10.714,24.6,21.057,17.9,1.542
2011-07-23,75.0,65.125,54.0,7.531,9.208,1.677,,0.167,9.094,28.333,23.388,18.133,1.417
2011-07-24,82.333,68.208,52.667,9.51,12.5,2.99,,0.764,15.865,29.833,25.983,21.633,2.208
2011-07-25,88.333,68.097,46.333,15.584,23.062,7.479,,0.833,24.771,32.267,27.565,23.5,2.458
2011-07-26,83.667,68.625,52.0,20.044,28.935,8.891,,0.565,17.302,31.1,27.343,23.533,2.957
2011-07-27,86.333,72.514,53.333,26.271,35.792,9.521,,0.806,27.354,31.333,27.408,24.633,3.792
2011-07-28,93.0,83.57,63.0,18.027,22.546,4.52,,0.44,30.85,29.467,25.763,23.467,3.167
2011-07-29,95.333,86.819,66.0,25.271,36.823,11.552,,0.583,44.333,29.667,25.561,23.233,3.833
2011-07-30,96.0,82.986,59.667,11.094,13.354,2.26,,0.153,12.854,28.6,24.96,22.667,2.0
2011-07-31,93.667,89.722,83.0,7.531,9.229,1.698,,0.014,18.458,23.433,22.356,21.533,2.0
2011-08-01,95.333,80.18,63.0,14.698,22.792,8.094,,0.264,24.854,26.667,23.567,20.933,3.208
2011-08-02,89.667,77.056,60.0,18.913,27.967,9.054,,0.735,40.461,27.767,24.628,21.667,3.435
2011-08-03,93.333,82.597,59.333,17.266,25.51,8.244,,0.792,33.854,30.267,25.381,23.167,3.208
2011-08-04,94.0,82.847,65.667,12.938,24.125,11.188,,0.375,21.312,28.733,25.938,23.7,2.375
2011-08-05,95.333,77.708,57.0,10.469,21.562,11.094,,0.222,12.906,32.3,27.594,23.967,1.958
2011-08-06,88.0,72.264,52.0,12.135,19.386,7.25,,0.486,21.625,33.233,28.892,25.7,2.333
2011-08-07,90.333,75.444,46.0,9.473,12.196,2.723,,0.299,17.428,35.067,28.022,24.4,2.25
2011-08-08,93.0,71.458,48.333,17.5,27.573,10.073,,0.708,27.386,34.6,28.869,23.567,3.333
2011-08-09,85.0,66.917,43.333,18.804,26.478,7.674,,0.812,30.906,36.233,30.362,25.533,3.043
2011-08-10,88.333,66.847,43.0,21.363,29.882,8.519,,1.041,44.144,36.933,31.376,26.833,3.292
2011-08-11,87.333,68.472,45.333,19.634,26.789,7.155,,1.071,41.51,35.533,30.629,27.1,3.625
2011-08-12,79.333,60.028,34.667,14.771,17.625,2.854,,1.264,36.579,35.9,31.004,27.033,3.417
2011-08-13,81.333,64.5,44.0,11.302,11.938,0.636,,1.445,52.297,34.833,30.075,26.9,3.458
2011-08-14,85.333,67.069,50.333,7.875,8.437,0.562,,0.931,48.156,35.133,30.133,26.5,3.0
2011-08-15,82.333,65.222,45.667,10.125,11.218,1.094,,0.75,27.656,34.867,29.893,25.367,2.458
2011-08-16,82.0,64.264,46.0,9.859,11.196,1.337,,0.71,32.652,35.067,30.625,26.3,2.739
2011-08-17,80.667,61.292,40.667,14.708,17.364,2.656,,0.859,34.986,36.167,31.342,26.767,3.083
2011-08-18,81.333,61.056,38.667,18.148,23.498,5.351,,1.081,50.571,37.967,32.306,27.767,3.556
2011-08-19,96.0,88.264,74.0,13.363,18.224,4.861,,0.306,14.598,28.133,24.246,21.5,2.409
2011-08-20,92.667,80.514,61.333,10.729,12.458,1.729,,0.236,11.479,25.3,22.967,21.3,2.125
2011-08-21,95.667,93.389,89.0,6.323,7.698,1.375,,0.0,10.792,21.8,20.029,18.767,2.042
2011-08-22,97.0,91.681,81.333,14.938,22.302,7.364,,0.042,11.771,22.9,21.061,19.133,2.583
2011-08-23,97.0,88.681,74.333,18.75,29.392,10.642,,0.348,25.604,26.8,23.556,21.367,3.217
2011-08-24,95.333,76.75,56.667,14.792,34.865,20.073,,0.542,30.542,32.367,27.199,22.367,3.0
2011-08-25,95.0,87.958,74.0,14.99,43.021,28.031,,0.153,11.419,27.533,25.497,24.367,3.0
2011-08-26,94.333,85.972,59.0,11.754,29.438,17.684,,0.225,18.114,31.533,25.065,22.933,2.417
2011-08-27,96.333,85.583,69.0,14.948,25.344,10.396,,0.153,16.604,27.1,23.857,22.067,2.542
2011-08-28,90.333,70.528,51.667,8.979,11.583,2.604,,0.514,13.792,30.233,25.49,21.367,2.0
2011-08-29,91.667,72.028,50.333,12.594,19.458,6.864,,0.653,15.604,30.633,25.789,22.067,1.792
2011-08-30,88.667,66.014,42.0,12.212,17.696,5.484,,0.809,13.946,31.267,26.031,21.867,1.826
2011-08-31,95.0,82.097,66.0,13.292,20.646,7.354,,0.445,22.083,29.033,25.362,21.267,2.083
2011-09-01,95.667,83.639,59.333,11.479,25.375,13.896,,0.181,18.146,31.8,27.422,24.967,1.958
2011-09-02,96.667,78.875,59.333,9.406,21.281,11.875,,0.569,21.45,32.033,28.181,24.9,1.542
2011-09-03,92.0,73.653,64.333,4.406,8.01,3.604,,0.25,23.99,30.2,28.162,24.8,1.042
