date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,SO2_mean
2013-04-19,2.542,13.229,18.166,4.938,10.417,,0.0
2013-04-20,3.875,22.084,30.708,8.625,13.042,,0.0
2013-04-21,3.208,9.542,12.0,2.458,-0.875,,0.0
2013-04-22,3.478,15.88,21.938,6.058,12.304,,0.0
2013-04-23,5.333,23.968,36.882,12.915,18.5,,0.636
2013-04-24,3.0,11.292,12.084,0.792,12.792,,0.0
2013-04-25,3.958,16.542,21.208,4.666,15.25,,0.083
2013-04-26,5.208,20.792,32.271,11.479,20.292,,0.167
2013-04-27,4.875,18.25,27.312,9.062,10.667,,0.0
2013-04-28,4.667,12.438,14.396,1.958,12.042,,0.0
2013-04-29,5.167,15.75,19.812,4.062,16.667,,0.875
2013-04-30,4.583,8.562,9.396,0.834,22.0,,0.0
2013-05-01,5.565,18.739,25.435,6.696,19.174,,0.13
2013-05-02,6.042,15.312,23.584,8.271,4.958,,0.0
2013-05-03,6.042,12.708,16.562,3.854,6.625,,0.375
2013-05-04,6.375,12.25,15.021,2.771,11.208,,0.333
2013-05-05,5.708,8.292,9.584,1.292,16.333,,0.125
2013-05-06,5.875,15.395,17.812,2.416,23.542,,0.0
2013-05-07,4.435,9.25,13.302,4.052,4.864,,0.0
2013-05-08,4.583,20.15,33.328,13.177,6.5,,0.0
2013-05-09,4.542,22.729,35.834,13.105,14.25,,0.458
2013-05-10,6.292,30.062,46.604,16.542,27.333,,1.0
2013-05-11,5.667,21.958,30.166,8.208,26.083,,0.0
2013-05-12,4.833,9.916,11.312,1.396,12.875,,0.083
2013-05-13,4.273,18.614,28.262,9.648,19.522,,0.375
2013-05-14,4.5,24.104,36.5,12.396,21.714,,0.583
2013-05-15,2.958,15.0,19.062,4.062,14.917,,0.5
2013-05-16,4.917,21.693,32.844,11.152,25.917,,0.174
2013-05-17,5.167,19.812,26.916,7.104,14.708,,0.25
2013-05-18,4.167,13.333,19.875,6.542,18.083,,0.25
2013-05-19,2.333,5.104,5.458,0.354,11.708,,0.125
2013-05-20,5.625,27.812,40.812,13.0,13.958,,0.0
2013-05-21,4.696,20.522,33.413,12.892,21.545,,0.261
2013-05-22,5.167,20.166,26.083,5.916,29.826,,1.042
2013-05-23,5.292,25.104,34.646,9.542,30.125,,1.75
2013-05-24,3.833,20.169,30.308,10.138,20.292,,0.913
2013-05-25,4.0,13.77,19.958,6.188,17.05,,0.458
2013-05-26,2.708,7.916,9.146,1.229,,,0.417
2013-05-27,2.5,12.597,15.314,2.718,13.3,,0.208
2013-05-28,2.0,8.448,9.57,1.122,10.833,,0.0
2013-05-29,1.958,7.646,8.438,0.792,12.167,,0.042
2013-05-30,1.375,6.938,7.958,1.02,12.708,,0.0
2013-05-31,3.542,21.166,29.812,8.646,18.875,,0.5
2013-06-01,3.958,19.896,30.812,10.916,18.5,,0.083
2013-06-02,2.417,7.875,9.896,2.021,13.708,,0.0
2013-06-03,3.652,19.36,24.756,5.396,16.048,,1.208
2013-06-04,4.333,20.792,31.271,10.479,24.864,,0.833
2013-06-05,2.833,13.5,21.52,8.02,21.375,,0.25
2013-06-06,2.458,12.842,15.445,2.602,17.0,,0.304
2013-06-07,3.417,19.312,29.271,9.958,14.917,,0.5
2013-06-08,3.042,13.625,18.479,4.854,17.5,,0.0
2013-06-09,3.667,13.354,15.355,2.0,26.417,,0.5
2013-06-10,3.0,16.438,23.625,7.188,24.375,,0.292
2013-06-11,4.957,27.87,40.63,12.761,19.87,,0.13
2013-06-12,4.417,19.438,28.334,8.896,17.458,,0.0
2013-06-13,3.125,12.5,21.562,9.062,7.958,,0.0
2013-06-14,3.667,17.871,30.638,12.766,13.25,,0.5
2013-06-15,3.458,12.896,23.854,10.958,16.5,,1.458
2013-06-16,2.875,10.416,12.979,2.562,9.75,,0.0
2013-06-17,4.773,14.827,23.77,8.943,16.526,,0.261
2013-06-18,7.0,18.875,26.542,7.666,34.917,,0.0
2013-06-19,5.458,13.188,15.812,2.625,23.5,,0.0
2013-06-20,6.0,19.188,24.0,4.812,12.917,,0.0
2013-06-21,7.458,25.042,36.958,11.917,14.167,,0.0
2013-06-22,6.833,15.875,21.146,5.271,13.292,,0.0
2013-06-23,7.792,10.916,12.125,1.208,28.667,,0.625
2013-06-24,7.167,20.438,27.521,7.084,27.458,,0.25
2013-06-25,6.609,25.954,38.771,12.816,31.739,,0.5
2013-06-26,4.792,20.826,26.381,5.555,25.333,,0.478
2013-06-27,3.75,14.084,17.688,3.604,12.167,,0.333
2013-06-28,4.875,20.0,28.021,8.021,20.917,,2.0
2013-06-29,4.0,16.417,25.104,8.688,20.0,,0.917
2013-06-30,2.167,5.208,5.875,0.666,14.625,,0.792
2013-07-01,2.083,9.625,11.375,1.75,12.917,,0.125
2013-07-02,2.696,13.978,18.739,4.761,12.261,,0.652
2013-07-03,1.833,7.104,8.771,1.666,13.333,,0.208
2013-07-04,1.792,10.208,15.645,5.438,12.458,,0.0
2013-07-05,1.042,6.062,8.75,2.688,17.667,,0.0
2013-07-06,1.083,4.25,6.292,2.042,17.0,,0.0
2013-07-07,1.417,6.729,9.958,3.229,21.792,,0.417
2013-07-08,4.542,21.104,33.792,12.688,32.083,,2.583
2013-07-09,3.826,17.796,25.218,7.421,34.478,,0.833
2013-07-10,4.292,21.352,25.992,4.64,45.333,,1.0
2013-07-11,4.167,18.354,22.458,4.104,45.833,,1.0
2013-07-12,5.542,25.75,32.667,6.916,45.625,,3.958
2013-07-13,6.75,27.875,33.146,5.271,49.167,,2.833
2013-07-14,5.0,12.875,15.125,2.25,48.833,,1.333
2013-07-15,3.583,12.125,14.792,2.666,30.792,,1.042
2013-07-16,2.792,18.166,21.771,3.604,16.583,,1.833
2013-07-17,2.095,14.048,19.416,5.366,18.261,,1.174
2013-07-18,2.833,12.23,14.604,2.375,24.0,,0.083
2013-07-19,2.708,17.521,23.875,6.354,19.167,,1.0
2013-07-20,3.375,19.729,25.812,6.083,19.083,,1.75
2013-07-21,3.375,11.979,13.354,1.375,22.25,,2.333
2013-07-22,2.783,11.987,14.317,2.33,27.087,,0.208
2013-07-23,6.167,27.792,39.938,12.146,32.875,,1.125
2013-07-24,3.542,21.688,26.5,4.812,23.208,,1.625
2013-07-25,5.875,24.377,41.464,17.088,24.833,,0.696
2013-07-26,2.5,12.896,17.167,4.27,27.083,,0.25
2013-07-27,2.958,13.021,18.083,5.062,24.083,,0.208
2013-07-28,4.083,10.396,12.354,1.958,21.5,,0.417
2013-07-29,4.333,19.938,28.729,8.792,27.708,,0.208
2013-07-30,5.545,19.752,27.512,7.76,37.87,,0.609
2013-07-31,5.875,23.0,30.271,7.27,46.375,,4.5
2013-08-01,5.042,20.979,29.062,8.084,35.292,,0.167
2013-08-02,4.5,18.0,27.084,9.084,22.458,,1.5
2013-08-03,4.0,15.688,23.646,7.958,21.375,,2.833
2013-08-04,2.792,7.312,9.125,1.812,16.667,,0.708
2013-08-05,2.5,8.348,10.034,1.687,20.958,,0.0
2013-08-06,2.913,12.496,16.32,3.824,18.0,,0.0
2013-08-07,4.917,18.084,29.375,11.292,25.167,,0.625
2013-08-08,4.458,18.48,25.916,7.438,36.208,,0.708
2013-08-09,4.417,16.105,21.521,5.416,47.833,,0.417
2013-08-10,7.125,21.771,28.584,6.812,59.292,,1.333
2013-08-11,5.792,16.688,18.834,2.146,52.0,,0.545
2013-08-12,5.792,18.048,23.65,5.602,49.833,,1.158
2013-08-13,4.5,12.81,16.149,3.339,43.708,,0.692
2013-08-14,4.3,11.634,14.804,3.17,38.826,,1.125
2013-08-15,3.958,7.875,9.958,2.084,33.292,,0.917
2013-08-16,3.25,6.188,7.333,1.146,31.625,,0.083
2013-08-17,3.333,7.312,10.584,3.271,22.208,,0.0
2013-08-18,2.708,3.708,4.334,0.625,14.917,,0.0
2013-08-19,2.565,8.144,11.428,3.284,16.913,,0.0
2013-08-20,2.125,7.584,10.375,2.792,13.625,,0.0
2013-08-21,4.417,21.992,30.682,8.69,21.667,,0.652
2013-08-22,4.167,15.645,21.958,6.312,32.0,,0.542
2013-08-23,5.0,21.48,30.875,9.396,30.75,,0.25
2013-08-24,4.708,18.334,29.167,10.834,19.0,,0.375
2013-08-25,5.875,20.021,22.75,2.729,27.25,,1.208
2013-08-26,5.348,21.327,33.156,11.829,23.783,,0.708
2013-08-27,5.083,17.438,23.145,5.708,14.875,,0.0
2013-08-28,4.875,20.125,29.583,9.458,18.417,,1.042
2013-08-29,4.917,18.25,26.375,8.125,29.042,,1.042
2013-08-30,3.958,13.083,17.979,4.896,24.667,,0.417
2013-08-31,3.375,11.542,17.812,6.271,18.917,,0.333
2013-09-01,3.0,5.792,7.417,1.625,17.333,,0.0
2013-09-02,2.875,11.59,17.36,5.77,11.417,,0.565
2013-09-03,2.0,6.809,11.83,5.021,9.348,,0.417
2013-09-04,2.667,10.562,17.25,6.688,11.917,,0.708
2013-09-05,3.167,12.438,18.604,6.167,11.458,,0.0
2013-09-06,4.833,21.542,33.25,11.708,17.833,,1.583
2013-09-07,5.375,19.334,26.438,7.104,22.0,,0.667
2013-09-08,4.125,10.334,12.562,2.23,17.792,,0.5
2013-09-09,4.458,19.062,28.396,9.333,14.0,,1.167
2013-09-10,5.261,22.362,30.958,8.595,18.348,,1.333
2013-09-11,5.167,21.973,31.236,9.263,17.542,,0.0
2013-09-12,5.25,21.646,34.667,13.021,24.125,,0.625
2013-09-13,5.125,22.042,30.73,8.688,28.708,,1.583
2013-09-14,5.625,21.542,32.646,11.104,22.292,,1.5
2013-09-15,3.083,8.688,13.229,4.542,10.583,,0.083
2013-09-16,1.75,4.73,6.042,1.312,12.375,,0.0
2013-09-17,5.208,21.75,33.979,12.229,11.958,,0.875
2013-09-18,6.727,27.914,46.416,18.502,20.565,,1.042
2013-09-19,5.792,28.529,43.904,15.375,21.5,,1.391
2013-09-20,5.042,17.729,30.042,12.312,20.625,,0.625
2013-09-21,4.833,17.042,27.604,10.562,23.083,,1.125
2013-09-22,5.833,13.729,17.666,3.938,32.833,,0.625
2013-09-23,4.208,8.0,11.52,3.521,14.708,,0.0
2013-09-24,5.261,18.373,27.146,8.774,18.783,,0.0
2013-09-25,4.083,19.062,29.229,10.167,13.25,,0.0
2013-09-26,2.958,12.174,19.606,7.432,10.917,,0.0
2013-09-27,4.792,16.938,24.771,7.834,7.625,,0.625
2013-09-28,6.583,20.792,34.208,13.417,12.542,,1.208
2013-09-29,5.5,15.688,19.458,3.771,15.208,,1.0
2013-09-30,5.667,19.562,29.125,9.562,17.25,,0.292
2013-10-01,5.292,22.693,33.224,10.53,20.042,,0.043
2013-10-02,4.609,18.05,27.402,9.352,16.045,,0.0
2013-10-03,6.083,20.125,44.312,24.188,21.625,,0.667
2013-10-04,5.958,17.562,27.48,9.916,16.25,,0.125
2013-10-05,6.792,12.854,17.771,4.917,11.667,,0.0
2013-10-06,6.375,10.229,14.625,4.396,12.625,,0.042
2013-10-07,5.9,21.654,34.362,12.708,18.304,,0.875
2013-10-08,3.292,12.083,24.812,12.73,16.083,,1.167
2013-10-09,2.125,7.258,8.802,1.544,12.667,,0.0
2013-10-10,5.25,20.02,38.542,18.52,17.083,,0.917
2013-10-11,3.208,11.042,17.75,6.708,15.333,,0.042
2013-10-12,2.792,8.312,11.562,3.25,15.417,,0.0
2013-10-13,5.0,9.75,13.083,3.334,6.667,,0.125
2013-10-14,6.75,18.0,23.334,5.333,13.542,,1.0
2013-10-15,6.261,19.87,29.125,9.256,25.043,,0.583
2013-10-16,3.458,8.82,11.998,3.176,4.333,,0.087
2013-10-17,4.917,15.708,22.917,7.208,4.542,,0.667
2013-10-18,5.75,19.271,29.188,9.916,7.292,,1.167
2013-10-19,5.75,14.208,20.229,6.021,13.708,,0.417
2013-10-20,6.5,9.146,11.625,2.479,5.958,,0.0
2013-10-21,6.773,21.772,44.666,22.894,9.818,,0.25
2013-10-22,2.75,19.316,30.912,11.596,9.75,,0.0
2013-10-23,3.583,19.208,30.666,11.458,7.25,,0.083
2013-10-24,4.125,17.062,27.312,10.25,8.25,,0.333
2013-10-25,4.292,18.834,36.042,17.208,9.5,,0.0
2013-10-26,6.0,17.896,22.792,4.896,6.917,,0.125
2013-10-27,6.167,12.854,19.062,6.208,9.833,,0.042
2013-10-28,6.5,28.534,53.294,24.76,14.174,,1.208
2013-10-29,9.25,32.597,64.921,32.324,21.875,,0.783
2013-10-30,5.792,25.045,44.988,19.943,18.833,,0.958
2013-10-31,8.417,29.542,40.708,11.167,25.792,,1.417
2013-11-01,9.083,25.708,40.667,14.958,27.042,,1.167
2013-11-02,8.458,32.125,49.125,17.0,27.958,,1.083
2013-11-03,8.083,24.208,30.542,6.333,38.792,,1.333
2013-11-04,7.208,18.167,20.75,2.583,29.375,,0.417
2013-11-05,8.083,26.792,50.75,23.958,22.708,,1.167
2013-11-06,5.773,19.13,32.522,13.391,20.682,,1.043
2013-11-07,7.792,31.0,63.083,32.083,30.522,,0.917
2013-11-08,5.417,17.917,32.792,14.875,18.375,,0.667
2013-11-09,5.417,19.833,27.083,7.25,15.083,,0.667
2013-11-10,3.917,10.75,12.542,1.792,17.208,,0.292
2013-11-11,4.375,11.522,14.348,2.826,8.375,,0.478
2013-11-12,5.167,20.5,36.5,16.0,9.25,,0.708
2013-11-13,4.0,16.833,23.5,6.667,8.304,,0.75
2013-11-14,6.333,28.125,54.375,26.25,13.833,,1.458
2013-11-15,7.917,29.747,71.16,41.414,26.333,,1.083
2013-11-16,8.333,26.208,60.5,34.292,19.833,,1.333
2013-11-17,6.542,15.521,25.646,10.125,21.083,,1.25
2013-11-18,6.5,18.138,38.832,20.693,23.636,,1.083
2013-11-19,3.292,18.188,30.958,12.771,10.042,,1.0
2013-11-20,4.5,23.44,37.892,14.453,13.917,,1.0
2013-11-21,6.708,27.666,62.104,34.438,15.292,,1.042
2013-11-22,6.833,26.958,65.479,38.521,13.958,,1.458
2013-11-23,6.125,21.604,37.458,15.854,10.292,,1.125
2013-11-24,8.333,23.396,37.396,14.0,23.875,,1.167
2013-11-25,6.333,22.333,41.208,18.875,22.833,,1.5
2013-11-26,6.75,20.666,46.792,26.125,17.5,,0.708
2013-11-27,4.478,15.608,27.37,11.761,8.478,,0.826
2013-11-28,3.667,12.896,17.542,4.646,10.042,,0.958
2013-11-29,6.0,21.278,46.146,24.868,9.917,,1.042
2013-11-30,7.333,24.958,48.875,23.917,10.333,,1.125
2013-12-01,8.542,24.0,44.458,20.458,17.375,,1.375
2013-12-02,8.696,36.396,71.171,34.775,25.545,,1.958
2013-12-03,8.625,37.792,90.271,52.479,26.125,,1.833
2013-12-04,7.083,31.269,62.02,30.752,25.083,,1.0
2013-12-05,7.625,33.458,72.312,38.854,21.667,,1.75
2013-12-06,7.458,30.562,67.625,37.062,21.0,,1.292
2013-12-07,6.667,24.979,45.771,20.792,11.25,,1.062
2013-12-08,5.375,14.646,19.25,4.604,8.125,,1.0
2013-12-09,8.217,35.9,86.846,50.946,9.1,,2.333
2013-12-10,7.042,30.916,71.812,40.896,5.571,,1.042
2013-12-11,5.917,24.382,54.616,30.233,10.25,,1.091
2013-12-12,5.083,23.396,37.396,14.0,10.208,,1.167
2013-12-13,5.583,20.708,43.188,22.479,9.042,,1.125
2013-12-14,7.5,26.084,55.042,28.958,8.958,,1.0
2013-12-15,8.417,19.562,38.708,19.146,8.083,,1.0
2013-12-16,5.636,17.346,29.444,12.098,6.545,,1.0
2013-12-17,5.792,29.062,60.521,31.458,9.708,,1.0
2013-12-18,5.917,25.5,43.854,18.354,18.333,,1.0
2013-12-19,4.875,14.884,22.771,7.888,4.667,,0.565
2013-12-20,7.208,22.958,52.5,29.542,6.792,,0.583
2013-12-21,10.875,28.584,82.104,53.52,15.833,,1.0
2013-12-22,6.167,13.458,20.25,6.792,6.583,,0.958
2013-12-23,8.75,28.125,53.896,25.771,15.125,,1.0
2013-12-24,7.042,20.896,44.0,23.104,11.208,,1.0
2013-12-25,8.348,29.152,61.652,32.5,12.913,,1.348
2013-12-26,7.958,39.625,88.229,48.604,33.583,,1.292
2013-12-27,6.125,24.583,44.479,19.896,16.375,,1.333
2013-12-28,7.292,23.979,46.292,22.312,7.958,,1.0
2013-12-29,6.625,20.688,34.021,13.334,5.833,,1.208
2013-12-30,8.542,24.604,49.562,24.958,9.125,,1.042
2013-12-31,8.833,28.708,49.666,20.958,16.667,,1.5
2014-01-01,4.417,8.167,10.292,2.125,6.0,,1.458
2014-01-02,6.083,19.75,29.584,9.834,8.708,,1.125
2014-01-03,6.458,22.789,37.898,15.111,7.625,,1.267
2014-01-04,8.875,24.229,43.771,19.542,11.958,,1.417
2014-01-05,9.542,31.434,73.696,42.262,19.75,,2.217
2014-01-06,5.091,13.216,19.182,5.966,12.136,,1.5
2014-01-07,3.583,14.812,23.896,9.083,4.458,,1.0
2014-01-08,4.708,19.584,34.708,15.125,9.167,,1.083
2014-01-09,5.375,23.854,45.188,21.333,9.833,,1.083
2014-01-10,6.958,27.39,58.676,31.287,12.625,,1.292
2014-01-11,5.792,20.125,39.042,18.917,12.167,,1.417
2014-01-12,4.083,13.458,24.833,11.375,5.25,,1.0
2014-01-13,6.208,29.75,56.042,26.292,7.167,,1.304
2014-01-14,9.0,43.258,104.813,61.555,26.727,,3.167
2014-01-15,6.25,31.48,64.104,32.625,26.292,,1.458
2014-01-16,6.5,33.104,58.396,25.292,15.0,,3.042
2014-01-17,5.792,18.438,38.834,20.396,11.917,,1.625
2014-01-18,4.958,16.167,23.416,7.25,6.75,,1.042
2014-01-19,6.591,31.174,60.37,29.196,13.182,,1.696
2014-01-20,5.75,22.312,42.479,20.166,16.667,,1.958
2014-01-21,4.875,26.25,42.458,16.208,20.125,,1.417
2014-01-22,6.0,26.832,48.592,21.761,16.667,,1.0
2014-01-23,5.625,18.104,40.938,22.833,8.792,,1.0
2014-01-24,7.25,27.104,57.916,30.812,13.25,,1.333
2014-01-25,8.417,27.5,49.166,21.667,22.458,,2.125
2014-01-26,7.667,29.917,50.229,20.312,26.208,,2.083
2014-01-27,5.957,19.364,30.443,11.079,20.348,,1.083
2014-01-28,2.917,11.082,19.198,8.117,6.208,,1.13
2014-01-29,4.125,23.5,42.604,19.104,9.292,,1.417
2014-01-30,4.625,27.042,45.896,18.854,14.583,,1.125
2014-01-31,4.75,16.208,37.98,21.771,7.0,,1.0
2014-02-01,3.083,6.75,10.084,3.334,4.958,,1.0
2014-02-02,3.5,14.292,25.812,11.521,5.875,,1.0
2014-02-03,4.522,23.065,41.326,18.26,7.87,,1.261
2014-02-04,5.208,27.833,46.562,18.73,13.208,,2.292
2014-02-05,4.667,24.25,39.375,15.125,14.417,,1.125
2014-02-06,5.292,22.604,48.646,26.042,13.0,,1.208
2014-02-07,6.458,27.708,51.396,23.688,12.792,,2.417
2014-02-08,7.333,21.562,33.854,12.292,26.083,,1.125
2014-02-09,5.87,23.524,48.649,25.125,11.304,,1.667
2014-02-10,5.625,28.666,63.546,34.88,9.125,,1.565
2014-02-11,6.458,26.771,48.438,21.666,18.542,,1.667
2014-02-12,7.667,33.104,64.625,31.521,28.167,,1.833
2014-02-13,5.833,22.854,43.708,20.854,18.083,,1.083
2014-02-14,6.375,27.562,58.375,30.812,8.25,,1.125
2014-02-15,5.667,15.542,25.896,10.354,13.167,,1.458
2014-02-16,6.708,31.958,58.27,26.312,12.125,,2.083
2014-02-17,5.435,25.883,41.35,15.467,17.5,,1.333
2014-02-18,4.667,19.818,31.658,11.84,9.833,,1.0
2014-02-19,4.792,22.938,45.354,22.416,7.75,,1.0
2014-02-20,5.208,25.146,47.292,22.146,10.25,,1.458
2014-02-21,5.833,22.896,41.854,18.958,14.208,,2.333
2014-02-22,6.917,23.75,32.271,8.521,30.625,,1.75
2014-02-23,6.875,19.584,32.771,13.188,26.167,,1.042
2014-02-24,7.167,26.521,40.208,13.688,29.5,,1.917
2014-02-25,5.261,21.72,31.486,9.766,27.217,,2.542
2014-02-26,5.083,21.706,34.166,12.46,21.958,,1.043
2014-02-27,5.333,21.392,44.104,22.712,9.042,,1.0
2014-02-28,3.958,18.375,30.792,12.417,11.125,,1.583
2014-03-01,5.167,18.5,27.667,9.167,10.208,,1.125
2014-03-02,4.75,17.417,33.958,16.542,8.542,,1.0
2014-03-03,5.381,25.857,49.333,23.476,15.227,,1.0
2014-03-04,5.417,25.0,47.083,22.083,9.833,,1.125
2014-03-05,4.0,16.75,31.208,14.458,8.708,,1.0
2014-03-06,4.833,23.333,42.333,19.0,8.211,,1.167
2014-03-07,4.75,16.5,28.292,11.792,12.792,,1.0
2014-03-08,4.292,8.667,12.833,4.167,5.708,,1.0
2014-03-09,4.5,17.545,32.364,14.818,3.182,,1.0
2014-03-10,4.375,22.25,46.25,24.0,5.625,,0.957
2014-03-11,2.958,18.708,27.208,8.5,7.0,,1.0
2014-03-12,3.542,19.833,28.958,9.125,11.208,,1.125
2014-03-13,4.667,27.042,53.25,26.208,16.875,,1.583
2014-03-14,5.458,27.0,45.042,18.042,20.708,,1.917
2014-03-15,6.333,21.583,31.042,9.458,26.75,,1.875
2014-03-16,8.087,40.522,68.739,28.217,50.478,,2.208
2014-03-17,5.875,22.5,42.292,19.792,30.5,,1.5
2014-03-18,6.833,29.25,55.708,26.458,29.917,,2.217
2014-03-19,6.417,29.458,52.417,22.958,35.125,,1.042
2014-03-20,5.375,27.25,39.875,12.625,20.5,,1.792
2014-03-21,5.292,17.583,22.083,4.5,22.292,,3.042
2014-03-22,5.458,14.333,19.875,5.542,23.917,,1.875
2014-03-23,4.5,21.125,35.958,14.833,21.958,,1.417
2014-03-24,3.7,21.409,42.591,21.182,6.182,,1.042
2014-03-25,3.667,22.125,46.375,24.25,9.083,,1.0
2014-03-26,4.542,25.292,45.833,20.542,11.958,,1.455
2014-03-27,5.0,22.875,42.25,19.375,14.625,,1.292
2014-03-28,6.292,25.958,48.333,22.375,22.375,,2.375
2014-03-29,5.792,20.542,29.542,9.0,20.958,,1.333
2014-03-30,4.375,18.875,35.875,17.0,23.042,,1.542
2014-03-31,3.667,15.5,27.5,12.0,30.5,,1.333
2014-04-01,4.091,19.806,26.9,7.094,17.136,,0.917
2014-04-02,4.917,25.949,38.55,12.6,15.625,,1.227
2014-04-03,5.667,25.562,42.396,16.834,12.583,,0.292
2014-04-04,4.292,14.355,23.583,9.23,8.917,,0.25
2014-04-05,4.583,16.146,23.584,7.438,9.042,,1.083
2014-04-06,4.375,11.125,15.75,4.625,11.792,,0.667
2014-04-07,4.917,21.729,35.688,13.958,11.625,,0.917
2014-04-08,6.583,31.442,53.552,22.11,23.417,,1.391
2014-04-09,5.409,26.542,35.984,9.442,27.091,,1.583
2014-04-10,5.375,20.75,36.208,15.458,29.75,,1.333
2014-04-11,3.792,14.416,21.062,6.646,17.5,,1.0
2014-04-12,5.042,22.271,33.02,10.75,21.292,,1.208
2014-04-13,4.917,19.792,23.146,3.354,22.333,,1.458
2014-04-14,4.217,21.196,28.721,7.525,16.435,,1.292
2014-04-15,4.333,19.584,30.021,10.438,20.625,,1.0
2014-04-16,6.25,33.701,53.306,19.606,34.333,,1.522
2014-04-17,6.292,24.542,34.354,9.812,36.292,,1.542
2014-04-18,5.75,22.625,31.771,9.145,28.208,,0.708
2014-04-19,4.75,12.479,18.125,5.646,21.083,,0.958
2014-04-20,4.667,10.062,12.938,2.875,12.5,,1.0
2014-04-21,5.417,16.688,24.812,8.125,17.25,,0.625
2014-04-22,5.826,22.608,31.76,9.152,18.783,,0.826
2014-04-23,4.708,18.354,28.562,10.208,19.208,,1.0
2014-04-24,4.625,18.23,25.688,7.458,21.875,,1.167
2014-04-25,4.417,17.75,27.396,9.646,23.625,,1.042
2014-04-26,4.542,17.396,26.521,9.125,22.875,,1.375
2014-04-27,3.667,9.416,12.167,2.75,19.875,,1.458
2014-04-28,3.478,15.047,21.398,6.352,14.273,,0.917
2014-04-29,3.75,12.354,17.604,5.25,19.25,,0.75
2014-04-30,3.583,14.48,19.0,4.52,18.792,,0.458
2014-05-01,3.875,9.791,12.676,2.886,18.125,,0.304
2014-05-02,4.875,15.292,22.958,7.667,19.0,,1.083
2014-05-03,5.0,12.125,17.896,5.771,26.958,,0.917
2014-05-04,3.375,5.625,8.271,2.646,16.625,,0.667
2014-05-05,4.25,8.125,9.729,1.604,23.292,,0.708
2014-05-06,4.833,10.979,14.938,3.958,15.833,,0.292
2014-05-07,4.87,14.81,24.191,9.38,16.043,,0.958
2014-05-08,3.542,15.744,25.628,9.884,18.167,,1.0
2014-05-09,4.208,16.458,22.146,5.688,15.167,,1.042
2014-05-10,4.708,16.875,26.562,9.688,14.0,,1.042
2014-05-11,4.042,11.958,15.77,3.812,13.5,,1.167
2014-05-12,3.087,11.772,18.906,7.133,15.609,,1.0
2014-05-13,4.625,22.026,28.258,6.231,17.167,,0.565
2014-05-14,5.167,19.562,33.48,13.917,27.833,,1.375
2014-05-15,4.667,19.229,25.375,6.146,22.542,,0.708
2014-05-16,4.25,16.562,25.021,8.458,16.375,,0.542
2014-05-17,4.125,11.208,16.125,4.916,8.667,,1.0
2014-05-18,4.292,7.854,12.25,4.396,8.0,,0.875
2014-05-19,5.045,16.614,25.072,8.458,18.261,,1.417
2014-05-20,4.833,16.226,26.142,9.916,29.708,,1.174
2014-05-21,3.917,14.312,21.292,6.979,15.333,,0.042
2014-05-22,5.292,22.062,39.334,17.27,14.5,,0.917
2014-05-23,4.208,15.09,23.261,8.171,14.333,,1.565
2014-05-24,4.167,11.875,21.208,9.333,17.917,,0.708
2014-05-25,4.25,8.458,12.396,3.938,24.292,,0.667
2014-05-26,4.125,12.292,25.125,12.834,23.333,,0.348
2014-05-27,4.208,14.989,22.244,7.254,11.333,,0.391
2014-05-28,5.636,19.332,27.718,8.386,29.0,,2.542
2014-05-29,4.708,18.77,27.084,8.312,35.333,,1.0
2014-05-30,4.583,18.584,29.688,11.104,35.792,,1.125
2014-05-31,4.792,16.104,23.021,6.917,44.833,,1.125
2014-06-01,4.708,10.479,11.938,1.458,48.333,,1.208
2014-06-02,6.042,22.104,28.625,6.52,57.25,,2.542
2014-06-03,6.13,18.261,24.87,6.608,54.182,,1.913
2014-06-04,4.042,14.938,18.188,3.25,47.458,,2.0
2014-06-05,4.333,19.38,26.706,7.327,15.375,,1.458
2014-06-06,4.125,19.104,27.875,8.77,9.792,,0.708
2014-06-07,3.25,11.562,15.958,4.396,10.0,,0.0
2014-06-08,3.208,7.75,9.458,1.708,8.667,,0.292
2014-06-09,4.955,18.922,29.761,10.839,19.957,,1.792
2014-06-10,5.792,17.73,31.584,13.854,26.833,,1.875
2014-06-11,5.333,20.079,39.38,19.301,21.042,,1.87
2014-06-12,3.5,12.542,19.146,6.604,8.625,,0.208
2014-06-13,4.667,16.688,31.271,14.584,15.875,,0.292
2014-06-14,4.417,13.25,21.729,8.479,15.917,,0.833
2014-06-15,3.792,7.042,8.646,1.604,17.667,,1.083
2014-06-16,4.818,16.258,23.442,7.184,35.9,,1.625
2014-06-17,5.25,16.084,21.021,4.938,44.0,,1.583
2014-06-18,4.917,22.403,29.93,7.526,33.696,,2.0
2014-06-19,4.375,15.667,24.5,8.833,26.833,,1.0
2014-06-20,3.125,10.958,13.104,2.146,23.625,,1.125
2014-06-21,3.375,11.271,15.562,4.292,21.917,,0.667
2014-06-22,4.667,13.125,16.354,3.23,15.042,,0.375
2014-06-23,4.261,14.658,26.09,11.432,18.571,,0.583
2014-06-24,5.542,24.084,36.146,12.062,22.958,,0.75
2014-06-25,4.708,15.729,26.208,10.479,20.958,,0.5
2014-06-26,4.375,18.78,27.26,8.479,18.458,,0.609
2014-06-27,4.708,22.084,35.854,13.771,13.792,,0.958
2014-06-28,4.667,18.688,25.188,6.5,11.083,,1.292
