date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-02-07,95.5,75.0,51.0,20.167,43.0,22.833,,2.52,16.48,10.15,7.229,4.65,183.261,9.208,14.739,198.0
2011-02-08,64.5,53.166,40.0,8.748,18.532,9.786,,1.978,10.562,5.25,2.356,-0.65,179.435,6.0,5.652,185.087
2011-02-09,57.0,45.104,33.5,16.245,37.946,21.702,,2.404,14.847,5.25,1.379,-2.05,180.909,7.217,7.182,188.091
2011-02-10,65.5,49.375,31.5,19.438,43.438,24.0,,2.542,12.521,7.4,2.919,-0.5,179.696,6.917,8.043,187.739
2011-02-11,73.5,58.708,40.0,8.979,18.312,9.334,,2.084,12.666,6.65,3.192,-0.1,179.478,6.042,4.913,184.391
2011-02-12,76.5,59.542,48.0,11.479,19.896,8.417,,2.146,14.146,6.7,2.881,0.15,180.522,6.375,6.957,187.478
2011-02-13,92.0,79.312,56.0,31.146,59.208,28.062,,2.23,18.896,4.75,2.312,0.45,181.043,8.042,16.043,197.087
2011-02-14,92.0,88.625,82.0,33.458,68.062,34.604,,2.167,21.48,6.3,4.919,3.2,181.957,9.625,25.304,207.261
2011-02-15,94.0,75.938,56.0,23.449,53.354,29.905,,2.239,18.042,6.55,4.367,2.75,182.609,8.217,15.957,198.565
2011-02-16,65.0,49.688,24.5,14.778,28.548,13.77,,2.472,16.03,7.8,3.965,1.45,179.429,6.409,10.571,190.0
2011-02-17,77.0,55.271,42.5,10.562,22.334,11.77,,2.688,12.27,6.65,2.715,-0.85,179.261,6.375,7.696,186.957
2011-02-18,92.0,80.896,65.0,11.729,20.834,9.104,,2.062,12.458,1.05,-0.588,-1.9,182.435,6.083,7.435,189.87
2011-02-19,86.0,70.125,49.0,20.625,36.75,16.125,,2.229,15.833,5.25,0.531,-4.4,182.652,7.25,11.435,194.087
2011-02-20,84.0,63.0,36.5,30.375,76.146,45.771,,2.354,17.354,7.9,2.871,-1.45,181.13,8.4,17.522,198.652
2011-02-21,88.0,69.166,43.5,40.458,115.562,75.104,,3.812,26.396,7.95,3.783,-1.65,183.478,11.75,27.957,211.435
2011-02-22,90.5,67.958,41.5,30.848,68.03,37.183,,3.978,28.542,10.75,7.335,3.05,182.435,9.043,19.391,201.826
2011-02-23,94.5,79.326,50.5,16.739,27.782,11.044,,2.67,18.261,11.45,8.979,7.2,182.136,8.565,18.5,200.636
2011-02-24,67.5,50.708,33.5,12.5,17.521,5.021,,3.646,34.854,11.25,7.585,4.9,181.391,7.75,12.13,193.522
2011-02-25,85.5,77.02,67.0,23.666,40.625,16.958,,2.688,25.688,7.55,6.156,4.55,182.217,8.958,17.13,199.348
2011-02-26,85.5,63.52,48.0,5.396,7.208,1.812,,2.0,12.52,5.2,3.315,0.5,180.522,5.833,4.609,185.13
2011-02-27,74.5,59.375,49.5,4.604,5.938,1.334,,1.979,12.896,3.7,1.335,-0.4,181.957,5.708,5.391,187.348
2011-02-28,75.0,46.562,26.0,19.52,46.229,26.708,,2.312,13.584,6.85,3.019,-2.65,182.043,7.083,11.391,193.435
2011-03-01,91.5,71.062,49.0,26.034,61.78,35.745,,2.687,20.413,13.8,7.756,1.9,180.636,7.826,20.409,201.045
2011-03-02,94.0,86.562,69.0,26.02,45.625,19.604,,2.917,17.667,9.55,8.042,6.85,181.87,9.125,23.13,205.0
2011-03-03,70.0,49.98,29.0,7.354,10.48,3.125,,2.354,19.562,11.85,8.025,4.5,181.174,6.208,6.783,187.957
2011-03-04,89.5,77.084,59.5,11.416,13.895,2.479,,2.167,18.229,8.3,5.6,2.7,181.348,6.5,7.261,188.609
2011-03-05,94.0,90.458,84.5,19.062,27.375,8.312,,2.146,10.27,11.0,9.598,8.4,181.261,7.667,31.391,212.652
2011-03-06,93.5,77.542,56.0,29.146,65.771,36.625,,3.438,18.542,16.9,12.465,8.75,183.261,11.458,24.739,208.0
2011-03-07,73.5,57.666,46.0,19.95,33.862,13.912,,3.174,35.542,11.95,9.446,6.2,185.261,9.826,15.391,200.652
2011-03-08,81.0,55.812,34.5,29.591,66.0,36.409,,3.455,34.409,12.75,8.258,3.65,183.773,10.261,16.818,200.591
2011-03-09,88.0,79.916,60.5,27.458,57.666,30.208,,2.729,26.375,7.95,6.348,5.6,180.522,9.625,15.478,196.0
2011-03-10,87.0,60.604,42.5,13.938,30.292,16.354,,2.312,15.938,10.9,7.527,5.35,181.87,7.125,9.565,191.435
2011-03-11,69.0,52.062,31.0,8.5,17.375,8.875,,2.896,16.604,10.65,5.488,1.4,179.478,6.667,5.13,184.609
2011-03-12,81.5,65.167,50.0,9.875,19.27,9.395,,2.312,16.27,6.6,2.796,0.5,182.696,6.667,4.826,187.522
2011-03-13,84.0,63.5,44.5,15.875,30.833,14.958,,2.062,15.604,6.2,2.929,0.15,180.826,6.75,7.696,188.522
2011-03-14,83.5,52.708,28.5,30.902,73.144,42.242,,2.978,16.688,10.8,5.056,-1.1,180.652,8.087,14.522,195.174
2011-03-15,70.5,51.167,30.5,19.544,32.022,12.478,,3.462,20.304,10.15,5.558,1.75,182.25,7.0,8.7,190.95
2011-03-16,76.0,55.375,27.5,25.042,44.896,19.854,,2.875,21.646,13.25,7.01,0.15,180.304,7.083,12.174,192.478
2011-03-17,92.5,88.5,77.0,20.75,30.396,9.646,,2.292,18.958,11.6,9.954,8.6,180.087,7.958,18.304,198.391
2011-03-18,93.0,83.417,64.0,20.438,42.334,21.896,,2.584,22.48,12.75,10.669,9.05,184.87,9.625,26.652,211.522
2011-03-19,76.0,54.375,36.5,7.458,11.395,3.938,,2.021,13.166,9.55,5.831,1.2,181.261,5.75,4.391,185.652
2011-03-20,79.0,53.062,28.5,19.208,44.0,24.792,,2.25,17.312,12.2,5.956,-0.8,179.913,6.5,7.13,187.043
2011-03-21,84.5,52.104,24.5,12.058,20.44,8.382,,2.239,18.667,10.65,5.729,1.8,180.043,6.348,6.652,186.696
2011-03-22,78.0,57.521,36.5,29.892,58.848,28.956,,3.0,26.044,14.2,7.677,0.5,182.75,8.087,20.55,203.3
2011-03-23,93.5,85.75,69.5,22.188,28.833,6.646,,2.334,21.416,9.5,8.594,7.35,179.478,7.625,13.957,193.435
2011-03-24,93.5,70.542,51.5,14.312,24.416,10.104,,2.375,18.604,11.6,9.158,6.15,183.435,8.292,10.087,193.522
2011-03-25,73.0,58.542,39.0,5.666,8.812,3.146,,2.27,19.708,9.45,5.665,3.25,184.13,7.042,4.913,189.043
2011-03-26,72.0,57.062,37.5,7.062,12.77,5.708,,2.0,18.562,8.65,5.281,2.35,183.609,6.625,4.87,188.478
2011-03-27,73.5,49.312,27.5,25.73,48.625,22.896,,3.708,31.979,13.9,8.488,2.3,184.783,8.958,13.391,198.174
2011-03-28,77.0,55.667,33.0,24.1,48.365,24.266,,4.108,37.208,14.5,8.933,4.2,184.043,8.261,16.043,200.087
2011-03-29,78.0,40.146,11.0,34.095,69.666,35.572,,2.913,23.826,18.3,10.165,2.9,183.636,8.826,13.364,197.0
2011-03-30,71.5,50.25,36.0,33.333,83.396,50.062,,3.354,22.604,19.65,13.054,4.55,181.217,9.417,23.348,204.565
2011-03-31,92.0,70.875,45.0,13.708,23.292,9.584,,1.875,15.5,15.0,9.771,4.5,177.348,7.125,6.0,183.348
2011-04-01,87.0,48.458,9.5,39.253,84.832,45.579,,3.119,26.87,19.85,11.183,1.8,182.636,8.217,21.136,203.773
2011-04-02,86.0,60.562,36.0,23.0,46.125,23.125,,3.104,30.625,18.9,10.36,5.65,183.261,6.5,15.826,199.087
2011-04-03,65.5,46.854,35.0,7.438,10.625,3.188,,1.938,13.104,10.0,6.398,3.4,180.739,4.792,3.696,184.435
2011-04-04,84.0,50.917,21.0,19.604,37.25,17.646,,1.979,14.104,12.95,6.956,0.95,181.739,5.667,8.522,190.261
2011-04-05,74.0,50.042,28.5,28.021,61.416,33.396,,2.834,20.334,14.95,8.473,1.2,182.0,6.167,13.304,195.304
2011-04-06,90.5,49.27,11.5,36.084,78.666,42.583,,2.938,20.979,20.35,12.102,2.7,181.565,7.792,21.391,202.957
2011-04-07,74.5,55.708,38.5,32.484,62.248,29.764,,2.978,22.375,21.55,15.09,8.4,181.304,7.391,25.826,207.13
2011-04-08,93.0,79.0,62.0,24.585,38.661,14.076,,2.126,23.5,15.05,13.304,11.55,180.476,5.957,21.048,201.524
2011-04-09,93.0,74.125,48.5,12.646,20.396,7.75,,1.792,19.458,14.9,12.694,10.4,180.174,6.292,15.043,195.217
2011-04-10,85.0,44.688,15.0,19.188,28.792,9.605,,3.0,35.771,19.45,13.169,5.9,181.609,7.667,13.13,194.739
2011-04-11,75.0,55.25,27.5,21.688,39.104,17.416,,2.979,32.354,18.95,10.515,6.05,183.043,6.792,16.478,199.522
2011-04-12,62.0,37.292,17.0,13.729,22.146,8.416,,2.542,32.916,15.05,10.035,5.85,181.0,5.792,10.435,191.435
2011-04-13,77.5,43.021,14.0,35.75,81.646,45.896,,4.062,31.166,20.85,12.819,3.9,182.261,8.292,28.435,210.696
2011-04-14,84.5,47.292,12.0,38.602,79.262,40.659,,5.114,36.239,23.25,15.465,6.85,184.182,8.455,27.5,211.682
2011-04-15,88.0,72.23,42.5,30.146,53.792,23.646,,5.104,41.625,20.75,15.023,11.4,182.13,7.708,26.13,208.261
2011-04-16,88.5,66.125,50.0,8.708,15.812,7.104,,2.458,34.875,18.6,12.577,6.75,182.087,6.042,14.0,196.087
2011-04-17,75.5,49.271,22.5,9.416,13.73,4.312,,2.604,18.48,17.25,10.873,3.75,180.565,5.208,7.304,187.87
2011-04-18,93.0,72.854,40.0,21.812,44.98,23.166,,3.271,23.812,19.1,13.012,8.3,180.348,6.583,22.652,203.0
2011-04-19,93.5,75.479,34.0,20.979,44.104,23.125,,2.812,15.896,14.6,9.498,7.5,182.435,7.208,13.13,195.565
2011-04-20,87.0,67.896,49.5,12.146,24.812,12.666,,2.084,11.334,12.25,9.138,5.35,181.304,5.625,8.348,189.652
2011-04-21,90.5,53.958,16.5,30.419,73.993,43.574,,3.23,22.231,19.95,12.156,3.5,182.19,7.636,23.524,205.714
2011-04-22,93.0,81.438,64.0,32.188,59.167,26.98,,3.084,33.25,15.1,12.0,9.25,183.826,8.0,34.435,218.261
2011-04-23,93.0,89.02,83.0,22.52,40.021,17.5,,2.479,22.958,15.25,12.133,7.95,181.87,7.333,23.0,204.87
2011-04-24,92.0,71.854,43.0,16.646,26.771,10.125,,2.312,19.688,14.8,9.819,6.4,182.435,7.333,12.826,195.261
2011-04-25,91.5,74.666,45.5,28.292,68.229,39.938,,2.5,21.646,15.4,9.775,5.35,182.174,8.25,21.217,203.391
2011-04-26,91.5,69.562,42.0,29.166,65.979,36.812,,3.208,28.625,17.85,12.135,7.0,182.565,7.542,27.783,210.348
2011-04-27,93.0,74.916,34.0,29.134,81.392,52.258,,2.935,38.25,24.9,16.892,10.35,182.739,8.87,33.174,215.913
2011-04-28,90.0,73.438,48.5,19.001,33.284,14.284,,2.46,26.456,16.15,12.483,9.55,181.909,7.217,14.591,196.5
2011-04-29,90.0,65.979,40.5,20.375,37.896,17.521,,2.312,17.938,16.1,11.912,7.0,182.0,7.333,16.391,198.391
2011-04-30,89.5,67.354,42.5,25.25,49.083,23.833,,2.938,32.792,20.7,13.758,7.6,184.043,8.583,29.652,213.696
2011-05-01,91.5,81.708,67.0,15.229,21.021,5.792,,2.229,35.25,17.85,15.588,13.4,179.87,6.625,18.435,198.304
2011-05-02,87.0,52.396,27.5,16.958,30.438,13.48,,2.146,130.709,20.9,16.073,11.0,182.217,6.75,13.0,195.217
2011-05-03,80.0,59.896,42.0,24.958,40.666,15.708,,2.292,110.312,17.35,14.212,10.15,183.696,7.958,18.348,202.043
2011-05-04,86.5,52.854,26.5,13.557,23.462,9.905,,2.674,62.833,21.25,15.456,9.45,182.957,7.0,14.261,197.217
2011-05-05,73.0,53.416,31.0,9.466,13.426,3.959,,1.991,18.047,20.9,15.254,10.85,180.5,5.696,8.136,188.636
2011-05-06,85.0,65.208,48.5,22.092,41.182,19.089,,2.388,35.516,21.5,16.612,9.8,180.348,6.875,16.13,196.478
2011-05-07,81.0,63.854,45.0,11.667,19.375,7.708,,2.458,22.958,24.7,19.683,16.5,176.565,5.75,13.304,189.87
2011-05-08,87.0,57.292,37.0,9.458,14.167,4.708,,2.646,49.584,26.15,20.592,15.35,179.609,6.5,12.957,192.565
2011-05-09,73.5,55.604,29.0,24.562,40.5,15.938,,3.104,44.396,28.7,20.373,12.4,180.826,7.875,20.087,200.913
2011-05-10,94.0,85.73,72.0,19.25,47.896,28.646,,2.604,59.708,24.05,21.794,19.15,174.13,7.292,20.043,194.174
2011-05-11,93.0,91.75,90.5,18.618,30.356,11.738,,2.0,12.396,19.05,17.69,16.65,177.478,6.087,20.217,197.696
2011-05-12,92.0,85.229,70.5,17.224,30.267,13.044,,2.28,11.166,20.3,18.617,16.6,178.696,6.292,22.957,201.652
2011-05-13,90.5,58.083,24.0,18.204,32.796,14.591,,2.521,60.624,23.05,18.271,13.95,180.045,6.652,17.091,197.136
2011-05-14,72.5,43.25,28.5,17.25,27.375,10.125,,3.646,41.25,22.8,18.369,13.75,181.913,7.125,12.913,194.826
2011-05-15,76.0,43.021,16.5,20.958,31.479,10.521,,3.188,32.75,24.9,18.569,10.1,182.174,7.375,21.739,203.913
2011-05-16,74.0,50.458,30.5,30.396,53.188,22.792,,3.458,39.875,25.25,19.667,13.15,181.13,7.917,24.826,205.957
2011-05-17,86.0,71.312,47.5,27.562,49.042,21.479,,2.834,47.896,22.8,16.919,12.6,181.957,7.875,22.522,204.478
2011-05-18,92.0,51.812,20.5,28.562,72.284,43.722,,2.924,32.678,24.45,17.975,11.05,183.091,7.5,27.818,210.909
2011-05-19,77.0,49.146,28.0,32.241,51.496,19.254,,4.466,38.878,27.05,20.294,12.6,181.913,7.875,24.522,206.435
2011-05-20,83.0,55.458,26.0,29.812,59.375,29.562,,3.958,35.875,27.55,21.652,15.2,179.957,8.208,21.13,201.087
2011-05-21,88.0,66.729,47.0,18.875,35.229,16.355,,3.188,25.542,28.35,23.11,17.1,177.087,7.375,21.174,198.261
2011-05-22,93.5,71.021,52.0,10.646,17.625,6.979,,2.688,14.958,23.95,19.638,15.5,177.261,5.542,12.0,189.261
2011-05-23,93.5,82.52,72.0,15.729,28.23,12.5,,2.48,15.812,16.15,14.86,13.55,179.261,5.708,13.565,192.826
2011-05-24,93.0,68.062,42.0,14.27,25.562,11.292,,2.354,11.396,21.4,16.871,13.45,178.174,5.75,15.174,193.348
2011-05-25,76.5,54.896,35.0,20.142,30.911,10.77,,2.587,18.958,25.45,20.348,14.95,180.087,6.0,17.348,197.435
2011-05-26,79.5,64.896,48.5,18.474,28.633,10.159,,3.708,26.392,21.45,19.11,17.3,179.381,5.522,16.048,195.429
2011-05-27,92.5,77.375,60.5,15.396,22.375,6.979,,2.562,14.875,18.15,16.948,15.8,178.435,5.25,14.913,193.348
2011-05-28,92.5,90.292,84.0,9.834,11.958,2.125,,2.354,12.146,19.25,17.854,16.25,180.565,4.958,14.87,195.435
2011-05-29,91.5,91.312,91.0,8.084,11.021,2.938,,2.271,9.062,19.4,18.431,16.45,177.609,5.208,13.652,191.261
2011-05-30,88.5,71.979,60.5,8.125,15.542,7.416,,2.125,8.458,18.55,16.988,15.35,177.957,4.583,12.739,190.696
2011-05-31,84.5,63.396,45.0,16.646,36.083,19.438,,2.375,12.166,21.4,17.885,13.5,,5.667,,
2011-06-01,91.0,83.542,73.0,16.78,26.618,9.837,,2.608,18.042,17.65,16.55,15.5,,5.652,,
2011-06-02,92.0,82.792,63.0,12.956,19.24,6.282,,2.218,12.892,21.0,17.473,15.15,,5.783,,
2011-06-03,90.5,67.708,40.5,24.021,53.438,29.416,,3.229,39.02,26.05,21.11,16.7,187.0,8.25,31.0,218.0
2011-06-04,86.5,61.75,37.0,21.916,37.354,15.438,,3.812,51.188,28.0,23.033,18.4,183.13,8.208,19.217,202.348
2011-06-05,85.0,68.542,55.5,15.5,24.125,8.625,,3.854,37.438,24.8,21.898,19.45,180.783,7.417,17.522,198.304
2011-06-06,88.0,56.396,34.5,21.188,37.5,16.312,,2.833,30.5,26.85,22.152,16.6,183.652,6.625,18.478,202.13
2011-06-07,79.0,64.021,45.0,27.0,49.146,22.146,,2.896,33.771,25.25,20.971,18.2,178.8,6.5,17.0,195.8
2011-06-08,84.5,64.958,45.0,21.042,36.356,15.315,,3.066,19.52,26.2,22.31,18.25,179.609,4.087,19.348,198.957
2011-06-09,79.5,66.625,49.5,24.608,51.505,26.896,,2.856,22.978,27.95,23.912,20.75,179.909,6.304,20.273,200.182
2011-06-10,92.0,77.354,62.0,29.146,58.98,29.833,,3.333,42.438,25.75,23.227,20.85,182.522,8.5,25.609,208.13
2011-06-11,92.0,77.312,58.0,14.062,22.312,8.25,,2.375,22.75,24.0,21.275,19.25,182.609,6.833,16.087,198.696
2011-06-12,92.0,78.104,57.0,14.521,21.834,7.312,,2.375,29.521,23.9,19.769,16.95,184.565,6.708,18.348,202.913
2011-06-13,92.0,70.229,47.0,17.938,34.479,16.542,,2.542,22.688,25.2,21.271,17.0,181.261,7.125,18.217,199.478
2011-06-14,88.5,56.52,34.5,12.334,19.479,7.146,,2.292,21.938,25.0,21.777,18.4,182.087,5.333,12.913,195.0
2011-06-15,80.5,57.021,31.5,23.318,49.544,26.225,,2.652,17.77,25.15,21.167,16.15,185.304,6.261,21.348,206.652
2011-06-16,93.0,83.104,66.0,20.892,41.0,20.108,,2.652,25.522,22.0,19.252,17.7,187.0,6.217,25.182,212.182
2011-06-17,93.0,77.021,57.0,15.355,24.938,9.584,,2.48,14.188,25.15,21.412,17.9,181.565,6.667,19.13,200.696
2011-06-18,91.0,86.75,81.0,14.916,22.271,7.354,,2.646,18.188,21.95,21.025,20.35,186.522,6.208,18.391,204.913
2011-06-19,91.0,81.708,64.5,12.708,19.875,7.166,,2.417,18.688,25.0,21.888,20.15,189.652,6.75,21.261,210.913
2011-06-20,92.5,86.229,74.5,20.896,42.792,21.896,,2.521,18.021,24.2,21.875,20.0,185.435,7.333,28.739,214.174
2011-06-21,90.5,68.229,46.5,23.146,51.938,28.792,,2.938,20.666,29.7,25.294,21.3,177.609,7.5,21.739,199.348
2011-06-22,88.5,69.542,53.0,22.617,54.138,31.521,,4.304,35.896,30.05,26.429,22.25,176.957,7.913,25.913,202.87
2011-06-23,84.5,67.708,48.0,14.326,40.478,26.152,,3.913,35.804,32.15,28.056,24.7,174.278,6.261,20.611,194.889
2011-06-24,82.0,65.833,47.0,13.188,37.562,24.375,,3.229,27.021,32.55,28.596,24.85,171.217,6.583,21.0,192.217
2011-06-25,86.5,65.75,40.0,10.354,26.208,15.854,,2.896,31.688,34.1,29.352,25.5,174.087,6.333,17.174,191.261
2011-06-26,90.5,69.812,48.0,7.792,18.188,10.395,,2.521,27.979,32.25,28.092,25.15,175.696,5.667,15.826,191.522
2011-06-27,88.5,60.292,45.0,9.646,34.458,24.812,,2.562,19.916,32.2,28.99,24.85,170.696,6.292,16.217,186.913
2011-06-28,83.0,61.0,40.0,14.0,41.646,27.646,,3.02,27.979,33.6,29.479,25.4,171.478,6.333,18.391,189.87
2011-06-29,85.5,59.938,43.5,12.406,31.365,18.959,,3.109,28.584,33.8,29.462,24.85,172.609,5.739,21.87,194.478
2011-06-30,80.0,63.154,46.5,18.674,47.326,28.652,,3.204,40.608,33.65,28.873,24.4,174.818,6.636,20.455,195.273
2011-07-01,87.0,72.812,55.5,24.02,63.834,39.812,,3.854,35.479,29.0,26.283,24.7,174.13,8.708,26.696,200.826
2011-07-02,85.5,66.375,49.5,17.104,36.334,19.229,,3.312,26.854,30.55,27.377,24.2,175.522,7.25,21.261,196.783
2011-07-03,82.0,68.166,51.5,15.292,25.833,10.542,,3.562,48.125,31.05,27.59,24.4,177.826,8.375,19.522,197.348
2011-07-04,90.0,73.688,54.0,19.229,46.792,27.562,,3.542,48.312,30.9,27.227,23.25,174.174,7.75,21.174,195.348
2011-07-05,91.0,66.104,43.0,13.084,23.25,10.166,,2.583,30.125,30.9,26.41,22.85,180.087,5.917,14.391,194.478
2011-07-06,90.5,69.02,46.5,24.014,49.506,25.492,,2.934,38.479,30.7,25.833,21.6,185.043,7.583,25.435,210.478
2011-07-07,90.5,87.062,84.5,17.5,55.304,37.804,,2.728,24.418,25.15,24.158,23.25,171.818,7.636,24.227,196.045
2011-07-08,91.5,66.916,48.0,15.562,51.0,35.438,,2.917,26.77,33.5,28.533,23.4,174.13,7.0,29.609,203.739
2011-07-09,81.5,59.0,39.5,14.375,46.042,31.667,,3.23,22.375,34.55,29.79,25.7,171.913,7.458,24.304,196.217
2011-07-10,83.0,62.396,43.5,10.27,24.146,13.875,,2.938,26.938,34.0,29.46,24.5,173.391,5.833,17.304,190.696
2011-07-11,83.5,67.646,45.5,13.812,39.417,25.604,,2.75,20.896,32.5,28.346,25.15,171.174,5.958,20.87,192.043
2011-07-12,87.5,74.416,56.5,16.25,51.188,34.938,,2.98,27.834,30.25,27.075,24.2,176.174,6.542,25.348,201.522
2011-07-13,88.0,62.729,43.0,15.832,42.627,26.794,,3.261,25.792,33.2,28.454,23.8,173.739,6.333,19.87,193.609
2011-07-14,81.0,58.125,39.5,16.875,41.208,24.334,,3.416,22.666,33.4,28.844,24.3,172.652,5.875,19.087,191.739
2011-07-15,81.5,58.604,34.5,19.718,40.044,20.326,,3.37,25.923,34.95,29.512,24.55,174.857,6.091,21.095,195.952
2011-07-16,81.5,61.479,40.0,18.979,37.52,18.542,,3.104,35.062,35.1,29.658,24.15,177.043,6.292,22.391,199.435
2011-07-17,80.5,65.083,47.0,5.292,10.23,4.938,,2.5,18.5,33.3,28.777,24.6,170.652,4.583,12.217,182.87
2011-07-18,92.5,85.396,75.0,5.167,11.708,6.542,,2.167,27.438,27.75,26.515,25.25,167.565,4.25,12.348,179.913
2011-07-19,87.5,79.25,70.5,4.229,11.916,7.688,,2.271,17.166,27.3,25.883,23.65,165.87,3.792,9.565,175.435
2011-07-20,86.0,75.354,54.5,8.534,16.502,7.968,,2.326,19.23,30.15,26.779,25.15,170.739,4.5,15.0,185.739
2011-07-21,91.0,78.271,66.5,14.812,37.833,23.02,,2.584,19.688,27.15,25.069,23.15,176.652,6.957,22.261,198.913
