date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean,PM25_mean
2011-01-01,200.37533333333332,5.291666666666667,91.33333333333333,78.20833333333333,61.333333333333336,15.041333333333332,12.4,19.7668,7.3668000000000005,0.9895,25.425,76.33333333333333,27.346999999999998,-11.666666666666666,215.41666666666666,
2011-01-02,196.94433333333333,4.125333333333333,94.66666666666667,71.917,43.0,11.833333333333334,8.583,13.3166,4.7334000000000005,0.84375,18.7334,104.0,38.77766666666667,-9.0,208.77766666666665,
2011-01-03,189.06033333333335,3.2083333333333335,73.33333333333333,50.68066666666667,28.666666666666668,6.128,6.2168,9.7248,3.5084000000000004,0.78125,3.9082,96.0,40.72233333333333,-10.0,195.18833333333336,
2011-01-04,193.81933333333333,4.083666666666667,89.33333333333333,61.15266666666667,37.666666666666664,10.055333333333333,10.101,15.431799999999999,5.330799999999999,1.26025,8.991800000000001,92.0,31.45866666666667,-28.333333333333332,203.87466666666668,
2011-01-05,189.97233333333335,2.764,69.0,43.486333333333334,27.0,5.625,5.7486,7.9159999999999995,2.1673999999999998,0.9685,4.818,79.66666666666667,37.06933333333333,-6.666666666666667,195.59699999999998,
2011-01-06,194.93066666666667,5.1033333333333335,81.66666666666667,61.111,36.333333333333336,11.707,21.095,44.848400000000005,23.753400000000003,1.14225,17.0,87.0,23.583333333333332,-24.333333333333332,206.63766666666666,
2011-01-07,194.917,4.115666666666667,91.33333333333333,59.278,28.666666666666668,12.4375,12.3252,23.4916,11.1664,0.78125,8.95,79.33333333333333,19.097333333333335,-34.0,207.35399999999998,
2011-01-08,195.9375,4.583333333333333,82.33333333333333,59.639,33.0,11.75,14.3084,26.9832,12.675,1.12475,10.575,83.33333333333333,19.805666666666667,-37.0,207.6875,
2011-01-09,195.1455,4.597333333333333,94.0,71.84733333333334,47.666666666666664,12.707999999999998,15.375,24.2582,8.883199999999999,1.82275,19.7582,105.33333333333333,40.68033333333333,-6.666666666666667,207.8545,
2011-01-10,192.6875,4.278,96.0,68.80566666666667,35.333333333333336,10.9375,18.2584,31.3336,13.075,1.38525,14.0582,99.66666666666667,46.06966666666667,-21.0,203.625,
2011-01-11,191.489,3.3193333333333332,92.66666666666667,75.75,46.666666666666664,8.4,12.1428,17.7248,5.582,1.198,12.9286,97.33333333333333,33.74966666666666,-13.333333333333334,199.889,
2011-01-12,193.45866666666666,4.361,84.0,53.875,33.666666666666664,10.125,15.8416,33.3166,17.475,0.9035,11.0084,55.666666666666664,5.583000000000001,-41.666666666666664,203.58366666666666,
2011-01-13,196.49866666666665,6.146999999999999,90.66666666666667,66.05566666666667,35.666666666666664,20.685333333333332,30.897000000000002,54.7448,23.848,2.08875,20.666800000000002,102.0,21.791666666666668,-46.666666666666664,217.18366666666665,
2011-01-14,194.38866666666664,5.171,93.0,58.041666666666664,29.0,10.277666666666667,13.0334,28.3334,15.3,1.052,9.975200000000001,70.66666666666667,18.236,-40.333333333333336,204.66633333333334,
2011-01-15,196.19433333333333,4.666666666666667,77.33333333333333,59.388666666666666,38.333333333333336,10.486333333333333,12.1084,19.6666,7.5586,1.125,15.6082,60.333333333333336,17.611333333333334,-22.0,206.68033333333332,
2011-01-16,193.08333333333334,3.0696666666666665,67.0,55.666666666666664,39.666666666666664,7.541666666666667,10.0086,13.7334,3.725,1.0,13.1832,46.333333333333336,25.305666666666667,2.6666666666666665,200.625,
2011-01-17,190.64266666666666,3.7776666666666667,88.0,63.416666666666664,40.666666666666664,8.290333333333335,14.45,27.775,13.325,0.96875,10.9418,69.0,28.33366666666667,-16.0,198.933,
