date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,NMHC_mean,SO2_mean,THC_mean
2011-01-01,6.104,16.104,19.771,3.667,17.292,18.903,200.875,23.417,2.625,224.292
2011-01-02,4.125,7.958,10.166,2.208,8.25,10.014,194.583,16.167,2.375,210.75
2011-01-03,4.022,9.696,11.13,1.435,3.167,4.472,189.826,11.609,1.87,201.435
2011-01-04,5.062,10.0,12.355,2.354,6.042,8.667,187.875,12.875,2.625,200.75
2011-01-05,4.292,7.73,9.396,1.666,3.458,5.222,191.583,9.917,1.583,201.5
2011-01-06,7.708,21.396,34.688,13.292,8.583,11.833,196.458,23.75,2.667,220.208
2011-01-07,5.208,14.438,22.0,7.562,7.542,9.486,196.333,16.75,2.458,213.083
2011-01-08,4.42,10.729,12.355,1.625,7.917,9.933,196.542,12.75,2.125,209.292
2011-01-09,4.562,12.438,15.479,3.042,9.583,13.597,194.125,12.167,2.833,206.292
2011-01-10,7.37,26.091,45.909,19.818,15.625,20.888,193.13,25.217,3.909,218.348
2011-01-11,5.583,14.5,30.896,16.396,12.25,16.069,189.0,18.625,3.083,207.625
2011-01-12,5.416,11.818,18.904,7.086,8.375,10.917,191.667,17.167,2.583,208.833
2011-01-13,6.166,18.667,34.917,16.25,10.042,13.292,189.083,18.042,3.333,207.125
2011-01-14,5.25,13.458,17.0,3.542,8.042,10.722,187.667,10.708,3.333,198.375
2011-01-15,6.27,16.75,23.042,6.292,12.667,16.5,190.542,17.542,2.833,208.083
2011-01-16,4.688,20.25,26.833,6.583,13.375,15.208,191.917,15.875,3.125,207.792
2011-01-17,4.152,16.955,20.909,3.955,14.417,16.597,188.773,12.136,2.318,200.909
2011-01-18,6.792,23.75,39.583,15.833,15.25,20.097,190.375,22.25,2.792,212.625
2011-01-19,6.104,21.875,40.458,18.583,18.458,21.51,190.5,20.833,3.333,211.333
2011-01-20,5.125,20.458,28.083,7.625,9.917,11.18,187.417,17.125,1.917,204.542
2011-01-21,4.667,16.167,19.375,3.208,7.458,12.555,185.042,12.208,1.708,197.25
2011-01-22,6.25,15.917,24.292,8.375,13.833,19.028,184.0,15.333,1.917,199.333
2011-01-23,5.875,13.75,30.0,16.25,9.208,14.417,184.667,18.833,2.625,203.5
2011-01-24,4.13,14.696,19.739,5.043,4.364,5.917,191.261,13.087,2.348,204.348
2011-01-25,5.271,17.417,28.167,10.75,6.708,9.375,191.708,16.5,2.542,208.208
2011-01-26,5.416,19.391,26.261,6.87,7.333,9.583,193.958,15.25,3.043,209.208
2011-01-27,6.375,20.625,35.083,14.458,9.375,11.07,195.875,18.667,2.917,214.542
2011-01-28,5.48,18.0,27.692,9.692,10.615,13.609,198.125,21.0,2.929,219.125
2011-01-29,3.688,11.125,12.917,1.792,9.375,10.139,,,2.542,
2011-01-30,5.854,20.25,27.958,7.708,8.958,10.847,193.0,17.083,2.75,210.083
2011-01-31,5.804,19.304,31.304,12.0,7.917,11.167,191.565,17.826,2.565,209.391
2011-02-01,5.812,18.5,28.208,9.708,11.25,14.486,187.458,15.917,3.75,203.375
2011-02-02,3.896,5.708,7.25,1.542,5.417,6.569,187.167,6.292,2.333,193.458
2011-02-03,6.354,20.958,32.375,11.417,8.833,11.194,193.0,18.333,3.292,211.333
2011-02-04,5.417,15.792,28.667,12.875,11.042,12.667,191.958,15.958,3.625,207.917
2011-02-05,5.458,14.208,17.375,3.167,15.542,18.833,193.833,14.167,4.167,208.0
2011-02-06,7.292,28.875,40.042,11.167,33.292,34.597,194.333,22.208,3.625,216.542
2011-02-07,12.848,36.043,93.348,57.304,38.208,45.694,194.261,46.478,3.391,240.739
2011-02-08,3.812,8.087,15.087,7.0,6.833,8.212,187.792,13.042,2.217,200.833
2011-02-09,3.917,8.208,10.917,2.708,3.333,5.014,191.208,9.375,1.958,200.583
2011-02-10,4.521,14.833,24.167,9.333,6.875,8.028,193.5,14.417,3.208,207.917
2011-02-11,4.188,14.0,17.0,3.0,7.083,9.0,193.417,13.042,2.958,206.458
2011-02-12,3.416,9.417,10.292,0.875,8.083,8.181,194.333,10.542,2.375,204.875
2011-02-13,5.084,16.208,20.542,4.333,12.5,16.389,196.542,16.458,3.167,213.0
2011-02-14,6.218,23.739,33.435,9.696,19.625,22.806,189.435,18.826,2.348,208.261
2011-02-15,6.146,21.958,35.333,13.375,17.167,19.305,188.667,19.75,3.0,208.417
2011-02-16,4.521,17.75,23.167,5.417,16.417,18.43,187.458,13.583,2.458,201.042
2011-02-17,5.084,17.304,32.826,15.522,13.083,13.972,192.0,17.81,2.391,209.81
2011-02-18,3.022,5.292,6.0,0.708,5.625,7.333,197.083,8.0,1.792,205.083
2011-02-19,4.166,11.333,13.208,1.875,9.958,11.278,200.667,12.542,2.708,213.208
2011-02-20,5.646,19.458,26.875,7.417,10.667,13.25,203.208,19.25,3.083,222.458
2011-02-21,5.304,21.696,33.348,11.652,12.833,17.153,191.739,18.391,3.696,210.13
2011-02-22,5.27,21.2,27.1,5.9,20.273,25.67,191.65,16.75,3.8,208.4
2011-02-23,6.646,21.375,29.25,7.875,17.25,25.556,186.542,18.75,2.792,205.292
2011-02-24,5.479,13.417,15.625,2.208,17.917,22.847,188.625,11.417,4.5,200.042
2011-02-25,4.708,13.125,14.375,1.25,10.375,14.153,186.708,12.625,2.625,199.333
2011-02-26,3.125,6.792,7.542,0.75,6.792,8.25,187.333,7.708,1.667,195.042
2011-02-27,2.958,5.043,6.087,1.043,7.708,7.917,189.292,6.708,1.522,196.0
2011-02-28,3.587,14.696,21.696,7.0,10.292,11.805,191.478,11.478,2.087,202.957
2011-03-01,6.161,25.25,48.042,22.792,10.333,14.292,190.417,24.25,3.75,214.667
2011-03-02,7.25,29.25,58.583,29.333,13.583,21.916,189.958,28.708,3.375,218.667
2011-03-03,3.771,12.208,13.958,1.75,6.958,11.764,187.458,11.083,2.583,198.542
2011-03-04,4.5,11.048,12.857,1.81,17.292,22.361,192.286,13.048,2.25,205.333
2011-03-05,5.854,23.583,29.0,5.417,6.458,11.486,187.792,18.667,1.958,206.458
2011-03-06,6.739,26.947,40.684,13.737,8.333,18.623,192.684,23.368,2.857,216.053
2011-03-07,6.037,20.364,30.818,10.455,13.792,19.431,197.5,21.636,2.75,219.136
2011-03-08,5.708,19.053,22.316,3.263,19.083,25.442,199.737,16.368,2.864,216.105
2011-03-09,5.375,18.056,22.222,4.167,9.875,15.116,199.889,14.944,1.773,214.833
2011-03-10,4.02,11.208,12.333,1.125,0.667,3.125,197.833,9.625,1.458,207.458
2011-03-11,3.854,7.0,7.75,0.75,6.5,8.292,195.917,8.083,2.125,204.0
2011-03-12,3.542,5.542,6.833,1.292,3.833,5.569,196.292,6.167,1.833,202.458
2011-03-13,3.196,9.13,10.348,1.217,4.833,6.903,192.087,8.652,1.913,200.739
2011-03-14,3.666,12.417,14.667,2.25,12.286,10.833,192.875,11.542,1.917,204.417
2011-03-15,3.604,10.548,13.701,3.153,,14.139,192.333,10.208,2.625,202.542
2011-03-16,3.896,20.52,45.386,24.867,19.0,13.891,194.478,12.087,2.565,206.565
2011-03-17,5.708,31.125,49.292,18.167,26.333,33.972,191.625,20.917,2.375,212.542
2011-03-18,7.03,22.25,30.667,8.416,16.208,38.2,187.917,22.458,1.583,210.375
2011-03-19,3.688,20.178,59.448,39.271,11.083,11.959,186.875,10.167,2.625,197.042
2011-03-20,3.13,13.423,17.019,3.596,8.792,11.194,190.043,10.478,2.391,200.522
2011-03-21,2.832,12.386,25.932,13.546,7.542,7.104,190.955,8.682,1.636,199.636
2011-03-22,3.77,15.792,21.229,5.438,8.042,11.931,194.0,14.833,2.458,208.833
2011-03-23,4.958,22.688,29.958,7.271,8.125,15.292,189.792,15.958,1.667,205.75
2011-03-24,4.354,16.375,20.021,3.646,3.958,9.75,186.083,13.25,1.542,199.333
2011-03-25,3.729,10.166,11.27,1.104,4.208,6.542,191.667,10.875,1.583,202.542
2011-03-26,4.206,17.761,28.782,11.022,8.958,10.441,197.042,14.25,2.348,211.292
2011-03-27,4.608,19.674,26.392,6.717,8.625,11.903,193.304,13.565,2.304,206.87
2011-03-28,4.396,17.396,24.854,7.458,13.958,17.403,192.0,17.412,2.583,209.412
2011-03-29,3.593,13.02,16.438,3.416,12.0,13.431,187.286,9.929,2.708,197.214
2011-03-30,3.812,17.167,22.562,5.396,13.167,18.069,186.792,12.708,2.5,199.5
2011-03-31,2.917,8.646,11.021,2.375,4.042,10.75,177.083,7.792,1.667,184.875
2011-04-01,3.854,13.146,15.792,2.646,11.917,14.07,187.292,10.708,2.083,198.0
2011-04-02,3.875,14.708,17.625,2.917,20.792,25.111,184.833,11.875,2.458,196.708
2011-04-03,3.166,8.479,9.625,1.146,14.042,16.792,186.333,8.125,1.5,194.458
2011-04-04,2.479,7.333,9.229,1.896,6.583,10.069,186.25,6.292,1.292,192.542
2011-04-05,3.348,12.522,15.566,3.044,8.875,11.875,188.957,10.391,2.304,199.348
2011-04-06,3.854,18.73,22.667,3.938,13.333,17.5,189.417,13.792,2.458,203.208
2011-04-07,4.188,20.438,23.99,3.552,17.042,22.984,189.583,15.542,2.391,205.125
2011-04-08,3.48,16.042,20.458,4.417,8.083,13.431,185.292,13.75,2.0,199.042
2011-04-09,3.167,11.5,16.292,4.792,3.292,10.736,182.375,11.833,1.5,194.208
2011-04-10,3.5,7.312,8.542,1.23,12.333,17.153,184.667,11.167,1.333,195.833
2011-04-11,3.604,10.5,13.042,2.542,18.75,26.056,182.667,9.708,1.958,192.375
2011-04-12,3.044,9.066,11.283,2.218,14.292,18.278,190.043,6.826,1.478,196.87
2011-04-13,3.958,15.834,19.125,3.292,16.5,23.181,190.792,12.333,2.417,203.125
2011-04-14,4.312,19.476,24.36,4.885,20.625,28.309,189.087,14.0,2.783,203.087
2011-04-15,3.854,18.458,22.271,3.812,22.227,29.139,188.292,13.75,2.792,202.042
2011-04-16,3.146,8.354,9.688,1.334,17.917,23.305,184.833,9.792,2.042,194.625
2011-04-17,3.146,6.688,7.542,0.854,13.667,18.681,188.167,8.583,1.542,196.75
2011-04-18,3.271,8.979,10.229,1.25,15.167,22.653,186.375,11.167,1.708,197.542
2011-04-19,3.63,12.848,17.696,4.848,5.458,10.931,187.13,9.957,1.435,197.087
2011-04-20,3.542,12.146,15.292,3.146,5.208,8.083,192.167,10.333,1.75,202.5
2011-04-21,3.708,18.75,22.854,4.104,11.125,15.389,194.875,11.833,2.458,206.708
2011-04-22,3.646,11.375,13.812,2.438,15.833,20.278,192.792,12.125,1.958,204.917
2011-04-23,3.729,12.958,16.042,3.084,6.125,18.333,187.958,12.542,1.208,200.5
2011-04-24,3.188,5.625,6.542,0.917,3.667,9.583,187.667,6.917,1.167,194.583
2011-04-25,3.52,11.625,14.958,3.334,8.625,10.611,191.125,8.708,1.5,199.833
2011-04-26,4.304,19.0,23.978,4.978,14.583,16.834,188.609,12.957,2.043,201.565
2011-04-27,4.229,15.75,20.854,5.104,25.208,33.611,184.875,14.708,1.917,199.583
2011-04-28,3.146,9.579,12.37,2.791,2.458,9.625,179.273,9.136,1.304,188.409
2011-04-29,3.0,9.188,11.604,2.416,4.5,8.583,185.583,7.208,1.167,192.792
2011-04-30,3.604,14.688,18.75,4.062,13.667,18.194,188.167,10.958,2.0,199.125
2011-05-01,3.271,9.584,10.834,1.25,11.75,17.139,183.417,12.583,1.125,196.0
2011-05-02,4.229,12.958,16.834,3.875,34.5,55.569,183.667,11.958,1.333,195.625
2011-05-03,3.761,10.37,12.0,1.63,37.292,63.492,189.609,12.826,1.391,202.435
2011-05-04,3.646,6.604,7.729,1.125,24.542,35.806,187.708,10.042,1.458,197.75
2011-05-05,3.584,8.084,8.875,0.792,20.875,30.847,191.417,11.042,1.5,202.458
2011-05-06,4.25,13.77,18.0,4.23,21.625,33.847,192.042,12.5,1.667,204.542
2011-05-07,3.896,13.166,16.646,3.479,14.542,22.903,187.833,13.458,1.5,201.292
2011-05-08,3.166,8.188,9.292,1.104,13.25,22.43,186.583,11.0,2.083,197.583
2011-05-09,4.104,15.051,18.402,3.35,21.167,27.615,189.304,13.435,2.652,202.739
2011-05-10,4.413,17.5,24.804,7.304,18.458,40.615,184.261,18.957,1.652,203.217
2011-05-11,4.562,19.021,26.5,7.48,0.083,8.208,185.833,16.25,1.0,202.083
2011-05-12,5.208,17.562,25.375,7.812,1.625,12.701,186.333,16.833,1.333,203.167
2011-05-13,3.562,11.416,16.146,4.729,15.273,29.5,181.292,12.125,1.583,193.417
2011-05-14,2.729,9.479,13.208,3.73,17.125,28.292,184.833,7.792,1.417,192.625
2011-05-15,2.792,6.0,6.729,0.729,10.208,16.458,188.833,9.125,1.25,197.958
2011-05-16,3.958,15.25,20.583,5.334,17.708,29.361,189.167,13.875,1.833,203.042
2011-05-17,3.63,12.052,15.876,3.824,18.875,29.454,187.364,13.136,1.5,200.5
2011-05-18,3.688,15.5,21.27,5.77,19.125,26.347,190.417,14.042,1.792,204.458
2011-05-19,3.917,19.479,27.125,7.646,25.292,34.055,191.545,16.409,2.292,207.955
2011-05-20,3.73,18.104,25.292,7.188,31.833,44.028,189.083,16.208,1.875,205.292
2011-05-21,3.396,13.5,20.23,6.729,31.125,46.319,186.083,14.458,1.583,200.542
2011-05-22,3.062,6.062,7.334,1.271,11.792,26.736,183.75,11.625,1.042,195.375
2011-05-23,3.458,11.688,16.979,5.292,2.625,8.278,189.667,13.125,1.167,202.792
2011-05-24,3.218,10.217,13.348,3.13,2.542,7.639,185.739,10.087,1.0,195.826
2011-05-25,3.396,14.646,24.812,10.166,10.083,18.042,185.417,11.667,1.708,197.083
2011-05-26,3.771,14.875,19.042,4.166,13.25,22.403,187.667,13.792,1.542,201.458
2011-05-27,3.938,12.476,15.976,3.5,9.417,17.139,185.708,12.375,1.043,198.083
2011-05-28,4.646,14.875,18.375,3.5,5.208,18.195,184.542,16.375,1.042,200.917
2011-05-29,4.521,12.625,15.396,2.771,0.875,12.875,182.958,17.458,1.042,200.417
2011-05-30,2.94,6.416,9.354,2.938,-1.208,6.139,176.292,8.125,1.083,184.417
2011-05-31,3.562,10.522,15.87,5.348,1.833,8.913,186.609,8.957,1.348,195.565
2011-06-01,3.958,13.646,21.771,8.125,10.292,18.069,191.125,11.0,1.125,202.125
2011-06-02,4.416,15.584,22.166,6.583,8.833,18.444,190.917,12.708,1.292,203.625
2011-06-03,3.562,13.479,19.979,6.5,7.083,14.194,188.125,10.333,1.542,198.458
2011-06-04,3.77,11.979,16.146,4.167,21.375,31.528,187.0,10.833,1.167,197.833
2011-06-05,4.0,9.146,10.583,1.438,35.042,46.889,186.833,10.625,1.25,197.458
2011-06-06,3.688,12.312,15.896,3.584,27.292,34.931,185.833,10.083,1.458,195.917
2011-06-07,3.978,14.565,19.652,5.087,22.625,32.236,185.696,13.087,1.609,198.783
2011-06-08,3.438,12.23,15.509,3.279,12.333,19.602,184.417,13.583,1.565,198.0
2011-06-09,3.688,12.333,17.021,4.688,12.958,23.875,184.417,13.5,1.208,197.917
2011-06-10,4.146,13.104,18.73,5.625,20.958,34.333,184.083,13.0,1.125,197.083
2011-06-11,4.083,9.875,12.208,2.334,10.458,25.472,183.333,13.458,1.042,196.792
2011-06-12,4.118,7.592,8.772,1.18,10.0,27.565,186.292,12.708,1.042,199.0
2011-06-13,3.77,6.902,7.82,0.917,6.318,15.236,182.5,10.708,1.125,193.208
2011-06-14,4.048,18.307,22.436,4.129,17.125,28.471,189.75,11.125,1.222,200.875
2011-06-15,3.562,13.622,17.774,4.152,8.583,15.567,187.467,14.2,1.0,201.667
2011-06-16,3.979,12.645,16.229,3.584,12.625,24.847,188.0,12.083,0.958,200.083
2011-06-17,3.854,8.839,11.1,2.262,5.875,14.168,185.095,10.857,0.091,195.952
2011-06-18,4.271,11.854,15.605,3.75,4.458,14.069,185.917,13.0,0.083,198.917
2011-06-19,3.979,6.188,7.25,1.062,3.75,12.555,186.042,10.458,0.0,196.5
2011-06-20,3.729,10.396,15.23,4.834,7.25,18.602,184.292,12.083,0.0,196.375
2011-06-21,3.239,10.144,14.966,4.822,5.708,14.593,178.5,11.318,0.136,189.818
2011-06-22,3.52,12.438,16.312,3.875,12.625,22.584,180.0,12.292,0.583,192.292
2011-06-23,3.354,10.938,16.625,5.688,14.667,29.521,175.75,10.458,0.125,186.208
2011-06-24,2.958,9.666,18.312,8.646,11.458,24.354,174.167,10.042,0.292,184.208
2011-06-25,3.0,8.458,12.166,3.708,15.375,32.646,176.417,8.625,0.292,185.042
2011-06-26,2.916,4.896,6.271,1.375,11.708,21.875,179.375,7.417,0.0,186.792
2011-06-27,2.562,6.178,11.326,5.146,5.833,13.729,176.458,7.75,0.174,184.208
2011-06-28,2.761,8.783,13.63,4.848,12.375,24.812,176.0,9.957,0.0,185.957
2011-06-29,3.146,10.666,15.104,4.438,20.5,34.396,177.25,11.542,0.0,188.792
2011-06-30,3.27,9.254,11.168,1.914,23.917,36.375,180.13,10.913,0.25,191.043
2011-07-01,3.021,9.812,13.062,3.25,18.5,28.688,177.0,11.542,0.0,188.542
2011-07-02,2.875,5.458,6.688,1.229,17.792,28.875,175.458,9.625,0.083,185.083
2011-07-03,3.166,4.042,4.542,0.5,24.875,37.812,176.292,8.417,0.125,184.708
2011-07-04,3.312,9.938,15.292,5.354,22.0,36.521,174.208,9.542,0.25,183.75
2011-07-05,3.261,11.956,18.848,6.891,8.833,17.438,183.87,10.913,0.217,194.783
2011-07-06,3.708,11.666,16.0,4.334,16.75,25.542,190.167,13.208,0.75,203.375
2011-07-07,4.708,15.021,22.666,7.646,13.958,28.771,188.75,15.333,0.792,204.083
2011-07-08,3.458,9.372,16.918,7.546,10.417,21.184,181.667,10.833,0.565,192.5
2011-07-09,3.084,6.208,10.125,3.916,8.583,21.854,180.208,8.417,0.458,188.625
2011-07-10,2.729,3.916,4.812,0.896,9.458,18.458,182.708,11.458,0.667,194.167
2011-07-11,3.0,8.375,15.708,7.333,9.864,18.834,183.625,10.042,0.917,193.667
2011-07-12,2.739,9.739,21.044,11.304,9.0,18.396,176.522,9.391,0.957,185.913
2011-07-13,2.5,7.979,13.875,5.896,10.875,20.562,175.125,7.917,0.708,183.042
2011-07-14,2.729,6.562,8.812,2.25,10.917,19.229,174.625,9.333,0.875,183.958
2011-07-15,2.938,11.875,17.792,5.916,13.417,23.646,174.583,11.458,1.0,186.042
2011-07-16,2.854,9.438,14.75,5.312,17.125,28.854,174.042,9.5,1.125,183.542
2011-07-17,2.5,3.25,4.084,0.834,13.25,22.875,173.55,7.9,1.292,181.45
2011-07-18,2.208,3.396,5.458,2.062,5.833,13.688,172.042,8.417,0.958,180.458
2011-07-19,3.304,8.014,17.235,9.222,2.708,10.978,174.19,10.619,0.818,184.81
2011-07-20,3.146,6.75,15.271,8.521,-0.542,8.625,182.55,12.2,0.792,194.75
2011-07-21,1.976,2.812,3.292,0.479,1.208,8.896,182.5,6.636,0.792,189.136
2011-07-22,2.646,7.812,10.5,2.688,10.125,16.729,184.75,5.0,0.917,189.75
2011-07-23,3.0,7.042,8.812,1.771,12.75,20.042,184.25,6.042,1.0,190.292
2011-07-24,3.271,4.666,5.125,0.458,19.417,31.5,186.958,6.875,1.0,193.833
2011-07-25,3.104,7.25,11.77,4.521,13.083,24.812,184.0,4.458,0.875,188.458
2011-07-26,3.174,7.978,14.044,6.065,9.5,19.958,179.652,9.13,1.0,188.783
2011-07-27,3.646,7.884,16.301,8.416,8.333,17.142,180.125,10.125,0.95,190.25
2011-07-28,3.812,7.166,10.312,3.146,7.583,17.104,178.542,10.875,1.0,189.417
2011-07-29,3.958,9.542,16.188,6.646,11.333,20.292,177.125,12.583,1.0,189.708
2011-07-30,3.375,6.916,9.812,2.896,9.25,19.2,178.792,11.5,1.0,190.292
2011-07-31,2.75,2.958,3.396,0.438,1.083,9.972,178.792,8.375,0.917,187.167
2011-08-01,3.73,7.628,11.107,3.48,9.583,20.496,182.238,10.19,1.095,192.429
2011-08-02,4.261,9.739,14.5,4.761,17.667,34.416,184.304,10.652,1.043,194.957
2011-08-03,3.262,5.812,8.5,2.688,13.917,29.096,180.542,9.25,0.958,189.792
2011-08-04,2.562,3.86,5.015,1.155,8.81,18.797,180.312,10.188,0.864,190.5
2011-08-05,2.584,4.862,9.721,4.858,4.682,12.847,178.235,11.941,0.9,190.176
2011-08-06,2.666,4.438,7.396,2.958,3.75,13.139,179.042,12.833,0.708,191.875
2011-08-07,2.896,5.004,5.842,0.838,8.3,16.045,185.818,13.545,0.947,199.364
2011-08-08,3.271,6.419,9.092,2.673,8.227,21.174,172.286,15.571,1.0,187.857
2011-08-09,3.587,8.818,11.727,2.909,11.917,25.524,178.087,14.391,0.955,192.478
2011-08-10,3.875,10.542,14.688,4.146,25.045,48.084,175.375,12.125,1.0,187.5
2011-08-11,3.604,10.582,15.48,4.898,24.364,47.666,177.391,12.87,1.261,190.261
2011-08-12,3.708,10.23,13.104,2.875,24.083,39.812,176.042,13.458,1.583,189.5
2011-08-13,3.834,5.932,6.341,0.409,28.917,47.432,178.083,13.625,1.375,191.708
2011-08-14,3.5,3.479,3.917,0.438,27.917,47.354,176.917,11.958,1.083,188.875
2011-08-15,2.667,3.542,4.688,1.146,23.708,41.979,171.125,10.042,1.0,181.167
2011-08-16,3.261,4.935,5.891,0.956,22.583,42.438,181.13,12.174,1.0,193.304
2011-08-17,3.708,7.146,8.666,1.521,26.75,45.625,183.833,12.083,1.0,195.917
2011-08-18,3.604,7.923,9.784,1.86,25.917,47.486,186.136,10.136,0.913,196.273
2011-08-19,3.084,6.875,8.98,2.104,10.875,27.431,193.174,10.913,0.625,204.087
2011-08-20,3.271,6.416,7.666,1.25,-0.583,8.236,198.167,12.75,0.542,210.917
2011-08-21,3.812,7.729,9.416,1.688,3.208,13.736,201.792,15.083,0.75,216.875
2011-08-22,3.917,8.917,11.875,2.958,3.042,10.194,199.417,13.708,0.75,213.125
2011-08-23,3.782,10.109,14.674,4.566,15.042,29.361,181.652,14.348,1.0,196.0
2011-08-24,2.875,8.0,14.042,6.042,10.417,23.167,178.708,13.042,0.958,191.75
2011-08-25,3.688,7.521,17.312,9.792,-0.542,9.306,177.875,11.917,0.792,189.792
2011-08-26,2.916,6.517,11.812,5.296,3.417,13.764,180.75,11.708,0.957,192.458
2011-08-27,2.688,6.27,9.958,3.688,2.0,10.861,179.0,12.833,0.917,191.833
2011-08-28,2.646,2.414,2.613,0.199,6.81,18.264,180.444,9.556,0.952,190.0
2011-08-29,3.188,5.454,6.892,1.438,13.409,25.898,,,1.043,
2011-08-30,2.718,5.298,6.784,1.488,11.176,20.433,,,1.1,
2011-08-31,3.771,9.666,17.583,7.916,5.917,18.833,,,0.917,
2011-09-01,4.02,8.708,20.5,11.792,1.875,12.306,,,0.708,
2011-09-02,4.188,8.52,21.854,13.334,1.708,13.459,,,0.5,
2011-09-03,2.98,4.312,10.208,5.896,2.083,15.181,,,0.667,
2011-09-04,2.416,2.292,3.396,1.104,0.792,8.611,,,0.583,
2011-09-05,3.812,8.25,16.979,8.729,0.792,11.389,,,0.792,
2011-09-06,2.652,10.392,17.173,6.783,1.917,8.834,,,1.087,
2011-09-07,3.146,13.146,17.812,4.667,7.583,16.889,,,1.167,
2011-09-08,3.562,15.125,21.062,5.938,11.909,23.486,,,1.083,
2011-09-09,3.654,11.478,15.405,3.926,17.042,30.188,189.583,17.417,1.043,207.0
2011-09-10,3.396,10.354,17.542,7.188,14.083,25.625,191.667,13.208,0.875,204.875
2011-09-11,2.792,3.604,4.646,1.042,9.25,17.444,186.25,10.667,1.125,196.917
2011-09-12,2.73,9.062,17.062,8.0,5.125,13.486,186.292,11.625,0.958,197.917
2011-09-13,2.978,10.87,18.761,7.892,6.792,17.472,178.652,11.652,1.261,190.304
2011-09-14,2.896,10.5,16.125,5.625,12.292,18.597,179.125,10.958,1.083,190.083
2011-09-15,3.0,9.354,16.5,7.146,10.125,17.931,177.875,10.125,1.708,188.0
2011-09-16,2.854,8.159,17.94,9.78,11.917,21.633,176.955,11.364,2.478,188.318
2011-09-17,2.812,4.334,7.0,2.667,-0.75,9.139,172.708,9.542,0.958,182.25
2011-09-18,2.604,2.958,5.062,2.104,2.25,9.778,175.042,10.458,0.958,185.5
2011-09-19,2.771,7.875,14.688,6.812,8.667,17.542,176.208,10.542,1.125,186.75
2011-09-20,3.13,8.087,15.392,7.304,0.042,9.222,180.0,13.739,1.043,193.739
2011-09-21,2.834,6.646,10.146,3.5,-2.208,3.736,174.542,10.875,0.958,185.417
2011-09-22,3.02,7.188,14.416,7.23,0.375,7.444,182.083,13.292,1.042,195.375
2011-09-23,2.396,5.5,7.875,2.375,0.375,6.222,186.583,9.958,1.0,196.542
2011-09-24,2.896,7.27,10.021,2.75,5.208,10.514,191.542,11.292,0.958,202.833
2011-09-25,2.938,4.125,4.438,0.312,8.792,15.055,193.75,12.417,1.125,206.167
2011-09-26,4.834,17.005,25.236,8.23,14.875,22.639,196.458,22.125,1.174,218.583
2011-09-27,3.674,10.696,18.478,7.783,10.458,15.833,186.826,13.435,1.522,200.261
2011-09-28,3.104,8.688,11.25,2.562,9.875,13.319,185.0,12.375,1.458,197.375
2011-09-29,3.708,12.188,16.312,4.125,16.208,21.583,183.708,12.75,1.583,196.458
2011-09-30,5.0,17.5,21.042,3.542,24.208,34.278,183.727,17.455,1.5,201.182
2011-10-01,3.25,8.208,11.125,2.917,8.333,14.458,186.417,11.333,1.0,197.75
2011-10-02,2.479,3.98,4.375,0.396,4.833,10.639,187.625,8.917,1.25,196.542
2011-10-03,2.458,7.229,12.166,4.938,1.417,6.5,188.458,8.0,0.958,196.458
2011-10-04,3.24,11.196,14.718,3.522,6.125,11.069,187.174,9.304,1.261,196.478
2011-10-05,4.958,20.688,28.979,8.292,12.542,21.986,187.375,18.542,1.083,205.917
2011-10-06,5.0,17.234,22.896,5.661,5.875,12.792,185.35,17.55,1.174,202.9
2011-10-07,3.562,8.666,10.25,1.584,11.955,15.778,190.75,11.0,1.458,201.75
2011-10-08,4.312,11.916,15.667,3.75,15.542,21.153,195.708,15.417,1.25,211.125
2011-10-09,4.146,6.125,6.584,0.458,20.042,25.195,197.375,14.708,1.208,212.083
2011-10-10,3.916,8.812,11.666,2.854,17.333,23.028,194.083,14.208,1.25,208.292
2011-10-11,4.696,14.729,18.52,3.79,25.917,34.391,188.565,17.913,1.773,206.478
2011-10-12,4.75,17.688,25.292,7.604,31.917,41.57,189.0,18.625,1.667,207.625
2011-10-13,5.146,22.583,29.417,6.833,34.833,46.861,190.458,17.667,1.75,208.125
2011-10-14,4.896,18.27,28.354,10.083,32.292,43.125,190.083,17.583,1.458,207.667
2011-10-15,4.896,13.479,18.0,4.521,6.958,22.917,183.375,20.75,1.167,204.125
2011-10-16,3.584,6.062,6.833,0.77,4.542,11.708,178.875,12.625,1.083,191.5
2011-10-17,4.542,14.562,18.75,4.188,13.042,22.056,186.208,15.292,1.458,201.5
2011-10-18,3.566,13.665,17.124,3.46,13.25,20.872,187.737,14.263,1.684,202.0
2011-10-19,3.646,12.625,17.458,4.834,10.167,17.028,190.667,15.292,1.208,205.958
2011-10-20,3.167,9.646,13.438,3.792,5.292,11.958,189.25,11.708,1.125,200.958
2011-10-21,4.292,16.729,21.875,5.146,8.958,16.75,187.708,16.708,1.417,204.417
2011-10-22,5.416,17.886,26.692,8.805,6.708,16.609,185.125,20.792,1.042,205.917
2011-10-23,4.688,9.584,13.229,3.646,5.542,15.736,182.875,18.042,1.083,200.917
2011-10-24,4.166,12.229,18.75,6.52,9.25,20.319,182.542,16.25,1.458,198.792
2011-10-25,3.891,13.63,21.87,8.24,10.708,20.319,186.783,14.609,1.391,201.391
