date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,CH4_mean,NMHC_mean,SO2_mean,THC_mean
2013-01-07,6.283,23.413,40.065,16.652,15.909,18.639,195.318,21.727,2.043,217.045
2013-01-08,7.354,34.739,62.239,27.5,31.7,39.245,194.083,31.458,2.783,225.542
2013-01-09,5.166,21.875,36.042,14.166,25.919,27.458,188.292,19.125,1.917,207.417
2013-01-10,3.688,12.312,16.354,4.042,3.458,5.625,190.0,9.708,1.292,199.708
2013-01-11,5.958,23.084,35.5,12.416,8.583,12.689,194.708,20.167,1.792,214.875
2013-01-12,6.035,19.396,26.438,7.042,13.229,17.082,193.417,20.875,1.833,214.292
2013-01-13,4.666,12.958,17.916,4.958,9.708,15.028,192.292,13.667,1.583,205.958
2013-01-14,4.374,17.838,22.375,4.537,9.83,13.812,195.304,14.435,1.739,209.739
2013-01-15,5.875,26.875,36.854,9.979,19.333,24.945,196.417,18.917,2.333,215.333
2013-01-16,6.354,23.188,33.958,10.771,14.542,20.417,196.917,21.25,1.917,218.167
2013-01-17,6.187,23.042,42.188,19.146,11.234,15.631,195.043,20.087,2.458,215.13
2013-01-18,5.354,20.896,26.229,5.333,12.833,18.486,192.917,15.208,2.292,208.125
2013-01-19,2.708,7.042,8.396,1.354,4.27,6.0,191.792,7.25,1.458,199.042
2013-01-20,6.167,23.688,33.667,9.98,14.514,15.639,194.875,19.25,2.625,214.125
2013-01-21,5.608,20.782,29.76,8.978,16.472,21.069,196.87,16.261,2.957,213.13
2013-01-22,4.958,13.896,18.583,4.688,15.833,17.541,198.5,12.042,2.5,210.542
2013-01-23,5.312,20.125,28.0,7.875,13.056,14.945,202.125,19.292,2.25,221.417
2013-01-24,7.666,29.458,53.5,24.042,19.277,22.375,204.0,28.208,2.458,232.208
2013-01-25,9.271,33.916,62.688,28.771,31.923,37.028,203.625,35.125,2.667,238.75
2013-01-26,5.208,16.771,26.98,10.208,22.463,27.361,196.5,20.417,2.417,216.917
2013-01-27,4.78,18.13,29.065,10.935,8.58,9.903,197.75,14.292,1.957,212.042
2013-01-28,5.696,23.804,42.522,18.718,15.275,18.43,193.0,18.913,2.957,211.913
2013-01-29,4.292,16.708,23.396,6.688,9.194,11.333,192.458,12.542,1.958,205.0
2013-01-30,7.083,35.042,55.646,20.604,23.861,31.667,195.261,30.087,2.167,225.348
2013-01-31,4.938,19.188,27.396,8.208,17.834,23.889,190.333,15.375,1.75,205.708
2013-02-01,6.104,24.562,35.75,11.188,15.097,20.083,194.5,21.917,2.667,216.417
2013-02-02,7.896,26.375,40.834,14.458,30.264,38.57,195.5,29.333,2.333,224.833
2013-02-03,9.084,26.75,51.208,24.458,30.305,40.986,192.125,31.5,2.25,223.625
2013-02-04,4.652,16.978,23.652,6.674,12.097,16.014,195.652,15.13,1.913,210.783
2013-02-05,2.93,8.5,11.688,3.188,4.458,5.851,197.792,8.167,1.417,205.958
2013-02-06,3.0,11.188,15.48,4.292,7.084,9.25,201.208,9.333,1.458,210.542
2013-02-07,4.166,15.381,20.209,4.828,10.442,13.246,200.375,12.583,1.792,212.958
2013-02-08,3.5,15.5,17.354,1.854,7.812,10.875,197.833,12.875,2.333,210.708
2013-02-09,3.896,14.417,18.084,3.666,8.23,11.389,197.917,13.5,2.708,211.417
2013-02-10,4.688,19.142,24.974,5.832,13.039,13.273,201.708,16.542,2.304,218.25
2013-02-11,3.087,10.804,12.956,2.152,8.667,11.164,194.0,8.13,1.522,202.13
2013-02-12,4.188,21.312,26.604,5.292,9.708,13.278,195.292,12.583,2.083,207.875
2013-02-13,4.104,19.042,23.312,4.27,7.903,11.431,196.167,12.875,1.958,209.042
2013-02-14,4.166,24.271,29.958,5.688,8.778,12.792,196.583,15.25,1.917,211.833
2013-02-15,2.417,9.354,10.5,1.146,3.111,5.583,188.625,8.208,2.542,196.833
2013-02-16,2.146,4.084,4.646,0.562,8.208,10.27,190.75,4.458,1.833,195.208
2013-02-17,5.458,23.258,27.498,4.24,26.722,30.392,199.565,18.565,3.182,218.13
2013-02-18,3.934,14.434,18.217,3.782,14.375,15.972,194.818,12.955,1.652,207.773
2013-02-19,4.458,22.0,27.458,5.458,13.792,15.944,194.875,15.042,1.542,209.917
2013-02-20,5.688,29.584,36.458,6.875,19.833,24.569,197.708,20.167,2.0,217.875
2013-02-21,4.77,21.27,27.479,6.208,18.861,22.028,197.0,15.708,1.917,212.708
2013-02-22,4.125,18.188,21.667,3.479,13.334,16.209,195.5,12.875,1.417,208.375
2013-02-23,3.142,12.479,13.875,1.396,11.606,15.432,194.75,9.875,1.375,204.625
2013-02-24,4.896,22.583,26.396,3.812,17.102,23.778,195.542,14.083,1.792,209.625
2013-02-25,5.478,24.348,30.652,6.304,22.486,28.958,194.913,19.087,2.0,214.0
2013-02-26,6.646,26.104,31.542,5.438,30.111,36.708,196.333,19.792,2.5,216.125
2013-02-27,7.7,43.983,58.424,14.442,40.002,54.234,197.667,31.958,3.25,229.625
2013-02-28,7.046,28.536,45.713,17.176,24.524,35.597,192.391,25.957,2.522,218.348
2013-03-01,6.02,28.312,33.938,5.625,23.694,35.778,192.042,23.458,1.958,215.5
2013-03-02,5.25,15.958,18.062,2.104,12.069,19.958,191.292,15.708,1.25,207.0
2013-03-03,3.396,10.75,12.875,2.125,6.639,10.5,191.417,11.125,1.208,202.542
2013-03-04,3.848,15.174,18.87,3.696,12.75,16.097,193.478,12.087,1.391,205.565
2013-03-05,7.167,31.521,51.667,20.146,12.486,18.208,191.292,24.875,1.042,216.167
2013-03-06,2.688,6.229,8.27,2.042,5.681,7.639,187.458,6.417,1.0,193.875
2013-03-07,3.625,11.087,13.761,2.674,9.125,10.838,190.542,8.708,1.348,199.25
2013-03-08,3.458,10.833,13.105,2.27,8.347,11.458,189.917,9.542,1.25,199.458
2013-03-09,3.208,9.354,10.938,1.584,10.833,13.292,187.75,11.042,1.292,198.792
2013-03-10,2.938,5.587,7.239,1.652,7.333,8.635,187.455,6.545,1.304,194.0
2013-03-11,3.5,11.26,14.196,2.935,6.597,9.125,193.696,9.783,1.043,203.478
2013-03-12,5.699,27.625,36.416,8.792,21.941,34.699,196.261,21.435,3.167,217.696
2013-03-13,7.146,39.458,51.396,11.938,34.104,57.347,191.75,28.667,2.333,220.417
2013-03-14,3.604,12.208,15.625,3.416,3.694,6.931,185.625,10.083,1.042,195.708
2013-03-15,3.062,8.38,10.042,1.662,4.632,10.047,189.917,8.833,1.0,198.75
2013-03-16,3.5,9.521,11.375,1.854,15.375,18.569,191.667,11.5,1.833,203.167
2013-03-17,4.729,14.708,17.25,2.542,23.107,29.778,194.083,13.708,2.333,207.792
2013-03-18,5.107,21.892,27.174,5.283,26.414,33.792,190.227,17.136,1.783,207.364
2013-03-19,4.125,12.896,14.666,1.771,25.319,31.798,190.958,11.208,2.042,202.167
2013-03-20,5.354,23.479,29.166,5.688,18.283,27.757,187.542,17.0,1.25,204.542
2013-03-21,2.417,6.396,7.583,1.188,4.681,7.222,184.875,6.75,1.0,191.625
2013-03-22,2.417,6.416,7.854,1.438,6.278,7.514,190.458,7.0,1.083,197.458
2013-03-23,3.084,8.5,9.5,1.0,10.403,12.805,192.625,11.458,1.125,204.083
2013-03-24,3.833,14.125,17.334,3.208,18.153,21.236,193.0,13.5,2.167,206.5
2013-03-25,3.608,16.63,19.978,3.348,17.792,21.0,189.522,11.217,2.0,200.739
2013-03-26,4.334,19.717,24.13,4.413,19.675,25.583,187.25,16.042,2.043,203.292
2013-03-27,3.834,16.938,20.458,3.521,12.388,21.597,186.292,13.0,1.875,199.292
2013-03-28,4.062,14.334,17.48,3.146,19.458,24.375,190.25,13.0,2.25,203.25
2013-03-29,4.084,15.833,19.334,3.5,23.653,31.597,189.167,14.417,1.875,203.583
2013-03-30,3.5,9.271,10.584,1.312,10.861,22.18,180.25,12.167,1.417,192.417
2013-03-31,2.63,5.584,7.042,1.458,5.893,8.703,184.125,6.333,1.292,190.458
2013-04-01,3.688,10.229,11.958,1.729,15.833,17.514,193.958,11.292,1.458,205.25
2013-04-02,4.848,18.478,21.304,2.826,16.194,25.028,191.435,15.87,1.522,207.304
2013-04-03,3.417,10.75,12.896,2.146,3.764,8.445,184.167,10.458,1.0,194.625
2013-04-04,3.458,11.188,14.396,3.208,7.264,8.778,187.583,16.208,1.708,203.792
2013-04-05,3.625,13.672,16.1,2.428,16.986,20.665,188.208,15.125,2.208,203.333
2013-04-06,3.438,11.86,13.343,1.484,13.236,22.29,183.958,11.292,1.958,195.25
2013-04-07,2.729,5.354,6.438,1.084,1.653,5.889,177.458,7.583,1.0,185.042
2013-04-08,2.583,6.666,8.104,1.438,6.278,6.875,184.417,5.875,1.042,190.292
2013-04-09,3.456,13.326,16.565,3.239,14.736,16.278,189.913,11.304,2.13,201.217
2013-04-10,3.25,8.604,9.896,1.292,15.958,18.319,191.0,7.458,1.958,198.458
2013-04-11,3.25,7.916,9.542,1.625,11.236,11.736,192.042,5.5,1.667,197.542
2013-04-12,3.5,9.396,11.416,2.021,12.708,12.945,193.5,7.292,1.667,200.792
2013-04-13,3.396,7.896,9.312,1.416,8.653,9.861,193.375,7.958,1.25,201.333
2013-04-14,3.375,7.896,9.021,1.125,17.25,18.417,192.667,8.375,1.583,201.042
2013-04-15,3.312,10.125,12.084,1.958,19.986,21.972,188.542,8.417,2.083,196.958
2013-04-16,3.934,14.87,17.957,3.087,21.986,25.583,192.478,14.261,2.652,206.739
2013-04-17,3.75,14.312,16.708,2.396,23.736,28.889,189.864,14.227,2.375,204.091
2013-04-18,3.23,12.688,15.521,2.834,15.722,20.472,186.667,13.833,2.083,200.5
2013-04-19,3.166,9.354,11.354,2.0,14.375,18.319,189.583,8.042,1.5,197.625
2013-04-20,3.25,9.646,10.75,1.104,13.986,14.43,195.708,9.333,1.333,205.042
2013-04-21,2.98,5.916,6.792,0.875,2.945,4.736,192.5,7.625,0.917,200.125
2013-04-22,3.062,7.812,9.375,1.562,10.712,11.569,197.958,8.292,1.167,206.25
2013-04-23,3.566,13.24,15.544,2.304,16.924,17.236,190.348,10.913,1.913,201.261
2013-04-24,4.333,16.166,18.646,2.479,12.694,17.458,186.042,13.917,1.333,199.958
2013-04-25,3.792,10.958,13.083,2.125,11.75,16.569,183.375,11.292,1.5,194.667
2013-04-26,3.58,8.413,10.392,1.978,15.856,19.833,181.958,9.292,1.609,191.25
2013-04-27,3.062,4.666,5.666,1.0,8.667,9.639,184.583,5.625,1.0,190.208
2013-04-28,3.312,6.604,7.521,0.916,12.208,13.18,187.083,8.417,1.333,195.5
2013-04-29,3.416,7.98,9.166,1.188,15.458,16.736,187.042,10.292,1.792,197.333
2013-04-30,4.044,13.087,15.5,2.413,18.93,21.736,188.043,12.826,1.696,200.87
2013-05-01,3.084,7.646,9.188,1.542,12.361,16.472,185.125,7.958,1.25,193.083
2013-05-02,2.667,6.75,8.167,1.416,3.07,3.93,187.708,6.542,1.167,194.25
2013-05-03,3.083,7.25,8.5,1.25,6.375,6.014,189.667,7.708,1.125,197.375
2013-05-04,3.292,6.958,8.0,1.042,9.889,10.264,191.083,9.042,1.292,200.125
2013-05-05,3.271,6.104,6.916,0.812,13.569,14.917,191.75,8.75,1.458,200.5
2013-05-06,3.27,6.5,7.458,0.958,18.333,20.389,190.042,8.208,1.625,198.25
2013-05-07,2.174,3.782,5.283,1.5,4.667,7.153,190.5,4.773,0.957,195.273
2013-05-08,2.625,6.188,7.812,1.625,5.931,5.917,192.13,5.739,1.208,197.87
2013-05-09,3.562,12.63,14.783,2.152,17.918,21.13,192.708,15.25,2.087,207.958
2013-05-10,3.792,15.584,18.104,2.521,18.861,22.514,190.381,16.286,2.125,206.667
2013-05-11,3.77,14.208,15.73,1.521,12.639,22.25,186.565,16.174,1.167,202.739
2013-05-12,3.166,6.708,7.625,0.917,7.014,9.486,187.667,11.0,1.083,198.667
2013-05-13,3.334,7.834,9.688,1.854,12.958,17.597,188.833,10.542,1.333,199.375
2013-05-14,3.413,12.326,14.348,2.022,19.375,24.014,188.783,12.478,1.957,201.261
2013-05-15,3.084,10.021,11.771,1.75,21.5,26.431,188.0,10.45,1.957,198.45
2013-05-16,2.916,8.767,10.576,1.809,19.237,22.667,186.5,8.864,1.583,195.364
2013-05-17,3.021,8.27,9.854,1.584,15.945,18.805,181.0,7.238,1.583,188.238
2013-05-18,3.166,8.229,9.667,1.438,19.28,22.833,184.625,8.0,1.375,192.625
2013-05-19,2.583,5.479,6.375,0.896,11.222,15.694,183.0,6.625,1.167,189.625
2013-05-20,2.833,8.604,10.458,1.854,7.833,15.042,181.875,8.708,1.167,190.583
2013-05-21,3.63,10.848,13.978,3.13,17.278,23.653,188.043,11.957,1.565,200.0
2013-05-22,3.792,11.792,13.605,1.812,30.472,38.111,191.583,12.208,1.625,203.792
2013-05-23,3.979,11.604,13.146,1.542,30.667,37.528,193.25,12.125,1.917,205.375
2013-05-24,2.938,9.52,11.084,1.562,12.278,16.153,193.417,9.625,2.125,203.042
2013-05-25,3.354,9.708,11.104,1.396,19.125,23.264,194.792,10.917,2.25,205.708
2013-05-26,3.229,6.438,7.292,0.854,21.916,27.722,194.458,9.208,1.583,203.667
2013-05-27,3.022,9.109,10.804,1.696,19.832,24.958,194.292,10.125,1.696,204.417
2013-05-28,2.804,8.718,10.652,1.934,14.569,20.5,187.435,8.957,1.957,196.391
2013-05-29,2.792,8.458,10.166,1.708,7.333,11.181,185.25,7.708,1.083,192.958
2013-05-30,3.218,11.438,14.708,3.271,6.248,13.161,181.565,10.739,1.174,192.304
2013-05-31,3.396,8.479,9.896,1.417,11.986,22.836,186.0,8.542,1.391,194.542
2013-06-01,3.104,9.042,10.104,1.062,13.666,21.211,185.75,10.5,1.818,196.25
2013-06-02,2.792,6.604,7.416,0.812,12.736,17.28,184.364,9.0,1.368,193.364
2013-06-03,3.375,9.125,10.666,1.542,16.042,22.349,186.333,10.042,1.957,196.375
2013-06-04,3.544,10.326,12.196,1.87,21.056,27.622,188.136,11.636,1.696,199.773
2013-06-05,3.021,8.688,10.375,1.688,22.569,31.708,187.208,10.708,1.167,197.917
2013-06-06,3.084,11.334,13.312,1.98,19.708,25.514,187.0,10.682,1.333,197.682
2013-06-07,3.208,10.771,12.458,1.688,16.792,21.967,185.792,11.25,1.292,197.042
2013-06-08,3.062,8.104,9.542,1.438,18.542,24.146,186.042,9.458,1.13,195.5
2013-06-09,3.146,6.188,7.208,1.021,22.903,29.116,185.565,8.826,1.15,194.391
2013-06-10,3.229,8.87,10.304,1.434,23.736,32.565,185.917,10.042,1.522,195.958
2013-06-11,3.218,10.043,11.696,1.652,13.639,19.486,187.739,9.565,1.304,197.304
2013-06-12,3.042,9.166,11.5,2.334,6.486,13.875,184.708,10.042,1.167,194.75
2013-06-13,2.771,7.729,10.042,2.312,3.083,6.952,180.917,9.708,1.125,190.625
2013-06-14,2.854,8.542,12.479,3.938,5.694,9.958,181.458,10.167,1.167,191.625
2013-06-15,3.02,8.562,10.938,2.375,11.236,20.056,181.75,8.167,1.083,189.917
2013-06-16,2.354,5.5,6.438,0.938,4.597,9.5,180.833,7.417,0.917,188.25
2013-06-17,3.104,8.5,10.646,2.146,12.82,22.111,180.125,8.708,1.167,188.833
2013-06-18,3.456,9.609,11.435,1.826,21.208,35.403,182.864,10.227,1.043,193.091
2013-06-19,3.5,10.979,15.292,4.312,18.333,33.458,180.083,11.208,0.958,191.292
2013-06-20,3.562,13.396,15.875,2.479,5.958,11.542,189.042,11.375,1.0,200.417
2013-06-21,3.729,13.104,17.77,4.666,7.556,16.264,192.792,13.833,1.0,206.625
2013-06-22,3.104,9.125,11.104,1.98,6.972,11.389,190.458,9.667,1.042,200.125
2013-06-23,3.354,6.229,7.354,1.125,12.986,19.333,191.625,9.458,1.125,201.083
2013-06-24,3.979,8.416,9.834,1.416,20.792,34.847,192.833,10.75,0.958,203.583
2013-06-25,3.5,9.087,11.13,2.043,16.08,24.875,190.739,11.739,1.174,202.478
2013-06-26,4.271,14.25,16.896,2.646,14.472,23.917,188.958,15.375,1.167,204.333
2013-06-27,3.216,7.312,8.979,1.666,6.076,12.206,187.25,10.167,1.125,197.417
2013-06-28,2.875,8.935,10.696,1.761,12.018,15.972,188.792,9.792,1.043,198.583
2013-06-29,2.584,7.604,9.083,1.479,14.083,18.139,190.333,11.25,1.083,201.583
2013-06-30,2.188,5.438,6.75,1.312,16.042,20.5,190.625,8.833,1.167,199.458
2013-07-01,2.417,7.312,9.188,1.875,11.875,15.514,189.875,9.875,1.167,199.75
2013-07-02,2.609,8.196,10.174,1.978,13.139,15.569,186.609,7.739,1.304,194.348
2013-07-03,2.896,8.73,11.0,2.27,13.278,17.125,184.208,7.875,1.625,192.083
2013-07-04,3.292,12.646,16.833,4.188,10.139,17.721,182.25,9.625,1.167,191.875
2013-07-05,3.146,9.833,14.271,4.438,12.694,22.378,177.864,9.545,1.042,187.409
2013-07-06,3.25,8.438,15.355,6.917,13.583,22.347,178.958,11.833,1.167,190.792
2013-07-07,2.438,5.5,7.792,2.292,17.069,31.708,178.25,7.167,1.0,185.417
2013-07-08,3.0,8.917,11.896,2.98,21.111,32.132,180.333,10.792,1.292,191.125
2013-07-09,3.174,11.5,14.704,3.205,33.165,49.946,184.565,14.304,1.636,198.87
2013-07-10,3.084,9.979,11.792,1.812,41.542,66.931,182.542,13.083,1.667,195.625
2013-07-11,2.759,8.606,10.481,1.875,38.582,67.556,178.917,10.792,1.417,189.708
2013-07-12,3.25,12.14,14.008,1.868,34.528,55.704,179.208,12.417,1.417,191.625
2013-07-13,3.166,12.916,14.646,1.729,29.43,43.569,185.167,15.292,1.583,200.458
2013-07-14,2.604,8.812,10.5,1.688,14.75,21.403,184.833,14.125,1.25,198.958
2013-07-15,2.271,7.542,9.354,1.812,9.416,14.125,184.833,10.375,1.125,195.208
2013-07-16,2.74,9.5,11.218,1.717,16.43,23.528,188.174,9.696,1.261,197.87
2013-07-17,2.812,9.854,11.625,1.771,15.708,25.111,188.292,11.167,1.167,199.458
2013-07-18,2.542,7.771,9.625,1.854,10.778,15.73,182.591,8.5,1.042,191.091
2013-07-19,2.604,8.834,10.896,2.062,11.167,18.57,184.542,10.375,1.375,194.917
2013-07-20,2.708,7.812,9.312,1.5,13.972,21.403,187.667,8.917,1.208,196.583
2013-07-21,2.438,5.334,6.146,0.812,19.431,30.875,186.125,7.958,1.042,194.083
2013-07-22,3.062,8.583,10.333,1.75,22.139,37.819,185.833,9.208,1.083,195.042
2013-07-23,3.0,9.456,11.804,2.348,20.75,33.542,186.174,10.957,1.087,197.13
2013-07-24,3.542,11.146,13.104,1.958,21.931,42.319,184.083,10.458,1.0,194.542
2013-07-25,3.188,9.229,13.208,3.98,17.181,30.403,184.0,10.75,0.958,194.75
2013-07-26,3.102,8.696,10.522,1.826,25.25,42.097,182.375,10.458,1.0,192.833
2013-07-27,2.792,8.188,9.688,1.5,23.375,35.111,187.125,9.542,1.0,196.667
2013-07-28,3.167,6.312,7.292,0.98,19.82,31.875,189.042,8.708,0.917,197.75
2013-07-29,4.188,10.406,12.338,1.933,25.278,51.389,192.333,9.111,0.55,201.444
2013-07-30,3.522,8.746,11.106,2.36,19.597,34.105,188.0,15.25,0.105,203.25
2013-07-31,3.875,11.438,13.708,2.27,30.597,53.236,193.917,14.833,0.0,208.75
2013-08-01,3.812,9.438,10.98,1.542,31.694,59.403,190.208,14.833,0.083,205.042
2013-08-02,3.334,9.084,10.708,1.625,19.181,33.167,191.375,14.5,0.167,205.875
2013-08-03,2.708,7.167,8.604,1.438,11.597,19.806,191.083,12.333,0.125,203.417
2013-08-04,2.458,4.896,5.792,0.896,14.208,25.917,189.542,12.042,0.083,201.583
2013-08-05,2.771,6.875,8.542,1.666,13.708,25.528,186.5,11.875,0.042,198.375
2013-08-06,2.782,8.326,10.696,2.37,14.819,29.097,181.304,9.217,0.0,190.522
2013-08-07,2.625,8.458,10.792,2.334,18.111,29.333,182.792,10.167,0.375,192.958
2013-08-08,3.021,10.63,12.196,1.565,26.748,46.9,185.583,11.917,0.478,197.5
2013-08-09,3.666,11.312,12.958,1.646,40.528,84.167,188.292,12.375,0.292,200.667
2013-08-10,3.604,10.562,12.02,1.458,42.264,73.069,188.458,11.833,0.625,200.292
2013-08-11,3.084,7.458,8.229,0.771,35.181,61.986,188.458,10.625,0.5,199.083
2013-08-12,3.417,10.708,12.146,1.438,34.167,57.389,189.667,12.833,0.583,202.5
2013-08-13,3.391,6.196,6.935,0.74,32.875,58.986,191.304,8.913,0.565,200.217
2013-08-14,3.458,6.5,7.084,0.584,38.403,60.264,193.25,9.333,0.792,202.583
2013-08-15,3.188,6.916,7.729,0.812,33.833,57.695,194.667,9.583,0.625,204.25
2013-08-16,3.229,7.292,8.521,1.23,31.917,58.278,191.625,9.208,0.333,200.833
2013-08-17,2.73,5.5,6.521,1.021,20.889,39.958,188.208,7.375,0.25,195.583
2013-08-18,2.188,4.188,5.104,0.917,12.195,24.444,187.5,6.875,0.042,194.375
2013-08-19,2.646,6.792,8.812,2.021,12.375,27.0,185.478,7.565,0.292,193.043
2013-08-20,2.348,7.891,10.434,2.544,12.625,25.75,181.652,7.87,0.174,189.522
2013-08-21,2.292,9.771,12.396,2.625,12.528,25.472,182.625,9.708,0.25,192.333
2013-08-22,2.708,10.666,12.979,2.312,17.528,34.458,184.5,10.125,0.667,194.625
2013-08-23,3.417,14.464,17.032,2.568,24.43,49.464,185.619,11.286,0.238,196.905
2013-08-24,3.562,13.399,16.926,3.527,15.144,29.253,183.318,13.045,0.182,196.364
2013-08-25,3.458,9.708,11.792,2.083,11.847,23.472,189.042,11.292,0.083,200.333
2013-08-26,3.416,10.271,12.771,2.5,12.415,20.514,190.292,10.333,0.542,200.625
2013-08-27,3.218,9.63,11.282,1.652,10.403,19.014,190.478,9.304,0.261,199.783
2013-08-28,3.334,10.729,12.646,1.916,12.716,20.569,193.208,11.083,0.625,204.292
2013-08-29,3.739,11.022,12.609,1.586,20.611,32.111,194.0,12.417,0.87,206.417
2013-08-30,3.396,11.688,13.792,2.104,21.694,35.472,187.875,12.083,0.75,199.958
2013-08-31,2.52,7.979,10.312,2.334,13.931,27.555,183.0,8.792,0.5,191.792
2013-09-01,2.125,5.583,6.958,1.375,6.416,14.444,183.417,7.0,0.125,190.417
2013-09-02,2.52,8.604,12.625,4.021,7.111,15.666,184.292,9.333,0.458,193.625
2013-09-03,2.043,6.913,13.304,6.392,6.445,13.444,180.609,10.13,0.696,190.739
2013-09-04,2.416,7.958,10.042,2.083,4.0,12.458,182.125,8.875,0.333,191.0
2013-09-05,2.697,9.166,12.125,2.958,6.227,13.35,182.542,9.708,0.333,192.25
2013-09-06,2.688,9.646,11.792,2.146,10.861,20.375,186.609,10.696,0.542,197.304
2013-09-07,3.292,8.334,9.458,1.125,18.153,35.264,187.333,10.958,0.875,198.292
2013-09-08,2.625,6.229,7.438,1.208,11.236,25.097,186.417,9.75,0.417,196.167
2013-09-09,2.625,7.717,9.196,1.478,6.756,12.759,189.542,10.458,0.739,200.0
2013-09-10,3.413,9.696,11.283,1.587,14.25,23.667,190.348,11.826,1.13,202.174
2013-09-11,3.084,8.625,9.646,1.02,12.0,23.055,190.792,11.25,0.875,202.042
2013-09-12,3.312,9.708,11.896,2.188,14.458,26.306,190.708,11.75,0.875,202.458
2013-09-13,3.834,8.916,10.354,1.438,21.778,38.875,190.25,11.542,1.042,201.792
2013-09-14,3.354,7.854,9.438,1.584,17.722,31.986,187.667,10.042,0.792,197.708
2013-09-15,2.333,5.792,7.416,1.625,5.875,16.056,179.833,8.958,0.417,188.792
2013-09-16,1.354,3.25,3.958,0.708,2.097,7.764,176.625,5.625,0.25,182.25
2013-09-17,2.63,9.196,10.652,1.456,9.57,14.542,189.913,9.913,0.826,199.826
2013-09-18,3.292,13.375,16.583,3.208,15.368,21.151,192.391,12.609,1.083,205.0
2013-09-19,3.562,13.688,15.458,1.771,18.866,24.931,193.083,14.083,1.292,207.167
2013-09-20,3.584,13.042,14.73,1.688,19.708,28.347,192.625,13.0,1.167,205.625
2013-09-21,3.125,10.562,12.0,1.438,18.375,24.542,189.583,11.417,0.958,201.0
2013-09-22,3.021,6.688,7.188,0.5,21.819,29.25,189.792,10.958,1.042,200.75
2013-09-23,2.062,3.354,3.521,0.166,12.486,19.847,189.667,6.792,0.625,196.458
2013-09-24,2.456,9.326,17.0,7.674,11.014,17.083,186.043,8.391,0.913,194.435
2013-09-25,3.084,12.438,15.812,3.375,12.181,19.708,182.667,11.167,0.917,193.833
2013-09-26,2.125,6.834,8.73,1.896,4.819,9.028,183.375,7.25,0.75,190.625
2013-09-27,2.63,8.26,9.565,1.304,7.062,10.667,190.625,9.333,0.87,199.958
2013-09-28,2.812,9.646,10.938,1.292,11.139,15.389,192.625,12.333,1.083,204.958
2013-09-29,2.875,7.416,8.5,1.084,11.375,16.25,190.958,10.833,0.917,201.792
2013-09-30,2.979,9.188,10.708,1.52,13.931,18.625,189.542,12.792,0.833,202.333
2013-10-01,4.63,23.674,30.782,7.109,17.014,27.611,189.217,20.391,0.957,209.609
2013-10-02,3.708,15.208,20.416,5.208,14.375,26.764,185.333,16.875,0.958,202.208
2013-10-03,2.958,10.896,13.166,2.27,13.069,20.264,187.5,12.042,0.958,199.542
2013-10-04,2.438,8.625,9.979,1.354,6.792,10.931,194.208,11.0,0.875,205.208
2013-10-05,3.75,12.271,14.667,2.396,6.778,11.958,191.375,13.5,0.917,204.875
2013-10-06,2.75,6.916,8.584,1.666,6.417,11.389,189.625,12.542,0.792,202.167
2013-10-07,2.73,8.125,10.666,2.542,8.097,13.268,187.792,11.083,0.833,198.875
2013-10-08,2.674,9.909,13.698,3.788,9.889,16.543,184.304,12.913,0.905,197.217
2013-10-09,2.708,8.416,11.042,2.625,6.264,12.306,181.958,10.083,0.667,192.042
2013-10-10,3.188,10.438,14.812,4.375,9.097,15.444,185.0,12.5,0.833,197.5
2013-10-11,2.916,8.771,11.396,2.625,8.68,13.805,182.833,10.75,0.917,193.583
2013-10-12,2.25,7.73,10.438,2.708,8.597,12.333,183.458,11.042,0.917,194.5
2013-10-13,2.396,6.188,6.917,0.729,8.681,11.875,188.25,9.583,0.792,197.833
2013-10-14,3.208,7.834,8.875,1.042,16.139,19.931,189.75,11.958,1.042,201.708
2013-10-15,4.348,19.63,23.261,3.63,18.458,28.389,188.522,17.739,0.913,206.261
2013-10-16,2.104,5.771,7.312,1.542,1.278,5.653,179.833,7.333,0.667,187.167
2013-10-17,2.666,10.167,12.896,2.729,5.516,7.903,190.348,10.696,0.917,201.043
2013-10-18,2.854,12.708,16.375,3.666,10.07,12.528,192.667,13.292,0.958,205.958
2013-10-19,2.958,9.229,11.25,2.021,10.639,15.431,190.708,11.625,0.5,202.333
2013-10-20,3.021,9.312,10.604,1.292,4.931,9.111,188.083,12.292,0.583,200.375
2013-10-21,3.562,12.73,16.229,3.5,6.861,9.597,186.542,13.708,0.917,200.25
2013-10-22,2.391,7.108,8.5,1.392,3.014,7.403,188.478,8.435,0.957,196.913
2013-10-23,1.98,6.458,7.271,0.812,3.167,5.931,189.708,7.125,0.708,196.833
2013-10-24,3.125,13.458,16.688,3.23,6.208,10.472,189.875,11.167,1.042,201.042
2013-10-25,3.728,16.522,22.63,6.108,5.472,10.847,186.042,15.292,1.0,201.333
2013-10-26,2.604,5.583,6.562,0.979,3.625,7.153,185.708,6.417,0.708,192.125
2013-10-27,3.084,6.75,8.438,1.688,7.917,10.958,192.083,8.958,0.667,201.042
2013-10-28,4.146,13.208,17.334,4.125,14.553,17.541,195.042,13.333,0.917,208.375
2013-10-29,5.392,24.066,35.305,11.239,21.514,32.236,192.652,22.826,0.957,215.478
