date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean,SPM_mean
2012-05-12,4.875,4.986,0.111,0.042,,4.354
2012-05-13,9.25,9.778,0.528,0.188,,9.875
2012-05-14,12.947,14.391,1.444,0.0,,15.416
2012-05-15,17.885,19.843,1.958,0.0,,10.646
2012-05-16,16.789,19.138,2.349,1.152,,24.438
2012-05-17,25.125,29.972,4.847,2.292,,45.208
2012-05-18,12.472,13.375,0.903,0.375,,29.146
2012-05-19,14.042,16.306,2.264,0.979,,21.979
2012-05-20,6.903,7.097,0.194,1.27,,17.396
2012-05-21,16.778,19.431,2.653,0.73,,21.854
2012-05-22,30.538,40.362,9.825,2.312,,38.938
2012-05-23,20.407,30.095,9.688,0.26,,20.688
2012-05-24,22.847,34.389,11.542,1.042,,26.396
2012-05-25,33.708,44.056,10.347,2.292,,44.834
2012-05-26,9.111,13.278,4.167,0.146,,21.875
2012-05-27,4.861,4.972,0.111,0.875,,21.146
2012-05-28,10.348,12.024,1.676,0.167,,20.958
2012-05-29,13.607,15.752,2.145,0.542,,31.667
2012-05-30,11.82,12.861,1.042,0.674,,23.667
2012-05-31,10.294,13.615,3.321,0.021,,24.292
2012-06-01,10.612,13.389,2.777,0.5,,24.066
2012-06-02,6.403,8.5,2.097,0.042,,25.834
2012-06-03,4.181,4.444,0.264,1.0,,16.271
2012-06-04,8.26,9.69,1.429,0.52,,16.333
2012-06-05,12.456,16.706,4.25,0.062,,14.562
2012-06-06,15.062,16.479,1.416,0.261,,12.896
2012-06-07,15.667,18.75,3.084,0.188,,20.583
2012-06-08,15.292,20.875,5.584,0.292,,27.125
2012-06-09,14.938,16.271,1.334,0.208,,19.75
2012-06-10,8.812,9.542,0.729,0.0,,9.542
2012-06-11,11.68,14.548,2.869,0.042,,14.417
2012-06-12,18.92,22.126,3.206,0.021,,16.562
2012-06-13,19.166,24.604,5.438,1.174,,18.354
2012-06-14,12.121,15.232,3.111,0.833,,25.312
2012-06-15,10.014,12.097,2.083,0.0,,19.354
2012-06-16,10.139,13.861,3.722,0.0,,15.312
2012-06-17,9.236,12.445,3.208,0.166,,9.188
2012-06-18,19.528,26.743,7.215,1.0,,21.438
2012-06-19,10.899,18.385,7.486,0.062,,21.25
2012-06-20,10.875,18.556,7.68,0.108,,9.688
2012-06-21,23.417,27.528,4.111,0.0,,20.188
2012-06-22,12.855,17.134,4.279,0.062,,11.166
2012-06-23,11.444,13.847,2.403,0.188,,9.375
2012-06-24,7.556,9.542,1.986,0.188,,24.062
2012-06-25,12.906,15.572,2.666,0.021,,22.312
2012-06-26,14.588,19.045,4.457,0.062,,21.604
2012-06-27,17.166,22.986,5.819,0.456,,24.271
2012-06-28,17.889,24.417,6.528,0.208,,19.208
2012-06-29,16.903,27.875,10.972,1.166,,25.458
2012-06-30,10.083,13.084,3.0,0.084,,29.438
2012-07-01,7.236,8.861,1.625,0.0,,20.458
2012-07-02,12.39,17.055,4.665,0.062,,13.999
2012-07-03,24.648,30.441,5.793,0.0,,20.916
2012-07-04,18.139,25.125,6.986,0.5,,22.75
2012-07-05,21.125,27.597,6.472,1.625,,24.229
2012-07-06,16.458,20.833,4.375,0.042,,18.312
2012-07-07,7.347,9.514,2.167,0.062,,7.542
2012-07-08,5.416,7.694,2.278,0.084,,12.438
2012-07-09,9.658,12.289,2.63,0.562,,21.667
2012-07-10,13.6,22.846,9.246,0.354,,23.188
2012-07-11,8.761,13.399,4.638,0.0,,18.084
2012-07-12,5.545,9.72,4.175,0.0,,18.812
2012-07-13,12.219,25.0,12.781,0.0,,30.312
2012-07-14,8.417,13.052,4.636,0.5,,32.166
2012-07-15,3.729,6.625,2.896,0.062,,18.896
2012-07-16,3.632,7.64,4.008,0.0,,11.73
2012-07-17,6.828,11.842,5.013,0.354,,17.52
2012-07-18,10.688,21.479,10.792,0.674,,22.25
2012-07-19,13.864,24.438,10.573,0.812,,22.23
2012-07-20,11.802,13.948,2.146,0.125,,31.958
2012-07-21,10.833,13.521,2.688,0.0,,10.979
2012-07-22,6.364,8.416,2.052,0.125,,14.812
2012-07-23,14.736,19.625,4.889,1.23,,25.0
2012-07-24,17.487,25.662,8.175,0.792,,34.292
2012-07-25,18.281,23.885,5.604,1.24,,36.375
2012-07-26,16.146,27.51,11.364,0.833,,40.542
2012-07-27,17.938,24.104,6.166,1.625,,49.666
2012-07-28,8.532,10.114,1.583,1.0,,42.271
2012-07-29,4.344,5.396,1.052,0.5,,55.375
2012-07-30,4.264,7.088,2.824,0.0,,13.125
2012-07-31,7.973,15.37,7.397,0.021,,15.938
2012-08-01,8.1,13.733,5.633,0.696,,18.267
2012-08-02,6.25,10.844,4.594,1.438,,17.516
2012-08-03,7.323,13.719,6.396,0.438,,17.75
2012-08-04,7.333,12.042,4.708,0.125,,18.458
2012-08-05,3.417,5.166,1.75,0.042,,15.958
2012-08-06,9.327,14.726,5.4,0.021,,11.917
2012-08-07,9.037,16.026,6.989,0.25,,14.062
2012-08-08,9.677,11.094,1.417,0.478,,19.125
2012-08-09,12.072,14.419,2.348,1.188,,25.312
2012-08-10,10.657,12.828,2.17,0.586,,30.48
2012-08-11,8.542,10.052,1.51,0.084,,26.312
2012-08-12,4.208,5.635,1.427,0.083,,16.042
2012-08-13,3.484,4.156,0.672,0.062,,19.125
2012-08-14,4.024,4.811,0.787,0.0,,13.416
2012-08-15,2.26,3.375,1.114,0.0,,13.312
2012-08-16,3.125,6.04,2.916,0.0,,10.872
2012-08-17,6.51,9.588,3.077,0.357,,23.938
2012-08-18,10.042,13.528,3.486,0.0,,16.375
2012-08-19,4.0,7.347,3.347,0.0,,10.5
2012-08-20,8.636,14.453,5.818,0.958,,12.125
2012-08-21,8.796,15.823,7.026,0.391,,13.322
2012-08-22,6.861,20.167,13.306,0.0,,10.958
2012-08-23,7.168,20.121,12.954,0.0,,14.146
2012-08-24,8.653,18.278,9.625,0.0,,10.084
2012-08-25,7.194,13.5,6.306,1.0,,15.292
2012-08-26,5.292,8.472,3.18,1.417,,10.73
2012-08-27,7.534,16.525,8.99,0.625,,10.646
2012-08-28,9.458,18.875,9.417,0.083,,10.333
2012-08-29,9.606,19.984,10.377,0.0,,11.458
2012-08-30,11.625,22.75,11.125,0.333,,17.354
2012-08-31,8.347,17.236,8.889,0.0,,14.834
2012-09-01,8.083,15.375,7.292,0.167,,8.792
2012-09-02,6.014,9.305,3.292,0.083,,12.125
2012-09-03,9.781,13.915,4.134,0.0,,9.522
2012-09-04,16.633,30.158,13.525,0.583,,19.125
2012-09-05,19.014,25.566,6.553,1.261,,40.729
2012-09-06,19.75,25.597,5.847,0.708,,34.0
2012-09-07,14.056,22.444,8.389,0.25,,24.646
2012-09-08,10.819,16.75,5.93,0.167,,17.084
2012-09-09,5.666,8.542,2.875,0.0,,14.458
2012-09-10,8.778,15.039,6.261,0.083,,11.854
2012-09-11,19.192,31.431,12.24,0.13,,17.562
2012-09-12,16.683,29.918,13.235,0.522,,16.75
2012-09-13,21.903,28.986,7.083,1.0,,27.229
2012-09-14,15.07,20.278,5.208,0.375,,23.792
2012-09-15,11.028,16.014,4.986,0.292,,14.688
2012-09-16,4.236,5.806,1.569,0.042,,12.125
2012-09-17,2.591,3.472,0.882,0.0,,16.667
2012-09-18,5.251,7.216,1.966,0.0,,14.062
2012-09-19,10.218,14.599,4.381,0.0,,18.02
2012-09-20,20.569,29.806,9.236,0.75,,20.458
2012-09-21,20.639,25.958,5.319,0.208,,21.167
2012-09-22,13.806,17.472,3.667,0.583,,26.084
2012-09-23,7.986,8.25,0.264,0.042,,19.667
2012-09-24,18.857,25.315,6.458,0.083,,11.02
2012-09-25,21.08,26.885,5.805,0.042,,9.792
2012-09-26,23.833,33.786,9.953,0.696,,16.417
2012-09-27,25.361,34.778,9.417,0.75,,18.708
2012-09-28,25.958,32.583,6.625,0.458,,18.625
2012-09-29,23.125,30.097,6.972,1.125,,30.042
2012-09-30,7.819,8.861,1.042,0.083,,18.688
2012-10-01,14.035,19.014,4.978,0.0,,7.878
2012-10-02,20.317,24.964,4.647,0.042,,9.288
2012-10-03,19.696,23.98,4.284,0.348,,11.312
2012-10-04,14.236,17.347,3.111,0.042,,8.312
2012-10-05,16.389,20.305,3.917,0.0,,10.062
2012-10-06,17.306,23.819,6.514,0.375,,17.604
2012-10-07,5.847,6.042,0.194,0.0,,9.166
2012-10-08,13.193,14.211,1.018,0.792,,12.0
2012-10-09,18.741,25.981,7.24,0.333,,14.896
2012-10-10,19.638,28.361,8.724,0.043,,12.938
2012-10-11,18.558,23.019,4.461,0.087,,17.27
2012-10-12,12.5,13.306,0.806,0.0,,11.458
2012-10-13,15.25,17.611,2.361,0.25,,11.042
2012-10-14,16.305,17.847,1.542,0.833,,26.458
2012-10-15,18.378,23.724,5.346,0.25,,20.166
2012-10-16,18.995,25.891,6.896,0.458,,25.396
2012-10-17,29.161,36.783,7.623,0.087,,21.75
2012-10-18,26.292,32.014,5.722,0.0,,12.688
2012-10-19,12.403,15.069,2.667,0.0,,5.438
2012-10-20,18.444,30.194,11.75,0.25,,12.771
2012-10-21,11.653,13.903,2.25,0.083,,18.479
2012-10-22,16.534,23.41,6.875,0.0,,21.858
2012-10-23,13.032,14.171,1.139,0.0,,8.417
2012-10-24,16.538,22.237,5.699,0.0,,9.195
2012-10-25,26.806,47.333,20.528,0.25,,11.688
2012-10-26,27.111,46.389,19.278,0.208,,15.416
2012-10-27,15.444,20.542,5.097,0.042,,20.375
2012-10-28,15.194,17.431,2.236,0.042,,18.771
2012-10-29,13.629,16.042,2.413,0.0,,6.771
2012-10-30,19.934,25.209,5.275,0.208,,12.084
2012-10-31,23.25,36.904,13.653,0.043,,12.125
2012-11-01,19.458,33.889,14.431,0.417,,11.987
2012-11-02,14.8,16.255,1.455,0.125,,7.852
2012-11-03,9.667,9.903,0.236,0.0,,9.979
2012-11-04,13.334,15.597,2.264,0.0,,9.854
2012-11-05,29.197,44.477,15.279,0.292,,21.312
2012-11-06,18.357,25.104,6.747,0.167,,14.812
2012-11-07,22.609,39.314,16.705,0.043,,15.562
2012-11-08,29.306,46.25,16.945,0.0,,14.5
2012-11-09,19.367,25.62,6.253,0.083,,19.021
2012-11-10,13.472,14.903,1.431,0.0,,12.458
2012-11-11,14.972,18.569,3.597,0.0,,10.292
2012-11-12,21.733,32.094,10.361,0.333,,10.979
2012-11-13,24.136,42.293,18.156,1.583,,18.375
2012-11-14,17.937,27.125,9.188,0.348,,8.667
2012-11-15,20.875,27.195,6.32,0.0,,3.438
2012-11-16,24.861,40.097,15.236,0.125,,8.271
2012-11-17,22.222,36.472,14.25,0.0,,9.233
2012-11-18,7.542,7.778,0.236,0.0,,7.458
2012-11-19,25.239,43.494,18.255,0.375,,14.52
2012-11-20,22.314,38.026,15.712,0.0,,13.729
2012-11-21,23.269,37.961,14.692,0.043,,7.916
2012-11-22,33.903,80.347,46.444,0.458,,23.334
2012-11-23,19.042,27.458,8.417,0.333,,20.354
2012-11-24,9.764,10.292,0.528,0.042,,4.27
2012-11-25,15.375,19.403,4.028,0.0,,11.396
2012-11-26,25.473,49.824,24.351,0.0,,12.521
2012-11-27,12.931,16.199,3.268,0.0,,3.708
2012-11-28,29.826,52.923,23.097,0.739,,9.562
2012-11-29,33.972,83.611,49.639,0.125,,20.084
2012-11-30,20.861,44.431,23.57,0.042,,16.625
2012-12-01,10.834,12.639,1.806,0.0,,4.354
2012-12-02,13.958,15.903,1.944,0.0,,8.312
2012-12-03,28.51,68.185,39.675,0.083,,15.127
2012-12-04,19.678,40.19,20.512,0.0,,11.625
2012-12-05,28.07,51.54,23.471,0.0,,6.772
2012-12-06,17.682,27.413,9.732,0.125,,7.054
2012-12-07,23.153,37.32,14.167,0.0,,11.84
2012-12-08,15.695,21.792,6.097,0.375,,10.771
2012-12-09,12.847,16.111,3.264,0.25,,7.812
2012-12-10,21.094,31.326,10.232,0.042,,6.938
2012-12-11,26.405,61.574,35.169,0.0,,10.333
2012-12-12,24.204,41.581,17.376,0.0,,9.666
2012-12-13,28.292,51.403,23.111,0.0,,11.166
2012-12-14,38.0,82.556,44.555,0.0,,21.896
2012-12-15,33.042,54.028,20.986,0.0,,20.271
2012-12-16,11.472,12.584,1.111,0.0,,8.833
2012-12-17,34.788,71.132,36.344,0.083,,20.042
2012-12-18,25.905,56.896,30.99,0.083,,19.854
2012-12-19,16.115,18.282,2.167,0.0,,3.708
2012-12-20,27.028,39.319,12.292,0.0,,8.708
2012-12-21,31.569,49.764,18.194,0.083,,13.166
2012-12-22,20.069,24.694,4.625,0.0,,10.062
2012-12-23,10.444,11.597,1.153,0.25,,11.834
2012-12-24,17.35,24.569,7.219,0.625,,6.958
2012-12-25,27.587,54.884,27.297,0.208,,12.938
2012-12-26,11.71,12.958,1.248,0.043,,4.916
2012-12-27,20.306,27.389,7.083,0.042,,5.375
2012-12-28,31.945,58.903,26.958,0.0,,20.616
2012-12-29,18.889,24.375,5.486,0.0,,10.271
2012-12-30,15.417,18.264,2.847,0.0,,10.188
2012-12-31,5.33,5.665,0.335,0.0,,5.5
2013-01-01,11.198,12.23,1.031,0.375,24.042,23.562
2013-01-02,8.469,9.24,0.771,0.458,12.167,11.354
2013-01-03,14.113,15.868,1.754,0.068,12.375,12.188
2013-01-04,12.906,18.698,5.792,0.188,12.667,11.834
2013-01-05,6.823,7.51,0.688,0.0,3.833,3.812
2013-01-06,16.118,19.797,3.679,0.166,6.0,4.416
2013-01-07,32.01,57.521,25.51,1.125,15.667,12.355
2013-01-08,33.76,77.969,44.208,0.354,23.0,23.458
2013-01-09,14.834,17.26,2.427,0.084,5.375,4.5
2013-01-10,16.34,19.52,3.18,0.0,4.667,4.062
2013-01-11,19.292,28.073,8.781,0.146,11.042,11.042
2013-01-12,15.021,20.146,5.125,0.562,18.167,16.667
2013-01-13,9.73,10.744,1.014,0.229,9.75,8.104
2013-01-14,25.132,35.206,10.075,0.108,9.083,6.958
2013-01-15,33.614,53.625,20.01,0.188,13.917,12.208
2013-01-16,23.792,34.416,10.625,0.166,8.125,5.979
2013-01-17,23.254,46.886,23.631,0.136,11.208,9.167
2013-01-18,18.873,22.372,3.499,0.562,17.583,14.414
2013-01-19,5.49,5.99,0.5,0.0,4.333,3.75
2013-01-20,24.864,35.472,10.607,0.479,14.583,10.958
2013-01-21,24.542,38.49,13.948,0.667,20.875,19.75
2013-01-22,21.432,28.611,7.179,0.354,11.708,10.708
2013-01-23,25.354,37.562,12.208,0.27,13.417,9.292
2013-01-24,34.887,75.953,41.066,1.052,23.5,18.208
2013-01-25,38.323,68.948,30.625,2.062,38.792,31.416
2013-01-26,12.802,16.167,3.365,0.021,17.458,18.166
2013-01-27,20.186,34.862,14.676,0.27,10.708,8.208
2013-01-28,31.878,63.116,31.238,1.771,20.208,18.269
2013-01-29,27.208,42.834,15.625,1.438,16.792,15.146
2013-01-30,39.614,111.021,71.406,0.416,24.458,25.375
2013-01-31,16.621,37.686,21.066,0.272,16.042,16.23
2013-02-01,32.688,51.292,18.604,1.416,26.833,22.958
2013-02-02,25.833,37.625,11.792,0.042,25.458,28.25
2013-02-03,32.74,68.185,35.445,0.0,26.261,33.343
2013-02-04,13.458,17.26,3.802,0.166,6.125,4.5
2013-02-05,11.125,13.969,2.844,0.0,4.417,3.416
2013-02-06,17.114,21.135,4.021,0.0,4.792,3.52
2013-02-07,20.21,24.57,4.359,0.402,7.958,6.562
2013-02-08,21.719,25.521,3.802,0.0,7.417,7.834
2013-02-09,6.323,7.271,0.948,0.125,2.0,2.334
2013-02-10,10.902,12.787,1.884,0.27,8.913,6.394
2013-02-11,9.427,10.906,1.479,0.042,3.708,3.188
2013-02-12,16.591,19.249,2.658,0.326,6.167,4.763
2013-02-13,18.646,27.854,9.208,0.292,4.042,5.146
2013-02-14,22.604,27.663,5.06,0.0,5.292,6.375
2013-02-15,15.24,18.427,3.188,0.208,1.083,4.125
2013-02-16,5.312,6.479,1.166,1.125,13.708,10.855
2013-02-17,17.976,23.045,5.069,1.98,26.5,22.958
2013-02-18,8.542,9.573,1.031,0.062,9.375,7.604
2013-02-19,13.854,15.562,1.708,0.062,8.375,6.708
2013-02-20,19.437,22.146,2.708,0.896,14.958,12.0
2013-02-21,13.228,15.816,2.588,0.315,11.583,9.792
2013-02-22,9.865,11.073,1.208,0.208,5.792,5.25
2013-02-23,10.77,12.25,1.479,0.229,9.292,7.73
2013-02-24,24.29,32.26,7.971,1.062,13.083,12.229
2013-02-25,26.244,42.774,16.529,3.292,44.875,37.271
2013-02-26,25.51,32.49,6.979,2.166,39.0,34.979
2013-02-27,26.094,33.135,7.042,0.146,15.5,25.938
2013-02-28,18.214,23.153,4.94,0.228,15.583,18.146
2013-03-01,24.167,27.594,3.427,0.5,31.667,31.834
2013-03-02,12.448,14.417,1.969,0.062,15.333,21.125
2013-03-03,11.858,14.364,2.506,0.042,5.636,5.478
2013-03-04,31.271,44.573,13.302,0.812,18.292,14.625
2013-03-05,23.042,33.958,10.917,0.0,14.375,19.375
2013-03-06,7.438,8.875,1.438,0.084,10.417,7.75
2013-03-07,14.004,16.019,2.014,0.5,8.0,6.521
2013-03-08,9.052,10.167,1.114,0.584,8.292,6.916
2013-03-09,9.833,10.958,1.125,0.5,13.917,11.958
2013-03-10,8.41,9.586,1.176,0.146,4.917,5.25
2013-03-11,21.985,29.981,7.996,0.326,8.333,6.208
2013-03-12,33.139,54.856,21.718,2.77,25.375,22.792
2013-03-13,23.677,34.208,10.532,0.458,18.667,24.438
2013-03-14,6.86,8.486,1.626,0.272,3.958,4.188
2013-03-15,9.75,11.063,1.313,0.208,12.5,11.375
2013-03-16,13.396,15.25,1.854,1.084,29.708,27.896
2013-03-17,23.903,27.494,3.592,2.229,44.875,44.854
2013-03-18,43.479,64.948,21.469,0.104,62.75,70.146
2013-03-19,12.354,14.26,1.906,0.375,17.333,17.75
2013-03-20,24.802,31.219,6.417,0.125,14.208,20.458
2013-03-21,8.073,10.153,2.08,0.091,3.542,4.48
2013-03-22,8.729,10.562,1.833,0.021,5.833,5.667
2013-03-23,9.594,10.677,1.083,0.708,16.333,15.125
2013-03-24,23.875,29.718,5.843,2.104,36.25,35.792
2013-03-25,28.927,34.969,6.042,2.5,27.875,28.146
2013-03-26,32.834,45.674,12.84,0.125,24.333,35.083
2013-03-27,20.079,28.896,8.817,0.279,16.833,25.458
2013-03-28,25.864,36.16,10.296,0.975,24.917,22.034
2013-03-29,15.24,19.681,4.441,1.229,18.292,21.979
2013-03-30,4.781,5.156,0.375,0.229,5.75,14.688
2013-03-31,7.296,7.946,0.651,0.062,14.292,18.417
2013-04-01,15.437,17.574,2.137,0.0,,19.23
2013-04-02,30.445,41.399,10.953,0.042,,27.047
2013-04-03,10.928,11.272,0.345,0.0,,11.801
2013-04-04,22.528,25.569,3.041,0.333,,21.584
2013-04-05,21.083,28.514,7.431,0.042,,22.688
2013-04-06,9.278,11.347,2.07,0.0,,11.771
2013-04-07,5.319,5.819,0.5,0.0,,7.042
2013-04-08,11.066,12.127,1.061,0.0,,6.875
2013-04-09,24.51,33.108,8.599,0.174,,19.57
2013-04-10,14.215,15.709,1.494,0.0,,14.312
2013-04-11,12.278,13.417,1.139,0.167,,12.016
2013-04-12,19.083,22.805,3.722,0.292,,18.583
2013-04-13,16.056,18.097,2.042,0.042,,13.562
2013-04-14,10.472,11.319,0.847,0.0,,24.542
2013-04-15,14.25,15.856,1.606,0.125,,25.667
2013-04-16,25.163,31.373,6.21,0.5,,17.871
2013-04-17,25.897,34.38,8.483,0.0,,27.708
2013-04-18,17.889,22.514,4.625,0.25,,21.27
2013-04-19,6.0,6.431,0.43,0.0,,14.438
2013-04-20,14.597,14.972,0.375,0.0,,19.75
2013-04-21,5.542,5.653,0.111,0.0,,6.27
2013-04-22,11.825,13.393,1.568,0.0,,11.125
2013-04-23,22.438,29.567,7.128,0.0,,16.125
2013-04-24,13.294,15.542,2.248,0.0,,15.604
2013-04-25,15.208,18.097,2.889,0.125,,20.562
2013-04-26,18.611,28.181,9.569,0.292,,22.042
2013-04-27,11.847,13.653,1.806,0.0,,14.062
2013-04-28,10.889,11.417,0.528,0.083,,14.062
2013-04-29,10.366,11.333,0.967,0.0,,19.208
2013-04-30,15.915,17.566,1.65,0.0,,23.021
2013-05-01,8.679,9.078,0.399,0.0,,10.136
2013-05-02,4.778,4.944,0.167,0.0,,3.36
2013-05-03,6.972,7.097,0.125,0.0,,5.771
2013-05-04,8.306,8.625,0.319,0.0,,10.584
2013-05-05,7.93,8.042,0.111,0.042,,17.896
2013-05-06,10.708,11.131,0.423,0.333,,22.592
2013-05-07,6.817,7.183,0.366,0.0,,8.688
2013-05-08,15.378,17.237,1.86,0.0,,6.625
2013-05-09,24.428,33.26,8.832,0.409,,15.896
2013-05-10,35.667,45.528,9.861,1.667,,33.188
2013-05-11,22.486,28.542,6.056,0.0,,16.042
2013-05-12,8.222,9.597,1.375,0.0,,17.458
2013-05-13,13.078,17.385,4.307,0.083,,16.105
2013-05-14,19.878,28.93,9.053,0.417,,27.954
2013-05-15,10.63,12.048,1.418,0.0,,18.271
2013-05-16,13.361,18.867,5.506,0.0,,25.208
2013-05-17,13.264,15.153,1.889,0.25,,17.417
2013-05-18,10.056,12.028,1.972,0.0,,18.23
2013-05-19,7.917,9.542,1.625,0.0,,10.73
2013-05-20,15.947,19.245,3.298,0.292,,11.144
2013-05-21,22.061,28.841,6.78,0.417,,21.875
2013-05-22,25.787,30.448,4.661,0.783,,25.5
2013-05-23,17.819,19.775,1.956,0.125,,21.988
2013-05-24,18.625,22.444,3.819,0.417,,27.208
2013-05-25,12.125,15.611,3.486,0.0,,22.958
2013-05-26,6.5,6.986,0.486,0.125,,20.021
2013-05-27,8.327,9.179,0.852,0.0,,16.625
2013-05-28,8.003,8.837,0.835,0.0,,11.834
2013-05-29,8.098,9.239,1.141,0.0,,9.678
2013-05-30,14.236,17.43,3.194,0.0,,15.938
2013-05-31,13.542,16.056,2.514,0.0,,20.25
2013-06-01,8.264,8.597,0.333,0.208,,23.375
2013-06-02,11.111,11.75,0.639,1.438,,24.688
2013-06-03,9.519,10.798,1.279,0.312,,20.502
2013-06-04,15.868,19.977,4.109,0.75,,24.396
2013-06-05,14.411,18.765,4.354,0.176,,18.771
2013-06-06,15.417,21.083,5.666,0.292,,22.312
2013-06-07,21.792,29.945,8.153,1.208,,29.312
2013-06-08,13.069,15.417,2.347,0.416,,26.458
2013-06-09,10.333,11.528,1.195,0.312,,27.188
2013-06-10,7.541,8.256,0.715,0.021,,17.666
2013-06-11,18.26,21.052,2.792,0.043,,25.125
2013-06-12,19.422,24.21,4.788,0.262,,27.458
2013-06-13,14.931,17.486,2.555,0.792,,20.604
2013-06-14,12.153,14.389,2.236,0.5,,22.958
2013-06-15,9.213,10.446,1.232,0.0,,26.626
2013-06-16,8.306,9.875,1.569,0.062,,16.292
2013-06-17,13.3,15.69,2.389,0.479,,21.146
2013-06-18,12.881,16.046,3.166,0.229,,32.75
2013-06-19,14.336,17.381,3.044,0.112,,21.833
2013-06-20,19.698,21.104,1.406,0.0,,12.584
2013-06-21,21.823,25.177,3.354,0.0,,21.938
2013-06-22,11.416,12.562,1.146,0.084,,14.562
2013-06-23,9.354,10.114,0.76,0.146,,21.584
2013-06-24,11.452,12.736,1.284,0.0,,22.834
2013-06-25,15.135,21.336,6.201,0.479,,24.812
2013-06-26,20.017,23.894,3.876,0.0,,17.125
2013-06-27,16.573,22.354,5.781,0.0,,16.521
2013-06-28,13.542,15.281,1.74,0.271,,16.792
2013-06-29,10.334,13.49,3.156,0.188,,18.812
2013-06-30,5.958,7.198,1.24,0.021,,15.812
2013-07-01,9.001,11.419,2.418,0.166,,13.447
2013-07-02,9.851,13.632,3.78,0.167,,14.306
2013-07-03,9.302,11.968,2.666,0.0,,17.958
2013-07-04,11.677,16.146,4.469,0.0,,18.979
2013-07-05,7.625,12.333,4.708,0.021,,27.646
2013-07-06,5.083,7.614,2.531,0.0,,24.875
2013-07-07,6.427,9.104,2.677,0.208,,20.584
2013-07-08,13.064,16.292,3.228,0.479,,25.854
2013-07-09,15.999,23.718,7.718,0.889,,34.375
2013-07-10,21.0,28.514,7.514,2.074,,44.042
2013-07-11,18.375,23.906,5.531,1.875,,43.438
2013-07-12,20.573,25.677,5.104,2.625,,46.375
2013-07-13,15.604,19.448,3.844,1.562,,44.02
2013-07-14,7.146,9.146,2.0,0.25,,18.167
2013-07-15,7.936,10.198,2.263,0.25,,16.438
2013-07-16,12.982,17.214,4.232,0.415,,19.542
2013-07-17,9.756,11.018,1.262,0.277,,23.396
2013-07-18,10.323,14.24,3.917,0.312,,22.5
2013-07-19,10.354,11.521,1.166,0.208,,15.0
2013-07-20,9.344,11.354,2.01,0.375,,25.812
2013-07-21,5.188,5.406,0.219,0.271,,30.479
2013-07-22,13.455,15.027,1.572,0.75,,34.854
2013-07-23,10.235,13.678,3.442,0.0,,19.667
2013-07-24,19.804,27.618,7.813,0.214,,34.354
2013-07-25,15.834,23.666,7.834,0.0,,37.48
2013-07-26,16.494,24.435,7.941,0.125,,40.938
2013-07-27,13.323,15.136,1.812,0.625,,45.542
2013-07-28,9.438,10.448,1.01,0.583,,45.5
2013-07-29,19.821,26.494,6.674,0.104,,46.334
2013-07-30,17.859,25.824,7.966,0.644,,45.166
2013-07-31,18.959,23.713,4.754,0.44,,46.334
2013-08-01,15.959,22.578,6.62,0.334,,44.464
2013-08-02,12.979,16.521,3.542,0.25,,27.958
2013-08-03,9.562,12.26,2.698,0.25,,16.834
2013-08-04,7.802,8.75,0.948,0.896,,26.916
2013-08-05,7.091,8.021,0.931,0.0,,26.292
2013-08-06,15.501,18.555,3.054,0.326,,26.312
2013-08-07,15.965,19.879,3.914,0.169,,36.958
2013-08-08,21.5,27.125,5.625,0.812,,49.229
2013-08-09,22.229,29.166,6.937,1.224,,59.176
2013-08-10,15.792,17.115,1.323,1.188,,61.812
2013-08-11,8.188,8.521,0.333,0.604,,48.73
2013-08-12,11.789,12.796,1.007,0.542,,37.98
2013-08-13,10.208,11.76,1.552,0.416,,40.021
2013-08-14,6.219,6.458,0.24,0.334,,51.854
2013-08-15,4.875,5.156,0.281,0.312,,50.23
2013-08-16,4.688,5.334,0.646,0.021,,44.708
2013-08-17,4.854,5.636,0.781,0.062,,26.833
2013-08-18,4.323,5.146,0.823,0.0,,23.896
2013-08-19,7.907,11.63,3.724,0.334,,21.5
2013-08-20,9.948,17.302,7.354,0.208,,20.375
2013-08-21,11.834,19.281,7.448,0.396,,21.77
2013-08-22,17.694,23.374,5.68,0.77,,30.671
2013-08-23,19.521,25.875,6.354,0.958,,31.396
2013-08-24,10.479,12.635,2.156,0.104,,16.854
2013-08-25,8.844,9.875,1.031,0.042,,18.604
2013-08-26,17.564,23.957,6.393,0.062,,21.917
2013-08-27,14.677,18.854,4.177,0.146,,20.646
2013-08-28,18.844,25.562,6.719,0.542,,17.812
2013-08-29,16.334,22.844,6.51,0.208,,24.854
2013-08-30,19.188,26.219,7.031,0.854,,34.062
2013-08-31,7.635,13.667,6.031,0.0,,26.771
2013-09-01,9.438,10.666,1.229,0.25,,18.292
2013-09-02,10.988,17.495,6.507,0.0,,15.395
2013-09-03,7.636,21.333,13.697,0.0,,12.587
2013-09-04,14.802,20.052,5.25,0.0,,14.729
2013-09-05,17.771,21.177,3.406,0.208,,12.625
2013-09-06,18.062,24.521,6.458,0.125,,13.188
2013-09-07,12.573,15.562,2.99,0.084,,27.77
2013-09-08,7.719,8.719,1.0,0.0,,13.292
2013-09-09,12.876,15.979,3.103,0.0,,13.062
2013-09-10,16.264,19.712,3.448,0.0,,20.188
2013-09-11,15.938,21.208,5.271,0.104,,23.417
