date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CO_mean
2012-03-31,12.408,15.29,2.881,5.125,21.02,3.87
2012-04-01,12.97,14.746,1.776,4.021,15.458,3.609
2012-04-02,27.146,33.333,6.188,5.47,23.75,4.792
2012-04-03,17.438,19.334,1.896,4.084,19.146,3.792
2012-04-04,17.542,19.416,1.875,5.375,16.458,3.625
2012-04-05,15.604,17.0,1.396,6.604,27.814,3.667
2012-04-06,17.75,19.312,1.562,4.042,15.938,4.042
2012-04-07,9.239,9.97,0.73,3.98,13.479,3.083
2012-04-08,22.602,25.988,3.386,5.792,21.334,4.826
2012-04-09,31.812,37.479,5.666,9.087,38.158,5.708
2012-04-10,32.625,35.854,3.229,10.312,53.688,5.708
2012-04-11,30.75,34.896,4.146,5.438,29.542,4.75
2012-04-12,19.625,21.542,1.916,7.875,24.896,3.833
2012-04-13,21.197,24.374,3.176,6.934,31.262,4.375
2012-04-14,7.524,8.084,0.56,4.104,17.208,2.958
2012-04-15,12.23,13.306,1.076,4.938,15.77,3.435
2012-04-16,15.992,17.815,1.822,5.174,17.892,3.417
2012-04-17,13.592,15.294,1.702,4.85,20.436,3.391
2012-04-18,16.479,17.812,1.334,5.729,21.0,3.625
2012-04-19,17.354,19.062,1.708,6.312,21.458,3.333
2012-04-20,13.438,14.48,1.042,3.958,18.688,3.167
2012-04-21,7.233,7.938,0.704,3.854,9.688,2.625
2012-04-22,3.426,3.511,0.084,2.708,5.0,2.174
2012-04-23,18.02,20.688,2.667,5.335,16.791,3.583
2012-04-24,30.629,35.766,5.138,8.614,52.214,5.125
2012-04-25,29.271,31.396,2.125,9.0,62.125,5.292
2012-04-26,10.27,10.708,0.438,4.396,24.958,3.083
2012-04-27,8.711,9.352,0.641,4.938,9.664,2.333
2012-04-28,20.791,22.756,1.964,6.792,18.729,3.5
2012-04-29,14.739,15.734,0.994,7.771,25.958,3.652
2012-04-30,8.208,8.688,0.479,5.625,23.333,2.75
2012-05-01,3.992,4.437,0.445,3.596,11.834,2.0
2012-05-02,5.758,6.184,0.426,2.958,5.021,2.0
2012-05-03,8.312,9.125,0.812,3.604,6.958,2.542
2012-05-04,7.125,8.062,0.938,3.896,6.625,2.5
2012-05-05,11.18,12.525,1.346,5.375,18.375,3.167
2012-05-06,12.082,12.994,0.912,6.125,34.292,3.913
2012-05-07,20.333,22.25,1.916,6.644,31.324,4.25
2012-05-08,23.458,25.229,1.771,8.75,49.25,4.625
2012-05-09,28.0,31.188,3.188,8.479,60.166,5.75
2012-05-10,7.938,8.438,0.5,5.312,26.479,2.917
2012-05-11,6.595,7.496,0.902,3.464,4.658,2.083
2012-05-12,5.466,6.089,0.622,3.292,6.875,2.167
2012-05-13,13.022,14.036,1.013,5.958,15.542,2.913
2012-05-14,20.546,22.704,2.158,6.434,20.602,3.792
2012-05-15,19.812,22.375,2.562,3.479,12.375,3.208
2012-05-16,28.0,38.729,10.729,7.896,31.416,5.042
2012-05-17,24.646,26.98,2.334,9.167,48.166,4.5
2012-05-18,14.708,15.5,0.792,5.917,27.104,3.583
2012-05-19,14.776,15.764,0.987,6.229,22.021,3.458
2012-05-20,8.657,9.018,0.36,5.73,23.542,3.304
2012-05-21,8.479,8.958,0.479,4.595,20.168,2.542
2012-05-22,16.73,17.812,1.084,5.333,24.5,3.583
2012-05-23,21.442,25.492,4.051,5.783,23.522,3.739
2012-05-24,35.834,39.788,3.954,8.771,30.194,4.583
2012-05-25,37.754,43.558,5.804,9.27,39.854,5.708
2012-05-26,18.315,19.3,0.984,7.292,33.125,4.208
2012-05-27,12.708,13.424,0.716,7.646,30.792,3.696
2012-05-28,17.416,19.47,2.054,7.065,31.271,3.625
2012-05-29,14.792,15.688,0.896,6.292,38.334,4.0
2012-05-30,12.729,13.854,1.125,4.73,15.854,3.0
2012-05-31,16.834,18.396,1.562,6.084,23.146,3.5
2012-06-01,17.208,19.271,2.062,6.292,25.0,3.5
2012-06-02,13.269,14.123,0.854,4.958,25.666,3.333
2012-06-03,4.724,5.021,0.297,4.375,19.875,2.304
2012-06-04,18.792,20.875,2.084,6.421,21.92,3.5
2012-06-05,11.916,12.666,0.75,4.5,17.23,2.708
2012-06-06,9.666,10.729,1.062,5.0,13.334,2.25
2012-06-07,19.416,20.75,1.334,7.416,29.084,3.542
2012-06-08,20.6,22.248,1.648,6.27,34.25,3.625
2012-06-09,14.16,15.335,1.174,4.334,13.25,3.333
2012-06-10,5.767,6.126,0.36,4.354,19.625,2.652
2012-06-11,11.062,11.951,0.89,4.5,19.342,2.75
2012-06-12,6.104,6.48,0.375,3.375,11.166,2.083
2012-06-13,20.542,22.125,1.583,4.438,13.416,3.333
2012-06-14,12.854,13.854,1.0,4.75,17.167,2.542
2012-06-15,8.916,9.729,0.812,3.938,18.375,2.208
2012-06-16,11.086,16.277,5.191,2.958,9.666,2.708
2012-06-17,8.907,10.622,1.714,4.084,12.334,2.609
2012-06-18,19.771,22.166,2.396,5.708,20.584,4.083
2012-06-19,10.126,12.638,2.512,3.025,16.063,2.304
2012-06-20,19.13,23.002,3.871,5.095,10.578,2.875
2012-06-21,15.375,16.604,1.23,2.812,10.521,3.0
2012-06-22,9.946,11.366,1.42,3.174,8.237,2.292
2012-06-23,16.865,18.042,1.178,5.292,12.479,3.042
2012-06-24,13.228,14.264,1.036,5.416,24.417,3.783
2012-06-25,10.061,10.729,0.669,3.938,18.646,2.708
2012-06-26,5.479,6.208,0.729,3.271,15.666,2.0
2012-06-27,7.312,7.834,0.521,4.208,18.125,1.958
2012-06-28,6.396,7.334,0.938,3.604,13.458,1.875
2012-06-29,16.958,19.584,2.625,5.084,15.453,2.542
2012-06-30,16.764,18.777,2.013,4.562,23.354,2.958
2012-07-01,10.957,12.848,1.892,3.584,14.208,2.864
2012-07-02,18.916,20.771,1.854,5.625,18.0,3.458
2012-07-03,27.73,32.0,4.27,4.708,17.771,4.583
2012-07-04,23.854,29.625,5.771,5.916,21.77,4.167
2012-07-05,24.833,29.875,5.042,5.896,21.542,4.042
2012-07-06,25.459,37.924,12.464,6.738,34.146,3.958
2012-07-07,13.648,15.271,1.624,4.979,12.666,2.783
2012-07-08,5.467,5.89,0.422,5.354,13.938,2.652
2012-07-09,12.976,14.098,1.122,4.97,16.917,3.208
2012-07-10,17.312,19.958,2.646,6.438,19.292,3.833
2012-07-11,14.792,18.48,3.688,4.312,16.495,2.667
2012-07-12,17.125,23.792,6.666,3.583,18.916,2.917
2012-07-13,24.625,30.354,5.73,5.312,34.438,4.042
2012-07-14,21.097,25.646,4.549,6.792,30.812,3.458
2012-07-15,10.534,14.812,4.277,5.375,17.979,2.565
2012-07-16,8.854,13.271,4.416,5.312,12.729,2.083
2012-07-17,11.771,17.896,6.125,4.66,14.06,2.174
2012-07-18,14.938,23.062,8.125,6.375,15.688,2.625
2012-07-19,13.188,20.52,7.334,5.167,17.812,2.125
2012-07-20,21.542,29.521,7.979,4.417,23.125,3.083
2012-07-21,11.706,13.568,1.862,3.125,15.438,2.833
2012-07-22,5.276,5.933,0.657,3.375,13.958,2.391
2012-07-23,12.367,14.204,1.838,4.048,21.226,3.381
2012-07-24,21.48,24.854,3.375,5.146,29.474,4.208
2012-07-25,21.292,24.333,3.042,7.292,35.73,4.708
2012-07-26,19.916,21.77,1.854,8.708,44.875,4.0
2012-07-27,20.646,22.916,2.271,9.208,37.354,3.917
2012-07-28,17.479,19.618,2.138,10.875,46.77,3.458
2012-07-29,12.426,13.63,1.204,9.188,66.792,3.261
2012-07-30,13.8,17.572,3.772,7.388,31.136,2.417
2012-07-31,6.416,7.792,1.375,5.542,15.241,1.125
2012-08-01,4.688,6.729,2.042,3.562,14.354,1.0
2012-08-02,7.98,9.666,1.688,3.708,13.542,1.292
2012-08-03,6.708,8.479,1.771,4.146,13.292,1.5
2012-08-04,4.448,5.344,0.896,3.729,13.562,1.292
2012-08-05,3.305,4.174,0.869,3.646,10.646,1.0
2012-08-06,13.354,15.458,2.104,3.416,12.521,1.917
2012-08-07,10.731,14.258,3.527,3.51,15.652,2.167
2012-08-08,7.084,7.875,0.792,2.979,13.688,2.167
2012-08-09,15.896,17.0,1.104,4.52,17.396,2.875
2012-08-10,16.0,17.375,1.375,4.357,28.385,3.167
2012-08-11,13.128,15.145,2.017,3.125,27.321,3.083
2012-08-12,8.774,10.127,1.352,3.021,22.434,2.565
2012-08-13,10.115,12.564,2.449,3.223,41.812,2.167
2012-08-14,13.458,17.002,3.546,2.396,28.385,2.625
2012-08-15,10.062,15.604,5.542,2.146,20.062,2.75
2012-08-16,9.396,14.895,5.5,3.167,13.292,2.5
2012-08-17,15.658,20.258,4.6,4.562,19.582,3.333
2012-08-18,11.742,12.582,0.839,3.208,25.062,2.375
2012-08-19,8.324,9.572,1.248,3.438,14.605,2.0
2012-08-20,8.544,10.504,1.96,3.224,14.812,1.75
2012-08-21,10.896,13.5,2.604,2.75,16.792,2.042
2012-08-22,10.438,15.562,5.125,2.604,15.125,1.958
2012-08-23,9.062,12.312,3.25,2.312,12.416,1.625
2012-08-24,13.188,16.542,3.354,2.153,13.208,2.25
2012-08-25,7.146,8.872,1.726,3.084,13.25,1.875
2012-08-26,3.624,4.218,0.594,2.979,15.334,1.304
2012-08-27,6.602,8.552,1.95,2.418,12.758,1.75
2012-08-28,10.333,13.334,3.0,2.75,11.084,2.292
2012-08-29,12.462,17.288,4.826,2.312,6.562,2.5
2012-08-30,15.396,22.224,6.828,2.166,23.894,2.875
2012-08-31,14.75,21.062,6.312,3.792,14.084,2.708
2012-09-01,11.872,14.161,2.289,2.708,15.354,2.583
2012-09-02,4.701,5.336,0.635,3.0,10.688,1.913
2012-09-03,10.5,11.581,1.08,2.696,11.556,1.75
2012-09-04,23.166,28.104,4.938,3.854,22.812,3.375
2012-09-05,17.208,23.5,6.292,4.375,18.729,2.625
2012-09-06,24.083,30.812,6.73,4.625,26.104,3.542
2012-09-07,16.834,19.375,2.542,4.708,24.125,3.0
2012-09-08,12.4,14.34,1.94,3.625,20.521,2.417
2012-09-09,7.817,9.331,1.514,3.479,13.042,2.087
2012-09-10,15.306,20.586,5.28,2.838,13.68,2.958
2012-09-11,12.167,18.896,6.729,2.604,10.334,2.833
2012-09-12,15.646,16.979,1.333,4.375,17.771,2.917
2012-09-13,19.708,22.916,3.208,5.417,27.27,3.458
2012-09-14,20.104,24.834,4.73,3.229,29.59,3.292
2012-09-15,9.87,11.352,1.481,2.75,15.274,2.125
2012-09-16,3.834,4.408,0.574,2.396,12.938,1.304
2012-09-17,4.062,4.812,0.75,2.854,10.584,1.292
2012-09-18,12.71,16.841,4.13,1.783,8.373,2.583
2012-09-19,17.125,22.655,5.53,4.312,23.084,3.708
2012-09-20,20.582,22.424,1.843,5.958,30.208,3.75
2012-09-21,17.021,18.834,1.812,5.146,31.084,3.458
2012-09-22,12.407,13.092,0.685,5.896,26.958,3.125
2012-09-23,6.89,7.144,0.252,3.875,22.02,2.87
2012-09-24,15.077,18.738,3.661,4.312,14.375,3.095
2012-09-25,15.492,20.994,5.502,4.354,14.738,2.917
2012-09-26,12.812,16.208,3.396,4.458,15.104,2.708
2012-09-27,11.286,12.714,1.428,4.414,13.466,2.478
2012-09-28,27.032,31.794,4.763,7.14,18.779,3.833
2012-09-29,26.34,29.114,2.774,9.271,34.208,5.208
2012-09-30,11.81,13.332,1.522,5.146,23.875,3.304
2012-10-01,15.028,19.894,4.866,5.116,11.583,2.875
2012-10-02,9.104,10.229,1.125,4.688,10.104,2.125
2012-10-03,11.75,14.938,3.188,4.688,8.562,2.708
2012-10-04,17.146,19.958,2.812,4.666,10.354,3.042
2012-10-05,10.738,12.074,1.336,5.041,10.14,2.25
2012-10-06,14.664,16.227,1.562,4.958,17.916,3.0
2012-10-07,5.737,6.114,0.377,4.688,15.062,2.13
2012-10-08,8.979,10.062,1.084,4.854,10.25,2.458
2012-10-09,11.375,12.479,1.104,4.979,10.663,2.292
2012-10-10,16.854,18.708,1.854,5.396,19.0,3.042
2012-10-11,13.396,15.0,1.604,5.312,21.188,3.0
2012-10-12,9.354,10.208,0.854,5.167,12.979,2.417
2012-10-13,13.672,17.36,3.688,5.042,15.0,3.208
2012-10-14,14.288,15.256,0.968,5.562,27.666,4.0
2012-10-15,16.266,20.186,3.92,5.304,32.438,3.958
2012-10-16,13.188,14.562,1.375,5.333,28.521,2.708
2012-10-17,12.562,13.542,0.979,4.285,16.98,2.625
2012-10-18,13.479,14.688,1.208,4.25,14.834,2.792
2012-10-19,12.839,15.082,2.244,4.43,11.843,2.625
2012-10-20,22.017,27.392,5.375,5.292,19.02,4.208
2012-10-21,17.93,20.068,2.138,7.604,30.75,4.609
2012-10-22,24.25,26.521,2.271,6.771,30.0,4.444
2012-10-23,25.646,31.73,6.084,4.25,16.042,4.214
2012-10-24,19.562,24.292,4.729,4.562,15.188,4.167
2012-10-25,31.857,45.728,13.87,5.375,17.979,6.042
2012-10-26,24.048,34.5,10.452,5.542,23.688,5.208
2012-10-27,14.362,15.894,1.532,5.104,26.375,4.042
2012-10-28,9.122,9.84,0.718,3.708,11.75,3.609
2012-10-29,16.042,18.896,2.854,4.082,13.598,3.5
2012-10-30,24.583,42.25,17.667,5.5,16.958,4.292
2012-10-31,19.288,21.742,2.455,4.579,14.772,3.5
2012-11-01,21.292,28.75,7.458,6.146,17.284,4.208
2012-11-02,13.391,16.674,3.282,3.956,14.279,2.875
2012-11-03,8.587,9.428,0.84,3.562,17.104,2.708
2012-11-04,15.042,16.824,1.78,4.0,18.771,3.652
2012-11-05,16.708,19.292,2.583,4.375,19.583,3.542
2012-11-06,26.104,37.0,10.896,5.021,26.167,4.833
2012-11-07,26.5,31.271,4.771,5.271,30.084,5.458
2012-11-08,31.666,36.771,5.104,5.271,34.166,5.375
2012-11-09,25.416,45.708,20.292,4.636,36.334,5.208
2012-11-10,20.604,28.066,7.462,3.938,20.438,3.875
2012-11-11,10.35,11.198,0.848,2.708,7.396,2.783
2012-11-12,25.834,38.792,12.958,4.87,26.193,4.583
2012-11-13,31.938,62.188,30.25,4.854,30.934,6.0
2012-11-14,18.834,28.312,9.48,4.584,18.146,3.708
2012-11-15,17.646,22.166,4.521,3.021,8.188,3.75
2012-11-16,32.37,58.478,26.108,4.044,18.214,6.333
2012-11-17,24.452,31.818,7.367,2.708,11.708,4.583
2012-11-18,10.532,11.522,0.99,3.166,13.208,3.739
2012-11-19,27.583,39.0,11.416,4.812,18.875,5.167
2012-11-20,22.02,27.333,5.312,4.229,25.875,4.25
2012-11-21,18.812,22.23,3.416,3.396,15.02,3.375
2012-11-22,34.604,53.438,18.833,4.521,22.334,5.708
2012-11-23,22.312,27.25,4.938,3.5,19.667,4.292
2012-11-24,13.422,16.282,2.86,3.229,10.292,3.625
2012-11-25,17.18,20.855,3.676,3.646,11.688,4.13
2012-11-26,24.021,36.792,12.77,3.354,13.292,4.625
2012-11-27,17.614,22.098,4.485,3.334,12.5,3.917
2012-11-28,30.48,62.646,32.166,4.208,17.77,6.458
2012-11-29,40.792,97.27,56.48,5.584,35.458,9.5
2012-11-30,17.761,32.956,15.196,4.152,21.084,4.542
2012-12-01,16.411,23.263,6.852,3.438,7.708,3.542
2012-12-02,10.714,11.54,0.826,2.958,7.562,2.913
2012-12-03,23.834,33.917,10.084,3.544,14.424,4.667
2012-12-04,22.188,32.875,10.688,5.792,16.125,4.25
2012-12-05,29.333,46.0,16.667,5.708,15.438,5.583
2012-12-06,16.625,22.688,6.062,5.0,14.0,3.958
2012-12-07,30.75,41.875,11.125,4.98,15.438,5.042
2012-12-08,20.276,26.572,6.296,9.354,16.875,4.458
2012-12-09,11.048,12.587,1.539,6.834,11.292,3.913
2012-12-10,16.854,20.792,3.938,4.666,7.854,3.417
2012-12-11,25.104,39.542,14.438,4.166,8.312,4.542
2012-12-12,23.118,41.521,18.404,3.958,8.958,4.545
2012-12-13,33.438,68.354,34.916,4.625,15.021,6.826
2012-12-14,32.065,47.63,15.566,4.696,21.608,5.292
2012-12-15,31.233,53.105,21.872,4.042,23.708,6.5
2012-12-16,19.418,23.923,4.504,3.833,14.0,4.913
2012-12-17,31.521,49.188,17.666,4.587,21.574,6.208
2012-12-18,22.875,56.562,33.688,5.021,20.396,6.0
2012-12-19,11.688,13.208,1.52,3.104,4.167,2.708
2012-12-20,35.042,61.708,26.666,4.584,14.354,5.75
2012-12-21,30.521,45.771,15.25,3.812,15.473,4.458
2012-12-22,21.921,33.292,11.37,3.188,13.354,4.5
2012-12-23,15.627,19.403,3.776,4.896,19.354,4.565
2012-12-24,14.416,16.312,1.896,3.792,10.834,3.792
2012-12-25,30.915,45.938,15.022,4.898,16.628,5.136
2012-12-26,16.666,20.562,3.896,3.75,11.938,3.167
2012-12-27,32.722,53.438,20.716,4.0,10.375,5.208
2012-12-28,27.761,40.522,12.761,3.196,12.764,4.5
2012-12-29,24.848,37.182,12.334,3.771,13.02,5.042
2012-12-30,17.279,20.916,3.636,2.958,9.166,4.652
2012-12-31,8.52,10.042,1.521,3.792,8.229,3.375
2013-01-01,18.104,20.208,2.104,6.834,35.083,5.375
2013-01-02,11.271,12.104,0.834,5.916,19.271,4.125
2013-01-03,21.812,27.02,5.208,6.126,14.354,4.75
2013-01-04,18.786,31.948,13.162,4.682,17.938,5.625
2013-01-05,12.168,14.339,2.17,3.584,7.979,3.13
2013-01-06,22.718,36.544,13.826,4.174,10.044,4.833
2013-01-07,32.02,59.792,27.771,5.084,16.375,6.083
2013-01-08,30.708,41.958,11.25,3.875,14.084,4.667
2013-01-09,13.146,15.75,2.604,4.27,5.438,3.583
2013-01-10,20.438,26.562,6.125,4.087,5.688,3.458
2013-01-11,24.742,38.834,14.092,5.125,14.521,5.542
2013-01-12,22.36,34.536,12.174,6.084,25.104,6.826
2013-01-13,8.688,8.938,0.25,4.6,15.5,3.542
2013-01-14,24.48,34.416,9.938,4.066,9.122,4.333
2013-01-15,26.625,39.75,13.125,5.188,9.75,4.208
2013-01-16,31.417,54.271,22.854,5.042,10.354,5.25
2013-01-17,25.98,46.584,20.604,4.966,12.084,5.083
2013-01-18,24.961,35.866,10.905,6.708,26.292,5.625
2013-01-19,7.515,8.212,0.698,4.176,6.708,2.913
2013-01-20,39.407,58.274,18.868,6.118,21.362,5.792
2013-01-21,31.458,49.229,17.77,6.5,26.441,6.667
2013-01-22,20.646,26.75,6.104,5.328,14.062,4.75
2013-01-23,31.292,59.458,28.167,5.729,19.062,5.792
2013-01-24,37.458,67.938,30.479,6.978,22.432,6.667
2013-01-25,48.221,94.864,46.644,8.558,39.167,9.833
2013-01-26,15.622,19.641,4.019,6.042,19.896,4.391
2013-01-27,20.042,29.562,9.521,5.672,12.86,3.792
2013-01-28,35.688,63.542,27.854,8.518,22.021,5.708
2013-01-29,36.862,61.367,24.504,7.615,26.874,6.435
2013-01-30,38.334,78.916,40.584,4.834,29.5,7.458
2013-01-31,28.438,41.958,13.521,7.508,27.182,5.208
2013-02-01,29.922,41.905,11.983,6.708,21.354,5.75
2013-02-02,22.552,31.461,8.91,5.52,33.25,6.391
2013-02-03,30.87,54.544,23.674,6.283,37.182,7.625
2013-02-04,10.229,12.542,2.312,4.869,5.188,3.208
2013-02-05,11.667,13.75,2.084,4.125,5.188,3.125
2013-02-06,11.458,12.75,1.292,3.917,5.666,3.125
2013-02-07,11.292,12.896,1.604,3.668,5.542,2.958
2013-02-08,12.606,14.292,1.686,2.583,4.312,3.375
2013-02-09,7.421,7.998,0.576,3.084,3.729,2.783
2013-02-10,15.5,20.625,5.125,3.504,8.746,3.458
2013-02-11,6.042,6.416,0.375,2.979,5.667,2.292
2013-02-12,24.833,49.98,25.146,4.146,10.083,4.458
2013-02-13,14.062,16.146,2.084,3.595,4.666,2.75
2013-02-14,20.834,24.646,3.812,3.144,9.0,3.208
2013-02-15,20.352,29.68,9.328,3.271,5.5,3.375
2013-02-16,8.768,9.044,0.275,5.612,22.768,3.261
2013-02-17,27.948,53.022,25.074,6.217,31.286,6.167
2013-02-18,5.771,6.167,0.396,3.792,12.292,2.542
2013-02-19,6.189,6.689,0.5,3.358,9.114,2.435
2013-02-20,16.25,22.48,6.23,4.27,12.416,3.417
2013-02-21,22.938,40.938,18.0,4.578,16.671,4.708
2013-02-22,21.7,31.43,9.729,4.274,12.333,4.208
2013-02-23,17.754,21.668,3.914,4.65,13.229,4.391
2013-02-24,31.708,43.521,11.812,5.022,16.7,4.958
2013-02-25,45.021,63.75,18.729,7.913,49.708,7.375
2013-02-26,30.494,36.161,5.666,6.35,60.466,6.583
2013-02-27,19.854,22.354,2.5,3.771,26.625,4.208
2013-02-28,15.479,21.0,5.521,4.919,29.833,3.875
2013-03-01,18.122,19.568,1.448,3.938,35.938,4.958
2013-03-02,7.595,7.873,0.278,3.153,10.271,3.478
2013-03-03,8.396,8.979,0.584,3.25,7.0,2.875
2013-03-04,20.848,24.13,3.283,4.406,12.626,3.667
2013-03-05,15.354,17.854,2.5,3.592,13.438,3.792
2013-03-06,9.084,10.292,1.208,4.188,9.688,3.125
2013-03-07,17.688,24.75,7.062,5.123,11.396,3.583
2013-03-08,13.688,17.332,3.644,4.75,10.646,3.333
2013-03-09,12.37,14.81,2.441,6.125,18.25,4.174
2013-03-10,9.542,11.646,2.104,4.254,7.16,2.875
2013-03-11,28.104,37.562,9.458,6.271,12.896,4.417
2013-03-12,38.833,59.104,20.27,9.354,23.521,6.125
2013-03-13,24.916,32.73,7.812,4.062,18.708,4.417
2013-03-14,9.562,10.77,1.208,4.422,7.174,2.875
2013-03-15,18.85,20.938,2.088,5.653,18.042,3.958
2013-03-16,23.418,27.144,3.726,7.438,39.834,5.565
2013-03-17,33.914,39.004,5.09,9.804,56.223,6.458
2013-03-18,36.104,46.75,10.646,7.104,44.52,6.0
2013-03-19,10.438,10.792,0.354,6.358,20.042,3.375
2013-03-20,19.82,22.519,2.698,4.126,13.146,4.0
2013-03-21,6.542,7.5,0.958,4.084,6.042,2.5
2013-03-22,14.548,16.615,2.067,5.308,9.084,3.333
2013-03-23,25.451,29.322,3.87,7.77,23.25,5.043
2013-03-24,43.98,56.521,12.542,10.972,45.829,7.125
2013-03-25,45.576,60.652,15.076,11.606,36.394,5.739
2013-03-26,37.238,51.659,14.42,5.346,31.594,5.875
2013-03-27,19.125,34.271,15.146,5.521,28.708,4.417
2013-03-28,31.416,36.584,5.167,8.782,33.79,4.958
2013-03-29,25.652,30.454,4.802,6.625,22.479,4.667
2013-03-30,9.69,10.986,1.296,4.604,13.458,3.348
2013-03-31,7.034,7.466,0.432,5.666,15.676,2.625
2013-04-01,15.938,19.292,3.354,5.284,18.022,4.0
2013-04-02,16.354,22.0,5.646,4.396,21.396,4.208
2013-04-03,10.23,12.438,2.208,3.916,17.292,3.375
2013-04-04,18.104,22.417,4.312,6.208,25.271,4.5
2013-04-05,16.458,19.375,2.916,6.625,23.333,4.167
2013-04-06,9.1,11.441,2.34,3.708,12.292,2.583
2013-04-07,7.491,8.867,1.376,4.333,7.062,3.174
2013-04-08,18.761,23.239,4.478,4.924,13.279,3.917
2013-04-09,21.979,29.52,7.542,7.0,25.666,4.5
2013-04-10,14.02,15.938,1.917,6.271,19.604,3.25
2013-04-11,17.271,20.75,3.479,6.73,22.896,4.208
2013-04-12,16.5,21.042,4.542,6.166,22.77,4.208
2013-04-13,16.315,18.157,1.842,6.416,19.479,3.792
2013-04-14,12.355,13.022,0.666,9.229,29.708,3.87
2013-04-15,12.854,13.896,1.042,6.554,30.337,3.375
2013-04-16,19.562,21.211,1.649,8.984,33.739,4.174
2013-04-17,28.0,33.604,5.604,7.704,39.709,4.542
2013-04-18,22.315,26.486,4.171,7.438,28.229,4.0
2013-04-19,4.688,4.834,0.146,4.458,16.104,2.708
2013-04-20,8.631,9.077,0.446,4.271,14.438,3.0
2013-04-21,4.014,4.184,0.169,2.958,4.312,2.391
2013-04-22,12.566,13.718,1.152,3.761,12.646,2.833
2013-04-23,17.792,19.162,1.371,5.101,16.042,3.375
2013-04-24,17.886,19.555,1.669,3.208,13.024,3.391
2013-04-25,26.458,29.708,3.25,7.25,24.732,4.208
2013-04-26,23.684,27.058,3.375,6.538,31.812,4.13
2013-04-27,14.606,16.163,1.556,5.292,21.98,3.417
2013-04-28,10.006,10.478,0.472,5.438,17.979,3.13
2013-04-29,14.667,16.104,1.438,6.542,24.125,4.25
2013-04-30,26.916,28.875,1.958,5.625,27.375,4.542
2013-05-01,8.354,9.083,0.73,3.979,15.645,2.833
2013-05-02,6.562,7.167,0.604,3.354,6.874,2.708
2013-05-03,9.104,9.646,0.542,4.062,9.604,3.167
2013-05-04,9.122,9.883,0.761,4.729,13.312,3.375
2013-05-05,11.932,12.746,0.814,5.834,26.062,3.957
2013-05-06,14.25,15.396,1.146,6.896,29.792,4.208
2013-05-07,3.826,4.174,0.348,3.892,13.174,2.083
2013-05-08,19.48,21.938,2.458,5.678,11.062,3.042
2013-05-09,35.292,40.834,5.542,8.479,17.458,4.458
2013-05-10,34.438,42.292,7.854,7.604,25.23,5.125
2013-05-11,20.824,24.81,3.986,4.0,21.354,4.625
2013-05-12,15.128,16.096,0.968,6.584,24.75,3.913
2013-05-13,21.271,23.25,1.979,6.956,23.37,4.167
2013-05-14,28.458,33.542,5.084,8.625,29.604,4.625
2013-05-15,15.5,17.292,1.792,6.875,22.98,3.083
2013-05-16,5.396,5.708,0.312,5.333,31.75,2.75
2013-05-17,11.812,12.479,0.666,6.062,16.75,2.667
2013-05-18,16.04,17.297,1.258,7.083,22.292,3.583
2013-05-19,6.316,6.64,0.324,4.5,12.625,2.304
2013-05-20,18.946,21.102,2.155,4.97,10.37,3.375
2013-05-21,19.52,21.229,1.708,7.062,33.708,4.292
2013-05-22,25.166,28.625,3.458,9.77,49.25,5.042
2013-05-23,9.084,9.458,0.375,6.584,21.646,2.458
2013-05-24,16.75,18.125,1.375,6.27,15.216,2.875
2013-05-25,12.752,13.472,0.72,6.833,26.354,3.083
2013-05-26,7.458,7.909,0.452,6.334,21.834,2.609
2013-05-27,6.981,7.55,0.568,4.891,16.712,2.087
2013-05-28,5.396,5.917,0.52,4.084,11.27,2.0
2013-05-29,12.084,13.666,1.583,4.146,9.375,2.333
2013-05-30,18.834,24.208,5.375,5.73,29.438,4.125
2013-05-31,12.021,12.896,0.875,5.587,22.958,3.417
2013-06-01,9.694,10.138,0.444,5.875,17.333,2.75
2013-06-02,10.78,11.168,0.388,6.792,23.812,3.261
2013-06-03,14.521,15.294,0.772,6.608,26.842,3.333
2013-06-04,18.479,20.23,1.75,7.562,21.896,3.292
2013-06-05,14.084,15.146,1.062,6.979,24.438,3.083
2013-06-06,7.854,8.688,0.833,5.5,20.0,2.167
2013-06-07,9.354,10.0,0.646,6.021,22.0,2.292
2013-06-08,11.916,12.723,0.807,7.25,25.021,2.792
2013-06-09,9.682,10.259,0.577,7.271,22.416,3.0
2013-06-10,6.625,7.02,0.396,5.291,14.502,2.208
2013-06-11,5.271,5.875,0.604,3.834,8.146,2.0
2013-06-12,5.146,5.771,0.625,3.688,7.188,2.0
2013-06-13,15.25,17.375,2.125,5.916,14.77,2.875
2013-06-14,13.146,14.146,1.0,5.782,20.824,2.583
2013-06-15,16.567,19.077,2.51,5.062,22.479,3.583
2013-06-16,7.767,8.617,0.85,4.625,13.666,2.478
2013-06-17,16.587,19.065,2.478,5.717,22.987,3.083
2013-06-18,17.5,20.292,2.792,6.698,28.146,2.792
2013-06-19,16.0,19.562,3.562,5.0,25.166,2.417
2013-06-20,27.792,29.584,1.792,4.125,11.854,3.333
2013-06-21,31.562,33.794,2.231,4.999,19.7,3.957
2013-06-22,20.022,22.848,2.826,7.062,18.438,3.75
2013-06-23,18.843,20.148,1.305,9.771,32.416,5.174
