date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,CO_mean
2013-06-24,15.895,16.729,0.834,7.381,28.687,4.167
2013-06-25,17.322,18.862,1.54,8.116,23.256,3.5
2013-06-26,11.416,12.125,0.708,6.375,9.75,2.5
2013-06-27,19.979,21.75,1.771,7.625,17.042,3.5
2013-06-28,7.73,8.375,0.646,6.806,21.548,2.083
2013-06-29,10.41,11.218,0.808,8.02,16.416,2.292
2013-06-30,6.304,6.711,0.408,7.458,15.25,2.13
2013-07-01,9.174,10.196,1.022,6.544,16.904,2.042
2013-07-02,11.98,13.458,1.479,6.188,15.938,2.333
2013-07-03,18.146,21.354,3.208,5.542,15.812,2.625
2013-07-04,26.958,36.625,9.667,5.166,23.125,4.167
2013-07-05,12.271,20.146,7.875,4.438,27.542,2.25
2013-07-06,7.84,11.229,3.39,5.292,24.812,1.708
2013-07-07,9.898,12.552,2.655,6.771,24.0,2.348
2013-07-08,15.792,22.0,6.208,6.831,31.848,2.417
2013-07-09,16.354,21.312,4.958,9.77,42.292,2.792
2013-07-10,16.938,21.48,4.542,11.812,49.0,2.667
2013-07-11,17.896,22.73,4.834,8.708,44.084,2.875
2013-07-12,17.084,23.729,6.646,8.625,35.0,2.667
2013-07-13,11.41,16.201,4.79,6.5,24.979,2.5
2013-07-14,13.612,15.596,1.984,6.188,24.062,2.957
2013-07-15,14.542,17.854,3.312,5.958,16.521,3.083
2013-07-16,15.935,19.565,3.63,5.566,20.726,2.792
2013-07-17,16.062,18.729,2.666,6.625,27.916,3.167
2013-07-18,15.688,20.375,4.688,7.48,33.354,3.167
2013-07-19,6.666,7.312,0.646,6.104,12.5,2.0
2013-07-20,13.69,14.582,0.892,7.896,15.396,2.75
2013-07-21,10.731,11.33,0.598,8.375,26.542,3.565
2013-07-22,18.216,20.241,2.025,7.696,29.435,3.625
2013-07-23,19.762,23.418,3.658,7.114,32.044,3.217
2013-07-24,17.854,19.875,2.021,7.083,36.208,2.875
2013-07-25,19.208,21.48,2.271,8.416,42.834,3.375
2013-07-26,18.25,20.042,1.792,7.729,56.958,3.75
2013-07-27,15.93,17.102,1.172,10.292,47.604,4.292
2013-07-28,11.578,12.095,0.517,7.625,45.416,4.13
2013-07-29,26.345,32.198,5.852,7.587,45.826,4.625
2013-07-30,18.667,22.584,3.916,7.166,49.834,3.833
2013-07-31,21.084,24.458,3.375,6.188,64.062,4.833
2013-08-01,20.812,24.375,3.562,6.896,45.875,4.292
2013-08-02,8.354,9.875,1.521,5.875,31.708,2.792
2013-08-03,7.672,9.919,2.248,7.562,15.938,2.208
2013-08-04,9.076,11.952,2.876,8.5,27.875,3.13
2013-08-05,13.229,17.021,3.792,6.37,28.978,3.0
2013-08-06,17.771,21.062,3.292,4.771,30.416,3.542
2013-08-07,17.104,19.729,2.625,5.25,44.229,3.625
2013-08-08,18.271,21.396,3.125,5.458,47.042,3.708
2013-08-09,21.52,26.104,4.584,7.375,56.598,4.708
2013-08-10,17.604,22.266,4.662,10.334,64.042,5.042
2013-08-11,12.082,14.573,2.49,9.125,66.274,4.13
2013-08-12,9.174,11.174,2.0,7.018,32.471,3.0
2013-08-13,9.584,10.312,0.729,7.5,35.75,3.083
2013-08-14,11.521,12.166,0.646,7.792,36.083,3.333
2013-08-15,9.833,10.438,0.604,7.292,57.458,3.75
2013-08-16,10.396,11.062,0.667,6.875,49.542,3.667
2013-08-17,8.796,9.518,0.723,7.417,37.646,3.125
2013-08-18,8.956,10.173,1.218,7.271,23.958,2.565
2013-08-19,14.854,19.125,4.27,6.62,23.196,2.708
2013-08-20,13.562,20.166,6.604,6.417,13.583,2.208
2013-08-21,14.062,19.521,5.458,6.042,15.355,2.25
2013-08-22,16.055,21.055,5.0,5.944,17.296,2.583
2013-08-23,16.083,20.854,4.771,5.854,21.292,2.583
2013-08-24,15.945,20.248,4.304,4.896,14.105,3.042
2013-08-25,10.663,12.726,2.062,4.125,15.666,2.696
2013-08-26,13.134,16.285,3.151,4.714,16.554,3.609
2013-08-27,14.084,19.0,4.916,4.917,13.854,2.917
2013-08-28,24.708,29.375,4.667,6.875,25.688,4.542
2013-08-29,25.292,29.104,3.812,6.896,36.083,4.708
2013-08-30,18.146,23.812,5.667,5.312,32.292,2.792
2013-08-31,9.524,12.958,3.433,3.854,25.375,2.333
2013-09-01,7.546,8.074,0.529,3.334,18.75,3.217
2013-09-02,18.25,33.5,15.25,3.063,17.136,4.348
2013-09-03,11.208,19.438,8.229,2.812,11.062,2.75
2013-09-04,11.438,12.562,1.125,2.792,11.917,2.25
2013-09-05,13.438,15.25,1.812,3.708,11.0,2.458
2013-09-06,10.521,12.146,1.625,3.77,9.666,2.417
2013-09-07,12.063,13.574,1.51,3.562,15.458,2.917
2013-09-08,10.404,11.448,1.044,3.542,11.334,3.043
2013-09-09,11.478,12.718,1.239,4.304,12.367,2.348
2013-09-10,10.667,11.875,1.208,3.958,16.666,2.458
2013-09-11,15.188,16.188,1.0,5.167,25.166,3.083
2013-09-12,21.771,24.416,2.646,6.25,40.625,4.375
2013-09-13,21.021,23.208,2.188,6.625,52.479,3.792
2013-09-14,6.376,6.712,0.336,4.854,32.584,2.25
2013-09-15,4.525,6.574,2.049,3.416,11.062,1.217
2013-09-16,5.958,9.042,3.084,4.938,11.333,1.833
2013-09-17,14.188,17.854,3.666,5.324,14.102,2.75
2013-09-18,11.625,12.98,1.354,4.542,15.042,2.208
2013-09-19,13.0,13.916,0.916,5.166,21.125,2.917
2013-09-20,21.438,22.27,0.834,7.625,21.898,3.417
2013-09-21,18.074,19.458,1.384,7.521,21.583,3.208
2013-09-22,9.61,10.036,0.426,6.708,25.584,3.087
2013-09-23,7.708,8.0,0.292,6.312,27.562,2.792
2013-09-24,12.304,13.174,0.869,5.674,21.413,2.75
2013-09-25,12.768,14.194,1.426,5.34,20.888,2.5
2013-09-26,4.542,5.25,0.708,5.666,9.188,2.0
2013-09-27,12.792,15.312,2.521,6.333,9.729,2.417
2013-09-28,7.478,7.9,0.421,5.875,13.688,2.0
2013-09-29,5.297,5.512,0.214,5.188,13.562,2.13
2013-09-30,9.733,10.502,0.769,5.352,16.511,2.522
2013-10-01,13.334,14.646,1.312,5.333,20.188,2.625
2013-10-02,11.896,14.646,2.75,5.208,18.729,3.125
2013-10-03,6.771,7.604,0.833,5.062,15.25,2.167
2013-10-04,15.146,16.583,1.438,5.536,20.016,2.917
2013-10-05,11.518,13.03,1.513,4.792,19.417,2.75
2013-10-06,3.44,3.656,0.216,4.104,12.0,1.913
2013-10-07,4.848,5.544,0.696,4.108,11.771,1.292
2013-10-08,7.5,8.188,0.688,4.188,14.375,1.458
2013-10-09,14.042,16.292,2.25,4.48,12.438,2.042
2013-10-10,15.062,16.438,1.375,6.229,19.625,2.5
2013-10-11,14.458,18.75,4.292,6.374,16.562,2.375
2013-10-12,9.832,11.304,1.471,7.916,30.583,2.792
2013-10-13,8.198,9.084,0.886,6.625,12.833,2.348
2013-10-14,8.667,9.188,0.521,6.375,18.584,2.75
2013-10-15,11.708,13.834,2.125,4.536,14.8,2.208
2013-10-16,8.354,9.042,0.688,4.75,10.125,1.75
2013-10-17,10.979,13.25,2.27,5.416,9.562,2.083
2013-10-18,17.021,20.688,3.667,4.999,13.312,2.708
2013-10-19,14.708,17.678,2.97,4.375,16.208,2.792
2013-10-20,10.726,12.041,1.315,3.354,8.104,2.478
2013-10-21,18.566,27.696,9.13,4.696,12.436,5.2
2013-10-22,15.896,28.062,12.166,4.166,12.084,
2013-10-23,13.47,16.178,2.708,3.632,11.858,
2013-10-24,6.916,7.771,0.854,3.542,8.167,
2013-10-25,17.688,21.208,3.52,3.456,9.176,3.214
2013-10-26,7.606,8.077,0.47,4.396,13.812,2.792
2013-10-27,8.604,8.898,0.296,4.812,17.625,2.783
2013-10-28,22.833,28.438,5.604,5.385,20.415,2.5
2013-10-29,22.792,26.625,3.834,4.834,17.583,1.958
2013-10-30,22.938,39.542,16.604,6.831,26.158,3.909
2013-10-31,23.438,31.604,8.166,6.23,29.583,5.5
2013-11-01,20.604,26.27,5.666,5.0,24.047,4.917
2013-11-02,31.224,37.11,5.886,4.396,30.916,6.25
2013-11-03,22.384,24.666,2.282,3.562,50.667,6.652
2013-11-04,12.416,13.146,0.73,3.875,19.854,5.167
2013-11-05,18.044,22.782,4.739,3.674,26.233,4.708
2013-11-06,25.354,30.23,4.875,3.708,27.416,4.875
2013-11-07,23.75,28.438,4.688,4.229,26.737,4.708
2013-11-08,31.084,49.521,18.438,5.208,36.342,5.583
2013-11-09,16.568,19.876,3.307,3.479,20.528,3.458
2013-11-10,17.372,19.964,2.592,2.812,15.834,4.304
2013-11-11,12.979,15.605,2.625,2.804,6.682,2.75
2013-11-12,16.375,18.729,2.354,2.542,7.416,2.917
2013-11-13,12.771,15.479,2.708,2.583,7.146,2.75
2013-11-14,20.854,33.104,12.25,3.25,16.062,4.042
2013-11-15,25.375,43.792,18.416,2.85,15.352,5.667
2013-11-16,29.642,53.67,24.029,4.354,25.584,7.667
2013-11-17,19.019,24.383,5.365,4.688,29.375,5.391
2013-11-18,16.456,19.456,3.0,4.456,15.226,3.583
2013-11-19,18.046,23.689,5.644,3.731,7.85,3.625
2013-11-20,25.706,42.784,17.078,3.976,15.926,4.739
2013-11-21,26.396,36.666,10.27,4.166,14.208,4.792
2013-11-22,27.458,48.292,20.833,4.37,15.116,4.833
2013-11-23,24.256,32.734,8.479,3.542,12.188,4.75
2013-11-24,25.19,35.658,10.468,4.396,27.5,6.739
2013-11-25,18.458,20.521,2.062,4.158,17.081,4.375
2013-11-26,17.062,20.229,3.166,4.5,10.25,3.5
2013-11-27,24.083,37.938,13.854,4.521,11.938,4.333
2013-11-28,15.166,18.104,2.938,7.23,10.52,3.542
2013-11-29,20.583,31.916,11.334,3.834,9.57,4.042
2013-11-30,29.362,48.856,19.494,4.083,15.875,5.708
2013-12-01,23.04,33.018,9.978,4.708,23.271,5.652
2013-12-02,38.522,69.456,30.935,5.757,33.782,7.833
2013-12-03,35.73,72.479,36.75,5.292,29.083,7.625
2013-12-04,33.375,55.625,22.25,5.604,24.979,6.417
2013-12-05,40.354,74.208,33.854,6.479,29.5,7.458
2013-12-06,35.979,73.062,37.084,7.435,40.62,8.667
2013-12-07,23.041,39.604,16.563,4.604,14.729,5.458
2013-12-08,15.423,17.17,1.748,3.396,9.98,3.522
2013-12-09,23.396,27.834,4.438,3.66,13.11,4.0
2013-12-10,16.188,19.333,3.146,3.854,11.208,3.833
2013-12-11,21.9,32.638,10.737,5.044,13.718,4.348
2013-12-12,20.396,26.271,5.875,5.542,9.646,3.917
2013-12-13,27.834,56.542,28.708,4.892,13.222,5.333
2013-12-14,16.169,20.934,4.765,5.416,9.417,3.917
2013-12-15,12.021,13.848,1.827,5.875,12.896,4.043
2013-12-16,13.76,16.478,2.718,4.009,7.486,2.917
2013-12-17,19.125,28.292,9.166,4.02,9.896,3.375
2013-12-18,20.625,23.0,2.375,3.072,8.375,3.292
2013-12-19,30.083,50.75,20.666,4.125,13.417,5.167
2013-12-20,18.584,24.167,5.584,6.792,9.812,3.917
2013-12-21,16.66,19.729,3.07,3.987,6.77,3.5
2013-12-22,7.614,8.1,0.487,3.769,7.458,2.522
2013-12-23,13.48,14.438,0.958,4.166,6.292,3.042
2013-12-24,22.416,27.0,4.583,4.602,10.404,3.708
2013-12-25,21.021,23.812,2.792,4.66,12.084,3.583
2013-12-26,31.146,40.73,9.584,4.395,17.916,4.5
2013-12-27,19.228,23.394,4.166,5.106,12.932,4.75
2013-12-28,13.763,17.047,3.284,4.292,9.083,3.708
2013-12-29,13.39,15.612,2.223,4.729,9.23,3.913
2013-12-30,24.083,32.438,8.354,5.104,18.75,5.417
2013-12-31,23.104,28.292,5.188,5.896,28.896,5.25
2014-01-01,7.146,8.229,1.084,3.958,5.125,3.125
2014-01-02,8.958,10.5,1.542,3.5,7.52,3.042
2014-01-03,16.716,19.708,2.992,3.354,5.75,3.875
2014-01-04,28.876,39.768,10.892,4.64,16.104,5.478
2014-01-05,32.146,61.375,29.229,5.3,29.511,7.417
2014-01-06,31.104,41.916,10.812,4.458,25.354,5.417
2014-01-07,16.25,19.446,3.197,4.38,7.084,2.957
2014-01-08,17.125,20.771,3.646,4.854,15.75,3.833
2014-01-09,24.917,31.021,6.104,4.5,10.244,3.958
2014-01-10,18.822,22.168,3.347,4.604,12.104,3.875
2014-01-11,18.862,21.979,3.117,5.625,14.479,4.435
2014-01-12,11.083,12.5,1.416,3.917,8.729,2.958
2014-01-13,24.666,35.114,10.447,4.506,9.232,4.167
2014-01-14,36.875,54.98,18.104,4.271,18.75,5.25
2014-01-15,30.479,34.12,3.642,3.263,11.792,3.917
2014-01-16,33.074,40.704,7.63,4.563,27.557,5.333
2014-01-17,21.201,26.03,4.829,4.271,20.938,5.292
2014-01-18,22.169,26.038,3.868,3.48,11.562,4.391
2014-01-19,28.771,47.25,18.479,5.438,22.271,5.583
2014-01-20,25.812,29.854,4.042,4.271,22.312,4.792
2014-01-21,34.812,43.668,8.856,3.316,25.524,5.292
2014-01-22,41.562,56.438,14.875,2.771,18.604,5.667
2014-01-23,23.646,26.333,2.688,3.229,9.104,3.167
2014-01-24,31.312,45.938,14.627,3.708,14.646,4.542
2014-01-25,33.68,50.663,16.984,3.688,24.25,6.783
2014-01-26,37.021,41.938,4.917,2.896,25.507,5.083
2014-01-27,38.021,53.208,15.188,3.514,18.682,5.625
2014-01-28,12.854,13.792,0.938,3.41,7.48,3.208
2014-01-29,24.854,28.729,3.875,3.396,11.042,3.667
2014-01-30,40.396,55.854,15.458,3.04,13.885,5.375
2014-01-31,17.131,19.915,2.784,3.125,9.646,3.708
2014-02-01,14.125,15.304,1.18,2.75,9.75,3.261
2014-02-02,22.716,26.5,3.784,3.095,9.062,3.125
2014-02-03,24.417,27.542,3.125,2.875,8.938,2.917
2014-02-04,27.37,35.9,8.53,3.302,13.734,3.5
2014-02-05,31.688,35.708,4.021,3.688,16.652,4.0
2014-02-06,22.917,25.188,2.27,3.25,6.334,2.833
2014-02-07,37.738,52.416,14.678,5.146,20.958,5.5
2014-02-08,28.789,33.402,4.612,4.333,23.625,4.609
2014-02-09,17.542,22.542,5.0,5.19,9.668,3.208
2014-02-10,27.542,33.125,5.584,5.834,20.271,4.167
2014-02-11,32.875,36.0,3.125,6.542,29.562,4.583
2014-02-12,40.085,57.598,17.513,5.81,35.479,5.917
2014-02-13,23.792,27.438,3.646,4.592,9.834,3.458
2014-02-14,32.114,38.392,6.278,4.886,16.542,4.708
2014-02-15,33.327,40.106,6.78,5.312,30.216,5.696
2014-02-16,32.562,44.875,12.312,5.042,10.691,4.5
2014-02-17,24.208,27.083,2.875,3.928,19.953,4.522
2014-02-18,20.0,23.955,3.955,4.146,12.32,4.417
2014-02-19,12.792,15.0,2.208,3.625,4.938,3.25
2014-02-20,13.417,15.042,1.625,3.729,10.834,3.208
2014-02-21,25.167,31.542,6.375,3.917,14.354,4.625
2014-02-22,16.391,17.696,1.304,3.721,17.166,3.826
2014-02-23,35.5,49.292,13.792,5.905,31.517,5.75
2014-02-24,25.833,29.75,3.917,5.562,50.75,4.958
2014-02-25,22.667,28.417,5.75,4.375,43.375,4.542
2014-02-26,27.5,32.333,4.833,3.516,22.292,4.333
2014-02-27,17.083,20.167,3.083,4.97,17.584,3.833
2014-02-28,9.208,9.833,0.625,4.013,17.271,3.208
2014-03-01,12.435,13.13,0.696,3.166,12.312,3.435
2014-03-02,21.333,24.708,3.375,4.854,20.583,4.375
2014-03-03,21.333,24.667,3.333,3.898,21.214,4.25
2014-03-04,16.591,20.12,3.528,5.054,21.769,4.13
2014-03-05,11.417,13.166,1.75,4.289,12.938,3.167
2014-03-06,16.208,18.396,2.188,5.042,17.708,3.583
2014-03-07,19.204,21.9,2.696,3.666,18.021,3.958
2014-03-08,8.026,8.848,0.822,3.524,11.52,3.0
2014-03-09,19.084,22.583,3.5,3.625,12.354,3.708
2014-03-10,14.627,17.696,3.07,5.348,10.356,3.375
2014-03-11,16.042,19.334,3.292,4.792,11.416,3.292
2014-03-12,18.708,21.958,3.25,6.458,26.688,4.0
2014-03-13,31.792,43.729,11.938,7.438,17.438,4.458
2014-03-14,16.394,17.782,1.388,4.854,25.438,4.125
2014-03-15,12.796,14.048,1.252,3.812,20.938,3.87
2014-03-16,22.688,31.125,8.438,5.008,25.208,4.917
2014-03-17,36.438,63.438,27.0,7.226,29.542,6.792
2014-03-18,27.252,41.082,13.83,5.286,29.847,5.708
2014-03-19,25.854,35.98,10.125,3.604,13.458,4.458
2014-03-20,9.52,10.729,1.208,4.125,16.708,3.083
2014-03-21,24.288,28.454,4.168,6.354,31.104,4.917
2014-03-22,21.201,24.873,3.672,7.375,40.52,5.435
2014-03-23,13.448,15.263,1.814,4.518,19.813,2.958
2014-03-24,9.812,11.188,1.375,3.938,10.416,2.708
2014-03-25,11.566,13.006,1.44,3.875,10.73,2.917
2014-03-26,32.0,40.834,8.833,5.666,18.792,4.667
2014-03-27,36.854,43.938,7.083,7.562,23.0,4.958
2014-03-28,30.87,38.472,7.602,9.408,25.062,4.917
2014-03-29,25.854,28.938,3.084,4.875,22.792,4.348
2014-03-30,35.104,41.542,6.438,7.021,40.833,6.167
2014-03-31,29.375,35.229,5.854,7.454,38.625,5.333
2014-04-01,19.667,22.292,2.625,6.271,17.604,3.25
2014-04-02,10.208,10.688,0.479,5.438,15.396,2.5
2014-04-03,14.666,15.666,1.0,5.77,11.5,2.667
2014-04-04,14.125,15.833,1.708,5.87,13.458,3.0
2014-04-05,11.047,12.116,1.068,5.396,13.812,3.0
2014-04-06,8.192,8.616,0.424,4.886,8.896,2.957
2014-04-07,31.706,41.432,9.726,7.24,15.892,4.708
2014-04-08,37.104,51.479,14.375,10.271,34.396,6.25
2014-04-09,25.562,27.042,1.479,10.084,40.458,5.042
2014-04-10,28.98,35.062,6.084,11.062,42.75,5.458
2014-04-11,11.25,11.938,0.688,7.093,16.854,2.917
2014-04-12,27.228,29.188,1.96,7.896,19.792,4.375
2014-04-13,19.263,19.902,0.64,7.271,20.958,3.609
2014-04-14,14.188,15.208,1.021,6.771,19.646,3.25
2014-04-15,28.146,31.938,3.792,9.04,19.604,4.25
2014-04-16,43.461,52.435,8.974,9.898,34.724,6.125
2014-04-17,38.542,49.208,10.666,12.42,50.334,6.417
2014-04-18,9.938,10.334,0.396,5.334,39.583,3.833
2014-04-19,5.506,5.762,0.256,5.292,18.958,2.583
2014-04-20,6.839,7.307,0.468,3.896,7.771,3.0
2014-04-21,11.542,12.979,1.438,3.348,9.187,2.917
2014-04-22,9.158,9.627,0.468,4.882,19.488,3.217
2014-04-23,16.138,19.062,2.924,5.568,20.441,3.375
2014-04-24,19.896,21.688,1.792,5.961,18.02,3.583
2014-04-25,23.312,25.27,1.958,6.666,23.084,4.125
2014-04-26,17.885,19.229,1.344,6.583,23.167,4.083
2014-04-27,10.606,11.116,0.51,6.084,16.521,3.261
2014-04-28,11.456,11.944,0.487,3.935,19.115,2.708
2014-04-29,4.666,4.75,0.083,2.708,10.166,2.0
2014-04-30,15.646,17.5,1.854,5.416,15.125,3.125
2014-05-01,20.354,26.75,6.396,6.166,18.125,3.917
2014-05-02,21.48,24.208,2.729,6.983,20.154,4.0
2014-05-03,16.166,17.633,1.468,7.312,28.98,4.042
2014-05-04,8.498,9.072,0.574,5.938,15.458,2.913
2014-05-05,9.77,10.271,0.5,4.584,22.146,3.083
2014-05-06,7.084,7.584,0.5,6.666,16.73,3.042
2014-05-07,19.438,21.208,1.77,7.354,25.625,3.75
2014-05-08,19.771,21.312,1.542,6.146,21.125,3.875
2014-05-09,13.196,14.239,1.044,5.5,20.208,3.333
2014-05-10,4.975,5.297,0.322,4.708,16.062,2.583
2014-05-11,8.671,9.161,0.49,5.396,19.292,3.217
2014-05-12,17.812,19.167,1.354,4.736,16.438,3.375
2014-05-13,23.667,26.938,3.271,6.152,19.608,4.375
2014-05-14,29.042,32.375,3.334,6.75,27.584,5.167
2014-05-15,19.417,21.979,2.562,4.688,20.792,4.0
2014-05-16,20.334,24.708,4.375,8.146,28.23,4.208
2014-05-17,10.112,10.708,0.596,5.979,16.02,3.417
2014-05-18,9.81,10.468,0.658,5.986,7.708,3.13
2014-05-19,18.062,19.625,1.562,6.645,22.625,3.375
2014-05-20,11.292,12.0,0.708,5.77,32.526,3.0
2014-05-21,7.438,7.917,0.48,4.104,10.812,2.167
2014-05-22,15.312,17.479,2.166,5.104,21.396,2.75
2014-05-23,7.208,7.604,0.396,4.584,9.062,2.25
2014-05-24,14.71,16.398,1.688,5.416,14.542,3.125
2014-05-25,11.462,12.334,0.87,5.979,16.688,3.174
2014-05-26,20.608,22.606,1.998,4.43,15.532,3.375
2014-05-27,26.52,30.208,3.688,6.65,22.854,4.542
2014-05-28,27.935,33.435,5.5,8.72,38.65,4.826
2014-05-29,26.188,29.229,3.042,8.666,38.542,3.75
2014-05-30,21.354,23.958,2.604,8.159,59.977,3.875
2014-05-31,20.914,23.084,2.17,9.083,64.666,4.667
2014-06-01,16.331,17.19,0.858,10.5,58.042,4.826
2014-06-02,16.604,17.958,1.354,6.873,45.2,3.875
2014-06-03,18.188,19.688,1.5,5.625,30.65,3.25
2014-06-04,8.59,9.496,0.905,3.18,28.913,2.125
2014-06-05,10.104,11.605,1.5,2.104,11.166,2.0
2014-06-06,16.604,20.083,3.479,2.272,18.812,2.917
2014-06-07,19.922,33.494,13.572,3.312,23.125,3.917
2014-06-08,17.815,24.01,6.195,5.166,13.166,2.739
2014-06-09,17.021,21.916,4.896,3.808,17.575,2.5
2014-06-10,18.542,27.542,9.0,3.584,22.896,2.708
2014-06-11,12.542,20.48,7.938,2.416,17.646,2.208
2014-06-12,16.845,26.66,9.814,2.782,10.188,2.708
2014-06-13,19.875,24.708,4.834,3.812,11.062,2.833
2014-06-14,19.547,26.089,6.542,5.0,24.854,3.833
2014-06-15,17.472,20.468,2.996,6.896,40.042,4.304
2014-06-16,23.797,29.044,5.246,7.326,41.26,4.083
2014-06-17,23.625,25.938,2.312,8.27,40.458,4.917
2014-06-18,11.584,12.0,0.416,4.312,22.354,3.333
2014-06-19,18.0,20.708,2.708,5.146,22.646,3.375
2014-06-20,17.812,19.625,1.812,6.115,24.875,3.833
2014-06-21,14.44,15.612,1.172,5.771,24.334,3.75
2014-06-22,8.471,9.003,0.532,3.062,17.104,2.652
2014-06-23,7.916,8.771,0.854,3.334,17.188,2.208
2014-06-24,11.582,12.904,1.322,4.066,14.754,2.652
2014-06-25,12.604,13.729,1.125,4.37,22.584,2.792
2014-06-26,10.709,11.58,0.87,3.88,36.932,3.292
2014-06-27,6.416,7.084,0.666,2.521,13.458,2.083
2014-06-28,6.619,7.064,0.446,2.27,7.75,2.167
2014-06-29,9.475,10.345,0.87,3.312,23.46,3.13
2014-06-30,14.276,15.082,0.806,4.87,34.674,3.708
2014-07-01,11.646,12.729,1.084,4.438,22.834,3.042
2014-07-02,12.75,13.729,0.98,5.062,28.375,3.083
2014-07-03,11.562,12.334,0.77,3.229,26.396,3.25
2014-07-04,14.521,16.688,2.166,3.587,15.769,3.208
2014-07-05,14.528,16.212,1.684,4.354,14.646,3.333
2014-07-06,8.449,9.003,0.554,3.104,16.584,3.0
2014-07-07,19.75,24.958,5.208,3.27,22.75,3.375
2014-07-08,17.542,25.75,8.208,3.896,39.042,3.292
2014-07-09,12.521,23.604,11.084,3.117,23.282,2.708
2014-07-10,9.75,14.5,4.75,2.0,17.25,2.125
2014-07-11,16.021,21.208,5.188,3.981,31.0,3.5
2014-07-12,20.329,22.028,1.699,10.021,47.042,4.875
2014-07-13,16.82,18.6,1.78,6.729,46.27,4.652
2014-07-14,21.583,25.188,3.604,4.833,29.334,3.583
2014-07-15,23.312,25.854,2.542,7.688,29.562,4.125
2014-07-16,15.068,19.92,4.852,8.805,41.438,3.0
2014-07-17,15.688,20.916,5.229,8.25,34.334,2.583
2014-07-18,18.646,21.896,3.25,6.834,34.375,2.917
2014-07-19,15.047,17.318,2.272,6.229,26.146,2.667
2014-07-20,13.206,14.762,1.556,4.771,31.021,3.435
2014-07-21,9.292,10.375,1.084,5.02,31.25,2.708
2014-07-22,15.792,20.0,4.208,5.898,40.592,2.625
2014-07-23,14.708,19.688,4.98,5.792,30.417,2.667
2014-07-24,15.646,19.479,3.833,5.77,28.25,3.042
2014-07-25,13.292,14.854,1.562,4.36,32.203,2.667
2014-07-26,14.302,17.136,2.834,9.062,40.916,3.417
2014-07-27,7.14,8.651,1.511,6.75,33.292,2.783
2014-07-28,6.539,6.926,0.388,4.392,11.608,3.0
2014-07-29,8.312,8.854,0.542,4.084,28.635,3.0
2014-07-30,9.562,11.146,1.584,3.438,28.803,2.75
2014-07-31,11.646,16.188,4.542,3.834,23.562,2.5
2014-08-01,13.095,16.801,3.706,4.218,23.56,2.583
2014-08-02,15.658,23.7,8.041,3.458,15.729,3.208
2014-08-03,10.322,13.084,2.762,3.125,14.334,2.652
2014-08-04,10.084,18.646,8.562,2.583,9.938,2.708
2014-08-05,9.0,18.958,9.958,2.769,13.396,2.042
2014-08-06,10.0,16.479,6.48,3.084,16.584,2.167
2014-08-07,12.479,16.938,4.458,3.768,17.834,2.625
2014-08-08,8.458,9.938,1.479,2.771,14.02,2.125
2014-08-09,7.852,10.403,2.551,2.0,8.5,2.0
2014-08-10,4.814,5.392,0.577,2.042,16.875,1.826
2014-08-11,15.051,17.394,2.343,4.454,16.958,2.75
2014-08-12,15.542,16.916,1.375,3.471,22.404,3.542
2014-08-13,11.688,12.916,1.229,3.771,32.775,3.417
2014-08-14,10.812,13.375,2.562,3.166,30.034,3.458
2014-08-15,9.958,13.396,3.438,2.75,25.0,2.583
2014-08-16,10.956,12.832,1.877,2.396,29.708,2.708
2014-08-17,8.998,10.574,1.576,3.625,17.334,3.0
2014-08-18,13.432,20.302,6.87,4.153,18.657,2.625
2014-08-19,11.979,21.354,9.375,3.666,14.182,2.042
2014-08-20,12.0,22.25,10.25,3.98,14.176,2.083
2014-08-21,14.458,23.646,9.188,4.688,17.375,2.333
2014-08-22,12.875,22.562,9.688,3.755,15.722,2.0
2014-08-23,7.678,11.403,3.726,3.375,11.604,1.917
2014-08-24,7.57,9.362,1.792,2.27,13.5,1.783
2014-08-25,15.458,21.648,6.191,3.992,25.646,2.958
2014-08-26,11.292,19.396,8.104,3.173,22.004,2.75
2014-08-27,6.996,10.456,3.46,2.837,16.053,2.13
2014-08-28,8.731,11.734,3.004,3.11,15.752,2.333
2014-08-29,12.166,16.042,3.875,3.91,15.088,2.667
2014-08-30,7.241,12.489,5.248,3.958,15.375,2.375
2014-08-31,4.341,7.186,2.845,3.208,16.271,2.043
2014-09-01,10.083,12.208,2.125,2.984,14.354,2.833
2014-09-02,10.375,15.792,5.417,3.693,19.333,3.375
2014-09-03,6.688,8.834,2.146,2.75,15.02,2.25
2014-09-04,9.02,12.5,3.479,2.166,13.75,2.542
2014-09-05,12.312,22.458,10.146,3.41,22.584,3.125
2014-09-06,9.924,17.87,7.946,3.75,33.584,3.25
2014-09-07,5.736,9.297,3.56,3.875,15.938,2.652
2014-09-08,8.438,11.271,2.833,3.98,17.521,2.417
2014-09-09,10.042,13.792,3.75,4.188,19.292,2.625
2014-09-10,12.57,15.394,2.824,4.757,20.436,3.083
2014-09-11,9.98,11.896,1.916,3.739,18.47,2.5
2014-09-12,9.042,12.542,3.5,4.407,13.375,2.5
2014-09-13,6.818,7.731,0.913,3.875,6.416,2.083
2014-09-14,5.183,5.87,0.688,3.584,8.916,2.087
2014-09-15,10.125,11.708,1.584,4.625,13.625,3.0
2014-09-16,10.522,12.012,1.489,3.892,20.2,2.957
