date,NO2_mean,NOX_mean,NO_mean,SPM_mean,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min,CH4_mean,CO2_mean,CO_mean,NMHC_mean,PM25_mean,SO2_mean,THC_mean
2011-01-21,6.875,8.728666666666667,1.8531666666666666,14.9165,99.0,92.667,80.0,99.0,66.167,36.0,186.792,4099.609,3.125,8.333,,1.968,195.125
2011-01-22,7.229166666666667,8.534833333333333,1.3056666666666665,11.868,99.0,96.208,80.0,89.0,65.167,26.0,186.083,4099.625,3.348,14.667,,0.9446666666666667,200.75
2011-01-23,12.840333333333334,20.777666666666665,7.9375,14.5555,99.0,89.042,56.0,95.0,41.625,6.0,190.042,4195.333,4.083,10.333,,1.389,200.375
2011-01-24,14.895000000000001,21.715166666666665,6.8205,14.097333333333333,99.0,64.667,37.0,55.0,22.708,-10.0,189.708,4161.875,4.542,7.625,,2.6806666666666668,197.333
2011-01-25,16.284666666666666,22.909666666666666,6.625,16.791833333333333,98.0,69.792,31.0,86.0,32.583,-12.0,191.545,4143.792,4.292,11.455,,1.5970000000000002,203.0
2011-01-26,11.17,14.329333333333333,3.159333333333333,12.360999999999999,96.0,54.708,26.0,57.0,16.625,-16.0,189.667,4078.167,3.625,6.958,,1.68,196.625
2011-01-27,15.076500000000001,21.958166666666667,6.882000000000001,14.333333333333334,95.0,64.458,39.0,65.0,12.292,-35.0,192.958,4178.167,4.5,9.5,,2.3333333333333335,202.458
2011-01-28,9.589666666666666,13.097500000000002,3.5078333333333336,16.111166666666666,77.0,48.917,29.0,54.0,14.5,-15.0,190.417,4071.565,3.25,7.25,,2.62,197.667
2011-01-29,4.75,5.187666666666666,0.4375,10.749833333333333,59.0,46.875,32.0,59.0,14.458,-11.0,190.208,4057.25,2.826,4.75,,2.0556666666666668,194.958
2011-01-30,14.083166666666665,20.402833333333334,6.319333333333333,13.326500000000001,96.0,57.75,30.0,57.0,9.917,-25.0,192.333,4214.458,5.167,11.333,,1.3193333333333332,203.667
2011-01-31,18.084500000000002,25.208166666666667,7.123666666666666,15.909666666666666,94.0,56.792,28.0,88.0,21.542,-38.0,192.167,4194.833,4.417,9.375,,1.5896666666666668,201.542
2011-02-01,11.020833333333334,13.708333333333334,2.687666666666667,19.645833333333332,91.0,59.667,36.0,121.0,46.667,-19.0,189.5,4096.458,3.833,6.818,,2.125,196.318
2011-02-02,6.4585,8.265833333333333,1.8075,11.661499999999998,59.0,42.667,24.0,55.0,15.458,-17.0,188.261,4050.957,3.391,6.565,,1.121,194.826
2011-02-03,18.472166666666666,30.0835,11.611166666666668,16.986,94.0,58.875,26.0,68.0,8.917,-43.0,193.708,4375.833,6.125,15.125,,2.6946666666666665,208.833
2011-02-04,25.0395,36.574666666666666,11.535166666666667,23.173666666666666,99.0,62.792,28.0,107.0,29.417,-37.0,197.5,4403.87,6.042,19.125,,1.8393333333333335,216.625
2011-02-05,8.826333333333332,10.173666666666668,1.3471666666666666,13.5625,97.0,70.292,51.0,87.0,54.708,1.0,189.875,4175.833,3.478,10.917,,2.5416666666666665,200.792
2011-02-06,16.907999999999998,23.849,6.941333333333334,25.368666666666666,99.0,96.0,81.0,74.0,52.083,17.0,191.292,4262.333,4.625,12.625,,1.018,203.917
2011-02-07,15.470333333333334,19.251333333333335,3.781166666666667,27.595166666666668,99.0,91.5,62.0,154.0,92.208,42.0,188.375,4171.917,4.083,15.208,,0.45166666666666666,203.583
2011-02-08,10.430666666666667,12.847166666666666,2.4165,10.0668,96.0,64.792,34.0,86.0,58.125,22.0,191.227,4121.208,3.917,10.5,,1.625,201.727
2011-02-09,9.645833333333334,12.014000000000001,2.368,8.3582,63.0,43.875,24.0,75.0,34.375,4.0,191.458,4109.5,3.042,5.542,,0.898,197.0
2011-02-10,15.104333333333335,20.902666666666665,5.798666666666667,15.252833333333333,88.0,63.083,34.0,86.0,40.458,-9.0,194.458,4210.417,4.083,15.125,,1.4723333333333333,209.583
2011-02-11,12.251333333333333,14.709166666666667,2.4576666666666664,16.868333333333336,99.0,61.625,31.0,70.0,40.917,-3.0,193.375,4223.739,3.875,8.917,,3.2566666666666664,202.292
2011-02-12,7.5625,8.847,1.2848333333333333,13.235999999999999,93.0,49.625,21.0,94.0,38.625,-9.0,193.958,4172.042,3.174,6.625,,1.4306666666666665,200.583
2011-02-13,13.604166666666666,16.479166666666668,2.875,15.402833333333334,93.0,71.792,55.0,90.0,46.292,-10.0,193.208,4219.208,3.458,7.583,,1.611,200.792
2011-02-14,8.902,9.916500000000001,1.0146666666666666,15.632,99.0,93.125,83.0,83.0,67.375,45.0,191.208,4217.542,3.542,9.667,,1.375,200.875
2011-02-15,18.361166666666666,25.597333333333335,7.236166666666667,31.6735,99.0,78.167,48.0,79.0,58.292,37.0,191.045,4288.292,4.792,13.591,,1.3193333333333335,204.636
2011-02-16,10.036,11.908166666666666,1.8721666666666668,13.399333333333333,99.0,71.333,46.0,43.0,25.167,2.0,187.909,4146.5,3.591,10.5,,2.25,198.409
2011-02-17,10.6115,13.292499999999999,2.6813333333333333,14.1945,99.0,80.875,50.0,62.0,24.792,0.0,188.167,4120.167,3.167,8.333,,1.833,196.5
2011-02-18,7.714833333333334,10.771,3.0561666666666665,12.916666666666666,99.0,55.875,29.0,52.0,9.208,-27.0,189.167,4084.0,3.125,4.958,,1.2863333333333333,194.125
2011-02-19,10.458333333333334,12.569666666666668,2.1111666666666666,12.882166666666668,90.0,50.083,25.0,65.0,13.333,-36.0,193.667,4253.5,3.913,7.625,,2.889,201.292
2011-02-20,21.762,30.30366666666667,8.541666666666666,18.21016666666667,98.0,60.875,22.0,96.0,35.667,-21.0,196.792,4462.042,5.417,13.625,,3.9493333333333336,210.417
2011-02-21,19.590500000000002,25.061166666666665,5.470833333333334,21.809166666666666,97.0,60.625,23.0,133.0,67.542,-5.0,194.458,4346.292,4.625,13.625,,2.3293333333333335,208.083
2011-02-22,8.513833333333332,9.416833333333333,0.9026666666666667,23.9584,72.0,61.125,52.0,96.0,79.583,67.0,188.227,4237.333,3.375,9.409,,4.486,197.636
2011-02-23,18.729333333333333,23.111,4.382000000000001,27.3584,99.0,97.958,78.0,83.0,59.542,35.0,189.542,4263.833,5.042,13.75,,0.8813333333333334,203.292
2011-02-24,16.966833333333334,20.614,3.6474999999999995,35.175,99.0,59.0,32.0,126.0,88.833,36.0,192.167,4317.167,6.458,14.5,,5.847333333333334,206.667
2011-02-25,9.8705,11.271,1.4006666666666667,18.7252,99.0,86.208,60.0,94.0,74.0,60.0,188.583,4136.435,5.458,9.75,,2.706,198.333
2011-02-26,6.006833333333333,6.659666666666666,0.6526666666666666,13.633199999999999,71.0,54.583,41.0,84.0,60.542,29.0,188.292,4081.042,5.348,4.958,,3.139,193.25
2011-02-27,8.701333333333332,11.041833333333335,2.3401666666666667,14.791599999999999,61.0,43.375,31.0,79.0,40.583,13.0,189.0,4078.542,3.292,6.125,,2.222,195.125
2011-02-28,6.542666666666666,7.280333333333334,0.7374999999999999,11.0664,63.0,50.625,44.0,55.0,36.083,2.0,190.083,4131.417,4.5,6.458,,2.9043333333333337,196.542
2011-03-01,9.854166666666666,11.090333333333334,1.2361666666666666,13.1834,99.0,91.875,80.0,105.0,71.875,36.0,185.708,4074.875,2.75,9.417,,1.2383333333333333,195.125
2011-03-02,9.544333333333334,10.513333333333334,0.969,15.132200000000001,98.0,87.75,69.0,95.0,75.125,48.0,186.727,4158.0,3.909,12.455,,2.3586666666666667,199.182
2011-03-03,7.016000000000001,7.702166666666667,0.6861666666666667,17.8834,91.0,66.0,51.0,83.0,65.333,53.0,189.583,4213.167,5.333,10.167,,4.267666666666667,199.75
2011-03-04,6.701333333333333,7.333166666666667,0.632,16.35,90.0,60.625,53.0,68.0,56.25,50.0,189.792,4230.792,2.826,14.542,,2.7223333333333333,204.333
2011-03-05,11.645833333333334,14.541666666666666,2.8956666666666666,15.95,99.0,98.292,93.0,144.0,84.958,37.0,187.375,4176.75,3.708,10.542,,0.5696666666666667,197.917
2011-03-06,14.2095,19.209,4.9991666666666665,16.811,97.0,89.083,73.0,134.0,110.625,80.0,186.458,4175.167,3.833,20.042,,1.2489999999999999,206.5
2011-03-07,9.576500000000001,10.750166666666667,1.1736666666666666,22.208333333333332,98.0,64.5,47.0,135.0,118.042,102.0,191.348,4204.958,4.0,12.739,,2.6666666666666665,204.087
2011-03-08,7.132000000000001,7.784666666666666,0.6526666666666666,18.25,92.0,76.25,60.0,101.0,89.375,82.0,192.333,4142.0,3.625,7.292,,3.1443333333333334,199.625
2011-03-09,7.235666666666667,7.883,0.6471666666666667,18.878833333333333,99.0,94.792,89.0,92.0,82.042,73.0,193.083,4116.708,3.5,8.167,,2.7880000000000003,201.25
2011-03-10,7.126833333333334,7.845166666666667,0.7185,13.305666666666667,99.0,89.792,76.0,69.0,55.125,47.0,193.167,4253.917,7.458,5.25,,4.259,198.417
2011-03-11,6.381833333333333,7.104333333333333,0.7221666666666667,12.895833333333334,87.0,71.625,54.0,88.0,66.5,40.0,190.375,4091.083,4.0,4.667,,2.75,195.042
2011-03-12,7.639,10.020833333333334,2.3818333333333332,8.624833333333333,85.0,50.042,22.0,116.0,62.333,15.0,190.583,4042.5,3.375,3.292,,0.75,193.875
2011-03-13,8.3715,9.361166666666668,0.9896666666666668,10.374833333333333,75.0,51.083,29.0,95.0,58.458,14.0,192.0,4099.458,3.042,4.708,,1.2196666666666667,196.708
2011-03-14,13.381833333333333,16.347166666666666,2.9651666666666667,13.270833333333334,92.0,59.25,47.0,86.0,61.0,28.0,190.773,4267.792,4.292,8.682,,4.555666666666666,199.455
2011-03-15,15.007,21.131833333333333,6.125,19.1735,98.0,56.208,21.0,133.0,64.792,8.0,193.625,4246.875,4.542,11.583,,2.1246666666666667,205.208
2011-03-16,14.702833333333333,16.713166666666666,2.010333333333333,19.581333333333333,81.0,56.667,40.0,86.0,58.083,3.0,190.227,4200.182,3.773,11.864,,2.763666666666667,202.091
2011-03-17,8.979166666666666,10.3965,1.4173333333333333,20.361,99.0,90.75,78.0,140.0,105.833,70.0,191.625,4128.417,3.417,9.333,,0.5306666666666667,200.958
2011-03-18,14.604166666666666,16.548666666666666,1.9443333333333335,25.923666666666666,99.0,93.583,77.0,122.0,95.208,81.0,191.0,4265.083,5.652,18.875,,1.6113333333333333,209.875
2011-03-19,7.666666666666667,9.125166666666667,1.4581666666666668,12.388666666666666,99.0,55.958,28.0,109.0,83.375,66.0,186.083,4068.542,3.333,9.125,,2.0696666666666665,195.208
2011-03-20,9.833833333333333,10.975,1.141,14.187666666666667,94.0,74.833,52.0,110.0,72.292,40.0,186.667,4102.875,3.25,10.417,,1.4900000000000002,197.083
2011-03-21,7.872833333333333,8.877,1.004,11.815333333333333,73.0,40.458,25.0,113.0,66.667,32.0,189.455,4071.333,3.292,5.136,,1.2083333333333333,194.591
2011-03-22,27.013833333333334,38.5,11.485999999999999,23.7915,96.0,63.167,37.0,145.0,80.792,9.0,195.667,4363.083,5.333,17.083,,2.395,212.75
2011-03-23,16.894333333333332,23.348666666666663,6.4545,33.715333333333334,98.0,88.25,56.0,120.0,93.333,60.0,193.875,4284.75,5.75,16.958,,1.5,210.833
2011-03-24,12.572000000000001,14.412666666666667,1.8405000000000002,12.965333333333334,98.0,93.083,85.0,82.0,73.625,45.0,188.292,4201.542,4.792,11.417,,1.2676666666666667,199.708
2011-03-25,9.854166666666666,12.3195,2.465333333333333,12.624833333333333,99.0,58.833,26.0,133.0,79.208,38.0,193.833,4216.958,4.261,10.042,,2.2083333333333335,203.875
2011-03-26,14.784666666666666,18.055666666666667,3.2708333333333335,13.993166666666667,93.0,55.625,29.0,114.0,59.292,4.0,192.583,4263.833,4.292,9.333,,2.625,201.917
2011-03-27,13.758833333333333,17.622666666666667,3.8638333333333335,17.736,98.0,56.75,20.0,141.0,77.375,9.0,196.333,4305.625,4.125,10.25,,1.5113333333333332,206.583
2011-03-28,15.312333333333333,18.257,2.9444999999999997,24.2165,97.0,63.458,27.0,173.0,99.458,32.0,193.636,4344.208,4.417,12.591,,2.5696666666666665,206.227
2011-03-29,7.867999999999999,9.0555,1.1875,17.769166666666667,72.0,53.0,27.0,145.0,98.125,39.0,190.875,4231.625,3.5,5.917,,1.5810000000000002,196.792
2011-03-30,4.759,5.891166666666667,1.1321666666666668,19.243,79.0,63.833,42.0,192.0,142.042,101.0,188.583,4174.792,3.042,2.0,,0.8613333333333334,190.583
2011-03-31,4.164333333333333,5.215,1.0506666666666666,20.9515,99.0,79.208,66.0,180.0,134.625,77.0,184.167,3986.333,3.125,2.625,,0.9269999999999999,186.792
2011-04-01,6.9975,9.373333333333333,2.3761666666666668,18.236166666666666,91.0,62.75,39.0,147.0,99.833,37.0,189.25,4090.708,3.0,5.167,,1.4583333333333333,194.417
2011-04-02,10.805666666666667,13.215166666666667,2.409666666666667,29.24983333333333,90.0,67.042,49.0,168.0,122.5,82.0,191.708,4095.304,3.458,28.667,,2.3333333333333335,220.375
2011-04-03,3.9026666666666667,4.8265,0.9238333333333334,16.541833333333333,60.0,54.125,48.0,85.0,79.042,70.0,187.208,3983.583,2.174,15.458,,1.3763333333333332,202.667
2011-04-04,4.506833333333334,6.402833333333334,1.8958333333333333,15.875,64.0,51.083,39.0,108.0,79.833,53.0,188.417,4002.917,2.083,19.125,,1.375,207.542
2011-04-05,8.426166666666667,10.633333333333333,2.2070000000000003,16.741333333333333,83.0,49.833,29.0,134.0,85.125,31.0,191.45,4101.783,3.13,10.25,,2.1346666666666665,201.7
2011-04-06,15.993,22.612,6.619166666666666,27.106333333333335,98.0,61.625,20.0,186.0,116.708,33.0,194.696,4209.667,3.958,12.783,,2.747,207.478
2011-04-07,6.083333333333333,8.680666666666667,2.597166666666667,21.003833333333333,91.0,66.125,32.0,207.0,149.333,99.0,188.708,4023.125,2.417,6.625,,1.4903333333333333,195.333
2011-04-08,2.933,5.2405,2.3076666666666665,23.5695,87.0,65.375,44.0,199.0,166.667,130.0,186.364,3974.792,2.083,4.273,,0.4446666666666667,190.636
2011-04-09,3.5693333333333332,5.763833333333333,2.1943333333333332,23.340166666666665,98.0,90.333,74.0,176.0,152.792,109.0,,3974.957,2.5,,,0.611,
2011-04-10,6.152666666666666,8.479166666666666,2.3263333333333334,19.979166666666668,91.0,61.5,44.0,142.0,123.333,101.0,,4014.833,3.217,,,1.6853333333333333,
2011-04-11,9.180666666666667,13.923666666666668,4.743166666666666,24.5625,98.0,71.542,46.0,190.0,127.167,71.0,183.25,4102.0,4.417,17.167,,2.014,200.417
2011-04-12,6.5765,8.882166666666667,2.3056666666666668,21.297166666666666,83.0,47.417,21.0,143.0,96.25,61.0,186.167,3963.417,3.25,7.292,,3.1943333333333332,193.458
2011-04-13,14.330666666666666,18.638833333333334,4.308333333333334,26.2295,90.0,55.667,18.0,218.0,136.917,56.0,192.13,4107.25,3.833,11.522,,4.828,203.652
2011-04-14,13.368,17.520833333333332,4.152833333333333,33.458333333333336,98.0,63.083,37.0,217.0,151.5,80.0,190.792,4153.167,4.208,28.875,,2.318,219.667
2011-04-15,4.926666666666667,8.060666666666666,3.1338333333333335,31.30366666666667,93.0,64.625,37.0,232.0,181.458,126.0,186.6,3978.455,2.762,8.6,,1.5253333333333334,195.2
2011-04-16,4.7676,5.8622,1.0947999999999998,23.87516666666667,92.0,65.417,42.0,257.0,181.833,118.0,184.458,3996.957,3.083,14.542,,1.1943333333333335,199.0
2011-04-17,4.3668,4.7086,0.3416,19.541666666666668,73.0,56.25,44.0,147.0,121.917,100.0,185.208,4024.917,2.435,11.792,,1.1113333333333333,197.0
2011-04-18,8.3244,10.209999999999999,1.8855999999999997,19.745833333333334,95.0,65.833,47.0,169.0,141.667,98.0,184.875,4042.875,2.458,20.917,,1.6266666666666667,205.792
2011-04-19,6.7024,8.7024,2.0,18.409833333333335,99.0,81.417,36.0,195.0,126.083,49.0,182.917,3948.292,2.708,13.167,,1.097,196.083
2011-04-20,6.7084,8.0502,1.3416000000000001,10.4375,89.0,66.75,50.0,126.0,91.5,42.0,188.478,3991.958,3.958,8.087,,2.1696666666666666,196.565
2011-04-21,5.4584,6.3082,0.85,14.215166666666667,93.0,72.667,64.0,139.0,115.417,97.0,188.333,4014.542,2.25,12.958,,0.7080000000000001,201.292
2011-04-22,6.944,8.7572,1.8134000000000001,21.298666666666666,98.0,80.125,48.0,195.0,157.542,119.0,188.542,4077.5,3.208,8.458,,1.0,197.0
2011-04-23,1.4754,2.1876,0.7121999999999999,18.583333333333332,98.0,84.458,65.0,189.0,170.292,141.0,183.417,3926.609,2.0,2.292,,0.2916666666666667,185.708
2011-04-24,4.2,4.8834,0.6834,16.736,98.0,69.75,49.0,173.0,149.083,117.0,185.333,3985.458,3.391,6.208,,1.5213333333333334,191.542
2011-04-25,8.158199999999999,9.45,1.2917999999999998,18.673666666666666,84.0,60.417,29.0,209.0,146.208,113.0,187.083,4016.792,3.583,21.0,,1.6806666666666665,208.083
2011-04-26,9.4518,12.809199999999999,3.3576,20.930666666666667,96.0,59.333,29.0,210.0,161.958,89.0,188.875,4084.708,4.25,14.083,,1.736,202.958
2011-04-27,2.8332,3.75,0.9166000000000001,43.569500000000005,94.0,78.833,60.0,232.0,195.042,168.0,186.304,3957.958,4.042,4.391,,0.899,190.696
2011-04-28,5.826333333333333,8.256666666666666,2.4306666666666668,24.319333333333333,98.0,65.667,28.0,249.0,185.792,128.0,184.0,3962.667,4.667,8.292,,1.2156666666666667,192.292
2011-04-29,6.7855,8.657666666666666,1.8719999999999999,16.618166666666667,88.0,62.833,51.0,161.0,138.958,122.0,186.375,4021.458,4.25,15.667,,1.361,202.042
2011-04-30,7.067,9.192,2.1248333333333336,20.9375,92.0,60.5,42.0,222.0,173.875,111.0,188.042,4028.261,4.208,12.125,,1.2776666666666667,200.167
2011-05-01,2.4168333333333334,3.8473333333333333,1.4305,24.319666666666667,98.0,72.375,53.0,220.0,188.083,168.0,185.333,3951.083,3.739,4.042,,0.5023333333333333,189.375
2011-05-02,9.550833333333333,11.801166666666667,2.2503333333333333,57.055,97.0,59.75,21.0,247.0,182.917,135.0,188.591,4139.591,4.591,17.227,,0.9733333333333333,205.818
2011-05-03,5.9111666666666665,6.498166666666666,0.5870000000000001,33.520833333333336,97.0,76.208,56.0,176.0,157.542,124.0,186.458,4081.625,4.125,32.958,,0.7776666666666667,219.417
2011-05-04,5.124833333333334,5.875,0.7501666666666668,23.771,97.0,67.375,44.0,196.0,160.833,126.0,185.435,4067.75,4.5,17.0,,1.6176666666666666,202.435
2011-05-05,4.534666666666667,4.979166666666667,0.44449999999999995,20.8195,85.0,67.208,54.0,162.0,146.708,132.0,186.125,4061.75,3.375,52.375,,1.1123333333333334,238.5
2011-05-06,6.714166666666666,7.447166666666667,0.7328333333333333,18.967166666666667,95.0,80.208,72.0,170.0,147.875,129.0,188.833,4138.417,4.958,19.0,,1.599,207.833
2011-05-07,5.0095,5.9265,0.9168333333333334,20.139,98.0,86.542,69.0,188.0,169.208,149.0,185.458,3989.522,3.417,10.708,,0.264,196.167
2011-05-08,7.152666666666666,8.402833333333334,1.25,26.62516666666667,98.0,63.625,33.0,265.0,196.208,135.0,189.5,4094.792,5.0,23.042,,0.899,212.542
2011-05-09,8.0625,9.791666666666666,1.729,24.847333333333335,91.0,66.125,39.0,217.0,178.25,121.0,190.292,4105.208,5.042,20.292,,1.1113333333333333,210.583
2011-05-10,12.496833333333333,14.797666666666666,2.3003333333333336,46.17366666666667,96.0,77.292,52.0,276.0,214.333,166.0,185.417,4048.583,5.125,39.875,,1.264,225.292
2011-05-11,8.375,9.430666666666667,1.0555,16.804,98.0,94.125,82.0,155.0,145.458,135.0,186.87,3981.875,4.625,18.435,,0.26566666666666666,205.304
2011-05-12,8.6945,9.604166666666666,0.91,14.694333333333333,98.0,96.083,92.0,180.0,161.167,140.0,186.458,4004.417,5.583,23.333,,1.396,209.792
2011-05-13,8.556833333333334,10.268333333333333,1.7113333333333334,19.201333333333334,97.0,81.833,63.0,211.0,184.5,161.0,183.75,3972.5,4.542,26.667,,0.7223333333333334,210.417
2011-05-14,7.226333333333334,8.026333333333334,0.7996666666666666,58.79866666666667,90.0,54.625,24.0,257.0,189.292,138.0,187.292,4085.826,4.542,13.25,,1.3613333333333333,200.542
2011-05-15,4.708333333333333,5.145833333333333,0.43733333333333335,21.180666666666667,77.0,46.792,19.0,252.0,195.75,134.0,190.083,4138.417,4.0,5.417,,0.915,195.5
2011-05-16,3.951333333333333,4.590166666666667,0.6388333333333334,29.0765,87.0,69.167,55.0,225.0,195.125,170.0,187.625,4085.0,3.792,3.958,,0.6666666666666666,191.583
2011-05-17,5.989,6.746833333333334,0.758,23.368166666666667,96.0,83.292,71.0,185.0,168.417,142.0,188.095,4097.818,4.043,8.19,,0.38633333333333336,196.286
2011-05-18,9.173499999999999,11.133000000000001,1.9598333333333333,29.146,98.0,66.25,33.0,224.0,182.167,134.0,191.391,4221.042,4.75,16.652,,0.8456666666666667,208.043
2011-05-19,6.882000000000001,8.014,1.132,36.5625,96.0,65.292,38.0,259.0,201.042,144.0,194.042,4175.167,4.375,8.5,,0.8743333333333333,202.542
2011-05-20,7.798666666666667,9.743,1.9446666666666665,41.1875,93.0,68.0,34.0,280.0,216.25,154.0,190.208,4150.167,4.792,8.167,,1.333,198.375
2011-05-21,4.1386666666666665,5.5415,1.4028333333333334,28.986166666666666,95.0,75.458,44.0,278.0,219.667,168.0,187.375,3989.348,3.458,5.583,,0.25,192.958
2011-05-22,3.062666666666667,3.7153333333333336,0.6528333333333333,22.021,98.0,83.542,51.0,285.0,193.292,145.0,183.083,3972.125,3.087,9.542,,0.19433333333333333,192.625
2011-05-23,5.75,6.479,0.7291666666666666,14.256833333333333,98.0,70.625,53.0,170.0,154.208,130.0,185.875,4043.458,3.875,22.042,,1.361,207.917
2011-05-24,7.701833333333333,8.542333333333334,0.8405,15.979333333333335,98.0,82.833,60.0,164.0,139.458,122.0,187.333,4036.458,3.708,16.083,,1.4166666666666667,203.417
2011-05-25,8.240666666666668,10.808166666666667,2.5676666666666663,18.041833333333333,98.0,68.792,33.0,227.0,174.167,115.0,193.043,4126.833,4.25,8.13,,0.16933333333333334,201.174
2011-05-26,7.632000000000001,8.513666666666667,0.882,20.736166666666666,97.0,82.75,68.0,193.0,175.667,156.0,185.0,4061.875,3.625,18.25,,1.6660000000000001,203.25
2011-05-27,5.874833333333334,6.833333333333333,0.9581666666666666,18.902833333333334,88.0,71.667,49.0,219.0,190.958,169.0,186.667,4085.0,3.583,5.167,,0.06966666666666667,191.833
2011-05-28,6.748166666666667,7.426666666666667,0.6783333333333333,14.8125,98.0,95.417,89.0,199.0,180.625,168.0,184.208,4000.261,3.875,24.167,,0.7776666666666667,208.375
2011-05-29,5.875,6.611,0.7361666666666666,12.659833333333333,96.0,95.917,95.0,179.0,171.625,161.0,182.0,3957.292,4.0,27.5,,1.1113333333333333,209.5
2011-05-30,6.423666666666667,7.736166666666667,1.3123333333333334,17.090166666666665,95.0,78.167,62.0,175.0,159.667,134.0,183.458,4051.958,9.625,11.792,,4.027666666666667,195.25
2011-05-31,4.978666666666666,6.693666666666666,1.7148333333333332,29.3055,76.0,67.917,63.0,132.0,123.375,113.0,186.792,4032.292,8.75,7.292,,4.333333333333333,194.083
2011-06-01,5.9834000000000005,7.2378,1.2544,33.93066666666667,76.0,63.583,50.0,164.0,140.042,109.0,185.304,4023.917,4.833,9.696,,2.546,195.0
2011-06-02,5.9510000000000005,7.198,1.2471999999999999,25.676666666666666,96.0,83.542,72.0,192.0,168.75,153.0,185.174,3985.826,4.043,11.435,,0.17533333333333334,196.609
2011-06-03,6.1948,7.1176,0.923,22.98183333333333,96.0,80.542,50.0,240.0,191.333,159.0,190.333,4081.417,4.792,9.333,,0.18433333333333332,199.667
