date,NO2_mean,NOX_mean,NO_mean,SO2_mean,PM25_mean,SPM_mean,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-12-28,30.558333333333334,49.47233333333333,18.913999999999998,3.236,13.542,,196.391,88.0,70.5,52.0,24.087,70.0,38.125,6.0,220.478
2011-12-29,22.680666666666667,52.666666666666664,29.986,4.597,21.917,,196.913,91.0,70.625,44.0,22.565,110.0,46.958,-13.0,219.478
2011-12-30,7.694333333333333,8.389000000000001,0.6943333333333332,2.861,8.708,,193.217,75.0,61.792,45.0,7.391,77.0,45.667,26.0,200.609
2011-12-31,17.277666666666665,19.958333333333332,2.6806666666666668,2.9306666666666668,9.958,,195.087,84.0,67.75,35.0,13.783,98.0,35.5,-2.0,208.87
2012-01-01,12.805666666666667,13.694666666666668,0.8886666666666666,4.042,12.083,12.3125,195.565,,,,10.609,,,,206.174
2012-01-02,17.514,24.347333333333335,6.833333333333333,4.542,20.083,18.9165,200.522,,,,16.957,,,,217.478
2012-01-03,5.6113333333333335,5.791666666666667,0.18033333333333335,3.042,6.833,5.958,192.609,,,,5.609,,,,198.217
2012-01-04,8.152666666666667,8.666666666666666,0.5139999999999999,2.625,4.792,2.4165,193.261,,,,7.652,,,,200.913
2012-01-05,23.055666666666667,29.569333333333333,6.514,3.5,11.5,8.4795,196.304,,,,15.043,,,,211.348
2012-01-06,20.278000000000002,38.722,18.444333333333333,3.958,17.75,10.0625,199.217,,,,19.522,,,,218.739
2012-01-07,32.24633333333333,58.26066666666666,26.014333333333337,4.75,22.083,19.375,199.043,,,,24.957,,,,224.0
2012-01-08,30.771666666666665,74.00633333333333,43.23499999999999,4.583,23.0,21.085,200.478,,,,27.957,,,,228.435
2012-01-09,22.75,50.55533333333333,27.805666666666667,4.208,18.208,15.0,196.522,,,,19.13,,,,215.652
2012-01-10,16.203,18.649666666666665,2.4469999999999996,3.348,8.565,6.7875,193.174,,,,10.609,,,,203.783
2012-01-11,25.916666666666668,36.69466666666667,10.778,3.5,12.333,9.4375,195.217,,,,16.391,,,,211.609
2012-01-12,35.69433333333333,66.95833333333333,31.264,5.25,20.625,19.2705,200.435,,,,30.696,,,,231.13
2012-01-13,32.72233333333333,59.833333333333336,27.111,5.542,36.208,30.9585,205.478,,,,33.826,,,,239.304
2012-01-14,11.226666666666667,11.813,0.5863333333333333,3.609,10.417,10.125,192.13,,,,9.826,,,,201.957
2012-01-15,9.764000000000001,10.902666666666667,1.139,4.208,14.458,10.824,193.348,,,,7.0,,,,200.348
2012-01-16,30.986,39.68066666666667,8.694666666666667,5.042,19.792,14.9375,195.913,,,,18.391,,,,214.304
2012-01-17,15.069333333333333,16.861333333333334,1.7916666666666667,4.913,16.87,17.517,195.364,,,,10.409,,,,205.773
2012-01-18,9.569333333333333,10.583333333333334,1.014,3.083,4.833,4.9795,193.174,,,,6.913,,,,200.087
2012-01-19,20.861333333333334,32.97233333333333,12.111333333333334,4.417,13.125,13.375,195.565,,,,15.217,,,,210.783
2012-01-20,8.722333333333333,9.097333333333333,0.375,5.042,22.0,23.354,194.435,,,,6.957,,,,201.391
2012-01-21,31.119,45.913000000000004,14.793999999999999,4.25,21.292,19.979,196.652,,,,16.261,,,,212.913
2012-01-22,24.930666666666667,37.35766666666667,12.427,3.75,9.875,11.621,195.087,,,,20.913,,,,216.0
2012-01-23,19.513666666666666,23.958333333333332,4.4446666666666665,3.042,6.208,5.4165,193.875,,,,12.375,,,,206.25
2012-01-24,27.75,41.25033333333334,13.5,5.043,16.125,15.604,195.333,,,,15.667,,,,211.0
2012-01-25,10.764000000000001,11.680333333333332,0.9166666666666666,4.625,16.739,17.942,193.435,,,,8.87,,,,202.304
2012-01-26,7.375,8.028,0.6526666666666666,3.125,7.583,5.646,192.043,,,,6.348,,,,198.391
2012-01-27,12.208333333333334,13.167,0.9583333333333334,3.625,11.0,9.375,195.0,,,,10.913,,,,205.913
2012-01-28,14.21566666666667,16.243333333333332,2.0276666666666667,3.083,7.125,7.8585,193.565,,,,10.304,,,,203.87
2012-01-29,27.361333333333334,41.94433333333333,14.583333333333334,4.792,16.417,16.9795,197.652,,,,22.304,,,,219.957
2012-01-30,28.450666666666667,40.086000000000006,11.635333333333334,5.435,24.417,25.6045,198.783,,,,21.217,,,,220.0
2012-01-31,32.36566666666667,54.47233333333333,22.106666666666666,4.708,25.435,21.5515,200.286,,,,28.048,,,,228.333
2012-02-01,34.56933333333333,57.786,23.21666666666667,5.263,26.375,23.7295,198.478,,,,31.261,,,,229.739
2012-02-02,23.152666666666665,36.278,13.124666666666664,4.417,18.75,21.5415,194.783,,,,20.783,,,,215.565
2012-02-03,6.597333333333334,7.222333333333334,0.625,4.083,11.125,13.0,193.696,,,,8.0,,,,201.696
2012-02-04,25.056,37.641333333333336,12.584999999999999,4.375,15.917,16.45,197.0,,,,21.043,,,,218.043
2012-02-05,10.271,10.958,0.6875,4.333,15.583,12.625,193.087,,,,11.043,,,,204.13
2012-02-06,18.8335,23.0625,4.229,3.333,9.875,6.042,193.0,,,,15.565,,,,208.565
2012-02-07,24.027,49.688,25.661,4.625,16.87,15.823,198.609,,,,21.565,,,,220.174
2012-02-08,6.79,7.379,0.589,3.217,5.833,6.042,194.091,,,,7.727,,,,201.818
2012-02-09,11.9585,12.9795,1.021,3.167,9.792,9.083,193.318,,,,10.545,,,,203.864
2012-02-10,21.4585,27.3335,5.875,4.542,19.042,16.9795,198.609,,,,17.826,,,,216.435
2012-02-11,8.826,9.420333333333334,0.5943333333333333,4.833,18.833,20.2705,195.609,,,,9.522,,,,205.13
2012-02-12,19.090999999999998,22.790666666666667,3.699666666666667,3.958,19.333,16.044,193.87,,,,11.522,,,,205.391
2012-02-13,13.277666666666667,14.541666666666666,1.2636666666666667,3.875,16.625,10.8125,195.087,,,,12.0,,,,207.087
2012-02-14,24.139,35.97233333333333,11.833333333333334,4.083,15.958,12.6665,195.227,,,,15.545,,,,210.773
2012-02-15,19.130333333333333,22.532,3.401666666666667,3.348,9.478,7.4815000000000005,193.048,,,,14.0,,,,207.048
2012-02-16,6.916666666666667,7.680666666666667,0.7636666666666666,3.0,6.625,7.0415,193.864,,,,6.773,,,,200.636
2012-02-17,15.764000000000001,17.888666666666666,2.125,3.333,7.625,8.979,196.091,,,,12.455,,,,208.545
2012-02-18,26.29733333333333,36.85166666666667,10.554,3.083,6.2,7.6434999999999995,196.609,,,,17.739,,,,214.348
2012-02-19,13.222333333333333,14.916666666666666,1.6943333333333335,3.042,,11.625,194.652,,,,10.087,,,,204.739
2012-02-20,18.596999999999998,24.79133333333333,6.194333333333333,3.292,7.231,8.2835,194.913,,,,13.13,,,,208.043
2012-02-21,11.735999999999999,13.5,1.7636666666666667,3.87,14.042,12.542,193.13,,,,9.174,,,,202.304
2012-02-22,26.54133333333333,31.375,4.833333333333333,5.625,25.0,22.038,196.087,,,,18.217,,,,214.304
2012-02-23,13.027666666666667,14.180333333333332,1.1526666666666667,4.417,16.375,15.25,194.864,,,,12.727,,,,207.591
2012-02-24,9.458333333333334,10.194333333333333,0.7363333333333334,3.375,11.75,11.1875,193.619,,,,11.476,,,,205.095
2012-02-25,10.492666666666667,11.637333333333332,1.1449999999999998,3.0,6.292,8.629,192.455,,,,10.591,,,,203.045
2012-02-26,23.027666666666665,28.139,5.111,4.667,18.958,18.1875,193.773,,,,13.364,,,,207.136
2012-02-27,20.902666666666665,23.930333333333333,3.0276666666666667,4.583,17.417,16.75,193.727,,,,16.5,,,,210.227
2012-02-28,29.096999999999998,42.888666666666666,13.791666666666666,4.696,20.042,22.854,195.826,,,,18.478,,,,214.304
2012-02-29,,,,,,,,,,,,,,,
2012-03-01,37.13,67.90933333333334,30.77933333333333,4.5,15.478,18.6935,199.0,,,,25.368,,,,224.368
2012-03-02,6.375,7.014,0.6386666666666666,4.375,19.083,21.1455,193.867,,,,10.133,,,,204.0
2012-03-03,9.416666666666666,10.014000000000001,0.5973333333333334,3.458,11.625,9.8545,192.095,,,,10.095,,,,202.19
2012-03-04,25.250666666666664,34.742,9.491000000000001,4.333,13.833,12.544,195.304,,,,17.174,,,,212.478
2012-03-05,21.208,24.694333333333333,3.486,6.333,24.833,24.9375,194.571,,,,16.619,,,,211.19
2012-03-06,35.19433333333333,55.30566666666667,20.111,7.0,29.125,30.833,197.13,,,,23.304,,,,220.435
2012-03-07,36.18833333333333,52.19266666666667,16.004,7.348,24.292,30.146,196.217,,,,24.739,,,,220.957
2012-03-08,36.44433333333333,49.361,12.916666666666666,9.167,32.391,38.278999999999996,198.75,,,,34.0,,,,232.75
2012-03-09,32.416666666666664,39.31966666666667,6.902666666666666,10.542,50.875,58.625,197.739,,,,25.478,,,,223.217
2012-03-10,19.444333333333333,21.166666666666668,1.7223333333333333,6.333,30.583,39.0,198.174,,,,17.348,,,,215.522
2012-03-11,12.086999999999998,13.565333333333333,1.4783333333333333,3.875,6.625,8.3485,193.478,,,,9.174,,,,202.652
2012-03-12,33.004666666666665,42.31933333333333,9.314666666666668,6.042,14.556,15.0375,195.261,,,,22.391,,,,217.652
2012-03-13,30.639,53.111,22.472333333333335,6.042,14.458,18.354,195.174,,,,25.261,,,,220.435
2012-03-14,8.986333333333333,9.653,0.6666666666666666,4.087,9.375,10.5835,193.826,,,,6.348,,,,200.174
2012-03-15,34.15266666666667,49.722,15.569333333333333,5.083,11.5,14.1,196.727,,,,21.318,,,,218.045
2012-03-16,30.139,50.34733333333333,20.208333333333332,7.833,27.708,27.1875,199.435,,,,26.174,,,,225.609
2012-03-17,20.014,21.430666666666667,1.4166666666666667,7.708,39.0,41.1455,196.13,,,,15.522,,,,211.652
2012-03-18,26.867666666666665,33.15633333333333,6.288333333333334,5.542,27.333,39.807,191.696,,,,17.696,,,,209.391
2012-03-19,20.096999999999998,23.541666666666668,3.4443333333333332,6.292,24.0,34.854,194.739,,,,17.391,,,,212.13
2012-03-20,29.721999999999998,34.19466666666667,4.472,5.833,28.833,37.542,195.826,,,,21.261,,,,217.087
2012-03-21,7.083333333333333,7.944333333333333,0.8610000000000001,4.043,7.583,8.208,193.391,,,,6.435,,,,199.826
2012-03-22,25.889,32.208333333333336,6.319333333333333,5.75,12.455,8.1025,193.478,,,,16.696,,,,210.174
2012-03-23,12.069666666666668,12.875,0.8053333333333333,5.917,19.208,21.5415,194.522,,,,10.913,,,,205.435
2012-03-24,11.097333333333333,12.055666666666667,0.9583333333333334,5.458,19.792,18.6045,193.13,,,,11.174,,,,204.304
2012-03-25,7.594333333333334,7.985666666666667,0.391,4.875,16.292,14.524999999999999,193.478,,,,7.304,,,,200.783
2012-03-26,14.027666666666667,15.152666666666667,1.125,4.208,14.458,13.3545,193.826,,,,8.522,,,,202.348
2012-03-27,24.097333333333335,26.819666666666667,2.7223333333333333,5.208,14.375,14.125,193.435,,,,12.957,,,,206.391
2012-03-28,18.278000000000002,20.277666666666665,2.0,4.292,12.083,14.0205,190.739,,,,12.478,,,,203.217
2012-03-29,15.541666666666666,27.180333333333333,11.638666666666666,4.304,17.545,17.945,193.0,,,,14.682,,,,207.682
2012-03-30,7.583333333333333,7.958333333333333,0.3746666666666667,4.458,15.375,13.6875,191.609,,,,6.522,,,,198.13
2012-03-31,11.610999999999999,12.569666666666668,0.9579999999999999,4.625,15.375,15.271,193.217,,,,10.783,,,,204.0
2012-04-01,11.402666666666667,12.944333333333333,1.5416666666666667,3.458,13.167,11.2705,194.043,,,,8.652,,,,202.696
2012-04-02,27.149,33.053999999999995,5.905333333333334,4.833,18.167,20.0305,195.522,,,,16.565,,,,212.087
2012-04-03,27.778000000000002,39.236,11.457999999999998,4.708,13.792,18.0,190.455,,,,9.864,,,,200.318
2012-04-04,16.569666666666667,17.861,1.2916666666666667,4.417,14.125,10.9795,193.391,,,,10.522,,,,203.913
2012-04-05,20.716333333333335,22.406666666666666,1.6903333333333332,6.217,21.625,21.6455,192.261,,,,11.652,,,,203.913
2012-04-06,12.444,13.387333333333332,0.9433333333333334,4.0,13.261,11.404,192.905,,,,7.81,,,,200.714
2012-04-07,9.055666666666667,9.722333333333333,0.6666666666666666,3.708,13.833,11.8335,192.913,,,,6.913,,,,199.826
2012-04-08,19.208333333333332,20.889,1.6806666666666665,5.5,16.583,16.104,194.391,,,,12.696,,,,207.087
2012-04-09,30.725000000000005,39.26066666666667,8.536333333333333,7.042,26.875,29.542,195.174,,,,20.13,,,,215.304
2012-04-10,28.458333333333332,41.236333333333334,12.777666666666667,6.292,31.625,37.2085,193.087,,,,18.348,,,,211.435
2012-04-11,26.125,29.069333333333333,2.9443333333333332,4.333,18.875,24.271,190.478,,,,13.783,,,,204.261
2012-04-12,14.985999999999999,16.569333333333333,1.5833333333333333,5.13,17.957,19.4375,191.043,,,,12.609,,,,203.652
2012-04-13,20.111,23.416666666666668,3.3053333333333335,5.167,23.458,25.479,191.826,,,,14.0,,,,205.826
2012-04-14,8.110999999999999,8.916666666666666,0.8056666666666666,3.917,14.625,14.6455,190.609,,,,8.391,,,,199.0
2012-04-15,15.652666666666667,17.958333333333332,2.3056666666666668,4.333,12.792,13.354,191.522,,,,13.478,,,,205.0
2012-04-16,19.217666666666666,21.593999999999998,2.3766666666666665,4.167,13.583,14.3955,190.143,,,,12.048,,,,202.19
2012-04-17,17.861,26.333333333333332,8.472333333333333,4.167,17.042,16.479,190.304,,,,13.783,,,,204.087
2012-04-18,15.708333333333334,17.375,1.6666666666666667,4.417,17.583,15.729,190.652,,,,11.174,,,,201.826
2012-04-19,16.5,18.736,2.236333333333333,5.087,19.217,18.989,189.333,,,,12.381,,,,201.714
2012-04-20,16.277666666666665,17.444666666666667,1.1666666666666667,3.708,14.875,18.0835,188.826,,,,11.087,,,,199.913
2012-04-21,7.722333333333334,8.319666666666667,0.5973333333333334,3.667,9.667,10.7295,187.13,,,,7.739,,,,194.87
2012-04-22,4.361,4.597333333333333,0.23633333333333337,3.0,4.167,3.25,188.174,,,,4.609,,,,192.783
2012-04-23,15.942,17.710333333333335,1.7683333333333333,4.25,10.75,11.606,188.043,,,,11.913,,,,199.957
2012-04-24,26.596999999999998,30.819666666666667,4.222333333333333,6.292,46.917,51.5835,192.739,,,,17.435,,,,210.174
2012-04-25,22.555666666666667,26.152666666666665,3.5973333333333333,6.667,51.958,56.375,192.304,,,,15.913,,,,208.217
2012-04-26,9.069333333333333,9.777666666666667,0.7083333333333334,4.042,19.542,24.4375,189.13,,,,6.522,,,,195.652
2012-04-27,11.880333333333333,13.014333333333333,1.1340000000000001,4.087,9.783,8.1765,189.571,,,,9.714,,,,199.286
2012-04-28,23.444333333333333,26.722333333333335,3.2776666666666667,5.75,13.375,15.896,189.652,,,,15.087,,,,204.739
2012-04-29,15.861333333333334,17.153000000000002,1.2916666666666667,6.375,19.625,24.854,189.913,,,,15.478,,,,205.391
2012-04-30,8.956666666666667,9.652333333333333,0.6956666666666665,4.75,20.417,24.0835,188.043,,,,8.522,,,,196.565
2012-05-01,4.014,4.736,0.7223333333333333,3.583,8.913,11.0835,184.227,,,,4.318,,,,188.545
2012-05-02,6.291666666666667,7.028,0.7363333333333334,3.0,2.583,3.2085,184.522,,,,4.87,,,,189.391
2012-05-03,4.555666666666666,5.2636666666666665,0.7086666666666668,3.083,4.958,5.729,185.304,,,,7.13,,,,192.435
2012-05-04,2.7916666666666665,3.3193333333333332,0.5276666666666667,3.0,3.375,3.5,187.043,,,,4.087,,,,191.13
2012-05-05,7.4863333333333335,8.166666666666666,0.6806666666666666,4.958,15.917,18.5,187.364,,,,8.5,,,,195.864
2012-05-06,11.624666666666668,12.361333333333334,0.7360000000000001,5.125,27.792,33.7295,191.571,,,,10.429,,,,202.0
2012-05-07,18.342333333333332,19.855,1.5126666666666668,5.875,25.375,26.265500000000003,190.478,,,,11.87,,,,202.348
2012-05-08,21.91633333333333,24.166666666666668,2.25,7.25,37.375,44.2085,192.348,,,,16.261,,,,208.609
2012-05-09,24.971999999999998,27.013666666666666,2.0416666666666665,7.25,47.833,50.625,194.565,,,,20.565,,,,215.13
2012-05-10,10.791333333333332,12.366,1.5746666666666667,4.652,26.696,26.5735,191.227,,,,9.364,,,,200.591
2012-05-11,5.7636666666666665,6.264,0.5,3.125,5.042,2.8125,188.087,,,,4.217,,,,192.304
2012-05-12,5.278,5.652666666666666,0.375,3.042,6.167,4.458,188.304,,,,4.783,,,,193.087
2012-05-13,9.847333333333333,10.541666666666666,0.6943333333333334,3.625,11.75,8.9165,188.217,,,,8.783,,,,197.0
2012-05-14,16.449333333333332,18.739333333333335,2.29,5.042,16.833,14.979500000000002,188.333,,,,12.81,,,,201.143
2012-05-15,16.291666666666668,17.736,1.4443333333333335,3.167,7.375,10.6455,187.13,,,,12.174,,,,199.304
2012-05-16,15.860999999999999,17.888666666666666,2.028,5.458,21.792,22.8125,190.545,,,,14.409,,,,204.955
2012-05-17,21.236333333333334,25.083,3.8473333333333333,7.565,39.542,42.8545,192.727,,,,17.636,,,,210.364
2012-05-18,8.458,8.958,0.5,5.292,25.818,28.154,190.85,,,,8.55,,,,199.4
2012-05-19,12.972333333333333,13.763666666666666,0.7913333333333332,5.75,22.125,22.229,190.478,,,,12.478,,,,202.957
2012-05-20,8.319666666666667,8.638666666666667,0.3193333333333333,5.75,21.25,20.1045,189.727,,,,8.091,,,,197.818
2012-05-21,8.405666666666667,9.101333333333335,0.6956666666666665,5.333,22.583,21.108,188.87,,,,8.348,,,,197.217
2012-05-22,16.972333333333335,18.583333333333332,1.6113333333333333,5.208,22.875,26.7915,191.043,,,,16.261,,,,207.304
2012-05-23,14.735999999999999,17.458333333333332,2.7223333333333333,5.208,19.25,19.9165,190.826,,,,14.739,,,,205.565
2012-05-24,27.152666666666665,29.930666666666667,2.7776666666666667,7.652,25.087,24.625,191.565,,,,21.783,,,,213.348
2012-05-25,31.680666666666667,37.166333333333334,5.486,7.917,35.417,44.3125,196.478,,,,28.304,,,,224.783
2012-05-26,13.264000000000001,14.361333333333334,1.097,6.417,26.25,28.2915,189.522,,,,15.652,,,,205.174
2012-05-27,13.430666666666667,14.125333333333332,0.6943333333333334,7.292,28.625,28.875,190.043,,,,14.652,,,,204.696
2012-05-28,16.362333333333336,17.985666666666667,1.623,7.25,32.042,34.1665,189.591,,,,13.136,,,,202.727
2012-05-29,15.059333333333333,15.858666666666666,0.7993333333333332,6.542,39.75,39.583,190.722,,,,12.611,,,,203.333
2012-05-30,13.389000000000001,15.069333333333333,1.6806666666666665,4.792,14.167,15.521,188.727,,,,10.545,,,,199.273
2012-05-31,12.847,14.0,1.1526666666666667,5.609,22.75,19.521,188.826,,,,11.087,,,,199.913
2012-06-01,14.733333333333334,16.166666666666668,1.4329999999999998,5.958,26.955,26.269,189.0,,,,12.5,,,,201.5
2012-06-02,10.694333333333333,11.360999999999999,0.6666666666666666,5.417,26.917,21.521,188.773,,,,13.545,,,,202.318
2012-06-03,6.111,6.361,0.25,5.833,20.292,17.9165,188.368,,,,7.263,,,,195.632
2012-06-04,19.405,21.578000000000003,2.173,6.583,21.25,17.761499999999998,189.333,,,,14.476,,,,203.81
2012-06-05,13.624666666666668,14.944666666666668,1.3193333333333335,5.25,16.0,14.833,186.773,,,,8.318,,,,195.091
2012-06-06,8.37,9.177,0.8066666666666666,4.636,14.875,11.375,185.545,,,,8.273,,,,193.818
2012-06-07,17.5,18.680666666666667,1.1806666666666665,6.75,26.375,24.3125,191.312,,,,15.75,,,,207.062
2012-06-08,21.208,23.611,2.403,6.458,27.409,32.5115,188.591,,,,15.5,,,,204.091
2012-06-09,12.264000000000001,13.360999999999999,1.0973333333333333,3.958,6.208,7.458,187.0,,,,20.826,,,,207.826
2012-06-10,4.736,5.3886666666666665,0.653,4.0,15.917,15.5415,188.087,,,,17.652,,,,205.739
2012-06-11,9.260666666666667,11.159666666666666,1.8983333333333334,4.5,18.042,18.5795,187.174,,,,8.609,,,,195.783
2012-06-12,12.555666666666667,13.680333333333332,1.1246666666666665,4.375,10.0,11.875,186.87,,,,6.652,,,,193.522
2012-06-13,17.069333333333333,19.777666666666665,2.7083333333333335,4.458,9.542,7.542,188.174,,,,11.478,,,,199.652
2012-06-14,13.388666666666666,15.194333333333333,1.8053333333333335,4.826,15.875,15.0625,188.261,,,,10.652,,,,198.913
2012-06-15,8.958,10.055666666666667,1.0970000000000002,4.333,18.0,18.9205,186.636,,,,6.182,,,,192.818
2012-06-16,13.854333333333335,16.916666666666668,3.062666666666667,3.25,5.708,8.8955,183.913,,,,10.478,,,,194.391
2012-06-17,6.3545,7.0835,0.729,3.25,8.167,7.9375,185.217,,,,9.043,,,,194.261
2012-06-18,17.935,20.761000000000003,2.826,4.958,17.458,19.51,191.609,,,,16.217,,,,207.826
2012-06-19,12.0835,16.3335,4.25,3.5,10.125,14.604,184.13,,,,8.0,,,,192.13
2012-06-20,15.521,18.4375,2.9165,4.667,10.25,7.8125,186.696,,,,13.522,,,,200.217
2012-06-21,18.396,19.5205,1.125,3.435,10.417,14.0,190.174,,,,11.609,,,,201.783
2012-06-22,8.3125,9.25,0.9375,3.5,6.478,4.968,186.478,,,,8.13,,,,194.609
2012-06-23,12.1875,13.6455,1.458,4.417,10.417,10.3125,188.304,,,,12.478,,,,200.783
2012-06-24,10.229,11.2705,1.0415,5.042,18.958,17.0625,193.522,,,,12.0,,,,205.522
2012-06-25,8.434999999999999,9.0215,0.587,4.083,16.958,18.3715,188.652,,,,7.913,,,,196.565
2012-06-26,8.8335,9.4375,0.6045,4.125,18.167,18.1455,187.783,,,,7.435,,,,195.217
2012-06-27,9.104,9.5835,0.479,5.087,18.583,17.9165,186.565,,,,7.957,,,,194.522
2012-06-28,10.646,11.5835,0.9375,4.667,15.208,15.2085,185.87,,,,7.652,,,,193.522
2012-06-29,16.5,19.8125,3.3125,5.125,15.565,17.3795,186.952,,,,14.0,,,,200.952
2012-06-30,14.75,16.375,1.625,4.417,18.292,21.646,187.652,,,,14.043,,,,201.696
2012-07-01,12.5415,14.5625,2.0205,3.042,10.917,14.4165,186.652,,,,13.391,,,,200.043
2012-07-02,14.717500000000001,16.9565,2.2395,4.478,13.833,16.805,189.348,,,,17.478,,,,206.826
2012-07-03,26.521,30.792,4.271,3.75,14.583,17.5205,195.522,,,,20.043,,,,215.565
2012-07-04,19.896,24.729,4.8335,4.958,18.25,22.634999999999998,192.0,,,,18.478,,,,210.478
2012-07-05,25.266333333333336,29.953666666666663,4.687333333333333,4.696,16.609,22.604,191.391,,,,23.0,,,,214.391
2012-07-06,22.722333333333335,29.611,6.8886666666666665,4.958,18.417,30.1875,186.957,,,,21.348,,,,208.304
2012-07-07,8.139000000000001,8.583333333333334,0.4446666666666667,3.125,10.292,13.0625,186.957,,,,9.261,,,,196.217
2012-07-08,5.527666666666666,5.75,0.22233333333333336,3.583,13.75,12.292,190.826,,,,9.087,,,,199.913
2012-07-09,13.527666666666667,15.123666666666665,1.596,4.75,16.792,17.798000000000002,192.435,,,,11.913,,,,204.348
2012-07-10,16.305666666666667,18.486333333333334,2.1806666666666668,5.0,19.292,21.7085,191.13,,,,13.478,,,,204.609
2012-07-11,10.389000000000001,12.666333333333332,2.278,3.435,11.833,16.9375,183.435,,,,7.522,,,,190.957
2012-07-12,15.347333333333333,22.236,6.8886666666666665,3.25,12.708,20.3545,184.391,,,,17.435,,,,201.826
2012-07-13,20.166666666666668,27.764,7.597333333333334,4.5,24.652,40.9585,189.818,,,,20.909,,,,210.727
2012-07-14,17.722333333333335,20.139,2.4166666666666665,5.292,19.125,30.396,188.652,,,,16.87,,,,205.522
2012-07-15,8.875333333333332,10.791333333333334,1.9169999999999998,3.792,12.75,19.4375,182.13,,,,12.13,,,,194.261
2012-07-16,7.1883333333333335,10.884,3.6956666666666664,3.833,9.083,11.604,181.304,,,,12.652,,,,193.957
2012-07-17,12.055666666666667,17.846999999999998,5.791666666666667,4.333,9.652,15.537500000000001,182.632,,,,14.684,,,,197.316
2012-07-18,12.097333333333333,17.736,5.639,4.875,10.0,13.25,183.304,,,,14.652,,,,197.957
2012-07-19,13.736333333333334,19.069666666666667,5.333333333333333,4.375,10.583,18.6665,183.565,,,,13.783,,,,197.348
2012-07-20,19.516333333333332,26.375,6.858333333333334,4.0,11.833,18.948999999999998,186.864,,,,21.136,,,,208.0
2012-07-21,12.5,15.305666666666667,2.8056666666666668,2.958,11.25,13.6875,189.565,,,,13.609,,,,203.174
2012-07-22,7.083333333333333,7.611,0.5276666666666666,3.375,11.5,16.083,189.227,,,,10.409,,,,199.636
2012-07-23,14.521333333333333,16.014666666666667,1.4926666666666666,4.083,15.833,26.3395,190.391,,,,13.957,,,,204.348
2012-07-24,19.847333333333335,25.639,5.791666666666667,4.25,20.5,33.75,192.85,,,,18.9,,,,211.75
2012-07-25,17.347333333333335,22.83366666666667,5.486,4.833,28.833,45.9375,193.444,,,,20.111,,,,213.556
2012-07-26,17.986333333333334,19.791666666666668,1.8056666666666665,5.957,31.696,48.6295,194.211,,,,18.526,,,,212.737
2012-07-27,19.389,21.680666666666667,2.2916666666666665,7.333,30.958,40.75,194.435,,,,19.348,,,,213.783
2012-07-28,14.097333333333333,15.388666666666666,1.2916666666666667,7.458,34.583,49.604,190.565,,,,16.957,,,,207.522
2012-07-29,9.639000000000001,10.916666666666666,1.278,6.167,41.958,60.125,187.591,,,,16.955,,,,204.545
2012-07-30,12.753666666666666,14.463666666666667,1.71,5.583,26.792,41.068,185.4,,,,15.0,,,,200.4
2012-07-31,8.763666666666667,11.653,2.888666666666667,5.542,7.591,14.3335,180.391,,,,8.391,,,,188.783
2012-08-01,5.236,7.847333333333334,2.611333333333333,3.75,7.958,14.396,179.0,,,,7.435,,,,186.435
2012-08-02,6.444333333333333,8.444333333333333,2.0,3.75,7.75,13.917,179.87,,,,8.13,,,,188.0
2012-08-03,5.867333333333334,7.386333333333333,1.5190000000000001,4.409,10.522,14.0,181.783,,,,9.217,,,,191.0
2012-08-04,4.889,5.875,0.9860000000000001,4.083,9.667,15.229,180.682,,,,8.364,,,,189.045
2012-08-05,2.1526666666666667,3.0833333333333335,0.9303333333333333,3.625,6.792,12.75,176.87,,,,6.522,,,,183.391
2012-08-06,13.769666666666666,15.990666666666668,2.2209999999999996,3.875,8.333,14.155,181.955,,,,15.455,,,,197.409
2012-08-07,9.305666666666667,11.638666666666666,2.3336666666666663,3.958,10.292,15.5625,184.087,,,,15.87,,,,199.957
2012-08-08,8.333,9.485999999999999,1.153,4.625,10.5,11.583,187.13,,,,11.391,,,,198.522
2012-08-09,13.353666666666667,15.315666666666667,1.962,6.087,12.217,13.652000000000001,189.882,,,,14.118,,,,204.0
2012-08-10,13.610999999999999,14.527666666666667,0.9163333333333332,5.667,22.375,27.8125,190.087,,,,12.87,,,,202.957
2012-08-11,14.222333333333333,15.722,1.5,4.333,20.708,33.0625,189.783,,,,16.0,,,,205.783
2012-08-12,8.986333333333333,11.097333333333333,2.111,4.417,14.417,20.458,184.435,,,,13.348,,,,197.783
2012-08-13,9.347666666666667,11.579666666666668,2.2316666666666665,4.583,20.208,35.021,185.174,,,,11.174,,,,196.348
2012-08-14,10.486666666666666,12.5,2.013666666666667,3.042,10.917,17.625,185.826,,,,12.087,,,,197.913
2012-08-15,10.027666666666667,14.888666666666666,4.861,3.583,10.333,18.0,183.783,,,,15.609,,,,199.391
2012-08-16,9.579333333333333,16.423333333333336,6.844333333333334,3.773,8.583,14.208,182.348,,,,13.87,,,,196.217
2012-08-17,10.708666666666666,15.055666666666667,4.347,4.208,12.25,18.5205,183.739,,,,14.217,,,,197.957
2012-08-18,11.575666666666669,12.984333333333334,1.409,3.417,15.542,20.5415,184.609,,,,11.565,,,,196.174
