date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-01,11.569,21.743,10.174,,4.312,44.868,193.75,7.625,12.292,206.042
2011-01-02,12.056,24.194,12.139,,1.625,16.194,191.806,6.792,11.556,203.361
2011-01-03,13.542,24.403,10.861,,3.666,31.722,192.542,7.542,12.097,204.639
2011-01-04,11.479,23.396,11.917,,1.438,21.042,190.264,6.042,10.486,200.75
2011-01-05,16.118,32.611,16.493,,1.208,16.117,189.375,6.458,14.139,203.514
2011-01-06,19.965,44.938,24.972,,1.842,18.597,192.847,8.875,19.722,212.569
2011-01-07,20.618,48.68,28.062,,1.542,23.743,196.875,10.75,21.945,218.819
2011-01-08,18.521,40.979,22.458,,1.292,16.174,194.208,9.375,18.389,212.597
2011-01-09,17.083,32.382,15.298,,5.521,36.903,196.583,8.833,18.847,215.431
2011-01-10,25.218,64.506,39.287,,4.837,59.41,201.694,15.0,29.111,230.806
2011-01-11,16.736,33.0,16.264,,2.834,29.66,194.653,9.208,18.792,213.444
2011-01-12,21.673,51.243,29.569,,1.771,16.007,195.056,11.042,21.125,216.181
2011-01-13,21.104,45.639,24.535,,3.824,28.91,193.708,10.5,20.153,213.861
2011-01-14,20.132,41.785,21.653,,2.854,37.729,196.292,9.875,30.194,226.486
2011-01-15,16.305,35.875,19.57,,1.73,18.958,190.222,7.208,12.93,203.153
2011-01-16,17.368,41.174,23.806,,1.312,15.84,188.444,8.375,15.028,203.472
2011-01-17,17.44,42.755,25.315,,1.0,11.872,189.681,10.125,18.139,207.819
2011-01-18,23.868,57.68,33.812,,1.834,17.799,192.402,10.208,25.575,217.977
2011-01-19,22.152,51.347,29.194,,1.23,28.185,190.903,9.125,26.042,216.945
2011-01-20,13.194,26.118,12.924,,1.022,13.701,186.472,6.292,12.361,198.833
2011-01-21,13.528,28.347,14.819,,1.021,11.702,186.25,6.542,12.722,198.972
2011-01-22,13.521,27.257,13.736,,1.084,14.785,188.403,7.458,11.833,200.236
2011-01-23,13.021,27.417,14.396,,1.042,12.757,189.144,7.042,11.169,200.313
2011-01-24,12.396,24.479,12.083,,2.228,19.833,190.139,6.75,9.736,199.875
2011-01-25,14.929,32.964,18.035,,2.304,24.317,191.431,8.25,12.982,204.413
2011-01-26,15.756,33.945,18.189,,1.208,14.936,192.913,6.609,14.803,207.716
2011-01-27,22.134,50.063,27.929,,1.925,23.9,194.403,9.667,22.305,216.708
2011-01-28,17.403,34.687,17.285,,2.834,36.271,192.264,5.042,15.583,207.847
2011-01-29,12.25,22.139,9.889,,3.0,27.743,192.056,4.917,11.139,203.194
2011-01-30,15.32,29.202,13.882,,1.916,22.333,194.694,5.375,15.208,209.903
2011-01-31,22.236,48.729,26.493,,4.104,27.267,197.556,10.167,22.403,219.959
2011-02-01,13.208,23.93,10.722,,2.792,35.542,192.097,6.0,10.875,202.972
2011-02-02,10.917,21.257,10.34,,1.084,13.125,190.972,4.208,8.792,199.764
2011-02-03,20.525,45.29,24.765,,1.5,17.61,193.708,6.667,17.542,211.25
2011-02-04,19.285,43.563,24.278,,2.583,27.542,194.458,8.5,25.056,219.514
2011-02-05,16.729,35.153,18.424,,1.938,37.389,195.57,6.667,17.208,212.778
2011-02-06,19.049,42.5,23.451,,1.354,31.507,193.236,6.375,21.083,214.319
2011-02-07,12.167,22.778,10.611,,1.661,20.112,189.658,5.375,11.332,200.99
2011-02-08,10.972,23.298,12.326,,1.0,12.268,190.792,4.583,10.319,201.111
2011-02-09,12.618,26.125,13.507,,1.125,15.639,191.111,4.542,11.542,202.653
2011-02-10,17.32,36.467,19.146,,1.576,15.887,192.334,5.75,16.597,208.931
2011-02-11,15.681,32.458,16.778,,1.5,14.41,194.181,6.083,17.264,211.445
2011-02-12,17.479,37.583,20.104,,1.521,12.492,195.222,7.375,17.153,212.375
2011-02-13,17.354,34.021,16.667,,1.667,21.877,192.175,5.0,16.306,208.481
2011-02-14,22.772,59.145,36.372,,1.0,26.076,196.194,9.522,28.638,224.833
2011-02-15,16.028,29.382,13.354,,1.27,27.396,192.472,6.292,16.222,208.694
2011-02-16,15.778,33.153,17.375,,1.27,22.917,191.861,6.292,15.972,207.833
2011-02-17,11.535,21.285,9.75,,1.726,16.062,191.931,5.667,10.305,202.236
2011-02-18,10.91,21.916,11.007,,1.292,15.875,193.5,4.75,12.583,206.084
2011-02-19,11.632,22.722,11.09,,1.25,15.931,192.778,4.833,10.028,202.805
2011-02-20,17.32,36.889,19.57,,1.354,16.604,194.517,7.875,16.617,211.133
2011-02-21,17.0,33.484,16.484,,1.26,21.996,192.459,5.5,16.861,209.319
2011-02-22,20.334,48.208,27.875,,2.375,23.139,192.611,7.542,24.18,216.792
2011-02-23,13.639,24.972,11.334,,1.166,21.216,189.639,5.958,16.084,205.722
2011-02-24,17.375,29.889,12.514,,5.2,44.354,193.194,7.667,15.542,208.736
2011-02-25,15.347,27.493,12.146,,1.438,30.896,191.667,5.917,14.042,205.708
2011-02-26,14.153,28.41,14.257,,1.0,15.16,192.694,6.125,14.347,207.042
2011-02-27,14.069,29.333,15.264,,1.0,12.472,193.111,5.333,14.597,207.708
2011-02-28,14.889,28.451,13.562,,2.312,14.882,191.597,4.75,13.5,205.097
2011-03-01,21.708,51.958,30.25,,1.292,19.743,192.792,7.417,21.75,214.542
2011-03-02,17.299,34.417,17.118,,1.0,15.368,190.847,5.708,19.625,210.472
2011-03-03,12.889,23.91,11.021,,1.042,18.014,189.833,5.292,13.861,203.694
2011-03-04,11.542,22.34,10.798,,1.354,20.111,191.819,5.042,12.986,204.806
2011-03-05,19.465,45.007,25.542,,1.0,14.847,192.306,8.292,22.042,214.347
2011-03-06,16.007,31.458,15.452,,1.483,29.063,193.68,8.375,14.972,208.653
2011-03-07,16.215,28.861,12.646,,2.708,49.521,195.694,8.042,15.861,211.556
2011-03-08,18.757,33.861,15.104,,2.583,53.076,196.889,9.0,19.375,216.264
2011-03-09,13.806,23.542,9.736,,1.087,30.826,192.305,6.125,13.222,205.528
2011-03-10,11.9,19.939,8.039,,1.0,17.743,191.162,4.917,11.651,202.813
2011-03-11,12.048,20.674,8.625,,3.854,34.847,194.528,6.833,11.833,206.361
2011-03-12,12.021,21.576,9.556,,1.042,14.903,192.667,4.75,9.861,202.528
2011-03-13,17.201,31.674,14.472,,1.375,15.111,195.278,6.792,15.736,211.014
2011-03-14,20.806,37.743,16.938,,2.438,23.243,197.625,8.417,18.931,216.556
2011-03-15,21.854,36.479,14.625,,3.75,42.535,199.736,8.167,22.292,222.028
2011-03-16,17.504,31.576,14.072,,3.027,37.84,193.279,8.0,16.551,209.831
2011-03-17,14.312,25.201,10.889,,1.083,36.333,191.5,8.333,16.611,208.111
2011-03-18,17.653,33.125,15.472,,1.0,33.347,192.472,8.292,16.903,209.375
2011-03-19,13.403,25.5,12.097,,1.042,25.757,193.791,6.083,15.736,209.528
2011-03-20,14.947,27.864,12.917,,1.296,21.238,192.838,6.15,14.088,206.926
2011-03-21,20.415,39.748,19.333,,1.688,20.016,195.252,8.389,18.714,213.966
2011-03-22,19.85,37.779,17.93,,1.625,23.472,194.375,7.375,20.264,214.639
2011-03-23,10.952,21.563,10.611,,1.021,22.334,186.51,4.773,11.6,198.11
2011-03-24,10.77,18.637,7.867,,2.496,38.466,191.616,5.632,9.596,201.212
2011-03-25,8.917,14.93,6.014,,1.334,20.43,192.472,4.333,6.764,199.236
2011-03-26,13.167,22.812,9.646,,1.229,16.708,193.958,4.875,9.361,203.319
2011-03-27,18.125,32.972,14.847,,1.166,20.91,196.236,7.667,19.403,215.639
2011-03-28,22.486,35.785,13.299,,2.604,46.854,193.778,8.333,18.361,212.139
2011-03-29,17.524,28.024,10.5,,4.542,42.16,193.5,6.875,16.917,210.417
2011-03-30,10.799,16.875,6.076,,2.12,30.201,187.75,5.542,12.944,200.695
2011-03-31,9.563,16.083,6.521,,1.312,26.298,189.931,4.083,8.861,198.792
2011-04-01,23.632,34.556,10.924,,1.928,51.882,194.25,8.625,21.884,216.133
2011-04-02,17.57,28.382,10.812,,1.416,37.264,190.528,6.417,18.306,208.834
2011-04-03,9.347,15.278,5.931,,1.062,26.174,187.861,2.958,11.847,199.708
2011-04-04,10.07,17.43,7.361,,1.021,13.361,188.028,2.75,11.889,199.917
2011-04-05,17.667,29.764,12.097,,2.274,14.778,189.25,4.583,16.028,205.278
2011-04-06,17.93,30.757,12.826,,1.5,18.257,190.236,6.042,19.305,209.542
2011-04-07,11.625,19.701,8.076,,1.375,14.674,186.014,5.125,15.014,201.028
2011-04-08,15.083,26.514,11.431,,1.0,18.16,185.819,5.292,15.945,201.764
2011-04-09,14.806,24.549,9.743,,1.084,36.125,188.542,4.625,14.32,202.861
2011-04-10,17.785,27.021,9.236,,1.812,33.902,191.194,6.583,16.833,208.028
2011-04-11,17.984,28.144,10.16,,1.688,39.833,191.218,6.875,17.076,208.294
